ID;Geslacht;Leeftijden;TypeZorg;RegioS;Perioden;AantalInVerslagjaar_1;PercentageInVerslagjaar_2;TotaalUrenInVerslagjaar_3;GemiddeldPerPersoonInVerslagjaar_4;GemiddeldInBevolkingInVerslagjaar_5
227;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal verpleging;Overige gemeenten;2007;233180;2.09;9106;39;0.81
228;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal verpleging;Overige gemeenten;2008;203690;1.81;6857;34;0.61
229;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal verpleging;Overige gemeenten;2009;177660;1.56;5650;32;0.5
230;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal verpleging;Overige gemeenten;2010;165885;1.45;5221;31;0.46
231;Totaal mannen en vrouwen;18 tot 65 jaar;0;Nederland;2004;126765;1.23;13161;104;1.27
232;Totaal mannen en vrouwen;18 tot 65 jaar;0;Nederland;2005;115750;1.12;12365;107;1.2
233;Totaal mannen en vrouwen;18 tot 65 jaar;0;Nederland;2006;115450;1.12;12533;109;1.21
234;Totaal mannen en vrouwen;18 tot 65 jaar;0;Nederland;2007;113625;1.1;12364;109;1.2
235;Totaal mannen en vrouwen;18 tot 65 jaar;0;Nederland;2008;115645;1.11;12721;110;1.23
236;Totaal mannen en vrouwen;18 tot 65 jaar;0;Nederland;2009;113045;1.09;13142;116;1.26
237;Totaal mannen en vrouwen;18 tot 65 jaar;0;Nederland;2010;116400;1.12;14000;120;1.34
238;Totaal mannen en vrouwen;18 tot 65 jaar;0;4 grote gemeenten;2004;16505;1.2;1949;118;1.42
239;Totaal mannen en vrouwen;18 tot 65 jaar;0;4 grote gemeenten;2005;15875;1.15;1893;119;1.37
240;Totaal mannen en vrouwen;18 tot 65 jaar;0;4 grote gemeenten;2006;15960;1.16;1903;119;1.38
241;Totaal mannen en vrouwen;18 tot 65 jaar;0;4 grote gemeenten;2007;16030;1.17;1893;118;1.38
242;Totaal mannen en vrouwen;18 tot 65 jaar;0;4 grote gemeenten;2008;16170;1.15;1950;121;1.39
243;Totaal mannen en vrouwen;18 tot 65 jaar;0;4 grote gemeenten;2009;15805;1.11;1953;124;1.38
244;Totaal mannen en vrouwen;18 tot 65 jaar;0;4 grote gemeenten;2010;16870;1.17;2214;131;1.54
245;Totaal mannen en vrouwen;18 tot 65 jaar;0;Overige gemeenten;2004;110260;1.23;11212;102;1.25
246;Totaal mannen en vrouwen;18 tot 65 jaar;0;Overige gemeenten;2005;99875;1.11;10472;105;1.17
247;Totaal mannen en vrouwen;18 tot 65 jaar;0;Overige gemeenten;2006;99485;1.11;10629;107;1.19
248;Totaal mannen en vrouwen;18 tot 65 jaar;0;Overige gemeenten;2007;97590;1.09;10471;107;1.17
249;Totaal mannen en vrouwen;18 tot 65 jaar;0;Overige gemeenten;2008;99475;1.11;10771;108;1.2
250;Totaal mannen en vrouwen;18 tot 65 jaar;0;Overige gemeenten;2009;97240;1.08;11189;115;1.24
251;Totaal mannen en vrouwen;18 tot 65 jaar;0;Overige gemeenten;2010;99530;1.11;11786;118;1.31
252;Totaal mannen en vrouwen;18 tot 65 jaar;1;Nederland;2004;35795;0.35;3020;84;0.29
253;Totaal mannen en vrouwen;18 tot 65 jaar;1;Nederland;2005;46900;0.45;4746;101;0.46
254;Totaal mannen en vrouwen;18 tot 65 jaar;1;Nederland;2006;50020;0.48;5164;103;0.5
255;Totaal mannen en vrouwen;18 tot 65 jaar;1;Nederland;2007;49930;0.48;5235;105;0.51
256;Totaal mannen en vrouwen;18 tot 65 jaar;1;Nederland;2008;51180;0.49;5469;107;0.53
257;Totaal mannen en vrouwen;18 tot 65 jaar;1;Nederland;2009;53320;0.51;5968;112;0.57
258;Totaal mannen en vrouwen;18 tot 65 jaar;1;Nederland;2010;57000;0.55;6540;115;0.63
259;Totaal mannen en vrouwen;18 tot 65 jaar;1;4 grote gemeenten;2004;3905;0.28;347;89;0.25
260;Totaal mannen en vrouwen;18 tot 65 jaar;1;4 grote gemeenten;2005;6520;0.47;720;111;0.52
261;Totaal mannen en vrouwen;18 tot 65 jaar;1;4 grote gemeenten;2006;7755;0.56;832;107;0.61
262;Totaal mannen en vrouwen;18 tot 65 jaar;1;4 grote gemeenten;2007;8035;0.59;861;107;0.63
263;Totaal mannen en vrouwen;18 tot 65 jaar;1;4 grote gemeenten;2008;8575;0.61;882;103;0.63
264;Totaal mannen en vrouwen;18 tot 65 jaar;1;4 grote gemeenten;2009;9120;0.64;955;105;0.67
265;Totaal mannen en vrouwen;18 tot 65 jaar;1;4 grote gemeenten;2010;10080;0.7;1098;109;0.76
266;Totaal mannen en vrouwen;18 tot 65 jaar;1;Overige gemeenten;2004;31890;0.36;2673;84;0.3
267;Totaal mannen en vrouwen;18 tot 65 jaar;1;Overige gemeenten;2005;40385;0.45;4026;100;0.45
268;Totaal mannen en vrouwen;18 tot 65 jaar;1;Overige gemeenten;2006;42265;0.47;4332;102;0.48
269;Totaal mannen en vrouwen;18 tot 65 jaar;1;Overige gemeenten;2007;41895;0.47;4374;104;0.49
270;Totaal mannen en vrouwen;18 tot 65 jaar;1;Overige gemeenten;2008;42605;0.47;4588;108;0.51
271;Totaal mannen en vrouwen;18 tot 65 jaar;1;Overige gemeenten;2009;44195;0.49;5013;113;0.56
272;Totaal mannen en vrouwen;18 tot 65 jaar;1;Overige gemeenten;2010;46920;0.52;5442;116;0.61
273;Totaal mannen en vrouwen;18 tot 65 jaar;2;Nederland;2004;13535;0.13;953;70;0.09
274;Totaal mannen en vrouwen;18 tot 65 jaar;2;Nederland;2005;5615;0.05;346;62;0.03
275;Totaal mannen en vrouwen;18 tot 65 jaar;2;Nederland;2006;5370;0.05;268;50;0.03
276;Totaal mannen en vrouwen;18 tot 65 jaar;2;Nederland;2007;7330;0.07;390;53;0.04
277;Totaal mannen en vrouwen;18 tot 65 jaar;2;Nederland;2008;10005;0.1;518;52;0.05
278;Totaal mannen en vrouwen;18 tot 65 jaar;2;Nederland;2009;11240;0.11;608;54;0.06
279;Totaal mannen en vrouwen;18 tot 65 jaar;2;Nederland;2010;13170;0.13;737;56;0.07
280;Totaal mannen en vrouwen;18 tot 65 jaar;2;4 grote gemeenten;2004;1850;0.13;115;62;0.08
281;Totaal mannen en vrouwen;18 tot 65 jaar;2;4 grote gemeenten;2005;870;0.06;55;63;0.04
282;Totaal mannen en vrouwen;18 tot 65 jaar;2;4 grote gemeenten;2006;600;0.04;34;56;0.02
283;Totaal mannen en vrouwen;18 tot 65 jaar;2;4 grote gemeenten;2007;855;0.06;45;53;0.03
284;Totaal mannen en vrouwen;18 tot 65 jaar;2;4 grote gemeenten;2008;1120;0.08;73;65;0.05
285;Totaal mannen en vrouwen;18 tot 65 jaar;2;4 grote gemeenten;2009;1385;0.1;95;69;0.07
286;Totaal mannen en vrouwen;18 tot 65 jaar;2;4 grote gemeenten;2010;1600;0.11;125;78;0.09
287;Totaal mannen en vrouwen;18 tot 65 jaar;2;Overige gemeenten;2004;11685;0.13;839;72;0.09
288;Totaal mannen en vrouwen;18 tot 65 jaar;2;Overige gemeenten;2005;4745;0.05;291;61;0.03
289;Totaal mannen en vrouwen;18 tot 65 jaar;2;Overige gemeenten;2006;4770;0.05;235;49;0.03
290;Totaal mannen en vrouwen;18 tot 65 jaar;2;Overige gemeenten;2007;6475;0.07;344;53;0.04
291;Totaal mannen en vrouwen;18 tot 65 jaar;2;Overige gemeenten;2008;8885;0.1;445;50;0.05
292;Totaal mannen en vrouwen;18 tot 65 jaar;2;Overige gemeenten;2009;9855;0.11;512;52;0.06
293;Totaal mannen en vrouwen;18 tot 65 jaar;2;Overige gemeenten;2010;11570;0.13;613;53;0.07
294;Totaal mannen en vrouwen;18 tot 65 jaar;3;Nederland;2004;24815;0.24;491;20;0.05
295;Totaal mannen en vrouwen;18 tot 65 jaar;3;Nederland;2005;23435;0.23;343;15;0.03
296;Totaal mannen en vrouwen;18 tot 65 jaar;3;Nederland;2006;23820;0.23;349;15;0.03
297;Totaal mannen en vrouwen;18 tot 65 jaar;3;Nederland;2007;23080;0.22;382;17;0.04
298;Totaal mannen en vrouwen;18 tot 65 jaar;3;Nederland;2008;22105;0.21;387;18;0.04
299;Totaal mannen en vrouwen;18 tot 65 jaar;3;Nederland;2009;17850;0.17;310;17;0.03
300;Totaal mannen en vrouwen;18 tot 65 jaar;3;Nederland;2010;15225;0.15;239;16;0.02
301;Totaal mannen en vrouwen;18 tot 65 jaar;3;4 grote gemeenten;2004;2115;0.15;40;19;0.03
302;Totaal mannen en vrouwen;18 tot 65 jaar;3;4 grote gemeenten;2005;2370;0.17;46;20;0.03
303;Totaal mannen en vrouwen;18 tot 65 jaar;3;4 grote gemeenten;2006;2260;0.16;36;16;0.03
304;Totaal mannen en vrouwen;18 tot 65 jaar;3;4 grote gemeenten;2007;2235;0.16;37;16;0.03
305;Totaal mannen en vrouwen;18 tot 65 jaar;3;4 grote gemeenten;2008;2065;0.15;37;18;0.03
306;Totaal mannen en vrouwen;18 tot 65 jaar;3;4 grote gemeenten;2009;1570;0.11;34;22;0.02
307;Totaal mannen en vrouwen;18 tot 65 jaar;3;4 grote gemeenten;2010;1300;0.09;31;24;0.02
308;Totaal mannen en vrouwen;18 tot 65 jaar;3;Overige gemeenten;2004;22700;0.25;451;20;0.05
309;Totaal mannen en vrouwen;18 tot 65 jaar;3;Overige gemeenten;2005;21065;0.23;297;14;0.03
310;Totaal mannen en vrouwen;18 tot 65 jaar;3;Overige gemeenten;2006;21555;0.24;313;15;0.03
311;Totaal mannen en vrouwen;18 tot 65 jaar;3;Overige gemeenten;2007;20845;0.23;345;17;0.04
312;Totaal mannen en vrouwen;18 tot 65 jaar;3;Overige gemeenten;2008;20040;0.22;349;17;0.04
313;Totaal mannen en vrouwen;18 tot 65 jaar;3;Overige gemeenten;2009;16280;0.18;275;17;0.03
314;Totaal mannen en vrouwen;18 tot 65 jaar;3;Overige gemeenten;2010;13925;0.15;208;15;0.02
315;Totaal mannen en vrouwen;18 tot 65 jaar;4;Nederland;2004;26495;0.26;3675;139;0.36
316;Totaal mannen en vrouwen;18 tot 65 jaar;4;Nederland;2005;11600;0.11;1783;154;0.17
317;Totaal mannen en vrouwen;18 tot 65 jaar;4;Nederland;2006;8020;0.08;1390;173;0.13
318;Totaal mannen en vrouwen;18 tot 65 jaar;4;Nederland;2007;6070;0.06;1205;199;0.12
319;Totaal mannen en vrouwen;18 tot 65 jaar;4;Nederland;2008;7170;0.07;1532;214;0.15
320;Totaal mannen en vrouwen;18 tot 65 jaar;4;Nederland;2009;8225;0.08;1898;231;0.18
321;Totaal mannen en vrouwen;18 tot 65 jaar;4;Nederland;2010;9655;0.09;2296;238;0.22
322;Totaal mannen en vrouwen;18 tot 65 jaar;4;4 grote gemeenten;2004;5050;0.37;702;139;0.51
323;Totaal mannen en vrouwen;18 tot 65 jaar;4;4 grote gemeenten;2005;2365;0.17;324;137;0.23
324;Totaal mannen en vrouwen;18 tot 65 jaar;4;4 grote gemeenten;2006;1425;0.1;218;153;0.16
325;Totaal mannen en vrouwen;18 tot 65 jaar;4;4 grote gemeenten;2007;860;0.06;158;184;0.11
326;Totaal mannen en vrouwen;18 tot 65 jaar;4;4 grote gemeenten;2008;960;0.07;203;212;0.14
327;Totaal mannen en vrouwen;18 tot 65 jaar;4;4 grote gemeenten;2009;1180;0.08;273;232;0.19
328;Totaal mannen en vrouwen;18 tot 65 jaar;4;4 grote gemeenten;2010;1485;0.1;354;238;0.25
329;Totaal mannen en vrouwen;18 tot 65 jaar;4;Overige gemeenten;2004;21445;0.24;2973;139;0.33
330;Totaal mannen en vrouwen;18 tot 65 jaar;4;Overige gemeenten;2005;9235;0.1;1460;158;0.16
331;Totaal mannen en vrouwen;18 tot 65 jaar;4;Overige gemeenten;2006;6595;0.07;1171;178;0.13
332;Totaal mannen en vrouwen;18 tot 65 jaar;4;Overige gemeenten;2007;5210;0.06;1048;201;0.12
333;Totaal mannen en vrouwen;18 tot 65 jaar;4;Overige gemeenten;2008;6210;0.07;1329;214;0.15
334;Totaal mannen en vrouwen;18 tot 65 jaar;4;Overige gemeenten;2009;7045;0.08;1624;231;0.18
335;Totaal mannen en vrouwen;18 tot 65 jaar;4;Overige gemeenten;2010;8170;0.09;1942;238;0.22
336;Totaal mannen en vrouwen;18 tot 65 jaar;5;Nederland;2004;3350;0.03;381;114;0.04
337;Totaal mannen en vrouwen;18 tot 65 jaar;5;Nederland;2005;4665;0.05;560;120;0.05
338;Totaal mannen en vrouwen;18 tot 65 jaar;5;Nederland;2006;4880;0.05;612;125;0.06
339;Totaal mannen en vrouwen;18 tot 65 jaar;5;Nederland;2007;3800;0.04;510;134;0.05
340;Totaal mannen en vrouwen;18 tot 65 jaar;5;Nederland;2008;2890;0.03;412;142;0.04
341;Totaal mannen en vrouwen;18 tot 65 jaar;5;Nederland;2009;2435;0.02;366;150;0.04
342;Totaal mannen en vrouwen;18 tot 65 jaar;5;Nederland;2010;2165;0.02;343;158;0.03
343;Totaal mannen en vrouwen;18 tot 65 jaar;5;4 grote gemeenten;2004;340;0.02;41;121;0.03
344;Totaal mannen en vrouwen;18 tot 65 jaar;5;4 grote gemeenten;2005;805;0.06;106;132;0.08
345;Totaal mannen en vrouwen;18 tot 65 jaar;5;4 grote gemeenten;2006;855;0.06;101;118;0.07
346;Totaal mannen en vrouwen;18 tot 65 jaar;5;4 grote gemeenten;2007;810;0.06;100;124;0.07
347;Totaal mannen en vrouwen;18 tot 65 jaar;5;4 grote gemeenten;2008;495;0.04;66;133;0.05
348;Totaal mannen en vrouwen;18 tot 65 jaar;5;4 grote gemeenten;2009;385;0.03;56;146;0.04
349;Totaal mannen en vrouwen;18 tot 65 jaar;5;4 grote gemeenten;2010;375;0.03;60;160;0.04
350;Totaal mannen en vrouwen;18 tot 65 jaar;5;Overige gemeenten;2004;3005;0.03;340;113;0.04
351;Totaal mannen en vrouwen;18 tot 65 jaar;5;Overige gemeenten;2005;3860;0.04;454;118;0.05
352;Totaal mannen en vrouwen;18 tot 65 jaar;5;Overige gemeenten;2006;4025;0.04;511;127;0.06
353;Totaal mannen en vrouwen;18 tot 65 jaar;5;Overige gemeenten;2007;2990;0.03;410;137;0.05
354;Totaal mannen en vrouwen;18 tot 65 jaar;5;Overige gemeenten;2008;2395;0.03;346;144;0.04
355;Totaal mannen en vrouwen;18 tot 65 jaar;5;Overige gemeenten;2009;2050;0.02;310;151;0.03
356;Totaal mannen en vrouwen;18 tot 65 jaar;5;Overige gemeenten;2010;1790;0.02;283;158;0.03
357;Totaal mannen en vrouwen;18 tot 65 jaar;6;Nederland;2004;10255;0.1;1250;122;0.12
358;Totaal mannen en vrouwen;18 tot 65 jaar;6;Nederland;2005;11055;0.11;1000;90;0.1
359;Totaal mannen en vrouwen;18 tot 65 jaar;6;Nederland;2006;11200;0.11;1029;92;0.1
360;Totaal mannen en vrouwen;18 tot 65 jaar;6;Nederland;2007;13385;0.13;1336;100;0.13
361;Totaal mannen en vrouwen;18 tot 65 jaar;6;Nederland;2008;13545;0.13;1358;100;0.13
362;Totaal mannen en vrouwen;18 tot 65 jaar;6;Nederland;2009;12380;0.12;1287;104;0.12
363;Totaal mannen en vrouwen;18 tot 65 jaar;6;Nederland;2010;12085;0.12;1299;107;0.12
364;Totaal mannen en vrouwen;18 tot 65 jaar;6;4 grote gemeenten;2004;1145;0.08;132;116;0.1
365;Totaal mannen en vrouwen;18 tot 65 jaar;6;4 grote gemeenten;2005;1190;0.09;131;110;0.09
366;Totaal mannen en vrouwen;18 tot 65 jaar;6;4 grote gemeenten;2006;1250;0.09;127;102;0.09
367;Totaal mannen en vrouwen;18 tot 65 jaar;6;4 grote gemeenten;2007;1595;0.12;174;109;0.13
368;Totaal mannen en vrouwen;18 tot 65 jaar;6;4 grote gemeenten;2008;1520;0.11;172;113;0.12
369;Totaal mannen en vrouwen;18 tot 65 jaar;6;4 grote gemeenten;2009;1110;0.08;136;122;0.1
370;Totaal mannen en vrouwen;18 tot 65 jaar;6;4 grote gemeenten;2010;1055;0.07;150;142;0.1
371;Totaal mannen en vrouwen;18 tot 65 jaar;6;Overige gemeenten;2004;9115;0.1;1118;123;0.12
372;Totaal mannen en vrouwen;18 tot 65 jaar;6;Overige gemeenten;2005;9865;0.11;869;88;0.1
373;Totaal mannen en vrouwen;18 tot 65 jaar;6;Overige gemeenten;2006;9950;0.11;902;91;0.1
374;Totaal mannen en vrouwen;18 tot 65 jaar;6;Overige gemeenten;2007;11795;0.13;1162;99;0.13
375;Totaal mannen en vrouwen;18 tot 65 jaar;6;Overige gemeenten;2008;12025;0.13;1187;99;0.13
376;Totaal mannen en vrouwen;18 tot 65 jaar;6;Overige gemeenten;2009;11265;0.13;1151;102;0.13
377;Totaal mannen en vrouwen;18 tot 65 jaar;6;Overige gemeenten;2010;11030;0.12;1149;104;0.13
378;Totaal mannen en vrouwen;18 tot 65 jaar;7;Nederland;2004;12520;0.12;3390;271;0.33
379;Totaal mannen en vrouwen;18 tot 65 jaar;7;Nederland;2005;12475;0.12;3586;288;0.35
380;Totaal mannen en vrouwen;18 tot 65 jaar;7;Nederland;2006;12140;0.12;3720;306;0.36
381;Totaal mannen en vrouwen;18 tot 65 jaar;7;Nederland;2007;10025;0.1;3306;330;0.32
382;Totaal mannen en vrouwen;18 tot 65 jaar;7;Nederland;2008;8750;0.08;3045;348;0.29
383;Totaal mannen en vrouwen;18 tot 65 jaar;7;Nederland;2009;7600;0.07;2706;356;0.26
384;Totaal mannen en vrouwen;18 tot 65 jaar;7;Nederland;2010;7105;0.07;2546;358;0.24
385;Totaal mannen en vrouwen;18 tot 65 jaar;7;4 grote gemeenten;2004;2095;0.15;571;272;0.41
386;Totaal mannen en vrouwen;18 tot 65 jaar;7;4 grote gemeenten;2005;1760;0.13;510;290;0.37
387;Totaal mannen en vrouwen;18 tot 65 jaar;7;4 grote gemeenten;2006;1815;0.13;555;306;0.4
388;Totaal mannen en vrouwen;18 tot 65 jaar;7;4 grote gemeenten;2007;1645;0.12;518;315;0.38
389;Totaal mannen en vrouwen;18 tot 65 jaar;7;4 grote gemeenten;2008;1430;0.1;517;361;0.37
390;Totaal mannen en vrouwen;18 tot 65 jaar;7;4 grote gemeenten;2009;1055;0.07;403;383;0.28
391;Totaal mannen en vrouwen;18 tot 65 jaar;7;4 grote gemeenten;2010;975;0.07;397;407;0.28
392;Totaal mannen en vrouwen;18 tot 65 jaar;7;Overige gemeenten;2004;10420;0.12;2819;270;0.31
393;Totaal mannen en vrouwen;18 tot 65 jaar;7;Overige gemeenten;2005;10715;0.12;3076;287;0.34
394;Totaal mannen en vrouwen;18 tot 65 jaar;7;Overige gemeenten;2006;10325;0.12;3165;307;0.35
395;Totaal mannen en vrouwen;18 tot 65 jaar;7;Overige gemeenten;2007;8385;0.09;2789;333;0.31
396;Totaal mannen en vrouwen;18 tot 65 jaar;7;Overige gemeenten;2008;7320;0.08;2528;345;0.28
397;Totaal mannen en vrouwen;18 tot 65 jaar;7;Overige gemeenten;2009;6545;0.07;2303;352;0.26
398;Totaal mannen en vrouwen;18 tot 65 jaar;7;Overige gemeenten;2010;6125;0.07;2149;351;0.24
399;Totaal mannen en vrouwen;18 tot 65 jaar;8;Nederland;2004;78155;0.76;6163;79;0.6
400;Totaal mannen en vrouwen;18 tot 65 jaar;8;Nederland;2005;75640;0.73;7842;104;0.76
401;Totaal mannen en vrouwen;18 tot 65 jaar;8;Nederland;2006;75060;0.73;8113;108;0.78
402;Totaal mannen en vrouwen;18 tot 65 jaar;8;Nederland;2007;69825;0.68;7785;111;0.75
403;Totaal mannen en vrouwen;18 tot 65 jaar;8;Nederland;2008;69995;0.67;7972;114;0.77
404;Totaal mannen en vrouwen;18 tot 65 jaar;8;Nederland;2009;71575;0.69;8494;119;0.82
405;Totaal mannen en vrouwen;18 tot 65 jaar;8;Nederland;2010;75920;0.73;9184;121;0.88
406;Totaal mannen en vrouwen;18 tot 65 jaar;8;4 grote gemeenten;2004;11395;0.83;925;81;0.67
407;Totaal mannen en vrouwen;18 tot 65 jaar;8;4 grote gemeenten;2005;11445;0.83;1239;108;0.9
408;Totaal mannen en vrouwen;18 tot 65 jaar;8;4 grote gemeenten;2006;11845;0.86;1309;110;0.95
409;Totaal mannen en vrouwen;18 tot 65 jaar;8;4 grote gemeenten;2007;11345;0.83;1254;110;0.91
410;Totaal mannen en vrouwen;18 tot 65 jaar;8;4 grote gemeenten;2008;11465;0.82;1250;109;0.89
411;Totaal mannen en vrouwen;18 tot 65 jaar;8;4 grote gemeenten;2009;11735;0.83;1297;111;0.91
412;Totaal mannen en vrouwen;18 tot 65 jaar;8;4 grote gemeenten;2010;12915;0.9;1479;114;1.03
413;Totaal mannen en vrouwen;18 tot 65 jaar;8;Overige gemeenten;2004;66760;0.74;5238;78;0.58
414;Totaal mannen en vrouwen;18 tot 65 jaar;8;Overige gemeenten;2005;64195;0.72;6603;103;0.74
415;Totaal mannen en vrouwen;18 tot 65 jaar;8;Overige gemeenten;2006;63210;0.71;6804;108;0.76
416;Totaal mannen en vrouwen;18 tot 65 jaar;8;Overige gemeenten;2007;58480;0.65;6531;112;0.73
417;Totaal mannen en vrouwen;18 tot 65 jaar;8;Overige gemeenten;2008;58530;0.65;6723;115;0.75
418;Totaal mannen en vrouwen;18 tot 65 jaar;8;Overige gemeenten;2009;59840;0.67;7197;120;0.8
419;Totaal mannen en vrouwen;18 tot 65 jaar;8;Overige gemeenten;2010;63005;0.7;7706;122;0.86
420;Totaal mannen en vrouwen;18 tot 65 jaar;9;Nederland;2004;62800;0.61;4908;78;0.47
421;Totaal mannen en vrouwen;18 tot 65 jaar;9;Nederland;2005;40745;0.39;2727;67;0.26
422;Totaal mannen en vrouwen;18 tot 65 jaar;9;Nederland;2006;36730;0.36;2654;72;0.26
423;Totaal mannen en vrouwen;18 tot 65 jaar;9;Nederland;2007;36815;0.36;2884;78;0.28
424;Totaal mannen en vrouwen;18 tot 65 jaar;9;Nederland;2008;39470;0.38;3247;82;0.31
425;Totaal mannen en vrouwen;18 tot 65 jaar;9;Nederland;2009;39440;0.38;3381;86;0.32
426;Totaal mannen en vrouwen;18 tot 65 jaar;9;Nederland;2010;42010;0.4;3683;88;0.35
427;Totaal mannen en vrouwen;18 tot 65 jaar;9;4 grote gemeenten;2004;10140;0.74;764;75;0.56
428;Totaal mannen en vrouwen;18 tot 65 jaar;9;4 grote gemeenten;2005;6180;0.45;393;64;0.29
429;Totaal mannen en vrouwen;18 tot 65 jaar;9;4 grote gemeenten;2006;5090;0.37;355;70;0.26
430;Totaal mannen en vrouwen;18 tot 65 jaar;9;4 grote gemeenten;2007;4950;0.36;400;81;0.29
431;Totaal mannen en vrouwen;18 tot 65 jaar;9;4 grote gemeenten;2008;5035;0.36;503;100;0.36
432;Totaal mannen en vrouwen;18 tot 65 jaar;9;4 grote gemeenten;2009;4730;0.33;496;105;0.35
433;Totaal mannen en vrouwen;18 tot 65 jaar;9;4 grote gemeenten;2010;5110;0.36;573;112;0.4
434;Totaal mannen en vrouwen;18 tot 65 jaar;9;Overige gemeenten;2004;52665;0.59;4143;79;0.46
435;Totaal mannen en vrouwen;18 tot 65 jaar;9;Overige gemeenten;2005;34565;0.39;2334;68;0.26
436;Totaal mannen en vrouwen;18 tot 65 jaar;9;Overige gemeenten;2006;31640;0.35;2299;73;0.26
437;Totaal mannen en vrouwen;18 tot 65 jaar;9;Overige gemeenten;2007;31865;0.36;2484;78;0.28
438;Totaal mannen en vrouwen;18 tot 65 jaar;9;Overige gemeenten;2008;34435;0.38;2745;80;0.31
439;Totaal mannen en vrouwen;18 tot 65 jaar;9;Overige gemeenten;2009;34715;0.39;2885;83;0.32
440;Totaal mannen en vrouwen;18 tot 65 jaar;9;Overige gemeenten;2010;36900;0.41;3110;84;0.35
441;Totaal mannen en vrouwen;18 tot 65 jaar;Totaal verpleging;Nederland;2004;50940;0.49;2090;41;0.2
442;Totaal mannen en vrouwen;18 tot 65 jaar;Totaal verpleging;Nederland;2005;51630;0.5;1796;35;0.17
443;Totaal mannen en vrouwen;18 tot 65 jaar;Totaal verpleging;Nederland;2006;52035;0.5;1766;34;0.17
444;Totaal mannen en vrouwen;18 tot 65 jaar;Totaal verpleging;Nederland;2007;50290;0.49;1695;34;0.16
445;Totaal mannen en vrouwen;18 tot 65 jaar;Totaal verpleging;Nederland;2008;47295;0.46;1502;32;0.14
446;Totaal mannen en vrouwen;18 tot 65 jaar;Totaal verpleging;Nederland;2009;40260;0.39;1267;31;0.12
447;Totaal mannen en vrouwen;18 tot 65 jaar;Totaal verpleging;Nederland;2010;36575;0.35;1133;31;0.11
448;Totaal mannen en vrouwen;18 tot 65 jaar;Totaal verpleging;4 grote gemeenten;2004;5700;0.41;260;46;0.19
449;Totaal mannen en vrouwen;18 tot 65 jaar;Totaal verpleging;4 grote gemeenten;2005;6125;0.44;261;43;0.19
450;Totaal mannen en vrouwen;18 tot 65 jaar;Totaal verpleging;4 grote gemeenten;2006;6185;0.45;239;39;0.17
451;Totaal mannen en vrouwen;18 tot 65 jaar;Totaal verpleging;4 grote gemeenten;2007;6280;0.46;239;38;0.17
452;Totaal mannen en vrouwen;18 tot 65 jaar;Totaal verpleging;4 grote gemeenten;2008;5515;0.39;197;36;0.14
453;Totaal mannen en vrouwen;18 tot 65 jaar;Totaal verpleging;4 grote gemeenten;2009;4120;0.29;160;39;0.11
454;Totaal mannen en vrouwen;18 tot 65 jaar;Totaal verpleging;4 grote gemeenten;2010;3705;0.26;163;44;0.11
455;Totaal mannen en vrouwen;18 tot 65 jaar;Totaal verpleging;Overige gemeenten;2004;45240;0.5;1831;40;0.2
456;Totaal mannen en vrouwen;18 tot 65 jaar;Totaal verpleging;Overige gemeenten;2005;45505;0.51;1535;34;0.17
457;Totaal mannen en vrouwen;18 tot 65 jaar;Totaal verpleging;Overige gemeenten;2006;45855;0.51;1527;33;0.17
458;Totaal mannen en vrouwen;18 tot 65 jaar;Totaal verpleging;Overige gemeenten;2007;44010;0.49;1456;33;0.16
459;Totaal mannen en vrouwen;18 tot 65 jaar;Totaal verpleging;Overige gemeenten;2008;41780;0.47;1304;31;0.15
460;Totaal mannen en vrouwen;18 tot 65 jaar;Totaal verpleging;Overige gemeenten;2009;36140;0.4;1107;31;0.12
461;Totaal mannen en vrouwen;18 tot 65 jaar;Totaal verpleging;Overige gemeenten;2010;32870;0.37;970;30;0.11
462;Totaal mannen en vrouwen;65 tot 80 jaar;0;Nederland;2004;232675;13.24;29925;129;17.03
463;Totaal mannen en vrouwen;65 tot 80 jaar;0;Nederland;2005;224910;12.6;29881;133;16.75
464;Totaal mannen en vrouwen;65 tot 80 jaar;0;Nederland;2006;225855;12.5;30963;137;17.13
465;Totaal mannen en vrouwen;65 tot 80 jaar;0;Nederland;2007;223450;12.16;30369;136;16.53
