ID;ConsumptionByHouseholds;Periods;Indices_1;VolumeChanges_2;VolumeChangesShoppingdayAdjusted_3;Indices_4;ValueChanges_5;PriceChanges_6
324;Domestic consumption by households;2018 4th quarter;106.8;2.1;2.0;111.8;4.5;2.3
325;Domestic consumption by households;2019 January;107.3;1.2;0.8;113.6;4.2;2.9
326;Domestic consumption by households;2019 February;101.1;0.5;0.5;107.7;3.5;3.1
327;Domestic consumption by households;2019 March;107.7;-0.4;1.0;115.3;2.8;3.1
328;Domestic consumption by households;2019 1st quarter;105.4;0.4;0.7;112.2;3.5;3.0
329;Domestic consumption by households;2019 April;107.1;2.2;1.0;114.2;4.8;2.6
330;Domestic consumption by households;2019 May;110.4;2.4;1.8;118.3;4.9;2.4
331;Domestic consumption by households;2019 June;108.1;-0.3;1.0;115.0;2.0;2.4
332;Domestic consumption by households;2019 2nd quarter;108.5;1.4;1.3;115.8;3.9;2.4
333;Domestic consumption by households;2019 July;108.5;1.4;0.5;116.3;3.8;2.3
334;Domestic consumption by households;2019 August;106.2;0.8;0.5;114.7;3.6;2.8
335;Domestic consumption by households;2019 September;106.0;0.7;1.3;112.8;3.2;2.5
336;Domestic consumption by households;2019 3rd quarter;106.9;1.0;0.8;114.6;3.5;2.5
337;Domestic consumption by households;2019 October;106.6;1.9;1.4;115.0;4.5;2.5
338;Domestic consumption by households;2019 November;107.5;1.4;1.2;114.7;3.9;2.4
339;Domestic consumption by households;2019 December;112.2;2.0;2.4;120.1;4.7;2.6
340;Domestic consumption by households;2019 4th quarter;108.7;1.8;1.7;116.6;4.4;2.5
341;Domestic consumption by households;2020 January;108.1;0.8;0.4;116.9;2.9;2.1
342;Domestic consumption by households;2020 February;105.4;4.3;2.6;113.1;5.0;0.7
343;Domestic consumption by households;2020 March;98.7;-8.4;-7.4;107.3;-7.0;1.5
344;Domestic consumption by households;2020 1st quarter;104.1;-1.2;-1.6;112.4;0.2;1.4
345;Domestic consumption by households;2020 April;88.8;-17.1;-17.6;96.3;-15.6;1.8
346;Domestic consumption by households;2020 May;96.7;-12.4;-11.8;104.1;-12.0;0.5
347;Domestic consumption by households;2020 June;100.6;-6.9;-6.9;109.5;-4.8;2.3
348;Domestic consumption by households;2020 2nd quarter;95.4;-12.1;-12.1;103.3;-10.8;1.5
349;Domestic consumption by households;2020 July;105.5;-2.7;-3.6;115.5;-0.7;2.1
350;Domestic consumption by households;2020 August;104.0;-2.1;-0.5;111.3;-3.0;-1.0
351;Domestic consumption by households;2020 September;103.1;-2.8;-3.9;112.1;-0.7;2.1
352;Domestic consumption by households;2020 3rd quarter;104.2;-2.5;-2.7;112.9;-1.5;1.1
353;Domestic consumption by households;2020 October;102.4;-3.9;-4.5;111.0;-3.5;0.5
354;Domestic consumption by households;2020 November;98.0;-8.8;-7.1;107.6;-6.2;2.9
355;Domestic consumption by households;2020 December;101.4;-9.6;-11.0;110.1;-8.3;1.4
356;Domestic consumption by households;2020 4th quarter;100.6;-7.5;-7.6;109.6;-6.0;1.6
357;Domestic consumption by households;2021 January;94.9;-12.3;-11.7;104.7;-10.5;2.0
358;Domestic consumption by households;2021 February;92.2;-12.5;-11.0;101.6;-10.2;2.7
359;Domestic consumption by households;2021 March;100.3;1.7;0.4;111.7;4.1;2.4
360;Domestic consumption by households;2021 1st quarter;95.8;-8.0;-7.6;106.0;-5.7;2.4
361;Domestic consumption by households;2021 April;100.1;12.7;12.8;112.1;16.3;3.3
362;Domestic consumption by households;2021 May;107.1;10.8;11.9;119.3;14.6;3.4
363;Domestic consumption by households;2021 June;109.6;8.9;8.1;122.7;12.1;2.9
364;Domestic consumption by households;2021 2nd quarter;105.6;10.7;10.8;118.0;14.2;3.2
365;Domestic consumption by households;2021 July;109.3;3.6;3.4;122.1;5.7;2.0
366;Domestic consumption by households;2021 August;107.8;3.6;4.1;118.8;6.8;3.0
367;Domestic consumption by households;2021 September;108.9;5.7;5.5;121.6;8.5;2.7
368;Domestic consumption by households;2021 3rd quarter;108.7;4.3;4.3;120.8;7.0;2.6
369;Domestic consumption by households;2021 October;111.0;8.4;9.4;124.4;12.0;3.3
370;Domestic consumption by households;2021 November;108.2;10.5;9.7;123.1;14.4;3.5
371;Domestic consumption by households;2021 December;107.5;6.0;5.3;121.4;10.3;4.0
372;Domestic consumption by households;2021 4th quarter;108.9;8.3;8.1;123.0;12.2;3.6
373;Domestic consumption by households;2021;104.7;3.6;3.7;117.0;6.7;3.0
374;Domestic consumption by households;2022 January;106.2;11.9;12.5;120.0;14.7;2.5
375;Domestic consumption by households;2022 February;105.8;14.7;14.7;119.4;17.5;2.4
376;Domestic consumption by households;2022 March;112.9;12.5;12.3;129.7;16.2;3.3
377;Domestic consumption by households;2022 1st quarter;108.3;13.0;13.1;123.1;16.1;2.7
378;Domestic consumption by households;2022 April;111.5;11.5;10.9;130.5;16.5;4.5
379;Domestic consumption by households;2022 May;113.5;6.0;6.2;132.7;11.3;5.0
380;Domestic consumption by households;2022 June;115.3;5.2;5.3;135.7;10.6;5.0
381;Domestic consumption by households;2022 2nd quarter;113.5;7.5;7.4;133.0;12.7;4.9
382;Domestic consumption by households;2022 July;112.3;2.8;3.6;134.5;10.1;7.2
383;Domestic consumption by households;2022 August;110.8;2.8;2.0;131.3;10.5;7.5
384;Domestic consumption by households;2022 September;111.3;2.2;2.0;134.1;10.2;7.8
385;Domestic consumption by households;2022 3rd quarter;111.5;2.6;2.5;133.3;10.3;7.5
386;Domestic consumption by households;2022 October;111.3;0.2;0.9;137.3;10.4;10.1
387;Domestic consumption by households;2022 November;111.4;2.9;2.4;140.5;14.2;11.0
388;Domestic consumption by households;2022 December;117.8;9.6;9.5;150.7;24.1;13.3
389;Domestic consumption by households;2022 4th quarter;113.5;4.2;4.2;142.8;16.2;11.5
390;Domestic consumption by households;2022;111.7;6.6;6.6;133.0;13.8;6.7
391;Domestic consumption by households;2023 January;111.4;4.9;5.2;143.0;19.2;13.6
392;Domestic consumption by households;2023 February;108.4;2.4;2.4;138.6;16.1;13.3
393;Domestic consumption by households;2023 March;114.9;1.9;1.5;148.8;14.7;12.6
394;Domestic consumption by households;2023 1st quarter;111.6;3.0;3.0;143.5;16.6;13.2
395;Domestic consumption by households;2023 April;109.9;-1.5;-0.4;143.7;10.0;11.7
396;Domestic consumption by households;2023 May;114.3;0.7;0.1;148.4;11.8;11.0
397;Domestic consumption by households;2023 June;116.7;1.2;0.8;150.4;10.8;9.5
398;Domestic consumption by households;2023 2nd quarter;113.7;0.2;0.2;147.5;10.9;10.7
399;Domestic consumption by households;2023 July;110.8;-1.3;-0.6;146.0;8.6;10.0
400;Domestic consumption by households;2023 August;111.1;0.3;-0.1;144.0;9.7;9.3
401;Domestic consumption by households;2023 September;109.7;-1.5;-1.7;143.2;6.8;8.4
402;Domestic consumption by households;2023 3rd quarter;110.6;-0.8;-0.8;144.4;8.3;9.2
403;Domestic consumption by households;2023 October;111.3;0.1;0.4;145.5;5.9;5.9
404;Domestic consumption by households;2023 November;112.3;0.9;0.7;147.5;5.0;4.1
405;Domestic consumption by households;2023 December;117.0;-0.6;0.4;154.3;2.4;3.1
406;Domestic consumption by households;2023 4th quarter;113.6;0.1;0.5;149.1;4.4;4.3
407;Domestic consumption by households;2023;112.3;0.6;0.7;146.1;9.8;9.2
408;Domestic consumption by households;2024 January;112.9;1.4;0.8;150.2;5.0;3.6
409;Domestic consumption by households;2024 February;110.5;2.0;0.2;146.2;5.5;3.4
410;Domestic consumption by households;2024 March;115.1;0.1;0.4;154.2;3.6;3.5
411;Domestic consumption by households;2024 1st quarter;112.9;1.1;0.5;150.2;4.7;3.5
412;Domestic consumption by households;2024 April;110.2;0.3;0.6;148.2;3.1;2.8
413;Domestic consumption by households;2024 May;115.5;1.0;0.2;154.3;4.0;2.9
414;Consumption of goods by households;2000;94.1;3.1;3.0;77.3;5.8;2.7
415;Consumption of goods by households;2001;95.1;1.1;1.3;81.8;5.9;4.7
416;Consumption of goods by households;2002;96.1;1.0;0.9;84.7;3.5;2.5
417;Consumption of goods by households;2003;95.7;-0.4;-0.4;84.8;0.2;0.6
418;Consumption of goods by households;2004;96.1;0.5;0.1;85.3;0.6;0.1
419;Consumption of goods by households;2005;96.5;0.3;0.7;86.6;1.5;1.2
420;Consumption of goods by households;2006;99.3;2.9;3.2;90.7;4.7;1.8
421;Consumption of goods by households;2007;102.0;2.8;2.7;94.2;3.8;1.0
422;Consumption of goods by households;2008;102.7;0.6;0.3;97.7;3.7;3.0
423;Consumption of goods by households;2009;99.5;-3.1;-2.9;94.0;-3.7;-0.6
424;Consumption of goods by households;2010;100.8;1.3;1.2;96.3;2.4;1.1
425;Consumption of goods by households;2011;100.6;-0.2;-0.2;98.1;1.9;2.1
426;Consumption of goods by households;2012;98.9;-1.7;-1.7;98.7;0.6;2.4
427;Consumption of goods by households;2013;96.5;-2.4;-2.3;98.0;-0.7;1.7
428;Consumption of goods by households;2014;97.0;0.5;0.4;97.8;-0.1;-0.6
429;Consumption of goods by households;2015;100.0;3.1;3.1;100.0;2.2;-0.9
430;Consumption of goods by households;2016;100.9;0.9;0.6;100.7;0.7;-0.2
431;Consumption of goods by households;2017;103.3;2.4;2.9;104.4;3.7;1.3
432;Consumption of goods by households;2018;106.1;2.6;2.6;108.9;4.4;1.7
433;Consumption of goods by households;2019;106.7;0.6;0.6;112.7;3.5;2.8
434;Consumption of goods by households;2020;109.0;2.1;1.8;115.7;2.6;0.5
435;Consumption of goods by households;2000 January;97.0;2.4;4.0;76.1;3.8;1.4
436;Consumption of goods by households;2000 February;89.8;6.7;4.3;71.1;9.6;2.7
437;Consumption of goods by households;2000 March;98.9;6.0;3.7;80.0;7.9;1.7
438;Consumption of goods by households;2000 1st quarter;95.2;5.0;3.9;75.8;7.0;1.9
439;Consumption of goods by households;2000 April;95.0;1.5;3.2;76.7;3.6;2.1
440;Consumption of goods by households;2000 May;94.6;3.5;2.6;78.2;6.5;2.9
441;Consumption of goods by households;2000 June;91.3;0.0;-1.2;75.5;2.6;2.7
442;Consumption of goods by households;2000 2nd quarter;93.6;1.7;1.5;76.8;4.2;2.5
443;Consumption of goods by households;2000 July;90.8;-3.6;0.8;74.0;-1.3;2.4
444;Consumption of goods by households;2000 August;90.6;7.4;3.4;73.4;9.1;1.6
445;Consumption of goods by households;2000 September;92.5;4.7;3.2;77.3;7.7;2.9
446;Consumption of goods by households;2000 3rd quarter;91.3;2.6;2.4;74.9;5.0;2.3
447;Consumption of goods by households;2000 October;89.0;-0.9;2.1;77.0;2.9;3.8
448;Consumption of goods by households;2000 November;94.7;5.3;3.8;80.9;9.9;4.4
449;Consumption of goods by households;2000 December;105.0;4.7;6.5;87.0;8.5;3.7
450;Consumption of goods by households;2000 4th quarter;96.2;3.1;4.2;81.6;7.1;3.9
451;Consumption of goods by households;2001 January;97.0;-0.1;-0.9;80.3;5.4;5.5
452;Consumption of goods by households;2001 February;86.6;-3.6;-0.5;72.5;2.0;5.8
453;Consumption of goods by households;2001 March;100.6;1.7;0.7;86.0;7.4;5.7
454;Consumption of goods by households;2001 1st quarter;94.7;-0.6;-0.2;79.6;5.1;5.7
455;Consumption of goods by households;2001 April;92.7;-2.5;-0.3;79.4;3.5;6.1
456;Consumption of goods by households;2001 May;96.7;2.2;1.0;84.2;7.7;5.4
457;Consumption of goods by households;2001 June;94.4;3.4;2.4;81.8;8.4;4.8
458;Consumption of goods by households;2001 2nd quarter;94.6;1.0;1.0;81.8;6.5;5.5
459;Consumption of goods by households;2001 July;92.1;1.5;2.4;78.3;5.8;4.2
460;Consumption of goods by households;2001 August;93.7;3.4;2.2;79.4;8.1;4.6
461;Consumption of goods by households;2001 September;92.6;0.1;3.4;81.0;4.9;4.8
462;Consumption of goods by households;2001 3rd quarter;92.8;1.7;2.7;79.6;6.2;4.5
463;Consumption of goods by households;2001 October;93.0;4.5;2.4;83.2;8.1;3.4
464;Consumption of goods by households;2001 November;98.6;4.1;3.4;86.7;7.2;2.9
465;Consumption of goods by households;2001 December;103.8;-1.1;0.3;89.1;2.4;3.5
466;Consumption of goods by households;2001 4th quarter;98.5;2.3;2.0;86.3;5.8;3.4
467;Consumption of goods by households;2002 January;99.6;2.7;1.6;85.5;6.5;3.6
468;Consumption of goods by households;2002 February;87.9;1.5;1.5;75.9;4.7;3.1
469;Consumption of goods by households;2002 March;100.4;-0.2;1.5;88.3;2.7;2.9
470;Consumption of goods by households;2002 1st quarter;96.0;1.3;1.5;83.2;4.6;3.2
471;Consumption of goods by households;2002 April;95.1;2.6;1.5;83.4;5.1;2.4
472;Consumption of goods by households;2002 May;98.2;1.6;0.4;87.0;3.3;1.6
473;Consumption of goods by households;2002 June;94.5;0.1;3.2;83.6;2.2;2.1
474;Consumption of goods by households;2002 2nd quarter;96.0;1.4;1.7;84.7;3.5;2.0
475;Consumption of goods by households;2002 July;94.0;2.0;-0.2;82.4;5.2;3.1
476;Consumption of goods by households;2002 August;94.7;1.0;0.2;82.5;4.0;2.9
477;Consumption of goods by households;2002 September;91.4;-1.4;0.5;82.1;1.4;2.8
478;Consumption of goods by households;2002 3rd quarter;93.4;0.6;0.2;82.3;3.5;2.9
479;Consumption of goods by households;2002 October;95.5;2.6;1.3;87.2;4.8;2.1
480;Consumption of goods by households;2002 November;97.6;-1.1;-2.0;87.3;0.7;1.7
481;Consumption of goods by households;2002 December;103.9;0.0;1.6;90.7;1.8;1.8
482;Consumption of goods by households;2002 4th quarter;99.0;0.5;0.3;88.4;2.4;1.9
483;Consumption of goods by households;2003 January;103.5;3.9;2.8;90.0;5.3;1.3
484;Consumption of goods by households;2003 February;91.6;4.2;4.1;80.1;5.5;1.3
485;Consumption of goods by households;2003 March;98.2;-2.1;0.4;87.8;-0.6;1.6
486;Consumption of goods by households;2003 1st quarter;97.8;1.9;2.4;86.0;3.3;1.4
487;Consumption of goods by households;2003 April;96.4;1.4;-0.3;85.3;2.2;0.9
488;Consumption of goods by households;2003 May;99.5;1.3;0.4;88.8;2.1;0.7
489;Consumption of goods by households;2003 June;91.9;-2.8;-0.8;81.6;-2.4;0.4
490;Consumption of goods by households;2003 2nd quarter;95.9;0.0;-0.2;85.2;0.6;0.6
491;Consumption of goods by households;2003 July;93.1;-0.9;-2.0;81.8;-0.7;0.3
492;Consumption of goods by households;2003 August;91.4;-3.5;-1.1;80.1;-3.0;0.5
493;Consumption of goods by households;2003 September;91.5;0.2;-1.8;82.0;-0.1;-0.3
494;Consumption of goods by households;2003 3rd quarter;92.0;-1.4;-1.6;81.3;-1.3;0.1
495;Consumption of goods by households;2003 October;96.0;0.6;-0.9;87.8;0.6;0.1
496;Consumption of goods by households;2003 November;93.3;-4.4;-1.3;83.8;-3.9;0.5
497;Consumption of goods by households;2003 December;101.7;-2.1;-4.1;88.7;-2.2;-0.1
498;Consumption of goods by households;2003 4th quarter;97.0;-2.0;-2.1;86.8;-1.8;0.1
499;Consumption of goods by households;2004 January;104.3;0.7;0.1;90.6;0.7;-0.1
500;Consumption of goods by households;2004 February;89.9;-1.8;-2.9;78.6;-1.9;-0.1
501;Consumption of goods by households;2004 March;99.5;1.3;0.1;88.4;0.7;-0.6
502;Consumption of goods by households;2004 1st quarter;97.9;0.2;-0.9;85.9;-0.1;-0.3
503;Consumption of goods by households;2004 April;98.1;1.7;0.4;86.9;1.8;0.1
504;Consumption of goods by households;2004 May;95.3;-4.3;-0.1;85.3;-3.9;0.4
505;Consumption of goods by households;2004 June;96.2;4.7;1.6;85.7;5.1;0.4
506;Consumption of goods by households;2004 2nd quarter;96.5;0.6;0.6;86.0;0.9;0.3
507;Consumption of goods by households;2004 July;97.1;4.2;2.2;85.3;4.2;0.0
508;Consumption of goods by households;2004 August;88.8;-2.9;0.4;78.0;-2.6;0.3
509;Consumption of goods by households;2004 September;93.0;1.6;-0.2;83.3;1.5;-0.1
510;Consumption of goods by households;2004 3rd quarter;92.9;1.0;0.8;82.2;1.1;0.1
511;Consumption of goods by households;2004 October;93.0;-3.1;-1.5;85.7;-2.3;0.8
512;Consumption of goods by households;2004 November;93.0;-0.4;-0.5;84.0;0.1;0.5
513;Consumption of goods by households;2004 December;105.3;3.6;1.1;92.0;3.7;0.1
514;Consumption of goods by households;2004 4th quarter;97.1;0.1;-0.3;87.2;0.5;0.4
515;Consumption of goods by households;2005 January;99.5;-4.6;-0.5;87.4;-3.6;1.1
516;Consumption of goods by households;2005 February;88.3;-1.8;-0.8;78.1;-0.6;1.2
517;Consumption of goods by households;2005 March;101.4;1.9;0.4;91.2;3.1;1.2
518;Consumption of goods by households;2005 1st quarter;96.4;-1.5;-0.3;85.6;-0.4;1.2
519;Consumption of goods by households;2005 April;97.0;-1.1;-1.3;86.6;-0.3;0.8
520;Consumption of goods by households;2005 May;93.4;-2.0;-0.8;83.9;-1.7;0.3
521;Consumption of goods by households;2005 June;98.1;2.0;1.5;88.0;2.6;0.6
522;Consumption of goods by households;2005 2nd quarter;96.2;-0.4;-0.2;86.2;0.2;0.6
523;Consumption of goods by households;2005 July;95.8;-1.3;1.0;84.7;-0.7;0.6
524;Consumption of goods by households;2005 August;91.9;3.5;1.3;81.6;4.6;1.1
525;Consumption of goods by households;2005 September;95.6;2.8;2.0;86.7;4.1;1.3
526;Consumption of goods by households;2005 3rd quarter;94.4;1.6;1.4;84.3;2.6;1.0
527;Consumption of goods by households;2005 October;93.3;0.3;2.2;87.1;1.5;1.2
528;Consumption of goods by households;2005 November;96.5;3.8;2.7;88.6;5.6;1.8
529;Consumption of goods by households;2005 December;106.7;1.3;0.5;95.6;4.0;2.7
530;Consumption of goods by households;2005 4th quarter;98.8;1.7;1.7;90.5;3.7;1.9
531;Consumption of goods by households;2006 January;102.9;3.4;4.3;92.8;6.2;2.8
532;Consumption of goods by households;2006 February;91.5;3.7;3.9;83.2;6.5;2.7
533;Consumption of goods by households;2006 March;106.0;4.6;3.8;97.4;6.8;2.2
534;Consumption of goods by households;2006 1st quarter;100.1;3.9;4.0;91.1;6.5;2.5
535;Consumption of goods by households;2006 April;99.5;2.5;4.9;90.6;4.5;2.0
536;Consumption of goods by households;2006 May;100.8;7.9;5.6;92.5;10.3;2.2
537;Consumption of goods by households;2006 June;101.9;3.9;3.1;93.0;5.7;1.8
538;Consumption of goods by households;2006 2nd quarter;100.7;4.7;4.5;92.0;6.8;2.0
539;Consumption of goods by households;2006 July;95.6;-0.3;1.5;85.5;1.0;1.3
540;Consumption of goods by households;2006 August;97.2;5.7;4.7;88.1;8.0;2.1
541;Consumption of goods by households;2006 September;98.2;2.8;1.9;89.7;3.4;0.7
542;Consumption of goods by households;2006 3rd quarter;97.0;2.7;2.7;87.8;4.1;1.4
543;Consumption of goods by households;2006 October;93.9;0.7;1.6;88.0;1.1;0.4
544;Consumption of goods by households;2006 November;98.2;1.8;1.3;91.5;3.2;1.4
545;Consumption of goods by households;2006 December;105.7;-0.9;1.7;96.5;0.9;1.8
546;Consumption of goods by households;2006 4th quarter;99.3;0.5;1.6;92.0;1.7;1.2
547;Consumption of goods by households;2007 January;104.2;1.3;-0.8;94.5;1.8;0.5
548;Consumption of goods by households;2007 February;93.8;2.4;2.4;85.7;3.0;0.6
549;Consumption of goods by households;2007 March;109.1;3.0;2.2;101.7;4.4;1.4
550;Consumption of goods by households;2007 1st quarter;102.4;2.2;1.2;94.0;3.1;0.9
551;Consumption of goods by households;2007 April;99.0;-0.4;1.6;91.1;0.6;1.0
552;Consumption of goods by households;2007 May;102.3;1.5;0.4;94.3;1.9;0.4
553;Consumption of goods by households;2007 June;105.6;3.7;2.9;96.9;4.2;0.5
554;Consumption of goods by households;2007 2nd quarter;102.3;1.6;1.6;94.1;2.3;0.6
555;Consumption of goods by households;2007 July;98.5;3.1;4.8;89.3;4.3;1.2
556;Consumption of goods by households;2007 August;100.5;3.5;1.7;90.9;3.2;-0.3
557;Consumption of goods by households;2007 September;99.6;1.4;4.6;91.9;2.4;1.0
558;Consumption of goods by households;2007 3rd quarter;99.6;2.7;3.7;90.7;3.3;0.6
559;Consumption of goods by households;2007 October;100.5;7.0;4.5;95.5;8.4;1.4
560;Consumption of goods by households;2007 November;101.8;3.7;2.9;96.8;5.8;2.0
561;Consumption of goods by households;2007 December;109.1;3.2;5.2;101.6;5.3;2.0
562;Consumption of goods by households;2007 4th quarter;103.8;4.6;4.2;98.0;6.5;1.8
563;Consumption of goods by households;2008 January;105.0;0.7;-0.1;98.4;4.1;3.3
564;Consumption of goods by households;2008 February;100.9;7.6;3.0;95.0;10.9;3.1
565;Consumption of goods by households;2008 March;104.4;-4.4;-1.0;100.3;-1.4;3.1
566;Consumption of goods by households;2008 1st quarter;103.4;1.0;0.5;97.9;4.2;3.2
567;Consumption of goods by households;2008 April;103.1;4.1;1.7;97.5;7.1;2.8
