ID;Sources;Emissions;Periods;EmissionsDutchTerritory_1
493;Total inland transport;VOC emission by evaporation;2003;7.511
494;Total inland transport;VOC emission by evaporation;2004;6.436
495;Total inland transport;VOC emission by evaporation;2005;5.353
496;Total inland transport;VOC emission by evaporation;2006;5.242
497;Total inland transport;VOC emission by evaporation;2007;4.742
498;Total inland transport;VOC emission by evaporation;2008;4.522
499;Total inland transport;VOC emission by evaporation;2009;4.277
500;Total inland transport;VOC emission by evaporation;2010;4.298
501;Total inland transport;VOC emission by evaporation;2011;4.208
502;Total inland transport;VOC emission by evaporation;2012;4.216
503;Total inland transport;VOC emission by evaporation;2013;4.196
504;Total inland transport;VOC emission by evaporation;2014;3.344
505;Total inland transport;VOC emission by evaporation;2015;3.385
506;Total inland transport;VOC emission by evaporation;2016;3.637
507;Total inland transport;VOC emission by evaporation;2017;3.742
508;Total inland transport;VOC emission by evaporation;2018;3.636
509;Total inland transport;VOC emission by evaporation;2019;3.389
510;Total inland transport;VOC emission by evaporation;2020;3.123
511;Total inland transport;VOC emission by evaporation;2021;3.221
512;Total inland transport;Volatile organic compounds (VOC);1990;203.88
513;Total inland transport;Volatile organic compounds (VOC);1991;174.94
514;Total inland transport;Volatile organic compounds (VOC);1992;164.54
515;Total inland transport;Volatile organic compounds (VOC);1993;151.74
516;Total inland transport;Volatile organic compounds (VOC);1994;141.33
517;Total inland transport;Volatile organic compounds (VOC);1995;130.08
518;Total inland transport;Volatile organic compounds (VOC);1996;120.3
519;Total inland transport;Volatile organic compounds (VOC);1997;110.86
520;Total inland transport;Volatile organic compounds (VOC);1998;102.32
521;Total inland transport;Volatile organic compounds (VOC);1999;95.245
522;Total inland transport;Volatile organic compounds (VOC);2000;82.617
523;Total inland transport;Volatile organic compounds (VOC);2001;75.979
524;Total inland transport;Volatile organic compounds (VOC);2002;69.571
525;Total inland transport;Volatile organic compounds (VOC);2003;65.036
526;Total inland transport;Volatile organic compounds (VOC);2004;61.293
527;Total inland transport;Volatile organic compounds (VOC);2005;57.017
528;Total inland transport;Volatile organic compounds (VOC);2006;54.715
529;Total inland transport;Volatile organic compounds (VOC);2007;52.679
530;Total inland transport;Volatile organic compounds (VOC);2008;51.805
531;Total inland transport;Volatile organic compounds (VOC);2009;48.911
532;Total inland transport;Volatile organic compounds (VOC);2010;46.088
533;Total inland transport;Volatile organic compounds (VOC);2011;43.632
534;Total inland transport;Volatile organic compounds (VOC);2012;41.07
535;Total inland transport;Volatile organic compounds (VOC);2013;39.838
536;Total inland transport;Volatile organic compounds (VOC);2014;37.996
537;Total inland transport;Volatile organic compounds (VOC);2015;37.724
538;Total inland transport;Volatile organic compounds (VOC);2016;37.742
539;Total inland transport;Volatile organic compounds (VOC);2017;38.173
540;Total inland transport;Volatile organic compounds (VOC);2018;36.687
541;Total inland transport;Volatile organic compounds (VOC);2019;35.847
542;Total inland transport;Volatile organic compounds (VOC);2020;32.686
543;Total inland transport;Volatile organic compounds (VOC);2021;32.398
544;Total inland transport;Methane (CH4);1990;7.73
545;Total inland transport;Methane (CH4);1991;6.567
546;Total inland transport;Methane (CH4);1992;6.255
547;Total inland transport;Methane (CH4);1993;5.731
548;Total inland transport;Methane (CH4);1994;5.389
549;Total inland transport;Methane (CH4);1995;5.108
550;Total inland transport;Methane (CH4);1996;4.857
551;Total inland transport;Methane (CH4);1997;4.573
552;Total inland transport;Methane (CH4);1998;4.315
553;Total inland transport;Methane (CH4);1999;4.121
554;Total inland transport;Methane (CH4);2000;3.772
555;Total inland transport;Methane (CH4);2001;3.645
556;Total inland transport;Methane (CH4);2002;3.56
557;Total inland transport;Methane (CH4);2003;3.491
558;Total inland transport;Methane (CH4);2004;3.427
559;Total inland transport;Methane (CH4);2005;3.305
560;Total inland transport;Methane (CH4);2006;3.243
561;Total inland transport;Methane (CH4);2007;3.233
562;Total inland transport;Methane (CH4);2008;3.225
563;Total inland transport;Methane (CH4);2009;3.08
564;Total inland transport;Methane (CH4);2010;2.968
565;Total inland transport;Methane (CH4);2011;2.857
566;Total inland transport;Methane (CH4);2012;2.768
567;Total inland transport;Methane (CH4);2013;2.779
568;Total inland transport;Methane (CH4);2014;2.777
569;Total inland transport;Methane (CH4);2015;2.827
570;Total inland transport;Methane (CH4);2016;2.879
571;Total inland transport;Methane (CH4);2017;2.947
572;Total inland transport;Methane (CH4);2018;2.907
573;Total inland transport;Methane (CH4);2019;2.94
574;Total inland transport;Methane (CH4);2020;2.59
575;Total inland transport;Methane (CH4);2021;2.571
576;Total inland transport;NMVOS;1990;196.12
577;Total inland transport;NMVOS;1991;168.35
578;Total inland transport;NMVOS;1992;158.26
579;Total inland transport;NMVOS;1993;145.98
580;Total inland transport;NMVOS;1994;135.92
581;Total inland transport;NMVOS;1995;124.95
582;Total inland transport;NMVOS;1996;115.42
583;Total inland transport;NMVOS;1997;106.26
584;Total inland transport;NMVOS;1998;97.983
585;Total inland transport;NMVOS;1999;91.092
586;Total inland transport;NMVOS;2000;78.812
587;Total inland transport;NMVOS;2001;72.3
588;Total inland transport;NMVOS;2002;65.978
589;Total inland transport;NMVOS;2003;61.512
590;Total inland transport;NMVOS;2004;57.834
591;Total inland transport;NMVOS;2005;53.68
592;Total inland transport;NMVOS;2006;51.438
593;Total inland transport;NMVOS;2007;49.412
594;Total inland transport;NMVOS;2008;48.545
595;Total inland transport;NMVOS;2009;45.797
596;Total inland transport;NMVOS;2010;43.086
597;Total inland transport;NMVOS;2011;40.742
598;Total inland transport;NMVOS;2012;38.269
599;Total inland transport;NMVOS;2013;37.026
600;Total inland transport;NMVOS;2014;35.202
601;Total inland transport;NMVOS;2015;34.877
602;Total inland transport;NMVOS;2016;34.844
603;Total inland transport;NMVOS;2017;35.19
604;Total inland transport;NMVOS;2018;33.743
605;Total inland transport;NMVOS;2019;32.869
606;Total inland transport;NMVOS;2020;30.055
607;Total inland transport;NMVOS;2021;29.786
608;Total inland transport;Nitrogen oxides (NOx);1990;311.27
609;Total inland transport;Nitrogen oxides (NOx);1991;301.56
610;Total inland transport;Nitrogen oxides (NOx);1992;294.2
611;Total inland transport;Nitrogen oxides (NOx);1993;276.31
612;Total inland transport;Nitrogen oxides (NOx);1994;260.38
613;Total inland transport;Nitrogen oxides (NOx);1995;248.38
614;Total inland transport;Nitrogen oxides (NOx);1996;238.15
615;Total inland transport;Nitrogen oxides (NOx);1997;234.41
616;Total inland transport;Nitrogen oxides (NOx);1998;223.42
617;Total inland transport;Nitrogen oxides (NOx);1999;224.25
618;Total inland transport;Nitrogen oxides (NOx);2000;217.5
619;Total inland transport;Nitrogen oxides (NOx);2001;211.58
620;Total inland transport;Nitrogen oxides (NOx);2002;203.83
621;Total inland transport;Nitrogen oxides (NOx);2003;199.55
622;Total inland transport;Nitrogen oxides (NOx);2004;195.62
623;Total inland transport;Nitrogen oxides (NOx);2005;188.38
624;Total inland transport;Nitrogen oxides (NOx);2006;185.37
625;Total inland transport;Nitrogen oxides (NOx);2007;183.77
626;Total inland transport;Nitrogen oxides (NOx);2008;182.04
627;Total inland transport;Nitrogen oxides (NOx);2009;167.01
628;Total inland transport;Nitrogen oxides (NOx);2010;163.7
629;Total inland transport;Nitrogen oxides (NOx);2011;160.04
630;Total inland transport;Nitrogen oxides (NOx);2012;156.02
631;Total inland transport;Nitrogen oxides (NOx);2013;146.1
632;Total inland transport;Nitrogen oxides (NOx);2014;143.48
633;Total inland transport;Nitrogen oxides (NOx);2015;143.52
634;Total inland transport;Nitrogen oxides (NOx);2016;139.28
635;Total inland transport;Nitrogen oxides (NOx);2017;136.57
636;Total inland transport;Nitrogen oxides (NOx);2018;136.11
637;Total inland transport;Nitrogen oxides (NOx);2019;130.33
638;Total inland transport;Nitrogen oxides (NOx);2020;118.88
639;Total inland transport;Nitrogen oxides (NOx);2021;113.35
640;Total inland transport;Dinitrogen oxide (N2O);1990;0.395
641;Total inland transport;Dinitrogen oxide (N2O);1991;0.49
642;Total inland transport;Dinitrogen oxide (N2O);1992;0.61
643;Total inland transport;Dinitrogen oxide (N2O);1993;0.692
644;Total inland transport;Dinitrogen oxide (N2O);1994;0.785
645;Total inland transport;Dinitrogen oxide (N2O);1995;0.852
646;Total inland transport;Dinitrogen oxide (N2O);1996;0.881
647;Total inland transport;Dinitrogen oxide (N2O);1997;0.913
648;Total inland transport;Dinitrogen oxide (N2O);1998;0.916
649;Total inland transport;Dinitrogen oxide (N2O);1999;0.936
650;Total inland transport;Dinitrogen oxide (N2O);2000;0.973
651;Total inland transport;Dinitrogen oxide (N2O);2001;0.964
652;Total inland transport;Dinitrogen oxide (N2O);2002;0.947
653;Total inland transport;Dinitrogen oxide (N2O);2003;0.929
654;Total inland transport;Dinitrogen oxide (N2O);2004;0.915
655;Total inland transport;Dinitrogen oxide (N2O);2005;0.886
656;Total inland transport;Dinitrogen oxide (N2O);2006;0.878
657;Total inland transport;Dinitrogen oxide (N2O);2007;0.905
658;Total inland transport;Dinitrogen oxide (N2O);2008;0.941
659;Total inland transport;Dinitrogen oxide (N2O);2009;0.955
660;Total inland transport;Dinitrogen oxide (N2O);2010;0.995
661;Total inland transport;Dinitrogen oxide (N2O);2011;1.043
662;Total inland transport;Dinitrogen oxide (N2O);2012;1.119
663;Total inland transport;Dinitrogen oxide (N2O);2013;1.152
664;Total inland transport;Dinitrogen oxide (N2O);2014;1.141
665;Total inland transport;Dinitrogen oxide (N2O);2015;1.218
666;Total inland transport;Dinitrogen oxide (N2O);2016;1.249
667;Total inland transport;Dinitrogen oxide (N2O);2017;1.366
668;Total inland transport;Dinitrogen oxide (N2O);2018;1.349
669;Total inland transport;Dinitrogen oxide (N2O);2019;1.373
670;Total inland transport;Dinitrogen oxide (N2O);2020;1.272
671;Total inland transport;Dinitrogen oxide (N2O);2021;1.31
672;Total inland transport;Sulphur dioxide (SO2);1990;23.72
673;Total inland transport;Sulphur dioxide (SO2);1991;24.054
674;Total inland transport;Sulphur dioxide (SO2);1992;24.648
675;Total inland transport;Sulphur dioxide (SO2);1993;24.633
676;Total inland transport;Sulphur dioxide (SO2);1994;24.145
677;Total inland transport;Sulphur dioxide (SO2);1995;23.42
678;Total inland transport;Sulphur dioxide (SO2);1996;20.734
679;Total inland transport;Sulphur dioxide (SO2);1997;17.535
680;Total inland transport;Sulphur dioxide (SO2);1998;17.608
681;Total inland transport;Sulphur dioxide (SO2);1999;18.27
682;Total inland transport;Sulphur dioxide (SO2);2000;16.977
683;Total inland transport;Sulphur dioxide (SO2);2001;14.695
684;Total inland transport;Sulphur dioxide (SO2);2002;14.385
685;Total inland transport;Sulphur dioxide (SO2);2003;14.097
686;Total inland transport;Sulphur dioxide (SO2);2004;14.119
687;Total inland transport;Sulphur dioxide (SO2);2005;13.587
688;Total inland transport;Sulphur dioxide (SO2);2006;14.141
689;Total inland transport;Sulphur dioxide (SO2);2007;13.158
690;Total inland transport;Sulphur dioxide (SO2);2008;11.202
691;Total inland transport;Sulphur dioxide (SO2);2009;10.115
692;Total inland transport;Sulphur dioxide (SO2);2010;6.802
693;Total inland transport;Sulphur dioxide (SO2);2011;4.796
694;Total inland transport;Sulphur dioxide (SO2);2012;4.82
695;Total inland transport;Sulphur dioxide (SO2);2013;4.36
696;Total inland transport;Sulphur dioxide (SO2);2014;4.625
697;Total inland transport;Sulphur dioxide (SO2);2015;1.697
698;Total inland transport;Sulphur dioxide (SO2);2016;1.528
699;Total inland transport;Sulphur dioxide (SO2);2017;1.518
700;Total inland transport;Sulphur dioxide (SO2);2018;1.95
701;Total inland transport;Sulphur dioxide (SO2);2019;1.885
702;Total inland transport;Sulphur dioxide (SO2);2020;1.618
703;Total inland transport;Sulphur dioxide (SO2);2021;1.51
704;Total inland transport;PM10;1990;20.134
705;Total inland transport;PM10;1991;19.409
706;Total inland transport;PM10;1992;19.052
707;Total inland transport;PM10;1993;17.943
708;Total inland transport;PM10;1994;17.052
709;Total inland transport;PM10;1995;16.127
710;Total inland transport;PM10;1996;15.222
711;Total inland transport;PM10;1997;14.812
712;Total inland transport;PM10;1998;14.17
713;Total inland transport;PM10;1999;14.208
714;Total inland transport;PM10;2000;13.717
715;Total inland transport;PM10;2001;13.216
716;Total inland transport;PM10;2002;12.537
717;Total inland transport;PM10;2003;12.034
718;Total inland transport;PM10;2004;11.659
719;Total inland transport;PM10;2005;11.008
720;Total inland transport;PM10;2006;10.526
721;Total inland transport;PM10;2007;10.123
722;Total inland transport;PM10;2008;9.639
723;Total inland transport;PM10;2009;8.875
724;Total inland transport;PM10;2010;8.244
725;Total inland transport;PM10;2011;7.659
726;Total inland transport;PM10;2012;7.233
727;Total inland transport;PM10;2013;6.692
728;Total inland transport;PM10;2014;6.421
729;Total inland transport;PM10;2015;6.173
730;Total inland transport;PM10;2016;5.913
731;Total inland transport;PM10;2017;5.846
732;Total inland transport;PM10;2018;5.858
733;Total inland transport;PM10;2019;5.676
734;Total inland transport;PM10;2020;5.141
735;Total inland transport;PM10;2021;5.069
736;Total inland transport;PM2.5 (Particulate matter);1990;18.269
737;Total inland transport;PM2.5 (Particulate matter);1991;17.565
738;Total inland transport;PM2.5 (Particulate matter);1992;17.124
739;Total inland transport;PM2.5 (Particulate matter);1993;16.028
740;Total inland transport;PM2.5 (Particulate matter);1994;15.116
741;Total inland transport;PM2.5 (Particulate matter);1995;14.173
742;Total inland transport;PM2.5 (Particulate matter);1996;13.261
743;Total inland transport;PM2.5 (Particulate matter);1997;12.809
744;Total inland transport;PM2.5 (Particulate matter);1998;12.144
745;Total inland transport;PM2.5 (Particulate matter);1999;12.102
746;Total inland transport;PM2.5 (Particulate matter);2000;11.603
747;Total inland transport;PM2.5 (Particulate matter);2001;11.087
748;Total inland transport;PM2.5 (Particulate matter);2002;10.386
749;Total inland transport;PM2.5 (Particulate matter);2003;9.865
750;Total inland transport;PM2.5 (Particulate matter);2004;9.449
751;Total inland transport;PM2.5 (Particulate matter);2005;8.764
752;Total inland transport;PM2.5 (Particulate matter);2006;8.267
753;Total inland transport;PM2.5 (Particulate matter);2007;7.825
754;Total inland transport;PM2.5 (Particulate matter);2008;7.334
755;Total inland transport;PM2.5 (Particulate matter);2009;6.584
756;Total inland transport;PM2.5 (Particulate matter);2010;5.959
757;Total inland transport;PM2.5 (Particulate matter);2011;5.382
758;Total inland transport;PM2.5 (Particulate matter);2012;4.966
759;Total inland transport;PM2.5 (Particulate matter);2013;4.457
760;Total inland transport;PM2.5 (Particulate matter);2014;4.178
761;Total inland transport;PM2.5 (Particulate matter);2015;3.893
762;Total inland transport;PM2.5 (Particulate matter);2016;3.557
763;Total inland transport;PM2.5 (Particulate matter);2017;3.442
764;Total inland transport;PM2.5 (Particulate matter);2018;3.407
765;Total inland transport;PM2.5 (Particulate matter);2019;3.209
766;Total inland transport;PM2.5 (Particulate matter);2020;2.938
767;Total inland transport;PM2.5 (Particulate matter);2021;2.797
768;Road traffic, total;Carbon dioxide (CO2);1990;24200.0
769;Road traffic, total;Carbon dioxide (CO2);1991;24300.0
770;Road traffic, total;Carbon dioxide (CO2);1992;25500.0
