ID;Geslacht;LeeftijdOp31December;InkomenEnWelvaart;Marges;Perioden;Levensverwachting_1;InAlsGoedErvarenGezondheid_2;ZonderLichamelijkeBeperkingen_3;ZonderPsychischeKlachten_4;ZonderGALIBeperkingen_5
232;Totaal mannen en vrouwen;10 jaar;2021800;Bovengrens 95%-interval;2017/2020;74.3;60.3;;;53.8
233;Totaal mannen en vrouwen;10 jaar;2021800;Bovengrens 95%-interval;2019/2022;74.4;60.7;67.5;67.4;53.8
234;Totaal mannen en vrouwen;10 jaar;2021810;Waarde;2017/2020;75.2;64.1;69.6;69.9;56.7
235;Totaal mannen en vrouwen;10 jaar;2021810;Waarde;2019/2022;75.3;63.9;69.6;69.1;56.9
236;Totaal mannen en vrouwen;10 jaar;2021810;Ondergrens 95%-interval;2017/2020;75.2;63.5;;;56.0
237;Totaal mannen en vrouwen;10 jaar;2021810;Ondergrens 95%-interval;2019/2022;75.3;63.3;69.1;68.6;56.0
238;Totaal mannen en vrouwen;10 jaar;2021810;Bovengrens 95%-interval;2017/2020;75.3;64.7;;;57.4
239;Totaal mannen en vrouwen;10 jaar;2021810;Bovengrens 95%-interval;2019/2022;75.4;64.6;70.1;69.6;57.7
240;Totaal mannen en vrouwen;15 jaar;1014752;Waarde;2017/2020;62.6;37.6;47.7;48.1;37.6
241;Totaal mannen en vrouwen;15 jaar;1014752;Waarde;2019/2022;62.2;38.0;47.7;46.9;51.1
242;Totaal mannen en vrouwen;15 jaar;1014752;Ondergrens 95%-interval;2017/2020;62.6;36.6;46.9;47.3;36.6
243;Totaal mannen en vrouwen;15 jaar;1014752;Ondergrens 95%-interval;2019/2022;62.2;37.1;46.9;46.0;49.8
244;Totaal mannen en vrouwen;15 jaar;1014752;Bovengrens 95%-interval;2017/2020;62.6;38.5;48.5;49.0;38.5
245;Totaal mannen en vrouwen;15 jaar;1014752;Bovengrens 95%-interval;2019/2022;62.2;39.0;48.5;47.8;52.3
246;Totaal mannen en vrouwen;15 jaar;1014753;Waarde;2017/2020;66.6;45.7;53.9;56.8;40.2
247;Totaal mannen en vrouwen;15 jaar;1014753;Waarde;2019/2022;66.4;45.8;54.1;55.6;40.5
248;Totaal mannen en vrouwen;15 jaar;1014753;Ondergrens 95%-interval;2017/2020;66.6;44.9;53.3;56.2;39.3
249;Totaal mannen en vrouwen;15 jaar;1014753;Ondergrens 95%-interval;2019/2022;66.4;44.9;53.5;54.9;39.6
250;Totaal mannen en vrouwen;15 jaar;1014753;Bovengrens 95%-interval;2017/2020;66.6;46.5;54.6;57.5;41.1
251;Totaal mannen en vrouwen;15 jaar;1014753;Bovengrens 95%-interval;2019/2022;66.4;46.6;54.8;56.4;41.3
252;Totaal mannen en vrouwen;15 jaar;1014754;Waarde;2017/2020;68.3;52.1;58.9;61.2;45.7
253;Totaal mannen en vrouwen;15 jaar;1014754;Waarde;2019/2022;68.2;51.6;59.3;59.7;45.5
254;Totaal mannen en vrouwen;15 jaar;1014754;Ondergrens 95%-interval;2017/2020;68.3;51.4;58.3;60.6;44.9
255;Totaal mannen en vrouwen;15 jaar;1014754;Ondergrens 95%-interval;2019/2022;68.2;50.8;58.7;59.1;44.7
256;Totaal mannen en vrouwen;15 jaar;1014754;Bovengrens 95%-interval;2017/2020;68.3;52.8;59.4;61.7;46.4
257;Totaal mannen en vrouwen;15 jaar;1014754;Bovengrens 95%-interval;2019/2022;68.2;52.3;59.8;60.3;46.2
258;Totaal mannen en vrouwen;15 jaar;1014755;Waarde;2017/2020;69.3;55.0;62.2;62.7;48.6
259;Totaal mannen en vrouwen;15 jaar;1014755;Waarde;2019/2022;69.4;55.2;62.8;61.9;48.5
260;Totaal mannen en vrouwen;15 jaar;1014755;Ondergrens 95%-interval;2017/2020;69.3;54.3;61.6;62.2;47.9
261;Totaal mannen en vrouwen;15 jaar;1014755;Ondergrens 95%-interval;2019/2022;69.4;54.5;62.2;61.4;47.8
262;Totaal mannen en vrouwen;15 jaar;1014755;Bovengrens 95%-interval;2017/2020;69.4;55.7;62.7;63.2;49.4
263;Totaal mannen en vrouwen;15 jaar;1014755;Bovengrens 95%-interval;2019/2022;69.5;55.9;63.3;62.5;49.3
264;Totaal mannen en vrouwen;15 jaar;1014756;Waarde;2017/2020;69.8;58.9;64.1;64.9;52.0
265;Totaal mannen en vrouwen;15 jaar;1014756;Waarde;2019/2022;69.8;58.7;64.2;64.0;52.1
266;Totaal mannen en vrouwen;15 jaar;1014756;Ondergrens 95%-interval;2017/2020;69.8;58.2;63.5;64.4;51.2
267;Totaal mannen en vrouwen;15 jaar;1014756;Ondergrens 95%-interval;2019/2022;69.8;58.0;63.6;63.5;51.3
268;Totaal mannen en vrouwen;15 jaar;1014756;Bovengrens 95%-interval;2017/2020;69.8;59.5;64.7;65.3;52.7
269;Totaal mannen en vrouwen;15 jaar;1014756;Bovengrens 95%-interval;2019/2022;69.9;59.4;64.8;64.5;52.9
270;Totaal mannen en vrouwen;15 jaar;2021770;Waarde;2017/2020;62.3;36.2;46.2;47.1;32.0
271;Totaal mannen en vrouwen;15 jaar;2021770;Waarde;2019/2022;61.8;36.2;46.0;45.6;33.7
272;Totaal mannen en vrouwen;15 jaar;2021770;Ondergrens 95%-interval;2017/2020;62.2;35.3;45.3;46.2;31.0
273;Totaal mannen en vrouwen;15 jaar;2021770;Ondergrens 95%-interval;2019/2022;61.8;35.3;45.1;44.7;32.7
274;Totaal mannen en vrouwen;15 jaar;2021770;Bovengrens 95%-interval;2017/2020;62.3;37.2;47.0;47.9;32.9
275;Totaal mannen en vrouwen;15 jaar;2021770;Bovengrens 95%-interval;2019/2022;61.8;37.2;46.8;46.6;34.6
276;Totaal mannen en vrouwen;15 jaar;2021780;Waarde;2017/2020;66.2;45.3;53.7;56.5;40.3
277;Totaal mannen en vrouwen;15 jaar;2021780;Waarde;2019/2022;65.9;45.6;54.1;55.4;40.3
278;Totaal mannen en vrouwen;15 jaar;2021780;Ondergrens 95%-interval;2017/2020;66.2;44.5;53.1;55.9;39.5
279;Totaal mannen en vrouwen;15 jaar;2021780;Ondergrens 95%-interval;2019/2022;65.9;44.8;53.5;54.7;39.4
280;Totaal mannen en vrouwen;15 jaar;2021780;Bovengrens 95%-interval;2017/2020;66.2;46.1;54.4;57.2;41.1
281;Totaal mannen en vrouwen;15 jaar;2021780;Bovengrens 95%-interval;2019/2022;65.9;46.4;54.7;56.1;41.2
282;Totaal mannen en vrouwen;15 jaar;2021790;Waarde;2017/2020;68.1;51.7;58.5;61.0;45.6
283;Totaal mannen en vrouwen;15 jaar;2021790;Waarde;2019/2022;68.0;51.4;59.2;59.7;45.4
284;Totaal mannen en vrouwen;15 jaar;2021790;Ondergrens 95%-interval;2017/2020;68.1;51.0;57.9;60.5;44.8
285;Totaal mannen en vrouwen;15 jaar;2021790;Ondergrens 95%-interval;2019/2022;68.0;50.7;58.7;59.1;44.6
286;Totaal mannen en vrouwen;15 jaar;2021790;Bovengrens 95%-interval;2017/2020;68.1;52.5;59.0;61.6;46.3
287;Totaal mannen en vrouwen;15 jaar;2021790;Bovengrens 95%-interval;2019/2022;68.0;52.2;59.8;60.3;46.2
288;Totaal mannen en vrouwen;15 jaar;2021800;Waarde;2017/2020;69.3;54.9;61.3;63.2;48.5
289;Totaal mannen en vrouwen;15 jaar;2021800;Waarde;2019/2022;69.4;55.2;62.1;62.2;48.5
290;Totaal mannen en vrouwen;15 jaar;2021800;Ondergrens 95%-interval;2017/2020;69.3;54.2;60.8;62.7;47.8
291;Totaal mannen en vrouwen;15 jaar;2021800;Ondergrens 95%-interval;2019/2022;69.4;54.6;61.5;61.6;47.7
292;Totaal mannen en vrouwen;15 jaar;2021800;Bovengrens 95%-interval;2017/2020;69.3;55.5;61.8;63.7;49.3
293;Totaal mannen en vrouwen;15 jaar;2021800;Bovengrens 95%-interval;2019/2022;69.4;55.9;62.6;62.7;49.2
294;Totaal mannen en vrouwen;15 jaar;2021810;Waarde;2017/2020;70.3;59.3;64.6;65.0;52.2
295;Totaal mannen en vrouwen;15 jaar;2021810;Waarde;2019/2022;70.4;59.1;64.7;64.3;52.3
296;Totaal mannen en vrouwen;15 jaar;2021810;Ondergrens 95%-interval;2017/2020;70.3;58.6;64.2;64.5;51.5
297;Totaal mannen en vrouwen;15 jaar;2021810;Ondergrens 95%-interval;2019/2022;70.4;58.5;64.2;63.9;51.5
298;Totaal mannen en vrouwen;15 jaar;2021810;Bovengrens 95%-interval;2017/2020;70.3;59.9;65.1;65.4;52.9
299;Totaal mannen en vrouwen;15 jaar;2021810;Bovengrens 95%-interval;2019/2022;70.4;59.7;65.2;64.8;53.1
300;Totaal mannen en vrouwen;20 jaar;1014752;Waarde;2017/2020;57.7;33.4;43.0;43.9;33.4
301;Totaal mannen en vrouwen;20 jaar;1014752;Waarde;2019/2022;57.3;33.9;43.1;42.9;46.9
302;Totaal mannen en vrouwen;20 jaar;1014752;Ondergrens 95%-interval;2017/2020;57.7;32.4;42.2;43.1;32.4
303;Totaal mannen en vrouwen;20 jaar;1014752;Ondergrens 95%-interval;2019/2022;57.2;32.9;42.3;42.1;45.6
304;Totaal mannen en vrouwen;20 jaar;1014752;Bovengrens 95%-interval;2017/2020;57.7;34.3;43.8;44.7;34.3
305;Totaal mannen en vrouwen;20 jaar;1014752;Bovengrens 95%-interval;2019/2022;57.3;34.8;43.8;43.8;48.1
306;Totaal mannen en vrouwen;20 jaar;1014753;Waarde;2017/2020;61.7;41.3;49.1;52.4;36.0
307;Totaal mannen en vrouwen;20 jaar;1014753;Waarde;2019/2022;61.4;41.6;49.4;51.3;36.4
308;Totaal mannen en vrouwen;20 jaar;1014753;Ondergrens 95%-interval;2017/2020;61.6;40.5;48.5;51.7;35.2
309;Totaal mannen en vrouwen;20 jaar;1014753;Ondergrens 95%-interval;2019/2022;61.4;40.8;48.8;50.6;35.6
310;Totaal mannen en vrouwen;20 jaar;1014753;Bovengrens 95%-interval;2017/2020;61.7;42.1;49.7;53.0;36.8
311;Totaal mannen en vrouwen;20 jaar;1014753;Bovengrens 95%-interval;2019/2022;61.5;42.5;50.1;52.1;37.3
312;Totaal mannen en vrouwen;20 jaar;1014754;Waarde;2017/2020;63.3;47.7;54.0;56.7;41.7
313;Totaal mannen en vrouwen;20 jaar;1014754;Waarde;2019/2022;63.3;47.3;54.5;55.4;41.3
314;Totaal mannen en vrouwen;20 jaar;1014754;Ondergrens 95%-interval;2017/2020;63.3;47.0;53.5;56.2;40.9
315;Totaal mannen en vrouwen;20 jaar;1014754;Ondergrens 95%-interval;2019/2022;63.3;46.6;54.0;54.8;40.5
316;Totaal mannen en vrouwen;20 jaar;1014754;Bovengrens 95%-interval;2017/2020;63.4;48.4;54.6;57.2;42.4
317;Totaal mannen en vrouwen;20 jaar;1014754;Bovengrens 95%-interval;2019/2022;63.3;48.0;55.1;56.0;42.0
318;Totaal mannen en vrouwen;20 jaar;1014755;Waarde;2017/2020;64.4;50.4;57.3;58.2;44.3
319;Totaal mannen en vrouwen;20 jaar;1014755;Waarde;2019/2022;64.5;50.7;57.9;57.7;44.2
320;Totaal mannen en vrouwen;20 jaar;1014755;Ondergrens 95%-interval;2017/2020;64.4;49.7;56.7;57.7;43.6
321;Totaal mannen en vrouwen;20 jaar;1014755;Ondergrens 95%-interval;2019/2022;64.5;50.0;57.4;57.2;43.5
322;Totaal mannen en vrouwen;20 jaar;1014755;Bovengrens 95%-interval;2017/2020;64.4;51.1;57.9;58.7;45.0
323;Totaal mannen en vrouwen;20 jaar;1014755;Bovengrens 95%-interval;2019/2022;64.5;51.4;58.5;58.3;45.0
324;Totaal mannen en vrouwen;20 jaar;1014756;Waarde;2017/2020;64.9;54.3;59.3;60.3;47.6
325;Totaal mannen en vrouwen;20 jaar;1014756;Waarde;2019/2022;64.9;54.2;59.4;59.7;47.7
326;Totaal mannen en vrouwen;20 jaar;1014756;Ondergrens 95%-interval;2017/2020;64.9;53.6;58.7;59.9;46.8
327;Totaal mannen en vrouwen;20 jaar;1014756;Ondergrens 95%-interval;2019/2022;64.9;53.5;58.8;59.2;46.9
328;Totaal mannen en vrouwen;20 jaar;1014756;Bovengrens 95%-interval;2017/2020;64.9;55.0;59.8;60.8;48.3
329;Totaal mannen en vrouwen;20 jaar;1014756;Bovengrens 95%-interval;2019/2022;64.9;54.9;60.0;60.2;48.5
330;Totaal mannen en vrouwen;20 jaar;2021770;Waarde;2017/2020;57.3;32.0;41.5;42.8;27.7
331;Totaal mannen en vrouwen;20 jaar;2021770;Waarde;2019/2022;56.9;32.1;41.4;41.7;29.5
332;Totaal mannen en vrouwen;20 jaar;2021770;Ondergrens 95%-interval;2017/2020;57.3;31.0;40.6;42.0;26.8
333;Totaal mannen en vrouwen;20 jaar;2021770;Ondergrens 95%-interval;2019/2022;56.9;31.2;40.6;40.8;28.6
334;Totaal mannen en vrouwen;20 jaar;2021770;Bovengrens 95%-interval;2017/2020;57.3;32.9;42.3;43.7;28.6
335;Totaal mannen en vrouwen;20 jaar;2021770;Bovengrens 95%-interval;2019/2022;56.9;33.1;42.2;42.5;30.5
336;Totaal mannen en vrouwen;20 jaar;2021780;Waarde;2017/2020;61.2;40.9;49.0;52.1;36.1
337;Totaal mannen en vrouwen;20 jaar;2021780;Waarde;2019/2022;61.0;41.4;49.4;51.2;36.3
338;Totaal mannen en vrouwen;20 jaar;2021780;Ondergrens 95%-interval;2017/2020;61.2;40.1;48.4;51.5;35.3
339;Totaal mannen en vrouwen;20 jaar;2021780;Ondergrens 95%-interval;2019/2022;61.0;40.6;48.7;50.5;35.4
340;Totaal mannen en vrouwen;20 jaar;2021780;Bovengrens 95%-interval;2017/2020;61.2;41.7;49.6;52.7;36.9
341;Totaal mannen en vrouwen;20 jaar;2021780;Bovengrens 95%-interval;2019/2022;61.0;42.2;50.0;51.8;37.1
342;Totaal mannen en vrouwen;20 jaar;2021790;Waarde;2017/2020;63.2;47.3;53.6;56.5;41.6
343;Totaal mannen en vrouwen;20 jaar;2021790;Waarde;2019/2022;63.1;47.1;54.5;55.3;41.2
344;Totaal mannen en vrouwen;20 jaar;2021790;Ondergrens 95%-interval;2017/2020;63.2;46.6;53.0;56.0;40.9
345;Totaal mannen en vrouwen;20 jaar;2021790;Ondergrens 95%-interval;2019/2022;63.1;46.4;53.9;54.8;40.5
346;Totaal mannen en vrouwen;20 jaar;2021790;Bovengrens 95%-interval;2017/2020;63.2;48.0;54.2;57.1;42.4
347;Totaal mannen en vrouwen;20 jaar;2021790;Bovengrens 95%-interval;2019/2022;63.1;47.8;55.0;55.9;42.0
348;Totaal mannen en vrouwen;20 jaar;2021800;Waarde;2017/2020;64.4;50.3;56.5;58.7;44.2
349;Totaal mannen en vrouwen;20 jaar;2021800;Waarde;2019/2022;64.4;50.7;57.2;58.0;44.2
350;Totaal mannen en vrouwen;20 jaar;2021800;Ondergrens 95%-interval;2017/2020;64.3;49.7;55.9;58.3;43.5
351;Totaal mannen en vrouwen;20 jaar;2021800;Ondergrens 95%-interval;2019/2022;64.4;50.0;56.7;57.5;43.5
352;Totaal mannen en vrouwen;20 jaar;2021800;Bovengrens 95%-interval;2017/2020;64.4;51.0;57.0;59.2;44.9
353;Totaal mannen en vrouwen;20 jaar;2021800;Bovengrens 95%-interval;2019/2022;64.4;51.4;57.8;58.5;44.9
354;Totaal mannen en vrouwen;20 jaar;2021810;Waarde;2017/2020;65.3;54.7;59.8;60.4;47.8
355;Totaal mannen en vrouwen;20 jaar;2021810;Waarde;2019/2022;65.4;54.6;59.9;60.0;47.9
356;Totaal mannen en vrouwen;20 jaar;2021810;Ondergrens 95%-interval;2017/2020;65.3;54.1;59.3;60.0;47.1
357;Totaal mannen en vrouwen;20 jaar;2021810;Ondergrens 95%-interval;2019/2022;65.4;54.0;59.4;59.6;47.1
358;Totaal mannen en vrouwen;20 jaar;2021810;Bovengrens 95%-interval;2017/2020;65.3;55.3;60.2;60.9;48.5
359;Totaal mannen en vrouwen;20 jaar;2021810;Bovengrens 95%-interval;2019/2022;65.4;55.2;60.3;60.5;48.7
360;Totaal mannen en vrouwen;25 jaar;1014752;Waarde;2017/2020;52.8;29.0;38.2;39.8;29.0
361;Totaal mannen en vrouwen;25 jaar;1014752;Waarde;2019/2022;52.4;29.8;38.3;39.0;42.6
362;Totaal mannen en vrouwen;25 jaar;1014752;Ondergrens 95%-interval;2017/2020;52.8;28.1;37.4;39.0;28.1
363;Totaal mannen en vrouwen;25 jaar;1014752;Ondergrens 95%-interval;2019/2022;52.4;28.9;37.5;38.2;41.3
364;Totaal mannen en vrouwen;25 jaar;1014752;Bovengrens 95%-interval;2017/2020;52.8;29.9;39.0;40.6;29.9
365;Totaal mannen en vrouwen;25 jaar;1014752;Bovengrens 95%-interval;2019/2022;52.4;30.7;39.1;39.9;43.8
366;Totaal mannen en vrouwen;25 jaar;1014753;Waarde;2017/2020;56.7;37.1;44.4;48.2;32.0
367;Totaal mannen en vrouwen;25 jaar;1014753;Waarde;2019/2022;56.5;37.8;44.7;47.4;32.2
368;Totaal mannen en vrouwen;25 jaar;1014753;Ondergrens 95%-interval;2017/2020;56.7;36.4;43.8;47.6;31.2
369;Totaal mannen en vrouwen;25 jaar;1014753;Ondergrens 95%-interval;2019/2022;56.5;37.0;44.1;46.8;31.4
370;Totaal mannen en vrouwen;25 jaar;1014753;Bovengrens 95%-interval;2017/2020;56.7;37.9;45.0;48.8;32.7
371;Totaal mannen en vrouwen;25 jaar;1014753;Bovengrens 95%-interval;2019/2022;56.5;38.6;45.3;48.1;33.0
372;Totaal mannen en vrouwen;25 jaar;1014754;Waarde;2017/2020;58.4;43.4;49.2;52.4;37.5
373;Totaal mannen en vrouwen;25 jaar;1014754;Waarde;2019/2022;58.4;43.1;49.7;51.3;37.1
374;Totaal mannen en vrouwen;25 jaar;1014754;Ondergrens 95%-interval;2017/2020;58.4;42.7;48.7;51.9;36.7
375;Totaal mannen en vrouwen;25 jaar;1014754;Ondergrens 95%-interval;2019/2022;58.4;42.4;49.2;50.8;36.4
376;Totaal mannen en vrouwen;25 jaar;1014754;Bovengrens 95%-interval;2017/2020;58.4;44.1;49.7;52.8;38.2
377;Totaal mannen en vrouwen;25 jaar;1014754;Bovengrens 95%-interval;2019/2022;58.4;43.8;50.3;51.8;37.8
378;Totaal mannen en vrouwen;25 jaar;1014755;Waarde;2017/2020;59.5;46.0;52.5;53.9;40.1
379;Totaal mannen en vrouwen;25 jaar;1014755;Waarde;2019/2022;59.6;46.4;53.1;53.6;40.1
380;Totaal mannen en vrouwen;25 jaar;1014755;Ondergrens 95%-interval;2017/2020;59.5;45.3;51.9;53.4;39.4
381;Totaal mannen en vrouwen;25 jaar;1014755;Ondergrens 95%-interval;2019/2022;59.6;45.8;52.6;53.1;39.4
382;Totaal mannen en vrouwen;25 jaar;1014755;Bovengrens 95%-interval;2017/2020;59.5;46.6;53.1;54.4;40.8
383;Totaal mannen en vrouwen;25 jaar;1014755;Bovengrens 95%-interval;2019/2022;59.6;47.1;53.7;54.1;40.8
384;Totaal mannen en vrouwen;25 jaar;1014756;Waarde;2017/2020;60.0;49.9;54.5;55.9;43.3
385;Totaal mannen en vrouwen;25 jaar;1014756;Waarde;2019/2022;60.0;49.8;54.5;55.5;43.3
386;Totaal mannen en vrouwen;25 jaar;1014756;Ondergrens 95%-interval;2017/2020;59.9;49.2;53.9;55.4;42.6
387;Totaal mannen en vrouwen;25 jaar;1014756;Ondergrens 95%-interval;2019/2022;60.0;49.1;53.9;55.0;42.6
388;Totaal mannen en vrouwen;25 jaar;1014756;Bovengrens 95%-interval;2017/2020;60.0;50.5;55.0;56.3;44.1
389;Totaal mannen en vrouwen;25 jaar;1014756;Bovengrens 95%-interval;2019/2022;60.0;50.5;55.1;56.0;44.1
390;Totaal mannen en vrouwen;25 jaar;2021770;Waarde;2017/2020;52.4;27.6;36.7;38.7;23.7
391;Totaal mannen en vrouwen;25 jaar;2021770;Waarde;2019/2022;52.0;28.0;36.6;37.8;25.5
392;Totaal mannen en vrouwen;25 jaar;2021770;Ondergrens 95%-interval;2017/2020;52.4;26.7;35.9;37.9;22.8
393;Totaal mannen en vrouwen;25 jaar;2021770;Ondergrens 95%-interval;2019/2022;52.0;27.1;35.8;36.9;24.6
394;Totaal mannen en vrouwen;25 jaar;2021770;Bovengrens 95%-interval;2017/2020;52.4;28.5;37.5;39.5;24.6
395;Totaal mannen en vrouwen;25 jaar;2021770;Bovengrens 95%-interval;2019/2022;52.0;29.0;37.4;38.7;26.4
396;Totaal mannen en vrouwen;25 jaar;2021780;Waarde;2017/2020;56.3;36.8;44.2;47.8;32.0
397;Totaal mannen en vrouwen;25 jaar;2021780;Waarde;2019/2022;56.0;37.5;44.6;47.1;32.0
398;Totaal mannen en vrouwen;25 jaar;2021780;Ondergrens 95%-interval;2017/2020;56.3;36.0;43.6;47.2;31.2
399;Totaal mannen en vrouwen;25 jaar;2021780;Ondergrens 95%-interval;2019/2022;56.0;36.7;43.9;46.5;31.2
400;Totaal mannen en vrouwen;25 jaar;2021780;Bovengrens 95%-interval;2017/2020;56.3;37.5;44.8;48.4;32.7
401;Totaal mannen en vrouwen;25 jaar;2021780;Bovengrens 95%-interval;2019/2022;56.1;38.2;45.2;47.7;32.9
402;Totaal mannen en vrouwen;25 jaar;2021790;Waarde;2017/2020;58.3;43.1;48.8;52.3;37.5
403;Totaal mannen en vrouwen;25 jaar;2021790;Waarde;2019/2022;58.2;43.2;49.7;51.5;37.0
404;Totaal mannen en vrouwen;25 jaar;2021790;Ondergrens 95%-interval;2017/2020;58.2;42.4;48.3;51.8;36.8
405;Totaal mannen en vrouwen;25 jaar;2021790;Ondergrens 95%-interval;2019/2022;58.2;42.5;49.2;51.0;36.3
406;Totaal mannen en vrouwen;25 jaar;2021790;Bovengrens 95%-interval;2017/2020;58.3;43.8;49.4;52.8;38.2
407;Totaal mannen en vrouwen;25 jaar;2021790;Bovengrens 95%-interval;2019/2022;58.2;43.8;50.3;52.0;37.8
408;Totaal mannen en vrouwen;25 jaar;2021800;Waarde;2017/2020;59.4;45.9;51.7;54.3;40.0
409;Totaal mannen en vrouwen;25 jaar;2021800;Waarde;2019/2022;59.5;46.3;52.4;53.7;40.1
410;Totaal mannen en vrouwen;25 jaar;2021800;Ondergrens 95%-interval;2017/2020;59.4;45.2;51.2;53.9;39.4
411;Totaal mannen en vrouwen;25 jaar;2021800;Ondergrens 95%-interval;2019/2022;59.5;45.7;51.9;53.3;39.4
412;Totaal mannen en vrouwen;25 jaar;2021800;Bovengrens 95%-interval;2017/2020;59.5;46.5;52.2;54.8;40.7
413;Totaal mannen en vrouwen;25 jaar;2021800;Bovengrens 95%-interval;2019/2022;59.5;47.0;53.0;54.2;40.8
414;Totaal mannen en vrouwen;25 jaar;2021810;Waarde;2017/2020;60.4;50.2;54.9;56.0;43.6
415;Totaal mannen en vrouwen;25 jaar;2021810;Waarde;2019/2022;60.5;50.2;55.0;55.9;43.6
416;Totaal mannen en vrouwen;25 jaar;2021810;Ondergrens 95%-interval;2017/2020;60.4;49.6;54.4;55.6;42.9
417;Totaal mannen en vrouwen;25 jaar;2021810;Ondergrens 95%-interval;2019/2022;60.5;49.6;54.5;55.4;42.8
418;Totaal mannen en vrouwen;25 jaar;2021810;Bovengrens 95%-interval;2017/2020;60.4;50.8;55.4;56.5;44.2
419;Totaal mannen en vrouwen;25 jaar;2021810;Bovengrens 95%-interval;2019/2022;60.5;50.8;55.5;56.3;44.3
420;Totaal mannen en vrouwen;30 jaar;1014752;Waarde;2017/2020;48.0;25.1;33.5;36.0;25.1
421;Totaal mannen en vrouwen;30 jaar;1014752;Waarde;2019/2022;47.6;26.0;33.6;35.4;38.4
422;Totaal mannen en vrouwen;30 jaar;1014752;Ondergrens 95%-interval;2017/2020;48.0;24.3;32.7;35.3;24.3
423;Totaal mannen en vrouwen;30 jaar;1014752;Ondergrens 95%-interval;2019/2022;47.5;25.1;32.8;34.6;37.2
424;Totaal mannen en vrouwen;30 jaar;1014752;Bovengrens 95%-interval;2017/2020;48.0;26.0;34.3;36.8;26.0
425;Totaal mannen en vrouwen;30 jaar;1014752;Bovengrens 95%-interval;2019/2022;47.6;26.9;34.4;36.2;39.6
426;Totaal mannen en vrouwen;30 jaar;1014753;Waarde;2017/2020;51.8;32.9;39.7;44.0;28.1
427;Totaal mannen en vrouwen;30 jaar;1014753;Waarde;2019/2022;51.6;33.6;40.0;43.5;28.1
428;Totaal mannen en vrouwen;30 jaar;1014753;Ondergrens 95%-interval;2017/2020;51.8;32.2;39.1;43.4;27.3
429;Totaal mannen en vrouwen;30 jaar;1014753;Ondergrens 95%-interval;2019/2022;51.6;32.8;39.4;42.9;27.3
430;Totaal mannen en vrouwen;30 jaar;1014753;Bovengrens 95%-interval;2017/2020;51.8;33.7;40.3;44.6;28.8
431;Totaal mannen en vrouwen;30 jaar;1014753;Bovengrens 95%-interval;2019/2022;51.6;34.3;40.7;44.1;28.9
432;Totaal mannen en vrouwen;30 jaar;1014754;Waarde;2017/2020;53.5;39.1;44.5;48.2;33.4
433;Totaal mannen en vrouwen;30 jaar;1014754;Waarde;2019/2022;53.4;39.0;45.0;47.2;33.2
434;Totaal mannen en vrouwen;30 jaar;1014754;Ondergrens 95%-interval;2017/2020;53.5;38.5;43.9;47.7;32.7
435;Totaal mannen en vrouwen;30 jaar;1014754;Ondergrens 95%-interval;2019/2022;53.4;38.3;44.4;46.7;32.5
436;Totaal mannen en vrouwen;30 jaar;1014754;Bovengrens 95%-interval;2017/2020;53.5;39.8;45.0;48.6;34.1
437;Totaal mannen en vrouwen;30 jaar;1014754;Bovengrens 95%-interval;2019/2022;53.4;39.6;45.5;47.7;33.9
438;Totaal mannen en vrouwen;30 jaar;1014755;Waarde;2017/2020;54.5;41.5;47.7;49.4;35.8
439;Totaal mannen en vrouwen;30 jaar;1014755;Waarde;2019/2022;54.6;41.9;48.4;49.3;35.9
440;Totaal mannen en vrouwen;30 jaar;1014755;Ondergrens 95%-interval;2017/2020;54.5;40.8;47.1;48.9;35.1
441;Totaal mannen en vrouwen;30 jaar;1014755;Ondergrens 95%-interval;2019/2022;54.6;41.3;47.8;48.8;35.3
442;Totaal mannen en vrouwen;30 jaar;1014755;Bovengrens 95%-interval;2017/2020;54.6;42.1;48.2;49.8;36.5
443;Totaal mannen en vrouwen;30 jaar;1014755;Bovengrens 95%-interval;2019/2022;54.7;42.6;48.9;49.8;36.6
444;Totaal mannen en vrouwen;30 jaar;1014756;Waarde;2017/2020;55.0;45.4;49.6;51.3;39.2
445;Totaal mannen en vrouwen;30 jaar;1014756;Waarde;2019/2022;55.0;45.4;49.7;51.0;39.1
446;Totaal mannen en vrouwen;30 jaar;1014756;Ondergrens 95%-interval;2017/2020;55.0;44.8;49.1;50.9;38.5
447;Totaal mannen en vrouwen;30 jaar;1014756;Ondergrens 95%-interval;2019/2022;55.0;44.7;49.1;50.5;38.4
448;Totaal mannen en vrouwen;30 jaar;1014756;Bovengrens 95%-interval;2017/2020;55.0;46.1;50.2;51.7;39.9
449;Totaal mannen en vrouwen;30 jaar;1014756;Bovengrens 95%-interval;2019/2022;55.1;46.0;50.3;51.4;39.8
450;Totaal mannen en vrouwen;30 jaar;2021770;Waarde;2017/2020;47.6;23.7;32.0;34.9;20.2
451;Totaal mannen en vrouwen;30 jaar;2021770;Waarde;2019/2022;47.2;24.2;32.0;34.2;21.9
452;Totaal mannen en vrouwen;30 jaar;2021770;Ondergrens 95%-interval;2017/2020;47.6;22.8;31.2;34.1;19.3
453;Totaal mannen en vrouwen;30 jaar;2021770;Ondergrens 95%-interval;2019/2022;47.2;23.3;31.2;33.3;21.0
