ID;Geslacht;Persoonskenmerken;Arbeidspositie;LevenLangOntwikkelen;Perioden;Bevolking15Tot75Jaar_1
246;Totaal mannen en vrouwen;Totaal personen;Werkloze beroepsbevolking;Volgt formeel onderwijs;2019;132
247;Totaal mannen en vrouwen;Totaal personen;Werkloze beroepsbevolking;Volgt formeel onderwijs;2020;166
248;Totaal mannen en vrouwen;Totaal personen;Werkloze beroepsbevolking;Volgt formeel onderwijs;2021;161
249;Totaal mannen en vrouwen;Totaal personen;Werkloze beroepsbevolking;Volgt formeel onderwijs;2022;137
250;Totaal mannen en vrouwen;Totaal personen;Werkloze beroepsbevolking;Volgt formeel onderwijs;2023;145
251;Totaal mannen en vrouwen;Totaal personen;Werkloze beroepsbevolking;Volgt formeel onderwijs;2024;150
252;Totaal mannen en vrouwen;Totaal personen;Werkloze beroepsbevolking;Volgt niet-formeel onderwijs;2013;59
253;Totaal mannen en vrouwen;Totaal personen;Werkloze beroepsbevolking;Volgt niet-formeel onderwijs;2014;62
254;Totaal mannen en vrouwen;Totaal personen;Werkloze beroepsbevolking;Volgt niet-formeel onderwijs;2015;70
255;Totaal mannen en vrouwen;Totaal personen;Werkloze beroepsbevolking;Volgt niet-formeel onderwijs;2016;53
256;Totaal mannen en vrouwen;Totaal personen;Werkloze beroepsbevolking;Volgt niet-formeel onderwijs;2017;46
257;Totaal mannen en vrouwen;Totaal personen;Werkloze beroepsbevolking;Volgt niet-formeel onderwijs;2018;37
258;Totaal mannen en vrouwen;Totaal personen;Werkloze beroepsbevolking;Volgt niet-formeel onderwijs;2019;35
259;Totaal mannen en vrouwen;Totaal personen;Werkloze beroepsbevolking;Volgt niet-formeel onderwijs;2020;38
260;Totaal mannen en vrouwen;Totaal personen;Werkloze beroepsbevolking;Volgt niet-formeel onderwijs;2021;49
261;Totaal mannen en vrouwen;Totaal personen;Werkloze beroepsbevolking;Volgt niet-formeel onderwijs;2022;36
262;Totaal mannen en vrouwen;Totaal personen;Werkloze beroepsbevolking;Volgt niet-formeel onderwijs;2023;36
263;Totaal mannen en vrouwen;Totaal personen;Werkloze beroepsbevolking;Volgt niet-formeel onderwijs;2024;41
264;Totaal mannen en vrouwen;Totaal personen;Werkloze beroepsbevolking;Volgt geen formeel onderwijs;2013;553
265;Totaal mannen en vrouwen;Totaal personen;Werkloze beroepsbevolking;Volgt geen formeel onderwijs;2014;566
266;Totaal mannen en vrouwen;Totaal personen;Werkloze beroepsbevolking;Volgt geen formeel onderwijs;2015;539
267;Totaal mannen en vrouwen;Totaal personen;Werkloze beroepsbevolking;Volgt geen formeel onderwijs;2016;466
268;Totaal mannen en vrouwen;Totaal personen;Werkloze beroepsbevolking;Volgt geen formeel onderwijs;2017;386
269;Totaal mannen en vrouwen;Totaal personen;Werkloze beroepsbevolking;Volgt geen formeel onderwijs;2018;319
270;Totaal mannen en vrouwen;Totaal personen;Werkloze beroepsbevolking;Volgt geen formeel onderwijs;2019;291
271;Totaal mannen en vrouwen;Totaal personen;Werkloze beroepsbevolking;Volgt geen formeel onderwijs;2020;299
272;Totaal mannen en vrouwen;Totaal personen;Werkloze beroepsbevolking;Volgt geen formeel onderwijs;2021;247
273;Totaal mannen en vrouwen;Totaal personen;Werkloze beroepsbevolking;Volgt geen formeel onderwijs;2022;213
274;Totaal mannen en vrouwen;Totaal personen;Werkloze beroepsbevolking;Volgt geen formeel onderwijs;2023;214
275;Totaal mannen en vrouwen;Totaal personen;Werkloze beroepsbevolking;Volgt geen formeel onderwijs;2024;222
276;Totaal mannen en vrouwen;Totaal personen;Werkloze beroepsbevolking;Geen deelname leven lang ontwikkelen;2013;494
277;Totaal mannen en vrouwen;Totaal personen;Werkloze beroepsbevolking;Geen deelname leven lang ontwikkelen;2014;504
278;Totaal mannen en vrouwen;Totaal personen;Werkloze beroepsbevolking;Geen deelname leven lang ontwikkelen;2015;469
279;Totaal mannen en vrouwen;Totaal personen;Werkloze beroepsbevolking;Geen deelname leven lang ontwikkelen;2016;413
280;Totaal mannen en vrouwen;Totaal personen;Werkloze beroepsbevolking;Geen deelname leven lang ontwikkelen;2017;341
281;Totaal mannen en vrouwen;Totaal personen;Werkloze beroepsbevolking;Geen deelname leven lang ontwikkelen;2018;282
282;Totaal mannen en vrouwen;Totaal personen;Werkloze beroepsbevolking;Geen deelname leven lang ontwikkelen;2019;256
283;Totaal mannen en vrouwen;Totaal personen;Werkloze beroepsbevolking;Geen deelname leven lang ontwikkelen;2020;260
284;Totaal mannen en vrouwen;Totaal personen;Werkloze beroepsbevolking;Geen deelname leven lang ontwikkelen;2021;198
285;Totaal mannen en vrouwen;Totaal personen;Werkloze beroepsbevolking;Geen deelname leven lang ontwikkelen;2022;177
286;Totaal mannen en vrouwen;Totaal personen;Werkloze beroepsbevolking;Geen deelname leven lang ontwikkelen;2023;177
287;Totaal mannen en vrouwen;Totaal personen;Werkloze beroepsbevolking;Geen deelname leven lang ontwikkelen;2024;181
288;Totaal mannen en vrouwen;Totaal personen;Niet-beroepsbevolking;Totaal;2013;3451
289;Totaal mannen en vrouwen;Totaal personen;Niet-beroepsbevolking;Totaal;2014;3520
290;Totaal mannen en vrouwen;Totaal personen;Niet-beroepsbevolking;Totaal;2015;3503
291;Totaal mannen en vrouwen;Totaal personen;Niet-beroepsbevolking;Totaal;2016;3553
292;Totaal mannen en vrouwen;Totaal personen;Niet-beroepsbevolking;Totaal;2017;3580
293;Totaal mannen en vrouwen;Totaal personen;Niet-beroepsbevolking;Totaal;2018;3538
294;Totaal mannen en vrouwen;Totaal personen;Niet-beroepsbevolking;Totaal;2019;3475
295;Totaal mannen en vrouwen;Totaal personen;Niet-beroepsbevolking;Totaal;2020;3513
296;Totaal mannen en vrouwen;Totaal personen;Niet-beroepsbevolking;Totaal;2021;3483
297;Totaal mannen en vrouwen;Totaal personen;Niet-beroepsbevolking;Totaal;2022;3330
298;Totaal mannen en vrouwen;Totaal personen;Niet-beroepsbevolking;Totaal;2023;3230
299;Totaal mannen en vrouwen;Totaal personen;Niet-beroepsbevolking;Totaal;2024;3217
300;Totaal mannen en vrouwen;Totaal personen;Niet-beroepsbevolking;Deelname leven lang ontwikkelen;2013;593
301;Totaal mannen en vrouwen;Totaal personen;Niet-beroepsbevolking;Deelname leven lang ontwikkelen;2014;631
302;Totaal mannen en vrouwen;Totaal personen;Niet-beroepsbevolking;Deelname leven lang ontwikkelen;2015;647
303;Totaal mannen en vrouwen;Totaal personen;Niet-beroepsbevolking;Deelname leven lang ontwikkelen;2016;666
304;Totaal mannen en vrouwen;Totaal personen;Niet-beroepsbevolking;Deelname leven lang ontwikkelen;2017;667
305;Totaal mannen en vrouwen;Totaal personen;Niet-beroepsbevolking;Deelname leven lang ontwikkelen;2018;664
306;Totaal mannen en vrouwen;Totaal personen;Niet-beroepsbevolking;Deelname leven lang ontwikkelen;2019;648
307;Totaal mannen en vrouwen;Totaal personen;Niet-beroepsbevolking;Deelname leven lang ontwikkelen;2020;660
308;Totaal mannen en vrouwen;Totaal personen;Niet-beroepsbevolking;Deelname leven lang ontwikkelen;2021;695
309;Totaal mannen en vrouwen;Totaal personen;Niet-beroepsbevolking;Deelname leven lang ontwikkelen;2022;643
310;Totaal mannen en vrouwen;Totaal personen;Niet-beroepsbevolking;Deelname leven lang ontwikkelen;2023;616
311;Totaal mannen en vrouwen;Totaal personen;Niet-beroepsbevolking;Deelname leven lang ontwikkelen;2024;616
312;Totaal mannen en vrouwen;Totaal personen;Niet-beroepsbevolking;Volgt formeel onderwijs;2013;477
313;Totaal mannen en vrouwen;Totaal personen;Niet-beroepsbevolking;Volgt formeel onderwijs;2014;512
314;Totaal mannen en vrouwen;Totaal personen;Niet-beroepsbevolking;Volgt formeel onderwijs;2015;512
315;Totaal mannen en vrouwen;Totaal personen;Niet-beroepsbevolking;Volgt formeel onderwijs;2016;522
316;Totaal mannen en vrouwen;Totaal personen;Niet-beroepsbevolking;Volgt formeel onderwijs;2017;519
317;Totaal mannen en vrouwen;Totaal personen;Niet-beroepsbevolking;Volgt formeel onderwijs;2018;528
318;Totaal mannen en vrouwen;Totaal personen;Niet-beroepsbevolking;Volgt formeel onderwijs;2019;508
319;Totaal mannen en vrouwen;Totaal personen;Niet-beroepsbevolking;Volgt formeel onderwijs;2020;534
320;Totaal mannen en vrouwen;Totaal personen;Niet-beroepsbevolking;Volgt formeel onderwijs;2021;538
321;Totaal mannen en vrouwen;Totaal personen;Niet-beroepsbevolking;Volgt formeel onderwijs;2022;483
322;Totaal mannen en vrouwen;Totaal personen;Niet-beroepsbevolking;Volgt formeel onderwijs;2023;450
323;Totaal mannen en vrouwen;Totaal personen;Niet-beroepsbevolking;Volgt formeel onderwijs;2024;450
324;Totaal mannen en vrouwen;Totaal personen;Niet-beroepsbevolking;Volgt niet-formeel onderwijs;2013;117
325;Totaal mannen en vrouwen;Totaal personen;Niet-beroepsbevolking;Volgt niet-formeel onderwijs;2014;119
326;Totaal mannen en vrouwen;Totaal personen;Niet-beroepsbevolking;Volgt niet-formeel onderwijs;2015;135
327;Totaal mannen en vrouwen;Totaal personen;Niet-beroepsbevolking;Volgt niet-formeel onderwijs;2016;144
328;Totaal mannen en vrouwen;Totaal personen;Niet-beroepsbevolking;Volgt niet-formeel onderwijs;2017;148
329;Totaal mannen en vrouwen;Totaal personen;Niet-beroepsbevolking;Volgt niet-formeel onderwijs;2018;136
330;Totaal mannen en vrouwen;Totaal personen;Niet-beroepsbevolking;Volgt niet-formeel onderwijs;2019;140
331;Totaal mannen en vrouwen;Totaal personen;Niet-beroepsbevolking;Volgt niet-formeel onderwijs;2020;125
332;Totaal mannen en vrouwen;Totaal personen;Niet-beroepsbevolking;Volgt niet-formeel onderwijs;2021;158
333;Totaal mannen en vrouwen;Totaal personen;Niet-beroepsbevolking;Volgt niet-formeel onderwijs;2022;160
334;Totaal mannen en vrouwen;Totaal personen;Niet-beroepsbevolking;Volgt niet-formeel onderwijs;2023;166
335;Totaal mannen en vrouwen;Totaal personen;Niet-beroepsbevolking;Volgt niet-formeel onderwijs;2024;167
336;Totaal mannen en vrouwen;Totaal personen;Niet-beroepsbevolking;Volgt geen formeel onderwijs;2013;2974
337;Totaal mannen en vrouwen;Totaal personen;Niet-beroepsbevolking;Volgt geen formeel onderwijs;2014;3008
338;Totaal mannen en vrouwen;Totaal personen;Niet-beroepsbevolking;Volgt geen formeel onderwijs;2015;2991
339;Totaal mannen en vrouwen;Totaal personen;Niet-beroepsbevolking;Volgt geen formeel onderwijs;2016;3030
340;Totaal mannen en vrouwen;Totaal personen;Niet-beroepsbevolking;Volgt geen formeel onderwijs;2017;3061
341;Totaal mannen en vrouwen;Totaal personen;Niet-beroepsbevolking;Volgt geen formeel onderwijs;2018;3010
342;Totaal mannen en vrouwen;Totaal personen;Niet-beroepsbevolking;Volgt geen formeel onderwijs;2019;2967
343;Totaal mannen en vrouwen;Totaal personen;Niet-beroepsbevolking;Volgt geen formeel onderwijs;2020;2979
344;Totaal mannen en vrouwen;Totaal personen;Niet-beroepsbevolking;Volgt geen formeel onderwijs;2021;2946
345;Totaal mannen en vrouwen;Totaal personen;Niet-beroepsbevolking;Volgt geen formeel onderwijs;2022;2847
346;Totaal mannen en vrouwen;Totaal personen;Niet-beroepsbevolking;Volgt geen formeel onderwijs;2023;2780
347;Totaal mannen en vrouwen;Totaal personen;Niet-beroepsbevolking;Volgt geen formeel onderwijs;2024;2768
348;Totaal mannen en vrouwen;Totaal personen;Niet-beroepsbevolking;Geen deelname leven lang ontwikkelen;2013;2857
349;Totaal mannen en vrouwen;Totaal personen;Niet-beroepsbevolking;Geen deelname leven lang ontwikkelen;2014;2888
350;Totaal mannen en vrouwen;Totaal personen;Niet-beroepsbevolking;Geen deelname leven lang ontwikkelen;2015;2857
351;Totaal mannen en vrouwen;Totaal personen;Niet-beroepsbevolking;Geen deelname leven lang ontwikkelen;2016;2886
352;Totaal mannen en vrouwen;Totaal personen;Niet-beroepsbevolking;Geen deelname leven lang ontwikkelen;2017;2913
353;Totaal mannen en vrouwen;Totaal personen;Niet-beroepsbevolking;Geen deelname leven lang ontwikkelen;2018;2874
354;Totaal mannen en vrouwen;Totaal personen;Niet-beroepsbevolking;Geen deelname leven lang ontwikkelen;2019;2828
355;Totaal mannen en vrouwen;Totaal personen;Niet-beroepsbevolking;Geen deelname leven lang ontwikkelen;2020;2854
356;Totaal mannen en vrouwen;Totaal personen;Niet-beroepsbevolking;Geen deelname leven lang ontwikkelen;2021;2788
357;Totaal mannen en vrouwen;Totaal personen;Niet-beroepsbevolking;Geen deelname leven lang ontwikkelen;2022;2686
358;Totaal mannen en vrouwen;Totaal personen;Niet-beroepsbevolking;Geen deelname leven lang ontwikkelen;2023;2614
359;Totaal mannen en vrouwen;Totaal personen;Niet-beroepsbevolking;Geen deelname leven lang ontwikkelen;2024;2601
360;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Totaal;2013;2040
361;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Totaal;2014;2045
362;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Totaal;2015;2048
363;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Totaal;2016;2065
364;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Totaal;2017;2088
365;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Totaal;2018;2101
366;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Totaal;2019;2115
367;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Totaal;2020;2125
368;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Totaal;2021;2120
369;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Totaal;2022;2147
370;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Totaal;2023;2169
371;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Totaal;2024;2175
372;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Deelname leven lang ontwikkelen;2013;1560
373;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Deelname leven lang ontwikkelen;2014;1575
374;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Deelname leven lang ontwikkelen;2015;1606
375;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Deelname leven lang ontwikkelen;2016;1617
376;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Deelname leven lang ontwikkelen;2017;1649
377;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Deelname leven lang ontwikkelen;2018;1642
378;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Deelname leven lang ontwikkelen;2019;1653
379;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Deelname leven lang ontwikkelen;2020;1670
380;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Deelname leven lang ontwikkelen;2021;1745
381;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Deelname leven lang ontwikkelen;2022;1739
382;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Deelname leven lang ontwikkelen;2023;1727
383;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Deelname leven lang ontwikkelen;2024;1714
384;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Volgt formeel onderwijs;2013;1477
385;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Volgt formeel onderwijs;2014;1500
386;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Volgt formeel onderwijs;2015;1520
387;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Volgt formeel onderwijs;2016;1537
388;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Volgt formeel onderwijs;2017;1565
389;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Volgt formeel onderwijs;2018;1563
390;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Volgt formeel onderwijs;2019;1572
391;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Volgt formeel onderwijs;2020;1587
392;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Volgt formeel onderwijs;2021;1654
393;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Volgt formeel onderwijs;2022;1651
394;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Volgt formeel onderwijs;2023;1636
395;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Volgt formeel onderwijs;2024;1620
396;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Volgt niet-formeel onderwijs;2013;83
397;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Volgt niet-formeel onderwijs;2014;75
398;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Volgt niet-formeel onderwijs;2015;86
399;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Volgt niet-formeel onderwijs;2016;81
400;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Volgt niet-formeel onderwijs;2017;84
401;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Volgt niet-formeel onderwijs;2018;79
402;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Volgt niet-formeel onderwijs;2019;81
403;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Volgt niet-formeel onderwijs;2020;83
404;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Volgt niet-formeel onderwijs;2021;91
405;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Volgt niet-formeel onderwijs;2022;89
406;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Volgt niet-formeel onderwijs;2023;92
407;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Volgt niet-formeel onderwijs;2024;94
408;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Volgt geen formeel onderwijs;2013;562
409;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Volgt geen formeel onderwijs;2014;545
410;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Volgt geen formeel onderwijs;2015;528
411;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Volgt geen formeel onderwijs;2016;528
412;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Volgt geen formeel onderwijs;2017;522
413;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Volgt geen formeel onderwijs;2018;538
414;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Volgt geen formeel onderwijs;2019;542
415;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Volgt geen formeel onderwijs;2020;539
416;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Volgt geen formeel onderwijs;2021;467
