ID;Providers;Financing;Periods;ExpenditureOnHealthAndSocialCare_1
425;Total health care providers;Total financ schemes health,social care;1998;30836.0
426;Total health care providers;Total financ schemes health,social care;1999;32921.0
427;Total health care providers;Total financ schemes health,social care;2000;34937.0
428;Total health care providers;Total financ schemes health,social care;2001;38941.0
429;Total health care providers;Total financ schemes health,social care;2002;43471.0
430;Total health care providers;Total financ schemes health,social care;2003;46561.0
431;Total health care providers;Total financ schemes health,social care;2004;48341.0
432;Total health care providers;Total financ schemes health,social care;2005;50240.0
433;Total health care providers;Total financ schemes health,social care;2006;53199.0
434;Total health care providers;Total financ schemes health,social care;2007;56169.0
435;Total health care providers;Total financ schemes health,social care;2008;60150.0
436;Total health care providers;Total financ schemes health,social care;2009;62553.0
437;Total health care providers;Total financ schemes health,social care;2010;65024.0
438;Total health care providers;Total financ schemes health,social care;2011;66673.0
439;Total health care providers;Total financ schemes health,social care;2012;68930.0
440;Total health care providers;Total financ schemes health,social care;2013;70014.0
441;Total health care providers;Total financ schemes health,social care;2014;71078.0
442;Total health care providers;Total financ schemes health,social care;2015;71349.0
443;Total health care providers;Total financ schemes health,social care;2016;73032.0
444;Total health care providers;Total financ schemes health,social care;2017;74729.0
445;Total health care providers;Total financ schemes health,social care;2018;77670.0
446;Total health care providers;Total financ schemes health,social care;2019;82570.0
447;Total health care providers;Total financ schemes health,social care;2020;89397.0
448;Total health care providers;Total financ schemes health,social care;2021;96723.0
449;Total health care providers;Total financ schemes health,social care;2022;96163.0
450;Total health care providers;Total financing of residents;1998;30737.0
451;Total health care providers;Total financing of residents;1999;32822.0
452;Total health care providers;Total financing of residents;2000;34836.0
453;Total health care providers;Total financing of residents;2001;38837.0
454;Total health care providers;Total financing of residents;2002;43344.0
455;Total health care providers;Total financing of residents;2003;46443.0
456;Total health care providers;Total financing of residents;2004;48222.0
457;Total health care providers;Total financing of residents;2005;50112.0
458;Total health care providers;Total financing of residents;2006;53080.0
459;Total health care providers;Total financing of residents;2007;56053.0
460;Total health care providers;Total financing of residents;2008;60038.0
461;Total health care providers;Total financing of residents;2009;62440.0
462;Total health care providers;Total financing of residents;2010;64910.0
463;Total health care providers;Total financing of residents;2011;66555.0
464;Total health care providers;Total financing of residents;2012;68816.0
465;Total health care providers;Total financing of residents;2013;69901.0
466;Total health care providers;Total financing of residents;2014;70964.0
467;Total health care providers;Total financing of residents;2015;71236.0
468;Total health care providers;Total financing of residents;2016;72918.0
469;Total health care providers;Total financing of residents;2017;74614.0
470;Total health care providers;Total financing of residents;2018;77553.0
471;Total health care providers;Total financing of residents;2019;82447.0
472;Total health care providers;Total financing of residents;2020;89285.0
473;Total health care providers;Total financing of residents;2021;96619.0
474;Total health care providers;Total financing of residents;2022;96028.0
475;Total health care providers;HF1: Government, comp. contr. schemes;1998;21286.0
476;Total health care providers;HF1: Government, comp. contr. schemes;1999;22501.0
477;Total health care providers;HF1: Government, comp. contr. schemes;2000;24050.0
478;Total health care providers;HF1: Government, comp. contr. schemes;2001;27043.0
479;Total health care providers;HF1: Government, comp. contr. schemes;2002;30332.0
480;Total health care providers;HF1: Government, comp. contr. schemes;2003;32586.0
481;Total health care providers;HF1: Government, comp. contr. schemes;2004;33079.0
482;Total health care providers;HF1: Government, comp. contr. schemes;2005;34288.0
483;Total health care providers;HF1: Government, comp. contr. schemes;2006;44454.0
484;Total health care providers;HF1: Government, comp. contr. schemes;2007;47126.0
485;Total health care providers;HF1: Government, comp. contr. schemes;2008;49637.0
486;Total health care providers;HF1: Government, comp. contr. schemes;2009;51937.0
487;Total health care providers;HF1: Government, comp. contr. schemes;2010;54120.0
488;Total health care providers;HF1: Government, comp. contr. schemes;2011;55016.0
489;Total health care providers;HF1: Government, comp. contr. schemes;2012;56506.0
490;Total health care providers;HF1: Government, comp. contr. schemes;2013;56722.0
491;Total health care providers;HF1: Government, comp. contr. schemes;2014;57538.0
492;Total health care providers;HF1: Government, comp. contr. schemes;2015;57972.0
493;Total health care providers;HF1: Government, comp. contr. schemes;2016;59201.0
494;Total health care providers;HF1: Government, comp. contr. schemes;2017;60951.0
495;Total health care providers;HF1: Government, comp. contr. schemes;2018;63675.0
496;Total health care providers;HF1: Government, comp. contr. schemes;2019;68267.0
497;Total health care providers;HF1: Government, comp. contr. schemes;2020;75845.0
498;Total health care providers;HF1: Government, comp. contr. schemes;2021;82034.0
499;Total health care providers;HF1: Government, comp. contr. schemes;2022;80944.0
500;Total health care providers;HF11: Government schemes;1998;1450.0
501;Total health care providers;HF11: Government schemes;1999;1565.0
502;Total health care providers;HF11: Government schemes;2000;1656.0
503;Total health care providers;HF11: Government schemes;2001;1852.0
504;Total health care providers;HF11: Government schemes;2002;2133.0
505;Total health care providers;HF11: Government schemes;2003;2215.0
506;Total health care providers;HF11: Government schemes;2004;2212.0
507;Total health care providers;HF11: Government schemes;2005;2507.0
508;Total health care providers;HF11: Government schemes;2006;2747.0
509;Total health care providers;HF11: Government schemes;2007;3055.0
510;Total health care providers;HF11: Government schemes;2008;3170.0
511;Total health care providers;HF11: Government schemes;2009;3347.0
512;Total health care providers;HF11: Government schemes;2010;3337.0
513;Total health care providers;HF11: Government schemes;2011;3377.0
514;Total health care providers;HF11: Government schemes;2012;3482.0
515;Total health care providers;HF11: Government schemes;2013;3479.0
516;Total health care providers;HF11: Government schemes;2014;3565.0
517;Total health care providers;HF11: Government schemes;2015;4437.0
518;Total health care providers;HF11: Government schemes;2016;4599.0
519;Total health care providers;HF11: Government schemes;2017;4600.0
520;Total health care providers;HF11: Government schemes;2018;4943.0
521;Total health care providers;HF11: Government schemes;2019;5393.0
522;Total health care providers;HF11: Government schemes;2020;9732.0
523;Total health care providers;HF11: Government schemes;2021;12671.0
524;Total health care providers;HF11: Government schemes;2022;8993.0
525;Total health care providers;HF12: Compulsory contributory schemes;1998;19836.0
526;Total health care providers;HF12: Compulsory contributory schemes;1999;20935.0
527;Total health care providers;HF12: Compulsory contributory schemes;2000;22394.0
