ID;Gemeenten;Code_1;Naam_2;AfkortingNaam_3;SorteringNaam_4;Code_5;Naam_6;Code_7;Naam_8;Code_9;Naam_10;Code_11;Naam_12;Code_13;Naam_14;Code_15;Naam_16;Code_17;Naam_18;Code_19;Naam_20;Code_21;Naam_22;Code_23;Naam_24;Code_25;Naam_26;Code_27;Naam_28;Code_29;Naam_30;Code_31;Naam_32;Code_33;Naam_34;Code_35;Naam_36;Code_37;Naam_38;Code_39;Naam_40;Code_41;Naam_42;Code_43;Naam_44;Code_45;Naam_46;Code_47;Naam_48;Code_49;Naam_50;Code_51;Naam_52;Code_53;Naam_54;Code_55;Naam_56;Code_57;Naam_58;Code_59;Naam_60;Code_61;Code_62;Naam_63;Code_64;Omschrijving_65;Code_66;Omschrijving_67;Inwonertal_68;Omgevingsadressendichtheid_69
501;463;463;Wieringermeer              ;WMR;Wieringermeer              ;14;Alkmaar         ;6;Kop van Noord-Holland         ;27;Den Helder-Schagen                 ;18;Kop van Noord-Holland              ;51;Wieringen, Wieringermeer                ;4;Amsterdam       ;11;Alkmaar           ;12;Alkmaar          ;27;GGD Kop Van Noord-Holland               ;48;Den Helder         ;11;Den Helder      ;3;West-Nederland ;2701;Wieringen en Wieringermeer              ;6;IJsselmeerpolders             ;37;Den Helder            ;NL3;West-Nederland ;NL32;Noord-Holland             ;NL321;Kop van Noord-Holland              ;14;Noord-Noord-Holland             ;10;Noord-Holland-Noord      ;27;Noord-Holland             ;9;Noord-Holland Noord                ;3;IJsselmeerkust                          ;21;Kop van Noord-Holland                   ;7;West-Nederland 3  ;23;Kop van Noord-Holland                   ;18;Kop Noord-Holland/West-Friesland        ;24;Kop Noord-Holland/West-Friesland        ;-  ;-  ;n.v.t.                        ;3;10 000 - < 20 000 inwoners              ;5;Niet-stedelijk      ;12251;370
502;296;296;Wijchen                    ;WCN;Wijchen                    ;5;Arnhem          ;48;Nijmegen e.o                  ;15;Nijmegen                           ;15;Arnhem/Nijmegen                    ;40;Gebied om Nijmegen                      ;2;Arnhem          ;7;Nijmegen          ;8;Nijmegen         ;21;GGD Regio Nijmegen                      ;17;Nijmegen           ;6;Nijmegen        ;2;Oost-Nederland ;2503;Zuidelijk Gelderland                    ;4;Oostelijk Veehouderijgebied   ;30;Nijmegen              ;NL2;Oost-Nederland ;NL22;Gelderland                ;NL223;Arnhem/Nijmegen                    ;11;Oostelijk Maas-Waalgebied       ;8;Gelderland-Zuid          ;25;Gelderland                ;6;Arnhem-Oost Gld./Nijm. Rivierenland;9;Gelders Rivierengebied                  ;18;Agglomeraties Arnhem en Nijmegen        ;2;Oost-Nederland    ;14;Arnhem/Nijmegen                         ;12;Nijmegen e.o. en Betuwe                 ;14;Nijmegen e.o.                           ;151;-  ;n.v.t.                        ;4;20 000 - < 50 000 inwoners              ;3;Matig stedelijk     ;38161;1007
503;190;190;Wijhe                      ;WHE;Wijhe                      ;7;Zwolle          ;41;IJssel-Vecht                  ;11;Zwolle-Kampen                      ;10;Noord-Overijssel                   ;22;Zuidwest-Overijssel                     ;2;Arnhem          ;3;Zwolle            ;4;Zwolle           ;10;GGD Regio IJssel-Vecht                  ;22;Deventer           ;4;Zwolle          ;2;Oost-Nederland ;2304;Salland                                 ;4;Oostelijk Veehouderijgebied   ;18;Zwolle                ;NL2;Oost-Nederland ;NL21;Overijssel                ;NL211;Noord-Overijssel                   ;5;Zwolle-Meppel en omstreken      ;4;IJsselland               ;23;Overijssel                ;4;IJssel-Vecht/Twente                ;11;Twente, Salland en Vechtstreek          ;13;Noord-Overijssel                        ;2;Oost-Nederland    ;10;IJssel-Vecht                            ;8;IJsselvallei                            ;9;IJsselvallei                            ;111;-  ;n.v.t.                        ;2;5 000 - < 10 000 inwoners               ;5;Niet-stedelijk      ;7629;407
504;352;352;Wijk bij Duurstede         ;WDE;Wijk bij Duurstede         ;16;Utrecht         ;37;Utrecht                       ;19;Utrecht-Zeist-Woerden              ;17;Utrecht                            ;45;Utrechts Kromme Rijngebied              ;4;Amsterdam       ;9;Utrecht           ;9;Utrecht          ;26;GGD Zuidoost Utrecht                    ;51;Utrecht            ;8;Utrecht         ;3;West-Nederland ;2601;Kromme Rijn-streek en Heuvelrug         ;10;Rivierengebied                ;36;Utrecht               ;NL3;West-Nederland ;NL31;Utrecht                   ;NL311;Utrecht                            ;13;Utrecht en omstreken            ;9;Utrecht                  ;26;Utrecht                   ;8;Midden-Nederland                   ;17;Overig Nederland                        ;20;Utrecht                                 ;7;West-Nederland 3  ;19;Utrecht                                 ;13;Oost-Utrecht                            ;16;Oost-Utrecht                            ;191;-  ;n.v.t.                        ;4;20 000 - < 50 000 inwoners              ;4;Weinig stedelijk    ;23075;997
505;52;52;Winschoten                 ;WSN;Winschoten                 ;18;Groningen       ;34;Groningen/Noord Drenthe       ;2;Winschoten-Veendam                 ;1;Oost-Groningen                     ;3;Groninger Oldambt                       ;5;Leeuwarden      ;1;Groningen-Drenthe ;1;Groningen        ;1;GGD Groningen                           ;59;Winschoten         ;1;Groningen       ;1;Noord-Nederland;2003;Oostelijke bouwstreek in Groningen      ;2;Veenkoloniën en Oldambt       ;5;Winschoten            ;NL1;Noord-Nederland;NL11;Groningen                 ;NL111;Oost-Groningen                     ;2;Oost-Groningen                  ;1;Groningen                ;20;Groningen                 ;1;Groningen                          ;17;Overig Nederland                        ;1;Oost-Groningen                          ;1;Noord-Nederland   ;1;Oost-Groningen                          ;1;Ommelanden                              ;1;Ommelanden                              ;021;-  ;n.v.t.                        ;3;10 000 - < 20 000 inwoners              ;3;Matig stedelijk     ;18519;1175
506;53;53;Winsum                     ;WNM;Winsum                     ;18;Groningen       ;34;Groningen/Noord Drenthe       ;1;Groningen                          ;3;Overig Groningen                   ;6;Groninger centrale Weidestreek          ;5;Leeuwarden      ;1;Groningen-Drenthe ;1;Groningen        ;1;GGD Groningen                           ;57;Groningen          ;1;Groningen       ;1;Noord-Nederland;2002;Centraal weidegebied in Groningen       ;3;Noordelijk Weidegebied        ;1;Groningen             ;NL1;Noord-Nederland;NL11;Groningen                 ;NL113;Overig Groningen                   ;1;Groningen en omstreken          ;1;Groningen                ;20;Groningen                 ;1;Groningen                          ;17;Overig Nederland                        ;4;Overig Groningen (exclusief gem. Gron.) ;1;Noord-Nederland   ;2;Noord-Groningen en Eemsmond             ;1;Ommelanden                              ;1;Ommelanden                              ;011;-  ;n.v.t.                        ;3;10 000 - < 20 000 inwoners              ;5;Niet-stedelijk      ;13915;368
507;294;294;Winterswijk                ;WTK;Winterswijk                ;6;Zutphen         ;43;Oost-Gelderland               ;16;Winterswijk-Zutphen                ;14;Achterhoek                         ;30;Overige gemeenten oostelijke Achterhoek ;2;Arnhem          ;6;Arnhem            ;7;Arnhem           ;18;GGD Regio Achterhoek                    ;21;Groenlo            ;7;Arnhem          ;2;Oost-Nederland ;2508;Achterhoek                              ;4;Oostelijk Veehouderijgebied   ;24;Winterswijk           ;NL2;Oost-Nederland ;NL22;Gelderland                ;NL222;Achterhoek                         ;8;Zuidelijke Achterhoek           ;6;Noord- en Oost-Gelderland;25;Gelderland                ;6;Arnhem-Oost Gld./Nijm. Rivierenland;10;Achterhoek                              ;17;Achterhoek                              ;2;Oost-Nederland    ;13;Oost-Gelderland                         ;11;Achterhoek                              ;12;Achterhoek                              ;162;-  ;n.v.t.                        ;4;20 000 - < 50 000 inwoners              ;4;Weinig stedelijk    ;28542;995
508;295;295;Wisch                      ;WSH;Wisch                      ;6;Zutphen         ;43;Oost-Gelderland               ;14;Arnhem-Doetinchem                  ;14;Achterhoek                         ;29;Oude-IJsselgebied (oostelijk deel)      ;2;Arnhem          ;6;Arnhem            ;7;Arnhem           ;18;GGD Regio Achterhoek                    ;18;Terborg            ;7;Arnhem          ;2;Oost-Nederland ;2508;Achterhoek                              ;4;Oostelijk Veehouderijgebied   ;25;Doetinchem            ;NL2;Oost-Nederland ;NL22;Gelderland                ;NL222;Achterhoek                         ;8;Zuidelijke Achterhoek           ;6;Noord- en Oost-Gelderland;25;Gelderland                ;6;Arnhem-Oost Gld./Nijm. Rivierenland;10;Achterhoek                              ;17;Achterhoek                              ;2;Oost-Nederland    ;13;Oost-Gelderland                         ;11;Achterhoek                              ;12;Achterhoek                              ;142;-  ;n.v.t.                        ;3;10 000 - < 20 000 inwoners              ;5;Niet-stedelijk      ;19633;497
509;873;873;Woensdrecht                ;WDT;Woensdrecht                ;2;Breda           ;3;Westelijk Noord-Brabant       ;44;Bergen op Zoom/Roosendaal en Nispen;33;West-Noord-Brabant                 ;102;Bergen op Zoom, Roosendaal en omgeving  ;1;'s-Hertogenbosch;20;Breda             ;22;Breda            ;51;GD Streekgewest Westelijk Noord-Brabant ;8;Bergen op Zoom     ;17;Tilburg         ;4;Zuid-Nederland ;3005;Westelijke Zandgronden                  ;12;Zuidwest-Brabant              ;64;Bergen op Zoom        ;NL4;Zuid-Nederland ;NL41;Noord-Brabant             ;NL411;West-Noord-Brabant                 ;20;West-Noord-Brabant              ;20;Midden- en West-Brabant  ;30;Noord-Brabant             ;15;Midden- en West-Brabant            ;13;West- en Midden-Brabant                 ;46;West-Noord-Brabant (exclusief Moerdijk) ;3;Zuid-Nederland    ;34;West-Brabant                            ;25;Roosendaal/Breda                        ;34;Regio Roosendaal                        ;441;-  ;n.v.t.                        ;4;20 000 - < 50 000 inwoners              ;5;Niet-stedelijk      ;21003;490
510;632;632;Woerden                    ;WRN;Woerden                    ;16;Utrecht         ;37;Utrecht                       ;19;Utrecht-Zeist-Woerden              ;17;Utrecht                            ;49;Utrechts weidegebied                    ;4;Amsterdam       ;9;Utrecht           ;9;Utrecht          ;25;GGD West-Utrecht                        ;51;Utrecht            ;8;Utrecht         ;3;West-Nederland ;2602;Westelijk weidegebied in Utrecht        ;9;Hollands/Utrechts weidegebied ;48;Woerden               ;NL3;West-Nederland ;NL31;Utrecht                   ;NL311;Utrecht                            ;13;Utrecht en omstreken            ;9;Utrecht                  ;26;Utrecht                   ;8;Midden-Nederland                   ;17;Overig Nederland                        ;20;Utrecht                                 ;7;West-Nederland 3  ;19;Utrecht                                 ;14;West-Utrecht                            ;17;West-Utrecht                            ;193;-  ;n.v.t.                        ;4;20 000 - < 50 000 inwoners              ;3;Matig stedelijk     ;37967;1208
511;466;466;Wognum                     ;WGM;Wognum                     ;14;Alkmaar         ;24;Westfriesland                 ;26;Enkhuizen-Hoorn                    ;18;Kop van Noord-Holland              ;54;Midden- en Oostelijk West-Friesland     ;4;Amsterdam       ;11;Alkmaar           ;12;Alkmaar          ;28;GGD West-Friesland                      ;47;Hoorn              ;11;Den Helder      ;3;West-Nederland ;2705;West-Friesland en omgeving              ;7;Westelijk Holland             ;40;Hoorn                 ;NL3;West-Nederland ;NL32;Noord-Holland             ;NL321;Kop van Noord-Holland              ;14;Noord-Noord-Holland             ;10;Noord-Holland-Noord      ;27;Noord-Holland             ;9;Noord-Holland Noord                ;17;Overig Nederland                        ;21;Kop van Noord-Holland                   ;7;West-Nederland 3  ;22;Westfriesland                           ;18;Kop Noord-Holland/West-Friesland        ;24;Kop Noord-Holland/West-Friesland        ;261;-  ;n.v.t.                        ;2;5 000 - < 10 000 inwoners               ;5;Niet-stedelijk      ;7947;341
512;De Wolden;1690;De Wolden                  ;DWN;Wolden De                  ;19;Assen           ;71;Zuid-Oost Drenthe             ;7;Assen-Hoogeveen                    ;9;Zuidwest-Drenthe                   ;18;Zuiddrents randgebied                   ;5;Leeuwarden      ;3;Zwolle            ;3;Drenthe          ;8;GGD Zuidwest-Drenthe                    ;62;Meppel             ;3;Assen           ;1;Noord-Nederland;2203;Zuidwestelijk weidegebied in Drenthe    ;3;Noordelijk Weidegebied        ;14;Hoogeveen             ;NL1;Noord-Nederland;NL13;Drenthe                   ;NL133;Zuidwest-Drenthe                   ;4;Assen-Hoogeveen-Emmen           ;3;Drenthe                  ;22;Drenthe                   ;3;Drenthe                            ;12;Groningse, Friese en Drentse zandgronden;12;Zuidwest-Drenthe                        ;1;Noord-Nederland   ;9;Zuidwest-Drenthe                        ;6;Zuidoost- en Zuidwest-Drenthe           ;6;Zuidoost- en Zuidwest-Drenthe           ;072;-  ;n.v.t.                        ;4;20 000 - < 50 000 inwoners              ;5;Niet-stedelijk      ;23504;257
513;880;880;Wormerland                 ;WLD;Wormerland                 ;15;Haarlem         ;13;Zaanstreek                    ;24;Zaanstad                           ;22;Zaanstreek                         ;58;Zaanstreek                              ;4;Amsterdam       ;13;Amsterdam         ;14;Amsterdam        ;73;GGD Zaanstreek/Waterland                ;50;Zaandam            ;11;Den Helder      ;3;West-Nederland ;2706;Waterland en N.-Hollandse Droogmakerijen;8;Waterland en Droogmakerijen   ;41;Zaanstad              ;NL3;West-Nederland ;NL32;Noord-Holland             ;NL325;Zaanstreek                         ;15;Zuid-Noord-Holland              ;11;Zaanstreek-Waterland     ;27;Noord-Holland             ;10;Zuidelijk Noord-Holland            ;6;Hollands-Utrechtse meren                ;26;Zaanstreek                              ;6;West-Nederland 2  ;21;Agglomeratie Amsterdam                  ;16;Zaanstreek/Waterland/Amstelland/Meerland;20;Zaanstreek/Waterland                    ;-  ;-  ;n.v.t.                        ;3;10 000 - < 20 000 inwoners              ;3;Matig stedelijk     ;15261;1105
