ID;Geslacht;GeboortelandOuders;Herkomstland;VoortijdigSchoolverlater;Perioden;Jongeren18Tot25Jaar_1
294;Totaal mannen en vrouwen;Geboren in Nederland;Nederland;Totaal;2019;1118.0
295;Totaal mannen en vrouwen;Geboren in Nederland;Nederland;Totaal;2020;1126.0
296;Totaal mannen en vrouwen;Geboren in Nederland;Nederland;Totaal;2021;1121.0
297;Totaal mannen en vrouwen;Geboren in Nederland;Nederland;Totaal;2022;1120.0
298;Totaal mannen en vrouwen;Geboren in Nederland;Nederland;Totaal;2023;1086.0
299;Totaal mannen en vrouwen;Geboren in Nederland;Nederland;Totaal;2024;1088.0
300;Totaal mannen en vrouwen;Geboren in Nederland;Nederland;Voortijdig schoolverlaters;2013;94.0
301;Totaal mannen en vrouwen;Geboren in Nederland;Nederland;Voortijdig schoolverlaters;2014;89.0
302;Totaal mannen en vrouwen;Geboren in Nederland;Nederland;Voortijdig schoolverlaters;2015;82.0
303;Totaal mannen en vrouwen;Geboren in Nederland;Nederland;Voortijdig schoolverlaters;2016;82.0
304;Totaal mannen en vrouwen;Geboren in Nederland;Nederland;Voortijdig schoolverlaters;2017;73.0
305;Totaal mannen en vrouwen;Geboren in Nederland;Nederland;Voortijdig schoolverlaters;2018;76.0
306;Totaal mannen en vrouwen;Geboren in Nederland;Nederland;Voortijdig schoolverlaters;2019;74.0
307;Totaal mannen en vrouwen;Geboren in Nederland;Nederland;Voortijdig schoolverlaters;2020;69.0
308;Totaal mannen en vrouwen;Geboren in Nederland;Nederland;Voortijdig schoolverlaters;2021;50.0
309;Totaal mannen en vrouwen;Geboren in Nederland;Nederland;Voortijdig schoolverlaters;2022;56.0
310;Totaal mannen en vrouwen;Geboren in Nederland;Nederland;Voortijdig schoolverlaters;2023;57.0
311;Totaal mannen en vrouwen;Geboren in Nederland;Nederland;Voortijdig schoolverlaters;2024;63.0
312;Totaal mannen en vrouwen;Geboren in Nederland;Nederland;Geen voortijdig schoolverlaters;2013;987.0
313;Totaal mannen en vrouwen;Geboren in Nederland;Nederland;Geen voortijdig schoolverlaters;2014;1004.0
314;Totaal mannen en vrouwen;Geboren in Nederland;Nederland;Geen voortijdig schoolverlaters;2015;1014.0
315;Totaal mannen en vrouwen;Geboren in Nederland;Nederland;Geen voortijdig schoolverlaters;2016;1014.0
316;Totaal mannen en vrouwen;Geboren in Nederland;Nederland;Geen voortijdig schoolverlaters;2017;1041.0
317;Totaal mannen en vrouwen;Geboren in Nederland;Nederland;Geen voortijdig schoolverlaters;2018;1033.0
318;Totaal mannen en vrouwen;Geboren in Nederland;Nederland;Geen voortijdig schoolverlaters;2019;1040.0
319;Totaal mannen en vrouwen;Geboren in Nederland;Nederland;Geen voortijdig schoolverlaters;2020;1053.0
320;Totaal mannen en vrouwen;Geboren in Nederland;Nederland;Geen voortijdig schoolverlaters;2021;1070.0
321;Totaal mannen en vrouwen;Geboren in Nederland;Nederland;Geen voortijdig schoolverlaters;2022;1064.0
322;Totaal mannen en vrouwen;Geboren in Nederland;Nederland;Geen voortijdig schoolverlaters;2023;1030.0
323;Totaal mannen en vrouwen;Geboren in Nederland;Nederland;Geen voortijdig schoolverlaters;2024;1025.0
324;Totaal mannen en vrouwen;Geboren in Nederland;Nederland;Onbekend;2013;32.0
325;Totaal mannen en vrouwen;Geboren in Nederland;Nederland;Onbekend;2014;7.0
326;Totaal mannen en vrouwen;Geboren in Nederland;Nederland;Onbekend;2015;2.0
327;Totaal mannen en vrouwen;Geboren in Nederland;Nederland;Onbekend;2016;2.0
328;Totaal mannen en vrouwen;Geboren in Nederland;Nederland;Onbekend;2017;3.0
329;Totaal mannen en vrouwen;Geboren in Nederland;Nederland;Onbekend;2018;3.0
330;Totaal mannen en vrouwen;Geboren in Nederland;Nederland;Onbekend;2019;4.0
331;Totaal mannen en vrouwen;Geboren in Nederland;Nederland;Onbekend;2020;3.0
332;Totaal mannen en vrouwen;Geboren in Nederland;Nederland;Onbekend;2021;0.0
333;Totaal mannen en vrouwen;Geboren in Nederland;Nederland;Onbekend;2022;0.0
334;Totaal mannen en vrouwen;Geboren in Nederland;Nederland;Onbekend;2023;0.0
335;Totaal mannen en vrouwen;Geboren in Nederland;Nederland;Onbekend;2024;0.0
336;Totaal mannen en vrouwen;Geboren in Nederland;Europa (exclusief Nederland);Totaal;2013;50.0
337;Totaal mannen en vrouwen;Geboren in Nederland;Europa (exclusief Nederland);Totaal;2014;48.0
338;Totaal mannen en vrouwen;Geboren in Nederland;Europa (exclusief Nederland);Totaal;2015;53.0
339;Totaal mannen en vrouwen;Geboren in Nederland;Europa (exclusief Nederland);Totaal;2016;56.0
340;Totaal mannen en vrouwen;Geboren in Nederland;Europa (exclusief Nederland);Totaal;2017;64.0
341;Totaal mannen en vrouwen;Geboren in Nederland;Europa (exclusief Nederland);Totaal;2018;67.0
342;Totaal mannen en vrouwen;Geboren in Nederland;Europa (exclusief Nederland);Totaal;2019;77.0
343;Totaal mannen en vrouwen;Geboren in Nederland;Europa (exclusief Nederland);Totaal;2020;72.0
344;Totaal mannen en vrouwen;Geboren in Nederland;Europa (exclusief Nederland);Totaal;2021;63.0
345;Totaal mannen en vrouwen;Geboren in Nederland;Europa (exclusief Nederland);Totaal;2022;77.0
346;Totaal mannen en vrouwen;Geboren in Nederland;Europa (exclusief Nederland);Totaal;2023;76.0
347;Totaal mannen en vrouwen;Geboren in Nederland;Europa (exclusief Nederland);Totaal;2024;74.0
348;Totaal mannen en vrouwen;Geboren in Nederland;Europa (exclusief Nederland);Voortijdig schoolverlaters;2013;5.0
349;Totaal mannen en vrouwen;Geboren in Nederland;Europa (exclusief Nederland);Voortijdig schoolverlaters;2014;5.0
350;Totaal mannen en vrouwen;Geboren in Nederland;Europa (exclusief Nederland);Voortijdig schoolverlaters;2015;4.0
351;Totaal mannen en vrouwen;Geboren in Nederland;Europa (exclusief Nederland);Voortijdig schoolverlaters;2016;4.0
352;Totaal mannen en vrouwen;Geboren in Nederland;Europa (exclusief Nederland);Voortijdig schoolverlaters;2017;6.0
353;Totaal mannen en vrouwen;Geboren in Nederland;Europa (exclusief Nederland);Voortijdig schoolverlaters;2018;6.0
354;Totaal mannen en vrouwen;Geboren in Nederland;Europa (exclusief Nederland);Voortijdig schoolverlaters;2019;7.0
355;Totaal mannen en vrouwen;Geboren in Nederland;Europa (exclusief Nederland);Voortijdig schoolverlaters;2020;5.0
356;Totaal mannen en vrouwen;Geboren in Nederland;Europa (exclusief Nederland);Voortijdig schoolverlaters;2021;4.0
357;Totaal mannen en vrouwen;Geboren in Nederland;Europa (exclusief Nederland);Voortijdig schoolverlaters;2022;6.0
358;Totaal mannen en vrouwen;Geboren in Nederland;Europa (exclusief Nederland);Voortijdig schoolverlaters;2023;4.0
359;Totaal mannen en vrouwen;Geboren in Nederland;Europa (exclusief Nederland);Voortijdig schoolverlaters;2024;5.0
360;Totaal mannen en vrouwen;Geboren in Nederland;Europa (exclusief Nederland);Geen voortijdig schoolverlaters;2013;43.0
361;Totaal mannen en vrouwen;Geboren in Nederland;Europa (exclusief Nederland);Geen voortijdig schoolverlaters;2014;43.0
362;Totaal mannen en vrouwen;Geboren in Nederland;Europa (exclusief Nederland);Geen voortijdig schoolverlaters;2015;49.0
363;Totaal mannen en vrouwen;Geboren in Nederland;Europa (exclusief Nederland);Geen voortijdig schoolverlaters;2016;52.0
364;Totaal mannen en vrouwen;Geboren in Nederland;Europa (exclusief Nederland);Geen voortijdig schoolverlaters;2017;59.0
365;Totaal mannen en vrouwen;Geboren in Nederland;Europa (exclusief Nederland);Geen voortijdig schoolverlaters;2018;60.0
366;Totaal mannen en vrouwen;Geboren in Nederland;Europa (exclusief Nederland);Geen voortijdig schoolverlaters;2019;69.0
367;Totaal mannen en vrouwen;Geboren in Nederland;Europa (exclusief Nederland);Geen voortijdig schoolverlaters;2020;67.0
368;Totaal mannen en vrouwen;Geboren in Nederland;Europa (exclusief Nederland);Geen voortijdig schoolverlaters;2021;60.0
369;Totaal mannen en vrouwen;Geboren in Nederland;Europa (exclusief Nederland);Geen voortijdig schoolverlaters;2022;71.0
370;Totaal mannen en vrouwen;Geboren in Nederland;Europa (exclusief Nederland);Geen voortijdig schoolverlaters;2023;72.0
371;Totaal mannen en vrouwen;Geboren in Nederland;Europa (exclusief Nederland);Geen voortijdig schoolverlaters;2024;70.0
372;Totaal mannen en vrouwen;Geboren in Nederland;Europa (exclusief Nederland);Onbekend;2013;1.0
373;Totaal mannen en vrouwen;Geboren in Nederland;Europa (exclusief Nederland);Onbekend;2014;0.0
374;Totaal mannen en vrouwen;Geboren in Nederland;Europa (exclusief Nederland);Onbekend;2015;0.0
375;Totaal mannen en vrouwen;Geboren in Nederland;Europa (exclusief Nederland);Onbekend;2016;0.0
376;Totaal mannen en vrouwen;Geboren in Nederland;Europa (exclusief Nederland);Onbekend;2017;0.0
377;Totaal mannen en vrouwen;Geboren in Nederland;Europa (exclusief Nederland);Onbekend;2018;0.0
378;Totaal mannen en vrouwen;Geboren in Nederland;Europa (exclusief Nederland);Onbekend;2019;1.0
379;Totaal mannen en vrouwen;Geboren in Nederland;Europa (exclusief Nederland);Onbekend;2020;0.0
380;Totaal mannen en vrouwen;Geboren in Nederland;Europa (exclusief Nederland);Onbekend;2021;0.0
381;Totaal mannen en vrouwen;Geboren in Nederland;Europa (exclusief Nederland);Onbekend;2022;0.0
382;Totaal mannen en vrouwen;Geboren in Nederland;Europa (exclusief Nederland);Onbekend;2023;0.0
383;Totaal mannen en vrouwen;Geboren in Nederland;Europa (exclusief Nederland);Onbekend;2024;0.0
384;Totaal mannen en vrouwen;Geboren in Nederland;Buiten Europa;Totaal;2013;182.0
385;Totaal mannen en vrouwen;Geboren in Nederland;Buiten Europa;Totaal;2014;192.0
386;Totaal mannen en vrouwen;Geboren in Nederland;Buiten Europa;Totaal;2015;189.0
387;Totaal mannen en vrouwen;Geboren in Nederland;Buiten Europa;Totaal;2016;196.0
388;Totaal mannen en vrouwen;Geboren in Nederland;Buiten Europa;Totaal;2017;182.0
389;Totaal mannen en vrouwen;Geboren in Nederland;Buiten Europa;Totaal;2018;187.0
390;Totaal mannen en vrouwen;Geboren in Nederland;Buiten Europa;Totaal;2019;193.0
391;Totaal mannen en vrouwen;Geboren in Nederland;Buiten Europa;Totaal;2020;208.0
392;Totaal mannen en vrouwen;Geboren in Nederland;Buiten Europa;Totaal;2021;200.0
393;Totaal mannen en vrouwen;Geboren in Nederland;Buiten Europa;Totaal;2022;231.0
394;Totaal mannen en vrouwen;Geboren in Nederland;Buiten Europa;Totaal;2023;253.0
395;Totaal mannen en vrouwen;Geboren in Nederland;Buiten Europa;Totaal;2024;240.0
396;Totaal mannen en vrouwen;Geboren in Nederland;Buiten Europa;Voortijdig schoolverlaters;2013;20.0
397;Totaal mannen en vrouwen;Geboren in Nederland;Buiten Europa;Voortijdig schoolverlaters;2014;21.0
398;Totaal mannen en vrouwen;Geboren in Nederland;Buiten Europa;Voortijdig schoolverlaters;2015;20.0
399;Totaal mannen en vrouwen;Geboren in Nederland;Buiten Europa;Voortijdig schoolverlaters;2016;19.0
400;Totaal mannen en vrouwen;Geboren in Nederland;Buiten Europa;Voortijdig schoolverlaters;2017;15.0
401;Totaal mannen en vrouwen;Geboren in Nederland;Buiten Europa;Voortijdig schoolverlaters;2018;17.0
402;Totaal mannen en vrouwen;Geboren in Nederland;Buiten Europa;Voortijdig schoolverlaters;2019;17.0
403;Totaal mannen en vrouwen;Geboren in Nederland;Buiten Europa;Voortijdig schoolverlaters;2020;18.0
404;Totaal mannen en vrouwen;Geboren in Nederland;Buiten Europa;Voortijdig schoolverlaters;2021;14.0
405;Totaal mannen en vrouwen;Geboren in Nederland;Buiten Europa;Voortijdig schoolverlaters;2022;15.0
406;Totaal mannen en vrouwen;Geboren in Nederland;Buiten Europa;Voortijdig schoolverlaters;2023;21.0
407;Totaal mannen en vrouwen;Geboren in Nederland;Buiten Europa;Voortijdig schoolverlaters;2024;20.0
408;Totaal mannen en vrouwen;Geboren in Nederland;Buiten Europa;Geen voortijdig schoolverlaters;2013;158.0
409;Totaal mannen en vrouwen;Geboren in Nederland;Buiten Europa;Geen voortijdig schoolverlaters;2014;170.0
410;Totaal mannen en vrouwen;Geboren in Nederland;Buiten Europa;Geen voortijdig schoolverlaters;2015;169.0
411;Totaal mannen en vrouwen;Geboren in Nederland;Buiten Europa;Geen voortijdig schoolverlaters;2016;176.0
412;Totaal mannen en vrouwen;Geboren in Nederland;Buiten Europa;Geen voortijdig schoolverlaters;2017;165.0
413;Totaal mannen en vrouwen;Geboren in Nederland;Buiten Europa;Geen voortijdig schoolverlaters;2018;170.0
414;Totaal mannen en vrouwen;Geboren in Nederland;Buiten Europa;Geen voortijdig schoolverlaters;2019;176.0
415;Totaal mannen en vrouwen;Geboren in Nederland;Buiten Europa;Geen voortijdig schoolverlaters;2020;189.0
416;Totaal mannen en vrouwen;Geboren in Nederland;Buiten Europa;Geen voortijdig schoolverlaters;2021;186.0
417;Totaal mannen en vrouwen;Geboren in Nederland;Buiten Europa;Geen voortijdig schoolverlaters;2022;216.0
418;Totaal mannen en vrouwen;Geboren in Nederland;Buiten Europa;Geen voortijdig schoolverlaters;2023;232.0
419;Totaal mannen en vrouwen;Geboren in Nederland;Buiten Europa;Geen voortijdig schoolverlaters;2024;220.0
420;Totaal mannen en vrouwen;Geboren in Nederland;Buiten Europa;Onbekend;2013;4.0
421;Totaal mannen en vrouwen;Geboren in Nederland;Buiten Europa;Onbekend;2014;2.0
422;Totaal mannen en vrouwen;Geboren in Nederland;Buiten Europa;Onbekend;2015;0.0
423;Totaal mannen en vrouwen;Geboren in Nederland;Buiten Europa;Onbekend;2016;1.0
424;Totaal mannen en vrouwen;Geboren in Nederland;Buiten Europa;Onbekend;2017;2.0
425;Totaal mannen en vrouwen;Geboren in Nederland;Buiten Europa;Onbekend;2018;1.0
426;Totaal mannen en vrouwen;Geboren in Nederland;Buiten Europa;Onbekend;2019;1.0
427;Totaal mannen en vrouwen;Geboren in Nederland;Buiten Europa;Onbekend;2020;0.0
428;Totaal mannen en vrouwen;Geboren in Nederland;Buiten Europa;Onbekend;2021;0.0
429;Totaal mannen en vrouwen;Geboren in Nederland;Buiten Europa;Onbekend;2022;0.0
430;Totaal mannen en vrouwen;Geboren in Nederland;Buiten Europa;Onbekend;2023;0.0
431;Totaal mannen en vrouwen;Geboren in Nederland;Buiten Europa;Onbekend;2024;0.0
432;Totaal mannen en vrouwen;Geboren in Nederland;Onbekend herkomstland;Totaal;2013;
433;Totaal mannen en vrouwen;Geboren in Nederland;Onbekend herkomstland;Totaal;2014;
434;Totaal mannen en vrouwen;Geboren in Nederland;Onbekend herkomstland;Totaal;2015;
435;Totaal mannen en vrouwen;Geboren in Nederland;Onbekend herkomstland;Totaal;2016;
436;Totaal mannen en vrouwen;Geboren in Nederland;Onbekend herkomstland;Totaal;2017;
437;Totaal mannen en vrouwen;Geboren in Nederland;Onbekend herkomstland;Totaal;2018;
438;Totaal mannen en vrouwen;Geboren in Nederland;Onbekend herkomstland;Totaal;2019;
439;Totaal mannen en vrouwen;Geboren in Nederland;Onbekend herkomstland;Totaal;2020;
440;Totaal mannen en vrouwen;Geboren in Nederland;Onbekend herkomstland;Totaal;2021;
441;Totaal mannen en vrouwen;Geboren in Nederland;Onbekend herkomstland;Totaal;2022;
442;Totaal mannen en vrouwen;Geboren in Nederland;Onbekend herkomstland;Totaal;2023;
443;Totaal mannen en vrouwen;Geboren in Nederland;Onbekend herkomstland;Totaal;2024;
444;Totaal mannen en vrouwen;Geboren in Nederland;Onbekend herkomstland;Voortijdig schoolverlaters;2013;
445;Totaal mannen en vrouwen;Geboren in Nederland;Onbekend herkomstland;Voortijdig schoolverlaters;2014;
446;Totaal mannen en vrouwen;Geboren in Nederland;Onbekend herkomstland;Voortijdig schoolverlaters;2015;
447;Totaal mannen en vrouwen;Geboren in Nederland;Onbekend herkomstland;Voortijdig schoolverlaters;2016;
448;Totaal mannen en vrouwen;Geboren in Nederland;Onbekend herkomstland;Voortijdig schoolverlaters;2017;
449;Totaal mannen en vrouwen;Geboren in Nederland;Onbekend herkomstland;Voortijdig schoolverlaters;2018;
450;Totaal mannen en vrouwen;Geboren in Nederland;Onbekend herkomstland;Voortijdig schoolverlaters;2019;
451;Totaal mannen en vrouwen;Geboren in Nederland;Onbekend herkomstland;Voortijdig schoolverlaters;2020;
452;Totaal mannen en vrouwen;Geboren in Nederland;Onbekend herkomstland;Voortijdig schoolverlaters;2021;
453;Totaal mannen en vrouwen;Geboren in Nederland;Onbekend herkomstland;Voortijdig schoolverlaters;2022;
454;Totaal mannen en vrouwen;Geboren in Nederland;Onbekend herkomstland;Voortijdig schoolverlaters;2023;
455;Totaal mannen en vrouwen;Geboren in Nederland;Onbekend herkomstland;Voortijdig schoolverlaters;2024;
456;Totaal mannen en vrouwen;Geboren in Nederland;Onbekend herkomstland;Geen voortijdig schoolverlaters;2013;
457;Totaal mannen en vrouwen;Geboren in Nederland;Onbekend herkomstland;Geen voortijdig schoolverlaters;2014;
458;Totaal mannen en vrouwen;Geboren in Nederland;Onbekend herkomstland;Geen voortijdig schoolverlaters;2015;
459;Totaal mannen en vrouwen;Geboren in Nederland;Onbekend herkomstland;Geen voortijdig schoolverlaters;2016;
460;Totaal mannen en vrouwen;Geboren in Nederland;Onbekend herkomstland;Geen voortijdig schoolverlaters;2017;
461;Totaal mannen en vrouwen;Geboren in Nederland;Onbekend herkomstland;Geen voortijdig schoolverlaters;2018;
462;Totaal mannen en vrouwen;Geboren in Nederland;Onbekend herkomstland;Geen voortijdig schoolverlaters;2019;
463;Totaal mannen en vrouwen;Geboren in Nederland;Onbekend herkomstland;Geen voortijdig schoolverlaters;2020;
464;Totaal mannen en vrouwen;Geboren in Nederland;Onbekend herkomstland;Geen voortijdig schoolverlaters;2021;
465;Totaal mannen en vrouwen;Geboren in Nederland;Onbekend herkomstland;Geen voortijdig schoolverlaters;2022;
466;Totaal mannen en vrouwen;Geboren in Nederland;Onbekend herkomstland;Geen voortijdig schoolverlaters;2023;
467;Totaal mannen en vrouwen;Geboren in Nederland;Onbekend herkomstland;Geen voortijdig schoolverlaters;2024;
468;Totaal mannen en vrouwen;Geboren in Nederland;Onbekend herkomstland;Onbekend;2013;
469;Totaal mannen en vrouwen;Geboren in Nederland;Onbekend herkomstland;Onbekend;2014;
470;Totaal mannen en vrouwen;Geboren in Nederland;Onbekend herkomstland;Onbekend;2015;
471;Totaal mannen en vrouwen;Geboren in Nederland;Onbekend herkomstland;Onbekend;2016;
472;Totaal mannen en vrouwen;Geboren in Nederland;Onbekend herkomstland;Onbekend;2017;
473;Totaal mannen en vrouwen;Geboren in Nederland;Onbekend herkomstland;Onbekend;2018;
474;Totaal mannen en vrouwen;Geboren in Nederland;Onbekend herkomstland;Onbekend;2019;
475;Totaal mannen en vrouwen;Geboren in Nederland;Onbekend herkomstland;Onbekend;2020;
476;Totaal mannen en vrouwen;Geboren in Nederland;Onbekend herkomstland;Onbekend;2021;
477;Totaal mannen en vrouwen;Geboren in Nederland;Onbekend herkomstland;Onbekend;2022;
478;Totaal mannen en vrouwen;Geboren in Nederland;Onbekend herkomstland;Onbekend;2023;
479;Totaal mannen en vrouwen;Geboren in Nederland;Onbekend herkomstland;Onbekend;2024;
480;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Totaal;Totaal;2013;1112.0
481;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Totaal;Totaal;2014;1100.0
482;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Totaal;Totaal;2015;1098.0
483;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Totaal;Totaal;2016;1098.0
484;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Totaal;Totaal;2017;1117.0
485;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Totaal;Totaal;2018;1111.0
486;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Totaal;Totaal;2019;1118.0
487;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Totaal;Totaal;2020;1126.0
488;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Totaal;Totaal;2021;1121.0
489;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Totaal;Totaal;2022;1120.0
490;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Totaal;Totaal;2023;1086.0
491;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Totaal;Totaal;2024;1088.0
492;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Totaal;Voortijdig schoolverlaters;2013;94.0
493;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Totaal;Voortijdig schoolverlaters;2014;89.0
494;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Totaal;Voortijdig schoolverlaters;2015;82.0
495;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Totaal;Voortijdig schoolverlaters;2016;82.0
496;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Totaal;Voortijdig schoolverlaters;2017;73.0
497;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Totaal;Voortijdig schoolverlaters;2018;76.0
498;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Totaal;Voortijdig schoolverlaters;2019;74.0
499;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Totaal;Voortijdig schoolverlaters;2020;69.0
500;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Totaal;Voortijdig schoolverlaters;2021;50.0
501;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Totaal;Voortijdig schoolverlaters;2022;56.0
502;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Totaal;Voortijdig schoolverlaters;2023;57.0
503;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Totaal;Voortijdig schoolverlaters;2024;63.0
504;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Totaal;Geen voortijdig schoolverlaters;2013;987.0
505;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Totaal;Geen voortijdig schoolverlaters;2014;1004.0
506;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Totaal;Geen voortijdig schoolverlaters;2015;1014.0
507;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Totaal;Geen voortijdig schoolverlaters;2016;1014.0
508;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Totaal;Geen voortijdig schoolverlaters;2017;1041.0
509;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Totaal;Geen voortijdig schoolverlaters;2018;1033.0
