ID;MunicipalLeviesFrom2017Onwards;Regions;Periods;MunicipalBudgetsIn1000Euros_1;MunicipalBudgetsEuroInhabitant_2
552;Total property tax;Arcen en Velden;2011;;
553;Total property tax;Arcen en Velden;2012;;
554;Total property tax;Arcen en Velden;2013;;
555;Total property tax;Arcen en Velden;2014;;
556;Total property tax;Arcen en Velden;2015;;
557;Total property tax;Arcen en Velden;2016;;
558;Total property tax;Arcen en Velden;2017;;
559;Total property tax;Arcen en Velden;2018;;
560;Total property tax;Arcen en Velden;2019;;
561;Total property tax;Arcen en Velden;2020;;
562;Total property tax;Arcen en Velden;2021;;
563;Total property tax;Arcen en Velden;2022;;
564;Total property tax;Arcen en Velden;2023;;
565;Total property tax;Arcen en Velden;2024;;
566;Total property tax;Arcen en Velden;2025;;
567;Total property tax;Arnhem;2005;52430.0;370.0
568;Total property tax;Arnhem;2006;37416.0;264.0
569;Total property tax;Arnhem;2007;38491.0;270.0
570;Total property tax;Arnhem;2008;40263.0;281.0
571;Total property tax;Arnhem;2009;44376.0;305.0
572;Total property tax;Arnhem;2010;46480.0;316.0
573;Total property tax;Arnhem;2011;47988.0;324.0
574;Total property tax;Arnhem;2012;46317.0;311.0
575;Total property tax;Arnhem;2013;48810.0;326.0
576;Total property tax;Arnhem;2014;50216.0;333.0
577;Total property tax;Arnhem;2015;50050.0;329.0
578;Total property tax;Arnhem;2016;52409.0;341.0
579;Total property tax;Arnhem;2017;53097.0;341.0
580;Total property tax;Arnhem;2018;52850.0;336.0
581;Total property tax;Arnhem;2019;53174.0;334.0
582;Total property tax;Arnhem;2020;53247.0;330.0
583;Total property tax;Arnhem;2021;54327.0;334.0
584;Total property tax;Arnhem;2022;54703.0;334.0
585;Total property tax;Arnhem;2023;59342.0;358.0
586;Total property tax;Arnhem;2024;62673.0;374.0
587;Total property tax;Arnhem;2025;65902.0;390.0
588;Total property tax;Assen;2005;12400.0;198.0
589;Total property tax;Assen;2006;9335.0;148.0
590;Total property tax;Assen;2007;9570.0;149.0
591;Total property tax;Assen;2008;10066.0;155.0
592;Total property tax;Assen;2009;10600.0;160.0
593;Total property tax;Assen;2010;10995.0;164.0
594;Total property tax;Assen;2011;11756.0;175.0
595;Total property tax;Assen;2012;13989.0;208.0
596;Total property tax;Assen;2013;14404.0;215.0
597;Total property tax;Assen;2014;15716.0;234.0
598;Total property tax;Assen;2015;16185.0;241.0
599;Total property tax;Assen;2016;16164.0;241.0
600;Total property tax;Assen;2017;16440.0;243.0
601;Total property tax;Assen;2018;16619.0;246.0
602;Total property tax;Assen;2019;17482.0;257.0
603;Total property tax;Assen;2020;18063.0;263.0
604;Total property tax;Assen;2021;20053.0;291.0
605;Total property tax;Assen;2022;20838.0;302.0
606;Total property tax;Assen;2023;21569.0;311.0
607;Total property tax;Assen;2024;23221.0;333.0
608;Total property tax;Assen;2025;24862.0;353.0
609;Total property tax;Asten;2005;2763.0;170.0
610;Total property tax;Asten;2006;1848.0;114.0
611;Total property tax;Asten;2007;1872.0;115.0
612;Total property tax;Asten;2008;1962.0;119.0
613;Total property tax;Asten;2009;2125.0;130.0
614;Total property tax;Asten;2010;2196.0;134.0
615;Total property tax;Asten;2011;2297.0;141.0
616;Total property tax;Asten;2012;2533.0;155.0
617;Total property tax;Asten;2013;2776.0;170.0
618;Total property tax;Asten;2014;2974.0;181.0
619;Total property tax;Asten;2015;3154.0;191.0
620;Total property tax;Asten;2016;3324.0;200.0
621;Total property tax;Asten;2017;3466.0;207.0
622;Total property tax;Asten;2018;3526.0;211.0
623;Total property tax;Asten;2019;3655.0;219.0
624;Total property tax;Asten;2020;3961.0;237.0
625;Total property tax;Asten;2021;4251.0;253.0
626;Total property tax;Asten;2022;4534.0;266.0
627;Total property tax;Asten;2023;4909.0;285.0
628;Total property tax;Asten;2024;5341.0;309.0
629;Total property tax;Asten;2025;5856.0;337.0
630;Total property tax;Baarle-Nassau;2005;1511.0;231.0
631;Total property tax;Baarle-Nassau;2006;1084.0;163.0
632;Total property tax;Baarle-Nassau;2007;1091.0;163.0
633;Total property tax;Baarle-Nassau;2008;1051.0;158.0
634;Total property tax;Baarle-Nassau;2009;1082.0;162.0
635;Total property tax;Baarle-Nassau;2010;1082.0;161.0
636;Total property tax;Baarle-Nassau;2011;1115.0;166.0
637;Total property tax;Baarle-Nassau;2012;1161.0;172.0
638;Total property tax;Baarle-Nassau;2013;1196.0;178.0
639;Total property tax;Baarle-Nassau;2014;1232.0;186.0
640;Total property tax;Baarle-Nassau;2015;1331.0;202.0
641;Total property tax;Baarle-Nassau;2016;1371.0;207.0
642;Total property tax;Baarle-Nassau;2017;1385.0;208.0
643;Total property tax;Baarle-Nassau;2018;1426.0;210.0
644;Total property tax;Baarle-Nassau;2019;1469.0;215.0
645;Total property tax;Baarle-Nassau;2020;1513.0;221.0
646;Total property tax;Baarle-Nassau;2021;1589.0;230.0
647;Total property tax;Baarle-Nassau;2022;1636.0;236.0
648;Total property tax;Baarle-Nassau;2023;1684.0;238.0
649;Total property tax;Baarle-Nassau;2024;2156.0;305.0
650;Total property tax;Baarle-Nassau;2025;2221.0;309.0
651;Total property tax;Baarn;2005;;
652;Total property tax;Baarn;2006;5252.0;215.0
653;Total property tax;Baarn;2007;3069.0;126.0
654;Total property tax;Baarn;2008;3229.0;132.0
655;Total property tax;Baarn;2009;3606.0;148.0
656;Total property tax;Baarn;2010;3640.0;149.0
657;Total property tax;Baarn;2011;3623.0;149.0
658;Total property tax;Baarn;2012;3996.0;164.0
659;Total property tax;Baarn;2013;4878.0;201.0
660;Total property tax;Baarn;2014;5284.0;217.0
661;Total property tax;Baarn;2015;5701.0;234.0
662;Total property tax;Baarn;2016;5639.0;230.0
663;Total property tax;Baarn;2017;5706.0;233.0
664;Total property tax;Baarn;2018;5706.0;232.0
665;Total property tax;Baarn;2019;5786.0;234.0
666;Total property tax;Baarn;2020;5874.0;236.0
667;Total property tax;Baarn;2021;5961.0;241.0
668;Total property tax;Baarn;2022;6164.0;248.0
669;Total property tax;Baarn;2023;6324.0;253.0
670;Total property tax;Baarn;2024;7197.0;287.0
671;Total property tax;Baarn;2025;7357.0;292.0
672;Total property tax;Barendrecht;2005;8577.0;220.0
673;Total property tax;Barendrecht;2006;5948.0;146.0
674;Total property tax;Barendrecht;2007;6534.0;151.0
675;Total property tax;Barendrecht;2008;6861.0;152.0
676;Total property tax;Barendrecht;2009;7224.0;157.0
677;Total property tax;Barendrecht;2010;7478.0;161.0
678;Total property tax;Barendrecht;2011;7617.0;163.0
679;Total property tax;Barendrecht;2012;7831.0;166.0
680;Total property tax;Barendrecht;2013;8068.0;171.0
681;Total property tax;Barendrecht;2014;8267.0;174.0
682;Total property tax;Barendrecht;2015;8391.0;177.0
683;Total property tax;Barendrecht;2016;8435.0;176.0
684;Total property tax;Barendrecht;2017;8574.0;177.0
685;Total property tax;Barendrecht;2018;8601.0;177.0
686;Total property tax;Barendrecht;2019;8798.0;181.0
687;Total property tax;Barendrecht;2020;9404.0;193.0
688;Total property tax;Barendrecht;2021;10484.0;216.0
689;Total property tax;Barendrecht;2022;10685.0;219.0
690;Total property tax;Barendrecht;2023;11412.0;234.0
691;Total property tax;Barendrecht;2024;12018.0;247.0
692;Total property tax;Barendrecht;2025;14510.0;298.0
693;Total property tax;Barneveld;2005;8097.0;162.0
694;Total property tax;Barneveld;2006;6114.0;121.0
695;Total property tax;Barneveld;2007;7480.0;147.0
696;Total property tax;Barneveld;2008;7736.0;150.0
697;Total property tax;Barneveld;2009;8028.0;154.0
698;Total property tax;Barneveld;2010;8139.0;155.0
699;Total property tax;Barneveld;2011;8543.0;161.0
700;Total property tax;Barneveld;2012;8898.0;166.0
701;Total property tax;Barneveld;2013;;
702;Total property tax;Barneveld;2014;;
703;Total property tax;Barneveld;2015;;
704;Total property tax;Barneveld;2016;10392.0;187.0
705;Total property tax;Barneveld;2017;10602.0;188.0
706;Total property tax;Barneveld;2018;11092.0;193.0
707;Total property tax;Barneveld;2019;11719.0;202.0
708;Total property tax;Barneveld;2020;13312.0;225.0
709;Total property tax;Barneveld;2021;13486.0;225.0
710;Total property tax;Barneveld;2022;13486.0;223.0
711;Total property tax;Barneveld;2023;14397.0;234.0
712;Total property tax;Barneveld;2024;15700.0;251.0
713;Total property tax;Barneveld;2025;17194.0;272.0
714;Total property tax;Bedum;2005;1610.0;149.0
715;Total property tax;Bedum;2006;1182.0;111.0
716;Total property tax;Bedum;2007;1155.0;108.0
717;Total property tax;Bedum;2008;1195.0;113.0
718;Total property tax;Bedum;2009;1232.0;118.0
719;Total property tax;Bedum;2010;1274.0;122.0
720;Total property tax;Bedum;2011;1304.0;125.0
721;Total property tax;Bedum;2012;1362.0;129.0
722;Total property tax;Bedum;2013;1423.0;135.0
723;Total property tax;Bedum;2014;1486.0;142.0
724;Total property tax;Bedum;2015;1554.0;149.0
725;Total property tax;Bedum;2016;1669.0;160.0
726;Total property tax;Bedum;2017;1785.0;170.0
727;Total property tax;Bedum;2018;1883.0;180.0
728;Total property tax;Bedum;2019;;
729;Total property tax;Bedum;2020;;
730;Total property tax;Bedum;2021;;
731;Total property tax;Bedum;2022;;
732;Total property tax;Bedum;2023;;
733;Total property tax;Bedum;2024;;
734;Total property tax;Bedum;2025;;
735;Total property tax;Beek (L.);2005;4096.0;240.0
736;Total property tax;Beek (L.);2006;2730.0;160.0
737;Total property tax;Beek (L.);2007;2816.0;169.0
738;Total property tax;Beek (L.);2008;2926.0;175.0
739;Total property tax;Beek (L.);2009;3108.0;187.0
740;Total property tax;Beek (L.);2010;3130.0;189.0
741;Total property tax;Beek (L.);2011;3235.0;195.0
742;Total property tax;Beek (L.);2012;3308.0;202.0
743;Total property tax;Beek (L.);2013;3461.0;212.0
744;Total property tax;Beek (L.);2014;3719.0;228.0
745;Total property tax;Beek (L.);2015;3807.0;235.0
746;Total property tax;Beek (L.);2016;3992.0;248.0
747;Total property tax;Beek (L.);2017;4048.0;254.0
748;Total property tax;Beek (L.);2018;4226.0;266.0
749;Total property tax;Beek (L.);2019;4509.0;283.0
750;Total property tax;Beek (L.);2020;4791.0;302.0
751;Total property tax;Beek (L.);2021;4869.0;307.0
752;Total property tax;Beek (L.);2022;4975.0;315.0
753;Total property tax;Beek (L.);2023;5155.0;320.0
754;Total property tax;Beek (L.);2024;5495.0;339.0
755;Total property tax;Beek (L.);2025;5702.0;351.0
756;Total property tax;Beekdaelen;2005;;
757;Total property tax;Beekdaelen;2006;;
758;Total property tax;Beekdaelen;2007;;
759;Total property tax;Beekdaelen;2008;;
760;Total property tax;Beekdaelen;2009;;
761;Total property tax;Beekdaelen;2010;;
762;Total property tax;Beekdaelen;2011;;
763;Total property tax;Beekdaelen;2012;;
764;Total property tax;Beekdaelen;2013;;
765;Total property tax;Beekdaelen;2014;;
766;Total property tax;Beekdaelen;2015;;
767;Total property tax;Beekdaelen;2016;;
768;Total property tax;Beekdaelen;2017;;
769;Total property tax;Beekdaelen;2018;;
770;Total property tax;Beekdaelen;2019;7059.0;198.0
771;Total property tax;Beekdaelen;2020;7251.0;202.0
772;Total property tax;Beekdaelen;2021;7354.0;204.0
773;Total property tax;Beekdaelen;2022;7583.0;211.0
774;Total property tax;Beekdaelen;2023;7773.0;216.0
775;Total property tax;Beekdaelen;2024;8015.0;223.0
776;Total property tax;Beekdaelen;2025;8563.0;239.0
777;Total property tax;Beemster;2005;1528.0;179.0
778;Total property tax;Beemster;2006;1658.0;195.0
779;Total property tax;Beemster;2007;1053.0;125.0
780;Total property tax;Beemster;2008;1108.0;131.0
781;Total property tax;Beemster;2009;1154.0;134.0
782;Total property tax;Beemster;2010;1199.0;139.0
783;Total property tax;Beemster;2011;1250.0;146.0
784;Total property tax;Beemster;2012;1353.0;155.0
785;Total property tax;Beemster;2013;1411.0;161.0
786;Total property tax;Beemster;2014;1460.0;164.0
787;Total property tax;Beemster;2015;1512.0;170.0
788;Total property tax;Beemster;2016;1581.0;176.0
789;Total property tax;Beemster;2017;1729.0;188.0
790;Total property tax;Beemster;2018;2102.0;220.0
791;Total property tax;Beemster;2019;2168.0;222.0
792;Total property tax;Beemster;2020;2465.0;246.0
793;Total property tax;Beemster;2021;2906.0;288.0
794;Total property tax;Beemster;2022;;
795;Total property tax;Beemster;2023;;
796;Total property tax;Beemster;2024;;
797;Total property tax;Beemster;2025;;
798;Total property tax;Beesel;2005;1568.0;117.0
799;Total property tax;Beesel;2006;1059.0;78.0
800;Total property tax;Beesel;2007;1031.0;75.0
801;Total property tax;Beesel;2008;1069.0;78.0
802;Total property tax;Beesel;2009;1119.0;81.0
803;Total property tax;Beesel;2010;1187.0;85.0
804;Total property tax;Beesel;2011;1322.0;96.0
805;Total property tax;Beesel;2012;1462.0;106.0
806;Total property tax;Beesel;2013;1612.0;118.0
807;Total property tax;Beesel;2014;1686.0;124.0
808;Total property tax;Beesel;2015;1803.0;133.0
809;Total property tax;Beesel;2016;1873.0;140.0
810;Total property tax;Beesel;2017;2224.0;166.0
811;Total property tax;Beesel;2018;2224.0;165.0
812;Total property tax;Beesel;2019;2224.0;164.0
813;Total property tax;Beesel;2020;3281.0;243.0
814;Total property tax;Beesel;2021;3394.0;252.0
815;Total property tax;Beesel;2022;3734.0;278.0
816;Total property tax;Beesel;2023;3839.0;285.0
817;Total property tax;Beesel;2024;3947.0;295.0
818;Total property tax;Beesel;2025;4115.0;304.0
819;Total property tax;Bellingwedde;2005;1500.0;155.0
820;Total property tax;Bellingwedde;2006;968.0;99.0
821;Total property tax;Bellingwedde;2007;975.0;102.0
822;Total property tax;Bellingwedde;2008;1019.0;107.0
823;Total property tax;Bellingwedde;2009;1048.0;113.0
824;Total property tax;Bellingwedde;2010;1064.0;115.0
825;Total property tax;Bellingwedde;2011;1107.0;118.0
826;Total property tax;Bellingwedde;2012;1246.0;134.0
827;Total property tax;Bellingwedde;2013;1470.0;163.0
828;Total property tax;Bellingwedde;2014;1520.0;170.0
829;Total property tax;Bellingwedde;2015;1543.0;169.0
830;Total property tax;Bellingwedde;2016;1566.0;175.0
831;Total property tax;Bellingwedde;2017;1566.0;176.0
832;Total property tax;Bellingwedde;2018;;
833;Total property tax;Bellingwedde;2019;;
834;Total property tax;Bellingwedde;2020;;
835;Total property tax;Bellingwedde;2021;;
836;Total property tax;Bellingwedde;2022;;
837;Total property tax;Bellingwedde;2023;;
838;Total property tax;Bellingwedde;2024;;
839;Total property tax;Bellingwedde;2025;;
840;Total property tax;Bennebroek;2005;1167.0;226.0
841;Total property tax;Bennebroek;2006;797.0;155.0
842;Total property tax;Bennebroek;2007;815.0;158.0
843;Total property tax;Bennebroek;2008;834.0;163.0
844;Total property tax;Bennebroek;2009;;
845;Total property tax;Bennebroek;2010;;
846;Total property tax;Bennebroek;2011;;
847;Total property tax;Bennebroek;2012;;
848;Total property tax;Bennebroek;2013;;
849;Total property tax;Bennebroek;2014;;
850;Total property tax;Bennebroek;2015;;
851;Total property tax;Bennebroek;2016;;
852;Total property tax;Bennebroek;2017;;
853;Total property tax;Bennebroek;2018;;
854;Total property tax;Bennebroek;2019;;
855;Total property tax;Bennebroek;2020;;
856;Total property tax;Bennebroek;2021;;
857;Total property tax;Bennebroek;2022;;
858;Total property tax;Bennebroek;2023;;
859;Total property tax;Bennebroek;2024;;
860;Total property tax;Bennebroek;2025;;
861;Total property tax;Berg en Dal;2005;;
862;Total property tax;Berg en Dal;2006;;
863;Total property tax;Berg en Dal;2007;;
864;Total property tax;Berg en Dal;2008;;
865;Total property tax;Berg en Dal;2009;;
866;Total property tax;Berg en Dal;2010;;
867;Total property tax;Berg en Dal;2011;;
868;Total property tax;Berg en Dal;2012;;
869;Total property tax;Berg en Dal;2013;;
870;Total property tax;Berg en Dal;2014;;
871;Total property tax;Berg en Dal;2015;;
872;Total property tax;Berg en Dal;2016;4951.0;143.0
873;Total property tax;Berg en Dal;2017;5067.0;146.0
874;Total property tax;Berg en Dal;2018;5144.0;148.0
875;Total property tax;Berg en Dal;2019;5260.0;151.0
876;Total property tax;Berg en Dal;2020;5341.0;153.0
877;Total property tax;Berg en Dal;2021;5914.0;169.0
878;Total property tax;Berg en Dal;2022;6250.0;179.0
879;Total property tax;Berg en Dal;2023;6462.0;182.0
880;Total property tax;Berg en Dal;2024;6871.0;194.0
881;Total property tax;Berg en Dal;2025;7273.0;205.0
882;Total property tax;Bergambacht;2005;2320.0;250.0
883;Total property tax;Bergambacht;2006;1680.0;180.0
884;Total property tax;Bergambacht;2007;1690.0;178.0
885;Total property tax;Bergambacht;2008;1744.0;183.0
886;Total property tax;Bergambacht;2009;1872.0;194.0
887;Total property tax;Bergambacht;2010;1976.0;203.0
888;Total property tax;Bergambacht;2011;2032.0;208.0
889;Total property tax;Bergambacht;2012;2112.0;213.0
890;Total property tax;Bergambacht;2013;2219.0;224.0
891;Total property tax;Bergambacht;2014;2288.0;230.0
892;Total property tax;Bergambacht;2015;;
893;Total property tax;Bergambacht;2016;;
894;Total property tax;Bergambacht;2017;;
895;Total property tax;Bergambacht;2018;;
896;Total property tax;Bergambacht;2019;;
897;Total property tax;Bergambacht;2020;;
898;Total property tax;Bergambacht;2021;;
899;Total property tax;Bergambacht;2022;;
900;Total property tax;Bergambacht;2023;;
901;Total property tax;Bergambacht;2024;;
902;Total property tax;Bergambacht;2025;;
903;Total property tax;Bergeijk;2005;3172.0;175.0
904;Total property tax;Bergeijk;2006;2287.0;126.0
905;Total property tax;Bergeijk;2007;2237.0;124.0
906;Total property tax;Bergeijk;2008;2580.0;143.0
907;Total property tax;Bergeijk;2009;2797.0;155.0
908;Total property tax;Bergeijk;2010;2910.0;161.0
909;Total property tax;Bergeijk;2011;2958.0;164.0
910;Total property tax;Bergeijk;2012;3018.0;166.0
911;Total property tax;Bergeijk;2013;3176.0;175.0
912;Total property tax;Bergeijk;2014;3266.0;179.0
913;Total property tax;Bergeijk;2015;3375.0;185.0
914;Total property tax;Bergeijk;2016;3460.0;190.0
915;Total property tax;Bergeijk;2017;3530.0;192.0
916;Total property tax;Bergeijk;2018;3530.0;192.0
917;Total property tax;Bergeijk;2019;3601.0;195.0
918;Total property tax;Bergeijk;2020;3710.0;199.0
919;Total property tax;Bergeijk;2021;3807.0;203.0
920;Total property tax;Bergeijk;2022;3893.0;206.0
921;Total property tax;Bergeijk;2023;3938.0;206.0
922;Total property tax;Bergeijk;2024;4338.0;226.0
923;Total property tax;Bergeijk;2025;4448.0;231.0
924;Total property tax;Bergen (L.);2005;2138.0;157.0
925;Total property tax;Bergen (L.);2006;1383.0;102.0
926;Total property tax;Bergen (L.);2007;1430.0;105.0
927;Total property tax;Bergen (L.);2008;1466.0;109.0
