ID;Logiesvormen;WoonlandVanGasten;RegioS;Perioden;Gasten_1;Overnachtingen_2
325;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2018 januari;211;582
326;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2018 februari;210;561
327;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2018 maart;285;755
328;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2018 1e kwartaal;706;1897
329;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2018 april;387;1063
330;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2018 mei;520;1675
331;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2018 juni;482;1529
332;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2018 2e kwartaal;1390;4267
333;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2018 juli;521;2067
334;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2018 augustus;609;2731
335;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2018 september;436;1370
336;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2018 3e kwartaal;1566;6168
337;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2018 oktober;429;1249
338;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2018 november;278;706
339;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2018 december;242;650
340;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2018 4e kwartaal;949;2604
341;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2018;4611;14936
342;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2019 januari;208;572
343;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2019 februari;219;567
344;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2019 maart;276;736
345;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2019 1e kwartaal;702;1875
346;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2019 april;419;1292
347;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2019 mei;421;1255
348;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2019 juni;554;1804
349;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2019 2e kwartaal;1394;4351
350;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2019 juli;515;2097
351;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2019 augustus;588;2790
352;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2019 september;443;1436
353;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2019 3e kwartaal;1547;6323
354;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2019 oktober;383;1228
355;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2019 november;275;736
356;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2019 december;239;644
357;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2019 4e kwartaal;896;2608
358;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2019;4539;15157
359;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2020 januari;217;605
360;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2020 februari;250;684
361;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2020 maart;141;412
362;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2020 1e kwartaal;607;1701
363;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2020 april;50;186
364;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2020 mei;138;468
365;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2020 juni;358;1224
366;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2020 2e kwartaal;546;1879
367;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2020 juli;593;2697
368;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2020 augustus;691;3297
369;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2020 september;457;1632
370;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2020 3e kwartaal;1741;7627
371;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2020 oktober;311;1069
372;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2020 november;161;463
373;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2020 december;142;452
374;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2020 4e kwartaal;614;1984
375;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2020;3509;13191
376;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2021 januari;76;272
377;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2021 februari;144;475
378;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2021 maart;138;431
379;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2021 1e kwartaal;358;1178
380;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2021 april;232;755
381;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2021 mei;436;1574
382;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2021 juni;440;1582
383;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2021 2e kwartaal;1109;3910
384;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2021 juli;552;2406
385;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2021 augustus;661;3180
386;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2021 september;463;1561
387;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2021 3e kwartaal;1676;7147
388;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2021 oktober;395;1236
389;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2021 november;262;747
390;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2021 december;149;464
391;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2021 4e kwartaal;806;2448
392;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2021;3949;14683
393;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2022 januari;143;471
394;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2022 februari;199;570
395;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2022 maart;288;775
396;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2022 1e kwartaal;630;1816
397;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2022 april;420;1301
398;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2022 mei;540;1696
399;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2022 juni;548;1745
400;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2022 2e kwartaal;1508;4741
401;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2022 juli;580;2415
402;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2022 augustus;677;3016
403;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2022 september;493;1586
404;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2022 3e kwartaal;1751;7018
405;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2022 oktober;465;1397
406;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2022 november;301;783
407;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2022 december;261;686
408;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2022 4e kwartaal;1027;2866
409;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2022;4915;16442
410;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2023 januari;239;672
411;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2023 februari;235;617
412;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2023 maart;312;846
413;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2023 1e kwartaal;786;2135
414;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2023 april;411;1209
415;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2023 mei;536;1816
416;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2023 juni;503;1670
417;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2023 2e kwartaal;1450;4695
418;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2023 juli;561;2473
419;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2023 augustus;592;2875
420;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2023 september;478;1516
421;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2023 3e kwartaal;1630;6864
422;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2023 oktober;429;1357
423;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2023 november;287;745
424;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2023 december;250;695
425;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2023 4e kwartaal;966;2798
426;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2023;4832;16491
427;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2024 januari;274;739
428;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2024 februari;278;745
429;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2024 maart;338;935
430;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2024 1e kwartaal;889;2419
431;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2024 april;386;1069
432;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2024 mei;598;1981
433;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2024 juni;524;1732
434;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2024 2e kwartaal;1507;4782
435;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2024 juli;581;2448
436;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2024 augustus;675;2897
437;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2024 september;519;1616
438;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2024 3e kwartaal;1773;6948
439;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2024 oktober;414;1235
440;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2024 november;276;729
441;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2024 december;280;737
442;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2024 4e kwartaal;970;2700
443;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2024;5145;16861
444;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2025 januari;248;678
445;Totaal logiesaccommodaties;Totaal landen;Noord-Nederland (LD);2025 februari;258;689
446;Totaal logiesaccommodaties;Totaal landen;Oost-Nederland (LD);2012 januari;280;648
447;Totaal logiesaccommodaties;Totaal landen;Oost-Nederland (LD);2012 februari;299;704
448;Totaal logiesaccommodaties;Totaal landen;Oost-Nederland (LD);2012 maart;349;804
449;Totaal logiesaccommodaties;Totaal landen;Oost-Nederland (LD);2012 1e kwartaal;928;2156
450;Totaal logiesaccommodaties;Totaal landen;Oost-Nederland (LD);2012 april;527;1462
451;Totaal logiesaccommodaties;Totaal landen;Oost-Nederland (LD);2012 mei;674;2181
452;Totaal logiesaccommodaties;Totaal landen;Oost-Nederland (LD);2012 juni;580;1854
453;Totaal logiesaccommodaties;Totaal landen;Oost-Nederland (LD);2012 2e kwartaal;1782;5498
454;Totaal logiesaccommodaties;Totaal landen;Oost-Nederland (LD);2012 juli;627;2679
455;Totaal logiesaccommodaties;Totaal landen;Oost-Nederland (LD);2012 augustus;700;3072
456;Totaal logiesaccommodaties;Totaal landen;Oost-Nederland (LD);2012 september;533;1621
457;Totaal logiesaccommodaties;Totaal landen;Oost-Nederland (LD);2012 3e kwartaal;1860;7373
458;Totaal logiesaccommodaties;Totaal landen;Oost-Nederland (LD);2012 oktober;509;1443
459;Totaal logiesaccommodaties;Totaal landen;Oost-Nederland (LD);2012 november;336;768
460;Totaal logiesaccommodaties;Totaal landen;Oost-Nederland (LD);2012 december;290;741
461;Totaal logiesaccommodaties;Totaal landen;Oost-Nederland (LD);2012 4e kwartaal;1135;2952
462;Totaal logiesaccommodaties;Totaal landen;Oost-Nederland (LD);2012;5704;17979
463;Totaal logiesaccommodaties;Totaal landen;Oost-Nederland (LD);2013 januari;242;612
464;Totaal logiesaccommodaties;Totaal landen;Oost-Nederland (LD);2013 februari;276;684
465;Totaal logiesaccommodaties;Totaal landen;Oost-Nederland (LD);2013 maart;330;804
466;Totaal logiesaccommodaties;Totaal landen;Oost-Nederland (LD);2013 1e kwartaal;848;2099
467;Totaal logiesaccommodaties;Totaal landen;Oost-Nederland (LD);2013 april;465;1328
468;Totaal logiesaccommodaties;Totaal landen;Oost-Nederland (LD);2013 mei;705;2361
469;Totaal logiesaccommodaties;Totaal landen;Oost-Nederland (LD);2013 juni;565;1933
470;Totaal logiesaccommodaties;Totaal landen;Oost-Nederland (LD);2013 2e kwartaal;1735;5623
471;Totaal logiesaccommodaties;Totaal landen;Oost-Nederland (LD);2013 juli;622;2665
472;Totaal logiesaccommodaties;Totaal landen;Oost-Nederland (LD);2013 augustus;705;3319
473;Totaal logiesaccommodaties;Totaal landen;Oost-Nederland (LD);2013 september;514;1716
474;Totaal logiesaccommodaties;Totaal landen;Oost-Nederland (LD);2013 3e kwartaal;1841;7701
475;Totaal logiesaccommodaties;Totaal landen;Oost-Nederland (LD);2013 oktober;492;1433
476;Totaal logiesaccommodaties;Totaal landen;Oost-Nederland (LD);2013 november;339;800
477;Totaal logiesaccommodaties;Totaal landen;Oost-Nederland (LD);2013 december;299;767
478;Totaal logiesaccommodaties;Totaal landen;Oost-Nederland (LD);2013 4e kwartaal;1129;3000
479;Totaal logiesaccommodaties;Totaal landen;Oost-Nederland (LD);2013;5553;18423
480;Totaal logiesaccommodaties;Totaal landen;Oost-Nederland (LD);2014 januari;257;634
481;Totaal logiesaccommodaties;Totaal landen;Oost-Nederland (LD);2014 februari;264;650
482;Totaal logiesaccommodaties;Totaal landen;Oost-Nederland (LD);2014 maart;337;789
483;Totaal logiesaccommodaties;Totaal landen;Oost-Nederland (LD);2014 1e kwartaal;858;2073
484;Totaal logiesaccommodaties;Totaal landen;Oost-Nederland (LD);2014 april;492;1419
485;Totaal logiesaccommodaties;Totaal landen;Oost-Nederland (LD);2014 mei;623;1938
486;Totaal logiesaccommodaties;Totaal landen;Oost-Nederland (LD);2014 juni;678;2384
487;Totaal logiesaccommodaties;Totaal landen;Oost-Nederland (LD);2014 2e kwartaal;1793;5740
488;Totaal logiesaccommodaties;Totaal landen;Oost-Nederland (LD);2014 juli;629;2755
489;Totaal logiesaccommodaties;Totaal landen;Oost-Nederland (LD);2014 augustus;727;3422
490;Totaal logiesaccommodaties;Totaal landen;Oost-Nederland (LD);2014 september;549;1771
491;Totaal logiesaccommodaties;Totaal landen;Oost-Nederland (LD);2014 3e kwartaal;1904;7949
492;Totaal logiesaccommodaties;Totaal landen;Oost-Nederland (LD);2014 oktober;526;1424
493;Totaal logiesaccommodaties;Totaal landen;Oost-Nederland (LD);2014 november;348;815
494;Totaal logiesaccommodaties;Totaal landen;Oost-Nederland (LD);2014 december;310;787
495;Totaal logiesaccommodaties;Totaal landen;Oost-Nederland (LD);2014 4e kwartaal;1184;3025
496;Totaal logiesaccommodaties;Totaal landen;Oost-Nederland (LD);2014;5739;18787
497;Totaal logiesaccommodaties;Totaal landen;Oost-Nederland (LD);2015 januari;274;648
498;Totaal logiesaccommodaties;Totaal landen;Oost-Nederland (LD);2015 februari;320;768
499;Totaal logiesaccommodaties;Totaal landen;Oost-Nederland (LD);2015 maart;346;797
500;Totaal logiesaccommodaties;Totaal landen;Oost-Nederland (LD);2015 1e kwartaal;940;2213
501;Totaal logiesaccommodaties;Totaal landen;Oost-Nederland (LD);2015 april;527;1396
502;Totaal logiesaccommodaties;Totaal landen;Oost-Nederland (LD);2015 mei;749;2509
503;Totaal logiesaccommodaties;Totaal landen;Oost-Nederland (LD);2015 juni;609;2009
504;Totaal logiesaccommodaties;Totaal landen;Oost-Nederland (LD);2015 2e kwartaal;1885;5914
505;Totaal logiesaccommodaties;Totaal landen;Oost-Nederland (LD);2015 juli;729;3176
506;Totaal logiesaccommodaties;Totaal landen;Oost-Nederland (LD);2015 augustus;782;3487
507;Totaal logiesaccommodaties;Totaal landen;Oost-Nederland (LD);2015 september;565;1762
508;Totaal logiesaccommodaties;Totaal landen;Oost-Nederland (LD);2015 3e kwartaal;2076;8425
509;Totaal logiesaccommodaties;Totaal landen;Oost-Nederland (LD);2015 oktober;593;1646
510;Totaal logiesaccommodaties;Totaal landen;Oost-Nederland (LD);2015 november;400;916
511;Totaal logiesaccommodaties;Totaal landen;Oost-Nederland (LD);2015 december;344;883
512;Totaal logiesaccommodaties;Totaal landen;Oost-Nederland (LD);2015 4e kwartaal;1337;3445
513;Totaal logiesaccommodaties;Totaal landen;Oost-Nederland (LD);2015;6237;19998
514;Totaal logiesaccommodaties;Totaal landen;Oost-Nederland (LD);2016 januari;295;716
515;Totaal logiesaccommodaties;Totaal landen;Oost-Nederland (LD);2016 februari;360;813
516;Totaal logiesaccommodaties;Totaal landen;Oost-Nederland (LD);2016 maart;402;955
517;Totaal logiesaccommodaties;Totaal landen;Oost-Nederland (LD);2016 1e kwartaal;1057;2484
518;Totaal logiesaccommodaties;Totaal landen;Oost-Nederland (LD);2016 april;517;1354
519;Totaal logiesaccommodaties;Totaal landen;Oost-Nederland (LD);2016 mei;780;2292
520;Totaal logiesaccommodaties;Totaal landen;Oost-Nederland (LD);2016 juni;604;1834
521;Totaal logiesaccommodaties;Totaal landen;Oost-Nederland (LD);2016 2e kwartaal;1901;5481
522;Totaal logiesaccommodaties;Totaal landen;Oost-Nederland (LD);2016 juli;720;2869
523;Totaal logiesaccommodaties;Totaal landen;Oost-Nederland (LD);2016 augustus;816;3503
524;Totaal logiesaccommodaties;Totaal landen;Oost-Nederland (LD);2016 september;617;1884
525;Totaal logiesaccommodaties;Totaal landen;Oost-Nederland (LD);2016 3e kwartaal;2153;8256
526;Totaal logiesaccommodaties;Totaal landen;Oost-Nederland (LD);2016 oktober;624;1687
527;Totaal logiesaccommodaties;Totaal landen;Oost-Nederland (LD);2016 november;377;845
528;Totaal logiesaccommodaties;Totaal landen;Oost-Nederland (LD);2016 december;342;846
529;Totaal logiesaccommodaties;Totaal landen;Oost-Nederland (LD);2016 4e kwartaal;1343;3379
530;Totaal logiesaccommodaties;Totaal landen;Oost-Nederland (LD);2016;6454;19599
531;Totaal logiesaccommodaties;Totaal landen;Oost-Nederland (LD);2017 januari;333;786
532;Totaal logiesaccommodaties;Totaal landen;Oost-Nederland (LD);2017 februari;335;787
533;Totaal logiesaccommodaties;Totaal landen;Oost-Nederland (LD);2017 maart;405;927
534;Totaal logiesaccommodaties;Totaal landen;Oost-Nederland (LD);2017 1e kwartaal;1072;2500
535;Totaal logiesaccommodaties;Totaal landen;Oost-Nederland (LD);2017 april;634;1792
536;Totaal logiesaccommodaties;Totaal landen;Oost-Nederland (LD);2017 mei;734;2136
