ID;Geslacht;Leeftijd;Herkomstgroepering;MateVanArbeidsongeschiktheid;DiagnoseArbeidsongeschiktheid;Perioden;TotaalArbeidsongeschiktheidsuitkeringen_1;WAOUitkeringen_2;WAZUitkeringen_3;WajongUitkeringen_4;IVAUitkeringen_5;WGAUitkeringen_6
161;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;2;2011 juni;383280;177700;6070;156250;4980;38280
162;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;2;2011 juli;383930;176460;6000;157240;5110;39120
163;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;2;2011 augustus;384680;175460;5940;158120;5210;39950
164;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;2;2011 september;385280;174430;5870;158870;5320;40790
165;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;2;2011 oktober;386350;173530;5820;159760;5480;41780
166;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;2;2011 november;386600;172590;5750;160320;5550;42400
167;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;2;2011 december;388540;171520;5680;161240;5960;44130
168;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;2;2012 januari;388760;169970;5600;162100;6120;44970
169;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;2;2012 februari;389360;168920;5540;162970;6260;45670
170;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;2;2012 maart;389920;167870;5480;163860;6410;46300
171;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;2;2012 april;390470;166740;5400;164830;6570;46940
172;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;2;2012 mei;390790;165700;5340;165650;6690;47410
173;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;2;2012 juni;391020;165650;5340;165750;6740;47540
174;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;2;2012 juli;391510;164430;5280;166650;6850;48300
175;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;2;2012 augustus;392120;163410;5230;167610;6990;48900
176;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;2;2012 september;392740;162470;5170;168400;7090;49610
177;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;2;2012 oktober;393670;161510;5110;169350;7230;50470
178;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;2;2012 november;394280;160580;5060;170170;7360;51120
179;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;2;2012 december;394630;159650;5010;170840;7440;51690
180;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;2;2013 januari;396640;159450;5000;171920;7610;52660
181;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;2;2013 februari;397250;158480;4930;172780;7740;53320
182;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;2;2013 maart;397850;157500;4870;173620;7870;53980
183;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;2;2013 april;398250;156480;4820;174450;8020;54490
184;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;2;2013 mei;398950;155510;4760;175410;8190;55080
185;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;2;2013 juni;399510;154520;4710;176380;8310;55600
186;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;2;2013 juli;400440;153600;4660;177450;8480;56260
187;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;2;2013 augustus;400960;152520;4580;178370;8610;56880
188;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;2;2013 september;401860;151650;4550;179320;8760;57570
189;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;2;2013 oktober;402920;150790;4500;180480;8940;58200
190;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;2;2013 november;403740;149990;4460;181350;9210;58740
191;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;2;2013 december;404300;149200;4420;182080;9350;59240
192;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;2;2014 januari;406200;149070;4420;183100;9670;59940
193;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;2;2014 februari;406830;148270;4370;183890;9840;60460
194;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;2;2014 maart;407620;147390;4330;184850;10040;61010
195;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;2;2014 april;408310;146600;4290;185660;10280;61480
196;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;2;2014 mei;408920;145680;4240;186610;10460;61930
197;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;2;2014 juni;409470;144810;4200;187520;10630;62310
198;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;2;2014 juli;409750;143850;4160;188280;10830;62630
199;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;2;2014 augustus;410390;143040;4120;188740;10980;63520
200;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;2;2014 september;411360;142100;4080;190020;11110;64060
201;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;2;2014 oktober;412170;141210;4050;190910;11330;64670
202;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;2;2014 november;412920;140380;4010;191750;11550;65230
203;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;2;2014 december;413960;139630;3980;192830;11670;65850
204;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;2;2015 januari;415540;139470;3970;193310;12020;66780
205;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;2;2015 februari;415380;138720;3940;193300;12290;67140
206;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;2;2015 maart;415010;137900;3890;193090;12560;67560
207;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;2;2015 april;414510;137030;3840;192880;12790;67970
208;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;2;2015 mei;414010;136190;3800;192730;12980;68310
209;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;2;2015 juni;413580;135360;3750;192520;13250;68690
210;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;2;2015 juli;413260;134520;3710;192310;13550;69150
211;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;2;2015 augustus;412750;133650;3680;192090;13720;69600
212;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;2;2015 september;412400;132810;3650;191820;13960;70150
213;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;2;2015 oktober;412070;131890;3620;191600;14220;70740
214;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;2;2015 november;411820;131090;3570;191410;14450;71290
215;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;2;2015 december;411390;130340;3530;191240;14570;71700
216;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;3;2010 januari;207800;167970;14180;5000;3920;16730
217;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;3;2010 februari;207110;166870;14030;5000;4090;17120
218;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;3;2010 maart;206370;165700;13890;4990;4220;17560
219;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;3;2010 april;205420;164320;13740;4980;4390;17990
220;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;3;2010 mei;204790;163360;13590;5010;4500;18340
221;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;3;2010 juni;204260;162250;13460;5030;4640;18880
222;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;3;2010 juli;203060;160130;13340;5520;4820;19260
223;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;3;2010 augustus;202590;159230;13220;5530;4950;19660
224;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;3;2010 september;202280;158360;13120;5540;5140;20130
225;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;3;2010 oktober;202270;157600;13030;5580;5390;20680
226;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;3;2010 november;201870;156630;12920;5620;5530;21170
227;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;3;2010 december;201600;155740;12800;5660;5710;21680
228;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;3;2011 januari;201110;154680;12660;5700;5910;22160
229;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;3;2011 februari;200480;153480;12520;5720;6080;22670
230;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;3;2011 maart;199560;152160;12330;5730;6240;23100
231;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;3;2011 april;198660;150800;12150;5750;6410;23550
232;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;3;2011 mei;197740;149390;11960;5780;6600;24020
233;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;3;2011 juni;196700;147950;11770;5800;6730;24450
234;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;3;2011 juli;195750;146630;11610;5810;6890;24810
235;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;3;2011 augustus;194970;145460;11460;5830;7020;25190
236;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;3;2011 september;194330;144300;11320;5850;7160;25710
237;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;3;2011 oktober;193860;143240;11180;5870;7350;26220
238;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;3;2011 november;193230;142190;11060;5880;7480;26620
239;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;3;2011 december;192240;141020;10930;5900;7670;26720
240;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;3;2012 januari;190910;139270;10680;5920;7860;27180
241;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;3;2012 februari;190130;138050;10530;5950;8020;27600
242;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;3;2012 maart;189350;136850;10390;5970;8160;27980
243;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;3;2012 april;188510;135590;10270;5990;8310;28360
244;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;3;2012 mei;187720;134460;10130;6010;8440;28680
245;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;3;2012 juni;187800;134430;10130;6010;8490;28750
246;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;3;2012 juli;186740;133110;9980;6020;8640;28990
247;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;3;2012 augustus;186040;132010;9870;6040;8790;29340
248;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;3;2012 september;185420;130900;9720;6070;8930;29790
249;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;3;2012 oktober;184890;129800;9620;6110;9080;30290
250;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;3;2012 november;184390;128760;9510;6130;9240;30740
251;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;3;2012 december;183720;127710;9420;6150;9340;31100
252;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;3;2013 januari;184380;127550;9400;6190;9590;31650
253;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;3;2013 februari;183660;126420;9290;6220;9710;32010
254;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;3;2013 maart;183120;125440;9180;6240;9870;32400
255;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;3;2013 april;182400;124280;9050;6250;10040;32790
256;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;3;2013 mei;181730;123210;8930;6290;10180;33130
257;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;3;2013 juni;181010;122160;8810;6320;10330;33390
258;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;3;2013 juli;180400;121220;8700;6350;10470;33670
259;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;3;2013 augustus;179580;120080;8580;6360;10560;34000
260;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;3;2013 september;179120;119120;8470;6390;10720;34430
261;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;3;2013 oktober;178740;118180;8350;6420;10940;34850
262;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;3;2013 november;178290;117270;8250;6450;11160;35160
263;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;3;2013 december;177880;116430;8160;6480;11300;35510
264;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;3;2014 januari;178410;116290;8150;6520;11640;35810
265;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;3;2014 februari;177840;115340;8040;6540;11870;36060
266;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;3;2014 maart;177270;114290;7930;6580;12070;36390
267;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;3;2014 april;176810;113380;7840;6610;12310;36670
268;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;3;2014 mei;176120;112400;7740;6640;12480;36870
269;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;3;2014 juni;175610;111490;7640;6690;12670;37130
270;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;3;2014 juli;174830;110530;7550;6710;12860;37180
271;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;3;2014 augustus;174630;109660;7450;6720;13040;37760
272;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;3;2014 september;173940;108620;7360;6760;13180;38020
273;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;3;2014 oktober;173450;107670;7270;6790;13380;38330
274;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;3;2014 november;172970;106780;7200;6810;13580;38610
275;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;3;2014 december;172440;105940;7130;6830;13700;38850
276;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;3;2015 januari;172920;105840;7120;6850;14030;39070
277;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;3;2015 februari;172420;105030;7060;6850;14300;39180
278;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;3;2015 maart;171970;104180;6980;6850;14630;39320
279;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;3;2015 april;171260;103270;6900;6840;14850;39400
280;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Totaal mate van arbeidsongeschiktheid;3;2015 mei;170620;102420;6850;6820;15030;39510
