ID;BedrijfstakkenBranchesSBI2008;Marges;Perioden;RegelmatigVeelKrachtZetten_1;RegelmatigHardPraten_2;RegelmatigTeMakenMetTrillingen_3;GevaarlijkWerkTot2018_4;GevaarlijkWerkVanaf2018_5;Vallen_6;Struikelen_7;Bekneld_8;Snijden_9;Botsen_10;GevaarlijkeStoffen_11;Geweld_12;Verbranden_13;Verstikking_14;Anders_15;WaterigeOplossingen_16;StoffenOpHuid_17;AdemtStoffenIn_18;BesmettePersonen_19;WerktMetOfDichtbijOngezondeStoffen_20;Besmettingskans_21;BesmettingskansViaPatienten_22;BesmettingskansViaAndereMensen_23;BesmettingskansViaDieren_24;BesmettingskansViaWater_25;BesmettingskansViaOnderzoeksmateriaal_26;BesmettingskansViaAnderMateriaal_27;InOngemakkelijkeWerkhoudingWerken_28;TijdensWerkRepeterendeBewegingMaken_29;UurPerDagAanBeeldschermVoorWerk_30
526;27 Elektrische apparatenindustrie;Bovengrens 95%-interval;2023;19.3;10.0;10.3;;13.8;2.8;5.4;3.8;6.2;5.5;3.1;;4.8;;4.5;;;;;11.6;29.8;;28.1;2.4;3.2;;2.2;6.8;29.3;5.5
527;27 Elektrische apparatenindustrie;Bovengrens 95%-interval;2024;13.6;12.6;13.3;;18.6;5.0;6.8;3.6;6.1;9.2;5.6;;8.6;;5.1;;;;;16.2;26.5;;23.5;2.4;5.7;4.4;4.0;9.8;28.6;5.8
528;28 Machine-industrie;Waarde;2014;20.2;15.6;12.6;4.4;;;;;;;;;;;;14.7;11.4;13.4;0.8;;;;;;;;;8.6;31.3;4.7
529;28 Machine-industrie;Waarde;2015;17.3;10.7;13.1;4.7;;;;;;;;;;;;8.5;6.7;10.9;1.6;;;;;;;;;7.2;31.5;4.6
530;28 Machine-industrie;Waarde;2016;22.6;13.1;15.4;4.0;;;;;;;;;;;;8.5;9.9;15.8;0.9;;;;;;;;;12.4;32.3;4.6
531;28 Machine-industrie;Waarde;2017;19.1;14.0;14.9;3.8;;;;;;;;;;;;9.6;10.6;16.0;2.1;;;;;;;;;9.7;27.7;4.7
532;28 Machine-industrie;Waarde;2018;16.2;11.4;12.4;;15.9;3.5;7.7;3.8;7.4;3.4;2.6;0.0;3.7;0.6;3.8;8.4;9.0;14.0;2.2;;;;;;;;;11.7;29.2;4.8
533;28 Machine-industrie;Waarde;2019;15.1;11.9;12.6;;16.3;1.9;5.4;4.3;8.6;3.0;2.8;0.2;3.8;0.6;3.8;11.4;11.0;17.0;2.1;;;;;;;;;9.9;28.4;5.0
534;28 Machine-industrie;Waarde;2020;19.0;13.1;12.8;;14.7;3.0;6.1;4.0;8.0;2.1;1.6;0.0;3.9;0.1;2.4;9.6;6.7;11.8;2.6;;;;;;;;;8.9;26.4;4.9
535;28 Machine-industrie;Waarde;2021;16.2;11.7;9.4;;13.7;3.1;7.4;2.8;6.4;2.9;0.5;0.0;3.9;1.3;2.6;10.9;10.8;13.4;5.4;;;;;;;;;9.1;22.3;5.4
536;28 Machine-industrie;Waarde;2022;19.8;11.5;11.5;;14.7;2.5;7.0;3.2;7.4;3.7;2.2;0.0;2.1;0.3;2.5;;;;;7.6;33.1;0.5;28.9;2.0;1.5;0.2;3.1;8.9;20.7;5.3
537;28 Machine-industrie;Waarde;2023;16.4;9.7;12.0;;12.8;2.0;4.7;2.8;6.4;2.9;1.7;0.0;2.1;0.2;2.0;;;;;7.0;28.1;0.3;25.3;1.0;1.2;0.7;1.5;8.0;22.0;5.4
538;28 Machine-industrie;Waarde;2024;14.2;9.0;10.9;;13.1;2.8;5.5;3.7;6.9;2.8;2.6;0.4;2.2;1.0;1.3;;;;;7.4;23.4;0.2;19.6;2.6;1.2;0.2;3.1;7.7;20.5;5.5
539;28 Machine-industrie;Ondergrens 95%-interval;2014;16.1;11.9;9.3;2.4;;;;;;;;;;;;11.0;8.3;10.0;0.2;;;;;;;;;6.0;26.7;4.4
540;28 Machine-industrie;Ondergrens 95%-interval;2015;13.7;7.9;10.1;3.0;;;;;;;;;;;;6.1;4.6;8.2;0.8;;;;;;;;;5.0;27.1;4.3
541;28 Machine-industrie;Ondergrens 95%-interval;2016;18.9;10.3;12.2;2.5;;;;;;;;;;;;6.2;7.4;12.7;0.4;;;;;;;;;9.6;28.1;4.3
542;28 Machine-industrie;Ondergrens 95%-interval;2017;15.5;11.1;11.7;2.1;;;;;;;;;;;;7.1;7.9;12.7;1.1;;;;;;;;;7.2;23.7;4.4
543;28 Machine-industrie;Ondergrens 95%-interval;2018;13.4;9.0;9.8;;13.1;2.1;5.7;2.5;5.5;2.1;1.6;0.0;2.4;0.2;2.5;6.3;6.9;11.4;1.2;;;;;;;;;9.2;25.8;4.5
544;28 Machine-industrie;Ondergrens 95%-interval;2019;12.4;9.5;10.0;;13.4;1.1;3.8;2.9;6.5;1.8;1.7;0.0;2.5;0.2;2.5;8.9;8.6;14.1;1.1;;;;;;;;;7.7;24.9;4.8
545;28 Machine-industrie;Ondergrens 95%-interval;2020;15.8;10.4;10.1;;11.8;1.9;4.3;2.6;5.9;1.1;0.8;0.0;2.5;0.0;1.4;7.4;4.9;9.3;1.5;;;;;;;;;6.8;22.8;4.6
546;28 Machine-industrie;Ondergrens 95%-interval;2021;13.0;9.0;7.0;;10.8;1.9;5.2;1.6;4.4;1.8;0.2;0.0;2.4;0.4;1.4;8.3;8.1;10.4;3.7;;;;;;;;;6.8;18.8;5.2
547;28 Machine-industrie;Ondergrens 95%-interval;2022;16.6;9.0;9.1;;12.0;1.5;5.1;2.0;5.5;2.4;1.3;0.0;1.2;0.1;1.5;;;;;5.7;29.2;0.2;25.2;1.1;0.7;0.0;2.0;6.7;17.5;5.1
548;28 Machine-industrie;Ondergrens 95%-interval;2023;13.7;7.6;9.6;;10.4;1.2;3.3;1.8;4.8;1.8;1.0;0.0;1.3;0.0;1.1;;;;;5.1;24.7;0.1;22.0;0.6;0.6;0.3;0.8;6.2;18.9;5.2
549;28 Machine-industrie;Ondergrens 95%-interval;2024;11.7;7.1;8.7;;10.7;1.7;4.0;2.5;5.1;1.7;1.5;0.1;1.3;0.4;0.7;;;;;5.5;20.3;0.1;16.7;1.7;0.6;0.1;2.0;5.9;17.6;5.3
550;28 Machine-industrie;Bovengrens 95%-interval;2014;25.0;20.1;16.8;8.0;;;;;;;;;;;;19.4;15.5;17.8;2.7;;;;;;;;;12.0;36.3;5.0
551;28 Machine-industrie;Bovengrens 95%-interval;2015;21.5;14.2;16.8;7.2;;;;;;;;;;;;11.7;9.6;14.4;3.4;;;;;;;;;10.2;36.2;4.9
552;28 Machine-industrie;Bovengrens 95%-interval;2016;26.9;16.5;19.2;6.3;;;;;;;;;;;;11.5;13.2;19.5;2.2;;;;;;;;;15.8;36.7;4.8
553;28 Machine-industrie;Bovengrens 95%-interval;2017;23.2;17.6;18.7;6.6;;;;;;;;;;;;12.8;14.0;19.8;3.9;;;;;;;;;13.1;32.0;5.0
554;28 Machine-industrie;Bovengrens 95%-interval;2018;19.4;14.2;15.5;;19.2;5.5;10.4;5.8;9.9;5.3;4.4;;5.5;1.9;5.6;11.0;11.7;17.1;3.9;;;;;;;;;14.7;33.0;5.0
555;28 Machine-industrie;Bovengrens 95%-interval;2019;18.4;14.9;15.7;;19.7;3.4;7.7;6.5;11.4;4.9;4.5;1.7;5.8;1.6;5.7;14.4;14.1;20.5;3.8;;;;;;;;;12.6;32.3;5.2
556;28 Machine-industrie;Bovengrens 95%-interval;2020;22.6;16.3;16.0;;18.0;4.7;8.5;6.2;10.8;3.8;3.0;;6.1;1.0;4.0;12.5;9.3;15.0;4.3;;;;;;;;;11.7;30.4;5.1
557;28 Machine-industrie;Bovengrens 95%-interval;2021;19.9;15.2;12.6;;17.3;5.1;10.3;4.8;9.4;4.9;1.4;;6.3;3.6;4.8;14.3;14.2;16.9;7.9;;;;;;;;;12.1;26.1;5.7
558;28 Machine-industrie;Bovengrens 95%-interval;2022;23.4;14.5;14.6;;18.0;4.2;9.4;4.9;10.0;5.5;3.7;;3.9;1.2;4.2;;;;;10.2;37.2;1.6;32.9;3.6;3.1;1.6;4.9;11.6;24.5;5.6
559;28 Machine-industrie;Bovengrens 95%-interval;2023;19.6;12.3;14.9;;15.7;3.3;6.5;4.3;8.6;4.6;3.1;;3.6;1.6;3.7;;;;;9.4;31.8;1.4;28.8;2.0;2.4;1.9;2.6;10.3;25.5;5.6
560;28 Machine-industrie;Bovengrens 95%-interval;2024;17.0;11.4;13.5;;16.0;4.5;7.6;5.5;9.3;4.5;4.4;1.7;3.8;2.4;2.4;;;;;9.8;26.7;0.9;22.8;4.1;2.4;1.0;4.7;10.0;23.8;5.7
561;29-30 Transportmiddelenindustrie;Waarde;2014;24.5;24.3;18.2;5.9;;;;;;;;;;;;7.7;10.9;23.2;0.9;;;;;;;;;17.3;34.2;3.8
562;29-30 Transportmiddelenindustrie;Waarde;2015;21.7;16.2;18.2;4.0;;;;;;;;;;;;6.9;10.2;19.6;1.0;;;;;;;;;16.9;39.9;3.9
563;29-30 Transportmiddelenindustrie;Waarde;2016;25.6;25.3;23.4;7.1;;;;;;;;;;;;9.0;12.6;21.5;1.8;;;;;;;;;15.9;41.9;3.6
564;29-30 Transportmiddelenindustrie;Waarde;2017;30.4;19.4;21.7;6.1;;;;;;;;;;;;5.9;15.8;25.2;0.9;;;;;;;;;17.5;38.3;3.6
565;29-30 Transportmiddelenindustrie;Waarde;2018;24.1;23.5;17.7;;18.2;2.3;9.7;4.8;9.2;5.9;2.2;0.6;3.5;0.6;3.0;6.3;12.4;22.2;2.6;;;;;;;;;16.3;41.5;3.9
566;29-30 Transportmiddelenindustrie;Waarde;2019;29.7;23.7;21.1;;25.2;4.6;12.8;6.8;12.3;5.9;3.6;0.0;5.2;1.3;4.0;7.6;12.9;22.9;1.7;;;;;;;;;16.1;39.6;4.1
567;29-30 Transportmiddelenindustrie;Waarde;2020;29.9;19.5;23.9;;20.0;2.9;9.9;7.4;10.1;6.1;2.8;0.8;5.0;0.7;3.6;7.3;13.2;16.9;5.8;;;;;;;;;18.7;40.1;4.1
568;29-30 Transportmiddelenindustrie;Waarde;2021;19.7;13.3;15.0;;13.8;3.3;4.9;2.8;3.2;3.4;3.7;0.3;2.9;0.0;2.1;5.9;12.6;14.1;3.9;;;;;;;;;11.7;32.6;4.5
569;29-30 Transportmiddelenindustrie;Waarde;2022;28.9;20.5;19.9;;20.9;5.0;8.5;4.4;9.5;5.6;5.6;0.2;5.1;1.5;4.2;;;;;16.7;37.4;0.3;36.0;0.7;2.6;0.2;1.4;16.0;33.1;4.1
570;29-30 Transportmiddelenindustrie;Waarde;2023;27.2;18.4;19.4;;16.6;3.2;6.7;4.7;6.7;4.6;4.5;0.0;2.9;0.6;2.4;;;;;12.4;26.6;0.4;24.2;0.0;0.4;0.5;1.6;11.9;31.5;4.3
571;29-30 Transportmiddelenindustrie;Waarde;2024;26.0;18.6;21.9;;18.0;2.5;7.3;2.8;5.6;4.9;2.2;0.4;2.8;0.0;3.4;;;;;15.2;23.3;0.0;21.4;0.0;2.3;0.5;1.3;14.2;30.5;4.3
572;29-30 Transportmiddelenindustrie;Ondergrens 95%-interval;2014;20.1;20.1;14.5;3.6;;;;;;;;;;;;5.4;7.8;19.0;0.3;;;;;;;;;13.7;29.5;3.5
573;29-30 Transportmiddelenindustrie;Ondergrens 95%-interval;2015;16.7;12.1;13.7;2.1;;;;;;;;;;;;4.3;6.9;14.9;0.2;;;;;;;;;12.5;33.8;3.5
574;29-30 Transportmiddelenindustrie;Ondergrens 95%-interval;2016;20.5;20.2;18.4;4.5;;;;;;;;;;;;6.1;9.0;16.7;0.7;;;;;;;;;11.8;36.0;3.2
575;29-30 Transportmiddelenindustrie;Ondergrens 95%-interval;2017;24.3;14.4;16.4;3.4;;;;;;;;;;;;3.5;11.3;19.7;0.2;;;;;;;;;12.7;31.8;3.2
576;29-30 Transportmiddelenindustrie;Ondergrens 95%-interval;2018;19.8;19.2;13.9;;14.4;1.2;7.0;2.9;6.5;3.7;1.1;0.1;2.0;0.2;1.6;4.1;9.2;18.0;1.3;;;;;;;;;12.7;36.3;3.5
577;29-30 Transportmiddelenindustrie;Ondergrens 95%-interval;2019;24.6;19.0;16.7;;20.3;2.6;9.3;4.3;8.8;3.7;1.9;0.0;3.0;0.5;2.0;5.1;9.4;18.3;0.7;;;;;;;;;12.2;34.1;3.7
578;29-30 Transportmiddelenindustrie;Ondergrens 95%-interval;2020;24.4;15.0;18.9;;15.4;1.3;6.7;4.6;6.8;3.7;1.3;0.2;2.7;0.2;1.8;4.7;9.4;12.7;3.5;;;;;;;;;14.2;34.4;3.7
579;29-30 Transportmiddelenindustrie;Ondergrens 95%-interval;2021;14.7;9.1;10.7;;9.5;1.4;2.6;1.2;1.6;1.6;1.8;0.0;1.1;0.0;0.9;3.6;8.6;9.8;1.9;;;;;;;;;7.8;26.5;4.0
580;29-30 Transportmiddelenindustrie;Ondergrens 95%-interval;2022;24.1;16.3;15.7;;16.7;3.1;5.9;2.7;6.7;3.6;3.6;0.0;3.1;0.6;2.5;;;;;12.9;32.3;0.0;30.9;0.2;1.4;0.0;0.6;12.2;28.2;3.7
581;29-30 Transportmiddelenindustrie;Ondergrens 95%-interval;2023;21.8;13.8;14.7;;12.3;1.6;4.2;2.6;4.0;2.5;2.4;0.0;1.4;0.1;1.0;;;;;8.7;21.3;0.1;19.1;0.0;0.1;0.1;0.6;8.3;25.7;3.9
582;29-30 Transportmiddelenindustrie;Ondergrens 95%-interval;2024;20.9;14.1;17.3;;13.7;1.2;4.8;1.4;3.1;2.8;1.0;0.1;1.2;0.0;1.8;;;;;11.2;18.7;0.0;17.0;0.0;1.0;0.1;0.5;10.3;25.2;3.9
583;29-30 Transportmiddelenindustrie;Bovengrens 95%-interval;2014;29.5;29.1;22.6;9.6;;;;;;;;;;;;10.9;15.1;28.0;2.4;;;;;;;;;21.7;39.2;4.1
584;29-30 Transportmiddelenindustrie;Bovengrens 95%-interval;2015;27.6;21.5;23.8;7.3;;;;;;;;;;;;11.1;14.8;25.3;4.2;;;;;;;;;22.5;46.3;4.3
585;29-30 Transportmiddelenindustrie;Bovengrens 95%-interval;2016;31.5;31.2;29.3;11.1;;;;;;;;;;;;13.2;17.3;27.1;4.2;;;;;;;;;21.0;48.2;3.9
586;29-30 Transportmiddelenindustrie;Bovengrens 95%-interval;2017;37.2;25.4;28.1;10.6;;;;;;;;;;;;9.9;21.7;31.7;3.5;;;;;;;;;23.7;45.2;4.1
587;29-30 Transportmiddelenindustrie;Bovengrens 95%-interval;2018;29.1;28.4;22.2;;22.8;4.3;13.3;7.7;12.8;9.3;4.6;4.0;6.0;2.2;5.6;9.6;16.5;27.0;5.1;;;;;;;;;20.6;46.9;4.2
588;29-30 Transportmiddelenindustrie;Bovengrens 95%-interval;2019;35.4;29.0;26.3;;30.7;7.8;17.5;10.5;16.9;9.1;6.7;;8.9;3.7;7.7;11.2;17.5;28.2;4.1;;;;;;;;;20.8;45.5;4.4
589;29-30 Transportmiddelenindustrie;Bovengrens 95%-interval;2020;35.9;25.1;29.8;;25.6;6.5;14.3;11.8;14.6;9.9;5.9;3.3;9.1;2.8;7.3;11.1;18.2;22.2;9.5;;;;;;;;;24.1;46.2;4.5
590;29-30 Transportmiddelenindustrie;Bovengrens 95%-interval;2021;25.8;19.0;20.7;;19.5;7.5;9.0;6.3;6.3;7.1;7.5;2.3;7.2;;5.2;9.8;18.1;19.9;7.9;;;;;;;;;17.1;39.3;4.9
591;29-30 Transportmiddelenindustrie;Bovengrens 95%-interval;2022;34.2;25.4;24.8;;25.7;8.0;12.1;7.1;13.3;8.7;8.6;1.3;8.2;3.8;7.1;;;;;21.5;42.8;1.9;41.3;2.8;4.8;1.3;3.3;20.6;38.5;4.4
592;29-30 Transportmiddelenindustrie;Bovengrens 95%-interval;2023;33.5;24.2;25.2;;22.0;6.0;10.6;8.5;10.8;8.2;8.2;;5.9;2.4;5.8;;;;;17.4;32.8;3.0;30.2;;2.5;3.3;4.3;16.6;38.0;4.7
593;29-30 Transportmiddelenindustrie;Bovengrens 95%-interval;2024;31.7;24.0;27.5;;23.3;5.0;10.9;5.7;9.9;8.5;5.1;2.6;6.2;;6.3;;;;;20.3;28.7;;26.7;;5.0;3.1;3.6;19.3;36.4;4.7
594;31-33 Overige industrie en reparatie;Waarde;2014;25.5;15.3;17.1;5.2;;;;;;;;;;;;14.6;10.0;10.7;2.6;;;;;;;;;13.9;46.0;2.6
595;31-33 Overige industrie en reparatie;Waarde;2015;22.5;14.2;17.3;5.6;;;;;;;;;;;;14.4;11.8;12.8;3.6;;;;;;;;;14.0;42.8;2.6
596;31-33 Overige industrie en reparatie;Waarde;2016;22.4;14.4;17.2;4.8;;;;;;;;;;;;14.3;12.4;14.4;3.5;;;;;;;;;14.9;45.8;2.6
597;31-33 Overige industrie en reparatie;Waarde;2017;24.0;15.1;18.6;5.7;;;;;;;;;;;;14.4;11.8;13.1;2.6;;;;;;;;;14.2;44.9;2.8
598;31-33 Overige industrie en reparatie;Waarde;2018;25.0;13.3;14.7;;15.8;3.0;7.1;2.9;7.5;4.7;3.7;0.9;3.0;1.2;1.9;13.7;11.8;13.7;3.3;;;;;;;;;14.3;43.6;2.8
599;31-33 Overige industrie en reparatie;Waarde;2019;26.4;16.6;17.5;;19.6;2.6;8.1;2.2;8.2;5.8;4.0;1.4;2.9;0.5;3.7;15.6;11.7;12.0;4.2;;;;;;;;;14.2;46.0;2.7
600;31-33 Overige industrie en reparatie;Waarde;2020;21.8;12.8;16.6;;15.4;2.8;6.7;3.5;7.3;3.5;2.1;0.7;2.6;0.8;3.6;14.7;10.0;12.1;5.3;;;;;;;;;14.0;38.6;3.2
601;31-33 Overige industrie en reparatie;Waarde;2021;23.3;13.5;17.2;;17.6;2.6;7.7;2.7;6.1;5.5;4.1;1.1;3.6;1.4;2.5;13.9;10.4;11.9;4.8;;;;;;;;;11.3;42.2;2.9
602;31-33 Overige industrie en reparatie;Waarde;2022;26.1;14.9;18.0;;15.8;3.2;7.2;1.8;5.5;5.1;3.9;0.8;2.9;0.8;3.0;;;;;12.4;40.2;4.2;32.8;1.7;1.5;0.5;3.1;12.8;36.5;3.1
603;31-33 Overige industrie en reparatie;Waarde;2023;29.7;14.7;18.7;;20.1;4.8;9.6;3.7;8.2;4.5;4.5;0.8;3.6;0.9;3.3;;;;;13.2;39.1;4.3;29.6;2.6;2.3;1.1;5.8;13.9;41.9;3.2
604;31-33 Overige industrie en reparatie;Waarde;2024;26.4;14.6;16.7;;18.5;4.7;8.3;3.8;8.6;4.6;4.1;0.3;3.6;1.1;3.2;;;;;13.0;30.1;3.3;23.2;1.6;1.7;0.6;3.8;13.3;34.4;3.3
605;31-33 Overige industrie en reparatie;Ondergrens 95%-interval;2014;22.4;12.6;14.3;3.7;;;;;;;;;;;;12.3;8.1;8.7;1.7;;;;;;;;;11.3;42.4;2.4
606;31-33 Overige industrie en reparatie;Ondergrens 95%-interval;2015;19.8;12.1;14.9;4.4;;;;;;;;;;;;12.2;9.8;10.8;2.5;;;;;;;;;11.9;39.6;2.4
607;31-33 Overige industrie en reparatie;Ondergrens 95%-interval;2016;19.8;12.4;15.0;3.6;;;;;;;;;;;;12.1;10.4;12.3;2.5;;;;;;;;;12.8;42.7;2.5
608;31-33 Overige industrie en reparatie;Ondergrens 95%-interval;2017;21.4;12.9;16.2;4.3;;;;;;;;;;;;12.3;9.9;11.1;1.8;;;;;;;;;12.1;41.8;2.6
609;31-33 Overige industrie en reparatie;Ondergrens 95%-interval;2018;22.8;11.6;13.0;;14.0;2.2;5.9;2.2;6.2;3.7;2.8;0.5;2.2;0.7;1.3;12.0;10.2;12.0;2.4;;;;;;;;;12.6;41.1;2.7
610;31-33 Overige industrie en reparatie;Ondergrens 95%-interval;2019;23.9;14.5;15.3;;17.3;1.8;6.6;1.5;6.7;4.5;3.0;0.8;2.1;0.2;2.7;13.5;9.9;10.2;3.2;;;;;;;;;12.3;43.1;2.6
611;31-33 Overige industrie en reparatie;Ondergrens 95%-interval;2020;19.3;10.9;14.4;;13.3;1.9;5.3;2.5;5.9;2.6;1.4;0.3;1.8;0.4;2.6;12.6;8.2;10.2;4.1;;;;;;;;;12.0;35.7;3.0
612;31-33 Overige industrie en reparatie;Ondergrens 95%-interval;2021;20.5;11.3;14.8;;15.2;1.7;6.1;1.8;4.6;4.1;2.9;0.6;2.5;0.8;1.6;11.7;8.5;9.9;3.5;;;;;;;;;9.4;38.9;2.7
613;31-33 Overige industrie en reparatie;Ondergrens 95%-interval;2022;23.3;12.7;15.5;;13.5;2.2;5.7;1.1;4.1;3.8;2.8;0.4;2.0;0.4;2.0;;;;;10.2;36.9;3.0;29.7;1.0;0.9;0.2;2.2;10.7;33.3;2.9
614;31-33 Overige industrie en reparatie;Ondergrens 95%-interval;2023;26.8;12.5;16.2;;17.5;3.5;7.8;2.6;6.5;3.3;3.2;0.4;2.5;0.4;2.2;;;;;11.0;35.8;3.1;26.6;1.7;1.5;0.6;4.4;11.7;38.6;2.9
615;31-33 Overige industrie en reparatie;Ondergrens 95%-interval;2024;23.7;12.5;14.4;;16.0;3.5;6.7;2.7;6.9;3.4;3.0;0.1;2.6;0.6;2.2;;;;;10.9;27.2;2.3;20.6;1.0;1.0;0.3;2.7;11.3;31.4;3.1
616;31-33 Overige industrie en reparatie;Bovengrens 95%-interval;2014;28.8;18.5;20.2;7.2;;;;;;;;;;;;17.4;12.4;13.2;3.9;;;;;;;;;16.8;49.7;2.8
617;31-33 Overige industrie en reparatie;Bovengrens 95%-interval;2015;25.3;16.6;19.9;7.3;;;;;;;;;;;;16.8;14.1;15.1;5.0;;;;;;;;;16.5;46.0;2.8
618;31-33 Overige industrie en reparatie;Bovengrens 95%-interval;2016;25.2;16.7;19.7;6.3;;;;;;;;;;;;16.7;14.6;16.7;5.0;;;;;;;;;17.3;48.9;2.8
619;31-33 Overige industrie en reparatie;Bovengrens 95%-interval;2017;26.9;17.5;21.3;7.4;;;;;;;;;;;;16.9;14.1;15.4;3.9;;;;;;;;;16.6;48.1;3.0
620;31-33 Overige industrie en reparatie;Bovengrens 95%-interval;2018;27.3;15.1;16.7;;17.8;4.0;8.5;3.9;8.9;5.9;4.8;1.5;4.0;1.9;2.8;15.6;13.6;15.6;4.3;;;;;;;;;16.1;46.1;3.0
621;31-33 Overige industrie en reparatie;Bovengrens 95%-interval;2019;29.2;18.9;19.9;;22.2;3.8;10.0;3.3;10.1;7.4;5.4;2.3;4.1;1.2;5.0;18.0;13.8;14.1;5.6;;;;;;;;;16.4;49.0;2.9
622;31-33 Overige industrie en reparatie;Bovengrens 95%-interval;2020;24.4;15.0;19.1;;17.8;4.1;8.4;4.9;9.1;4.9;3.2;1.5;3.9;1.7;4.9;17.1;12.0;14.2;6.9;;;;;;;;;16.3;41.5;3.3
623;31-33 Overige industrie en reparatie;Bovengrens 95%-interval;2021;26.4;16.0;19.9;;20.4;3.9;9.8;4.1;8.0;7.2;5.8;2.0;5.1;2.7;3.8;16.4;12.7;14.3;6.4;;;;;;;;;13.7;45.5;3.1
624;31-33 Overige industrie en reparatie;Bovengrens 95%-interval;2022;29.2;17.4;20.8;;18.4;4.6;9.2;2.9;7.2;6.8;5.4;1.9;4.4;1.7;4.4;;;;;14.9;43.6;5.8;36.1;2.9;2.6;1.1;4.6;15.3;39.8;3.3
625;31-33 Overige industrie en reparatie;Bovengrens 95%-interval;2023;32.9;17.3;21.6;;22.9;6.5;11.8;5.2;10.2;6.1;6.1;1.7;5.2;1.8;4.7;;;;;15.8;42.4;5.8;32.7;3.9;3.5;2.1;7.7;16.4;45.3;3.4
626;31-33 Overige industrie en reparatie;Bovengrens 95%-interval;2024;29.4;17.1;19.3;;21.2;6.3;10.2;5.3;10.6;6.3;5.8;1.0;5.0;2.1;4.5;;;;;15.5;33.1;4.8;26.0;2.7;2.8;1.3;5.4;15.6;37.6;3.5
627;D Energievoorziening;Waarde;2014;3.5;5.4;4.4;8.1;;;;;;;;;;;;3.5;3.3;3.1;1.4;;;;;;;;;2.6;24.4;6.0
628;D Energievoorziening;Waarde;2015;4.7;4.5;3.2;4.5;;;;;;;;;;;;6.4;3.0;2.3;0.6;;;;;;;;;3.9;23.2;5.7
629;D Energievoorziening;Waarde;2016;5.7;8.2;2.8;10.2;;;;;;;;;;;;4.6;2.8;3.3;1.6;;;;;;;;;5.6;25.5;6.2
630;D Energievoorziening;Waarde;2017;6.1;5.7;4.7;4.5;;;;;;;;;;;;4.9;2.2;3.6;2.0;;;;;;;;;4.7;22.1;6.1
631;D Energievoorziening;Waarde;2018;6.4;7.6;3.3;;16.7;1.0;4.8;2.0;2.7;5.1;3.5;0.8;6.3;2.6;8.9;9.0;4.6;5.6;3.6;;;;;;;;;5.7;27.2;5.9
632;D Energievoorziening;Waarde;2019;5.4;5.9;2.5;;17.0;1.9;6.8;2.4;2.9;4.9;3.8;1.0;5.2;2.3;7.6;5.9;1.7;5.1;2.1;;;;;;;;;4.4;19.5;5.6
633;D Energievoorziening;Waarde;2020;2.6;2.2;4.3;;8.0;1.1;3.4;1.0;0.9;1.3;2.0;0.9;2.8;0.5;4.1;3.4;2.4;2.5;2.0;;;;;;;;;3.8;20.9;6.5
634;D Energievoorziening;Waarde;2021;4.8;4.7;1.5;;14.0;1.6;6.7;1.6;1.5;3.0;3.1;0.0;5.2;0.4;7.9;6.2;3.9;3.6;3.0;;;;;;;;;4.5;16.8;6.7
635;D Energievoorziening;Waarde;2022;4.3;2.8;2.1;;9.7;0.6;5.0;1.0;3.0;2.5;3.5;1.1;4.6;2.9;5.4;;;;;3.1;34.7;1.0;31.4;0.3;2.1;0.0;3.4;3.7;21.9;6.5
636;D Energievoorziening;Waarde;2023;7.4;4.6;3.5;;11.0;0.3;3.7;1.3;2.0;2.8;2.5;1.3;3.5;0.3;7.2;;;;;4.6;29.5;1.5;26.1;1.5;1.0;0.0;1.8;5.0;21.2;6.1
637;D Energievoorziening;Waarde;2024;7.6;4.3;3.3;;11.6;1.2;2.8;0.5;2.3;1.4;2.6;0.5;3.5;2.1;5.7;;;;;5.0;27.0;0.0;25.3;1.9;1.5;0.2;2.1;5.3;18.2;6.4
638;D Energievoorziening;Ondergrens 95%-interval;2014;1.4;2.6;1.9;4.6;;;;;;;;;;;;1.6;1.4;1.2;0.4;;;;;;;;;1.0;17.9;5.6
639;D Energievoorziening;Ondergrens 95%-interval;2015;2.5;2.2;1.6;2.5;;;;;;;;;;;;3.7;1.2;0.8;0.1;;;;;;;;;1.8;18.1;5.4
640;D Energievoorziening;Ondergrens 95%-interval;2016;3.3;5.3;1.3;6.8;;;;;;;;;;;;2.5;1.1;1.6;0.4;;;;;;;;;3.2;20.2;5.9
641;D Energievoorziening;Ondergrens 95%-interval;2017;3.5;3.2;2.6;2.5;;;;;;;;;;;;2.7;0.9;1.8;0.7;;;;;;;;;2.4;17.0;5.8
642;D Energievoorziening;Ondergrens 95%-interval;2018;4.0;5.0;1.7;;12.8;0.3;2.8;0.9;1.3;3.1;1.9;0.2;4.0;1.3;6.0;5.9;2.4;3.2;1.7;;;;;;;;;3.5;22.2;5.7
643;D Energievoorziening;Ondergrens 95%-interval;2019;3.0;3.5;1.0;;12.6;0.7;4.1;1.0;1.3;2.7;1.9;0.2;2.9;1.0;4.8;3.5;0.7;2.8;0.9;;;;;;;;;2.3;14.8;5.3
644;D Energievoorziening;Ondergrens 95%-interval;2020;1.2;1.0;2.0;;5.2;0.3;1.8;0.3;0.3;0.4;0.8;0.2;1.3;0.1;2.2;1.7;1.0;1.1;0.8;;;;;;;;;1.9;16.1;6.2
