ID;Sex;Age;MaritalStatus;CaribbeanNetherlands;Periods;Death_1
474;Total male and female;0 year;Divorced;Caribbean Netherlands;2017;
475;Total male and female;0 year;Divorced;Caribbean Netherlands;2018;
476;Total male and female;0 year;Divorced;Caribbean Netherlands;2019;
477;Total male and female;0 year;Divorced;Caribbean Netherlands;2020;
478;Total male and female;0 year;Divorced;Caribbean Netherlands;2021;
479;Total male and female;0 year;Divorced;Caribbean Netherlands;2022;
480;Total male and female;0 year;Divorced;Caribbean Netherlands;2023;
481;Total male and female;0 year;Divorced;Bonaire;2011;
482;Total male and female;0 year;Divorced;Bonaire;2012;
483;Total male and female;0 year;Divorced;Bonaire;2013;
484;Total male and female;0 year;Divorced;Bonaire;2014;
485;Total male and female;0 year;Divorced;Bonaire;2015;
486;Total male and female;0 year;Divorced;Bonaire;2016;
487;Total male and female;0 year;Divorced;Bonaire;2017;
488;Total male and female;0 year;Divorced;Bonaire;2018;
489;Total male and female;0 year;Divorced;Bonaire;2019;
490;Total male and female;0 year;Divorced;Bonaire;2020;
491;Total male and female;0 year;Divorced;Bonaire;2021;
492;Total male and female;0 year;Divorced;Bonaire;2022;
493;Total male and female;0 year;Divorced;Bonaire;2023;
494;Total male and female;0 year;Divorced;St Eustatius;2011;
495;Total male and female;0 year;Divorced;St Eustatius;2012;
496;Total male and female;0 year;Divorced;St Eustatius;2013;
497;Total male and female;0 year;Divorced;St Eustatius;2014;
498;Total male and female;0 year;Divorced;St Eustatius;2015;
499;Total male and female;0 year;Divorced;St Eustatius;2016;
500;Total male and female;0 year;Divorced;St Eustatius;2017;
501;Total male and female;0 year;Divorced;St Eustatius;2018;
502;Total male and female;0 year;Divorced;St Eustatius;2019;
503;Total male and female;0 year;Divorced;St Eustatius;2020;
504;Total male and female;0 year;Divorced;St Eustatius;2021;
505;Total male and female;0 year;Divorced;St Eustatius;2022;
506;Total male and female;0 year;Divorced;St Eustatius;2023;
507;Total male and female;0 year;Divorced;Saba;2011;
508;Total male and female;0 year;Divorced;Saba;2012;
509;Total male and female;0 year;Divorced;Saba;2013;
510;Total male and female;0 year;Divorced;Saba;2014;
511;Total male and female;0 year;Divorced;Saba;2015;
512;Total male and female;0 year;Divorced;Saba;2016;
513;Total male and female;0 year;Divorced;Saba;2017;
514;Total male and female;0 year;Divorced;Saba;2018;
515;Total male and female;0 year;Divorced;Saba;2019;
516;Total male and female;0 year;Divorced;Saba;2020;
517;Total male and female;0 year;Divorced;Saba;2021;
518;Total male and female;0 year;Divorced;Saba;2022;
519;Total male and female;0 year;Divorced;Saba;2023;
520;Total male and female;1 to 4 years;Total marital status;Caribbean Netherlands;2011;0.0
521;Total male and female;1 to 4 years;Total marital status;Caribbean Netherlands;2012;0.0
522;Total male and female;1 to 4 years;Total marital status;Caribbean Netherlands;2013;0.0
523;Total male and female;1 to 4 years;Total marital status;Caribbean Netherlands;2014;3.0
524;Total male and female;1 to 4 years;Total marital status;Caribbean Netherlands;2015;1.0
525;Total male and female;1 to 4 years;Total marital status;Caribbean Netherlands;2016;1.0
526;Total male and female;1 to 4 years;Total marital status;Caribbean Netherlands;2017;0.0
527;Total male and female;1 to 4 years;Total marital status;Caribbean Netherlands;2018;0.0
528;Total male and female;1 to 4 years;Total marital status;Caribbean Netherlands;2019;0.0
529;Total male and female;1 to 4 years;Total marital status;Caribbean Netherlands;2020;0.0
530;Total male and female;1 to 4 years;Total marital status;Caribbean Netherlands;2021;0.0
531;Total male and female;1 to 4 years;Total marital status;Caribbean Netherlands;2022;1.0
532;Total male and female;1 to 4 years;Total marital status;Caribbean Netherlands;2023;0.0
533;Total male and female;1 to 4 years;Total marital status;Bonaire;2011;0.0
534;Total male and female;1 to 4 years;Total marital status;Bonaire;2012;0.0
535;Total male and female;1 to 4 years;Total marital status;Bonaire;2013;0.0
536;Total male and female;1 to 4 years;Total marital status;Bonaire;2014;3.0
537;Total male and female;1 to 4 years;Total marital status;Bonaire;2015;1.0
538;Total male and female;1 to 4 years;Total marital status;Bonaire;2016;1.0
539;Total male and female;1 to 4 years;Total marital status;Bonaire;2017;0.0
540;Total male and female;1 to 4 years;Total marital status;Bonaire;2018;0.0
541;Total male and female;1 to 4 years;Total marital status;Bonaire;2019;0.0
542;Total male and female;1 to 4 years;Total marital status;Bonaire;2020;0.0
543;Total male and female;1 to 4 years;Total marital status;Bonaire;2021;0.0
544;Total male and female;1 to 4 years;Total marital status;Bonaire;2022;1.0
545;Total male and female;1 to 4 years;Total marital status;Bonaire;2023;0.0
546;Total male and female;1 to 4 years;Total marital status;St Eustatius;2011;0.0
547;Total male and female;1 to 4 years;Total marital status;St Eustatius;2012;0.0
548;Total male and female;1 to 4 years;Total marital status;St Eustatius;2013;0.0
549;Total male and female;1 to 4 years;Total marital status;St Eustatius;2014;0.0
550;Total male and female;1 to 4 years;Total marital status;St Eustatius;2015;0.0
551;Total male and female;1 to 4 years;Total marital status;St Eustatius;2016;0.0
552;Total male and female;1 to 4 years;Total marital status;St Eustatius;2017;0.0
553;Total male and female;1 to 4 years;Total marital status;St Eustatius;2018;0.0
554;Total male and female;1 to 4 years;Total marital status;St Eustatius;2019;0.0
555;Total male and female;1 to 4 years;Total marital status;St Eustatius;2020;0.0
556;Total male and female;1 to 4 years;Total marital status;St Eustatius;2021;0.0
557;Total male and female;1 to 4 years;Total marital status;St Eustatius;2022;0.0
558;Total male and female;1 to 4 years;Total marital status;St Eustatius;2023;0.0
559;Total male and female;1 to 4 years;Total marital status;Saba;2011;0.0
560;Total male and female;1 to 4 years;Total marital status;Saba;2012;0.0
561;Total male and female;1 to 4 years;Total marital status;Saba;2013;0.0
562;Total male and female;1 to 4 years;Total marital status;Saba;2014;0.0
563;Total male and female;1 to 4 years;Total marital status;Saba;2015;0.0
564;Total male and female;1 to 4 years;Total marital status;Saba;2016;0.0
565;Total male and female;1 to 4 years;Total marital status;Saba;2017;0.0
566;Total male and female;1 to 4 years;Total marital status;Saba;2018;0.0
567;Total male and female;1 to 4 years;Total marital status;Saba;2019;0.0
568;Total male and female;1 to 4 years;Total marital status;Saba;2020;0.0
569;Total male and female;1 to 4 years;Total marital status;Saba;2021;0.0
570;Total male and female;1 to 4 years;Total marital status;Saba;2022;0.0
571;Total male and female;1 to 4 years;Total marital status;Saba;2023;0.0
572;Total male and female;1 to 4 years;Never married;Caribbean Netherlands;2011;0.0
573;Total male and female;1 to 4 years;Never married;Caribbean Netherlands;2012;0.0
574;Total male and female;1 to 4 years;Never married;Caribbean Netherlands;2013;0.0
575;Total male and female;1 to 4 years;Never married;Caribbean Netherlands;2014;3.0
576;Total male and female;1 to 4 years;Never married;Caribbean Netherlands;2015;1.0
577;Total male and female;1 to 4 years;Never married;Caribbean Netherlands;2016;1.0
578;Total male and female;1 to 4 years;Never married;Caribbean Netherlands;2017;0.0
579;Total male and female;1 to 4 years;Never married;Caribbean Netherlands;2018;0.0
580;Total male and female;1 to 4 years;Never married;Caribbean Netherlands;2019;0.0
581;Total male and female;1 to 4 years;Never married;Caribbean Netherlands;2020;0.0
582;Total male and female;1 to 4 years;Never married;Caribbean Netherlands;2021;0.0
583;Total male and female;1 to 4 years;Never married;Caribbean Netherlands;2022;1.0
584;Total male and female;1 to 4 years;Never married;Caribbean Netherlands;2023;0.0
585;Total male and female;1 to 4 years;Never married;Bonaire;2011;0.0
586;Total male and female;1 to 4 years;Never married;Bonaire;2012;0.0
587;Total male and female;1 to 4 years;Never married;Bonaire;2013;0.0
588;Total male and female;1 to 4 years;Never married;Bonaire;2014;3.0
589;Total male and female;1 to 4 years;Never married;Bonaire;2015;1.0
590;Total male and female;1 to 4 years;Never married;Bonaire;2016;1.0
591;Total male and female;1 to 4 years;Never married;Bonaire;2017;0.0
592;Total male and female;1 to 4 years;Never married;Bonaire;2018;0.0
593;Total male and female;1 to 4 years;Never married;Bonaire;2019;0.0
594;Total male and female;1 to 4 years;Never married;Bonaire;2020;0.0
595;Total male and female;1 to 4 years;Never married;Bonaire;2021;0.0
596;Total male and female;1 to 4 years;Never married;Bonaire;2022;1.0
597;Total male and female;1 to 4 years;Never married;Bonaire;2023;0.0
598;Total male and female;1 to 4 years;Never married;St Eustatius;2011;0.0
599;Total male and female;1 to 4 years;Never married;St Eustatius;2012;0.0
600;Total male and female;1 to 4 years;Never married;St Eustatius;2013;0.0
601;Total male and female;1 to 4 years;Never married;St Eustatius;2014;0.0
602;Total male and female;1 to 4 years;Never married;St Eustatius;2015;0.0
603;Total male and female;1 to 4 years;Never married;St Eustatius;2016;0.0
604;Total male and female;1 to 4 years;Never married;St Eustatius;2017;0.0
605;Total male and female;1 to 4 years;Never married;St Eustatius;2018;0.0
606;Total male and female;1 to 4 years;Never married;St Eustatius;2019;0.0
607;Total male and female;1 to 4 years;Never married;St Eustatius;2020;0.0
608;Total male and female;1 to 4 years;Never married;St Eustatius;2021;0.0
609;Total male and female;1 to 4 years;Never married;St Eustatius;2022;0.0
610;Total male and female;1 to 4 years;Never married;St Eustatius;2023;0.0
611;Total male and female;1 to 4 years;Never married;Saba;2011;0.0
612;Total male and female;1 to 4 years;Never married;Saba;2012;0.0
613;Total male and female;1 to 4 years;Never married;Saba;2013;0.0
614;Total male and female;1 to 4 years;Never married;Saba;2014;0.0
615;Total male and female;1 to 4 years;Never married;Saba;2015;0.0
616;Total male and female;1 to 4 years;Never married;Saba;2016;0.0
617;Total male and female;1 to 4 years;Never married;Saba;2017;0.0
618;Total male and female;1 to 4 years;Never married;Saba;2018;0.0
619;Total male and female;1 to 4 years;Never married;Saba;2019;0.0
620;Total male and female;1 to 4 years;Never married;Saba;2020;0.0
621;Total male and female;1 to 4 years;Never married;Saba;2021;0.0
622;Total male and female;1 to 4 years;Never married;Saba;2022;0.0
623;Total male and female;1 to 4 years;Never married;Saba;2023;0.0
624;Total male and female;1 to 4 years;Married;Caribbean Netherlands;2011;
625;Total male and female;1 to 4 years;Married;Caribbean Netherlands;2012;
626;Total male and female;1 to 4 years;Married;Caribbean Netherlands;2013;
627;Total male and female;1 to 4 years;Married;Caribbean Netherlands;2014;
628;Total male and female;1 to 4 years;Married;Caribbean Netherlands;2015;
629;Total male and female;1 to 4 years;Married;Caribbean Netherlands;2016;
630;Total male and female;1 to 4 years;Married;Caribbean Netherlands;2017;
631;Total male and female;1 to 4 years;Married;Caribbean Netherlands;2018;
632;Total male and female;1 to 4 years;Married;Caribbean Netherlands;2019;
633;Total male and female;1 to 4 years;Married;Caribbean Netherlands;2020;
634;Total male and female;1 to 4 years;Married;Caribbean Netherlands;2021;
635;Total male and female;1 to 4 years;Married;Caribbean Netherlands;2022;
636;Total male and female;1 to 4 years;Married;Caribbean Netherlands;2023;
637;Total male and female;1 to 4 years;Married;Bonaire;2011;
638;Total male and female;1 to 4 years;Married;Bonaire;2012;
639;Total male and female;1 to 4 years;Married;Bonaire;2013;
640;Total male and female;1 to 4 years;Married;Bonaire;2014;
641;Total male and female;1 to 4 years;Married;Bonaire;2015;
642;Total male and female;1 to 4 years;Married;Bonaire;2016;
643;Total male and female;1 to 4 years;Married;Bonaire;2017;
644;Total male and female;1 to 4 years;Married;Bonaire;2018;
645;Total male and female;1 to 4 years;Married;Bonaire;2019;
646;Total male and female;1 to 4 years;Married;Bonaire;2020;
647;Total male and female;1 to 4 years;Married;Bonaire;2021;
648;Total male and female;1 to 4 years;Married;Bonaire;2022;
649;Total male and female;1 to 4 years;Married;Bonaire;2023;
650;Total male and female;1 to 4 years;Married;St Eustatius;2011;
651;Total male and female;1 to 4 years;Married;St Eustatius;2012;
652;Total male and female;1 to 4 years;Married;St Eustatius;2013;
653;Total male and female;1 to 4 years;Married;St Eustatius;2014;
654;Total male and female;1 to 4 years;Married;St Eustatius;2015;
655;Total male and female;1 to 4 years;Married;St Eustatius;2016;
656;Total male and female;1 to 4 years;Married;St Eustatius;2017;
657;Total male and female;1 to 4 years;Married;St Eustatius;2018;
658;Total male and female;1 to 4 years;Married;St Eustatius;2019;
659;Total male and female;1 to 4 years;Married;St Eustatius;2020;
660;Total male and female;1 to 4 years;Married;St Eustatius;2021;
661;Total male and female;1 to 4 years;Married;St Eustatius;2022;
662;Total male and female;1 to 4 years;Married;St Eustatius;2023;
663;Total male and female;1 to 4 years;Married;Saba;2011;
664;Total male and female;1 to 4 years;Married;Saba;2012;
665;Total male and female;1 to 4 years;Married;Saba;2013;
666;Total male and female;1 to 4 years;Married;Saba;2014;
667;Total male and female;1 to 4 years;Married;Saba;2015;
668;Total male and female;1 to 4 years;Married;Saba;2016;
669;Total male and female;1 to 4 years;Married;Saba;2017;
670;Total male and female;1 to 4 years;Married;Saba;2018;
671;Total male and female;1 to 4 years;Married;Saba;2019;
672;Total male and female;1 to 4 years;Married;Saba;2020;
673;Total male and female;1 to 4 years;Married;Saba;2021;
