ID;Geslacht;Persoonskenmerken;Onderwijsniveau;BedrijfstakkenSBI2008;Perioden;BanenVanWerknemers_1;BrutoUurloon_2
199;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Onderwijsniveau: middelbaar;Q Gezondheids- en welzijnszorg;2010;102.0;13.3
200;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Onderwijsniveau: middelbaar;R-U Cultuur, recreatie, overige diensten;2010;29.1;10.4
201;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Onderwijsniveau: middelbaar;R Cultuur, sport en recreatie;2010;16.3;10.1
202;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Onderwijsniveau: middelbaar;S Overige dienstverlening;2010;12.8;10.6
203;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Onderwijsniveau: hoog;A-U Alle economische activiteiten;2010;78.7;14.5
204;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Onderwijsniveau: hoog;A-F Landbouw en nijverheid;2010;3.7;13.4
205;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Onderwijsniveau: hoog;A Landbouw, bosbouw en visserij;2010;0.0;0.0
206;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Onderwijsniveau: hoog;B-F Nijverheid en energie;2010;3.4;13.5
207;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Onderwijsniveau: hoog;B-E Nijverheid (geen bouw) en energie;2010;0.0;0.0
208;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Onderwijsniveau: hoog;B Delfstoffenwinning;2010;0.0;0.0
209;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Onderwijsniveau: hoog;C Industrie;2010;0.0;0.0
210;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Onderwijsniveau: hoog;D Energievoorziening;2010;0.0;0.0
211;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Onderwijsniveau: hoog;E Waterbedrijven en afvalbeheer;2010;0.0;0.0
212;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Onderwijsniveau: hoog;F Bouwnijverheid;2010;0.0;0.0
213;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Onderwijsniveau: hoog;G-N Commerciële dienstverlening;2010;44.4;13.4
214;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Onderwijsniveau: hoog;G-I Handel, vervoer en horeca;2010;19.3;11.5
215;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Onderwijsniveau: hoog;G Handel;2010;11.7;11.6
216;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Onderwijsniveau: hoog;H Vervoer en opslag;2010;0.0;0.0
217;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Onderwijsniveau: hoog;I Horeca;2010;5.7;10.4
218;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Onderwijsniveau: hoog;J Informatie en communicatie;2010;3.0;13.8
219;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Onderwijsniveau: hoog;K Financiële dienstverlening;2010;0.0;0.0
220;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Onderwijsniveau: hoog;L Verhuur en handel van onroerend goed;2010;0.0;0.0
221;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Onderwijsniveau: hoog;M-N Zakelijke dienstverlening;2010;19.4;14.5
222;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Onderwijsniveau: hoog;M Specialistische zakelijke diensten;2010;6.5;14.3
223;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Onderwijsniveau: hoog;N Verhuur en overige zakelijke diensten;2010;12.9;14.6
224;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Onderwijsniveau: hoog;O-U Niet-commerciële dienstverlening;2010;30.7;15.9
225;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Onderwijsniveau: hoog;O-Q Overheid en zorg;2010;27.1;16.1
226;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Onderwijsniveau: hoog;O Openbaar bestuur en overheidsdiensten;2010;0.0;0.0
227;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Onderwijsniveau: hoog;P Onderwijs;2010;9.9;16.3
228;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Onderwijsniveau: hoog;Q Gezondheids- en welzijnszorg;2010;15.3;16.1
229;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Onderwijsniveau: hoog;R-U Cultuur, recreatie, overige diensten;2010;3.5;14.4
230;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Onderwijsniveau: hoog;R Cultuur, sport en recreatie;2010;0.0;0.0
231;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Onderwijsniveau: hoog;S Overige dienstverlening;2010;0.0;0.0
232;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Totaal;A-U Alle economische activiteiten;2010;1564.2;18.0
233;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Totaal;A-F Landbouw en nijverheid;2010;229.0;18.0
234;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Totaal;A Landbouw, bosbouw en visserij;2010;12.3;15.2
235;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Totaal;B-F Nijverheid en energie;2010;216.7;18.1
236;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Totaal;B-E Nijverheid (geen bouw) en energie;2010;135.3;18.0
237;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Totaal;B Delfstoffenwinning;2010;0.0;0.0
238;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Totaal;C Industrie;2010;123.0;17.8
239;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Totaal;D Energievoorziening;2010;4.8;20.9
240;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Totaal;E Waterbedrijven en afvalbeheer;2010;6.1;17.8
241;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Totaal;F Bouwnijverheid;2010;81.4;18.3
242;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Totaal;G-N Commerciële dienstverlening;2010;800.9;17.3
243;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Totaal;G-I Handel, vervoer en horeca;2010;355.7;15.7
244;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Totaal;G Handel;2010;236.7;15.6
245;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Totaal;H Vervoer en opslag;2010;65.3;17.4
246;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Totaal;I Horeca;2010;53.7;13.9
247;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Totaal;J Informatie en communicatie;2010;63.3;19.9
248;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Totaal;K Financiële dienstverlening;2010;58.0;21.3
249;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Totaal;L Verhuur en handel van onroerend goed;2010;14.6;19.8
250;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Totaal;M-N Zakelijke dienstverlening;2010;309.2;17.6
251;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Totaal;M Specialistische zakelijke diensten;2010;135.1;19.9
252;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Totaal;N Verhuur en overige zakelijke diensten;2010;174.1;15.4
253;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Totaal;O-U Niet-commerciële dienstverlening;2010;534.3;19.0
254;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Totaal;O-Q Overheid en zorg;2010;476.8;19.3
255;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Totaal;O Openbaar bestuur en overheidsdiensten;2010;92.9;19.6
256;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Totaal;P Onderwijs;2010;110.4;19.9
257;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Totaal;Q Gezondheids- en welzijnszorg;2010;273.5;18.9
258;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Totaal;R-U Cultuur, recreatie, overige diensten;2010;57.6;17.1
259;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Totaal;R Cultuur, sport en recreatie;2010;27.9;17.2
260;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Totaal;S Overige dienstverlening;2010;29.7;17.0
261;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: lager onderwijs;A-U Alle economische activiteiten;2010;227.4;14.3
262;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: lager onderwijs;A-F Landbouw en nijverheid;2010;55.4;15.2
263;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: lager onderwijs;A Landbouw, bosbouw en visserij;2010;3.4;14.5
264;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: lager onderwijs;B-F Nijverheid en energie;2010;52.1;15.3
265;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: lager onderwijs;B-E Nijverheid (geen bouw) en energie;2010;32.8;14.2
266;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: lager onderwijs;B Delfstoffenwinning;2010;0.0;0.0
267;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: lager onderwijs;C Industrie;2010;30.4;14.2
268;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: lager onderwijs;D Energievoorziening;2010;0.0;0.0
269;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: lager onderwijs;E Waterbedrijven en afvalbeheer;2010;0.0;0.0
270;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: lager onderwijs;F Bouwnijverheid;2010;19.3;17.0
271;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: lager onderwijs;G-N Commerciële dienstverlening;2010;139.6;13.8
272;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: lager onderwijs;G-I Handel, vervoer en horeca;2010;83.3;13.7
273;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: lager onderwijs;G Handel;2010;53.2;13.4
274;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: lager onderwijs;H Vervoer en opslag;2010;18.9;14.7
275;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: lager onderwijs;I Horeca;2010;11.2;12.8
276;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: lager onderwijs;J Informatie en communicatie;2010;2.8;17.2
277;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: lager onderwijs;K Financiële dienstverlening;2010;2.7;16.5
278;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: lager onderwijs;L Verhuur en handel van onroerend goed;2010;0.0;0.0
279;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: lager onderwijs;M-N Zakelijke dienstverlening;2010;49.6;13.5
280;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: lager onderwijs;M Specialistische zakelijke diensten;2010;6.5;15.2
281;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: lager onderwijs;N Verhuur en overige zakelijke diensten;2010;43.1;13.2
282;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: lager onderwijs;O-U Niet-commerciële dienstverlening;2010;32.3;14.6
283;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: lager onderwijs;O-Q Overheid en zorg;2010;27.3;14.7
284;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: lager onderwijs;O Openbaar bestuur en overheidsdiensten;2010;7.6;16.0
285;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: lager onderwijs;P Onderwijs;2010;0.0;0.0
286;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: lager onderwijs;Q Gezondheids- en welzijnszorg;2010;18.7;13.9
287;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: lager onderwijs;R-U Cultuur, recreatie, overige diensten;2010;5.0;14.1
288;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: lager onderwijs;R Cultuur, sport en recreatie;2010;0.0;0.0
289;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: lager onderwijs;S Overige dienstverlening;2010;2.5;12.7
290;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: middelbaar;A-U Alle economische activiteiten;2010;712.4;16.3
291;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: middelbaar;A-F Landbouw en nijverheid;2010;117.1;17.4
292;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: middelbaar;A Landbouw, bosbouw en visserij;2010;7.0;14.7
293;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: middelbaar;B-F Nijverheid en energie;2010;110.1;17.5
294;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: middelbaar;B-E Nijverheid (geen bouw) en energie;2010;61.2;17.1
295;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: middelbaar;B Delfstoffenwinning;2010;0.0;0.0
296;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: middelbaar;C Industrie;2010;56.3;16.9
297;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: middelbaar;D Energievoorziening;2010;0.0;0.0
298;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: middelbaar;E Waterbedrijven en afvalbeheer;2010;0.0;0.0
299;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: middelbaar;F Bouwnijverheid;2010;48.9;18.0
300;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: middelbaar;G-N Commerciële dienstverlening;2010;374.0;15.5
301;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: middelbaar;G-I Handel, vervoer en horeca;2010;197.3;15.0
302;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: middelbaar;G Handel;2010;133.9;14.8
303;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: middelbaar;H Vervoer en opslag;2010;31.3;16.6
304;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: middelbaar;I Horeca;2010;32.1;14.1
305;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: middelbaar;J Informatie en communicatie;2010;21.8;17.7
306;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: middelbaar;K Financiële dienstverlening;2010;21.5;17.7
307;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: middelbaar;L Verhuur en handel van onroerend goed;2010;6.9;17.8
308;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: middelbaar;M-N Zakelijke dienstverlening;2010;126.6;15.5
309;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: middelbaar;M Specialistische zakelijke diensten;2010;44.0;16.7
310;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: middelbaar;N Verhuur en overige zakelijke diensten;2010;82.6;14.7
311;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: middelbaar;O-U Niet-commerciële dienstverlening;2010;221.3;17.0
312;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: middelbaar;O-Q Overheid en zorg;2010;193.9;17.2
313;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: middelbaar;O Openbaar bestuur en overheidsdiensten;2010;39.6;17.5
314;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: middelbaar;P Onderwijs;2010;18.9;17.1
315;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: middelbaar;Q Gezondheids- en welzijnszorg;2010;135.5;17.1
316;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: middelbaar;R-U Cultuur, recreatie, overige diensten;2010;27.3;15.0
317;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: middelbaar;R Cultuur, sport en recreatie;2010;13.6;15.7
318;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: middelbaar;S Overige dienstverlening;2010;13.8;14.4
319;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: hoog;A-U Alle economische activiteiten;2010;624.5;21.1
320;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: hoog;A-F Landbouw en nijverheid;2010;56.5;21.9
321;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: hoog;A Landbouw, bosbouw en visserij;2010;0.0;0.0
322;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: hoog;B-F Nijverheid en energie;2010;54.6;22.0
323;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: hoog;B-E Nijverheid (geen bouw) en energie;2010;41.3;22.2
324;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: hoog;B Delfstoffenwinning;2010;0.0;0.0
325;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: hoog;C Industrie;2010;36.2;22.1
326;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: hoog;D Energievoorziening;2010;0.0;0.0
327;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: hoog;E Waterbedrijven en afvalbeheer;2010;0.0;0.0
328;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: hoog;F Bouwnijverheid;2010;13.3;21.3
329;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: hoog;G-N Commerciële dienstverlening;2010;287.2;21.0
330;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: hoog;G-I Handel, vervoer en horeca;2010;75.2;20.0
331;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: hoog;G Handel;2010;49.7;20.0
332;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: hoog;H Vervoer en opslag;2010;15.1;22.6
333;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: hoog;I Horeca;2010;10.4;14.8
334;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: hoog;J Informatie en communicatie;2010;38.8;21.3
335;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: hoog;K Financiële dienstverlening;2010;33.8;23.7
336;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: hoog;L Verhuur en handel van onroerend goed;2010;6.5;22.4
337;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: hoog;M-N Zakelijke dienstverlening;2010;133.0;20.7
338;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: hoog;M Specialistische zakelijke diensten;2010;84.6;21.8
339;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: hoog;N Verhuur en overige zakelijke diensten;2010;48.4;18.5
340;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: hoog;O-U Niet-commerciële dienstverlening;2010;280.7;21.0
341;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: hoog;O-Q Overheid en zorg;2010;255.5;21.2
342;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: hoog;O Openbaar bestuur en overheidsdiensten;2010;45.7;22.1
343;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: hoog;P Onderwijs;2010;90.4;20.5
344;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: hoog;Q Gezondheids- en welzijnszorg;2010;119.4;21.2
345;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: hoog;R-U Cultuur, recreatie, overige diensten;2010;25.2;19.7
346;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: hoog;R Cultuur, sport en recreatie;2010;11.9;19.3
347;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: hoog;S Overige dienstverlening;2010;13.3;20.1
348;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Totaal;A-U Alle economische activiteiten;2010;1745.5;22.3
349;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Totaal;A-F Landbouw en nijverheid;2010;327.5;21.3
350;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Totaal;A Landbouw, bosbouw en visserij;2010;16.5;18.3
351;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Totaal;B-F Nijverheid en energie;2010;311.0;21.5
352;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Totaal;B-E Nijverheid (geen bouw) en energie;2010;223.5;21.4
353;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Totaal;B Delfstoffenwinning;2010;0.0;0.0
354;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Totaal;C Industrie;2010;204.6;21.0
355;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Totaal;D Energievoorziening;2010;5.8;28.2
356;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Totaal;E Waterbedrijven en afvalbeheer;2010;11.2;22.5
357;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Totaal;F Bouwnijverheid;2010;87.5;21.7
358;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Totaal;G-N Commerciële dienstverlening;2010;837.8;22.6
359;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Totaal;G-I Handel, vervoer en horeca;2010;396.4;19.7
360;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Totaal;G Handel;2010;266.5;20.0
361;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Totaal;H Vervoer en opslag;2010;84.3;20.2
362;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Totaal;I Horeca;2010;45.6;15.8
363;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Totaal;J Informatie en communicatie;2010;66.6;28.3
364;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Totaal;K Financiële dienstverlening;2010;83.0;30.4
365;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Totaal;L Verhuur en handel van onroerend goed;2010;17.6;25.2
366;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Totaal;M-N Zakelijke dienstverlening;2010;274.1;22.5
367;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Totaal;M Specialistische zakelijke diensten;2010;115.9;28.2
368;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Totaal;N Verhuur en overige zakelijke diensten;2010;158.3;17.6
369;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Totaal;O-U Niet-commerciële dienstverlening;2010;580.2;22.7
370;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Totaal;O-Q Overheid en zorg;2010;524.3;22.9
371;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Totaal;O Openbaar bestuur en overheidsdiensten;2010;134.3;24.0
372;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Totaal;P Onderwijs;2010;100.5;24.4
373;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Totaal;Q Gezondheids- en welzijnszorg;2010;289.5;21.6
374;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Totaal;R-U Cultuur, recreatie, overige diensten;2010;55.9;21.5
375;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Totaal;R Cultuur, sport en recreatie;2010;25.5;21.3
376;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Totaal;S Overige dienstverlening;2010;30.4;21.7
377;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: lager onderwijs;A-U Alle economische activiteiten;2010;347.2;15.9
378;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: lager onderwijs;A-F Landbouw en nijverheid;2010;93.8;16.8
379;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: lager onderwijs;A Landbouw, bosbouw en visserij;2010;5.8;15.9
380;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: lager onderwijs;B-F Nijverheid en energie;2010;88.0;16.9
