ID;Woonplaatsen;Code_1;Naam_2;Code_3;Naam_4;Code_5;Naam_6;Code_7
1652;Overschild;1354; Slochteren                        ;40; Groningen               ;20; Noord-Nederland         ;1
1653;Overslag;1132; Terneuzen                         ;715; Zeeland                 ;29; West-Nederland          ;3
1654;Overveen;2653; Bloemendaal                       ;377; Noord-Holland           ;27; West-Nederland          ;3
1655;Ovezande;1262; Borsele                           ;654; Zeeland                 ;29; West-Nederland          ;3
1656;Paasloo;2710; Steenwijkerland                   ;1708; Overijssel              ;23; Oost-Nederland          ;2
1657;Paesens;3409; Dongeradeel                       ;58; Friesland               ;21; Noord-Nederland         ;1
1658;Pannerden;2979; Rijnwaarden                       ;196; Gelderland              ;25; Oost-Nederland          ;2
1659;Panningen;3443; Peel en Maas                      ;1894; Limburg                 ;31; Zuid-Nederland          ;4
1660;Papekop;1911; Oudewater                         ;589; Utrecht                 ;26; West-Nederland          ;3
1661;Papendrecht;1477; Papendrecht                       ;590; Zuid-Holland            ;28; West-Nederland          ;3
1662;Papenhoven;2818; Sittard-Geleen                    ;1883; Limburg                 ;31; Zuid-Nederland          ;4
1663;Papenvoort;1176; Aa en Hunze                       ;1680; Drenthe                 ;22; Noord-Nederland         ;1
1664;Parrega;2319; Súdwest-Fryslân                   ;1900; Friesland               ;21; Noord-Nederland         ;1
1665;Paterswolde;2910; Tynaarlo                          ;1730; Drenthe                 ;22; Noord-Nederland         ;1
1666;Peest;1645; Noordenveld                       ;1699; Drenthe                 ;22; Noord-Nederland         ;1
1667;Peins;1368; Franekeradeel                     ;70; Friesland               ;21; Noord-Nederland         ;1
1668;Peize;1646; Noordenveld                       ;1699; Drenthe                 ;22; Noord-Nederland         ;1
1669;Peperga;1736; Weststellingwerf                  ;98; Friesland               ;21; Noord-Nederland         ;1
1670;Pernis Rotterdam;3085; Rotterdam                         ;599; Zuid-Holland            ;28; West-Nederland          ;3
1671;Persingen;2878; Ubbergen                          ;282; Gelderland              ;25; Oost-Nederland          ;2
1672;Pesse;3118; Westerveld                        ;1701; Drenthe                 ;22; Noord-Nederland         ;1
1673;Pesse;1818; Hoogeveen                         ;118; Drenthe                 ;22; Noord-Nederland         ;1
1674;Petten;2761; Zijpe                             ;476; Noord-Holland           ;27; West-Nederland          ;3
1675;Philippine;1133; Terneuzen                         ;715; Zeeland                 ;29; West-Nederland          ;3
1676;Piaam;2320; Súdwest-Fryslân                   ;1900; Friesland               ;21; Noord-Nederland         ;1
1677;Piershil;2888; Korendijk                         ;588; Zuid-Holland            ;28; West-Nederland          ;3
1678;Pieterburen;3423; De Marne                          ;1663; Groningen               ;20; Noord-Nederland         ;1
1679;Pietersbierum;1374; Franekeradeel                     ;70; Friesland               ;21; Noord-Nederland         ;1
1680;Pieterzijl;2125; Zuidhorn                          ;56; Groningen               ;20; Noord-Nederland         ;1
1681;Pijnacker;1141; Pijnacker-Nootdorp                ;1926; Zuid-Holland            ;28; West-Nederland          ;3
1682;Pingjum;2321; Súdwest-Fryslân                   ;1900; Friesland               ;21; Noord-Nederland         ;1
1683;Plasmolen;2804; Mook en Middelaar                 ;944; Limburg                 ;31; Zuid-Nederland          ;4
1684;Poederoijen;2635; Zaltbommel                        ;297; Gelderland              ;25; Oost-Nederland          ;2
1685;Poeldijk;2661; Westland                          ;1783; Zuid-Holland            ;28; West-Nederland          ;3
1686;De Pol;2698; Steenwijkerland                   ;1708; Overijssel              ;23; Oost-Nederland          ;2
1687;Polsbroek;1962; Lopik                             ;331; Utrecht                 ;26; West-Nederland          ;3
1688;Poortugaal;2363; Albrandswaard                     ;613; Zuid-Holland            ;28; West-Nederland          ;3
1689;Poortvliet;2072; Tholen                            ;716; Zeeland                 ;29; West-Nederland          ;3
1690;Poppenwier;2533; Boarnsterhim                      ;55; Friesland               ;21; Noord-Nederland         ;1
1691;Ten Post;1830; Ten Boer                          ;9; Groningen               ;20; Noord-Nederland         ;1
1692;Posterholt;2593; Roerdalen                         ;1669; Limburg                 ;31; Zuid-Nederland          ;4
1693;Prinsenbeek;1705; Breda                             ;758; Noord-Brabant           ;30; Zuid-Nederland          ;4
1694;Puiflijk;2906; Druten                            ;225; Gelderland              ;25; Oost-Nederland          ;2
1695;De Punt;2915; Tynaarlo                          ;1730; Drenthe                 ;22; Noord-Nederland         ;1
1696;Punthorst;1049; Staphorst                         ;180; Overijssel              ;23; Oost-Nederland          ;2
1697;Purmer;1946; Waterland                         ;852; Noord-Holland           ;27; West-Nederland          ;3
1698;Purmer;1749; Edam-Volendam                     ;385; Noord-Holland           ;27; West-Nederland          ;3
1699;Purmerend;3103; Purmerend                         ;439; Noord-Holland           ;27; West-Nederland          ;3
1700;Purmerland;1330; Landsmeer                         ;415; Noord-Holland           ;27; West-Nederland          ;3
1701;Puth;2102; Schinnen                          ;962; Limburg                 ;31; Zuid-Nederland          ;4
1702;Putte;1003; Woensdrecht                       ;873; Noord-Brabant           ;30; Zuid-Nederland          ;4
1703;Putten;2007; Putten                            ;273; Gelderland              ;25; Oost-Nederland          ;2
1704;Puttershoek;2384; Binnenmaas                        ;585; Zuid-Holland            ;28; West-Nederland          ;3
1705;Raalte;1491; Raalte                            ;177; Overijssel              ;23; Oost-Nederland          ;2
1706;Raamsdonk;1752; Geertruidenberg                   ;779; Noord-Brabant           ;30; Zuid-Nederland          ;4
1707;Raamsdonksveer;1750; Geertruidenberg                   ;779; Noord-Brabant           ;30; Zuid-Nederland          ;4
1708;Raard;3410; Dongeradeel                       ;58; Friesland               ;21; Noord-Nederland         ;1
1709;Radewijk;1559; Hardenberg                        ;160; Overijssel              ;23; Oost-Nederland          ;2
1710;Radio Kootwijk;2252; Apeldoorn                         ;200; Gelderland              ;25; Oost-Nederland          ;2
1711;Raerd;2534; Boarnsterhim                      ;55; Friesland               ;21; Noord-Nederland         ;1
1712;Randwijk;1870; Overbetuwe                        ;1734; Gelderland              ;25; Oost-Nederland          ;2
1713;Ransdaal;1854; Voerendaal                        ;986; Limburg                 ;31; Zuid-Nederland          ;4
1714;Rasquert;2470; Winsum                            ;53; Groningen               ;20; Noord-Nederland         ;1
1715;Ravenstein;3254; Oss                               ;828; Noord-Brabant           ;30; Zuid-Nederland          ;4
1716;Ravenswaaij;3382; Buren                             ;214; Gelderland              ;25; Oost-Nederland          ;2
1717;Ravenswoud;1764; Ooststellingwerf                  ;85; Friesland               ;21; Noord-Nederland         ;1
1718;Readtsjerk;3272; Dantumadiel                       ;1891; Friesland               ;21; Noord-Nederland         ;1
1719;Reah¹s;2028; Littenseradiel                    ;140; Friesland               ;21; Noord-Nederland         ;1
1720;Reduzum;2535; Boarnsterhim                      ;55; Friesland               ;21; Noord-Nederland         ;1
1721;Reek;1852; Landerd                           ;1685; Noord-Brabant           ;30; Zuid-Nederland          ;4
1722;Reeuwijk;2476; Bodegraven-Reeuwijk               ;1901; Zuid-Holland            ;28; West-Nederland          ;3
1723;Reijmerstok;1227; Gulpen-Wittem                     ;1729; Limburg                 ;31; Zuid-Nederland          ;4
1724;Reitsum;3209; Ferwerderadiel                    ;1722; Friesland               ;21; Noord-Nederland         ;1
1725;Rekken;1663; Berkelland                        ;1859; Gelderland              ;25; Oost-Nederland          ;2
1726;Renesse;2685; Schouwen-Duiveland                ;1676; Zeeland                 ;29; West-Nederland          ;3
1727;Renkum;2991; Renkum                            ;274; Gelderland              ;25; Oost-Nederland          ;2
1728;Renswoude;2141; Renswoude                         ;339; Utrecht                 ;26; West-Nederland          ;3
1729;Ressen;3137; Lingewaard                        ;1705; Gelderland              ;25; Oost-Nederland          ;2
1730;Retranchement;2970; Sluis                             ;1714; Zeeland                 ;29; West-Nederland          ;3
1731;Reusel;1877; Reusel-De Mierden                 ;1667; Noord-Brabant           ;30; Zuid-Nederland          ;4
1732;Reutum;1293; Tubbergen                         ;183; Overijssel              ;23; Oost-Nederland          ;2
1733;Reuver;1949; Beesel                            ;889; Limburg                 ;31; Zuid-Nederland          ;4
1734;Rha;1528; Bronckhorst                       ;1876; Gelderland              ;25; Oost-Nederland          ;2
1735;Rheden;1501; Rheden                            ;275; Gelderland              ;25; Oost-Nederland          ;2
1736;Rhee;2393; Assen                             ;106; Drenthe                 ;22; Noord-Nederland         ;1
1737;Rheeze;1560; Hardenberg                        ;160; Overijssel              ;23; Oost-Nederland          ;2
1738;Rheezerveen;1561; Hardenberg                        ;160; Overijssel              ;23; Oost-Nederland          ;2
1739;Rhenen;1399; Rhenen                            ;340; Utrecht                 ;26; West-Nederland          ;3
1740;Rhenoy;3528; Geldermalsen                      ;236; Gelderland              ;25; Oost-Nederland          ;2
1741;Rhoon;2362; Albrandswaard                     ;613; Zuid-Holland            ;28; West-Nederland          ;3
1742;Ridderkerk;2562; Ridderkerk                        ;597; Zuid-Holland            ;28; West-Nederland          ;3
1743;Ried;1370; Franekeradeel                     ;70; Friesland               ;21; Noord-Nederland         ;1
1744;Riel;2881; Goirle                            ;785; Noord-Brabant           ;30; Zuid-Nederland          ;4
1745;Rien;2029; Littenseradiel                    ;140; Friesland               ;21; Noord-Nederland         ;1
1746;Riethoven;1459; Bergeijk                          ;1724; Noord-Brabant           ;30; Zuid-Nederland          ;4
1747;Rietmolen;1657; Berkelland                        ;1859; Gelderland              ;25; Oost-Nederland          ;2
1748;Rijen;2070; Gilze en Rijen                    ;784; Noord-Brabant           ;30; Zuid-Nederland          ;4
1749;Rijkevoort;1221; Boxmeer                           ;756; Noord-Brabant           ;30; Zuid-Nederland          ;4
1750;Rijkevoort-De Walsert;2087; Sint Anthonis                     ;1702; Noord-Brabant           ;30; Zuid-Nederland          ;4
1751;Rijnsaterwoude;3040; Kaag en Braassem                  ;1884; Zuid-Holland            ;28; West-Nederland          ;3
1752;Rijnsburg;1708; Katwijk                           ;537; Zuid-Holland            ;28; West-Nederland          ;3
1753;De Rijp;1902; Graft-De Rijp                     ;365; Noord-Holland           ;27; West-Nederland          ;3
