ID;Geslacht;Niveau;Leerweg;Migratieachtergrond;Perioden;GediplomeerdenMbo_1
250;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Niet-westerse migratieachtergrond;2015/'16;27337
251;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Niet-westerse migratieachtergrond;2016/'17;27813
252;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Niet-westerse migratieachtergrond;2017/'18;28405
253;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Niet-westerse migratieachtergrond;2018/'19;30018
254;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Niet-westerse migratieachtergrond;2019/'20;31042
255;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Niet-westerse migratieachtergrond;2020/'21;32622
256;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Turkije;2005/'06;4586
257;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Turkije;2006/'07;5185
258;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Turkije;2007/'08;5408
259;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Turkije;2008/'09;5738
260;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Turkije;2009/'10;6250
261;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Turkije;2010/'11;6396
262;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Turkije;2011/'12;6382
263;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Turkije;2012/'13;6541
264;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Turkije;2013/'14;6618
265;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Turkije;2014/'15;6283
266;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Turkije;2015/'16;5883
267;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Turkije;2016/'17;5810
268;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Turkije;2017/'18;5718
269;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Turkije;2018/'19;5642
270;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Turkije;2019/'20;5633
271;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Turkije;2020/'21;5444
272;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Marokko;2005/'06;4390
273;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Marokko;2006/'07;4616
274;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Marokko;2007/'08;4941
275;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Marokko;2008/'09;4951
276;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Marokko;2009/'10;5110
277;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Marokko;2010/'11;5165
278;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Marokko;2011/'12;5446
279;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Marokko;2012/'13;5325
280;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Marokko;2013/'14;5632
281;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Marokko;2014/'15;5343
282;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Marokko;2015/'16;5076
283;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Marokko;2016/'17;5144
284;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Marokko;2017/'18;5114
285;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Marokko;2018/'19;5207
286;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Marokko;2019/'20;5073
287;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Marokko;2020/'21;5538
288;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Suriname;2005/'06;4559
289;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Suriname;2006/'07;4599
290;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Suriname;2007/'08;4899
291;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Suriname;2008/'09;5044
292;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Suriname;2009/'10;4963
293;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Suriname;2010/'11;5001
294;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Suriname;2011/'12;5126
295;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Suriname;2012/'13;5061
296;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Suriname;2013/'14;5060
297;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Suriname;2014/'15;4866
298;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Suriname;2015/'16;4550
299;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Suriname;2016/'17;4413
300;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Suriname;2017/'18;4325
301;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Suriname;2018/'19;4146
302;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Suriname;2019/'20;4158
303;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Suriname;2020/'21;4170
304;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);(voormalige) Nederlandse Antillen, Aruba;2005/'06;2228
305;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);(voormalige) Nederlandse Antillen, Aruba;2006/'07;2305
306;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);(voormalige) Nederlandse Antillen, Aruba;2007/'08;2293
307;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);(voormalige) Nederlandse Antillen, Aruba;2008/'09;2277
308;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);(voormalige) Nederlandse Antillen, Aruba;2009/'10;2346
309;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);(voormalige) Nederlandse Antillen, Aruba;2010/'11;2632
310;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);(voormalige) Nederlandse Antillen, Aruba;2011/'12;2654
311;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);(voormalige) Nederlandse Antillen, Aruba;2012/'13;2968
312;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);(voormalige) Nederlandse Antillen, Aruba;2013/'14;2903
313;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);(voormalige) Nederlandse Antillen, Aruba;2014/'15;3037
314;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);(voormalige) Nederlandse Antillen, Aruba;2015/'16;2908
315;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);(voormalige) Nederlandse Antillen, Aruba;2016/'17;2825
316;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);(voormalige) Nederlandse Antillen, Aruba;2017/'18;2674
317;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);(voormalige) Nederlandse Antillen, Aruba;2018/'19;2628
318;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);(voormalige) Nederlandse Antillen, Aruba;2019/'20;2744
319;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);(voormalige) Nederlandse Antillen, Aruba;2020/'21;2898
320;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Overige niet-westerse migratieachterg...;2005/'06;7090
321;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Overige niet-westerse migratieachterg...;2006/'07;7227
322;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Overige niet-westerse migratieachterg...;2007/'08;7614
323;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Overige niet-westerse migratieachterg...;2008/'09;7694
324;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Overige niet-westerse migratieachterg...;2009/'10;8106
325;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Overige niet-westerse migratieachterg...;2010/'11;8377
326;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Overige niet-westerse migratieachterg...;2011/'12;8671
327;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Overige niet-westerse migratieachterg...;2012/'13;9041
328;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Overige niet-westerse migratieachterg...;2013/'14;9696
329;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Overige niet-westerse migratieachterg...;2014/'15;9437
330;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Overige niet-westerse migratieachterg...;2015/'16;8920
331;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Overige niet-westerse migratieachterg...;2016/'17;9621
332;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Overige niet-westerse migratieachterg...;2017/'18;10574
333;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Overige niet-westerse migratieachterg...;2018/'19;12395
334;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Overige niet-westerse migratieachterg...;2019/'20;13434
335;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Overige niet-westerse migratieachterg...;2020/'21;14572
336;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Onbekende migratieachtergrond;2005/'06;253
337;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Onbekende migratieachtergrond;2006/'07;189
338;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Onbekende migratieachtergrond;2007/'08;255
339;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Onbekende migratieachtergrond;2008/'09;274
340;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Onbekende migratieachtergrond;2009/'10;389
341;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Onbekende migratieachtergrond;2010/'11;497
342;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Onbekende migratieachtergrond;2011/'12;595
343;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Onbekende migratieachtergrond;2012/'13;887
344;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Onbekende migratieachtergrond;2013/'14;901
345;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Onbekende migratieachtergrond;2014/'15;210
346;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Onbekende migratieachtergrond;2015/'16;205
347;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Onbekende migratieachtergrond;2016/'17;144
348;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Onbekende migratieachtergrond;2017/'18;103
349;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Onbekende migratieachtergrond;2018/'19;61
350;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Onbekende migratieachtergrond;2019/'20;73
351;Totaal mannen en vrouwen;Totaal;Totaal mbo (excl. extranei);Onbekende migratieachtergrond;2020/'21;28
352;Totaal mannen en vrouwen;Totaal;Bol totaal;Totaal;2005/'06;85814
353;Totaal mannen en vrouwen;Totaal;Bol totaal;Totaal;2006/'07;88113
354;Totaal mannen en vrouwen;Totaal;Bol totaal;Totaal;2007/'08;86932
355;Totaal mannen en vrouwen;Totaal;Bol totaal;Totaal;2008/'09;86120
356;Totaal mannen en vrouwen;Totaal;Bol totaal;Totaal;2009/'10;87584
357;Totaal mannen en vrouwen;Totaal;Bol totaal;Totaal;2010/'11;88524
358;Totaal mannen en vrouwen;Totaal;Bol totaal;Totaal;2011/'12;92444
359;Totaal mannen en vrouwen;Totaal;Bol totaal;Totaal;2012/'13;97297
360;Totaal mannen en vrouwen;Totaal;Bol totaal;Totaal;2013/'14;100983
361;Totaal mannen en vrouwen;Totaal;Bol totaal;Totaal;2014/'15;104506
362;Totaal mannen en vrouwen;Totaal;Bol totaal;Totaal;2015/'16;102344
363;Totaal mannen en vrouwen;Totaal;Bol totaal;Totaal;2016/'17;104718
364;Totaal mannen en vrouwen;Totaal;Bol totaal;Totaal;2017/'18;100537
365;Totaal mannen en vrouwen;Totaal;Bol totaal;Totaal;2018/'19;98977
366;Totaal mannen en vrouwen;Totaal;Bol totaal;Totaal;2019/'20;97134
367;Totaal mannen en vrouwen;Totaal;Bol totaal;Totaal;2020/'21;97648
368;Totaal mannen en vrouwen;Totaal;Bol totaal;Nederlandse achtergrond;2005/'06;62420
369;Totaal mannen en vrouwen;Totaal;Bol totaal;Nederlandse achtergrond;2006/'07;63420
370;Totaal mannen en vrouwen;Totaal;Bol totaal;Nederlandse achtergrond;2007/'08;61700
371;Totaal mannen en vrouwen;Totaal;Bol totaal;Nederlandse achtergrond;2008/'09;61069
372;Totaal mannen en vrouwen;Totaal;Bol totaal;Nederlandse achtergrond;2009/'10;62001
373;Totaal mannen en vrouwen;Totaal;Bol totaal;Nederlandse achtergrond;2010/'11;62473
374;Totaal mannen en vrouwen;Totaal;Bol totaal;Nederlandse achtergrond;2011/'12;64976
375;Totaal mannen en vrouwen;Totaal;Bol totaal;Nederlandse achtergrond;2012/'13;68154
376;Totaal mannen en vrouwen;Totaal;Bol totaal;Nederlandse achtergrond;2013/'14;70340
377;Totaal mannen en vrouwen;Totaal;Bol totaal;Nederlandse achtergrond;2014/'15;73251
378;Totaal mannen en vrouwen;Totaal;Bol totaal;Nederlandse achtergrond;2015/'16;72091
379;Totaal mannen en vrouwen;Totaal;Bol totaal;Nederlandse achtergrond;2016/'17;74516
380;Totaal mannen en vrouwen;Totaal;Bol totaal;Nederlandse achtergrond;2017/'18;69929
381;Totaal mannen en vrouwen;Totaal;Bol totaal;Nederlandse achtergrond;2018/'19;68348
382;Totaal mannen en vrouwen;Totaal;Bol totaal;Nederlandse achtergrond;2019/'20;66387
383;Totaal mannen en vrouwen;Totaal;Bol totaal;Nederlandse achtergrond;2020/'21;65644
384;Totaal mannen en vrouwen;Totaal;Bol totaal;Met migratieachtergrond;2005/'06;23315
385;Totaal mannen en vrouwen;Totaal;Bol totaal;Met migratieachtergrond;2006/'07;24636
386;Totaal mannen en vrouwen;Totaal;Bol totaal;Met migratieachtergrond;2007/'08;25160
387;Totaal mannen en vrouwen;Totaal;Bol totaal;Met migratieachtergrond;2008/'09;24996
388;Totaal mannen en vrouwen;Totaal;Bol totaal;Met migratieachtergrond;2009/'10;25518
389;Totaal mannen en vrouwen;Totaal;Bol totaal;Met migratieachtergrond;2010/'11;25998
390;Totaal mannen en vrouwen;Totaal;Bol totaal;Met migratieachtergrond;2011/'12;27415
391;Totaal mannen en vrouwen;Totaal;Bol totaal;Met migratieachtergrond;2012/'13;29067
392;Totaal mannen en vrouwen;Totaal;Bol totaal;Met migratieachtergrond;2013/'14;30580
393;Totaal mannen en vrouwen;Totaal;Bol totaal;Met migratieachtergrond;2014/'15;31195
394;Totaal mannen en vrouwen;Totaal;Bol totaal;Met migratieachtergrond;2015/'16;30211
395;Totaal mannen en vrouwen;Totaal;Bol totaal;Met migratieachtergrond;2016/'17;30151
396;Totaal mannen en vrouwen;Totaal;Bol totaal;Met migratieachtergrond;2017/'18;30571
397;Totaal mannen en vrouwen;Totaal;Bol totaal;Met migratieachtergrond;2018/'19;30598
398;Totaal mannen en vrouwen;Totaal;Bol totaal;Met migratieachtergrond;2019/'20;30708
399;Totaal mannen en vrouwen;Totaal;Bol totaal;Met migratieachtergrond;2020/'21;31984
400;Totaal mannen en vrouwen;Totaal;Bol totaal;Westerse migratieachtergrond;2005/'06;5149
401;Totaal mannen en vrouwen;Totaal;Bol totaal;Westerse migratieachtergrond;2006/'07;5130
402;Totaal mannen en vrouwen;Totaal;Bol totaal;Westerse migratieachtergrond;2007/'08;5244
403;Totaal mannen en vrouwen;Totaal;Bol totaal;Westerse migratieachtergrond;2008/'09;5099
404;Totaal mannen en vrouwen;Totaal;Bol totaal;Westerse migratieachtergrond;2009/'10;5268
405;Totaal mannen en vrouwen;Totaal;Bol totaal;Westerse migratieachtergrond;2010/'11;5105
406;Totaal mannen en vrouwen;Totaal;Bol totaal;Westerse migratieachtergrond;2011/'12;5367
407;Totaal mannen en vrouwen;Totaal;Bol totaal;Westerse migratieachtergrond;2012/'13;5751
408;Totaal mannen en vrouwen;Totaal;Bol totaal;Westerse migratieachtergrond;2013/'14;6035
409;Totaal mannen en vrouwen;Totaal;Bol totaal;Westerse migratieachtergrond;2014/'15;6251
410;Totaal mannen en vrouwen;Totaal;Bol totaal;Westerse migratieachtergrond;2015/'16;6173
411;Totaal mannen en vrouwen;Totaal;Bol totaal;Westerse migratieachtergrond;2016/'17;5939
412;Totaal mannen en vrouwen;Totaal;Bol totaal;Westerse migratieachtergrond;2017/'18;5879
413;Totaal mannen en vrouwen;Totaal;Bol totaal;Westerse migratieachtergrond;2018/'19;5286
414;Totaal mannen en vrouwen;Totaal;Bol totaal;Westerse migratieachtergrond;2019/'20;5302
415;Totaal mannen en vrouwen;Totaal;Bol totaal;Westerse migratieachtergrond;2020/'21;5449
416;Totaal mannen en vrouwen;Totaal;Bol totaal;Niet-westerse migratieachtergrond;2005/'06;18166
417;Totaal mannen en vrouwen;Totaal;Bol totaal;Niet-westerse migratieachtergrond;2006/'07;19506
418;Totaal mannen en vrouwen;Totaal;Bol totaal;Niet-westerse migratieachtergrond;2007/'08;19916
419;Totaal mannen en vrouwen;Totaal;Bol totaal;Niet-westerse migratieachtergrond;2008/'09;19897
420;Totaal mannen en vrouwen;Totaal;Bol totaal;Niet-westerse migratieachtergrond;2009/'10;20250
421;Totaal mannen en vrouwen;Totaal;Bol totaal;Niet-westerse migratieachtergrond;2010/'11;20893
422;Totaal mannen en vrouwen;Totaal;Bol totaal;Niet-westerse migratieachtergrond;2011/'12;22048
423;Totaal mannen en vrouwen;Totaal;Bol totaal;Niet-westerse migratieachtergrond;2012/'13;23316
424;Totaal mannen en vrouwen;Totaal;Bol totaal;Niet-westerse migratieachtergrond;2013/'14;24545
425;Totaal mannen en vrouwen;Totaal;Bol totaal;Niet-westerse migratieachtergrond;2014/'15;24944
426;Totaal mannen en vrouwen;Totaal;Bol totaal;Niet-westerse migratieachtergrond;2015/'16;24038
427;Totaal mannen en vrouwen;Totaal;Bol totaal;Niet-westerse migratieachtergrond;2016/'17;24212
428;Totaal mannen en vrouwen;Totaal;Bol totaal;Niet-westerse migratieachtergrond;2017/'18;24692
429;Totaal mannen en vrouwen;Totaal;Bol totaal;Niet-westerse migratieachtergrond;2018/'19;25312
430;Totaal mannen en vrouwen;Totaal;Bol totaal;Niet-westerse migratieachtergrond;2019/'20;25406
431;Totaal mannen en vrouwen;Totaal;Bol totaal;Niet-westerse migratieachtergrond;2020/'21;26535
432;Totaal mannen en vrouwen;Totaal;Bol totaal;Turkije;2005/'06;3792
433;Totaal mannen en vrouwen;Totaal;Bol totaal;Turkije;2006/'07;4395
434;Totaal mannen en vrouwen;Totaal;Bol totaal;Turkije;2007/'08;4549
435;Totaal mannen en vrouwen;Totaal;Bol totaal;Turkije;2008/'09;4741
436;Totaal mannen en vrouwen;Totaal;Bol totaal;Turkije;2009/'10;4966
437;Totaal mannen en vrouwen;Totaal;Bol totaal;Turkije;2010/'11;5169
438;Totaal mannen en vrouwen;Totaal;Bol totaal;Turkije;2011/'12;5211
439;Totaal mannen en vrouwen;Totaal;Bol totaal;Turkije;2012/'13;5469
440;Totaal mannen en vrouwen;Totaal;Bol totaal;Turkije;2013/'14;5513
441;Totaal mannen en vrouwen;Totaal;Bol totaal;Turkije;2014/'15;5478
442;Totaal mannen en vrouwen;Totaal;Bol totaal;Turkije;2015/'16;5233
443;Totaal mannen en vrouwen;Totaal;Bol totaal;Turkije;2016/'17;5125
444;Totaal mannen en vrouwen;Totaal;Bol totaal;Turkije;2017/'18;5017
445;Totaal mannen en vrouwen;Totaal;Bol totaal;Turkije;2018/'19;4796
446;Totaal mannen en vrouwen;Totaal;Bol totaal;Turkije;2019/'20;4618
447;Totaal mannen en vrouwen;Totaal;Bol totaal;Turkije;2020/'21;4413
448;Totaal mannen en vrouwen;Totaal;Bol totaal;Marokko;2005/'06;3648
449;Totaal mannen en vrouwen;Totaal;Bol totaal;Marokko;2006/'07;3916
450;Totaal mannen en vrouwen;Totaal;Bol totaal;Marokko;2007/'08;4092
451;Totaal mannen en vrouwen;Totaal;Bol totaal;Marokko;2008/'09;4026
452;Totaal mannen en vrouwen;Totaal;Bol totaal;Marokko;2009/'10;4069
453;Totaal mannen en vrouwen;Totaal;Bol totaal;Marokko;2010/'11;4164
454;Totaal mannen en vrouwen;Totaal;Bol totaal;Marokko;2011/'12;4404
455;Totaal mannen en vrouwen;Totaal;Bol totaal;Marokko;2012/'13;4441
456;Totaal mannen en vrouwen;Totaal;Bol totaal;Marokko;2013/'14;4806
457;Totaal mannen en vrouwen;Totaal;Bol totaal;Marokko;2014/'15;4742
458;Totaal mannen en vrouwen;Totaal;Bol totaal;Marokko;2015/'16;4594
459;Totaal mannen en vrouwen;Totaal;Bol totaal;Marokko;2016/'17;4582
460;Totaal mannen en vrouwen;Totaal;Bol totaal;Marokko;2017/'18;4566
461;Totaal mannen en vrouwen;Totaal;Bol totaal;Marokko;2018/'19;4536
462;Totaal mannen en vrouwen;Totaal;Bol totaal;Marokko;2019/'20;4286
463;Totaal mannen en vrouwen;Totaal;Bol totaal;Marokko;2020/'21;4726
464;Totaal mannen en vrouwen;Totaal;Bol totaal;Suriname;2005/'06;3261
465;Totaal mannen en vrouwen;Totaal;Bol totaal;Suriname;2006/'07;3486
466;Totaal mannen en vrouwen;Totaal;Bol totaal;Suriname;2007/'08;3500
467;Totaal mannen en vrouwen;Totaal;Bol totaal;Suriname;2008/'09;3532
468;Totaal mannen en vrouwen;Totaal;Bol totaal;Suriname;2009/'10;3408
469;Totaal mannen en vrouwen;Totaal;Bol totaal;Suriname;2010/'11;3341
