ID;TotaalHerkomstgroeperingen;Leeftijdsgroepen;Geslacht;Perioden;Vermogensmisdrijven_1;VernielingEnOpenbareOrde_2;Geweldsmisdrijven_3;Verkeersmisdrijven_4;OverigeMisdrijven_5;Firstoffender_6;Meerpleger_7;Veelpleger_8;EnkelsoortigeVerdachte_9;TweesoortigeVerdachte_10;MeersoortigeVerdachte_11;Vermogensmisdrijven_12;VernielingEnOpenbareOrde_13;Geweldsmisdrijven_14;Verkeersmisdrijven_15;OverigeMisdrijven_16;Firstoffender_17;Meerpleger_18;Veelpleger_19;EnkelsoortigeVerdachte_20;TweesoortigeVerdachte_21;MeersoortigeVerdachte_22
109;Totaal allochtonen;12 tot 80 jaar;Mannen;2004;30.3;17.4;35.5;23.0;19.6;31.5;51.1;17.5;79.8;15.6;4.6;31.6;17.6;34.8;22.0;19.2;33.1;50.0;16.8;80.1;15.3;4.5
110;Totaal allochtonen;12 tot 80 jaar;Mannen;2005;29.4;17.3;36.8;22.7;18.6;30.8;51.5;17.7;80.1;15.6;4.2;31.0;18.0;36.3;21.3;18.0;32.9;50.2;16.9;80.2;15.6;4.2
111;Totaal allochtonen;12 tot 80 jaar;Mannen;2006*;29.4;17.0;36.3;23.7;17.6;29.8;52.2;18.0;80.8;15.2;4.0;31.6;18.0;35.9;21.9;16.9;31.8;51.1;17.1;80.5;15.4;4.2
112;Totaal allochtonen;12 tot 80 jaar;Vrouwen;1999;70.6;8.0;13.9;8.2;10.7;55.5;37.9;6.5;89.9;8.8;1.3;69.6;8.2;14.8;8.0;10.8;56.5;36.7;6.7;90.0;8.6;1.3
113;Totaal allochtonen;12 tot 80 jaar;Vrouwen;2000;66.6;9.2;14.4;8.8;11.2;56.2;36.6;7.1;90.7;8.4;0.8;66.5;9.6;14.3;8.7;11.0;57.6;35.2;7.2;90.7;8.5;0.8
114;Totaal allochtonen;12 tot 80 jaar;Vrouwen;2001;64.8;9.0;16.5;8.9;10.0;56.1;37.5;6.4;91.9;7.2;1.0;64.6;9.1;17.0;8.5;9.8;56.5;36.8;6.7;92.1;7.1;0.9
115;Totaal allochtonen;12 tot 80 jaar;Vrouwen;2002;62.7;9.3;16.7;9.2;11.8;54.9;38.7;6.4;91.1;8.0;0.9;62.5;9.5;17.4;8.8;11.7;55.6;37.8;6.6;91.1;8.0;0.9
116;Totaal allochtonen;12 tot 80 jaar;Vrouwen;2003;58.4;10.5;17.7;10.5;12.8;55.8;37.8;6.3;91.4;7.4;1.2;58.1;11.4;17.7;10.1;12.4;56.8;36.6;6.5;91.6;7.2;1.2
117;Totaal allochtonen;12 tot 80 jaar;Vrouwen;2004;53.8;11.1;19.8;10.7;14.8;55.7;38.5;5.8;91.0;7.8;1.1;54.3;11.5;20.4;9.8;14.2;57.3;36.8;5.9;91.1;7.9;1.1
118;Totaal allochtonen;12 tot 80 jaar;Vrouwen;2005;52.5;11.7;20.4;11.2;14.6;55.8;38.5;5.7;90.9;7.8;1.3;53.5;12.2;20.9;10.2;13.9;57.0;37.3;5.6;90.6;8.1;1.3
119;Totaal allochtonen;12 tot 80 jaar;Vrouwen;2006*;51.2;11.1;22.2;12.4;13.2;54.8;39.2;6.0;91.0;7.9;1.1;51.7;11.7;22.8;11.1;12.9;56.0;38.1;5.9;91.0;7.8;1.2
120;Totaal allochtonen;12 tot 25 jaar;Totaal mannen en vrouwen;1999;49.6;20.3;33.9;11.2;15.8;36.8;51.7;11.4;76.2;17.6;6.1;49.4;20.6;34.6;10.8;14.9;39.0;50.1;11.0;76.4;17.7;5.8
121;Totaal allochtonen;12 tot 25 jaar;Totaal mannen en vrouwen;2000;47.7;21.2;34.0;10.7;14.4;40.1;49.4;10.6;78.4;16.4;5.3;47.7;21.7;34.5;10.3;13.4;41.5;48.0;10.5;78.4;16.3;5.2
122;Totaal allochtonen;12 tot 25 jaar;Totaal mannen en vrouwen;2001;47.8;19.8;34.0;10.2;14.0;41.6;48.4;10.0;79.3;16.3;4.4;47.9;20.2;34.9;9.6;12.9;42.5;47.6;10.0;79.2;16.5;4.3
123;Totaal allochtonen;12 tot 25 jaar;Totaal mannen en vrouwen;2002;45.5;21.3;34.2;10.6;15.6;42.5;48.4;9.1;78.2;17.2;4.6;45.8;22.3;35.0;10.1;14.8;43.1;47.8;9.2;77.6;17.7;4.7
124;Totaal allochtonen;12 tot 25 jaar;Totaal mannen en vrouwen;2003;44.3;21.9;33.9;11.0;16.1;42.9;48.8;8.2;78.4;16.7;4.9;44.9;22.7;34.7;10.1;15.2;43.5;48.0;8.5;78.0;17.1;4.9
125;Totaal allochtonen;12 tot 25 jaar;Totaal mannen en vrouwen;2004;43.6;22.6;35.3;9.5;17.7;41.0;50.7;8.4;77.6;17.0;5.4;44.5;23.4;35.5;8.4;17.3;42.1;49.2;8.7;77.2;17.4;5.4
126;Totaal allochtonen;12 tot 25 jaar;Totaal mannen en vrouwen;2005;43.3;22.8;36.5;9.6;15.4;40.3;51.6;8.1;77.8;17.5;4.7;44.2;24.5;36.8;8.2;14.9;42.3;49.1;8.6;77.1;18.0;5.0
127;Totaal allochtonen;12 tot 25 jaar;Totaal mannen en vrouwen;2006*;42.6;23.4;35.5;11.7;14.3;38.9;52.8;8.3;78.1;17.2;4.8;44.2;25.1;35.8;9.8;13.9;40.6;50.4;9.0;77.1;17.7;5.2
128;Totaal allochtonen;12 tot 25 jaar;Mannen;1999;45.7;22.1;36.3;12.6;17.2;32.8;54.3;12.9;74.0;19.1;6.8;46.1;22.2;36.5;12.1;16.1;35.2;52.5;12.3;74.4;19.1;6.4
129;Totaal allochtonen;12 tot 25 jaar;Mannen;2000;44.0;23.0;36.7;11.9;15.6;36.3;51.9;11.9;75.9;18.1;6.0;44.4;23.4;37.1;11.4;14.5;37.9;50.4;11.7;76.2;18.0;5.9
130;Totaal allochtonen;12 tot 25 jaar;Mannen;2001;43.8;21.6;36.9;11.4;15.4;37.1;51.3;11.6;76.8;18.1;5.1;44.5;21.7;37.4;10.7;14.3;38.3;50.3;11.4;76.9;18.2;4.9
131;Totaal allochtonen;12 tot 25 jaar;Mannen;2002;41.3;23.5;36.9;12.1;16.7;38.9;50.6;10.5;75.8;18.9;5.4;42.1;24.3;37.3;11.4;16.1;39.5;50.0;10.5;75.2;19.4;5.5
132;Totaal allochtonen;12 tot 25 jaar;Mannen;2003;40.7;23.5;36.6;12.3;17.2;39.0;51.6;9.4;76.1;18.3;5.6;41.9;23.8;37.2;11.2;16.3;39.7;50.8;9.5;75.8;18.6;5.5
133;Totaal allochtonen;12 tot 25 jaar;Mannen;2004;41.0;24.1;37.5;10.5;18.6;37.1;53.4;9.5;75.5;18.4;6.1;42.2;24.8;37.3;9.3;18.4;38.2;52.0;9.8;75.1;18.8;6.1
134;Totaal allochtonen;12 tot 25 jaar;Mannen;2005;40.2;24.5;39.4;10.7;16.3;35.9;54.6;9.4;75.1;19.5;5.4;41.7;26.0;39.2;9.1;15.8;38.3;51.7;10.0;74.6;19.8;5.6
135;Totaal allochtonen;12 tot 25 jaar;Mannen;2006*;39.9;25.2;37.6;12.8;15.2;34.5;55.9;9.5;75.7;18.9;5.4;42.4;26.8;37.3;10.7;14.8;36.5;53.2;10.3;74.8;19.4;5.8
136;Totaal allochtonen;12 tot 25 jaar;Vrouwen;1999;71.9;10.3;20.1;3.2;7.8;60.1;37.2;2.7;89.0;8.9;2.1;69.1;11.5;23.3;2.7;7.6;61.2;35.7;3.1;88.2;9.6;2.2
137;Totaal allochtonen;12 tot 25 jaar;Vrouwen;2000;69.3;10.4;17.7;3.6;7.1;62.6;34.5;2.9;93.0;6.0;1.0;68.5;11.5;18.8;3.4;6.4;63.8;33.0;3.2;92.5;6.4;1.1
138;Totaal allochtonen;12 tot 25 jaar;Vrouwen;2001;69.0;10.5;18.4;4.0;6.6;64.9;33.6;1.5;92.6;6.4;1.0;67.1;11.9;20.9;3.3;5.4;65.9;32.2;1.9;92.4;6.8;0.9
139;Totaal allochtonen;12 tot 25 jaar;Vrouwen;2002;67.4;10.1;19.5;3.0;9.6;61.4;37.0;1.6;91.1;8.2;0.7;65.8;11.5;22.3;2.6;7.9;62.4;35.7;1.9;90.6;8.8;0.7
140;Totaal allochtonen;12 tot 25 jaar;Vrouwen;2003;63.9;13.5;18.8;4.0;10.4;64.1;34.0;1.9;90.7;8.1;1.2;62.7;15.9;19.8;3.8;8.6;65.9;31.8;2.3;90.7;8.1;1.2
141;Totaal allochtonen;12 tot 25 jaar;Vrouwen;2004;58.3;14.3;23.0;3.8;12.4;62.4;35.5;2.1;89.7;9.1;1.2;57.7;15.3;25.0;3.0;11.3;65.0;33.0;2.0;89.3;9.4;1.3
142;Totaal allochtonen;12 tot 25 jaar;Vrouwen;2005;58.9;14.6;21.4;4.1;10.9;62.3;36.4;1.3;91.5;7.2;1.3;57.6;16.1;24.1;3.4;10.1;63.9;34.8;1.3;90.2;8.3;1.6
143;Totaal allochtonen;12 tot 25 jaar;Vrouwen;2006*;56.9;14.2;24.7;5.9;9.6;61.9;36.5;1.6;90.2;8.4;1.5;54.5;15.7;27.2;4.5;9.3;63.7;34.6;1.7;90.4;7.9;1.7
144;Totaal niet-westerse allochtonen;12 tot 18 jaar;Totaal mannen en vrouwen;1999;55.0;23.6;42.6;2.9;9.1;47.6;41.7;10.7;74.4;19.0;6.6;54.5;22.8;42.9;3.2;9.4;47.4;41.8;10.8;74.4;19.3;6.3
145;Totaal niet-westerse allochtonen;12 tot 18 jaar;Totaal mannen en vrouwen;2000;53.5;23.8;42.0;2.4;7.4;50.6;39.0;10.4;77.3;16.9;5.8;54.3;23.2;42.1;2.3;7.5;50.0;39.1;10.9;77.2;16.9;5.9
146;Totaal niet-westerse allochtonen;12 tot 18 jaar;Totaal mannen en vrouwen;2001;53.6;23.0;39.7;2.8;7.4;52.6;38.8;8.6;78.3;17.4;4.3;54.5;22.1;39.8;2.7;7.0;51.1;39.6;9.3;78.4;17.5;4.2
147;Totaal niet-westerse allochtonen;12 tot 18 jaar;Totaal mannen en vrouwen;2002;53.8;23.2;39.9;2.0;8.2;53.4;38.7;7.9;77.6;18.2;4.2;54.1;23.0;40.5;2.1;8.0;52.0;39.7;8.3;77.2;18.5;4.3
148;Totaal niet-westerse allochtonen;12 tot 18 jaar;Totaal mannen en vrouwen;2003;50.7;26.2;39.0;2.4;9.8;53.5;39.2;7.3;77.0;18.4;4.6;52.2;24.9;38.9;2.2;9.9;52.4;40.0;7.6;77.2;18.1;4.8
149;Totaal niet-westerse allochtonen;12 tot 18 jaar;Totaal mannen en vrouwen;2004;51.3;25.9;39.5;1.9;10.2;51.0;40.7;8.3;76.7;18.6;4.8;52.2;24.6;38.9;1.9;10.7;50.3;41.3;8.4;77.0;18.4;4.6
150;Totaal niet-westerse allochtonen;12 tot 18 jaar;Totaal mannen en vrouwen;2005;50.7;27.5;40.8;1.8;9.0;51.1;40.2;8.7;75.6;19.3;5.1;51.2;27.5;40.7;1.9;8.9;50.8;40.1;9.0;75.6;19.2;5.2
151;Totaal niet-westerse allochtonen;12 tot 18 jaar;Totaal mannen en vrouwen;2006*;52.2;28.5;38.8;1.8;9.0;49.3;41.5;9.2;75.8;18.6;5.6;52.4;28.9;38.6;1.9;9.7;48.4;41.9;9.7;74.9;19.2;5.9
152;Totaal niet-westerse allochtonen;12 tot 18 jaar;Mannen;1999;53.4;25.2;44.0;3.3;9.8;43.6;44.3;12.0;72.5;20.3;7.1;53.0;24.2;44.2;3.7;10.1;43.5;44.3;12.2;72.6;20.6;6.8
153;Totaal niet-westerse allochtonen;12 tot 18 jaar;Mannen;2000;52.0;25.1;44.4;2.8;8.1;46.9;41.5;11.5;75.1;18.4;6.5;52.5;24.3;45.0;2.6;8.1;46.2;41.7;12.2;74.9;18.5;6.6
154;Totaal niet-westerse allochtonen;12 tot 18 jaar;Mannen;2001;51.9;24.2;42.0;3.2;8.4;49.1;40.9;9.9;75.8;19.2;5.0;52.8;23.2;42.2;3.1;8.0;47.5;41.8;10.7;75.9;19.3;4.8
155;Totaal niet-westerse allochtonen;12 tot 18 jaar;Mannen;2002;51.5;24.9;42.1;2.4;9.3;50.8;40.1;9.1;75.5;19.5;4.9;51.9;24.9;42.8;2.5;9.0;49.0;41.5;9.5;74.8;20.1;5.1
156;Totaal niet-westerse allochtonen;12 tot 18 jaar;Mannen;2003;48.8;26.8;41.7;2.8;11.0;50.3;41.6;8.1;74.6;20.0;5.4;50.6;25.3;41.7;2.6;11.0;49.1;42.5;8.4;74.7;19.8;5.5
157;Totaal niet-westerse allochtonen;12 tot 18 jaar;Mannen;2004;50.2;26.9;40.9;2.2;11.2;47.4;43.0;9.5;74.8;19.9;5.3;51.0;25.5;40.3;2.1;11.7;46.7;43.7;9.6;75.3;19.6;5.1
158;Totaal niet-westerse allochtonen;12 tot 18 jaar;Mannen;2005;49.1;29.1;43.3;2.2;9.6;47.3;42.6;10.1;72.9;21.5;5.7;49.8;29.1;42.6;2.1;9.6;47.3;42.1;10.5;73.2;21.0;5.8
159;Totaal niet-westerse allochtonen;12 tot 18 jaar;Mannen;2006*;51.8;30.4;40.2;2.0;9.3;45.7;43.6;10.7;73.1;20.6;6.2;52.6;30.7;39.5;2.2;10.1;44.7;44.1;11.2;72.1;21.4;6.5
160;Totaal niet-westerse allochtonen;12 tot 18 jaar;Vrouwen;1999;64.1;14.2;34.9;;5.1;70.0;26.8;3.2;85.0;11.8;3.2;62.7;15.1;35.7;;5.5;68.7;27.9;3.4;84.2;12.7;3.1
161;Totaal niet-westerse allochtonen;12 tot 18 jaar;Vrouwen;2000;62.7;16.1;27.7;;3.7;72.9;23.7;3.4;91.0;7.3;;64.7;16.7;25.8;;3.8;72.1;24.1;3.8;90.4;8.0;
162;Totaal niet-westerse allochtonen;12 tot 18 jaar;Vrouwen;2001;62.4;16.9;28.2;;2.4;69.9;28.0;2.1;90.6;8.3;;62.7;16.6;28.4;;2.2;68.6;29.0;2.5;90.6;8.4;
163;Totaal niet-westerse allochtonen;12 tot 18 jaar;Vrouwen;2002;64.5;15.1;29.9;;3.4;65.3;32.3;2.4;87.5;12.0;;64.4;14.0;29.9;;3.4;65.9;31.5;2.6;88.6;11.0;
164;Totaal niet-westerse allochtonen;12 tot 18 jaar;Vrouwen;2003;60.3;23.0;24.7;;3.6;70.6;26.2;3.2;89.3;9.9;;60.7;22.6;24.1;;3.6;70.3;26.4;3.3;90.2;8.7;
165;Totaal niet-westerse allochtonen;12 tot 18 jaar;Vrouwen;2004;57.0;20.6;32.2;;4.9;70.3;28.2;;86.9;11.3;;59.3;19.5;31.1;;4.9;70.5;27.9;;86.9;11.5;
166;Totaal niet-westerse allochtonen;12 tot 18 jaar;Vrouwen;2005;58.3;19.5;28.7;;6.3;69.8;28.7;;89.4;8.5;2.1;58.5;19.1;30.5;;5.6;69.0;29.7;;88.3;9.4;2.3
167;Totaal niet-westerse allochtonen;12 tot 18 jaar;Vrouwen;2006*;54.2;18.2;31.9;;7.2;67.9;30.6;;89.8;8.0;2.2;51.4;18.8;34.1;;7.1;68.8;29.7;;90.5;7.0;2.5
168;Totaal niet-westerse allochtonen;18 tot 25 jaar;Totaal mannen en vrouwen;1999;46.4;19.2;32.4;14.0;20.1;30.7;56.9;12.4;75.6;17.9;6.5;45.0;19.3;32.5;14.6;20.3;30.9;57.2;12.0;75.7;18.0;6.3
169;Totaal niet-westerse allochtonen;18 tot 25 jaar;Totaal mannen en vrouwen;2000;44.3;19.9;32.4;13.7;18.8;34.1;54.6;11.4;77.7;16.7;5.6;42.7;20.1;32.1;14.5;19.0;33.8;55.1;11.2;78.0;16.5;5.4
170;Totaal niet-westerse allochtonen;18 tot 25 jaar;Totaal mannen en vrouwen;2001;44.4;18.4;33.0;13.2;17.9;34.8;53.8;11.4;78.8;16.4;4.9;42.8;18.3;33.6;14.0;18.2;33.6;54.8;11.6;78.8;16.3;4.8
171;Totaal niet-westerse allochtonen;18 tot 25 jaar;Totaal mannen en vrouwen;2002;41.5;20.3;33.2;13.5;19.4;36.6;53.3;10.0;77.8;17.3;4.9;40.2;20.7;33.3;14.4;20.3;34.5;54.9;10.7;77.0;18.0;5.0
172;Totaal niet-westerse allochtonen;18 tot 25 jaar;Totaal mannen en vrouwen;2003;41.6;20.2;33.2;13.6;19.4;37.7;53.2;9.1;78.3;16.3;5.4;40.4;20.3;33.8;14.6;19.8;35.4;54.7;9.9;77.7;16.7;5.6
173;Totaal niet-westerse allochtonen;18 tot 25 jaar;Totaal mannen en vrouwen;2004;40.6;20.0;34.7;11.8;21.2;35.6;55.4;9.0;78.1;16.3;5.5;39.4;19.9;34.5;12.4;23.2;33.5;56.6;9.8;77.4;16.8;5.8
174;Totaal niet-westerse allochtonen;18 tot 25 jaar;Totaal mannen en vrouwen;2005;40.7;19.7;35.5;12.0;18.8;33.8;57.7;8.5;78.4;17.1;4.5;39.6;19.6;34.9;12.5;20.9;32.4;58.3;9.3;77.9;17.4;4.7
175;Totaal niet-westerse allochtonen;18 tot 25 jaar;Totaal mannen en vrouwen;2006*;39.1;20.5;36.1;14.9;16.9;32.3;59.2;8.5;78.1;17.2;4.6;38.4;20.3;35.8;15.3;18.0;31.3;59.4;9.3;78.0;17.3;4.7
176;Totaal niet-westerse allochtonen;18 tot 25 jaar;Mannen;1999;41.8;20.9;35.1;15.6;21.8;26.7;59.2;14.1;73.4;19.4;7.3;40.7;20.7;34.9;16.2;21.8;27.2;59.3;13.5;73.8;19.3;6.9
177;Totaal niet-westerse allochtonen;18 tot 25 jaar;Mannen;2000;39.9;21.8;35.3;15.2;20.3;30.0;57.1;12.8;75.3;18.4;6.3;38.5;21.8;34.7;16.0;20.4;30.0;57.5;12.5;75.9;18.0;6.0
178;Totaal niet-westerse allochtonen;18 tot 25 jaar;Mannen;2001;39.5;20.3;36.4;14.6;19.4;30.2;56.5;13.3;76.3;18.2;5.5;38.4;19.9;36.5;15.3;19.6;29.3;57.5;13.2;76.6;18.0;5.4
179;Totaal niet-westerse allochtonen;18 tot 25 jaar;Mannen;2002;36.9;22.5;36.2;15.1;20.6;32.8;55.6;11.6;75.3;19.1;5.6;36.0;22.7;36.0;15.9;21.5;30.6;57.2;12.2;74.7;19.6;5.7
180;Totaal niet-westerse allochtonen;18 tot 25 jaar;Mannen;2003;37.4;22.2;36.1;15.3;20.4;33.6;55.9;10.5;75.9;18.0;6.1;36.5;22.0;36.4;16.0;21.0;31.3;57.4;11.3;75.5;18.3;6.2
181;Totaal niet-westerse allochtonen;18 tot 25 jaar;Mannen;2004;37.4;21.6;37.4;13.1;22.1;31.7;58.1;10.2;75.9;17.8;6.3;36.5;21.3;36.8;13.7;24.2;29.4;59.5;11.1;75.3;18.2;6.6
182;Totaal niet-westerse allochtonen;18 tot 25 jaar;Mannen;2005;37.0;21.3;38.7;13.4;19.7;29.5;60.7;9.9;75.8;19.0;5.1;36.4;21.0;37.7;13.8;21.7;28.1;61.1;10.8;75.5;19.2;5.3
183;Totaal niet-westerse allochtonen;18 tot 25 jaar;Mannen;2006*;35.5;22.1;38.6;16.2;18.0;27.7;62.5;9.8;75.9;18.8;5.2;35.4;21.7;38.0;16.4;19.0;26.8;62.6;10.6;75.9;18.8;5.3
184;Totaal niet-westerse allochtonen;18 tot 25 jaar;Vrouwen;1999;75.5;8.8;15.0;3.5;9.4;56.3;42.4;1.2;89.9;8.3;1.8;74.5;8.9;15.7;3.5;10.0;56.3;42.4;1.3;89.3;9.0;1.7
185;Totaal niet-westerse allochtonen;18 tot 25 jaar;Vrouwen;2000;73.0;8.1;13.7;3.8;9.2;60.2;38.1;1.7;93.4;5.6;;73.1;8.2;13.2;4.1;9.3;60.9;37.4;1.7;93.3;5.6;
186;Totaal niet-westerse allochtonen;18 tot 25 jaar;Vrouwen;2001;71.7;7.6;14.0;5.6;9.5;60.6;38.6;;92.9;5.9;1.2;71.2;7.6;14.3;5.9;9.2;61.3;37.8;;93.1;5.8;1.2
187;Totaal niet-westerse allochtonen;18 tot 25 jaar;Vrouwen;2002;68.8;7.3;15.1;4.0;12.9;59.2;40.0;;92.6;6.7;;68.1;7.7;15.9;4.4;12.4;59.8;39.4;;92.2;7.2;
188;Totaal niet-westerse allochtonen;18 tot 25 jaar;Vrouwen;2003;65.8;9.2;16.7;4.2;13.5;61.2;37.7;1.1;91.9;6.8;1.3;66.4;9.2;16.4;4.9;12.1;62.2;36.7;1.1;92.4;6.4;1.3
189;Totaal niet-westerse allochtonen;18 tot 25 jaar;Vrouwen;2004;58.8;11.3;19.8;4.2;16.2;58.1;39.7;2.2;90.7;8.3;1.0;58.0;10.9;19.9;4.3;17.1;59.2;38.7;2.2;90.9;8.1;1.0
190;Totaal niet-westerse allochtonen;18 tot 25 jaar;Vrouwen;2005;60.6;11.3;18.3;4.4;14.1;57.5;41.7;0.9;92.2;6.9;0.9;58.7;11.3;18.2;4.9;16.0;57.8;41.4;0.8;91.8;7.2;1.0
191;Totaal niet-westerse allochtonen;18 tot 25 jaar;Vrouwen;2006*;59.1;11.5;22.5;7.4;10.3;58.2;40.5;1.3;90.4;8.4;1.2;57.0;11.8;22.0;7.9;11.8;59.1;39.6;1.4;90.6;8.3;1.1
192;Totaal niet-westerse allochtonen;25 tot 45 jaar;Totaal mannen en vrouwen;1999;40.7;15.2;26.4;24.5;18.6;31.1;48.4;20.5;79.7;16.0;4.3;41.2;15.1;26.4;24.2;18.9;30.3;48.2;21.5;79.5;16.1;4.4
193;Totaal niet-westerse allochtonen;25 tot 45 jaar;Totaal mannen en vrouwen;2000;37.2;14.7;28.2;24.9;18.5;31.3;47.8;20.8;80.9;15.3;3.8;37.7;14.7;28.2;24.6;18.7;30.7;47.7;21.6;80.7;15.4;3.9
194;Totaal niet-westerse allochtonen;25 tot 45 jaar;Totaal mannen en vrouwen;2001;35.1;15.1;29.0;25.6;17.3;30.8;48.7;20.5;82.2;14.1;3.7;35.6;14.9;28.9;25.4;17.6;30.3;48.6;21.2;82.0;14.2;3.8
195;Totaal niet-westerse allochtonen;25 tot 45 jaar;Totaal mannen en vrouwen;2002;33.8;15.3;31.0;25.4;19.0;30.7;48.7;20.6;80.7;14.9;4.5;34.2;15.3;31.0;25.1;19.3;30.2;48.6;21.2;80.5;15.0;4.6
196;Totaal niet-westerse allochtonen;25 tot 45 jaar;Totaal mannen en vrouwen;2003;30.9;14.5;33.3;25.6;19.4;30.4;50.0;19.6;81.3;14.3;4.4;31.4;14.4;33.2;25.4;19.7;29.9;50.0;20.1;81.1;14.5;4.4
197;Totaal niet-westerse allochtonen;25 tot 45 jaar;Totaal mannen en vrouwen;2004;30.0;14.8;34.7;23.9;20.4;29.9;50.9;19.2;81.1;14.8;4.1;30.2;14.8;34.4;23.8;20.7;29.3;51.1;19.6;81.0;14.8;4.1
198;Totaal niet-westerse allochtonen;25 tot 45 jaar;Totaal mannen en vrouwen;2005;29.0;14.8;35.8;23.4;19.8;29.6;50.8;19.7;81.8;14.2;4.0;29.2;14.8;35.6;23.4;19.9;28.9;51.1;20.0;81.8;14.2;4.0
199;Totaal niet-westerse allochtonen;25 tot 45 jaar;Totaal mannen en vrouwen;2006*;29.5;14.3;35.7;23.7;18.4;29.0;51.4;19.6;82.5;14.0;3.6;29.6;14.4;35.6;23.9;18.5;28.3;51.8;19.9;82.4;14.0;3.6
200;Totaal niet-westerse allochtonen;25 tot 45 jaar;Mannen;1999;35.0;16.6;28.9;27.6;19.8;27.3;49.5;23.2;77.9;17.1;4.9;35.2;16.6;29.1;27.4;20.1;26.3;49.4;24.4;77.6;17.3;5.1
201;Totaal niet-westerse allochtonen;25 tot 45 jaar;Mannen;2000;32.0;15.8;30.5;27.8;19.3;27.7;49.1;23.1;79.6;16.1;4.3;32.3;15.8;30.5;27.6;19.6;26.8;49.0;24.2;79.3;16.3;4.4
202;Totaal niet-westerse allochtonen;25 tot 45 jaar;Mannen;2001;29.9;16.1;31.1;28.7;18.4;27.2;49.7;23.0;80.7;15.1;4.2;30.2;16.0;31.0;28.7;18.7;26.4;49.6;24.0;80.4;15.3;4.3
203;Totaal niet-westerse allochtonen;25 tot 45 jaar;Mannen;2002;29.1;16.4;33.4;28.2;20.0;27.1;49.8;23.1;78.9;16.0;5.1;29.4;16.4;33.4;28.0;20.4;26.5;49.7;23.8;78.6;16.1;5.2
204;Totaal niet-westerse allochtonen;25 tot 45 jaar;Mannen;2003;26.4;15.4;35.7;28.3;20.3;26.9;51.3;21.9;79.7;15.5;4.9;26.8;15.4;35.6;28.0;20.6;26.3;51.3;22.5;79.4;15.7;4.9
205;Totaal niet-westerse allochtonen;25 tot 45 jaar;Mannen;2004;26.1;15.6;37.1;26.2;21.1;26.1;52.3;21.6;79.4;16.0;4.6;26.2;15.6;36.9;26.2;21.4;25.5;52.4;22.1;79.3;16.1;4.7
206;Totaal niet-westerse allochtonen;25 tot 45 jaar;Mannen;2005;25.1;15.5;38.4;25.8;20.3;25.4;52.3;22.3;80.1;15.4;4.5;25.2;15.5;38.2;25.8;20.5;24.8;52.5;22.7;80.1;15.4;4.6
207;Totaal niet-westerse allochtonen;25 tot 45 jaar;Mannen;2006*;25.6;15.1;38.0;26.0;19.3;24.6;52.9;22.5;80.8;15.2;4.1;25.7;15.1;37.8;26.2;19.3;24.1;53.1;22.7;80.7;15.2;4.1
208;Totaal niet-westerse allochtonen;25 tot 45 jaar;Vrouwen;1999;72.6;7.3;12.1;7.1;12.3;52.0;42.0;6.0;89.5;9.6;0.9;72.8;7.3;12.0;7.1;12.2;51.9;42.2;5.9;89.6;9.5;0.9
209;Totaal niet-westerse allochtonen;25 tot 45 jaar;Vrouwen;2000;67.5;8.6;14.9;7.8;13.7;52.4;40.3;7.4;88.7;10.4;0.9;67.7;8.5;14.8;7.7;13.6;52.4;40.4;7.2;88.7;10.4;0.9
210;Totaal niet-westerse allochtonen;25 tot 45 jaar;Vrouwen;2001;64.0;9.4;17.4;8.0;11.5;50.9;42.9;6.3;90.7;8.4;0.9;64.4;9.3;17.3;7.8;11.4;50.7;43.1;6.2;90.7;8.4;0.9
211;Totaal niet-westerse allochtonen;25 tot 45 jaar;Vrouwen;2002;60.9;9.2;17.5;9.5;13.2;51.1;42.2;6.7;90.7;8.4;0.9;61.0;9.2;17.4;9.4;13.3;50.8;42.4;6.7;90.6;8.5;0.9
212;Totaal niet-westerse allochtonen;25 tot 45 jaar;Vrouwen;2003;57.2;9.0;19.7;10.1;14.3;51.6;42.3;6.2;91.1;7.5;1.3;57.5;8.9;19.5;10.0;14.5;51.1;42.7;6.2;91.1;7.6;1.3
213;Totaal niet-westerse allochtonen;25 tot 45 jaar;Vrouwen;2004;52.5;10.1;20.6;10.4;16.7;51.6;43.0;5.3;91.0;7.9;1.1;52.8;10.0;20.4;10.3;16.8;51.0;43.6;5.4;91.0;7.9;1.1
214;Totaal niet-westerse allochtonen;25 tot 45 jaar;Vrouwen;2005;49.6;11.1;22.1;10.8;17.0;51.7;42.8;5.5;90.6;8.2;1.2;50.2;11.1;21.9;10.6;16.9;50.7;43.5;5.8;90.6;8.2;1.2
215;Totaal niet-westerse allochtonen;25 tot 45 jaar;Vrouwen;2006*;48.8;10.4;24.2;12.3;14.1;50.9;43.8;5.3;91.1;7.9;1.0;49.3;10.4;24.0;12.1;14.1;49.7;44.7;5.6;91.1;7.9;1.0
216;Totaal niet-westerse allochtonen;45 tot 80 jaar;Totaal mannen en vrouwen;1999;38.8;11.4;19.7;28.2;17.2;39.9;39.3;20.8;86.4;12.0;1.6;39.5;11.4;19.6;27.9;16.7;41.4;39.4;19.2;86.6;11.9;1.5
