ID;Geslacht;Migratieachtergrond;Onderwijssoort;Opleidingsfase;Opleidingsvorm;Perioden;TotaalIngeschrevenen_1
216;Totaal mannen en vrouwen;Totaal ;Hoger onderwijs;Master- en vervolgopleidingen;Voltijd;2018/'19;108265
217;Totaal mannen en vrouwen;Totaal ;Hoger onderwijs;Master- en vervolgopleidingen;Voltijd;2019/'20;111713
218;Totaal mannen en vrouwen;Totaal ;Hoger onderwijs;Master- en vervolgopleidingen;Voltijd;2020/'21;122294
219;Totaal mannen en vrouwen;Totaal ;Hoger onderwijs;Master- en vervolgopleidingen;Voltijd;2021/'22;128545
220;Totaal mannen en vrouwen;Totaal ;Hoger onderwijs;Master- en vervolgopleidingen;Deeltijd;2000/'01;7516
221;Totaal mannen en vrouwen;Totaal ;Hoger onderwijs;Master- en vervolgopleidingen;Deeltijd;2001/'02;8798
222;Totaal mannen en vrouwen;Totaal ;Hoger onderwijs;Master- en vervolgopleidingen;Deeltijd;2002/'03;8866
223;Totaal mannen en vrouwen;Totaal ;Hoger onderwijs;Master- en vervolgopleidingen;Deeltijd;2003/'04;9815
224;Totaal mannen en vrouwen;Totaal ;Hoger onderwijs;Master- en vervolgopleidingen;Deeltijd;2004/'05;10993
225;Totaal mannen en vrouwen;Totaal ;Hoger onderwijs;Master- en vervolgopleidingen;Deeltijd;2005/'06;12501
226;Totaal mannen en vrouwen;Totaal ;Hoger onderwijs;Master- en vervolgopleidingen;Deeltijd;2006/'07;13478
227;Totaal mannen en vrouwen;Totaal ;Hoger onderwijs;Master- en vervolgopleidingen;Deeltijd;2007/'08;13802
228;Totaal mannen en vrouwen;Totaal ;Hoger onderwijs;Master- en vervolgopleidingen;Deeltijd;2008/'09;14184
229;Totaal mannen en vrouwen;Totaal ;Hoger onderwijs;Master- en vervolgopleidingen;Deeltijd;2009/'10;15726
230;Totaal mannen en vrouwen;Totaal ;Hoger onderwijs;Master- en vervolgopleidingen;Deeltijd;2010/'11;16272
231;Totaal mannen en vrouwen;Totaal ;Hoger onderwijs;Master- en vervolgopleidingen;Deeltijd;2011/'12;14105
232;Totaal mannen en vrouwen;Totaal ;Hoger onderwijs;Master- en vervolgopleidingen;Deeltijd;2012/'13;12200
233;Totaal mannen en vrouwen;Totaal ;Hoger onderwijs;Master- en vervolgopleidingen;Deeltijd;2013/'14;12434
234;Totaal mannen en vrouwen;Totaal ;Hoger onderwijs;Master- en vervolgopleidingen;Deeltijd;2014/'15;12284
235;Totaal mannen en vrouwen;Totaal ;Hoger onderwijs;Master- en vervolgopleidingen;Deeltijd;2015/'16;12279
236;Totaal mannen en vrouwen;Totaal ;Hoger onderwijs;Master- en vervolgopleidingen;Deeltijd;2016/'17;11710
237;Totaal mannen en vrouwen;Totaal ;Hoger onderwijs;Master- en vervolgopleidingen;Deeltijd;2017/'18;10968
238;Totaal mannen en vrouwen;Totaal ;Hoger onderwijs;Master- en vervolgopleidingen;Deeltijd;2018/'19;10907
239;Totaal mannen en vrouwen;Totaal ;Hoger onderwijs;Master- en vervolgopleidingen;Deeltijd;2019/'20;10905
240;Totaal mannen en vrouwen;Totaal ;Hoger onderwijs;Master- en vervolgopleidingen;Deeltijd;2020/'21;10978
241;Totaal mannen en vrouwen;Totaal ;Hoger onderwijs;Master- en vervolgopleidingen;Deeltijd;2021/'22;11768
242;Totaal mannen en vrouwen;Totaal ;Hoger onderwijs;Master- en vervolgopleidingen;Duaal;2000/'01;4
243;Totaal mannen en vrouwen;Totaal ;Hoger onderwijs;Master- en vervolgopleidingen;Duaal;2001/'02;3
244;Totaal mannen en vrouwen;Totaal ;Hoger onderwijs;Master- en vervolgopleidingen;Duaal;2002/'03;6
245;Totaal mannen en vrouwen;Totaal ;Hoger onderwijs;Master- en vervolgopleidingen;Duaal;2003/'04;67
246;Totaal mannen en vrouwen;Totaal ;Hoger onderwijs;Master- en vervolgopleidingen;Duaal;2004/'05;380
247;Totaal mannen en vrouwen;Totaal ;Hoger onderwijs;Master- en vervolgopleidingen;Duaal;2005/'06;747
248;Totaal mannen en vrouwen;Totaal ;Hoger onderwijs;Master- en vervolgopleidingen;Duaal;2006/'07;951
249;Totaal mannen en vrouwen;Totaal ;Hoger onderwijs;Master- en vervolgopleidingen;Duaal;2007/'08;1073
250;Totaal mannen en vrouwen;Totaal ;Hoger onderwijs;Master- en vervolgopleidingen;Duaal;2008/'09;1199
251;Totaal mannen en vrouwen;Totaal ;Hoger onderwijs;Master- en vervolgopleidingen;Duaal;2009/'10;1271
252;Totaal mannen en vrouwen;Totaal ;Hoger onderwijs;Master- en vervolgopleidingen;Duaal;2010/'11;1423
253;Totaal mannen en vrouwen;Totaal ;Hoger onderwijs;Master- en vervolgopleidingen;Duaal;2011/'12;1497
254;Totaal mannen en vrouwen;Totaal ;Hoger onderwijs;Master- en vervolgopleidingen;Duaal;2012/'13;1574
255;Totaal mannen en vrouwen;Totaal ;Hoger onderwijs;Master- en vervolgopleidingen;Duaal;2013/'14;1582
256;Totaal mannen en vrouwen;Totaal ;Hoger onderwijs;Master- en vervolgopleidingen;Duaal;2014/'15;1580
257;Totaal mannen en vrouwen;Totaal ;Hoger onderwijs;Master- en vervolgopleidingen;Duaal;2015/'16;1635
258;Totaal mannen en vrouwen;Totaal ;Hoger onderwijs;Master- en vervolgopleidingen;Duaal;2016/'17;1798
259;Totaal mannen en vrouwen;Totaal ;Hoger onderwijs;Master- en vervolgopleidingen;Duaal;2017/'18;2020
260;Totaal mannen en vrouwen;Totaal ;Hoger onderwijs;Master- en vervolgopleidingen;Duaal;2018/'19;2249
261;Totaal mannen en vrouwen;Totaal ;Hoger onderwijs;Master- en vervolgopleidingen;Duaal;2019/'20;2471
262;Totaal mannen en vrouwen;Totaal ;Hoger onderwijs;Master- en vervolgopleidingen;Duaal;2020/'21;2591
263;Totaal mannen en vrouwen;Totaal ;Hoger onderwijs;Master- en vervolgopleidingen;Duaal;2021/'22;2570
264;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2000/'01;312696
265;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2001/'02;321501
266;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2002/'03;322960
267;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2003/'04;335696
268;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2004/'05;346634
269;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2005/'06;356857
270;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2006/'07;366715
271;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2007/'08;374802
272;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2008/'09;383716
273;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2009/'10;403281
274;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2010/'11;416638
275;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2011/'12;423945
276;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2012/'13;421693
277;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2013/'14;440293
278;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2014/'15;446434
279;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2015/'16;442594
280;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2016/'17;446645
281;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2017/'18;452690
282;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2018/'19;455670
283;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2019/'20;463330
284;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2020/'21;489262
285;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2021/'22;491499
286;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Opleidingsfase totaal;Voltijd;2000/'01;245771
287;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Opleidingsfase totaal;Voltijd;2001/'02;247302
288;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Opleidingsfase totaal;Voltijd;2002/'03;247826
289;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Opleidingsfase totaal;Voltijd;2003/'04;257101
290;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Opleidingsfase totaal;Voltijd;2004/'05;269264
291;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Opleidingsfase totaal;Voltijd;2005/'06;281034
292;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Opleidingsfase totaal;Voltijd;2006/'07;292866
293;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Opleidingsfase totaal;Voltijd;2007/'08;301747
294;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Opleidingsfase totaal;Voltijd;2008/'09;309859
295;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Opleidingsfase totaal;Voltijd;2009/'10;326944
296;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Opleidingsfase totaal;Voltijd;2010/'11;339528
297;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Opleidingsfase totaal;Voltijd;2011/'12;351026
298;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Opleidingsfase totaal;Voltijd;2012/'13;356894
299;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Opleidingsfase totaal;Voltijd;2013/'14;378567
300;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Opleidingsfase totaal;Voltijd;2014/'15;389051
301;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Opleidingsfase totaal;Voltijd;2015/'16;387056
302;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Opleidingsfase totaal;Voltijd;2016/'17;391502
303;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Opleidingsfase totaal;Voltijd;2017/'18;396007
304;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Opleidingsfase totaal;Voltijd;2018/'19;396453
305;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Opleidingsfase totaal;Voltijd;2019/'20;399777
306;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Opleidingsfase totaal;Voltijd;2020/'21;420689
307;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Opleidingsfase totaal;Voltijd;2021/'22;419070
308;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Opleidingsfase totaal;Deeltijd;2000/'01;59910
309;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Opleidingsfase totaal;Deeltijd;2001/'02;65166
310;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Opleidingsfase totaal;Deeltijd;2002/'03;64756
311;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Opleidingsfase totaal;Deeltijd;2003/'04;66873
312;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Opleidingsfase totaal;Deeltijd;2004/'05;65850
313;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Opleidingsfase totaal;Deeltijd;2005/'06;64001
314;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Opleidingsfase totaal;Deeltijd;2006/'07;61980
315;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Opleidingsfase totaal;Deeltijd;2007/'08;61288
316;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Opleidingsfase totaal;Deeltijd;2008/'09;61677
317;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Opleidingsfase totaal;Deeltijd;2009/'10;63954
318;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Opleidingsfase totaal;Deeltijd;2010/'11;64279
319;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Opleidingsfase totaal;Deeltijd;2011/'12;60553
320;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Opleidingsfase totaal;Deeltijd;2012/'13;53208
321;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Opleidingsfase totaal;Deeltijd;2013/'14;50910
322;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Opleidingsfase totaal;Deeltijd;2014/'15;47495
323;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Opleidingsfase totaal;Deeltijd;2015/'16;45937
324;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Opleidingsfase totaal;Deeltijd;2016/'17;45618
325;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Opleidingsfase totaal;Deeltijd;2017/'18;46796
326;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Opleidingsfase totaal;Deeltijd;2018/'19;48552
327;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Opleidingsfase totaal;Deeltijd;2019/'20;51970
328;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Opleidingsfase totaal;Deeltijd;2020/'21;55889
329;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Opleidingsfase totaal;Deeltijd;2021/'22;59483
330;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Opleidingsfase totaal;Duaal;2000/'01;7015
331;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Opleidingsfase totaal;Duaal;2001/'02;9033
332;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Opleidingsfase totaal;Duaal;2002/'03;10378
333;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Opleidingsfase totaal;Duaal;2003/'04;11722
334;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Opleidingsfase totaal;Duaal;2004/'05;11520
335;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Opleidingsfase totaal;Duaal;2005/'06;11822
336;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Opleidingsfase totaal;Duaal;2006/'07;11869
337;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Opleidingsfase totaal;Duaal;2007/'08;11767
338;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Opleidingsfase totaal;Duaal;2008/'09;12180
339;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Opleidingsfase totaal;Duaal;2009/'10;12383
340;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Opleidingsfase totaal;Duaal;2010/'11;12831
341;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Opleidingsfase totaal;Duaal;2011/'12;12366
342;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Opleidingsfase totaal;Duaal;2012/'13;11591
343;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Opleidingsfase totaal;Duaal;2013/'14;10816
344;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Opleidingsfase totaal;Duaal;2014/'15;9888
345;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Opleidingsfase totaal;Duaal;2015/'16;9601
346;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Opleidingsfase totaal;Duaal;2016/'17;9525
347;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Opleidingsfase totaal;Duaal;2017/'18;9887
348;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Opleidingsfase totaal;Duaal;2018/'19;10665
349;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Opleidingsfase totaal;Duaal;2019/'20;11583
350;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Opleidingsfase totaal;Duaal;2020/'21;12684
351;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Opleidingsfase totaal;Duaal;2021/'22;12946
352;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2000/'01;304118
353;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2001/'02;311639
354;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2002/'03;312987
355;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2003/'04;325139
356;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2004/'05;335179
357;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2005/'06;344197
358;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2006/'07;353683
359;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2007/'08;362360
360;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2008/'09;371594
361;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2009/'10;390145
362;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2010/'11;403080
363;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2011/'12;411728
364;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2012/'13;410581
365;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2013/'14;428693
366;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2014/'15;434470
367;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2015/'16;430498
368;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2016/'17;434679
369;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2017/'18;440825
370;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2018/'19;443146
371;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2019/'20;450088
372;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2020/'21;475449
373;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2021/'22;476635
374;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2000/'01;244587
375;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2001/'02;246090
376;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2002/'03;246523
377;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2003/'04;255644
378;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2004/'05;267747
379;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2005/'06;279379
380;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2006/'07;291148
381;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2007/'08;300000
382;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2008/'09;308157
383;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2009/'10;325311
384;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2010/'11;337855
385;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2011/'12;349344
386;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2012/'13;355212
387;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2013/'14;376658
388;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2014/'15;386873
389;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2015/'16;384986
390;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2016/'17;389276
391;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2017/'18;393364
392;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2018/'19;393390
393;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2019/'20;396329
394;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2020/'21;416649
395;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2021/'22;414626
396;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2000/'01;52516
397;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2001/'02;56516
398;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2002/'03;56086
399;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2003/'04;57773
400;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2004/'05;56135
401;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2005/'06;53523
402;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2006/'07;51337
403;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2007/'08;51314
404;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2008/'09;52057
405;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2009/'10;53370
406;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2010/'11;53407
407;Totaal mannen en vrouwen;Totaal ;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2011/'12;51088
