ID;Perioden;TypeEffectEmissie_1;Emittent_2;TypeUitgifte_3;Inschrijvingsdatum_4;Stortingsdatum_5;GemiddeldeLooptijdObligaties_6;RentevergoedingObligaties_7;KoersVanUitgifteObligaties_8;KoersVanUitgifteAandelen_9;NominaalBedragEmissie_10;ValutaEmissie_11;EmissieRendementObligaties_12;EmissieBedrag_13
152;2001 september 07-02;"Obligatie; Floating Rate Notes                         ";WUH                                     ;emissie             ;7 september         ;7 september         ;2.0;4.33;99.92;;200.0;EUR  ;;200
153;2001 september 12-01;Aandelen                                               ;Nieuwe Steen Investments                ;emissie             ;27 augustus         ;12 september        ;;;;15.2;;     ;;59
154;2001 september 13-01;"Obligatie; Euro Obligaties                             ";Essent                                  ;emissie             ;11 september        ;13 september        ;1.5;4.19;99.99;;67.0;EUR  ;4.21;67
155;2001 september 14-01;"Obligatie; Euro Obligaties                             ";Staat der Nederlanden                   ;emissie             ;11 september        ;14 september        ;9.8;5.0;99.78;;2175.0;EUR  ;5.02;2170
156;2001 september 17-01;"Obligatie; Floating Rate Notes                         ";Unilever                                ;emissie             ;13 september        ;17 september        ;2.0;4.23;99.93;;1000.0;EUR  ;;999
157;2001 september 26-01;"Obligatie; Euro Obligaties                             ";Essent                                  ;emissie             ;25 september        ;26 september        ;1.5;3.69;99.99;;50.0;EUR  ;3.71;50
158;2001 september 28-01;"Obligatie; Eeuwigdurend achtergestelde obligaties      ";ING Groep                               ;emissie             ;3 september         ;28 september        ;;6.5;100.0;;600.0;EUR  ;;600
159;2001 oktober 01-01;"Obligatie; Reverse Convertible Bonds                   ";ING Bank                                ;emissie             ;10 september        ;1 oktober           ;2.0;10.5;102.0;;25.0;EUR  ;;26
160;2001 oktober 03-01;"Obligatie; Mortgage Backed Notes                       ";Colonnade Securities                    ;emissie             ;28 september        ;3 oktober           ;10.0;5.13;99.61;;210.0;EUR  ;;209
161;2001 oktober 03-02;"Obligatie; Reverse Convertible Bonds                   ";ABN AMRO Bank                           ;emissie             ;12 september        ;3 oktober           ;1.0;10.0;101.0;;25.0;EUR  ;;25
162;2001 oktober 12-01;"Obligatie; Euro Obligaties                             ";Staat der Nederlanden                   ;emissie             ;9 oktober           ;12 oktober          ;2.3;5.75;104.76;;2085.0;EUR  ;3.51;2184
163;2001 oktober 16-01;"Obligatie; Floating Rate Notes                         ";STREAM 1                                ;emissie             ;16 oktober          ;16 oktober          ;85.0;4.68;100.0;;18.0;EUR  ;;18
164;2001 oktober 16-02;"Obligatie; Floating Rate Notes                         ";STREAM 1                                ;emissie             ;16 oktober          ;16 oktober          ;85.0;4.48;100.0;;62.0;EUR  ;;62
165;2001 oktober 16-03;"Obligatie; Floating Rate Notes                         ";STREAM 1                                ;emissie             ;16 oktober          ;16 oktober          ;85.0;4.0;100.0;;1329.0;EUR  ;;1329
166;2001 oktober 17-01;"Obligatie; Floating Rate Notes                         ";Achmea Hypotheekbank                    ;emissie             ;15 oktober          ;17 oktober          ;5.5;4.5;99.87;;250.0;EUR  ;;250
167;2001 oktober 17-02;"Obligatie; Knock-in Reverse Convertible Notes          ";Fortis Bank Nederland                   ;emissie             ;1 oktober           ;17 oktober          ;2.0;11.0;102.0;;25.0;EUR  ;;26
168;2001 oktober 24-01;"Obligatie; Reverse Convertible Bonds                   ";ABN AMRO Bank                           ;emissie             ;3 oktober           ;24 oktober          ;2.0;11.0;102.0;;50.0;EUR  ;;51
169;2001 oktober 25-01;"Obligatie; Euro Obligaties                             ";Achmea Hypotheekbank                    ;emissie             ;25 oktober          ;25 oktober          ;1.0;3.42;100.0;;50.0;EUR  ;3.42;50
170;2001 oktober 30-01;"Obligatie; Eeuwigdurend achtergestelde obligaties      ";ABN AMRo Bank                           ;emissie             ;29 oktober          ;30 oktober          ;;6.5;99.9;;550.0;EUR  ;;550
171;2001 oktober 31-01;"Obligatie; Asset Backed Securities                     ";Holland Euro-Den. Mortg-Backed Notes    ;emissie             ;29 oktober          ;31 oktober          ;32.0;6.6;100.0;;13.0;EUR  ;;13
172;2001 oktober 31-02;"Obligatie; Asset Backed Securities                     ";Holland Euro-Den. Mortg-Backed Notes    ;emissie             ;29 oktober          ;31 oktober          ;32.0;4.8;100.0;;14.0;EUR  ;;14
173;2001 oktober 31-03;"Obligatie; Asset Backed Securities                     ";Holland Euro-Den. Mortg-Backed Notes    ;emissie             ;29 oktober          ;31 oktober          ;32.0;4.22;100.0;;45.0;EUR  ;;45
174;2001 oktober 31-04;"Obligatie; Asset Backed Securities                     ";Holland Euro-Den. Mortg-Backed Notes    ;emissie             ;29 oktober          ;31 oktober          ;32.0;3.86;100.0;;741.0;EUR  ;;741
175;2001 oktober 23-01;Aandelen                                               ;Prolion Holding                         ;emissie             ;18 oktober          ;23 oktober          ;;;;2.85;;     ;;3
176;2001 november 07-01;"Obligatie; Euro Obligaties                             ";ING bank                                ;emissie             ;5 november          ;7 november          ;11.2;3.42;100.77;;750.0;EUR  ;;756
177;2001 november 07-02;"Obligatie; Floating Rate Notes                         ";Achmea Hypotheekbank                    ;emissie             ;5 november          ;7 november          ;2.0;3.62;99.99;;750.0;EUR  ;;750
178;2001 november 07-03;"Obligatie; Knock-in Reverse Convertible Notes          ";Fortis Bank                             ;emissie             ;22 oktober          ;7 november          ;2.0;10.0;102.0;;25.0;EUR  ;;26
179;2001 november 08-01;Aandelen                                               ;ING Bank High Yield Obligatie fonds     ;emissie             ;19 oktober          ;8 november          ;;;;25.0;;     ;;27
180;2001 november 08-02;"Obligatie; Euro Obligaties                             ";Essent                                  ;emissie             ;8 november          ;8 november          ;0.5;3.35;99.99;;25.0;EUR  ;3.37;25
181;2001 november 12-01;"Obligatie; Reverse Convertible Bonds                   ";ING Bank                                ;emissie             ;22 oktober          ;12 november         ;2.0;10.25;102.0;;30.0;EUR  ;;31
182;2001 november 14-01;"Obligatie; Reverse Convertible Bonds                   ";ABN AMRO Bank                           ;emissie             ;24 oktober          ;14 november         ;2.0;11.13;102.0;;50.0;EUR  ;;51
183;2001 november 16-01;"Obligatie; Euro Obligaties                             ";Staat der Nederlanden                   ;emissie             ;13 november         ;16 november         ;9.8;5.0;103.64;;2045.0;EUR  ;4.52;2119
184;2001 november 28-01;"Obligatie; Asset Backed Securities                     ";Delphinus 2001-II                       ;emissie             ;19 november         ;28 november         ;30.0;6.16;100.0;;36.0;EUR  ;6.16;36
185;2001 november 28-02;"Obligatie; Asset Backed Securities                     ";Delphinus 2001-II                       ;emissie             ;19 november         ;28 november         ;30.0;5.59;100.0;;98.0;EUR  ;5.59;98
186;2001 november 28-03;"Obligatie; Asset Backed Securities                     ";Delphinus 2001-II                       ;emissie             ;19 november         ;28 november         ;30.0;5.21;100.0;;500.0;EUR  ;5.21;500
187;2001 november 28-04;"Obligatie; Asset Backed Securities                     ";Delphinus 2001-II                       ;emissie             ;19 november         ;28 november         ;30.0;5.72;100.0;;18.0;EUR  ;;18
188;2001 november 28-05;"Obligatie; Asset Backed Securities                     ";Delphinus 2001-II                       ;emissie             ;19 november         ;28 november         ;30.0;3.66;99.93;;1010.0;EUR  ;;1006
189;2001 november 29-01;Aandelen                                               ;Van Heek-Tweka                          ;emissie             ;19 november         ;29 november         ;;;;1.05;;     ;;4
190;2001 november 30-01;"Obligatie; Achtergestelde Converteerbare Obligatie     ";Wolters-Kluwer                          ;emissie             ;27 november         ;30 november         ;5.0;1.0;100.0;;700.0;EUR  ;;700
191;2001 december 03-01;"Obligatie; Reverse Convertible Bonds                   ";ING Bank                                ;emissie             ;13 november         ;3 december          ;2.0;10.75;102.0;;25.0;EUR  ;;26
192;2001 december 05-01;"Obligatie; Euro Obligaties                             ";TPG                                     ;emissie             ;5 december          ;5 december          ;7.0;5.13;101.21;;1000.0;EUR  ;4.917;1012
193;2001 december 05-02;"Obligatie; Knock-in Reverse Convertible Notes          ";Rabo Agaath Bank                        ;emissie             ;12 november         ;5 december          ;2.0;7.5;101.5;;50.0;EUR  ;;51
194;2001 december 05-03;"Obligatie; Reverse Convertible Bonds                   ";ABN AMRO Bank                           ;emissie             ;19 november         ;5 december          ;2.0;10.63;102.0;;50.0;EUR  ;;51
195;2001 december 07-01;Aandelen                                               ;Stern Groep                             ;emissie             ;19 november         ;7 december          ;;;;26.7;;     ;;23
196;2001 december 12-01;Aandelen                                               ;Koninklijke KPN                         ;emissie             ;22 november         ;12 december         ;;;;4.9;;     ;;5000
197;2001 december 13-01;"Obligatie; Asset Backed Securities                     ";SMILE Securitisation Company 2001       ;emissie             ;11 december         ;13 december         ;26.0;7.1;99.99;;21.0;EUR  ;7.1;21
198;2001 december 13-02;"Obligatie; Asset Backed Securities                     ";SMILE Securitisation Company 2001       ;emissie             ;11 december         ;13 december         ;26.0;6.0;99.99;;28.0;EUR  ;6.0;28
199;2001 december 13-03;"Obligatie; Asset Backed Securities                     ";SMILE Securitisation Company 2001       ;emissie             ;11 december         ;13 december         ;26.0;5.55;99.99;;30.0;EUR  ;5.55;30
200;2001 december 13-04;"Obligatie; Asset Backed Securities                     ";SMILE Securitisation Company 2001       ;emissie             ;11 december         ;13 december         ;26.0;5.45;99.99;;500.0;EUR  ;5.45;500
201;2001 december 13-05;"Obligatie; Asset Backed Securities                     ";Amstel Corporate Loan Off. 2001-1       ;emissie             ;11 december         ;13 december         ;13.9;9.31;100.0;;32.0;EUR  ;;32
202;2001 december 13-06;"Obligatie; Asset Backed Securities                     ";Amstel Corporate Loan Off. 2001-1       ;emissie             ;11 december         ;13 december         ;13.9;5.81;100.0;;35.0;EUR  ;;35
203;2001 december 13-07;"Obligatie; Asset Backed Securities                     ";Amstel Corporate Loan Off. 2001-1       ;emissie             ;11 december         ;13 december         ;13.9;6.8;100.0;;71.0;EUR  ;;71
204;2001 december 13-08;"Obligatie; Asset Backed Securities                     ";Amstel Corporate Loan Off. 2001-1       ;emissie             ;11 december         ;13 december         ;13.9;4.46;100.0;;263.0;EUR  ;;263
205;2001 december 13-09;"Obligatie; Asset Backed Securities                     ";Amstel Corporate Loan Off. 2001-1       ;emissie             ;11 december         ;13 december         ;13.9;3.81;100.0;;288.0;EUR  ;;288
206;2001 december 13-10;"Obligatie; Asset Backed Securities                     ";Amstel Corporate Loan Off. 2001-1       ;emissie             ;11 december         ;13 december         ;13.9;3.61;100.0;;1000.0;EUR  ;;1000
207;2001 december 13-11;"Obligatie; Asset Backed Securities                     ";Amstel Corporate Loan Off. 2001-2       ;emissie             ;11 december         ;13 december         ;13.9;3.61;100.0;;10813.0;EUR  ;;10813
208;2001 december 13-12;"Obligatie; Asset Backed Securities                     ";SMILE Securitisation Company 2001       ;emissie             ;11 december         ;13 december         ;26.0;5.28;100.0;;85.0;EUR  ;;85
209;2001 december 13-13;"Obligatie; Asset Backed Securities                     ";SMILE Securitisation Company 2001       ;emissie             ;11 december         ;13 december         ;26.0;4.28;100.0;;145.0;EUR  ;;145
