ID;WijkenEnBuurten;Gemeentenaam_1;SoortRegio_2;Codering_3;IndelingswijzigingWijkenEnBuurten_4;PersonenautoSTotaal_5;PersonenautoSJongerDan6Jaar_6;PersonenautoS6JaarEnOuder_7;PersonenautoSBrandstofBenzine_8;PersonenautoSOverigeBrandstof_9;PersonenautoSPerHuishouden_10;PersonenautoSNaarOppervlakte_11;MotorfietsenVanParticulieren_12;VoertuigMetBromfietskentekenVanPart_13
223;Albrandswaard;Albrandswaard                           ;Gemeente  ;GM0613    ;.;11180;4650;6535;9870;1315;1.1;513.0;920;1550
224;Niet nader toe te delen;Albrandswaard                           ;          ;          ; ;0;0;0;0;0;;;0;0
225;Wel nader toe te delen;Albrandswaard                           ;          ;          ; ;11180;4650;6530;9865;1315;;;920;1550
226;Wijk 01 Poortugaal-Noord;Albrandswaard                           ;Wijk      ;WK061301  ;1;1260;600;660;1095;165;1.2;550.0;135;165
227;Valckesteyn;Albrandswaard                           ;Buurt     ;BU06130101;1;1105;545;560;960;145;1.2;1269.0;115;130
228;Zwaardijk-Kruisdijk;Albrandswaard                           ;Buurt     ;BU06130102;1;50;15;35;45;0;;;10;10
229;Poortugaal;Albrandswaard                           ;Buurt     ;BU06130103;1;30;20;10;25;5;;;5;10
230;Buitengebied Poortugaal;Albrandswaard                           ;Buurt     ;BU06130104;1;75;25;55;60;15;1.5;69.0;10;15
231;Wijk 02 Rhoon-Noord;Albrandswaard                           ;Wijk      ;WK061302  ;1;955;370;585;850;105;1.1;592.0;75;150
232;Rhoon Noord;Albrandswaard                           ;Buurt     ;BU06130205;1;925;360;565;825;100;1.1;875.0;70;140
233;Buitengebied Rhoon-Noord;Albrandswaard                           ;Buurt     ;BU06130207;1;30;10;20;25;0;;;5;10
234;Wijk 03 Poortugaal-Zuid;Albrandswaard                           ;Wijk      ;WK061303  ;1;2990;1180;1810;2695;295;1.1;729.0;255;465
235;Beatrixstraat;Albrandswaard                           ;Buurt     ;BU06130308;1;455;120;335;405;50;1.0;1765.0;45;70
236;Landweg;Albrandswaard                           ;Buurt     ;BU06130309;1;865;375;495;775;95;1.2;2530.0;80;125
237;Poortugaal-Centrum;Albrandswaard                           ;Buurt     ;BU06130310;1;385;135;250;350;35;0.9;1720.0;35;55
238;Poortugaal Zuid;Albrandswaard                           ;Buurt     ;BU06130311;1;1135;505;630;1040;95;1.2;3496.0;80;185
239;Polder Albrandswaard;Albrandswaard                           ;Buurt     ;BU06130312;1;110;35;75;95;15;1.3;64.0;15;30
240;Kijvelanden;Albrandswaard                           ;Buurt     ;BU06130313;1;40;10;30;30;5;;;0;5
241;Wijk 04 Rhoon-Zuid;Albrandswaard                           ;Wijk      ;WK061304  ;1;2805;1000;1805;2480;325;1.1;1171.0;240;350
242;Rhoon-Centrum;Albrandswaard                           ;Buurt     ;BU06130414;1;740;280;465;660;80;1.1;2257.0;85;75
243;Ghijseland;Albrandswaard                           ;Buurt     ;BU06130415;1;615;200;410;535;80;1.1;2040.0;30;65
244;Overhoeken;Albrandswaard                           ;Buurt     ;BU06130416;1;40;20;20;30;10;;;0;0
245;Park Rhoon;Albrandswaard                           ;Buurt     ;BU06130417;1;380;115;265;340;40;0.8;1560.0;30;50
246;Rhoon-Zuidoost;Albrandswaard                           ;Buurt     ;BU06130418;1;370;170;200;335;35;1.0;1030.0;25;40
247;Tijsjesdijk;Albrandswaard                           ;Buurt     ;BU06130419;1;570;190;380;510;60;1.1;2304.0;65;105
248;Buitengebied Rhoon-Zuid;Albrandswaard                           ;Buurt     ;BU06130420;1;90;25;65;75;15;1.6;179.0;5;15
249;Wijk 05 Buitengebied Albrandswaard;Albrandswaard                           ;Wijk      ;WK061305  ;1;130;35;95;100;30;1.4;13.0;10;30
250;Portland-Koedoodzone;Albrandswaard                           ;Buurt     ;BU06130521;1;10;0;5;10;0;;;0;0
251;Buitengebied;Albrandswaard                           ;Buurt     ;BU06130522;1;120;35;90;95;30;1.3;14.0;10;30
252;Wijk 06 Portland;Albrandswaard                           ;Wijk      ;WK061306  ;1;3040;1460;1580;2640;400;1.1;3182.0;205;390
253;Driehoek;Albrandswaard                           ;Buurt     ;BU06130623;1;765;330;435;665;100;1.0;2811.0;55;115
254;Portland-Centrum;Albrandswaard                           ;Buurt     ;BU06130624;1;755;350;410;635;120;1.4;3735.0;50;105
255;Wijkpark Portland;Albrandswaard                           ;Buurt     ;BU06130625;1;40;25;20;30;10;;;5;5
256;De Eilanden;Albrandswaard                           ;Buurt     ;BU06130626;1;1480;760;720;1310;170;1.1;4449.0;95;165
257;Wijk 07 Rotterdam-Albrandswaard;Albrandswaard                           ;Wijk      ;WK061307  ;1;0;0;0;0;0;;;0;0
258;Distripark;Albrandswaard                           ;Buurt     ;BU06130706;1;0;0;0;0;0;;;0;0
259;Alkmaar;Alkmaar                                 ;Gemeente  ;GM0361    ;.;42565;10720;31850;36170;6400;0.9;385.0;4250;8950
260;Niet nader toe te delen;Alkmaar                                 ;          ;          ; ;15;0;10;10;0;;;0;25
261;Wel nader toe te delen;Alkmaar                                 ;          ;          ; ;42555;10715;31835;36155;6395;;;4250;8930
262;Zuid;Alkmaar                                 ;Wijk      ;WK036101  ;3;5300;1295;4010;4515;785;0.8;2078.0;460;980
263;Kooimeer;Alkmaar                                 ;Buurt     ;BU03610100;3;590;145;445;510;80;0.7;1826.0;45;145
264;Dillenburg en Stadhouderskwartier;Alkmaar                                 ;Buurt     ;BU03610101;3;425;105;320;365;60;0.7;2641.0;35;70
265;Staatsliedenkwartier en Landstraten;Alkmaar                                 ;Buurt     ;BU03610102;3;795;160;635;685;110;0.7;3851.0;70;190
266;Oud-Rochdale;Alkmaar                                 ;Buurt     ;BU03610103;3;315;65;245;270;45;0.6;3799.0;30;105
267;Emmakwartier;Alkmaar                                 ;Buurt     ;BU03610104;3;555;135;420;465;85;0.8;3232.0;60;60
268;Nassaukwartier en Hout;Alkmaar                                 ;Buurt     ;BU03610105;3;580;160;420;485;95;0.8;974.0;50;90
269;Oranjepark;Alkmaar                                 ;Buurt     ;BU03610106;3;545;160;385;460;85;1.0;1122.0;45;55
270;Cranenbroek;Alkmaar                                 ;Buurt     ;BU03610107;3;245;75;175;220;25;1.0;1305.0;15;15
271;Bloemwijk en Zocherkwartier;Alkmaar                                 ;Buurt     ;BU03610108;3;655;130;525;560;95;0.7;3969.0;80;185
272;Burgemeesterskwartier;Alkmaar                                 ;Buurt     ;BU03610109;3;600;160;440;490;105;1.0;3482.0;25;60
273;Oudorp;Alkmaar                                 ;Wijk      ;WK036102  ;3;5115;1300;3815;4440;675;0.9;875.0;485;1040
274;Rekerbuurt en Ooievaarsnest;Alkmaar                                 ;Buurt     ;BU03610200;3;935;255;680;805;130;1.0;2064.0;115;185
275;Oudorp-Noord en Oudorp-Oost;Alkmaar                                 ;Buurt     ;BU03610201;3;905;255;655;795;115;0.9;567.0;75;150
276;Oudorp-Centrum;Alkmaar                                 ;Buurt     ;BU03610202;3;825;220;605;710;115;1.0;1794.0;80;115
277;Schermereiland en Omval;Alkmaar                                 ;Buurt     ;BU03610203;3;620;130;485;535;80;0.8;632.0;65;175
278;Oudorperpolder-Zuid;Alkmaar                                 ;Buurt     ;BU03610204;3;610;105;505;530;75;0.6;2307.0;45;195
279;Oudorperpolder-Midden;Alkmaar                                 ;Buurt     ;BU03610205;3;215;50;165;195;25;1.1;2019.0;15;50
280;Oudorperpolder-Noord;Alkmaar                                 ;Buurt     ;BU03610206;3;425;95;330;380;45;0.8;2654.0;40;65
281;De Nollen;Alkmaar                                 ;Buurt     ;BU03610208;3;555;190;365;470;85;1.2;675.0;45;100
282;Beverkoog;Alkmaar                                 ;Buurt     ;BU03610209;3;30;5;25;25;5;;;5;10
283;Overdie;Alkmaar                                 ;Wijk      ;WK036103  ;3;2680;465;2215;2235;445;0.7;466.0;210;780
284;Oud-Overdie;Alkmaar                                 ;Buurt     ;BU03610300;3;925;165;755;790;135;0.7;3506.0;80;360
285;Oosterhout;Alkmaar                                 ;Buurt     ;BU03610301;3;370;95;280;325;45;0.7;528.0;30;90
286;Overdie-Oost;Alkmaar                                 ;Buurt     ;BU03610302;3;885;100;785;695;190;0.6;3165.0;40;220
287;Overdie-West;Alkmaar                                 ;Buurt     ;BU03610303;3;485;105;385;415;70;0.8;2021.0;50;105
288;Boekelermeer-Zuid;Alkmaar                                 ;Buurt     ;BU03610308;3;5;0;5;5;0;;;0;5
289;Boekelermeer-Noord;Alkmaar                                 ;Buurt     ;BU03610309;3;10;5;5;5;0;;;5;5
290;West;Alkmaar                                 ;Wijk      ;WK036104  ;3;4560;1180;3380;3960;600;0.8;751.0;375;795
291;De Hoef III en IV;Alkmaar                                 ;Buurt     ;BU03610400;3;1200;290;910;1025;175;0.7;1667.0;90;250
292;De Hoef I en II;Alkmaar                                 ;Buurt     ;BU03610401;3;1375;365;1010;1205;170;0.7;2840.0;115;260
293;Bergerwegkwartier;Alkmaar                                 ;Buurt     ;BU03610402;3;525;145;380;455;65;0.8;2612.0;45;70
294;Bergerhof en Blaeustraatkwartier;Alkmaar                                 ;Buurt     ;BU03610403;3;495;85;410;430;65;0.8;955.0;35;80
295;Bergermeer;Alkmaar                                 ;Buurt     ;BU03610404;3;885;270;615;770;115;1.0;2052.0;80;115
296;Landelijk gebied-West;Alkmaar                                 ;Buurt     ;BU03610409;3;80;25;55;70;10;1.1;22.0;10;20
297;Huiswaard;Alkmaar                                 ;Wijk      ;WK036105  ;3;4180;1150;3030;3610;565;0.9;2249.0;385;780
298;Huiswaard-1-Zuid;Alkmaar                                 ;Buurt     ;BU03610500;3;1000;215;785;865;135;0.8;2226.0;105;240
299;Muiderwaard;Alkmaar                                 ;Buurt     ;BU03610501;3;210;50;160;195;15;0.6;2722.0;5;40
300;Huiswaard-2-West;Alkmaar                                 ;Buurt     ;BU03610502;3;1005;260;745;875;130;0.9;3406.0;105;140
301;Huiswaard-2-Oost;Alkmaar                                 ;Buurt     ;BU03610503;3;670;155;515;575;100;0.8;2529.0;65;135
302;Vroonermeer-Zuid;Alkmaar                                 ;Buurt     ;BU03610504;3;1295;470;820;1105;190;1.0;2942.0;110;225
303;Vroonermeer-Noord;Alkmaar                                 ;Buurt     ;BU03610505;3;0;0;0;0;0;;;0;0
304;De Mare;Alkmaar                                 ;Wijk      ;WK036106  ;3;6260;1540;4720;5355;905;0.8;2284.0;575;1475
305;'t Rak-Zuid;Alkmaar                                 ;Buurt     ;BU03610600;3;1540;345;1195;1320;220;0.9;2519.0;155;325
306;'t Rak-Noord;Alkmaar                                 ;Buurt     ;BU03610601;3;1195;270;930;1025;170;0.8;2401.0;110;345
307;De Horn-Noord;Alkmaar                                 ;Buurt     ;BU03610602;3;1335;385;950;1160;175;0.9;2753.0;130;270
308;De Horn-Zuid;Alkmaar                                 ;Buurt     ;BU03610603;3;1375;365;1010;1150;225;0.9;2412.0;130;290
309;De Mare;Alkmaar                                 ;Buurt     ;BU03610604;3;815;175;640;700;110;0.6;1412.0;45;240
310;Daalmeer/Koedijk;Alkmaar                                 ;Wijk      ;WK036107  ;3;5805;1545;4260;4925;880;1.0;1778.0;660;1340
311;Daalmeer-Zuidoost;Alkmaar                                 ;Buurt     ;BU03610700;3;1275;400;875;1095;180;1.1;2959.0;125;245
312;Daalmeer-Zuidwest;Alkmaar                                 ;Buurt     ;BU03610701;3;1180;245;935;1000;180;0.8;2888.0;110;310
313;Koedijk en De Weijdt;Alkmaar                                 ;Buurt     ;BU03610702;3;1110;250;855;935;175;1.0;1766.0;160;290
314;Daalmeer-Noordwest;Alkmaar                                 ;Buurt     ;BU03610703;3;1070;310;760;905;165;1.0;3933.0;130;250
315;Daalmeer-Noordoost;Alkmaar                                 ;Buurt     ;BU03610704;3;1155;335;815;975;180;1.2;2949.0;135;245
316;Landelijk gebied Noord;Alkmaar                                 ;Buurt     ;BU03610709;3;20;0;15;10;5;;;5;0
317;Centrum;Alkmaar                                 ;Wijk      ;WK036108  ;3;2760;705;2055;2310;450;0.6;2307.0;325;595
318;Binnenstad-West;Alkmaar                                 ;Buurt     ;BU03610800;3;845;220;625;715;130;0.5;2329.0;95;185
319;Binnenstad-Oost;Alkmaar                                 ;Buurt     ;BU03610801;3;1075;280;790;880;195;0.6;3933.0;130;215
320;Spoorbuurt;Alkmaar                                 ;Buurt     ;BU03610802;3;670;130;540;565;110;0.6;2930.0;90;180
321;Overstad;Alkmaar                                 ;Buurt     ;BU03610803;3;170;70;100;150;20;0.9;515.0;10;10
322;Schermer;Alkmaar                                 ;Wijk      ;WK036109  ;3;2815;710;2105;2245;570;1.3;46.0;380;615
323;Oterleek;Alkmaar                                 ;Buurt     ;BU03610900;3;330;85;245;250;85;1.4;34.0;40;50
324;Ursem gem. S;Alkmaar                                 ;Buurt     ;BU03610901;3;45;10;40;30;15;;;5;20
325;Stompetoren;Alkmaar                                 ;Buurt     ;BU03610902;3;950;280;670;780;170;1.2;87.0;115;170
326;Schermerhorn;Alkmaar                                 ;Buurt     ;BU03610903;3;625;145;480;500;125;1.2;113.0;90;120
327;Zuidschermer;Alkmaar                                 ;Buurt     ;BU03610904;3;350;60;285;290;60;1.4;20.0;40;90
328;Driehuizen;Alkmaar                                 ;Buurt     ;BU03610905;3;125;20;105;105;20;1.5;29.0;15;95
329;Grootschermer;Alkmaar                                 ;Buurt     ;BU03610906;3;390;110;280;295;95;1.4;40.0;70;70
330;Graft-De Rijp;Alkmaar                                 ;Wijk      ;WK036110  ;3;3075;830;2250;2565;515;1.2;154.0;395;525
331;Noordeinde;Alkmaar                                 ;Buurt     ;BU03611000;3;50;15;30;35;10;;;5;10
332;West-Graftdijk;Alkmaar                                 ;Buurt     ;BU03611001;3;380;105;280;310;70;1.3;149.0;50;70
333;Graft;Alkmaar                                 ;Buurt     ;BU03611002;3;360;85;275;300;60;1.1;103.0;45;85
334;De Rijp;Alkmaar                                 ;Buurt     ;BU03611003;3;1885;495;1390;1590;295;1.1;562.0;225;285
335;Oost-Graftdijk;Alkmaar                                 ;Buurt     ;BU03611004;3;150;50;100;120;25;1.2;122.0;15;30
336;Starnmeer;Alkmaar                                 ;Buurt     ;BU03611005;3;90;20;70;70;20;1.4;13.0;20;20
337;Markenbinnen;Alkmaar                                 ;Buurt     ;BU03611006;3;160;55;105;135;25;1.2;117.0;40;30
338;Almelo;Almelo                                  ;Gemeente  ;GM0141    ;.;30475;7455;23025;25335;5140;1.0;453.0;2430;4585
339;Niet nader toe te delen;Almelo                                  ;          ;          ; ;5;0;5;5;0;;;0;0
340;Wel nader toe te delen;Almelo                                  ;          ;          ; ;30470;7455;23020;25330;5140;;;2430;4585
341;Wijk 10 Binnenstad;Almelo                                  ;Wijk      ;WK014110  ;1;2145;515;1630;1855;290;0.7;1710.0;130;290
342;Binnenstad-Noord;Almelo                                  ;Buurt     ;BU01411000;1;900;235;665;775;125;0.7;1297.0;65;120
343;Binnenstad-Zuid;Almelo                                  ;Buurt     ;BU01411001;1;670;170;500;575;95;0.7;1820.0;30;75
344;Ulk en omgeving;Almelo                                  ;Buurt     ;BU01411002;1;315;75;245;275;45;0.7;3293.0;15;40
345;Java en omgeving;Almelo                                  ;Buurt     ;BU01411003;1;260;40;220;230;30;0.7;2698.0;15;50
346;Wijk 11 De Riet;Almelo                                  ;Wijk      ;WK014111  ;1;2585;435;2150;2225;360;0.8;789.0;200;615
347;Bornsestraat en omgeving Midden;Almelo                                  ;Buurt     ;BU01411100;1;270;50;220;230;45;1.0;2238.0;25;50
348;Riet Noord;Almelo                                  ;Buurt     ;BU01411101;1;305;40;260;280;25;0.8;2682.0;15;90
349;Arendsboer en omgeving Noord;Almelo                                  ;Buurt     ;BU01411102;1;490;80;410;420;70;0.9;2275.0;40;85
350;Nieuwland;Almelo                                  ;Buurt     ;BU01411103;1;695;100;595;580;115;0.8;2193.0;45;160
351;Arendsboer en omgeving Zuid;Almelo                                  ;Buurt     ;BU01411104;1;125;20;105;105;20;0.9;2988.0;10;45
352;Riet Zuid;Almelo                                  ;Buurt     ;BU01411105;1;215;20;195;195;20;0.6;1856.0;20;95
353;Bornsestraat en omgeving Zuid;Almelo                                  ;Buurt     ;BU01411106;1;400;95;305;350;55;1.0;1974.0;30;70
354;Verspreide huizen wijk 11;Almelo                                  ;Buurt     ;BU01411109;1;80;20;60;70;10;1.2;38.0;10;20
355;Wijk 12 Noorderkwartier;Almelo                                  ;Wijk      ;WK014112  ;1;2315;560;1755;1935;380;1.0;465.0;175;240
356;Vriezenveenseweg e.o. Haghoek Oost;Almelo                                  ;Buurt     ;BU01411200;1;540;115;425;460;85;1.1;1575.0;50;55
357;Parkweg en omgeving;Almelo                                  ;Buurt     ;BU01411201;1;870;235;635;700;170;1.0;1716.0;50;65
358;Vriezenveenseweg e.o. Haghoek West;Almelo                                  ;Buurt     ;BU01411202;1;685;160;525;595;90;0.9;2654.0;50;85
359;Verspreide huizen wijk 12;Almelo                                  ;Buurt     ;BU01411209;1;225;50;170;180;40;1.2;58.0;20;35
360;Wijk 13 Sluitersveld;Almelo                                  ;Wijk      ;WK014113  ;1;2490;715;1775;2085;405;1.0;541.0;225;465
361;Ootmarsumsestraat en omgeving;Almelo                                  ;Buurt     ;BU01411300;1;770;220;555;675;95;1.0;1883.0;70;140
362;Markgraven;Almelo                                  ;Buurt     ;BU01411301;1;640;280;360;505;135;1.4;1423.0;55;25
363;Rumerslanden;Almelo                                  ;Buurt     ;BU01411302;1;215;25;190;185;30;0.8;1069.0;15;85
364;Wester-Sluitersveldlanden;Almelo                                  ;Buurt     ;BU01411303;1;495;65;430;435;60;0.6;1878.0;50;170
365;Verspreide huizen wijk 13;Almelo                                  ;Buurt     ;BU01411309;1;370;125;245;285;85;1.5;112.0;35;50
366;Wijk 14 Wierdense Hoek;Almelo                                  ;Wijk      ;WK014114  ;1;2545;525;2020;2135;410;0.9;441.0;150;385
367;Dijkstraat en omgeving;Almelo                                  ;Buurt     ;BU01411400;1;280;35;250;225;55;0.9;1553.0;35;70
368;Rohof en omgeving;Almelo                                  ;Buurt     ;BU01411401;1;195;65;135;155;40;1.2;1312.0;15;25
369;Kerkelanden;Almelo                                  ;Buurt     ;BU01411402;1;230;15;215;185;45;0.6;1280.0;5;50
370;Aalderinkshoek Noordoost;Almelo                                  ;Buurt     ;BU01411403;1;370;95;270;340;30;0.7;1217.0;15;55
371;Aalderinkshoek Zuidoost;Almelo                                  ;Buurt     ;BU01411404;1;275;80;190;230;45;1.2;1699.0;15;15
372;Aalderinkshoek Noordwest;Almelo                                  ;Buurt     ;BU01411405;1;590;70;515;495;95;0.8;2627.0;30;105
