ID;HouseholdCharacteristics;ComponentsOfWealth;Periods;NumberOfPrivateHouseholds_1;TotalWealth_2;MeanWealth_3;MedianWealth_4
378;Type: Single person household;1.2 Real estate;2006;735.2;181.4;246.8;199.6
379;Type: Single person household;1.2 Real estate;2007;769.6;200.7;260.8;211.8
380;Type: Single person household;1.2 Real estate;2008;831.9;226.1;271.8;219.4
381;Type: Single person household;1.2 Real estate;2009;859.3;232.4;270.4;217.9
382;Type: Single person household;1.2 Real estate;2010;877.0;225.8;257.4;204.2
383;Type: Single person household;1.2 Real estate;2011;892.7;233.6;261.7;207.5
384;Type: Single person household;1.2 Real estate;2012;911.8;228.5;250.6;197.5
385;Type: Single person household;1.2 Real estate;2013;928.0;211.0;227.3;178.5
386;Type: Single person household;1.2 Real estate;2014;945.6;213.8;226.1;178.0
387;Type: Single person household;1.2 Real estate;2015;964.0;222.4;230.7;182.2
388;Type: Single person household;1.2 Real estate;2016;984.3;236.0;239.7;188.9
389;Type: Single person household;1.2 Real estate;2017;1001.8;255.4;254.9;201.8
390;Type: Single person household;1.2 Real estate;2018;1017.6;280.1;275.2;218.0
391;Type: Single person household;1.2 Real estate;2019;1035.2;310.6;300.0;239.0
392;Type: Single person household;1.2 Real estate;2020;1047.4;337.3;322.0;257.2
393;Type: Single person household;1.2 Real estate;2021;1059.6;374.0;353.0;285.4
394;Type: Single person household;1.2 Real estate;2022;1086.5;457.8;421.3;348.1
395;Type: Single person household;1.2 Real estate;2023;1098.6;466.6;424.8;350.8
396;Type: Single person household;1.2.1 Principal residence;2006;720.3;168.3;233.6;198.3
397;Type: Single person household;1.2.1 Principal residence;2007;754.7;186.9;247.6;210.6
398;Type: Single person household;1.2.1 Principal residence;2008;819.8;210.3;256.6;217.7
399;Type: Single person household;1.2.1 Principal residence;2009;847.0;215.2;254.0;215.8
400;Type: Single person household;1.2.1 Principal residence;2010;863.5;206.3;239.0;202.1
401;Type: Single person household;1.2.1 Principal residence;2011;877.3;212.3;242.0;205.5
402;Type: Single person household;1.2.1 Principal residence;2012;895.6;207.0;231.1;195.6
403;Type: Single person household;1.2.1 Principal residence;2013;911.0;189.5;208.0;176.7
404;Type: Single person household;1.2.1 Principal residence;2014;925.8;192.2;207.6;176.1
405;Type: Single person household;1.2.1 Principal residence;2015;942.5;200.1;212.3;180.3
406;Type: Single person household;1.2.1 Principal residence;2016;961.9;212.7;221.1;187.8
407;Type: Single person household;1.2.1 Principal residence;2017;979.4;231.4;236.3;199.7
408;Type: Single person household;1.2.1 Principal residence;2018;996.1;254.8;255.8;215.9
409;Type: Single person household;1.2.1 Principal residence;2019;1013.7;283.0;279.2;236.8
410;Type: Single person household;1.2.1 Principal residence;2020;1025.5;307.1;299.4;255.1
411;Type: Single person household;1.2.1 Principal residence;2021;1037.1;341.4;329.2;283.2
412;Type: Single person household;1.2.1 Principal residence;2022;1063.8;423.1;397.7;345.7
413;Type: Single person household;1.2.1 Principal residence;2023;1075.5;428.2;398.2;348.8
414;Type: Single person household;1.2.2 Other real estate;2006;64.7;13.1;203.3;98.4
415;Type: Single person household;1.2.2 Other real estate;2007;65.6;13.9;211.1;101.1
416;Type: Single person household;1.2.2 Other real estate;2008;68.3;15.8;231.0;110.0
417;Type: Single person household;1.2.2 Other real estate;2009;72.2;17.2;238.4;116.0
418;Type: Single person household;1.2.2 Other real estate;2010;76.1;19.4;255.2;124.0
419;Type: Single person household;1.2.2 Other real estate;2011;81.7;21.3;260.3;125.0
420;Type: Single person household;1.2.2 Other real estate;2012;84.4;21.5;255.4;124.8
421;Type: Single person household;1.2.2 Other real estate;2013;86.6;21.5;248.2;121.0
422;Type: Single person household;1.2.2 Other real estate;2014;95.9;21.6;225.1;107.0
423;Type: Single person household;1.2.2 Other real estate;2015;100.6;22.3;221.3;103.0
424;Type: Single person household;1.2.2 Other real estate;2016;103.9;23.3;223.7;103.7
425;Type: Single person household;1.2.2 Other real estate;2017;105.0;23.9;228.1;105.0
426;Type: Single person household;1.2.2 Other real estate;2018;106.3;25.3;237.7;110.0
427;Type: Single person household;1.2.2 Other real estate;2019;110.2;27.6;250.0;116.0
428;Type: Single person household;1.2.2 Other real estate;2020;112.2;30.2;269.1;123.8
429;Type: Single person household;1.2.2 Other real estate;2021;115.3;32.7;283.2;130.7
430;Type: Single person household;1.2.2 Other real estate;2022;117.3;34.7;295.9;138.0
431;Type: Single person household;1.2.2 Other real estate;2023;118.6;38.4;323.7;155.0
432;Type: Single person household;1.3 Enterprise capital;2006;90.4;3.5;38.9;7.6
433;Type: Single person household;1.3 Enterprise capital;2007;96.5;3.8;39.6;7.6
434;Type: Single person household;1.3 Enterprise capital;2008;97.3;4.0;41.2;8.3
435;Type: Single person household;1.3 Enterprise capital;2009;106.2;4.3;40.2;7.7
436;Type: Single person household;1.3 Enterprise capital;2010;118.1;4.6;39.1;6.2
437;Type: Single person household;1.3 Enterprise capital;2011;118.5;4.8;40.4;6.6
438;Type: Single person household;1.3 Enterprise capital;2012;124.3;5.0;40.5;6.5
439;Type: Single person household;1.3 Enterprise capital;2013;126.3;5.3;42.0;6.4
440;Type: Single person household;1.3 Enterprise capital;2014;130.4;5.6;43.0;6.4
441;Type: Single person household;1.3 Enterprise capital;2015;133.6;5.8;43.3;6.7
442;Type: Single person household;1.3 Enterprise capital;2016;142.1;6.3;44.6;7.0
443;Type: Single person household;1.3 Enterprise capital;2017;146.8;6.8;46.6;7.5
444;Type: Single person household;1.3 Enterprise capital;2018;153.1;7.4;48.1;8.0
445;Type: Single person household;1.3 Enterprise capital;2019;160.3;8.1;50.6;8.5
446;Type: Single person household;1.3 Enterprise capital;2020;167.3;8.8;52.8;8.9
447;Type: Single person household;1.3 Enterprise capital;2021;171.4;9.2;53.6;9.3
448;Type: Single person household;1.3 Enterprise capital;2022;180.3;10.2;56.7;10.1
449;Type: Single person household;1.3 Enterprise capital;2023;187.8;11.3;60.1;11.0
450;Type: Single person household;1.4 Substantial interest;2006;35.0;17.3;493.5;49.7
451;Type: Single person household;1.4 Substantial interest;2007;35.3;17.8;503.9;51.7
452;Type: Single person household;1.4 Substantial interest;2008;36.7;17.3;471.5;49.2
453;Type: Single person household;1.4 Substantial interest;2009;40.7;19.5;480.6;51.0
454;Type: Single person household;1.4 Substantial interest;2010;43.5;23.5;540.1;49.5
455;Type: Single person household;1.4 Substantial interest;2011;45.9;24.8;539.5;48.7
456;Type: Single person household;1.4 Substantial interest;2012;48.6;26.7;548.7;49.7
457;Type: Single person household;1.4 Substantial interest;2013;50.9;32.3;634.9;51.9
458;Type: Single person household;1.4 Substantial interest;2014;53.9;39.8;739.0;45.9
459;Type: Single person household;1.4 Substantial interest;2015;56.6;33.8;596.8;47.2
460;Type: Single person household;1.4 Substantial interest;2016;57.9;36.9;637.2;51.4
461;Type: Single person household;1.4 Substantial interest;2017;60.4;38.8;641.7;58.5
462;Type: Single person household;1.4 Substantial interest;2018;62.2;44.5;715.6;66.3
463;Type: Single person household;1.4 Substantial interest;2019;64.2;48.9;762.0;79.4
464;Type: Single person household;1.4 Substantial interest;2020;66.7;53.8;806.5;90.3
465;Type: Single person household;1.4 Substantial interest;2021;69.5;49.0;704.7;91.1
466;Type: Single person household;1.4 Substantial interest;2022;73.4;62.8;855.2;106.8
467;Type: Single person household;1.4 Substantial interest;2023;79.1;68.1;860.6;107.3
468;Type: Single person household;1.5 Other assets;2006;86.6;5.8;67.3;18.1
469;Type: Single person household;1.5 Other assets;2007;89.0;6.3;70.6;20.0
470;Type: Single person household;1.5 Other assets;2008;92.1;7.0;76.0;21.5
471;Type: Single person household;1.5 Other assets;2009;94.5;7.6;80.6;23.9
472;Type: Single person household;1.5 Other assets;2010;97.9;8.4;85.5;25.8
473;Type: Single person household;1.5 Other assets;2011;90.4;9.4;103.4;35.0
474;Type: Single person household;1.5 Other assets;2012;88.7;9.3;105.0;36.0
475;Type: Single person household;1.5 Other assets;2013;90.0;9.2;102.3;35.5
476;Type: Single person household;1.5 Other assets;2014;99.7;9.5;95.7;30.0
477;Type: Single person household;1.5 Other assets;2015;101.5;9.6;94.7;28.7
478;Type: Single person household;1.5 Other assets;2016;101.9;9.8;96.3;28.7
479;Type: Single person household;1.5 Other assets;2017;106.6;10.6;99.1;28.6
480;Type: Single person household;1.5 Other assets;2018;106.8;11.6;108.4;30.0
481;Type: Single person household;1.5 Other assets;2019;109.2;11.7;106.8;28.8
482;Type: Single person household;1.5 Other assets;2020;116.2;12.6;108.5;26.4
483;Type: Single person household;1.5 Other assets;2021;122.1;13.4;109.5;26.0
484;Type: Single person household;1.5 Other assets;2022;125.9;14.7;117.0;26.3
485;Type: Single person household;1.5 Other assets;2023;110.7;14.2;128.7;36.2
486;Type: Single person household;2 Liabilities;2006;597.9;76.1;127.2;105.0
487;Type: Single person household;2 Liabilities;2007;628.6;84.9;135.0;113.4
488;Type: Single person household;2 Liabilities;2008;660.0;94.5;143.2;120.3
489;Type: Single person household;2 Liabilities;2009;680.1;101.6;149.4;126.0
490;Type: Single person household;2 Liabilities;2010;691.5;105.4;152.4;128.4
491;Type: Single person household;2 Liabilities;2011;1383.0;116.2;84.0;27.3
492;Type: Single person household;2 Liabilities;2012;1424.0;122.3;85.9;29.2
493;Type: Single person household;2 Liabilities;2013;1495.6;124.2;83.0;25.9
494;Type: Single person household;2 Liabilities;2014;1475.5;124.9;84.7;29.7
495;Type: Single person household;2 Liabilities;2015;1492.4;123.9;83.0;28.4
496;Type: Single person household;2 Liabilities;2016;1556.7;127.1;81.6;27.1
497;Type: Single person household;2 Liabilities;2017;1557.5;129.0;82.9;29.6
498;Type: Single person household;2 Liabilities;2018;1610.1;132.2;82.1;28.1
499;Type: Single person household;2 Liabilities;2019;1574.3;137.1;87.1;35.1
500;Type: Single person household;2 Liabilities;2020;1572.4;140.0;89.0;38.1
501;Type: Single person household;2 Liabilities;2021;1591.5;144.6;90.9;39.1
502;Type: Single person household;2 Liabilities;2022;1712.4;156.4;91.4;34.8
503;Type: Single person household;2 Liabilities;2023;1768.3;162.8;92.0;33.2
504;Type: Single person household;2.1 Principal residence loans;2006;550.3;66.9;121.5;107.8
505;Type: Single person household;2.1 Principal residence loans;2007;579.8;74.5;128.5;115.3
506;Type: Single person household;2.1 Principal residence loans;2008;609.6;82.7;135.6;122.7
507;Type: Single person household;2.1 Principal residence loans;2009;626.7;88.5;141.2;128.3
508;Type: Single person household;2.1 Principal residence loans;2010;636.3;90.4;142.1;130.0
509;Type: Single person household;2.1 Principal residence loans;2011;669.7;94.7;141.4;129.1
510;Type: Single person household;2.1 Principal residence loans;2012;696.5;99.6;143.0;130.0
511;Type: Single person household;2.1 Principal residence loans;2013;712.6;101.4;142.3;129.6
512;Type: Single person household;2.1 Principal residence loans;2014;717.4;100.8;140.5;127.6
513;Type: Single person household;2.1 Principal residence loans;2015;713.7;99.5;139.4;126.2
514;Type: Single person household;2.1 Principal residence loans;2016;733.2;101.8;138.8;125.0
515;Type: Single person household;2.1 Principal residence loans;2017;744.7;103.0;138.3;124.5
516;Type: Single person household;2.1 Principal residence loans;2018;754.8;104.8;138.8;124.0
517;Type: Single person household;2.1 Principal residence loans;2019;767.3;107.4;140.0;123.5
518;Type: Single person household;2.1 Principal residence loans;2020;770.4;108.5;140.8;123.2
519;Type: Single person household;2.1 Principal residence loans;2021;777.0;111.0;142.9;123.4
520;Type: Single person household;2.1 Principal residence loans;2022;794.1;116.3;146.5;124.5
521;Type: Single person household;2.1 Principal residence loans;2023;806.4;121.1;150.2;125.4
522;Type: Single person household;2.2 Education loans;2006;;;;
523;Type: Single person household;2.2 Education loans;2007;;;;
524;Type: Single person household;2.2 Education loans;2008;;;;
525;Type: Single person household;2.2 Education loans;2009;;;;
526;Type: Single person household;2.2 Education loans;2010;;;;
527;Type: Single person household;2.2 Education loans;2011;256.7;3.6;14.2;8.9
528;Type: Single person household;2.2 Education loans;2012;282.5;3.8;13.5;8.3
529;Type: Single person household;2.2 Education loans;2013;291.5;4.0;13.6;8.3
530;Type: Single person household;2.2 Education loans;2014;303.1;4.2;13.7;8.3
531;Type: Single person household;2.2 Education loans;2015;320.9;4.5;13.9;8.4
532;Type: Single person household;2.2 Education loans;2016;345.3;4.8;13.9;8.3
533;Type: Single person household;2.2 Education loans;2017;366.2;5.3;14.4;9.3
534;Type: Single person household;2.2 Education loans;2018;388.1;5.9;15.3;10.5
535;Type: Single person household;2.2 Education loans;2019;398.9;6.9;17.4;12.6
536;Type: Single person household;2.2 Education loans;2020;409.7;7.7;18.8;13.8
537;Type: Single person household;2.2 Education loans;2021;414.3;8.2;19.8;14.2
538;Type: Single person household;2.2 Education loans;2022;425.0;8.8;20.8;14.7
539;Type: Single person household;2.2 Education loans;2023;426.9;9.3;21.7;15.3
540;Type: Single person household;2.3 Other loans;2006;106.9;9.2;86.0;22.4
541;Type: Single person household;2.3 Other loans;2007;113.2;10.4;91.5;23.0
542;Type: Single person household;2.3 Other loans;2008;117.9;11.9;100.6;24.9
543;Type: Single person household;2.3 Other loans;2009;123.5;13.1;106.1;26.9
544;Type: Single person household;2.3 Other loans;2010;124.7;15.0;119.9;30.9
545;Type: Single person household;2.3 Other loans;2011;808.4;17.9;22.2;0.9
546;Type: Single person household;2.3 Other loans;2012;813.7;18.9;23.3;1.0
547;Type: Single person household;2.3 Other loans;2013;882.8;18.8;21.3;0.9
548;Type: Single person household;2.3 Other loans;2014;832.4;19.9;23.9;1.2
549;Type: Single person household;2.3 Other loans;2015;828.7;19.9;24.0;1.2
550;Type: Single person household;2.3 Other loans;2016;864.0;20.5;23.7;1.2
551;Type: Single person household;2.3 Other loans;2017;810.9;20.8;25.6;1.2
552;Type: Single person household;2.3 Other loans;2018;842.7;21.4;25.5;1.0
553;Type: Single person household;2.3 Other loans;2019;764.3;22.7;29.8;1.2
554;Type: Single person household;2.3 Other loans;2020;741.3;23.8;32.1;1.2
555;Type: Single person household;2.3 Other loans;2021;742.0;25.4;34.3;1.1
556;Type: Single person household;2.3 Other loans;2022;951.0;31.3;32.9;0.8
557;Type: Single person household;2.3 Other loans;2023;1094.3;32.4;29.6;0.7
558;Type: Single person household;Wealth excluding principal residence;2006;2427.9;117.3;48.3;5.9
559;Type: Single person household;Wealth excluding principal residence;2007;2471.9;123.3;49.9;5.8
560;Type: Single person household;Wealth excluding principal residence;2008;2515.8;129.2;51.4;6.3
561;Type: Single person household;Wealth excluding principal residence;2009;2559.5;124.7;48.7;6.2
562;Type: Single person household;Wealth excluding principal residence;2010;2586.4;137.3;53.1;6.6
563;Type: Single person household;Wealth excluding principal residence;2011;2623.5;141.0;53.7;5.8
564;Type: Single person household;Wealth excluding principal residence;2012;2673.3;141.8;53.0;5.4
565;Type: Single person household;Wealth excluding principal residence;2013;2713.4;150.3;55.4;4.2
566;Type: Single person household;Wealth excluding principal residence;2014;2721.7;158.2;58.1;4.1
567;Type: Single person household;Wealth excluding principal residence;2015;2782.7;156.1;56.1;5.3
568;Type: Single person household;Wealth excluding principal residence;2016;2820.4;161.2;57.2;5.3
569;Type: Single person household;Wealth excluding principal residence;2017;2872.5;167.2;58.2;5.5
570;Type: Single person household;Wealth excluding principal residence;2018;2910.1;177.5;61.0;5.6
571;Type: Single person household;Wealth excluding principal residence;2019;2949.8;182.3;61.8;5.8
572;Type: Single person household;Wealth excluding principal residence;2020;2985.9;197.5;66.2;6.3
573;Type: Single person household;Wealth excluding principal residence;2021;3014.0;204.0;67.7;8.1
574;Type: Single person household;Wealth excluding principal residence;2022;3085.0;230.4;74.7;8.6
575;Type: Single person household;Wealth excluding principal residence;2023;3164.0;241.2;76.2;9.0
576;Type: Multi-person household;Wealth;2006;4596.5;927.6;201.8;81.8
577;Type: Multi-person household;Wealth;2007;4609.6;987.3;214.2;90.9
578;Type: Multi-person household;Wealth;2008;4630.2;1052.5;227.3;98.9
579;Type: Multi-person household;Wealth;2009;4655.3;1023.5;219.9;90.5
580;Type: Multi-person household;Wealth;2010;4694.9;999.7;212.9;74.4
581;Type: Multi-person household;Wealth;2011;4724.0;981.6;207.8;69.2
582;Type: Multi-person household;Wealth;2012;4738.8;925.4;195.3;55.1
583;Type: Multi-person household;Wealth;2013;4754.4;884.6;186.1;38.3
584;Type: Multi-person household;Wealth;2014;4774.7;881.6;184.6;38.1
585;Type: Multi-person household;Wealth;2015;4785.8;957.5;200.1;44.3
586;Type: Multi-person household;Wealth;2016;4802.8;999.4;208.1;50.8
