ID;Feedstocks;Destination;Periods;TotalSupply_1;IndigenousProduction_2;ProductionFromOtherSources_3;Imports_4;Exports_5;StockChange_6;TotalConsumption_7;Processing_8;FinalConsumption_9;OpeningStock_10;ClosingStock_11;StockChange_12
863;Crude oil;Destined for processing the Netherlands;1963;;2215.0;;21494.0;336.0;;23463.0;23463.0;;;;
864;Crude oil;Destined for processing the Netherlands;1964;;2269.0;;24393.0;12.0;;26216.0;26216.0;;;;
865;Crude oil;Destined for processing the Netherlands;1965;;2395.0;;26390.0;148.0;;28838.0;28838.0;;;;
866;Crude oil;Destined for processing the Netherlands;1966;;2366.0;;29495.0;1.0;;31701.0;31701.0;;;;
867;Crude oil;Destined for processing the Netherlands;1967;;2265.0;;31784.0;17.0;;33295.0;33295.0;;;;
868;Crude oil;Destined for processing the Netherlands;1968;;2147.0;;36611.0;27.0;;38143.0;38143.0;;;;
869;Crude oil;Destined for processing the Netherlands;1969;;2020.0;;49368.0;434.0;;50490.0;50490.0;;;;
870;Crude oil;Destined for processing the Netherlands;1970;;1919.0;;58516.0;2.0;;60658.0;60658.0;;;;
871;Crude oil;Destined for processing the Netherlands;1971;;1714.0;;59653.0;;;60201.0;60201.0;;;;
872;Crude oil;Destined for processing the Netherlands;1972;;1597.0;;66663.0;;;68734.0;68734.0;;;;
873;Crude oil;Destined for processing the Netherlands;1973;;1492.0;;70380.0;;;71574.0;71574.0;;;;
874;Crude oil;Destined for processing the Netherlands;1974;;1461.0;;63819.0;1.0;;63719.0;63719.0;;;;
875;Crude oil;Destined for processing the Netherlands;1975;;1419.0;;53136.0;1.0;;54791.0;54791.0;;;;
876;Crude oil;Destined for processing the Netherlands;1976;;1371.0;;62116.0;1.0;;63102.0;63102.0;;;;
877;Crude oil;Destined for processing the Netherlands;1977;;1382.0;;57819.0;1.0;;59557.0;59557.0;;;;
878;Crude oil;Destined for processing the Netherlands;1978;;1402.0;;54382.0;3.0;;56407.0;56407.0;;;;
879;Crude oil;Destined for processing the Netherlands;1979;;1316.0;;58190.0;3.0;;59070.0;59070.0;;;;
880;Crude oil;Destined for processing the Netherlands;1980;50104.0;1280.0;;49748.0;0.0;-924.0;50104.0;50104.0;;5012.0;5936.0;-924.0
881;Crude oil;Destined for processing the Netherlands;1981;40391.0;1348.0;;38302.0;0.0;741.0;40391.0;40391.0;;5019.0;4278.0;741.0
882;Crude oil;Destined for processing the Netherlands;1982;38403.0;1637.0;;36200.0;0.0;567.0;38403.0;38403.0;;4278.0;3712.0;567.0
883;Crude oil;Destined for processing the Netherlands;1983;41626.0;2589.0;;38315.0;101.0;823.0;41626.0;41626.0;;3712.0;2889.0;823.0
884;Crude oil;Destined for processing the Netherlands;1984;45563.0;3102.0;;42484.0;403.0;381.0;45563.0;45563.0;;2889.0;2508.0;381.0
885;Crude oil;Destined for processing the Netherlands;1985;39904.0;3728.0;;37394.0;1440.0;221.0;39904.0;39904.0;;2508.0;2287.0;221.0
886;Crude oil;Destined for processing the Netherlands;1986;47250.0;4628.0;;44186.0;1255.0;-310.0;47250.0;47250.0;;2287.0;2597.0;-310.0
887;Crude oil;Destined for processing the Netherlands;1987;47831.0;4291.0;;44752.0;915.0;-297.0;47831.0;47831.0;;2597.0;2894.0;-297.0
888;Crude oil;Destined for processing the Netherlands;1988;50853.0;3909.0;;48000.0;885.0;-171.0;50853.0;50853.0;;2894.0;3065.0;-171.0
889;Crude oil;Destined for processing the Netherlands;1989;50522.0;3391.0;;47732.0;1018.0;416.0;50522.0;50522.0;;3065.0;2648.0;416.0
890;Crude oil;Destined for processing the Netherlands;1990;47759.0;3533.0;;48847.0;4830.0;199.0;47759.0;47759.0;;2477.0;2278.0;199.0
891;Crude oil;Destined for processing the Netherlands;1991;51739.0;3258.0;;54377.0;6061.0;165.0;51739.0;51739.0;;2278.0;2113.0;165.0
892;Crude oil;Destined for processing the Netherlands;1992;53737.0;2845.0;;55081.0;3256.0;-933.0;53737.0;53737.0;;2113.0;3045.0;-933.0
893;Crude oil;Destined for processing the Netherlands;1993;54255.0;2672.0;;52905.0;2119.0;797.0;54255.0;54255.0;;3045.0;2249.0;797.0
894;Crude oil;Destined for processing the Netherlands;1994;53731.0;3437.0;;52618.0;1983.0;-342.0;53731.0;53731.0;;2249.0;2590.0;-342.0
895;Crude oil;Destined for processing the Netherlands;1995;56311.0;2721.0;;55185.0;1576.0;-19.0;56311.0;56311.0;;2590.0;2609.0;-19.0
896;Crude oil;Destined for processing the Netherlands;1996;57258.0;2221.0;;56291.0;1213.0;-40.0;57258.0;57258.0;;2609.0;2650.0;-40.0
897;Crude oil;Destined for processing the Netherlands;1997;57217.0;2069.0;;55705.0;748.0;191.0;57217.0;57217.0;;2650.0;2459.0;191.0
898;Crude oil;Destined for processing the Netherlands;1998;58868.0;1715.0;;57307.0;395.0;241.0;58868.0;58810.0;58.0;2459.0;2218.0;241.0
899;Crude oil;Destined for processing the Netherlands;1999;54948.0;1594.0;;53766.0;409.0;-3.0;54948.0;54919.0;29.0;2218.0;2221.0;-3.0
900;Crude oil;Destined for processing the Netherlands;2000;54994.0;1443.0;;54180.0;323.0;-306.0;54994.0;54976.0;18.0;2221.0;2528.0;-306.0
901;Crude oil;Destined for processing the Netherlands;2001;54676.0;1370.0;;54185.0;413.0;-466.0;54676.0;54676.0;;2528.0;2994.0;-466.0
902;Crude oil;Destined for processing the Netherlands;2002;48284.0;2232.0;;46837.0;917.0;132.0;48284.0;48284.0;;2994.0;2862.0;132.0
903;Crude oil;Destined for processing the Netherlands;2003;50500.0;2304.0;;48822.0;1287.0;661.0;50500.0;50500.0;;2862.0;2201.0;661.0
904;Crude oil;Destined for processing the Netherlands;2004;52799.0;2106.0;;52157.0;1154.0;-311.0;52799.0;52799.0;;2201.0;2512.0;-311.0
905;Crude oil;Destined for processing the Netherlands;2005;52546.0;1492.0;;52243.0;1005.0;-184.0;52546.0;52546.0;;2512.0;2696.0;-184.0
906;Crude oil;Destined for processing the Netherlands;2006;48874.0;1348.0;;48323.0;651.0;-146.0;48874.0;48874.0;;2696.0;2842.0;-146.0
907;Crude oil;Destined for processing the Netherlands;2007;49875.0;2068.0;;48402.0;876.0;280.0;49875.0;49875.0;;2842.0;2562.0;280.0
908;Crude oil;Destined for processing the Netherlands;2008;50297.0;1731.0;;49573.0;939.0;-67.0;50297.0;50297.0;;2562.0;2629.0;-67.0
909;Crude oil;Destined for processing the Netherlands;2009;48122.0;1312.0;;48294.0;669.0;-815.0;48122.0;48122.0;;2629.0;3444.0;-815.0
910;Crude oil;Destined for processing the Netherlands;2010;51844.0;1020.0;;51157.0;572.0;238.0;51844.0;51844.0;;3444.0;3206.0;238.0
911;Crude oil;Destined for processing the Netherlands;2011;50263.0;1081.0;;49315.0;378.0;244.0;50263.0;50263.0;;3206.0;2962.0;244.0
912;Crude oil;Destined for processing the Netherlands;2012;50348.0;1111.0;;50039.0;504.0;-298.0;50348.0;50348.0;;2962.0;3260.0;-298.0
913;Crude oil;Destined for processing the Netherlands;2013;47708.0;1122.0;;47185.0;544.0;-55.0;47708.0;47708.0;;3260.0;3315.0;-55.0
914;Crude oil;Destined for processing the Netherlands;2014;49780.0;1525.0;;47481.0;614.0;1388.0;49780.0;49780.0;;3315.0;1927.0;1388.0
915;Crude oil;Destined for processing the Netherlands;2015;52787.0;1396.0;;52237.0;292.0;-554.0;52787.0;52787.0;;1927.0;2481.0;-554.0
916;Crude oil;Destined for processing the Netherlands;2016;54391.0;957.0;;54318.0;326.0;-557.0;54391.0;54391.0;;2481.0;3038.0;-557.0
917;Crude oil;Destined for processing the Netherlands;2017;53525.0;952.0;;52851.0;440.0;162.0;53525.0;53525.0;;3038.0;2875.0;162.0
918;Crude oil;Destined for processing the Netherlands;2018;54942.0;901.0;;54305.0;434.0;169.0;54942.0;54942.0;;2875.0;2706.0;169.0
919;Crude oil;Destined for processing the Netherlands;2019;56847.0;747.0;;57555.0;393.0;-1061.0;56847.0;56847.0;;2706.0;3768.0;-1061.0
920;Crude oil;Destined for processing the Netherlands;2020;50402.0;737.0;;49449.0;383.0;599.0;50402.0;50402.0;;3768.0;3169.0;599.0
921;Crude oil;Destined for processing the Netherlands;2021;;;;;;;;;;;;
922;Crude oil;Destined for processing the Netherlands;2013 January;4309.0;100.0;;4115.0;22.0;116.0;4309.0;4309.0;;3260.0;3144.0;116.0
923;Crude oil;Destined for processing the Netherlands;2013 February;3824.0;93.0;;3973.0;85.0;-157.0;3824.0;3824.0;;3144.0;3301.0;-157.0
924;Crude oil;Destined for processing the Netherlands;2013 March;3955.0;111.0;;3889.0;40.0;-6.0;3955.0;3955.0;;3301.0;3307.0;-6.0
925;Crude oil;Destined for processing the Netherlands;2013 1st quarter;12087.0;304.0;;11977.0;147.0;-47.0;12087.0;12087.0;;3260.0;3307.0;-47.0
926;Crude oil;Destined for processing the Netherlands;2013 April;4206.0;98.0;;4111.0;55.0;52.0;4206.0;4206.0;;3307.0;3255.0;52.0
927;Crude oil;Destined for processing the Netherlands;2013 May;4168.0;98.0;;3947.0;54.0;177.0;4168.0;4168.0;;3255.0;3078.0;177.0
928;Crude oil;Destined for processing the Netherlands;2013 June;4031.0;89.0;;4318.0;28.0;-348.0;4031.0;4031.0;;3078.0;3426.0;-348.0
929;Crude oil;Destined for processing the Netherlands;2013 2nd quarter;12405.0;286.0;;12376.0;137.0;-119.0;12405.0;12405.0;;3307.0;3426.0;-119.0
930;Crude oil;Destined for processing the Netherlands;2013 July;4177.0;80.0;;4263.0;29.0;-136.0;4177.0;4177.0;;3426.0;3562.0;-136.0
931;Crude oil;Destined for processing the Netherlands;2013 August;4274.0;85.0;;3664.0;45.0;570.0;4274.0;4274.0;;3562.0;2992.0;570.0
932;Crude oil;Destined for processing the Netherlands;2013 September;3707.0;79.0;;3810.0;49.0;-133.0;3707.0;3707.0;;2992.0;3126.0;-133.0
933;Crude oil;Destined for processing the Netherlands;2013 3rd quarter;12158.0;244.0;;11737.0;123.0;300.0;12158.0;12158.0;;3426.0;3126.0;300.0
934;Crude oil;Destined for processing the Netherlands;2013 October;3218.0;94.0;;3668.0;53.0;-490.0;3218.0;3218.0;;3126.0;3616.0;-490.0
935;Crude oil;Destined for processing the Netherlands;2013 November;3757.0;102.0;;3707.0;47.0;-4.0;3757.0;3757.0;;3616.0;3621.0;-4.0
936;Crude oil;Destined for processing the Netherlands;2013 December;4083.0;92.0;;3720.0;36.0;306.0;4083.0;4083.0;;3621.0;3315.0;306.0
937;Crude oil;Destined for processing the Netherlands;2013 4th quarter;11058.0;288.0;;11095.0;136.0;-189.0;11058.0;11058.0;;3126.0;3315.0;-189.0
938;Crude oil;Destined for processing the Netherlands;2014 January;4199.0;99.0;;3859.0;47.0;287.0;4199.0;4199.0;;3315.0;3027.0;287.0
939;Crude oil;Destined for processing the Netherlands;2014 February;3975.0;89.0;;2882.0;36.0;1040.0;3975.0;3975.0;;3027.0;1987.0;1040.0
940;Crude oil;Destined for processing the Netherlands;2014 March;4140.0;122.0;;4454.0;60.0;-375.0;4140.0;4140.0;;1987.0;2362.0;-375.0
941;Crude oil;Destined for processing the Netherlands;2014 1st quarter;12314.0;311.0;;11195.0;144.0;952.0;12314.0;12314.0;;3315.0;2362.0;952.0
942;Crude oil;Destined for processing the Netherlands;2014 April;4129.0;129.0;;3674.0;66.0;393.0;4129.0;4129.0;;2362.0;1970.0;393.0
943;Crude oil;Destined for processing the Netherlands;2014 May;4141.0;140.0;;4288.0;91.0;-197.0;4141.0;4141.0;;1970.0;2167.0;-197.0
944;Crude oil;Destined for processing the Netherlands;2014 June;3684.0;103.0;;3925.0;32.0;-312.0;3684.0;3684.0;;2167.0;2479.0;-312.0
945;Crude oil;Destined for processing the Netherlands;2014 2nd quarter;11954.0;372.0;;11887.0;189.0;-116.0;11954.0;11954.0;;2362.0;2479.0;-116.0
946;Crude oil;Destined for processing the Netherlands;2014 July;4012.0;113.0;;3792.0;36.0;143.0;4012.0;4012.0;;2479.0;2335.0;143.0
947;Crude oil;Destined for processing the Netherlands;2014 August;4120.0;145.0;;3901.0;57.0;131.0;4120.0;4120.0;;2335.0;2205.0;131.0
948;Crude oil;Destined for processing the Netherlands;2014 September;4264.0;142.0;;3856.0;42.0;309.0;4264.0;4264.0;;2205.0;1896.0;309.0
949;Crude oil;Destined for processing the Netherlands;2014 3rd quarter;12397.0;400.0;;11549.0;135.0;583.0;12397.0;12397.0;;2479.0;1896.0;583.0
950;Crude oil;Destined for processing the Netherlands;2014 October;4676.0;148.0;;4587.0;45.0;-14.0;4676.0;4676.0;;1896.0;1910.0;-14.0
951;Crude oil;Destined for processing the Netherlands;2014 November;4270.0;146.0;;3869.0;58.0;313.0;4270.0;4270.0;;1910.0;1597.0;313.0
952;Crude oil;Destined for processing the Netherlands;2014 December;4170.0;149.0;;4395.0;44.0;-330.0;4170.0;4170.0;;1597.0;1927.0;-330.0
953;Crude oil;Destined for processing the Netherlands;2014 4th quarter;13115.0;442.0;;12850.0;146.0;-31.0;13115.0;13115.0;;1896.0;1927.0;-31.0
954;Crude oil;Destined for processing the Netherlands;2015 January;4580.0;133.0;;4531.0;65.0;-19.0;4580.0;4580.0;;1927.0;1945.0;-19.0
955;Crude oil;Destined for processing the Netherlands;2015 February;4273.0;128.0;;4540.0;46.0;-348.0;4273.0;4273.0;;1945.0;2293.0;-348.0
956;Crude oil;Destined for processing the Netherlands;2015 March;4011.0;146.0;;3953.0;50.0;-37.0;4011.0;4011.0;;2293.0;2330.0;-37.0
957;Crude oil;Destined for processing the Netherlands;2015 1st quarter;12865.0;406.0;;13023.0;161.0;-403.0;12865.0;12865.0;;1927.0;2330.0;-403.0
958;Crude oil;Destined for processing the Netherlands;2015 April;4031.0;118.0;;3966.0;30.0;-24.0;4031.0;4031.0;;2330.0;2354.0;-24.0
959;Crude oil;Destined for processing the Netherlands;2015 May;4667.0;120.0;;4673.0;46.0;-80.0;4667.0;4667.0;;2354.0;2434.0;-80.0
960;Crude oil;Destined for processing the Netherlands;2015 June;4405.0;95.0;;4400.0;10.0;-80.0;4405.0;4405.0;;2434.0;2515.0;-80.0
961;Crude oil;Destined for processing the Netherlands;2015 2nd quarter;13103.0;334.0;;13039.0;86.0;-185.0;13103.0;13103.0;;2330.0;2515.0;-185.0
962;Crude oil;Destined for processing the Netherlands;2015 July;4483.0;106.0;;4070.0;4.0;311.0;4483.0;4483.0;;2515.0;2204.0;311.0
963;Crude oil;Destined for processing the Netherlands;2015 August;4500.0;114.0;;4433.0;4.0;-43.0;4500.0;4500.0;;2204.0;2247.0;-43.0
964;Crude oil;Destined for processing the Netherlands;2015 September;4480.0;100.0;;4174.0;4.0;211.0;4480.0;4480.0;;2247.0;2035.0;211.0
965;Crude oil;Destined for processing the Netherlands;2015 3rd quarter;13463.0;320.0;;12677.0;13.0;479.0;13463.0;13463.0;;2515.0;2035.0;479.0
966;Crude oil;Destined for processing the Netherlands;2015 October;4775.0;101.0;;4705.0;5.0;-26.0;4775.0;4775.0;;2035.0;2062.0;-26.0
967;Crude oil;Destined for processing the Netherlands;2015 November;3934.0;128.0;;4106.0;5.0;-295.0;3934.0;3934.0;;2062.0;2357.0;-295.0
968;Crude oil;Destined for processing the Netherlands;2015 December;4646.0;107.0;;4686.0;23.0;-124.0;4646.0;4646.0;;2357.0;2481.0;-124.0
969;Crude oil;Destined for processing the Netherlands;2015 4th quarter;13356.0;336.0;;13497.0;32.0;-445.0;13356.0;13356.0;;2035.0;2481.0;-445.0
970;Crude oil;Destined for processing the Netherlands;2016 January;4690.0;102.0;;4241.0;74.0;420.0;4690.0;4690.0;;2481.0;2060.0;420.0
971;Crude oil;Destined for processing the Netherlands;2016 February;4271.0;87.0;;4789.0;35.0;-571.0;4271.0;4271.0;;2060.0;2631.0;-571.0
972;Crude oil;Destined for processing the Netherlands;2016 March;4384.0;95.0;;4216.0;18.0;91.0;4384.0;4384.0;;2631.0;2540.0;91.0
973;Crude oil;Destined for processing the Netherlands;2016 1st quarter;13346.0;285.0;;13247.0;126.0;-60.0;13346.0;13346.0;;2481.0;2540.0;-60.0
974;Crude oil;Destined for processing the Netherlands;2016 April;4387.0;83.0;;4283.0;22.0;43.0;4387.0;4387.0;;2540.0;2497.0;43.0
975;Crude oil;Destined for processing the Netherlands;2016 May;4480.0;81.0;;4367.0;74.0;105.0;4480.0;4480.0;;2497.0;2392.0;105.0
976;Crude oil;Destined for processing the Netherlands;2016 June;4475.0;44.0;;4933.0;;-502.0;4475.0;4475.0;;2392.0;2894.0;-502.0
977;Crude oil;Destined for processing the Netherlands;2016 2nd quarter;13342.0;208.0;;13583.0;95.0;-353.0;13342.0;13342.0;;2540.0;2894.0;-353.0
978;Crude oil;Destined for processing the Netherlands;2016 July;4395.0;77.0;;4866.0;;-548.0;4395.0;4395.0;;2894.0;3441.0;-548.0
979;Crude oil;Destined for processing the Netherlands;2016 August;4634.0;71.0;;4517.0;;47.0;4634.0;4634.0;;3441.0;3395.0;47.0
980;Crude oil;Destined for processing the Netherlands;2016 September;4631.0;63.0;;4504.0;1.0;64.0;4631.0;4631.0;;3395.0;3330.0;64.0
981;Crude oil;Destined for processing the Netherlands;2016 3rd quarter;13661.0;212.0;;13887.0;1.0;-437.0;13661.0;13661.0;;2894.0;3330.0;-437.0
982;Crude oil;Destined for processing the Netherlands;2016 October;4638.0;85.0;;4391.0;55.0;217.0;4638.0;4638.0;;3330.0;3114.0;217.0
983;Crude oil;Destined for processing the Netherlands;2016 November;4732.0;77.0;;4762.0;27.0;-79.0;4732.0;4732.0;;3114.0;3193.0;-79.0
984;Crude oil;Destined for processing the Netherlands;2016 December;4673.0;91.0;;4449.0;21.0;155.0;4673.0;4673.0;;3193.0;3038.0;155.0
985;Crude oil;Destined for processing the Netherlands;2016 4th quarter;14043.0;252.0;;13602.0;104.0;293.0;14043.0;14043.0;;3330.0;3038.0;293.0
986;Crude oil;Destined for processing the Netherlands;2017 January;4696.0;93.0;;4262.0;24.0;365.0;4696.0;4696.0;;3038.0;2673.0;365.0
987;Crude oil;Destined for processing the Netherlands;2017 February;4276.0;80.0;;4668.0;20.0;-452.0;4276.0;4276.0;;2673.0;3124.0;-452.0
988;Crude oil;Destined for processing the Netherlands;2017 March;4785.0;91.0;;4477.0;23.0;241.0;4785.0;4785.0;;3124.0;2883.0;241.0
989;Crude oil;Destined for processing the Netherlands;2017 1st quarter;13758.0;264.0;;13406.0;68.0;155.0;13758.0;13758.0;;3038.0;2883.0;155.0
990;Crude oil;Destined for processing the Netherlands;2017 April;4870.0;88.0;;5001.0;23.0;-196.0;4870.0;4870.0;;2883.0;3079.0;-196.0
991;Crude oil;Destined for processing the Netherlands;2017 May;4755.0;89.0;;4843.0;39.0;-138.0;4755.0;4755.0;;3079.0;3217.0;-138.0
992;Crude oil;Destined for processing the Netherlands;2017 June;4608.0;56.0;;5072.0;20.0;-499.0;4608.0;4608.0;;3217.0;3716.0;-499.0
993;Crude oil;Destined for processing the Netherlands;2017 2nd quarter;14233.0;233.0;;14915.0;82.0;-833.0;14233.0;14233.0;;2883.0;3716.0;-833.0
994;Crude oil;Destined for processing the Netherlands;2017 July;4663.0;63.0;;4088.0;34.0;546.0;4663.0;4663.0;;3716.0;3170.0;546.0
995;Crude oil;Destined for processing the Netherlands;2017 August;3933.0;75.0;;3848.0;65.0;75.0;3933.0;3933.0;;3170.0;3095.0;75.0
996;Crude oil;Destined for processing the Netherlands;2017 September;4246.0;74.0;;3541.0;108.0;739.0;4246.0;4246.0;;3095.0;2356.0;739.0
997;Crude oil;Destined for processing the Netherlands;2017 3rd quarter;12842.0;212.0;;11477.0;207.0;1360.0;12842.0;12842.0;;3716.0;2356.0;1360.0
998;Crude oil;Destined for processing the Netherlands;2017 October;4103.0;76.0;;4418.0;24.0;-366.0;4103.0;4103.0;;2356.0;2722.0;-366.0
999;Crude oil;Destined for processing the Netherlands;2017 November;4209.0;79.0;;4171.0;28.0;-13.0;4209.0;4209.0;;2722.0;2735.0;-13.0
1000;Crude oil;Destined for processing the Netherlands;2017 December;4381.0;88.0;;4464.0;31.0;-141.0;4381.0;4381.0;;2735.0;2875.0;-141.0
1001;Crude oil;Destined for processing the Netherlands;2017 4th quarter;12693.0;243.0;;13052.0;83.0;-519.0;12693.0;12693.0;;2356.0;2875.0;-519.0
1002;Crude oil;Destined for processing the Netherlands;2018 January;5031.0;90.0;;4260.0;28.0;708.0;5031.0;5031.0;;2875.0;2167.0;708.0
1003;Crude oil;Destined for processing the Netherlands;2018 February;4594.0;87.0;;5858.0;42.0;-1309.0;4594.0;4594.0;;2167.0;3476.0;-1309.0
1004;Crude oil;Destined for processing the Netherlands;2018 March;4482.0;80.0;;4416.0;22.0;8.0;4482.0;4482.0;;3476.0;3468.0;8.0
1005;Crude oil;Destined for processing the Netherlands;2018 1st quarter;14107.0;257.0;;14534.0;92.0;-592.0;14107.0;14107.0;;2875.0;3468.0;-592.0
1006;Crude oil;Destined for processing the Netherlands;2018 April;4579.0;80.0;;4668.0;43.0;-127.0;4579.0;4579.0;;3468.0;3594.0;-127.0
1007;Crude oil;Destined for processing the Netherlands;2018 May;4707.0;89.0;;4779.0;46.0;-115.0;4707.0;4707.0;;3594.0;3709.0;-115.0
1008;Crude oil;Destined for processing the Netherlands;2018 June;4403.0;68.0;;4171.0;44.0;208.0;4403.0;4403.0;;3709.0;3501.0;208.0
1009;Crude oil;Destined for processing the Netherlands;2018 2nd quarter;13689.0;237.0;;13618.0;133.0;-34.0;13689.0;13689.0;;3468.0;3501.0;-34.0
1010;Crude oil;Destined for processing the Netherlands;2018 July;4546.0;67.0;;3852.0;32.0;660.0;4546.0;4546.0;;3501.0;2842.0;660.0
1011;Crude oil;Destined for processing the Netherlands;2018 August;4820.0;68.0;;5213.0;28.0;-433.0;4820.0;4820.0;;2842.0;3275.0;-433.0
1012;Crude oil;Destined for processing the Netherlands;2018 September;4097.0;68.0;;3795.0;27.0;260.0;4097.0;4097.0;;3275.0;3015.0;260.0
1013;Crude oil;Destined for processing the Netherlands;2018 3rd quarter;13462.0;204.0;;12860.0;88.0;487.0;13462.0;13462.0;;3501.0;3015.0;487.0
1014;Crude oil;Destined for processing the Netherlands;2018 October;4373.0;70.0;;4460.0;66.0;-91.0;4373.0;4373.0;;3015.0;3106.0;-91.0
1015;Crude oil;Destined for processing the Netherlands;2018 November;4218.0;71.0;;3765.0;31.0;413.0;4218.0;4218.0;;3106.0;2692.0;413.0
1016;Crude oil;Destined for processing the Netherlands;2018 December;5092.0;62.0;;5067.0;24.0;-14.0;5092.0;5092.0;;2692.0;2706.0;-14.0
1017;Crude oil;Destined for processing the Netherlands;2018 4th quarter;13683.0;203.0;;13293.0;121.0;308.0;13683.0;13683.0;;3015.0;2706.0;308.0
