ID;Leeftijd;Perioden;TotaalLevendgeborenen_1;k_1eKind_2;k_2eKind_3;k_3eKind_4;k_4eOfVolgendeKinderen_5;TotaalOverledenen_6;OverledenMannen_7;OverledenVrouwen_8;TotaalImmigratie_9;ImmigratieMannen_10;ImmigratieVrouwen_11;TotaalEmigratie_12;EmigratieMannen_13;EmigratieVrouwen_14;TotaalMigratieSaldo_15;MigratieSaldoMannen_16;MigratieSaldoVrouwen_17
300;5;2042;;;;;;11;6;5;1256;664;592;1269;649;620;-13;15;-28
301;5;2043;;;;;;11;6;5;1255;664;591;1254;642;612;1;22;-21
302;5;2044;;;;;;10;6;5;1254;663;591;1242;637;606;12;26;-15
303;5;2045;;;;;;10;6;5;1252;662;590;1230;631;600;22;31;-10
304;5;2046;;;;;;10;5;5;1252;662;590;1222;626;595;30;36;-5
305;5;2047;;;;;;10;5;4;1250;660;590;1213;622;591;37;38;-1
306;5;2048;;;;;;10;5;4;1249;660;589;1207;619;588;42;41;1
307;5;2049;;;;;;9;5;4;1249;660;589;1202;616;586;47;44;3
308;6;2006;;;;;;22;12;9;1052;540;512;1865;941;924;-813;-401;-412
309;6;2007;;;;;;21;12;9;1104;567;537;1795;899;896;-691;-332;-359
310;6;2008;;;;;;20;11;9;1163;599;564;1770;890;880;-607;-291;-316
311;6;2009;;;;;;19;11;8;1222;631;591;1766;887;878;-544;-256;-287
312;6;2010;;;;;;18;11;8;1263;654;609;1724;857;868;-461;-203;-259
313;6;2011;;;;;;17;10;7;1296;673;623;1648;823;825;-352;-150;-202
314;6;2012;;;;;;17;10;7;1310;682;628;1600;798;802;-290;-116;-174
315;6;2013;;;;;;16;9;7;1311;683;628;1565;782;783;-254;-99;-155
316;6;2014;;;;;;16;9;7;1307;681;626;1534;768;766;-227;-87;-140
317;6;2015;;;;;;15;9;6;1302;679;623;1508;756;752;-206;-77;-129
318;6;2016;;;;;;15;9;6;1299;677;622;1489;747;742;-190;-70;-120
319;6;2017;;;;;;14;8;6;1295;675;620;1471;738;733;-176;-63;-113
320;6;2018;;;;;;14;8;6;1290;673;617;1456;731;726;-166;-58;-109
321;6;2019;;;;;;14;8;6;1286;671;615;1443;723;719;-157;-52;-104
322;6;2020;;;;;;13;8;6;1283;670;613;1432;718;714;-149;-48;-101
323;6;2021;;;;;;13;8;6;1278;668;610;1422;713;708;-144;-45;-98
324;6;2022;;;;;;13;8;6;1273;666;607;1414;709;704;-141;-43;-97
325;6;2023;;;;;;13;7;5;1271;665;606;1405;706;700;-134;-41;-94
326;6;2024;;;;;;13;7;5;1267;663;604;1399;703;696;-132;-40;-92
327;6;2025;;;;;;13;7;5;1263;661;602;1393;699;693;-130;-38;-91
328;6;2026;;;;;;12;7;5;1260;660;600;1386;697;689;-126;-37;-89
329;6;2027;;;;;;12;7;5;1257;659;598;1378;693;685;-121;-34;-87
330;6;2028;;;;;;12;7;5;1253;657;596;1370;689;680;-117;-32;-84
331;6;2029;;;;;;12;7;5;1251;656;595;1361;686;675;-110;-30;-80
332;6;2030;;;;;;12;7;5;1249;655;594;1351;681;670;-102;-26;-76
333;6;2031;;;;;;12;7;5;1245;653;592;1340;676;664;-95;-23;-72
334;6;2032;;;;;;11;7;5;1243;653;590;1330;671;659;-87;-18;-69
335;6;2033;;;;;;11;6;5;1241;651;590;1319;667;652;-78;-16;-62
336;6;2034;;;;;;11;6;5;1238;650;588;1307;661;646;-69;-11;-58
337;6;2035;;;;;;11;6;5;1235;649;586;1296;657;640;-61;-8;-54
338;6;2036;;;;;;11;6;5;1234;648;586;1284;651;633;-50;-3;-47
339;6;2037;;;;;;10;6;4;1231;647;584;1270;644;626;-39;3;-42
340;6;2038;;;;;;10;6;4;1229;646;583;1258;638;619;-29;8;-36
341;6;2039;;;;;;10;6;4;1228;646;582;1244;632;612;-16;14;-30
342;6;2040;;;;;;10;6;4;1227;645;582;1229;625;605;-2;20;-23
343;6;2041;;;;;;10;5;4;1223;643;580;1215;618;597;8;25;-17
344;6;2042;;;;;;9;5;4;1223;644;579;1201;611;590;22;33;-11
345;6;2043;;;;;;9;5;4;1220;641;579;1188;605;583;32;36;-4
346;6;2044;;;;;;9;5;4;1219;641;578;1176;599;577;43;42;1
347;6;2045;;;;;;9;5;4;1218;641;577;1165;593;571;53;48;6
348;6;2046;;;;;;9;5;4;1217;640;577;1154;588;566;63;52;11
349;6;2047;;;;;;8;5;4;1214;639;575;1146;584;562;68;55;13
350;6;2048;;;;;;8;5;4;1214;639;575;1138;580;558;76;59;17
351;6;2049;;;;;;8;5;4;1214;639;575;1133;577;556;81;62;19
352;7;2006;;;;;;17;10;7;1018;523;495;1689;862;827;-671;-339;-332
353;7;2007;;;;;;17;10;7;1071;551;520;1684;862;822;-613;-311;-302
354;7;2008;;;;;;16;10;7;1129;583;546;1622;826;796;-493;-243;-250
355;7;2009;;;;;;16;9;7;1184;613;571;1597;816;781;-413;-203;-210
356;7;2010;;;;;;15;9;6;1230;638;592;1589;812;777;-359;-174;-185
357;7;2011;;;;;;15;8;6;1262;657;605;1549;782;766;-287;-125;-161
358;7;2012;;;;;;14;8;6;1275;665;610;1483;752;731;-208;-87;-121
359;7;2013;;;;;;13;8;6;1278;666;612;1442;730;712;-164;-64;-100
360;7;2014;;;;;;13;8;5;1274;665;609;1414;716;697;-140;-51;-88
361;7;2015;;;;;;13;7;5;1267;661;606;1390;705;685;-123;-44;-79
362;7;2016;;;;;;12;7;5;1263;660;603;1371;696;676;-108;-36;-73
363;7;2017;;;;;;12;7;5;1260;658;602;1355;688;668;-95;-30;-66
364;7;2018;;;;;;12;7;5;1255;656;599;1340;680;660;-85;-24;-61
365;7;2019;;;;;;11;7;5;1250;653;597;1326;672;654;-76;-19;-57
366;7;2020;;;;;;11;7;5;1247;652;595;1315;666;649;-68;-14;-54
367;7;2021;;;;;;11;6;4;1243;650;593;1305;661;644;-62;-11;-51
368;7;2022;;;;;;11;6;4;1238;648;590;1295;656;639;-57;-8;-49
369;7;2023;;;;;;11;6;4;1235;647;588;1288;652;636;-53;-5;-48
370;7;2024;;;;;;10;6;4;1232;645;587;1281;649;632;-49;-4;-45
371;7;2025;;;;;;10;6;4;1228;643;585;1274;645;629;-46;-2;-44
372;7;2026;;;;;;10;6;4;1225;642;583;1268;642;626;-43;0;-43
373;7;2027;;;;;;10;6;4;1222;641;581;1262;639;623;-40;2;-42
374;7;2028;;;;;;10;6;4;1219;639;580;1256;636;619;-37;3;-39
375;7;2029;;;;;;10;6;4;1216;638;578;1247;631;615;-31;7;-37
376;7;2030;;;;;;10;6;4;1213;637;576;1240;628;612;-27;9;-36
377;7;2031;;;;;;10;6;4;1210;635;575;1231;624;607;-21;11;-32
378;7;2032;;;;;;9;5;4;1207;634;573;1222;619;603;-15;15;-30
379;7;2033;;;;;;9;5;4;1203;632;571;1213;616;597;-10;16;-26
380;7;2034;;;;;;9;5;4;1203;632;571;1204;611;593;-1;21;-22
381;7;2035;;;;;;9;5;4;1199;630;569;1193;605;587;6;25;-18
382;7;2036;;;;;;9;5;4;1197;629;568;1182;600;582;15;29;-14
383;7;2037;;;;;;9;5;4;1195;629;566;1172;595;577;23;34;-11
384;7;2038;;;;;;8;5;4;1194;628;566;1161;590;571;33;38;-5
385;7;2039;;;;;;8;5;4;1192;627;565;1149;584;566;43;44;-1
386;7;2040;;;;;;8;5;3;1187;625;562;1137;578;559;50;47;3
387;7;2041;;;;;;8;5;3;1187;625;562;1125;571;553;62;54;9
388;7;2042;;;;;;8;4;3;1185;624;561;1113;565;547;72;59;14
389;7;2043;;;;;;8;4;3;1183;623;560;1100;559;541;83;64;19
390;7;2044;;;;;;7;4;3;1182;623;559;1089;554;536;93;69;23
391;7;2045;;;;;;7;4;3;1182;623;559;1079;547;531;103;76;28
392;7;2046;;;;;;7;4;3;1180;622;558;1069;543;527;111;79;31
393;7;2047;;;;;;7;4;3;1178;621;557;1061;538;522;117;83;35
394;7;2048;;;;;;7;4;3;1179;621;558;1054;534;519;125;87;39
395;7;2049;;;;;;7;4;3;1177;620;557;1048;531;517;129;89;40
396;8;2006;;;;;;16;10;6;948;482;466;1570;809;761;-622;-327;-295
397;8;2007;;;;;;16;10;6;996;509;487;1529;779;750;-533;-270;-263
398;8;2008;;;;;;16;10;6;1051;539;512;1522;778;744;-471;-239;-232
399;8;2009;;;;;;15;9;6;1106;570;536;1466;746;720;-360;-176;-184
400;8;2010;;;;;;15;9;6;1148;594;554;1441;736;705;-293;-142;-151
401;8;2011;;;;;;14;9;6;1178;612;566;1432;731;701;-254;-119;-135
402;8;2012;;;;;;13;8;5;1191;619;572;1396;706;690;-205;-87;-118
403;8;2013;;;;;;13;8;5;1191;619;572;1338;680;658;-147;-61;-86
404;8;2014;;;;;;12;8;5;1187;617;570;1304;661;642;-117;-44;-72
405;8;2015;;;;;;12;7;5;1184;616;568;1280;650;630;-96;-34;-62
406;8;2016;;;;;;12;7;5;1179;614;565;1263;641;622;-84;-27;-57
407;8;2017;;;;;;11;7;4;1175;611;564;1247;634;614;-72;-23;-50
408;8;2018;;;;;;11;7;4;1171;610;561;1233;626;607;-62;-16;-46
409;8;2019;;;;;;11;7;4;1167;608;559;1219;619;600;-52;-11;-41
410;8;2020;;;;;;11;6;4;1163;606;557;1206;612;594;-43;-6;-37
411;8;2021;;;;;;10;6;4;1158;604;554;1195;606;589;-37;-2;-35
412;8;2022;;;;;;10;6;4;1156;603;553;1185;601;584;-29;2;-31
413;8;2023;;;;;;10;6;4;1152;601;551;1176;596;580;-24;5;-29
414;8;2024;;;;;;10;6;4;1148;599;549;1169;592;576;-21;7;-27
415;8;2025;;;;;;10;6;4;1146;598;548;1162;589;573;-16;9;-25
416;8;2026;;;;;;10;6;4;1143;597;546;1155;586;570;-12;11;-24
417;8;2027;;;;;;9;6;4;1139;595;544;1150;583;567;-11;12;-23
418;8;2028;;;;;;9;6;4;1136;594;542;1144;580;564;-8;14;-22
419;8;2029;;;;;;9;6;4;1132;592;540;1137;577;560;-5;15;-20
420;8;2030;;;;;;9;6;4;1131;591;540;1130;573;557;1;18;-17
421;8;2031;;;;;;9;6;4;1128;590;538;1122;570;553;6;20;-15
422;8;2032;;;;;;9;5;4;1124;588;536;1115;566;549;9;22;-13
423;8;2033;;;;;;9;5;3;1123;587;536;1106;562;544;17;25;-8
424;8;2034;;;;;;9;5;3;1120;586;534;1097;557;540;23;29;-6
425;8;2035;;;;;;8;5;3;1118;585;533;1088;553;535;30;32;-2
426;8;2036;;;;;;8;5;3;1115;584;531;1079;549;530;36;35;1
427;8;2037;;;;;;8;5;3;1113;583;530;1069;544;525;44;39;5
428;8;2038;;;;;;8;5;3;1113;583;530;1060;539;520;53;44;10
429;8;2039;;;;;;8;5;3;1110;581;529;1049;534;515;61;47;14
430;8;2040;;;;;;8;5;3;1107;580;527;1039;529;511;68;51;16
431;8;2041;;;;;;8;5;3;1106;579;527;1028;523;505;78;56;22
432;8;2042;;;;;;7;5;3;1103;578;525;1018;518;500;85;60;25
433;8;2043;;;;;;7;4;3;1101;577;524;1007;513;495;94;64;29
434;8;2044;;;;;;7;4;3;1099;576;523;996;507;490;103;69;33
435;8;2045;;;;;;7;4;3;1098;576;522;986;502;485;112;74;37
436;8;2046;;;;;;7;4;3;1099;576;523;977;497;480;122;79;43
437;8;2047;;;;;;7;4;3;1097;575;522;969;493;477;128;82;45
438;8;2048;;;;;;7;4;3;1095;574;521;961;488;473;134;86;48
439;8;2049;;;;;;7;4;3;1095;574;521;955;485;470;140;89;51
440;9;2006;;;;;;16;9;7;922;480;442;1423;712;711;-501;-232;-269
441;9;2007;;;;;;16;9;7;970;505;465;1399;710;689;-429;-205;-224
442;9;2008;;;;;;16;9;7;1021;534;487;1361;685;677;-340;-151;-190
443;9;2009;;;;;;16;9;7;1075;566;509;1354;682;672;-279;-116;-163
444;9;2010;;;;;;15;8;7;1116;590;526;1305;656;649;-189;-66;-123
445;9;2011;;;;;;15;8;7;1146;608;538;1282;647;635;-136;-39;-97
446;9;2012;;;;;;14;8;6;1158;617;541;1271;642;629;-113;-25;-88
447;9;2013;;;;;;14;8;6;1159;616;543;1239;620;619;-80;-4;-76
448;9;2014;;;;;;13;7;6;1155;614;541;1191;598;592;-36;16;-51
449;9;2015;;;;;;13;7;6;1150;612;538;1163;583;580;-13;29;-42
450;9;2016;;;;;;12;7;5;1146;610;536;1146;575;570;0;35;-34
451;9;2017;;;;;;12;7;5;1142;607;535;1131;568;563;11;39;-28
452;9;2018;;;;;;11;6;5;1138;605;533;1118;561;557;20;44;-24
453;9;2019;;;;;;11;6;5;1134;604;530;1105;555;551;29;49;-21
454;9;2020;;;;;;11;6;5;1130;602;528;1091;547;544;39;55;-16
455;9;2021;;;;;;11;6;5;1127;600;527;1080;542;538;47;58;-11
456;9;2022;;;;;;11;6;5;1123;598;525;1070;536;534;53;62;-9
457;9;2023;;;;;;10;6;5;1120;597;523;1061;532;529;59;65;-6
458;9;2024;;;;;;10;6;4;1117;596;521;1054;528;526;63;68;-5
459;9;2025;;;;;;10;6;4;1113;594;519;1046;524;522;67;70;-3
460;9;2026;;;;;;10;6;4;1111;592;519;1041;521;519;71;71;0
461;9;2027;;;;;;10;5;4;1107;590;517;1035;518;517;72;72;0
462;9;2028;;;;;;10;5;4;1105;590;515;1029;515;513;76;75;2
463;9;2029;;;;;;10;5;4;1100;588;512;1023;512;511;77;76;1
464;9;2030;;;;;;9;5;4;1099;587;512;1017;509;508;82;78;4
465;9;2031;;;;;;9;5;4;1095;585;510;1010;505;504;85;80;6
466;9;2032;;;;;;9;5;4;1094;585;509;1003;503;501;91;82;8
467;9;2033;;;;;;9;5;4;1090;583;507;996;499;497;94;84;10
468;9;2034;;;;;;9;5;4;1089;582;507;989;495;494;100;87;13
469;9;2035;;;;;;9;5;4;1086;580;506;981;492;490;105;88;16
470;9;2036;;;;;;9;5;4;1082;578;504;974;488;486;108;90;18
471;9;2037;;;;;;9;5;4;1081;578;503;965;484;481;116;94;22
472;9;2038;;;;;;8;5;4;1080;577;503;957;479;478;123;98;25
473;9;2039;;;;;;8;5;4;1078;576;502;948;475;473;130;101;29
474;9;2040;;;;;;8;5;4;1076;575;501;939;470;469;137;105;32
475;9;2041;;;;;;8;4;4;1075;575;500;930;466;464;145;109;36
476;9;2042;;;;;;8;4;4;1073;574;499;920;461;459;153;113;40
477;9;2043;;;;;;8;4;3;1072;573;499;911;457;455;161;116;44
478;9;2044;;;;;;8;4;3;1070;572;498;901;451;450;169;121;48
479;9;2045;;;;;;7;4;3;1068;571;497;892;446;446;176;125;51
480;9;2046;;;;;;7;4;3;1066;570;496;884;442;442;182;128;54
481;9;2047;;;;;;7;4;3;1068;571;497;876;437;438;192;134;59
482;9;2048;;;;;;7;4;3;1066;570;496;868;433;435;198;137;61
483;9;2049;;;;;;7;4;3;1064;569;495;862;430;432;202;139;63
484;10;2006;;;;;;16;9;7;886;464;422;1311;666;645;-425;-202;-223
485;10;2007;;;;;;16;9;7;933;489;444;1278;641;637;-345;-152;-193
486;10;2008;;;;;;16;9;7;982;518;464;1256;638;618;-274;-120;-154
487;10;2009;;;;;;16;9;7;1032;548;484;1223;616;607;-191;-68;-123
488;10;2010;;;;;;16;9;7;1074;573;501;1216;614;603;-142;-41;-102
489;10;2011;;;;;;15;8;7;1100;588;512;1172;591;582;-72;-3;-70
490;10;2012;;;;;;15;8;7;1113;598;515;1153;583;569;-40;15;-54
491;10;2013;;;;;;15;8;7;1113;598;515;1144;579;565;-31;19;-50
492;10;2014;;;;;;14;8;6;1108;595;513;1118;562;556;-10;33;-43
493;10;2015;;;;;;13;7;6;1105;594;511;1076;543;533;29;51;-22
494;10;2016;;;;;;13;7;6;1102;592;510;1054;530;524;48;62;-14
495;10;2017;;;;;;12;7;5;1098;590;508;1040;524;516;58;66;-8
496;10;2018;;;;;;12;7;5;1094;588;506;1027;517;510;67;71;-4
497;10;2019;;;;;;12;6;5;1091;586;505;1015;512;503;76;74;2
498;10;2020;;;;;;11;6;5;1087;584;503;1003;506;497;84;78;6
499;10;2021;;;;;;11;6;5;1084;583;501;991;499;492;93;84;9
500;10;2022;;;;;;11;6;5;1080;581;499;980;494;487;100;87;12
501;10;2023;;;;;;11;6;5;1077;579;498;971;489;482;106;90;16
502;10;2024;;;;;;11;6;5;1074;578;496;963;485;478;111;93;18
503;10;2025;;;;;;10;6;5;1071;577;494;956;482;474;115;95;20
504;10;2026;;;;;;10;6;5;1067;575;492;949;478;471;118;97;21
505;10;2027;;;;;;10;6;5;1065;574;491;944;476;468;121;98;23
506;10;2028;;;;;;10;6;5;1061;571;490;938;472;466;123;99;24
507;10;2029;;;;;;10;5;4;1058;569;489;932;469;462;126;100;27
508;10;2030;;;;;;10;5;4;1055;568;487;926;467;459;129;101;28
509;10;2031;;;;;;10;5;4;1053;567;486;921;465;457;132;102;29
510;10;2032;;;;;;10;5;4;1051;566;485;915;462;454;136;104;31
511;10;2033;;;;;;9;5;4;1049;565;484;909;459;450;140;106;34
512;10;2034;;;;;;9;5;4;1046;563;483;902;455;447;144;108;36
513;10;2035;;;;;;9;5;4;1045;563;482;896;452;444;149;111;38
514;10;2036;;;;;;9;5;4;1042;562;480;889;449;440;153;113;40
515;10;2037;;;;;;9;5;4;1041;561;480;881;445;436;160;116;44
516;10;2038;;;;;;9;5;4;1039;560;479;875;442;433;165;118;46
517;10;2039;;;;;;9;5;4;1036;558;478;866;438;428;170;120;50
518;10;2040;;;;;;8;5;4;1034;557;477;859;434;425;175;123;52
519;10;2041;;;;;;8;5;4;1033;557;476;852;431;421;181;126;55
520;10;2042;;;;;;8;4;4;1033;557;476;843;426;417;190;131;59
521;10;2043;;;;;;8;4;4;1031;556;475;835;422;413;196;134;62
522;10;2044;;;;;;8;4;4;1029;555;474;826;418;409;203;137;65
523;10;2045;;;;;;8;4;4;1029;555;474;818;413;404;211;142;70
524;10;2046;;;;;;8;4;3;1026;554;472;811;410;401;215;144;71
525;10;2047;;;;;;7;4;3;1026;554;472;802;405;397;224;149;75
526;10;2048;;;;;;7;4;3;1025;553;472;796;401;394;229;152;78
527;10;2049;;;;;;7;4;3;1023;552;471;790;398;391;233;154;80
528;11;2006;;;;;;18;10;8;847;434;413;1178;594;584;-331;-160;-171
529;11;2007;;;;;;17;9;8;889;458;431;1165;591;573;-276;-133;-142
530;11;2008;;;;;;17;9;8;941;487;454;1134;569;565;-193;-82;-111
531;11;2009;;;;;;17;9;8;989;515;474;1115;568;547;-126;-53;-73
532;11;2010;;;;;;17;9;8;1026;536;490;1085;549;536;-59;-13;-46
533;11;2011;;;;;;17;9;8;1052;552;500;1078;546;532;-26;6;-32
534;11;2012;;;;;;16;9;7;1067;560;507;1041;527;514;26;33;-7
535;11;2013;;;;;;16;9;7;1068;561;507;1024;520;504;44;41;3
536;11;2014;;;;;;16;9;7;1065;560;505;1017;516;501;48;44;4
537;11;2015;;;;;;15;8;7;1061;558;503;996;501;494;65;57;9
538;11;2016;;;;;;14;8;6;1057;556;501;965;487;477;92;69;24
539;11;2017;;;;;;14;7;6;1054;555;499;946;477;469;108;78;30
540;11;2018;;;;;;13;7;6;1049;553;496;933;471;462;116;82;34
541;11;2019;;;;;;13;7;6;1045;551;494;922;465;457;123;86;37
542;11;2020;;;;;;13;7;6;1043;550;493;911;460;451;132;90;42
543;11;2021;;;;;;12;7;6;1039;548;491;900;455;445;139;93;46
544;11;2022;;;;;;12;7;5;1036;546;490;890;450;440;146;96;50
545;11;2023;;;;;;12;6;5;1032;544;488;880;445;435;152;99;53
546;11;2024;;;;;;12;6;5;1029;543;486;872;441;430;157;102;56
547;11;2025;;;;;;11;6;5;1026;541;485;865;438;428;161;103;57
548;11;2026;;;;;;11;6;5;1024;540;484;858;434;424;166;106;60
549;11;2027;;;;;;11;6;5;1020;538;482;852;432;420;168;106;62
550;11;2028;;;;;;11;6;5;1016;536;480;847;429;418;169;107;62
551;11;2029;;;;;;11;6;5;1015;536;479;842;427;415;173;109;64
552;11;2030;;;;;;11;6;5;1012;535;477;837;425;412;175;110;65
553;11;2031;;;;;;11;6;5;1010;533;477;833;423;410;177;110;67
554;11;2032;;;;;;11;6;5;1006;532;474;828;421;407;178;111;67
555;11;2033;;;;;;10;6;5;1004;531;473;822;418;404;182;113;69
556;11;2034;;;;;;10;6;5;1001;529;472;817;416;401;184;113;71
557;11;2035;;;;;;10;5;5;1000;529;471;811;414;397;189;115;74
558;11;2036;;;;;;10;5;5;999;528;471;806;411;395;193;117;76
559;11;2037;;;;;;10;5;5;996;527;469;800;409;392;196;118;78
560;11;2038;;;;;;10;5;4;994;526;468;794;406;388;200;120;80
561;11;2039;;;;;;10;5;4;992;525;467;787;403;384;205;122;83
562;11;2040;;;;;;9;5;4;991;525;466;781;400;381;210;125;85
563;11;2041;;;;;;9;5;4;989;524;465;774;397;378;215;127;87
564;11;2042;;;;;;9;5;4;988;523;465;767;393;374;221;130;91
565;11;2043;;;;;;9;5;4;986;522;464;760;390;370;226;132;94
566;11;2044;;;;;;9;5;4;986;522;464;754;387;367;232;135;97
567;11;2045;;;;;;9;5;4;984;521;463;746;383;364;238;138;100
568;11;2046;;;;;;8;5;4;982;520;462;740;380;360;242;140;102
569;11;2047;;;;;;8;4;4;984;521;463;734;377;357;250;144;106
570;11;2048;;;;;;8;4;4;982;520;462;726;373;354;256;147;108
571;11;2049;;;;;;8;4;4;980;519;461;721;370;351;259;149;110
572;12;2006;;;;;;21;12;9;820;421;399;1103;576;527;-283;-155;-128
573;12;2007;;;;;;20;11;9;863;445;418;1049;544;505;-186;-99;-87
574;12;2008;;;;;;20;11;8;912;472;440;1036;541;495;-124;-69;-55
575;12;2009;;;;;;20;11;8;962;500;462;1009;521;488;-47;-21;-26
576;12;2010;;;;;;20;11;8;1001;524;477;991;519;473;10;5;4
577;12;2011;;;;;;20;11;8;1022;537;485;963;501;463;59;36;22
578;12;2012;;;;;;20;11;8;1034;542;492;958;498;460;76;44;32
579;12;2013;;;;;;19;11;8;1036;543;493;925;481;444;111;62;49
580;12;2014;;;;;;18;11;8;1033;542;491;912;476;436;121;66;55
581;12;2015;;;;;;18;10;8;1029;540;489;906;472;435;123;68;54
582;12;2016;;;;;;17;10;7;1028;540;488;889;459;431;139;81;57
583;12;2017;;;;;;16;9;7;1023;538;485;863;446;417;160;92;68
584;12;2018;;;;;;16;9;7;1019;536;483;847;437;410;172;99;73
585;12;2019;;;;;;15;9;7;1015;534;481;834;431;404;181;103;77
586;12;2020;;;;;;15;9;6;1011;532;479;824;426;398;187;106;81
587;12;2021;;;;;;15;8;6;1009;531;478;814;421;394;195;110;84
588;12;2022;;;;;;14;8;6;1007;530;477;805;416;389;202;114;88
589;12;2023;;;;;;14;8;6;1003;528;475;795;411;384;208;117;91
590;12;2024;;;;;;14;8;6;999;526;473;787;407;380;212;119;93
591;12;2025;;;;;;13;8;6;996;525;471;778;403;376;218;122;95
592;12;2026;;;;;;13;8;6;992;522;470;772;399;373;220;123;97
593;12;2027;;;;;;13;8;6;989;521;468;767;396;370;222;125;98
594;12;2028;;;;;;13;7;6;986;519;467;760;393;367;226;126;100
595;12;2029;;;;;;13;7;5;984;519;465;756;391;365;228;128;100
596;12;2030;;;;;;13;7;5;981;517;464;752;390;363;229;127;101
597;12;2031;;;;;;12;7;5;978;516;462;747;387;360;231;129;102
598;12;2032;;;;;;12;7;5;976;515;461;743;385;357;234;130;104
599;12;2033;;;;;;12;7;5;974;514;460;738;383;355;236;131;105
600;12;2034;;;;;;12;7;5;972;513;459;733;380;353;239;133;106
601;12;2035;;;;;;12;7;5;970;512;458;728;378;350;242;134;108
602;12;2036;;;;;;12;7;5;968;511;457;723;376;348;245;135;109
603;12;2037;;;;;;12;7;5;966;510;456;718;373;345;248;137;111
604;12;2038;;;;;;11;6;5;964;509;455;713;371;342;251;138;113
605;12;2039;;;;;;11;6;5;961;508;453;707;368;339;254;140;114
606;12;2040;;;;;;11;6;5;961;507;454;702;365;337;259;142;117
607;12;2041;;;;;;11;6;5;959;506;453;696;362;334;263;144;119
608;12;2042;;;;;;11;6;5;958;506;452;691;360;331;267;146;121
609;12;2043;;;;;;11;6;5;956;505;451;685;357;328;271;148;123
610;12;2044;;;;;;10;6;5;955;505;450;679;353;326;276;152;124
611;12;2045;;;;;;10;6;5;953;504;449;673;350;323;280;154;126
612;12;2046;;;;;;10;6;4;952;503;449;667;347;320;285;156;129
613;12;2047;;;;;;10;6;4;952;503;449;661;344;318;291;159;131
614;12;2048;;;;;;10;5;4;951;503;448;656;341;315;295;162;133
615;12;2049;;;;;;9;5;4;951;503;448;650;337;313;301;166;135
616;13;2006;;;;;;24;14;10;817;412;405;1034;535;499;-217;-123;-94
617;13;2007;;;;;;24;14;10;857;433;424;1006;520;485;-149;-87;-61
618;13;2008;;;;;;23;13;9;906;461;445;953;491;463;-47;-30;-18
619;13;2009;;;;;;22;13;9;949;486;463;941;487;453;8;-1;10
620;13;2010;;;;;;22;13;9;991;513;478;916;469;447;75;44;32
621;13;2011;;;;;;23;13;9;1019;528;491;898;466;432;121;62;59
622;13;2012;;;;;;22;13;9;1030;534;496;873;450;423;157;84;73
623;13;2013;;;;;;22;13;9;1030;534;496;867;447;420;163;87;76
624;13;2014;;;;;;22;13;9;1026;532;494;838;431;407;188;101;87
625;13;2015;;;;;;21;13;9;1021;530;491;826;426;400;195;104;91
626;13;2016;;;;;;21;12;8;1018;529;489;825;424;401;193;105;88
627;13;2017;;;;;;20;12;8;1014;527;487;810;412;398;204;115;89
628;13;2018;;;;;;19;11;8;1010;525;485;784;399;384;226;126;101
629;13;2019;;;;;;18;11;7;1007;523;484;770;392;378;237;131;106
630;13;2020;;;;;;18;10;7;1003;521;482;758;386;372;245;135;110
631;13;2021;;;;;;17;10;7;999;519;480;748;380;368;251;139;112
632;13;2022;;;;;;17;10;7;995;517;478;739;376;363;256;141;115
633;13;2023;;;;;;16;10;7;993;517;476;730;371;359;263;146;117
634;13;2024;;;;;;16;9;7;990;515;475;720;366;354;270;149;121
635;13;2025;;;;;;16;9;6;987;513;474;712;362;350;275;151;124
636;13;2026;;;;;;16;9;6;983;511;472;704;358;346;279;153;126
637;13;2027;;;;;;15;9;6;979;509;470;698;355;343;281;154;127
638;13;2028;;;;;;15;9;6;977;508;469;692;352;340;285;156;129
639;13;2029;;;;;;15;9;6;973;506;467;686;349;337;287;157;130
640;13;2030;;;;;;15;9;6;973;506;467;682;347;335;291;159;132
641;13;2031;;;;;;15;9;6;969;504;465;677;344;333;292;160;132
642;13;2032;;;;;;14;9;6;967;503;464;673;343;330;294;160;134
643;13;2033;;;;;;14;8;6;965;502;463;668;340;328;297;162;135
644;13;2034;;;;;;14;8;6;961;500;461;664;338;326;297;162;135
645;13;2035;;;;;;14;8;6;960;499;461;659;336;323;301;163;138
646;13;2036;;;;;;14;8;6;958;498;460;653;333;321;305;165;139
647;13;2037;;;;;;14;8;6;957;498;459;648;330;318;309;168;141
648;13;2038;;;;;;14;8;6;954;497;457;644;328;316;310;169;141
649;13;2039;;;;;;13;8;6;951;496;455;639;325;313;312;171;142
650;13;2040;;;;;;13;8;5;950;495;455;633;323;310;317;172;145
651;13;2041;;;;;;13;8;5;948;494;454;628;320;308;320;174;146
652;13;2042;;;;;;13;7;5;947;493;454;622;317;305;325;176;149
653;13;2043;;;;;;13;7;5;946;493;453;617;314;303;329;179;150
654;13;2044;;;;;;12;7;5;944;492;452;612;311;301;332;181;151
655;13;2045;;;;;;12;7;5;943;492;451;606;309;297;337;183;154
656;13;2046;;;;;;12;7;5;941;491;450;600;305;295;341;186;155
657;13;2047;;;;;;12;7;5;941;490;451;595;303;293;346;187;158
658;13;2048;;;;;;12;7;5;940;490;450;589;299;290;351;191;160
