ID;Bedrijfskenmerken;Marges;Perioden;AandeelWerknemersDatHeeftVerzuimd_1;GemiddeldeVerzuimfrequentie_2;GemiddeldeVerzuimduur_3;k_1Tot5Werkdagen_4;k_5Tot20Werkdagen_5;k_20Tot210Werkdagen_6;k_210WerkdagenOfMeer_7;JaHoofdzakelijkGevolgVanMijnWerk_8;JaVoorEenDeelGevolgVanMijnWerk_9;NeeGeenGevolgVanMijnWerk_10;WeetNiet_11
752;R-U Cultuur, recreatie, overige diensten;Waarde;2016;42.2;1.1;5.9;69.2;17.2;12.7;0.8;7.2;16.8;69.1;6.9
753;R-U Cultuur, recreatie, overige diensten;Waarde;2017;44.1;1.1;6.4;72.7;16.6;9.3;1.3;7.1;14.6;74.1;4.1
754;R-U Cultuur, recreatie, overige diensten;Waarde;2018;45.3;1.2;7.8;70.4;16.4;12.7;0.5;10.1;14.4;69.8;5.7
755;R-U Cultuur, recreatie, overige diensten;Waarde;2019;47.0;1.3;6.7;69.8;17.2;12.2;0.8;9.1;13.9;71.5;5.4
756;R-U Cultuur, recreatie, overige diensten;Waarde;2020;39.9;1.0;6.6;66.6;19.2;12.3;1.8;9.0;14.6;69.2;7.2
757;R-U Cultuur, recreatie, overige diensten;Waarde;2021;39.9;1.1;8.0;65.7;17.5;15.1;1.6;11.3;14.3;67.6;6.8
758;R-U Cultuur, recreatie, overige diensten;Waarde;2022;55.2;1.4;7.8;70.2;21.5;7.6;0.7;6.6;11.8;74.7;6.8
759;R-U Cultuur, recreatie, overige diensten;Waarde;2023;47.4;1.4;7.8;69.4;19.3;10.0;1.3;7.2;12.7;72.5;7.6
760;R-U Cultuur, recreatie, overige diensten;Ondergrens 95%-interval;2014;40.2;0.7;4.6;70.2;12.9;7.9;0.6;6.3;13.9;65.6;4.5
761;R-U Cultuur, recreatie, overige diensten;Ondergrens 95%-interval;2015;38.7;0.8;4.9;68.5;14.2;9.0;0.7;5.9;11.2;71.2;4.0
762;R-U Cultuur, recreatie, overige diensten;Ondergrens 95%-interval;2016;39.6;0.9;4.5;64.8;12.8;8.5;0.4;5.8;12.4;64.8;3.4
763;R-U Cultuur, recreatie, overige diensten;Ondergrens 95%-interval;2017;41.3;1.0;5.2;69.7;14.3;7.6;0.8;5.6;12.4;71.1;3.0
764;R-U Cultuur, recreatie, overige diensten;Ondergrens 95%-interval;2018;42.8;1.0;6.5;67.6;14.2;10.8;0.3;8.5;12.5;67.0;4.4
765;R-U Cultuur, recreatie, overige diensten;Ondergrens 95%-interval;2019;44.5;1.1;5.7;67.1;15.1;10.4;0.4;7.7;12.1;68.9;4.3
766;R-U Cultuur, recreatie, overige diensten;Ondergrens 95%-interval;2020;37.4;0.8;5.4;63.6;16.8;10.4;1.2;7.3;12.5;66.2;5.7
767;R-U Cultuur, recreatie, overige diensten;Ondergrens 95%-interval;2021;37.3;0.9;6.6;62.6;15.2;13.0;1.0;9.4;12.2;64.5;5.4
768;R-U Cultuur, recreatie, overige diensten;Ondergrens 95%-interval;2022;52.8;1.2;6.6;67.7;19.4;6.4;0.4;5.5;10.2;72.4;5.6
769;R-U Cultuur, recreatie, overige diensten;Ondergrens 95%-interval;2023;45.0;1.2;6.6;66.8;17.3;8.4;0.8;5.8;11.0;70.0;6.3
770;R-U Cultuur, recreatie, overige diensten;Bovengrens 95%-interval;2014;46.5;1.7;7.1;76.6;18.1;12.4;2.3;10.3;19.2;72.5;9.1
771;R-U Cultuur, recreatie, overige diensten;Bovengrens 95%-interval;2015;44.3;1.0;7.5;74.3;19.0;13.0;2.1;9.3;15.5;76.8;7.0
772;R-U Cultuur, recreatie, overige diensten;Bovengrens 95%-interval;2016;44.9;1.2;7.3;73.3;22.7;18.7;1.6;8.9;22.4;73.2;13.3
773;R-U Cultuur, recreatie, overige diensten;Bovengrens 95%-interval;2017;46.9;1.3;7.7;75.5;19.2;11.4;2.3;8.9;17.2;77.0;5.7
774;R-U Cultuur, recreatie, overige diensten;Bovengrens 95%-interval;2018;47.8;1.4;9.1;73.1;18.7;14.9;1.1;12.1;16.6;72.5;7.2
775;R-U Cultuur, recreatie, overige diensten;Bovengrens 95%-interval;2019;49.4;1.4;7.8;72.4;19.5;14.1;1.5;10.9;16.0;74.0;6.8
776;R-U Cultuur, recreatie, overige diensten;Bovengrens 95%-interval;2020;42.5;1.2;7.9;69.5;21.9;14.5;2.7;11.0;17.0;72.0;9.1
777;R-U Cultuur, recreatie, overige diensten;Bovengrens 95%-interval;2021;42.6;1.3;9.4;68.7;20.1;17.5;2.7;13.5;16.7;70.5;8.7
778;R-U Cultuur, recreatie, overige diensten;Bovengrens 95%-interval;2022;57.5;1.6;8.9;72.5;23.7;9.1;1.4;8.0;13.7;77.0;8.3
779;R-U Cultuur, recreatie, overige diensten;Bovengrens 95%-interval;2023;49.7;1.5;8.9;71.8;21.6;11.7;2.0;8.7;14.6;74.9;9.2
780;R Cultuur, sport en recreatie;Waarde;2014;43.9;1.0;4.4;76.6;15.5;7.1;0.9;7.8;14.3;72.5;5.4
781;R Cultuur, sport en recreatie;Waarde;2015;38.8;0.8;4.4;72.4;18.3;8.6;0.7;8.0;12.7;74.4;4.9
782;R Cultuur, sport en recreatie;Waarde;2016;43.1;1.2;5.7;74.2;15.5;9.4;0.8;7.0;16.7;70.2;6.1
783;R Cultuur, sport en recreatie;Waarde;2017;42.2;1.1;5.1;71.7;17.4;9.8;1.2;7.1;16.7;72.4;3.8
784;R Cultuur, sport en recreatie;Waarde;2018;44.6;1.2;6.5;72.8;14.2;12.4;0.6;10.6;13.1;70.7;5.6
785;R Cultuur, sport en recreatie;Waarde;2019;47.1;1.2;5.9;69.6;18.7;10.7;1.0;9.9;14.6;69.3;6.2
786;R Cultuur, sport en recreatie;Waarde;2020;42.1;1.1;6.5;67.2;18.5;12.4;1.9;8.8;14.6;71.5;5.1
787;R Cultuur, sport en recreatie;Waarde;2021;38.7;1.0;8.0;66.7;16.3;15.2;1.7;9.4;14.9;68.7;6.9
788;R Cultuur, sport en recreatie;Waarde;2022;58.2;1.4;7.1;72.3;21.9;5.2;0.6;7.0;9.8;77.4;5.8
789;R Cultuur, sport en recreatie;Waarde;2023;48.7;1.4;6.9;72.1;18.1;8.6;1.2;6.6;12.2;73.9;7.3
790;R Cultuur, sport en recreatie;Ondergrens 95%-interval;2014;39.5;0.8;3.0;71.9;12.1;4.9;0.3;5.5;11.2;67.7;3.4
791;R Cultuur, sport en recreatie;Ondergrens 95%-interval;2015;35.0;0.7;3.0;68.1;15.0;6.4;0.3;5.8;10.0;70.2;3.2
792;R Cultuur, sport en recreatie;Ondergrens 95%-interval;2016;39.3;0.9;3.5;70.1;12.6;7.2;0.3;5.1;13.5;65.9;4.2
793;R Cultuur, sport en recreatie;Ondergrens 95%-interval;2017;38.1;0.9;3.6;67.0;13.9;7.2;0.5;5.0;13.2;67.7;2.3
794;R Cultuur, sport en recreatie;Ondergrens 95%-interval;2018;41.2;1.0;5.0;68.8;11.5;9.7;0.2;8.3;10.5;66.8;3.9
795;R Cultuur, sport en recreatie;Ondergrens 95%-interval;2019;43.5;1.0;4.6;65.6;15.6;8.4;0.4;7.7;11.9;65.3;4.5
796;R Cultuur, sport en recreatie;Ondergrens 95%-interval;2020;38.4;0.8;4.7;62.7;15.2;9.7;1.1;6.6;11.7;67.3;3.4
797;R Cultuur, sport en recreatie;Ondergrens 95%-interval;2021;34.7;0.8;5.8;61.8;13.0;12.0;0.8;6.7;11.6;63.8;4.7
798;R Cultuur, sport en recreatie;Ondergrens 95%-interval;2022;54.7;1.2;5.6;68.7;18.8;3.9;0.2;5.3;7.7;74.0;4.3
799;R Cultuur, sport en recreatie;Ondergrens 95%-interval;2023;45.3;1.1;5.3;68.5;15.4;6.7;0.6;4.8;9.9;70.3;5.5
800;R Cultuur, sport en recreatie;Bovengrens 95%-interval;2014;48.5;1.2;5.7;80.6;19.6;10.1;2.4;11.0;18.2;76.8;8.4
801;R Cultuur, sport en recreatie;Bovengrens 95%-interval;2015;42.7;1.0;5.8;76.3;22.2;11.4;2.0;11.0;16.0;78.2;7.4
802;R Cultuur, sport en recreatie;Bovengrens 95%-interval;2016;47.0;1.4;7.8;77.9;19.0;12.4;2.2;9.6;20.4;74.2;8.8
803;R Cultuur, sport en recreatie;Bovengrens 95%-interval;2017;46.4;1.4;6.5;75.9;21.5;13.1;2.8;10.0;21.0;76.6;6.1
804;R Cultuur, sport en recreatie;Bovengrens 95%-interval;2018;48.1;1.5;8.1;76.5;17.5;15.6;1.7;13.5;16.1;74.3;7.9
805;R Cultuur, sport en recreatie;Bovengrens 95%-interval;2019;50.7;1.5;7.3;73.4;22.2;13.5;2.4;12.7;17.8;72.9;8.5
806;R Cultuur, sport en recreatie;Bovengrens 95%-interval;2020;45.8;1.4;8.3;71.3;22.3;15.8;3.5;11.6;18.2;75.4;7.5
807;R Cultuur, sport en recreatie;Bovengrens 95%-interval;2021;42.9;1.3;10.3;71.3;20.4;19.2;3.6;13.0;19.0;73.3;10.1
808;R Cultuur, sport en recreatie;Bovengrens 95%-interval;2022;61.6;1.6;8.5;75.6;25.2;7.1;1.5;9.2;12.4;80.5;7.9
809;R Cultuur, sport en recreatie;Bovengrens 95%-interval;2023;52.1;1.6;8.5;75.4;21.3;11.0;2.3;9.0;14.9;77.2;9.7
810;S Overige dienstverlening;Waarde;2014;43.1;1.4;7.1;70.8;15.3;12.4;1.5;8.4;17.9;66.5;7.3
811;S Overige dienstverlening;Waarde;2015;44.0;1.0;7.8;71.0;14.7;12.7;1.6;7.0;13.5;73.8;5.7
812;S Overige dienstverlening;Waarde;2016;45.8;1.1;6.7;71.5;15.6;11.9;1.0;8.0;13.6;74.9;3.4
813;S Overige dienstverlening;Waarde;2017;46.6;1.1;7.8;73.8;15.5;9.1;1.5;7.0;13.1;75.6;4.3
814;S Overige dienstverlening;Waarde;2018;46.0;1.2;9.2;68.7;17.5;13.3;0.5;9.2;15.6;69.4;5.8
815;S Overige dienstverlening;Waarde;2019;47.4;1.3;7.7;69.6;16.0;13.8;0.7;8.3;13.0;73.9;4.8
816;S Overige dienstverlening;Waarde;2020;40.7;1.0;7.6;65.1;19.9;13.0;2.0;8.9;14.3;69.5;7.3
817;S Overige dienstverlening;Waarde;2021;41.9;1.2;8.5;63.3;19.2;16.0;1.4;12.9;14.2;67.1;5.9
818;S Overige dienstverlening;Waarde;2022;56.6;1.5;8.7;68.2;20.8;10.4;0.6;5.8;13.6;73.2;7.4
819;S Overige dienstverlening;Waarde;2023;50.6;1.5;9.7;67.7;19.6;11.4;1.3;7.8;13.1;72.1;7.0
820;S Overige dienstverlening;Ondergrens 95%-interval;2014;38.7;0.5;5.1;65.9;12.1;9.3;0.6;5.9;14.4;61.3;4.3
821;S Overige dienstverlening;Ondergrens 95%-interval;2015;40.1;0.7;5.6;66.8;11.8;10.0;0.8;5.1;10.8;69.7;3.8
822;S Overige dienstverlening;Ondergrens 95%-interval;2016;42.0;0.8;4.8;67.5;12.8;9.4;0.4;6.1;10.9;71.1;2.2
823;S Overige dienstverlening;Ondergrens 95%-interval;2017;42.7;0.9;5.8;69.8;12.6;6.9;0.8;5.0;10.3;71.4;2.7
824;S Overige dienstverlening;Ondergrens 95%-interval;2018;42.4;0.9;7.2;64.5;14.5;10.7;0.2;7.1;12.7;65.3;4.0
825;S Overige dienstverlening;Ondergrens 95%-interval;2019;44.0;1.0;6.0;65.8;13.3;11.3;0.3;6.4;10.6;70.3;3.4
826;S Overige dienstverlening;Ondergrens 95%-interval;2020;37.3;0.7;5.7;60.9;16.7;10.4;1.1;6.7;11.5;65.5;5.4
827;S Overige dienstverlening;Ondergrens 95%-interval;2021;38.0;0.9;6.6;58.9;15.9;13.0;0.7;10.2;11.3;62.7;4.1
828;S Overige dienstverlening;Ondergrens 95%-interval;2022;53.1;1.2;6.8;64.5;17.7;8.3;0.2;4.3;11.1;69.5;5.5
829;S Overige dienstverlening;Ondergrens 95%-interval;2023;46.9;1.2;7.8;63.7;16.5;9.0;0.7;5.9;10.6;68.2;5.1
830;S Overige dienstverlening;Bovengrens 95%-interval;2014;47.5;2.3;9.1;75.2;19.3;16.4;3.3;11.6;22.0;71.3;11.9
831;S Overige dienstverlening;Bovengrens 95%-interval;2015;48.0;1.2;10.0;74.9;18.1;16.0;3.1;9.6;16.8;77.6;8.3
832;S Overige dienstverlening;Bovengrens 95%-interval;2016;49.6;1.3;8.7;75.2;18.9;15.0;2.1;10.6;16.8;78.4;5.3
833;S Overige dienstverlening;Bovengrens 95%-interval;2017;50.5;1.4;9.7;77.5;19.0;11.9;3.0;9.6;16.5;79.3;6.8
834;S Overige dienstverlening;Bovengrens 95%-interval;2018;49.7;1.5;11.3;72.5;21.0;16.5;1.5;12.0;18.9;73.2;8.3
835;S Overige dienstverlening;Bovengrens 95%-interval;2019;50.9;1.6;9.3;73.1;19.1;16.8;1.7;10.7;15.8;77.1;6.8
836;S Overige dienstverlening;Bovengrens 95%-interval;2020;44.3;1.3;9.6;69.1;23.6;16.2;3.4;11.6;17.6;73.3;9.7
837;S Overige dienstverlening;Bovengrens 95%-interval;2021;45.8;1.5;10.5;67.6;23.1;19.5;3.0;16.2;17.6;71.2;8.4
838;S Overige dienstverlening;Bovengrens 95%-interval;2022;60.2;1.8;10.6;71.8;24.2;12.9;1.7;7.8;16.6;76.6;9.8
839;S Overige dienstverlening;Bovengrens 95%-interval;2023;54.2;1.8;11.6;71.4;23.1;14.3;2.4;10.4;16.2;75.6;9.5
840;T Huishoudens;Waarde;2014;;;;;;;;;;;
841;T Huishoudens;Waarde;2015;;;;;;;;;;;
842;T Huishoudens;Waarde;2016;;;;;;;;;;;
843;T Huishoudens;Waarde;2017;;;;;;;;;;;
844;T Huishoudens;Waarde;2018;;;;;;;;;;;
845;T Huishoudens;Waarde;2019;;;;;;;;;;;
846;T Huishoudens;Waarde;2020;;;;;;;;;;;
847;T Huishoudens;Waarde;2021;36.3;0.7;5.7;;;;;;;;
848;T Huishoudens;Waarde;2022;30.2;0.9;7.0;66.6;24.8;6.2;2.4;10.1;14.5;64.9;10.5
849;T Huishoudens;Waarde;2023;26.4;0.8;3.3;;;;;;;;
850;T Huishoudens;Ondergrens 95%-interval;2014;;;;;;;;;;;
851;T Huishoudens;Ondergrens 95%-interval;2015;;;;;;;;;;;
852;T Huishoudens;Ondergrens 95%-interval;2016;;;;;;;;;;;
853;T Huishoudens;Ondergrens 95%-interval;2017;;;;;;;;;;;
854;T Huishoudens;Ondergrens 95%-interval;2018;;;;;;;;;;;
855;T Huishoudens;Ondergrens 95%-interval;2019;;;;;;;;;;;
856;T Huishoudens;Ondergrens 95%-interval;2020;;;;;;;;;;;
857;T Huishoudens;Ondergrens 95%-interval;2021;28.9;0.5;1.7;;;;;;;;
858;T Huishoudens;Ondergrens 95%-interval;2022;23.7;0.5;2.3;57.0;17.5;3.1;0.6;5.8;9.0;55.5;5.7
859;T Huishoudens;Ondergrens 95%-interval;2023;20.2;0.2;1.5;;;;;;;;
860;T Huishoudens;Bovengrens 95%-interval;2014;;;;;;;;;;;
861;T Huishoudens;Bovengrens 95%-interval;2015;;;;;;;;;;;
862;T Huishoudens;Bovengrens 95%-interval;2016;;;;;;;;;;;
863;T Huishoudens;Bovengrens 95%-interval;2017;;;;;;;;;;;
864;T Huishoudens;Bovengrens 95%-interval;2018;;;;;;;;;;;
865;T Huishoudens;Bovengrens 95%-interval;2019;;;;;;;;;;;
866;T Huishoudens;Bovengrens 95%-interval;2020;;;;;;;;;;;
867;T Huishoudens;Bovengrens 95%-interval;2021;44.4;0.8;9.7;;;;;;;;
868;T Huishoudens;Bovengrens 95%-interval;2022;37.7;1.3;11.8;74.9;34.0;12.2;9.3;17.1;22.5;73.3;18.5
869;T Huishoudens;Bovengrens 95%-interval;2023;33.7;1.4;5.1;;;;;;;;
870;U Extraterritoriale organisaties;Waarde;2014;;;;;;;;;;;
871;U Extraterritoriale organisaties;Waarde;2015;;;;;;;;;;;
872;U Extraterritoriale organisaties;Waarde;2016;;;;;;;;;;;
873;U Extraterritoriale organisaties;Waarde;2017;;;;;;;;;;;
874;U Extraterritoriale organisaties;Waarde;2018;;;;;;;;;;;
875;U Extraterritoriale organisaties;Waarde;2019;;;;;;;;;;;
876;U Extraterritoriale organisaties;Waarde;2020;;;;;;;;;;;
877;U Extraterritoriale organisaties;Waarde;2021;;;;;;;;;;;
878;U Extraterritoriale organisaties;Waarde;2022;;;;;;;;;;;
879;U Extraterritoriale organisaties;Waarde;2023;;;;;;;;;;;
880;U Extraterritoriale organisaties;Ondergrens 95%-interval;2014;;;;;;;;;;;
881;U Extraterritoriale organisaties;Ondergrens 95%-interval;2015;;;;;;;;;;;
882;U Extraterritoriale organisaties;Ondergrens 95%-interval;2016;;;;;;;;;;;
883;U Extraterritoriale organisaties;Ondergrens 95%-interval;2017;;;;;;;;;;;
884;U Extraterritoriale organisaties;Ondergrens 95%-interval;2018;;;;;;;;;;;
885;U Extraterritoriale organisaties;Ondergrens 95%-interval;2019;;;;;;;;;;;
886;U Extraterritoriale organisaties;Ondergrens 95%-interval;2020;;;;;;;;;;;
887;U Extraterritoriale organisaties;Ondergrens 95%-interval;2021;;;;;;;;;;;
888;U Extraterritoriale organisaties;Ondergrens 95%-interval;2022;;;;;;;;;;;
889;U Extraterritoriale organisaties;Ondergrens 95%-interval;2023;;;;;;;;;;;
890;U Extraterritoriale organisaties;Bovengrens 95%-interval;2014;;;;;;;;;;;
891;U Extraterritoriale organisaties;Bovengrens 95%-interval;2015;;;;;;;;;;;
892;U Extraterritoriale organisaties;Bovengrens 95%-interval;2016;;;;;;;;;;;
893;U Extraterritoriale organisaties;Bovengrens 95%-interval;2017;;;;;;;;;;;
894;U Extraterritoriale organisaties;Bovengrens 95%-interval;2018;;;;;;;;;;;
895;U Extraterritoriale organisaties;Bovengrens 95%-interval;2019;;;;;;;;;;;
896;U Extraterritoriale organisaties;Bovengrens 95%-interval;2020;;;;;;;;;;;
897;U Extraterritoriale organisaties;Bovengrens 95%-interval;2021;;;;;;;;;;;
898;U Extraterritoriale organisaties;Bovengrens 95%-interval;2022;;;;;;;;;;;
899;U Extraterritoriale organisaties;Bovengrens 95%-interval;2023;;;;;;;;;;;
900;1 tot 10 werknemers;Waarde;2014;33.4;0.8;4.8;72.6;16.2;10.2;1.0;9.3;13.3;71.5;5.9
901;1 tot 10 werknemers;Waarde;2015;35.0;0.9;5.4;67.4;18.3;12.9;1.3;8.5;11.8;73.5;6.2
902;1 tot 10 werknemers;Waarde;2016;35.8;0.9;4.7;68.5;18.4;12.0;1.0;7.8;14.7;71.2;6.4
903;1 tot 10 werknemers;Waarde;2017;35.0;0.9;5.4;70.5;17.7;10.9;1.0;9.3;14.6;70.8;5.3
904;1 tot 10 werknemers;Waarde;2018;36.7;0.9;5.2;70.0;17.9;11.2;1.0;9.7;14.6;69.3;6.4
905;1 tot 10 werknemers;Waarde;2019;38.1;1.0;5.4;71.2;16.7;10.9;1.2;8.6;14.0;69.9;7.5
906;1 tot 10 werknemers;Waarde;2020;35.1;1.0;5.7;67.3;20.4;11.0;1.4;8.3;14.0;69.4;8.3
907;1 tot 10 werknemers;Waarde;2021;35.2;0.9;5.0;65.2;22.3;11.4;1.0;8.3;14.2;69.1;8.4
908;1 tot 10 werknemers;Waarde;2022;48.1;1.3;6.2;67.1;24.8;7.4;0.7;6.4;9.3;76.4;7.9
909;1 tot 10 werknemers;Waarde;2023;42.3;1.3;6.4;69.7;20.7;8.5;1.1;6.7;10.7;75.2;7.5
910;1 tot 10 werknemers;Ondergrens 95%-interval;2014;32.0;0.7;4.2;71.0;14.9;9.1;0.7;8.3;12.1;69.8;5.0
911;1 tot 10 werknemers;Ondergrens 95%-interval;2015;33.7;0.8;4.9;65.8;17.1;11.9;1.0;7.7;10.8;72.0;5.4
912;1 tot 10 werknemers;Ondergrens 95%-interval;2016;34.5;0.8;4.2;66.7;16.7;10.4;0.7;6.9;13.0;69.4;5.0
913;1 tot 10 werknemers;Ondergrens 95%-interval;2017;33.7;0.8;4.8;68.9;16.4;9.8;0.7;8.3;13.4;69.2;4.5
914;1 tot 10 werknemers;Ondergrens 95%-interval;2018;35.6;0.9;4.7;68.5;16.7;10.3;0.7;8.9;13.6;67.9;5.7
915;1 tot 10 werknemers;Ondergrens 95%-interval;2019;36.9;1.0;4.9;69.7;15.5;10.0;0.9;7.8;13.0;68.4;6.6
916;1 tot 10 werknemers;Ondergrens 95%-interval;2020;33.9;0.9;5.1;65.7;19.1;10.0;1.0;7.4;12.9;67.9;7.5
917;1 tot 10 werknemers;Ondergrens 95%-interval;2021;33.8;0.8;4.4;63.5;20.9;10.4;0.8;7.4;13.0;67.4;7.4
918;1 tot 10 werknemers;Ondergrens 95%-interval;2022;46.9;1.2;5.7;65.7;23.6;6.7;0.5;5.7;8.5;75.1;7.2
919;1 tot 10 werknemers;Ondergrens 95%-interval;2023;41.1;1.2;5.8;68.3;19.6;7.8;0.9;6.0;9.8;73.9;6.8
920;1 tot 10 werknemers;Bovengrens 95%-interval;2014;34.8;0.9;5.4;74.2;17.5;11.3;1.5;10.4;14.6;73.1;6.8
921;1 tot 10 werknemers;Bovengrens 95%-interval;2015;36.3;1.0;6.0;68.9;19.7;14.1;1.8;9.5;12.9;75.0;7.1
922;1 tot 10 werknemers;Bovengrens 95%-interval;2016;37.1;1.0;5.1;70.3;20.3;13.8;1.4;8.7;16.4;72.9;8.1
923;1 tot 10 werknemers;Bovengrens 95%-interval;2017;36.4;1.0;6.1;72.1;19.0;12.0;1.4;10.3;15.9;72.4;6.2
924;1 tot 10 werknemers;Bovengrens 95%-interval;2018;37.9;1.0;5.7;71.3;19.1;12.2;1.3;10.6;15.7;70.7;7.2
925;1 tot 10 werknemers;Bovengrens 95%-interval;2019;39.4;1.1;5.9;72.6;18.0;12.0;1.6;9.5;15.1;71.3;8.4
926;1 tot 10 werknemers;Bovengrens 95%-interval;2020;36.3;1.0;6.3;68.8;21.7;12.0;1.8;9.2;15.1;70.9;9.3
927;1 tot 10 werknemers;Bovengrens 95%-interval;2021;36.6;1.0;5.5;66.9;23.8;12.6;1.5;9.4;15.5;70.7;9.4
928;1 tot 10 werknemers;Bovengrens 95%-interval;2022;49.4;1.4;6.7;68.4;26.1;8.2;1.0;7.2;10.2;77.6;8.7
929;1 tot 10 werknemers;Bovengrens 95%-interval;2023;43.5;1.4;6.9;71.0;21.9;9.3;1.5;7.4;11.6;76.4;8.3
930;1 tot 5 werknemers;Waarde;2014;30.6;0.8;4.5;73.3;14.7;10.8;1.1;9.5;12.7;71.0;6.8
931;1 tot 5 werknemers;Waarde;2015;31.0;0.9;5.3;66.7;18.8;12.6;1.9;8.5;11.4;72.8;7.2
932;1 tot 5 werknemers;Waarde;2016;30.6;0.8;4.5;66.5;18.4;13.9;1.2;7.2;14.3;70.9;7.6
933;1 tot 5 werknemers;Waarde;2017;31.2;0.8;5.2;69.5;17.5;12.1;0.9;8.7;14.1;71.3;6.0
934;1 tot 5 werknemers;Waarde;2018;31.9;0.7;4.4;69.2;19.4;10.4;1.0;9.7;14.9;68.7;6.7
935;1 tot 5 werknemers;Waarde;2019;32.4;0.9;4.8;70.2;16.3;12.4;1.1;8.1;13.5;70.4;8.0
936;1 tot 5 werknemers;Waarde;2020;29.0;0.7;4.6;68.4;19.6;10.9;1.1;8.6;14.3;67.3;9.8
937;1 tot 5 werknemers;Waarde;2021;28.1;0.8;3.8;64.5;23.3;11.1;1.1;9.0;14.2;67.9;8.8
938;1 tot 5 werknemers;Waarde;2022;42.5;1.1;5.5;65.7;25.4;8.1;0.7;6.0;8.2;78.5;7.4
939;1 tot 5 werknemers;Waarde;2023;36.9;1.2;6.0;69.3;21.5;8.2;1.0;6.6;9.7;75.1;8.6
940;1 tot 5 werknemers;Ondergrens 95%-interval;2014;28.4;0.6;3.5;70.5;12.8;9.1;0.6;7.9;10.8;68.1;5.3
941;1 tot 5 werknemers;Ondergrens 95%-interval;2015;29.1;0.7;4.3;64.0;16.8;10.9;1.3;7.1;9.8;70.3;5.9
942;1 tot 5 werknemers;Ondergrens 95%-interval;2016;28.6;0.6;3.7;62.8;14.7;10.3;0.8;5.9;10.8;67.3;4.6
943;1 tot 5 werknemers;Ondergrens 95%-interval;2017;29.1;0.7;4.2;66.7;15.4;10.3;0.5;7.2;12.1;68.5;4.6
944;1 tot 5 werknemers;Ondergrens 95%-interval;2018;30.2;0.6;3.7;66.8;17.4;9.0;0.6;8.4;13.3;66.5;5.5
945;1 tot 5 werknemers;Ondergrens 95%-interval;2019;30.5;0.8;4.0;67.6;14.4;10.7;0.7;6.8;11.8;68.0;6.7
946;1 tot 5 werknemers;Ondergrens 95%-interval;2020;27.2;0.6;3.8;65.9;17.6;9.3;0.7;7.2;12.6;64.7;8.3
947;1 tot 5 werknemers;Ondergrens 95%-interval;2021;26.2;0.7;3.1;61.6;20.8;9.4;0.7;7.5;12.2;65.1;7.3
948;1 tot 5 werknemers;Ondergrens 95%-interval;2022;40.5;1.0;4.7;63.5;23.5;7.0;0.4;4.9;7.1;76.6;6.3
949;1 tot 5 werknemers;Ondergrens 95%-interval;2023;35.1;1.1;5.2;67.2;19.7;7.1;0.7;5.6;8.4;73.1;7.4
950;1 tot 5 werknemers;Bovengrens 95%-interval;2014;32.9;1.0;5.6;75.9;17.0;12.8;2.1;11.4;14.8;73.7;8.7
951;1 tot 5 werknemers;Bovengrens 95%-interval;2015;33.1;1.0;6.3;69.2;21.1;14.5;2.8;10.1;13.3;75.2;8.9
952;1 tot 5 werknemers;Bovengrens 95%-interval;2016;32.7;0.9;5.3;69.9;22.7;18.5;2.0;8.8;18.7;74.3;12.2
953;1 tot 5 werknemers;Bovengrens 95%-interval;2017;33.4;1.0;6.2;72.2;19.9;14.2;1.6;10.5;16.3;73.9;7.7
954;1 tot 5 werknemers;Bovengrens 95%-interval;2018;33.8;0.8;5.1;71.5;21.4;12.0;1.7;11.2;16.7;70.9;8.0
955;1 tot 5 werknemers;Bovengrens 95%-interval;2019;34.4;1.0;5.5;72.6;18.4;14.3;1.8;9.6;15.4;72.8;9.6
956;1 tot 5 werknemers;Bovengrens 95%-interval;2020;30.9;0.9;5.4;70.9;21.8;12.6;1.8;10.2;16.3;69.7;11.5
957;1 tot 5 werknemers;Bovengrens 95%-interval;2021;30.2;1.0;4.5;67.3;26.0;13.0;1.9;10.9;16.4;70.7;10.7
958;1 tot 5 werknemers;Bovengrens 95%-interval;2022;44.4;1.3;6.2;67.9;27.5;9.5;1.2;7.2;9.5;80.3;8.6
959;1 tot 5 werknemers;Bovengrens 95%-interval;2023;38.7;1.4;6.8;71.4;23.4;9.5;1.6;7.8;11.1;77.0;10.0
960;5 tot 10 werknemers;Waarde;2014;35.2;0.8;4.9;72.2;17.0;9.8;1.0;9.2;13.7;71.8;5.3
961;5 tot 10 werknemers;Waarde;2015;37.4;0.9;5.5;67.8;18.1;13.1;1.0;8.5;12.0;73.9;5.6
962;5 tot 10 werknemers;Waarde;2016;39.0;1.0;4.8;69.7;18.5;10.9;0.9;8.1;14.9;71.4;5.7
963;5 tot 10 werknemers;Waarde;2017;37.3;0.9;5.6;71.0;17.8;10.2;1.1;9.6;14.9;70.6;5.0
964;5 tot 10 werknemers;Waarde;2018;39.9;1.0;5.7;70.4;17.0;11.7;0.9;9.7;14.4;69.7;6.2
965;5 tot 10 werknemers;Waarde;2019;41.8;1.1;5.8;71.7;16.9;10.1;1.2;8.9;14.3;69.6;7.1
966;5 tot 10 werknemers;Waarde;2020;39.3;1.1;6.5;66.6;20.8;11.1;1.5;8.1;13.7;70.7;7.5
