ID;Geslacht;Leeftijd;KenmerkenPersonen;Marges;Perioden;Rokers_1;ExRokers_2;NooitRokers_3;Drinkers_4;ExDrinkers_5;NooitDrinkers_6;ZwareDrinkersOnderDrinkers_7;OvermatigeDrinkersOnderDrinkers_8;GlazenAlcoholPerDag_9;Maximaal1GlasPerDagOnderBevolking_10;RichtlijnAlcoholgebruik12JrOfOuder_11;AfgelopenMaand_12;AfgelopenJaar_13;Ooit_14;AfgelopenMaand_15;AfgelopenJaar_16;Ooit_17;AgelopenMaand_18;AfgelopenJaar_19;Ooit_20;AfgelopenMaand_21;AfgelopenJaar_22;Ooit_23;AfgelopenMaand_24;AfgelopenJaar_25;Ooit_26;AfgelopenMaand_27;AfgelopenJaar_28;Ooit_29;AfgelopenMaand_30;AfgelopenJaar_31;Ooit_32;OpgegevenLengte18JaarOfOuder_33;OpgegevenGewicht18JaarOfOuder_34;Ondergewicht_35;NormaalGewicht_36;Overgewicht_37;MatigOvergewicht_38;ErnstigOvergewicht_39;VoldoetAanBeweegrichtlijn_40;VoldoendeMatigIntensieveInspanning_41;VoldoendeBotSpierversterkActiviteit_42;WekelijkseSporters_43;AbonnementSportaanbieder_44;LidSportvereniging_45;Inactief_46;SemiActief_47;Normactief_48;Inactief_49;SemiActief_50;Normactief_51;VoldoenAanCombinorm_52;WekelijkseSporters_53;HeeftRisicovolleSeksGehad_54;RisicoOngeplandeZwangerschap1649Jr_55;HivTest_56;SoaTestExclHivTest_57;AnticonceptiegebruikInclPil1649_58;GebruikAnticonceptiepil1649Jaar_59;k_7DagenPerWeekVoldoendeFruit_60;Minimaal5DagenPWVoldoendeFruit_61;k_7DagenPerWeekVoldoendeGroente_62;Minimaal5DagenPWVoldoendeGroente_63;Minimaal1DagPerWeek_64;Min2DagenPWWaarvan1XVetteVis_65;InDeAfgelopen5Jaar_66;LangerDan5JaarGeleden_67;Nooit_68;WeetNiet_69;InDeAfgelopen2Jaar_70;LangerDan2JaarGeleden_71;Nooit_72;WeetNiet_73;InDeAfgelopen5Jaar_74;NietInDeAfgelopen5Jaar_75;WeetNiet_76;InDeAfgelopen12Maanden_77;LangerDan12MaandenGeleden_78;Nooit_79;WeetNiet_80;InDeAfgelopen12Maanden_81;LangerDan12MaandenGeleden_82;Nooit_83;WeetNiet_84;InDeAfgelopen12Maanden_85;LangerDan12MaandenGeleden_86;Nooit_87;WeetNiet_88;InDeAfgelopen2Jaar_89;LangerDan2JaarGeleden_90;Nooit_91;WeetNiet_92;InDeAfgelopen12Maanden_93;LangerDan12MaandenGeleden_94;Nooit_95;WeetNiet_96;Griepprik16JaarOfOuder_97;Bloeddonoren18Tot70Jaar_98;Mantelzorger_99;UrenMantelzorgPerWeek_100;ZwaarBelasteMantelzorgers_101
28;Totaal mannen en vrouwen;Totaal;Onderwijsniveau: 2 middelbaar;Ondergrens 95%-interval;2014/2015;25.6;34.0;36.6;81.9;10.4;5.2;9.6;10.9;1.3;36.0;36.0;;;;;;;;;;;;;;;;;;;;;;174.4;78.8;0.8;43.2;53.0;38.4;13.7;;;;;;;7.6;31.4;57.7;55.8;18.0;22.6;59.4;47.8;1.5;19.7;3.9;4.2;64.2;28.5;26.1;36.3;27.3;54.5;55.0;14.5;63.6;18.9;11.1;1.1;39.2;16.4;38.4;0.3;22.5;68.2;4.4;49.4;41.0;3.5;2.4;31.9;28.6;28.2;6.9;33.2;29.1;24.8;8.4;8.3;5.5;78.9;4.2;2.7;13.8;79.7;1.0;22.8;3.7;;;
29;Totaal mannen en vrouwen;Totaal;Onderwijsniveau: 2 middelbaar;Ondergrens 95%-interval;2016/2017;24.5;33.9;37.8;80.3;10.5;6.6;8.9;9.7;1.2;37.3;37.3;3.1;4.5;17.7;0.9;2.2;8.2;0.2;0.7;3.7;0.2;1.0;5.4;0.4;1.0;4.2;0.2;0.6;4.4;3.9;5.8;19.1;174.5;79.1;0.8;44.0;52.2;36.9;14.4;42.8;51.1;73.0;46.0;20.0;16.1;7.9;30.7;58.0;56.6;17.1;22.7;59.5;48.2;1.7;;3.8;4.6;64.3;27.7;28.8;38.6;16.0;37.5;57.3;16.6;60.3;20.0;12.6;1.6;39.6;18.6;35.7;0.4;22.2;70.6;2.6;51.7;39.4;3.2;2.0;33.7;28.4;27.6;5.9;35.3;29.6;23.2;7.5;17.1;6.1;70.6;2.8;2.9;15.8;77.7;0.8;20.8;;17.2;8.7;12.0
30;Totaal mannen en vrouwen;Totaal;Onderwijsniveau: 2 middelbaar;Ondergrens 95%-interval;2018/2019;23.1;34.6;38.5;80.8;10.0;6.7;8.3;8.8;1.1;38.1;38.1;3.7;5.1;20.3;1.2;2.7;10.0;0.3;0.7;4.2;0.5;1.7;7.4;0.6;1.2;5.0;0.5;1.0;5.6;4.3;6.5;21.9;174.4;79.8;0.7;41.2;55.2;38.0;16.1;45.3;52.1;77.1;46.6;22.1;16.2;;;;;;;;;2.1;;3.0;3.6;63.2;26.3;27.6;38.3;16.2;37.0;55.9;17.0;57.6;22.1;12.9;1.9;40.1;17.6;36.4;0.3;;;;51.4;39.2;2.7;3.1;34.7;27.1;25.9;8.0;36.0;28.3;21.4;9.9;22.9;6.4;62.0;5.0;3.2;15.2;77.8;0.9;21.3;;17.6;8.7;10.9
31;Totaal mannen en vrouwen;Totaal;Onderwijsniveau: 2 middelbaar;Ondergrens 95%-interval;2020/2021;21.7;36.3;37.6;77.8;12.9;6.0;8.8;8.3;1.1;41.3;41.3;3.7;5.6;21.2;1.4;3.3;11.3;0.3;0.8;4.6;0.6;1.7;8.6;0.3;1.1;5.5;0.6;1.2;6.9;4.9;7.6;22.8;174.2;79.8;0.9;40.3;55.4;38.4;15.9;46.6;53.6;78.0;46.0;20.4;15.4;;;;;;;;;1.8;7.2;1.9;2.8;65.1;24.8;26.0;36.7;16.1;37.4;54.4;16.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.6;;14.8;10.9;11.3
32;Totaal mannen en vrouwen;Totaal;Onderwijsniveau: 2 middelbaar;Bovengrens 95%-interval;2014/2015;28.0;36.6;39.2;83.9;12.1;6.5;11.5;12.8;1.4;38.6;38.6;;;;;;;;;;;;;;;;;;;;;;174.9;79.6;1.4;45.8;55.7;41.0;15.7;;;;;;;9.1;33.9;60.4;58.5;20.2;25.0;62.1;50.5;2.2;24.3;5.0;5.4;69.8;33.5;28.5;38.9;29.7;57.1;57.7;16.5;67.3;22.1;13.6;2.1;43.1;19.4;42.3;0.9;26.3;72.2;6.4;52.1;43.6;4.6;3.3;34.4;31.0;30.6;8.3;35.8;31.6;27.2;9.9;9.9;6.8;81.1;5.3;3.6;15.7;81.9;1.6;25.2;4.9;;;
33;Totaal mannen en vrouwen;Totaal;Onderwijsniveau: 2 middelbaar;Bovengrens 95%-interval;2016/2017;26.9;36.5;40.5;82.4;12.2;8.0;10.7;11.5;1.3;39.9;39.9;4.1;5.6;19.9;1.5;3.1;9.8;0.5;1.2;4.8;0.5;1.7;6.7;0.8;1.6;5.4;0.5;1.1;5.5;5.0;7.2;21.3;175.0;79.9;1.3;46.7;55.0;39.5;16.4;45.6;53.8;75.4;48.8;22.2;18.1;9.5;33.3;60.7;59.3;19.3;25.0;62.2;51.0;2.6;;5.0;5.8;70.2;33.2;31.2;41.2;18.1;40.1;60.0;18.7;64.1;23.3;15.3;2.8;43.4;21.8;39.4;1.1;26.0;74.6;4.2;54.4;42.1;4.3;2.9;36.3;30.9;30.1;7.2;37.9;32.1;25.5;9.0;19.2;7.5;73.0;3.7;3.9;17.8;79.9;1.3;23.0;;19.3;11.2;16.4
34;Totaal mannen en vrouwen;Totaal;Onderwijsniveau: 2 middelbaar;Bovengrens 95%-interval;2018/2019;25.4;37.2;41.2;82.8;11.7;8.1;10.0;10.5;1.2;40.7;40.7;4.8;6.3;22.5;1.9;3.6;11.6;0.7;1.2;5.3;0.9;2.5;8.9;1.0;1.8;6.2;0.9;1.6;6.9;5.5;7.8;24.1;174.9;80.6;1.3;43.8;57.8;40.7;18.2;48.0;54.8;79.4;49.3;24.4;18.2;;;;;;;;;3.0;;4.0;4.7;69.1;32.1;30.0;40.9;18.2;39.6;58.5;19.1;61.4;25.4;15.6;3.1;43.9;20.7;40.1;1.0;;;;54.1;41.8;3.6;4.1;37.2;29.5;28.3;9.5;38.5;30.7;23.6;11.6;25.2;7.8;64.6;6.2;4.2;17.2;80.0;1.5;23.6;;19.7;11.1;15.1
35;Totaal mannen en vrouwen;Totaal;Onderwijsniveau: 2 middelbaar;Bovengrens 95%-interval;2020/2021;24.6;39.3;40.7;80.5;15.2;7.7;11.0;10.4;1.2;44.5;44.5;5.2;7.4;24.0;2.4;4.6;13.5;0.9;1.6;6.2;1.2;2.8;10.7;0.7;2.0;7.1;1.2;2.0;8.7;6.5;9.6;25.6;174.8;80.8;1.6;43.4;58.5;41.5;18.3;49.8;56.8;80.6;49.1;23.0;17.7;;;;;;;;;2.9;11.7;3.1;4.2;72.5;31.3;28.8;39.7;18.5;40.4;57.6;18.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26.2;;17.1;14.8;16.7
36;Totaal mannen en vrouwen;Totaal;Onderwijsniveau: 3 hoog;Waarde;2014/2015;18.6;30.9;50.5;89.5;6.7;3.8;9.1;10.5;1.3;30.2;30.2;;;;;;;;;;;;;;;;;;;;;;175.9;77.1;1.4;56.1;42.6;33.6;8.9;;;;;;;5.8;33.7;60.5;43.8;27.1;29.1;63.0;68.6;2.2;18.4;6.6;6.9;68.5;25.7;29.4;40.3;36.7;64.9;63.8;21.4;67.3;16.0;14.7;1.9;32.9;15.6;50.9;0.6;26.0;70.1;4.0;43.8;47.9;4.9;3.4;26.4;31.6;33.4;8.5;29.1;34.6;25.4;10.9;6.9;6.6;81.8;4.7;1.8;12.9;84.2;1.1;18.5;6.4;;;
37;Totaal mannen en vrouwen;Totaal;Onderwijsniveau: 3 hoog;Waarde;2016/2017;15.6;33.7;50.7;89.0;7.2;3.7;8.3;9.4;1.2;32.4;32.4;2.9;5.6;27.1;1.6;4.2;13.1;0.3;1.2;4.7;0.9;3.1;9.5;0.7;1.8;6.1;0.6;1.5;6.9;3.9;7.7;28.9;176.0;77.0;1.5;57.5;41.0;32.4;8.6;54.9;59.6;85.4;67.1;29.6;23.9;6.3;32.9;60.8;45.8;25.5;28.7;63.4;69.0;2.4;;5.0;5.5;67.9;24.4;31.0;42.3;22.0;47.9;63.8;22.5;63.6;18.4;16.4;1.6;32.1;18.4;49.0;0.4;25.7;71.1;3.2;43.7;48.1;5.0;3.2;26.3;31.2;35.2;7.3;28.6;35.7;27.6;8.1;15.0;7.0;74.7;3.3;2.1;14.2;82.8;0.9;17.3;;14.9;8.5;14.3
38;Totaal mannen en vrouwen;Totaal;Onderwijsniveau: 3 hoog;Waarde;2018/2019;13.9;33.1;52.9;88.5;7.0;4.4;8.5;8.6;1.1;33.2;33.2;3.4;5.9;29.1;2.0;4.6;14.1;0.6;1.5;5.2;1.3;3.6;10.4;0.8;1.9;6.3;0.6;1.6;8.3;4.6;8.8;31.2;176.1;77.4;1.4;57.2;41.5;31.6;9.8;56.5;61.1;86.8;65.9;32.6;23.3;;;;;;;;;1.8;;4.9;5.8;70.7;27.4;32.0;42.2;23.4;49.8;64.0;21.6;62.4;18.1;16.9;2.6;34.0;15.7;49.6;0.8;;;;45.0;46.4;4.6;4.0;26.7;32.0;31.1;10.3;29.3;34.0;25.3;11.5;20.2;6.3;67.2;6.3;2.6;14.5;82.0;0.9;18.6;;15.9;8.2;16.3
39;Totaal mannen en vrouwen;Totaal;Onderwijsniveau: 3 hoog;Waarde;2020/2021;13.8;31.6;54.6;86.3;9.5;4.2;7.7;7.1;1.0;39.0;39.0;3.5;6.2;28.7;1.8;5.4;15.4;0.4;1.3;5.7;0.7;3.5;11.4;0.7;2.3;7.0;0.8;2.3;9.4;4.7;9.1;31.0;176.0;77.6;1.2;55.3;43.5;33.7;9.7;57.5;60.5;90.3;67.6;29.4;23.5;;;;;;;;;2.3;9.2;3.5;4.8;71.5;26.1;30.5;41.7;24.3;51.0;62.6;21.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.9;;12.6;9.0;13.6
40;Totaal mannen en vrouwen;Totaal;Onderwijsniveau: 3 hoog;Ondergrens 95%-interval;2014/2015;17.4;29.4;48.9;88.5;5.9;3.2;8.1;9.5;1.2;28.8;28.8;;;;;;;;;;;;;;;;;;;;;;175.6;76.7;1.0;54.5;41.0;32.1;8.0;;;;;;;5.1;32.2;58.9;42.2;25.7;27.6;61.5;67.1;1.7;16.2;5.8;6.0;65.7;23.3;28.0;38.8;35.2;63.4;62.3;20.1;65.2;14.4;13.1;1.3;30.8;13.9;48.7;0.3;23.6;67.6;2.9;42.2;46.3;4.2;2.9;25.1;30.2;31.9;7.7;27.7;33.1;24.0;9.9;6.1;5.8;80.6;4.0;1.4;11.9;83.0;0.7;17.2;5.6;;;
41;Totaal mannen en vrouwen;Totaal;Onderwijsniveau: 3 hoog;Ondergrens 95%-interval;2016/2017;14.5;32.2;49.2;88.1;6.5;3.2;7.4;8.5;1.2;30.9;30.9;2.4;4.9;25.7;1.3;3.6;12.1;0.1;0.9;4.1;0.6;2.6;8.6;0.4;1.4;5.4;0.4;1.1;6.2;3.3;6.9;27.5;175.7;76.6;1.1;56.0;39.5;31.0;7.7;53.4;58.0;84.3;65.7;28.3;22.6;5.6;31.4;59.3;44.2;24.2;27.3;61.9;67.5;1.9;;4.3;4.8;65.1;21.9;29.6;40.8;20.7;46.3;62.3;21.3;61.6;16.8;14.7;1.0;30.1;16.8;46.9;0.1;23.5;68.8;2.3;42.2;46.6;4.4;2.7;25.0;29.8;33.7;6.5;27.2;34.3;26.2;7.2;13.9;6.2;73.4;2.8;1.7;13.1;81.6;0.6;16.2;;13.8;7.0;11.5
42;Totaal mannen en vrouwen;Totaal;Onderwijsniveau: 3 hoog;Ondergrens 95%-interval;2018/2019;12.9;31.8;51.5;87.6;6.3;3.8;7.7;7.7;1.1;31.9;31.9;2.9;5.3;27.8;1.6;4.0;13.1;0.4;1.2;4.6;1.0;3.1;9.5;0.5;1.5;5.6;0.4;1.2;7.5;4.0;8.0;29.9;175.8;77.0;1.0;55.8;40.1;30.3;9.0;55.1;59.7;85.8;64.6;31.3;22.1;;;;;;;;;1.4;;4.3;5.1;68.1;24.8;30.7;40.8;22.2;48.4;62.6;20.5;60.5;16.5;15.3;2.0;32.0;14.2;47.5;0.4;;;;43.6;45.0;4.0;3.4;25.4;30.6;29.8;9.4;28.0;32.6;24.0;10.6;19.1;5.6;65.9;5.6;2.1;13.5;81.0;0.6;17.4;;14.8;7.0;13.7
43;Totaal mannen en vrouwen;Totaal;Onderwijsniveau: 3 hoog;Ondergrens 95%-interval;2020/2021;12.7;30.3;53.0;85.1;8.6;3.6;6.8;6.3;1.0;37.5;37.5;2.9;5.4;27.3;1.4;4.7;14.3;0.2;1.0;5.0;0.5;2.9;10.4;0.5;1.8;6.2;0.5;1.8;8.5;4.0;8.2;29.6;175.7;77.2;0.9;53.8;42.0;32.3;8.9;56.0;59.0;89.4;66.2;28.1;22.2;;;;;;;;;1.8;7.6;2.9;4.1;68.6;23.6;29.1;40.2;23.0;49.5;61.2;20.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19.7;;11.7;7.2;11.0
44;Totaal mannen en vrouwen;Totaal;Onderwijsniveau: 3 hoog;Bovengrens 95%-interval;2014/2015;19.8;32.4;52.1;90.4;7.5;4.4;10.1;11.6;1.4;31.6;31.6;;;;;;;;;;;;;;;;;;;;;;176.2;77.6;1.7;57.6;44.1;35.1;9.8;;;;;;;6.6;35.2;62.0;45.4;28.6;30.5;64.6;70.1;2.6;20.7;7.3;7.7;71.3;28.2;30.9;41.9;38.2;66.4;65.3;22.7;69.4;17.7;16.3;2.6;35.0;17.2;53.2;1.0;28.3;72.5;5.0;45.4;49.5;5.6;4.0;27.8;33.1;34.9;9.4;30.5;36.1;26.8;11.8;7.7;7.4;83.0;5.3;2.2;14.0;85.3;1.4;19.7;7.2;;;
45;Totaal mannen en vrouwen;Totaal;Onderwijsniveau: 3 hoog;Bovengrens 95%-interval;2016/2017;16.7;35.1;52.2;90.0;8.0;4.3;9.2;10.3;1.3;33.8;33.8;3.4;6.3;28.4;2.0;4.8;14.1;0.4;1.5;5.4;1.2;3.7;10.4;0.9;2.2;6.9;0.8;1.9;7.7;4.5;8.5;30.2;176.3;77.4;1.8;59.0;42.5;33.8;9.5;56.5;61.1;86.5;68.6;31.0;25.2;7.1;34.3;62.3;47.3;26.8;30.1;64.8;70.4;2.9;;5.7;6.2;70.7;26.9;32.4;43.8;23.2;49.4;65.2;23.8;65.7;20.1;18.0;2.1;34.2;20.1;51.2;0.6;27.9;73.4;4.1;45.2;49.6;5.7;3.7;27.7;32.7;36.6;8.0;30.0;37.2;28.9;8.9;16.1;7.7;76.0;3.9;2.5;15.2;83.9;1.2;18.5;;16.0;10.0;17.0
46;Totaal mannen en vrouwen;Totaal;Onderwijsniveau: 3 hoog;Bovengrens 95%-interval;2018/2019;14.9;34.5;54.3;89.5;7.8;5.0;9.4;9.4;1.2;34.6;34.6;3.9;6.6;30.4;2.4;5.2;15.1;0.8;1.8;5.9;1.6;4.2;11.2;1.0;2.3;7.0;0.8;2.0;9.1;5.3;9.6;32.5;176.4;77.8;1.7;58.6;42.9;33.0;10.7;57.9;62.5;87.7;67.3;34.0;24.5;;;;;;;;;2.2;;5.6;6.5;73.3;29.9;33.4;43.6;24.6;51.3;65.3;22.8;64.4;19.6;18.4;3.3;35.9;17.2;51.6;1.2;;;;46.4;47.8;5.2;4.6;27.9;33.3;32.4;11.1;30.6;35.3;26.5;12.4;21.4;7.0;68.6;7.0;3.0;15.5;83.1;1.1;19.7;;16.9;9.4;19.0
47;Totaal mannen en vrouwen;Totaal;Onderwijsniveau: 3 hoog;Bovengrens 95%-interval;2020/2021;15.0;33.0;56.1;87.3;10.5;4.9;8.6;8.0;1.1;40.5;40.5;4.2;7.0;30.1;2.3;6.1;16.6;0.6;1.8;6.5;1.0;4.1;12.4;1.1;2.9;7.9;1.1;2.8;10.4;5.4;10.1;32.5;176.3;78.1;1.6;56.9;45.0;35.2;10.7;59.0;62.0;91.2;69.1;30.8;24.8;;;;;;;;;2.8;11.1;4.2;5.5;74.2;28.7;31.9;43.2;25.6;52.6;64.1;22.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.1;;13.6;10.9;16.7
48;Totaal mannen en vrouwen;Totaal;Onderwijsniveau: weet niet of onbekend;Waarde;2014/2015;20.5;30.4;49.1;57.4;19.0;23.6;5.9;8.2;1.0;61.8;61.8;;;;;;;;;;;;;;;;;;;;;;169.7;76.1;1.4;36.4;62.2;44.9;17.3;;;;;;;18.8;28.0;53.3;69.1;13.1;17.8;53.6;26.2;0.0;;3.7;3.7;;;28.2;35.9;30.9;51.0;62.5;19.7;33.9;29.4;16.4;20.4;36.5;24.5;29.6;9.3;24.6;60.3;15.1;56.0;29.4;3.7;10.9;40.0;22.1;21.1;16.8;42.2;20.1;19.0;18.7;12.0;7.2;63.1;17.6;4.8;13.9;69.3;12.0;39.9;2.7;;;
49;Totaal mannen en vrouwen;Totaal;Onderwijsniveau: weet niet of onbekend;Waarde;2016/2017;22.2;31.3;46.5;51.0;20.8;28.2;11.0;6.5;0.8;69.0;69.0;3.0;4.0;10.5;0.0;0.4;3.1;0.0;0.4;2.5;0.0;0.4;2.7;0.0;0.4;2.7;0.0;0.4;1.9;3.0;4.0;10.8;170.2;78.2;1.1;37.4;61.5;37.9;23.6;35.0;41.0;64.9;29.6;14.3;8.1;19.9;30.1;50.0;68.1;11.3;20.6;52.0;32.8;0.0;;1.4;4.3;;;29.0;40.1;21.5;41.5;62.2;22.4;33.8;24.9;24.2;17.2;44.4;20.3;28.9;6.4;27.1;66.2;6.8;54.5;28.2;8.3;9.1;38.4;21.4;26.8;13.4;38.6;22.1;22.7;16.6;22.0;5.2;59.0;13.7;5.2;17.9;68.9;8.0;32.0;;10.7;;
50;Totaal mannen en vrouwen;Totaal;Onderwijsniveau: weet niet of onbekend;Waarde;2018/2019;20.7;33.0;46.3;53.2;19.9;26.9;11.5;8.8;1.1;67.0;67.0;3.3;3.9;11.1;0.4;1.0;4.0;0.0;1.0;3.0;0.0;0.4;1.2;0.0;0.4;1.9;0.4;0.4;1.9;3.3;4.4;12.0;169.8;79.2;1.4;31.2;67.4;42.5;24.9;39.9;47.7;72.7;29.5;14.7;7.5;;;;;;;;;2.3;;5.5;4.3;;;30.7;42.7;19.5;39.3;60.2;17.7;39.2;21.7;17.4;21.7;42.7;19.1;28.4;9.7;;;;61.9;25.5;3.4;9.2;47.2;21.6;15.6;15.6;49.5;19.8;14.6;16.1;31.3;6.6;44.9;17.2;5.2;20.0;63.1;11.7;34.6;;11.2;;
51;Totaal mannen en vrouwen;Totaal;Onderwijsniveau: weet niet of onbekend;Waarde;2020/2021;21.7;35.1;43.2;48.9;21.6;29.4;10.0;7.3;0.9;68.0;68.0;5.0;5.0;12.4;1.5;3.0;7.1;0.6;1.7;2.3;0.9;1.2;4.3;0.3;0.5;2.3;0.3;0.9;3.4;5.9;7.1;15.5;172.0;79.5;1.8;37.4;60.9;37.5;23.4;37.3;41.1;69.1;26.3;9.7;8.9;;;;;;;;;0.0;;1.0;1.0;;;26.6;40.5;22.5;40.9;65.2;18.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31.7;;7.3;;
52;Totaal mannen en vrouwen;Totaal;Onderwijsniveau: weet niet of onbekend;Ondergrens 95%-interval;2014/2015;15.8;25.0;43.3;51.7;14.4;18.7;2.3;4.0;0.8;56.1;56.1;;;;;;;;;;;;;;;;;;;;;;168.3;74.4;0.0;30.8;56.5;39.1;12.9;;;;;;;14.1;22.7;47.4;63.7;9.1;13.2;47.7;21.0;0.0;;1.2;1.2;;;23.0;30.3;25.5;45.3;56.9;15.1;26.2;21.9;10.4;13.8;28.6;17.5;22.2;4.6;16.7;51.3;8.6;50.2;24.1;1.5;7.3;34.4;17.3;16.3;12.5;36.5;15.4;14.4;14.2;8.2;4.2;57.5;13.2;2.3;9.9;64.0;8.2;33.6;0.6;;;
53;Totaal mannen en vrouwen;Totaal;Onderwijsniveau: weet niet of onbekend;Ondergrens 95%-interval;2016/2017;17.7;26.2;41.0;45.5;16.4;23.3;6.2;2.7;0.7;63.9;63.9;1.1;1.9;7.2;0.0;0.0;1.2;0.0;0.0;0.8;0.0;0.0;0.9;0.0;0.0;0.9;0.0;0.0;0.4;1.1;1.9;7.4;169.0;76.4;0.0;32.0;56.1;32.5;18.9;29.6;35.4;59.5;24.5;10.5;5.1;15.4;24.9;44.4;62.9;7.7;16.1;46.4;27.6;0.0;;0.0;1.6;;;24.1;34.7;17.0;36.1;56.9;17.8;26.9;18.5;17.9;11.7;37.1;14.4;22.2;2.8;18.7;57.3;2.1;49.0;23.3;5.2;5.9;33.1;16.9;22.0;9.7;33.3;17.6;18.2;12.5;17.5;2.8;53.7;10.0;2.8;13.7;63.8;5.0;26.9;;7.4;;
54;Totaal mannen en vrouwen;Totaal;Onderwijsniveau: weet niet of onbekend;Ondergrens 95%-interval;2018/2019;16.0;27.7;40.6;47.5;15.3;21.8;6.5;4.4;0.8;61.6;61.6;1.2;1.7;7.5;0.0;0.0;1.7;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.3;0.0;0.0;0.3;1.2;2.1;8.3;168.6;77.3;0.1;25.9;62.0;36.8;19.9;34.1;41.9;67.5;24.1;10.7;4.5;;;;;;;;;0.0;;2.4;1.5;;;25.4;37.1;15.0;33.7;54.6;13.3;31.3;15.0;11.3;15.1;34.7;12.8;21.1;4.9;;;;56.3;20.5;1.3;5.9;41.5;16.9;11.5;11.4;43.8;15.2;10.6;11.9;26.0;3.7;39.2;12.9;2.7;15.4;57.6;8.0;29.0;;7.5;;
55;Totaal mannen en vrouwen;Totaal;Onderwijsniveau: weet niet of onbekend;Ondergrens 95%-interval;2020/2021;16.9;29.7;37.3;42.9;17.0;24.0;5.9;3.9;0.7;62.3;62.3;2.8;2.8;8.7;0.5;1.4;4.4;0.2;0.7;1.0;0.2;0.3;2.3;0.0;0.1;1.0;0.0;0.3;1.8;3.5;4.4;11.4;170.6;77.4;0.7;31.7;54.8;31.8;18.6;31.6;35.2;62.9;21.3;6.7;6.0;;;;;;;;;;;0.2;0.2;;;21.7;34.8;17.8;35.1;59.3;14.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26.4;;4.9;;
56;Totaal mannen en vrouwen;Totaal;Onderwijsniveau: weet niet of onbekend;Bovengrens 95%-interval;2014/2015;25.2;35.7;54.9;63.2;23.5;28.5;9.6;12.5;1.2;67.4;67.4;;;;;;;;;;;;;;;;;;;;;;171.1;77.9;2.7;42.1;67.9;50.7;21.7;;;;;;;23.4;33.3;59.2;74.6;17.1;22.3;59.6;31.4;0.0;;6.2;6.2;;;33.5;41.4;36.2;56.8;68.1;24.3;41.6;36.8;22.4;26.9;44.3;31.5;37.1;14.1;32.5;69.3;21.7;61.7;34.6;5.9;14.6;45.7;26.9;25.8;21.2;48.0;24.7;23.5;23.2;15.8;10.3;68.7;22.0;7.3;17.9;74.7;15.8;46.2;4.8;;;
57;Totaal mannen en vrouwen;Totaal;Onderwijsniveau: weet niet of onbekend;Bovengrens 95%-interval;2016/2017;26.8;36.4;51.9;56.5;25.3;33.1;15.8;10.3;1.0;74.1;74.1;4.9;6.2;13.9;0.0;1.0;5.0;0.0;1.0;4.1;0.0;1.0;4.5;0.0;1.0;4.5;0.0;1.0;3.3;4.9;6.2;14.2;171.4;80.0;2.2;42.8;66.9;43.3;28.3;40.3;46.5;70.2;34.7;18.2;11.0;24.4;35.3;55.7;73.3;14.8;25.2;57.6;38.1;0.0;;3.0;7.0;;;34.0;45.4;26.0;46.9;67.5;26.9;40.7;31.2;30.4;22.7;51.7;26.2;35.5;10.0;35.4;75.0;11.5;59.9;33.1;11.3;12.2;43.7;25.8;31.7;17.1;43.9;26.6;27.3;20.6;26.5;7.7;64.4;17.5;7.6;22.1;74.0;10.9;37.1;;14.1;;
58;Totaal mannen en vrouwen;Totaal;Onderwijsniveau: weet niet of onbekend;Bovengrens 95%-interval;2018/2019;25.3;38.4;52.0;58.9;24.5;32.0;16.6;13.3;1.4;72.4;72.4;5.3;6.1;14.7;1.2;2.1;6.2;0.0;2.1;4.9;0.0;1.2;2.4;0.0;1.2;3.4;1.2;1.2;3.4;5.3;6.8;15.7;171.0;81.1;2.8;36.6;72.8;48.2;29.9;45.7;53.6;78.0;34.9;18.8;10.5;;;;;;;;;4.6;;8.7;7.1;;;36.0;48.4;24.1;44.9;65.8;22.1;47.0;28.3;23.6;28.4;50.7;25.5;35.7;14.5;;;;67.5;30.5;5.5;12.5;52.9;26.3;19.8;19.7;55.2;24.3;18.7;20.3;36.6;9.4;50.6;21.6;7.8;24.6;68.6;15.4;40.2;;14.8;;
59;Totaal mannen en vrouwen;Totaal;Onderwijsniveau: weet niet of onbekend;Bovengrens 95%-interval;2020/2021;27.4;40.8;49.3;54.9;27.1;35.5;16.5;13.2;1.1;73.2;73.2;9.0;9.0;17.4;4.3;6.0;11.2;2.5;4.2;5.1;3.9;3.9;8.0;1.9;2.1;5.1;1.9;2.7;6.3;9.9;11.3;20.8;173.4;81.5;4.3;43.4;66.6;43.5;28.9;43.4;47.3;74.6;32.0;13.9;12.9;;;;;;;;;;;3.9;4.0;;;32.1;46.5;28.1;46.9;70.7;23.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;37.4;;10.9;;
