ID;Functions;Financing;Periods;HealthCareExpenditure_1
421;HC1: Services of curative care;HF1: Government, comp. contr. schemes;2019;32910.0
422;HC1: Services of curative care;HF1: Government, comp. contr. schemes;2020;35181.0
423;HC1: Services of curative care;HF1: Government, comp. contr. schemes;2021;36225.0
424;HC1: Services of curative care;HF1: Government, comp. contr. schemes;2022;37454.0
425;HC1: Services of curative care;HF11: Government schemes;1998;207.0
426;HC1: Services of curative care;HF11: Government schemes;1999;219.0
427;HC1: Services of curative care;HF11: Government schemes;2000;226.0
428;HC1: Services of curative care;HF11: Government schemes;2001;256.0
429;HC1: Services of curative care;HF11: Government schemes;2002;301.0
430;HC1: Services of curative care;HF11: Government schemes;2003;320.0
431;HC1: Services of curative care;HF11: Government schemes;2004;347.0
432;HC1: Services of curative care;HF11: Government schemes;2005;378.0
433;HC1: Services of curative care;HF11: Government schemes;2006;438.0
434;HC1: Services of curative care;HF11: Government schemes;2007;485.0
435;HC1: Services of curative care;HF11: Government schemes;2008;497.0
436;HC1: Services of curative care;HF11: Government schemes;2009;550.0
437;HC1: Services of curative care;HF11: Government schemes;2010;531.0
438;HC1: Services of curative care;HF11: Government schemes;2011;509.0
439;HC1: Services of curative care;HF11: Government schemes;2012;580.0
440;HC1: Services of curative care;HF11: Government schemes;2013;550.0
441;HC1: Services of curative care;HF11: Government schemes;2014;539.0
442;HC1: Services of curative care;HF11: Government schemes;2015;1414.0
443;HC1: Services of curative care;HF11: Government schemes;2016;1510.0
444;HC1: Services of curative care;HF11: Government schemes;2017;1492.0
445;HC1: Services of curative care;HF11: Government schemes;2018;1604.0
446;HC1: Services of curative care;HF11: Government schemes;2019;1753.0
447;HC1: Services of curative care;HF11: Government schemes;2020;2599.0
448;HC1: Services of curative care;HF11: Government schemes;2021;2236.0
449;HC1: Services of curative care;HF11: Government schemes;2022;2045.0
450;HC1: Services of curative care;HF12: Compulsory contributory schemes;1998;8581.0
451;HC1: Services of curative care;HF12: Compulsory contributory schemes;1999;8854.0
452;HC1: Services of curative care;HF12: Compulsory contributory schemes;2000;9450.0
453;HC1: Services of curative care;HF12: Compulsory contributory schemes;2001;10639.0
454;HC1: Services of curative care;HF12: Compulsory contributory schemes;2002;11842.0
455;HC1: Services of curative care;HF12: Compulsory contributory schemes;2003;12695.0
456;HC1: Services of curative care;HF12: Compulsory contributory schemes;2004;13337.0
457;HC1: Services of curative care;HF12: Compulsory contributory schemes;2005;13763.0
458;HC1: Services of curative care;HF12: Compulsory contributory schemes;2006;19615.0
459;HC1: Services of curative care;HF12: Compulsory contributory schemes;2007;20827.0
460;HC1: Services of curative care;HF12: Compulsory contributory schemes;2008;22422.0
461;HC1: Services of curative care;HF12: Compulsory contributory schemes;2009;23746.0
462;HC1: Services of curative care;HF12: Compulsory contributory schemes;2010;24996.0
463;HC1: Services of curative care;HF12: Compulsory contributory schemes;2011;25016.0
464;HC1: Services of curative care;HF12: Compulsory contributory schemes;2012;25346.0
465;HC1: Services of curative care;HF12: Compulsory contributory schemes;2013;25869.0
466;HC1: Services of curative care;HF12: Compulsory contributory schemes;2014;26258.0
467;HC1: Services of curative care;HF12: Compulsory contributory schemes;2015;26613.0
468;HC1: Services of curative care;HF12: Compulsory contributory schemes;2016;27470.0
469;HC1: Services of curative care;HF12: Compulsory contributory schemes;2017;28202.0
470;HC1: Services of curative care;HF12: Compulsory contributory schemes;2018;29382.0
471;HC1: Services of curative care;HF12: Compulsory contributory schemes;2019;31156.0
472;HC1: Services of curative care;HF12: Compulsory contributory schemes;2020;32582.0
473;HC1: Services of curative care;HF12: Compulsory contributory schemes;2021;33989.0
474;HC1: Services of curative care;HF12: Compulsory contributory schemes;2022;35408.0
475;HC1: Services of curative care;HF121a: Long-term care insurance;1998;1527.0
476;HC1: Services of curative care;HF121a: Long-term care insurance;1999;1615.0
477;HC1: Services of curative care;HF121a: Long-term care insurance;2000;1692.0
478;HC1: Services of curative care;HF121a: Long-term care insurance;2001;1840.0
479;HC1: Services of curative care;HF121a: Long-term care insurance;2002;2038.0
480;HC1: Services of curative care;HF121a: Long-term care insurance;2003;2222.0
481;HC1: Services of curative care;HF121a: Long-term care insurance;2004;2404.0
482;HC1: Services of curative care;HF121a: Long-term care insurance;2005;2530.0
483;HC1: Services of curative care;HF121a: Long-term care insurance;2006;2605.0
484;HC1: Services of curative care;HF121a: Long-term care insurance;2007;2831.0
485;HC1: Services of curative care;HF121a: Long-term care insurance;2008;568.0
486;HC1: Services of curative care;HF121a: Long-term care insurance;2009;358.0
487;HC1: Services of curative care;HF121a: Long-term care insurance;2010;396.0
488;HC1: Services of curative care;HF121a: Long-term care insurance;2011;266.0
489;HC1: Services of curative care;HF121a: Long-term care insurance;2012;263.0
490;HC1: Services of curative care;HF121a: Long-term care insurance;2013;224.0
491;HC1: Services of curative care;HF121a: Long-term care insurance;2014;212.0
492;HC1: Services of curative care;HF121a: Long-term care insurance;2015;33.0
493;HC1: Services of curative care;HF121a: Long-term care insurance;2016;43.0
494;HC1: Services of curative care;HF121a: Long-term care insurance;2017;54.0
495;HC1: Services of curative care;HF121a: Long-term care insurance;2018;68.0
496;HC1: Services of curative care;HF121a: Long-term care insurance;2019;76.0
497;HC1: Services of curative care;HF121a: Long-term care insurance;2020;60.0
498;HC1: Services of curative care;HF121a: Long-term care insurance;2021;95.0
499;HC1: Services of curative care;HF121a: Long-term care insurance;2022;100.0
500;HC1: Services of curative care;HF121b: Health Insurance Fund;1998;7054.0
501;HC1: Services of curative care;HF121b: Health Insurance Fund;1999;7239.0
502;HC1: Services of curative care;HF121b: Health Insurance Fund;2000;7758.0
503;HC1: Services of curative care;HF121b: Health Insurance Fund;2001;8799.0
504;HC1: Services of curative care;HF121b: Health Insurance Fund;2002;9805.0
505;HC1: Services of curative care;HF121b: Health Insurance Fund;2003;10473.0
506;HC1: Services of curative care;HF121b: Health Insurance Fund;2004;10933.0
507;HC1: Services of curative care;HF121b: Health Insurance Fund;2005;11233.0
508;HC1: Services of curative care;HF121b: Health Insurance Fund;2006;
509;HC1: Services of curative care;HF121b: Health Insurance Fund;2007;
510;HC1: Services of curative care;HF121b: Health Insurance Fund;2008;
511;HC1: Services of curative care;HF121b: Health Insurance Fund;2009;
512;HC1: Services of curative care;HF121b: Health Insurance Fund;2010;
513;HC1: Services of curative care;HF121b: Health Insurance Fund;2011;
514;HC1: Services of curative care;HF121b: Health Insurance Fund;2012;
515;HC1: Services of curative care;HF121b: Health Insurance Fund;2013;
516;HC1: Services of curative care;HF121b: Health Insurance Fund;2014;
517;HC1: Services of curative care;HF121b: Health Insurance Fund;2015;
518;HC1: Services of curative care;HF121b: Health Insurance Fund;2016;
519;HC1: Services of curative care;HF121b: Health Insurance Fund;2017;
520;HC1: Services of curative care;HF121b: Health Insurance Fund;2018;
521;HC1: Services of curative care;HF121b: Health Insurance Fund;2019;
522;HC1: Services of curative care;HF121b: Health Insurance Fund;2020;
523;HC1: Services of curative care;HF121b: Health Insurance Fund;2021;
524;HC1: Services of curative care;HF121b: Health Insurance Fund;2022;
525;HC1: Services of curative care;HF122: Compulsory private insurance;1998;
526;HC1: Services of curative care;HF122: Compulsory private insurance;1999;
527;HC1: Services of curative care;HF122: Compulsory private insurance;2000;
528;HC1: Services of curative care;HF122: Compulsory private insurance;2001;
529;HC1: Services of curative care;HF122: Compulsory private insurance;2002;
530;HC1: Services of curative care;HF122: Compulsory private insurance;2003;
531;HC1: Services of curative care;HF122: Compulsory private insurance;2004;
532;HC1: Services of curative care;HF122: Compulsory private insurance;2005;
533;HC1: Services of curative care;HF122: Compulsory private insurance;2006;17010.0
534;HC1: Services of curative care;HF122: Compulsory private insurance;2007;17995.0
535;HC1: Services of curative care;HF122: Compulsory private insurance;2008;21854.0
536;HC1: Services of curative care;HF122: Compulsory private insurance;2009;23388.0
537;HC1: Services of curative care;HF122: Compulsory private insurance;2010;24600.0
538;HC1: Services of curative care;HF122: Compulsory private insurance;2011;24750.0
539;HC1: Services of curative care;HF122: Compulsory private insurance;2012;25083.0
540;HC1: Services of curative care;HF122: Compulsory private insurance;2013;25645.0
541;HC1: Services of curative care;HF122: Compulsory private insurance;2014;26046.0
542;HC1: Services of curative care;HF122: Compulsory private insurance;2015;26580.0
543;HC1: Services of curative care;HF122: Compulsory private insurance;2016;27426.0
544;HC1: Services of curative care;HF122: Compulsory private insurance;2017;28147.0
545;HC1: Services of curative care;HF122: Compulsory private insurance;2018;29314.0
546;HC1: Services of curative care;HF122: Compulsory private insurance;2019;31081.0
547;HC1: Services of curative care;HF122: Compulsory private insurance;2020;32521.0
548;HC1: Services of curative care;HF122: Compulsory private insurance;2021;33894.0
549;HC1: Services of curative care;HF122: Compulsory private insurance;2022;35308.0
550;HC1: Services of curative care;Voluntary schemes (incl. OOP);1998;3978.0
551;HC1: Services of curative care;Voluntary schemes (incl. OOP);1999;4371.0
552;HC1: Services of curative care;Voluntary schemes (incl. OOP);2000;4587.0
553;HC1: Services of curative care;Voluntary schemes (incl. OOP);2001;5145.0
554;HC1: Services of curative care;Voluntary schemes (incl. OOP);2002;5946.0
555;HC1: Services of curative care;Voluntary schemes (incl. OOP);2003;6472.0
556;HC1: Services of curative care;Voluntary schemes (incl. OOP);2004;7091.0
557;HC1: Services of curative care;Voluntary schemes (incl. OOP);2005;7405.0
558;HC1: Services of curative care;Voluntary schemes (incl. OOP);2006;2704.0
559;HC1: Services of curative care;Voluntary schemes (incl. OOP);2007;2947.0
560;HC1: Services of curative care;Voluntary schemes (incl. OOP);2008;3730.0
561;HC1: Services of curative care;Voluntary schemes (incl. OOP);2009;3861.0
