ID;Sex;Age;MaritalStatus;CounrtyOfBirth;Periods;Immigration_1;EmigrationIncludingAdministrativeC_2;NetMigrationIncludingAdministrativ_3;AdministrativeEntries_4;AdministrativeRemoval_5;NetAdministrativeCorrections_6
237;Total male and female;Total;Total marital status;Middle and Eastern European EU countries;1998;0.0;0.0;0.0;0.0;0.0;0.0
238;Total male and female;Total;Total marital status;Middle and Eastern European EU countries;1999;0.0;0.0;0.0;0.0;0.0;0.0
239;Total male and female;Total;Total marital status;Middle and Eastern European EU countries;2000;0.0;0.0;0.0;0.0;0.0;0.0
240;Total male and female;Total;Total marital status;Middle and Eastern European EU countries;2001;0.0;0.0;0.0;0.0;0.0;0.0
241;Total male and female;Total;Total marital status;Middle and Eastern European EU countries;2002;0.0;0.0;0.0;0.0;0.0;0.0
242;Total male and female;Total;Total marital status;Middle and Eastern European EU countries;2003;0.0;0.0;0.0;0.0;0.0;0.0
243;Total male and female;Total;Total marital status;Middle and Eastern European EU countries;2004;6546.0;1474.0;5072.0;102.0;705.0;-603.0
244;Total male and female;Total;Total marital status;Middle and Eastern European EU countries;2005;8880.0;2768.0;6112.0;202.0;1376.0;-1174.0
245;Total male and female;Total;Total marital status;Middle and Eastern European EU countries;2006;10543.0;4521.0;6022.0;353.0;2633.0;-2280.0
246;Total male and female;Total;Total marital status;Middle and Eastern European EU countries;2007;20234.0;6306.0;13928.0;644.0;3579.0;-2935.0
247;Total male and female;Total;Total marital status;Middle and Eastern European EU countries;2008;25870.0;9569.0;16301.0;918.0;5330.0;-4412.0
248;Total male and female;Total;Total marital status;Middle and Eastern European EU countries;2009;24490.0;12300.0;12190.0;1255.0;7033.0;-5778.0
249;Total male and female;Total;Total marital status;Middle and Eastern European EU countries;2010;28340.0;13197.0;15143.0;1422.0;7189.0;-5767.0
250;Total male and female;Total;Total marital status;Middle and Eastern European EU countries;2011;34042.0;15875.0;18167.0;1563.0;7259.0;-5696.0
251;Total male and female;Total;Total marital status;Middle and Eastern European EU countries;2012;33230.0;21050.0;12180.0;1607.0;9609.0;-8002.0
252;Total male and female;Total;Total marital status;Middle and Eastern European EU countries;2013;34317.0;21877.0;12440.0;1547.0;9030.0;-7483.0
253;Total male and female;Total;Total marital status;Middle and Eastern European EU countries;2014;40680.0;22516.0;18164.0;1636.0;8374.0;-6738.0
254;Total male and female;Total;Total marital status;Middle and Eastern European EU countries;2015;39061.0;23869.0;15192.0;1403.0;7919.0;-6516.0
255;Total male and female;Total;Total marital status;Middle and Eastern European EU countries;2016;40181.0;24975.0;15206.0;1284.0;8094.0;-6810.0
256;Total male and female;Total;Total marital status;Middle and Eastern European EU countries;2017;44913.0;26182.0;18731.0;1437.0;8856.0;-7419.0
257;Total male and female;Total;Total marital status;Middle and Eastern European EU countries;2018;50044.0;28389.0;21655.0;1572.0;8950.0;-7378.0
258;Total male and female;Total;Total marital status;Middle and Eastern European EU countries;2019;56685.0;32287.0;24398.0;1424.0;9691.0;-8267.0
259;Total male and female;Total;Total marital status;Middle and Eastern European EU countries;2020;52634.0;33608.0;19026.0;1367.0;9610.0;-8243.0
260;Total male and female;Total;Total marital status;European Union (excluding Netherlands);1995;16116.0;14792.0;1324.0;506.0;5021.0;-4515.0
261;Total male and female;Total;Total marital status;European Union (excluding Netherlands);1996;18868.0;17227.0;1641.0;800.0;7198.0;-6398.0
262;Total male and female;Total;Total marital status;European Union (excluding Netherlands);1997;19779.0;14626.0;5153.0;798.0;5038.0;-4240.0
263;Total male and female;Total;Total marital status;European Union (excluding Netherlands);1998;20429.0;15312.0;5117.0;688.0;5481.0;-4793.0
264;Total male and female;Total;Total marital status;European Union (excluding Netherlands);1999;20857.0;14720.0;6137.0;702.0;5046.0;-4344.0
265;Total male and female;Total;Total marital status;European Union (excluding Netherlands);2000;21801.0;14465.0;7336.0;780.0;4448.0;-3668.0
266;Total male and female;Total;Total marital status;European Union (excluding Netherlands);2001;21566.0;14151.0;7415.0;733.0;4659.0;-3926.0
267;Total male and female;Total;Total marital status;European Union (excluding Netherlands);2002;19808.0;16495.0;3313.0;967.0;6733.0;-5766.0
268;Total male and female;Total;Total marital status;European Union (excluding Netherlands);2003;18231.0;16324.0;1907.0;1074.0;6675.0;-5601.0
269;Total male and female;Total;Total marital status;European Union (excluding Netherlands);2004;24212.0;19127.0;5085.0;1246.0;8402.0;-7156.0
270;Total male and female;Total;Total marital status;European Union (excluding Netherlands);2005;26279.0;19346.0;6933.0;1265.0;7958.0;-6693.0
271;Total male and female;Total;Total marital status;European Union (excluding Netherlands);2006;30386.0;23301.0;7085.0;1596.0;10931.0;-9335.0
272;Total male and female;Total;Total marital status;European Union (excluding Netherlands);2007;42599.0;23515.0;19084.0;2038.0;10310.0;-8272.0
273;Total male and female;Total;Total marital status;European Union (excluding Netherlands);2008;54043.0;27101.0;26942.0;2379.0;12150.0;-9771.0
274;Total male and female;Total;Total marital status;European Union (excluding Netherlands);2009;52026.0;32090.0;19936.0;2879.0;15027.0;-12148.0
275;Total male and female;Total;Total marital status;European Union (excluding Netherlands);2010;58353.0;34571.0;23782.0;2845.0;14583.0;-11738.0
276;Total male and female;Total;Total marital status;European Union (excluding Netherlands);2011;66298.0;39767.0;26531.0;2848.0;14156.0;-11308.0
277;Total male and female;Total;Total marital status;European Union (excluding Netherlands);2012;67532.0;47802.0;19730.0;2902.0;17826.0;-14924.0
278;Total male and female;Total;Total marital status;European Union (excluding Netherlands);2013;69323.0;49182.0;20141.0;2772.0;16424.0;-13652.0
279;Total male and female;Total;Total marital status;European Union (excluding Netherlands);2014;76938.0;50800.0;26138.0;2855.0;15272.0;-12417.0
280;Total male and female;Total;Total marital status;European Union (excluding Netherlands);2015;77329.0;51631.0;25698.0;2645.0;13614.0;-10969.0
281;Total male and female;Total;Total marital status;European Union (excluding Netherlands);2016;83095.0;54133.0;28962.0;2396.0;13663.0;-11267.0
282;Total male and female;Total;Total marital status;European Union (excluding Netherlands);2017;92398.0;57854.0;34544.0;2595.0;15306.0;-12711.0
283;Total male and female;Total;Total marital status;European Union (excluding Netherlands);2018;100994.0;62087.0;38907.0;2655.0;14687.0;-12032.0
284;Total male and female;Total;Total marital status;European Union (excluding Netherlands);2019;112869.0;67711.0;45158.0;2467.0;15075.0;-12608.0
285;Total male and female;Total;Total marital status;European Union (excluding Netherlands);2020;93632.0;65907.0;27725.0;2175.0;13645.0;-11470.0
286;Total male and female;Total;Total marital status;Oceania;1995;698.0;753.0;-55.0;27.0;187.0;-160.0
287;Total male and female;Total;Total marital status;Oceania;1996;866.0;946.0;-80.0;23.0;329.0;-306.0
288;Total male and female;Total;Total marital status;Oceania;1997;862.0;774.0;88.0;25.0;216.0;-191.0
289;Total male and female;Total;Total marital status;Oceania;1998;1040.0;717.0;323.0;28.0;240.0;-212.0
290;Total male and female;Total;Total marital status;Oceania;1999;1204.0;818.0;386.0;24.0;211.0;-187.0
291;Total male and female;Total;Total marital status;Oceania;2000;1338.0;834.0;504.0;32.0;233.0;-201.0
292;Total male and female;Total;Total marital status;Oceania;2001;1459.0;861.0;598.0;35.0;273.0;-238.0
293;Total male and female;Total;Total marital status;Oceania;2002;1304.0;1061.0;243.0;33.0;407.0;-374.0
294;Total male and female;Total;Total marital status;Oceania;2003;1107.0;1073.0;34.0;34.0;378.0;-344.0
295;Total male and female;Total;Total marital status;Oceania;2004;986.0;1053.0;-67.0;45.0;392.0;-347.0
296;Total male and female;Total;Total marital status;Oceania;2005;1042.0;1159.0;-117.0;44.0;428.0;-384.0
297;Total male and female;Total;Total marital status;Oceania;2006;1134.0;1277.0;-143.0;45.0;558.0;-513.0
298;Total male and female;Total;Total marital status;Oceania;2007;1242.0;1275.0;-33.0;50.0;532.0;-482.0
299;Total male and female;Total;Total marital status;Oceania;2008;1364.0;1287.0;77.0;42.0;461.0;-419.0
300;Total male and female;Total;Total marital status;Oceania;2009;1251.0;1229.0;22.0;51.0;404.0;-353.0
301;Total male and female;Total;Total marital status;Oceania;2010;1361.0;1222.0;139.0;53.0;340.0;-287.0
302;Total male and female;Total;Total marital status;Oceania;2011;1417.0;1332.0;85.0;43.0;355.0;-312.0
303;Total male and female;Total;Total marital status;Oceania;2012;1303.0;1280.0;23.0;36.0;362.0;-326.0
304;Total male and female;Total;Total marital status;Oceania;2013;1412.0;1267.0;145.0;51.0;307.0;-256.0
305;Total male and female;Total;Total marital status;Oceania;2014;1485.0;1256.0;229.0;29.0;273.0;-244.0
306;Total male and female;Total;Total marital status;Oceania;2015;1788.0;1226.0;562.0;25.0;222.0;-197.0
307;Total male and female;Total;Total marital status;Oceania;2016;1975.0;1408.0;567.0;25.0;249.0;-224.0
308;Total male and female;Total;Total marital status;Oceania;2017;2076.0;1572.0;504.0;27.0;328.0;-301.0
309;Total male and female;Total;Total marital status;Oceania;2018;2209.0;1673.0;536.0;28.0;274.0;-246.0
310;Total male and female;Total;Total marital status;Oceania;2019;2283.0;1695.0;588.0;26.0;217.0;-191.0
311;Total male and female;Total;Total marital status;Oceania;2020;1407.0;1696.0;-289.0;18.0;238.0;-220.0
312;Total male and female;Total;Total marital status;Afghanistan;1995;1480.0;35.0;1445.0;15.0;35.0;-20.0
313;Total male and female;Total;Total marital status;Afghanistan;1996;2848.0;108.0;2740.0;12.0;88.0;-76.0
314;Total male and female;Total;Total marital status;Afghanistan;1997;3664.0;56.0;3608.0;16.0;57.0;-41.0
315;Total male and female;Total;Total marital status;Afghanistan;1998;3936.0;109.0;3827.0;22.0;96.0;-74.0
316;Total male and female;Total;Total marital status;Afghanistan;1999;5506.0;204.0;5302.0;25.0;177.0;-152.0
317;Total male and female;Total;Total marital status;Afghanistan;2000;4610.0;214.0;4396.0;32.0;181.0;-149.0
318;Total male and female;Total;Total marital status;Afghanistan;2001;4473.0;267.0;4206.0;49.0;215.0;-166.0
319;Total male and female;Total;Total marital status;Afghanistan;2002;2824.0;389.0;2435.0;55.0;291.0;-236.0
320;Total male and female;Total;Total marital status;Afghanistan;2003;1838.0;654.0;1184.0;52.0;469.0;-417.0
321;Total male and female;Total;Total marital status;Afghanistan;2004;865.0;655.0;210.0;76.0;450.0;-374.0
322;Total male and female;Total;Total marital status;Afghanistan;2005;773.0;1149.0;-376.0;92.0;706.0;-614.0
323;Total male and female;Total;Total marital status;Afghanistan;2006;648.0;1256.0;-608.0;154.0;632.0;-478.0
324;Total male and female;Total;Total marital status;Afghanistan;2007;521.0;928.0;-407.0;242.0;428.0;-186.0
325;Total male and female;Total;Total marital status;Afghanistan;2008;620.0;820.0;-200.0;191.0;332.0;-141.0
326;Total male and female;Total;Total marital status;Afghanistan;2009;1094.0;705.0;389.0;160.0;296.0;-136.0
327;Total male and female;Total;Total marital status;Afghanistan;2010;1679.0;863.0;816.0;160.0;355.0;-195.0
328;Total male and female;Total;Total marital status;Afghanistan;2011;1768.0;963.0;805.0;201.0;461.0;-260.0
329;Total male and female;Total;Total marital status;Afghanistan;2012;1354.0;1054.0;300.0;184.0;539.0;-355.0
330;Total male and female;Total;Total marital status;Afghanistan;2013;1259.0;945.0;314.0;258.0;512.0;-254.0
331;Total male and female;Total;Total marital status;Afghanistan;2014;910.0;875.0;35.0;214.0;327.0;-113.0
332;Total male and female;Total;Total marital status;Afghanistan;2015;970.0;931.0;39.0;172.0;371.0;-199.0
333;Total male and female;Total;Total marital status;Afghanistan;2016;2436.0;696.0;1740.0;184.0;288.0;-104.0
334;Total male and female;Total;Total marital status;Afghanistan;2017;1201.0;811.0;390.0;152.0;447.0;-295.0
335;Total male and female;Total;Total marital status;Afghanistan;2018;1276.0;710.0;566.0;194.0;435.0;-241.0
336;Total male and female;Total;Total marital status;Afghanistan;2019;1053.0;609.0;444.0;166.0;356.0;-190.0
337;Total male and female;Total;Total marital status;Afghanistan;2020;946.0;350.0;596.0;157.0;195.0;-38.0
338;Total male and female;Total;Total marital status;Albania;1995;34.0;13.0;21.0;0.0;7.0;-7.0
339;Total male and female;Total;Total marital status;Albania;1996;48.0;16.0;32.0;2.0;15.0;-13.0
340;Total male and female;Total;Total marital status;Albania;1997;55.0;17.0;38.0;0.0;9.0;-9.0
341;Total male and female;Total;Total marital status;Albania;1998;107.0;18.0;89.0;0.0;12.0;-12.0
342;Total male and female;Total;Total marital status;Albania;1999;73.0;14.0;59.0;2.0;9.0;-7.0
343;Total male and female;Total;Total marital status;Albania;2000;95.0;24.0;71.0;1.0;16.0;-15.0
344;Total male and female;Total;Total marital status;Albania;2001;114.0;21.0;93.0;3.0;13.0;-10.0
345;Total male and female;Total;Total marital status;Albania;2002;98.0;34.0;64.0;3.0;23.0;-20.0
346;Total male and female;Total;Total marital status;Albania;2003;78.0;31.0;47.0;5.0;27.0;-22.0
347;Total male and female;Total;Total marital status;Albania;2004;72.0;60.0;12.0;6.0;55.0;-49.0
348;Total male and female;Total;Total marital status;Albania;2005;48.0;41.0;7.0;4.0;26.0;-22.0
349;Total male and female;Total;Total marital status;Albania;2006;61.0;45.0;16.0;7.0;39.0;-32.0
350;Total male and female;Total;Total marital status;Albania;2007;61.0;44.0;17.0;8.0;29.0;-21.0
351;Total male and female;Total;Total marital status;Albania;2008;110.0;27.0;83.0;13.0;25.0;-12.0
352;Total male and female;Total;Total marital status;Albania;2009;160.0;61.0;99.0;9.0;37.0;-28.0
353;Total male and female;Total;Total marital status;Albania;2010;111.0;90.0;21.0;9.0;65.0;-56.0
354;Total male and female;Total;Total marital status;Albania;2011;142.0;83.0;59.0;8.0;54.0;-46.0
355;Total male and female;Total;Total marital status;Albania;2012;178.0;93.0;85.0;8.0;56.0;-48.0
356;Total male and female;Total;Total marital status;Albania;2013;197.0;99.0;98.0;7.0;51.0;-44.0
357;Total male and female;Total;Total marital status;Albania;2014;270.0;101.0;169.0;14.0;43.0;-29.0
358;Total male and female;Total;Total marital status;Albania;2015;331.0;131.0;200.0;9.0;48.0;-39.0
359;Total male and female;Total;Total marital status;Albania;2016;381.0;136.0;245.0;11.0;61.0;-50.0
360;Total male and female;Total;Total marital status;Albania;2017;458.0;241.0;217.0;15.0;110.0;-95.0
361;Total male and female;Total;Total marital status;Albania;2018;518.0;187.0;331.0;15.0;82.0;-67.0
362;Total male and female;Total;Total marital status;Albania;2019;561.0;187.0;374.0;11.0;57.0;-46.0
363;Total male and female;Total;Total marital status;Albania;2020;406.0;210.0;196.0;5.0;53.0;-48.0
364;Total male and female;Total;Total marital status;Algeria;1995;448.0;98.0;350.0;27.0;76.0;-49.0
365;Total male and female;Total;Total marital status;Algeria;1996;382.0;128.0;254.0;36.0;121.0;-85.0
366;Total male and female;Total;Total marital status;Algeria;1997;333.0;149.0;184.0;31.0;132.0;-101.0
367;Total male and female;Total;Total marital status;Algeria;1998;351.0;119.0;232.0;41.0;126.0;-85.0
368;Total male and female;Total;Total marital status;Algeria;1999;309.0;131.0;178.0;24.0;116.0;-92.0
369;Total male and female;Total;Total marital status;Algeria;2000;327.0;131.0;196.0;42.0;132.0;-90.0
370;Total male and female;Total;Total marital status;Algeria;2001;260.0;133.0;127.0;37.0;118.0;-81.0
371;Total male and female;Total;Total marital status;Algeria;2002;241.0;201.0;40.0;37.0;176.0;-139.0
372;Total male and female;Total;Total marital status;Algeria;2003;158.0;206.0;-48.0;55.0;213.0;-158.0
