ID;SectorsAssets;CounterpartSectorsLiabilities;BalanceSheetsAndTransactions;Periods;SavingsTransferableAndOtherDeposits_1;ShortTermSecurities_2;LongTermSecurities_3;ShortTermLoans_4;LongTermLoans_5;HomeMortgages_6;ListedShares_7;InvestmentFundSharesOrUnits_8
205;Total domestic sectors;Total domestic sectors;Financial transactions;2014 1st quarter;-4354.0;539.0;907.0;1142.0;-4674.0;-1975.0;3803.0;-2862.0
206;Total domestic sectors;Total domestic sectors;Financial transactions;2014 2nd quarter;-16704.0;270.0;4402.0;-6647.0;21015.0;154.0;-2593.0;9781.0
207;Total domestic sectors;Total domestic sectors;Financial transactions;2014 3rd quarter;-13487.0;-345.0;-5471.0;4490.0;3990.0;20.0;4231.0;14613.0
208;Total domestic sectors;Total domestic sectors;Financial transactions;2014 4th quarter;27370.0;-1242.0;-5029.0;-17417.0;968.0;-734.0;-347.0;3097.0
209;Total domestic sectors;Total domestic sectors;Financial transactions;2014;-7175.0;-778.0;-5191.0;-18432.0;21299.0;-2535.0;5094.0;24629.0
210;Total domestic sectors;Total domestic sectors;Financial transactions;2015 1st quarter;18605.0;-1040.0;-1130.0;38290.0;199.0;1339.0;17.0;-4867.0
211;Total domestic sectors;Total domestic sectors;Financial transactions;2015 2nd quarter;38268.0;-519.0;7082.0;-25729.0;9060.0;1027.0;-4623.0;-1767.0
212;Total domestic sectors;Total domestic sectors;Financial transactions;2015 3rd quarter;13607.0;354.0;2902.0;-30543.0;5461.0;2354.0;326.0;6659.0
213;Total domestic sectors;Total domestic sectors;Financial transactions;2015 4th quarter;-2506.0;-1548.0;-2415.0;-7204.0;7496.0;3318.0;6285.0;753.0
214;Total domestic sectors;Total domestic sectors;Financial transactions;2015;67974.0;-2753.0;6439.0;-25186.0;22216.0;8038.0;2005.0;778.0
215;Total domestic sectors;Total domestic sectors;Financial transactions;2016 1st quarter;45093.0;1414.0;-1646.0;22632.0;24488.0;3045.0;-8346.0;11228.0
216;Total domestic sectors;Total domestic sectors;Financial transactions;2016 2nd quarter;10349.0;527.0;22110.0;-35360.0;28601.0;3529.0;2901.0;10455.0
217;Total domestic sectors;Total domestic sectors;Financial transactions;2016 3rd quarter;51984.0;-60.0;5121.0;2600.0;27346.0;4519.0;1669.0;7278.0
218;Total domestic sectors;Total domestic sectors;Financial transactions;2016 4th quarter;-26304.0;-189.0;-930.0;-30608.0;7344.0;598.0;12921.0;-5505.0
219;Total domestic sectors;Total domestic sectors;Financial transactions;2016;81122.0;1692.0;24655.0;-40736.0;87779.0;11691.0;9145.0;23456.0
220;Total domestic sectors;Total domestic sectors;Financial transactions;2017 1st quarter;85547.0;133.0;6451.0;33224.0;29391.0;2507.0;-219.0;-5154.0
221;Total domestic sectors;Total domestic sectors;Financial transactions;2017 2nd quarter;-29040.0;-262.0;5126.0;3712.0;19861.0;3835.0;-4566.0;21742.0
222;Total domestic sectors;Total domestic sectors;Financial transactions;2017 3rd quarter;29174.0;-728.0;-11128.0;4975.0;18937.0;2603.0;-4623.0;18925.0
223;Total domestic sectors;Total domestic sectors;Financial transactions;2017 4th quarter;-45897.0;556.0;3624.0;15136.0;5800.0;2290.0;-3671.0;-12324.0
224;Total domestic sectors;Total domestic sectors;Financial transactions;2017;39784.0;-301.0;4073.0;57047.0;73989.0;11235.0;-13079.0;23189.0
225;Total domestic sectors;Total domestic sectors;Financial transactions;2018 1st quarter;59569.0;41.0;10973.0;23807.0;12281.0;3016.0;-1764.0;-11923.0
226;Total domestic sectors;Total domestic sectors;Financial transactions;2018 2nd quarter;-23048.0;1511.0;4016.0;-36798.0;-3926.0;3930.0;-1406.0;-2041.0
227;Total domestic sectors;Total domestic sectors;Financial transactions;2018 3rd quarter;25687.0;-1064.0;-17628.0;-7671.0;-1141.0;3321.0;-1929.0;6843.0
228;Total domestic sectors;Total domestic sectors;Financial transactions;2018 4th quarter;-60458.0;1120.0;-3557.0;-24737.0;355.0;3307.0;679.0;-2613.0
229;Total domestic sectors;Total domestic sectors;Financial transactions;2018;1750.0;1608.0;-6196.0;-45399.0;7569.0;13574.0;-4420.0;-9734.0
230;Total domestic sectors;Total domestic sectors;Financial transactions;2019 1st quarter;25185.0;146.0;-10599.0;20150.0;11665.0;1715.0;-183.0;-20912.0
231;Total domestic sectors;Total domestic sectors;Financial transactions;2019 2nd quarter;-8517.0;141.0;6143.0;-4480.0;14067.0;4244.0;165.0;6132.0
232;Total domestic sectors;Total domestic sectors;Financial transactions;2019 3rd quarter;41539.0;-1470.0;-8050.0;9510.0;5611.0;2668.0;-706.0;12053.0
233;Total domestic sectors;Total domestic sectors;Financial transactions;2019 4th quarter;-54063.0;-650.0;1085.0;-25316.0;7106.0;2529.0;-1223.0;-19137.0
234;Total domestic sectors;Total domestic sectors;Financial transactions;2019;4144.0;-1833.0;-11421.0;-136.0;38449.0;11156.0;-1947.0;-21864.0
235;Total domestic sectors;Total domestic sectors;Financial transactions;2020 1st quarter;94923.0;822.0;-6924.0;38575.0;22205.0;3056.0;45.0;-6935.0
236;Total domestic sectors;Total domestic sectors;Financial transactions;2020 2nd quarter;195777.0;14475.0;13229.0;-11412.0;21469.0;4462.0;13048.0;8541.0
237;Total domestic sectors;Total domestic sectors;Financial transactions;2020 3rd quarter;93916.0;6196.0;-4843.0;-53309.0;6003.0;4591.0;-507.0;12426.0
238;Total domestic sectors;Total domestic sectors;Financial transactions;2020 4th quarter;-58037.0;-242.0;8949.0;-592.0;627.0;5816.0;-2968.0;8617.0
239;Total domestic sectors;Total domestic sectors;Financial transactions;2020;326579.0;21251.0;10411.0;-26738.0;50304.0;17925.0;9618.0;22649.0
240;Total domestic sectors;Total domestic sectors;Financial transactions;2021 1st quarter;86650.0;-7284.0;6115.0;12172.0;24190.0;8673.0;-753.0;-22302.0
241;Total domestic sectors;Total domestic sectors;Financial transactions;2021 2nd quarter;69207.0;-3432.0;19091.0;16053.0;9530.0;9477.0;-814.0;-10576.0
242;Total domestic sectors;Total domestic sectors;Financial transactions;2021 3rd quarter;37332.0;-563.0;-1476.0;-65621.0;14697.0;10618.0;9396.0;-31231.0
243;Total domestic sectors;Total domestic sectors;Financial transactions;2021 4th quarter;-45842.0;1316.0;36158.0;-14660.0;10629.0;7883.0;1946.0;-81874.0
244;Total domestic sectors;Total domestic sectors;Financial transactions;2021;147347.0;-9963.0;59888.0;-52056.0;59046.0;36651.0;9775.0;-145983.0
245;Total domestic sectors;Total domestic sectors;Financial transactions;2022 1st quarter;100616.0;-3112.0;-8378.0;342.0;14087.0;9636.0;-39.0;-29295.0
246;Total domestic sectors;Total domestic sectors;Financial transactions;2022 2nd quarter;15910.0;-1315.0;-2699.0;19878.0;17341.0;10707.0;-383.0;-34673.0
247;Total domestic sectors;Total domestic sectors;Financial transactions;2022 3rd quarter;62115.0;-1015.0;-14313.0;18657.0;8956.0;6428.0;1623.0;-30058.0
248;Total domestic sectors;Total domestic sectors;Financial transactions;2022 4th quarter;-231397.0;5492.0;4458.0;-2668.0;6716.0;2466.0;-11413.0;-76533.0
249;Total domestic sectors;Total domestic sectors;Financial transactions;2022;-52756.0;50.0;-20932.0;36209.0;47100.0;29237.0;-10212.0;-170559.0
250;Total domestic sectors;Total domestic sectors;Financial transactions;2023 1st quarter;59902.0;-5921.0;-3561.0;-17563.0;3530.0;5502.0;254.0;-388.0
251;Total domestic sectors;Total domestic sectors;Financial transactions;2023 2nd quarter;-45301.0;997.0;4535.0;-9323.0;12553.0;3698.0;2046.0;220.0
252;Total domestic sectors;Total domestic sectors;Financial transactions;2023 3rd quarter;11773.0;-596.0;-8562.0;4573.0;13417.0;3310.0;4821.0;-1433.0
253;Total domestic sectors;Total domestic sectors;Financial transactions;2023 4th quarter;-129526.0;5723.0;-1839.0;21186.0;-17894.0;4496.0;-3834.0;-8045.0
254;Total domestic sectors;Total domestic sectors;Financial transactions;2023;-103152.0;203.0;-9427.0;-1127.0;11606.0;17006.0;3287.0;-9646.0
255;Total domestic sectors;Total domestic sectors;Financial transactions;2024 1st quarter;26859.0;-4211.0;-6322.0;10425.0;11857.0;6749.0;-23.0;2772.0
256;Total domestic sectors;Total domestic sectors;Financial transactions;2024 2nd quarter;1019.0;1819.0;2130.0;-20187.0;17587.0;9120.0;-195.0;-10939.0
257;Total domestic sectors;Total domestic sectors;Financial transactions;2024 3rd quarter;24029.0;-3925.0;-9144.0;4135.0;14285.0;10914.0;95.0;2264.0
258;Total domestic sectors;Total domestic sectors;Financial transactions;2024 4th quarter;-12892.0;867.0;1238.0;1843.0;7246.0;9519.0;370.0;-3752.0
259;Total domestic sectors;Total domestic sectors;Financial transactions;2024;39015.0;-5450.0;-12098.0;-3784.0;50975.0;36302.0;247.0;-9655.0
260;Total domestic sectors;Total domestic sectors;Other changes;1999 1st quarter;75.0;;;15.0;-322.0;;;
261;Total domestic sectors;Total domestic sectors;Other changes;1999 2nd quarter;-182.0;;;423.0;-876.0;;;
262;Total domestic sectors;Total domestic sectors;Other changes;1999 3rd quarter;-350.0;;;829.0;717.0;;;
263;Total domestic sectors;Total domestic sectors;Other changes;1999 4th quarter;426.0;;;1172.0;2474.0;;;
264;Total domestic sectors;Total domestic sectors;Other changes;1999;-31.0;;;2439.0;1993.0;;;
265;Total domestic sectors;Total domestic sectors;Other changes;2000 1st quarter;1425.0;;;-163.0;-3240.0;;;
266;Total domestic sectors;Total domestic sectors;Other changes;2000 2nd quarter;7.0;;;457.0;-1852.0;;;
267;Total domestic sectors;Total domestic sectors;Other changes;2000 3rd quarter;5466.0;;;-172.0;-1227.0;;;
268;Total domestic sectors;Total domestic sectors;Other changes;2000 4th quarter;700.0;;;-276.0;-4947.0;;;
269;Total domestic sectors;Total domestic sectors;Other changes;2000;7598.0;;;-154.0;-11266.0;;;
270;Total domestic sectors;Total domestic sectors;Other changes;2001 1st quarter;-271.0;;;-1461.0;1263.0;;;
271;Total domestic sectors;Total domestic sectors;Other changes;2001 2nd quarter;645.0;;;-2494.0;1126.0;;;
272;Total domestic sectors;Total domestic sectors;Other changes;2001 3rd quarter;-429.0;;;-2616.0;644.0;;;
273;Total domestic sectors;Total domestic sectors;Other changes;2001 4th quarter;307.0;;;-2744.0;2526.0;;;
274;Total domestic sectors;Total domestic sectors;Other changes;2001;252.0;;;-9315.0;5559.0;;;
275;Total domestic sectors;Total domestic sectors;Other changes;2002 1st quarter;1928.0;;;-1346.0;598.0;;;
276;Total domestic sectors;Total domestic sectors;Other changes;2002 2nd quarter;-2174.0;;;-1316.0;21.0;;;
277;Total domestic sectors;Total domestic sectors;Other changes;2002 3rd quarter;413.0;;;-966.0;8.0;;;
278;Total domestic sectors;Total domestic sectors;Other changes;2002 4th quarter;-847.0;;;109.0;776.0;;;
279;Total domestic sectors;Total domestic sectors;Other changes;2002;-680.0;;;-3519.0;1403.0;;;
280;Total domestic sectors;Total domestic sectors;Other changes;2003 1st quarter;1829.0;;;954.0;1045.0;;;
281;Total domestic sectors;Total domestic sectors;Other changes;2003 2nd quarter;-1635.0;;;989.0;874.0;;;
282;Total domestic sectors;Total domestic sectors;Other changes;2003 3rd quarter;353.0;;;1047.0;1038.0;;;
283;Total domestic sectors;Total domestic sectors;Other changes;2003 4th quarter;-1711.0;;;1151.0;1000.0;;;
284;Total domestic sectors;Total domestic sectors;Other changes;2003;-1164.0;;;4141.0;3957.0;;;
285;Total domestic sectors;Total domestic sectors;Other changes;2004 1st quarter;3665.0;;;-123.0;-717.0;;;
286;Total domestic sectors;Total domestic sectors;Other changes;2004 2nd quarter;150.0;;;-343.0;-1123.0;;;
287;Total domestic sectors;Total domestic sectors;Other changes;2004 3rd quarter;-5077.0;;;-493.0;-1065.0;;;
288;Total domestic sectors;Total domestic sectors;Other changes;2004 4th quarter;-132.0;;;-578.0;-787.0;;;
289;Total domestic sectors;Total domestic sectors;Other changes;2004;-1394.0;;;-1537.0;-3692.0;;;
290;Total domestic sectors;Total domestic sectors;Other changes;2005 1st quarter;396.0;;;-1726.0;-3153.0;;;
291;Total domestic sectors;Total domestic sectors;Other changes;2005 2nd quarter;660.0;;;33.0;-823.0;;;
292;Total domestic sectors;Total domestic sectors;Other changes;2005 3rd quarter;729.0;;;-1137.0;590.0;;;
293;Total domestic sectors;Total domestic sectors;Other changes;2005 4th quarter;448.0;;;731.0;-2628.0;;;
294;Total domestic sectors;Total domestic sectors;Other changes;2005;2233.0;;;-2099.0;-6014.0;;;
295;Total domestic sectors;Total domestic sectors;Other changes;2006 1st quarter;-1001.0;;;-2157.0;-345.0;;;
296;Total domestic sectors;Total domestic sectors;Other changes;2006 2nd quarter;-78.0;;;-713.0;-848.0;;;
297;Total domestic sectors;Total domestic sectors;Other changes;2006 3rd quarter;-245.0;;;-328.0;-664.0;;;
298;Total domestic sectors;Total domestic sectors;Other changes;2006 4th quarter;-377.0;;;-404.0;-428.0;;;
299;Total domestic sectors;Total domestic sectors;Other changes;2006;-1701.0;;;-3602.0;-2285.0;;;
300;Total domestic sectors;Total domestic sectors;Other changes;2007 1st quarter;-35.0;;;319.0;98.0;;;
301;Total domestic sectors;Total domestic sectors;Other changes;2007 2nd quarter;37.0;;;-166.0;-1129.0;;;
302;Total domestic sectors;Total domestic sectors;Other changes;2007 3rd quarter;30.0;;;-192.0;-127.0;;;
303;Total domestic sectors;Total domestic sectors;Other changes;2007 4th quarter;27.0;;;300.0;16.0;;;
304;Total domestic sectors;Total domestic sectors;Other changes;2007;59.0;;;261.0;-1142.0;;;
305;Total domestic sectors;Total domestic sectors;Other changes;2008 1st quarter;-1359.0;;;-598.0;-577.0;;;
306;Total domestic sectors;Total domestic sectors;Other changes;2008 2nd quarter;136.0;;;1073.0;-251.0;;;
307;Total domestic sectors;Total domestic sectors;Other changes;2008 3rd quarter;2036.0;;;2517.0;965.0;;;
308;Total domestic sectors;Total domestic sectors;Other changes;2008 4th quarter;1739.0;;;-2387.0;4492.0;;;
309;Total domestic sectors;Total domestic sectors;Other changes;2008;2552.0;;;605.0;4629.0;;;
310;Total domestic sectors;Total domestic sectors;Other changes;2009 1st quarter;504.0;;;4103.0;805.0;;;
311;Total domestic sectors;Total domestic sectors;Other changes;2009 2nd quarter;-519.0;;;731.0;-449.0;;;
312;Total domestic sectors;Total domestic sectors;Other changes;2009 3rd quarter;-486.0;;;251.0;-525.0;;;
313;Total domestic sectors;Total domestic sectors;Other changes;2009 4th quarter;267.0;;;72536.0;200347.0;;;
314;Total domestic sectors;Total domestic sectors;Other changes;2009;-234.0;;;77621.0;200178.0;;;
315;Total domestic sectors;Total domestic sectors;Other changes;2010 1st quarter;1037.0;73.0;1678.0;1312.0;2093.0;95.0;4593.0;23744.0
316;Total domestic sectors;Total domestic sectors;Other changes;2010 2nd quarter;15172.0;18.0;1356.0;2272.0;-12171.0;51.0;-3031.0;-5258.0
317;Total domestic sectors;Total domestic sectors;Other changes;2010 3rd quarter;-2037.0;-253.0;2391.0;-1543.0;-2449.0;-23.0;3938.0;9287.0
318;Total domestic sectors;Total domestic sectors;Other changes;2010 4th quarter;449.0;-38.0;-3743.0;762.0;207.0;-194.0;3053.0;15366.0
319;Total domestic sectors;Total domestic sectors;Other changes;2010;14621.0;-200.0;1682.0;2803.0;-12320.0;-71.0;8553.0;43139.0
320;Total domestic sectors;Total domestic sectors;Other changes;2011 1st quarter;-1145.0;-314.0;-3820.0;-1727.0;-4402.0;-295.0;1708.0;-7.0
321;Total domestic sectors;Total domestic sectors;Other changes;2011 2nd quarter;-293.0;-114.0;2104.0;-974.0;-18.0;-62.0;-3991.0;-5081.0
322;Total domestic sectors;Total domestic sectors;Other changes;2011 3rd quarter;1567.0;212.0;9132.0;5008.0;444.0;43.0;-11257.0;-23455.0
323;Total domestic sectors;Total domestic sectors;Other changes;2011 4th quarter;714.0;-89.0;2383.0;948.0;1409.0;-176.0;4911.0;20510.0
324;Total domestic sectors;Total domestic sectors;Other changes;2011;843.0;-305.0;9799.0;3255.0;-2567.0;-490.0;-8629.0;-8033.0
325;Total domestic sectors;Total domestic sectors;Other changes;2012 1st quarter;-897.0;17.0;-426.0;-1707.0;-44.0;-40.0;6776.0;25344.0
326;Total domestic sectors;Total domestic sectors;Other changes;2012 2nd quarter;1583.0;-101.0;1577.0;2702.0;2468.0;-82.0;-3792.0;-2108.0
327;Total domestic sectors;Total domestic sectors;Other changes;2012 3rd quarter;-491.0;-11.0;3517.0;-1439.0;113.0;-30.0;3440.0;19908.0
328;Total domestic sectors;Total domestic sectors;Other changes;2012 4th quarter;-663.0;-71.0;2591.0;-1539.0;-251.0;-96.0;3359.0;4065.0
329;Total domestic sectors;Total domestic sectors;Other changes;2012;-468.0;-166.0;7259.0;-1983.0;2286.0;-248.0;9783.0;47209.0
330;Total domestic sectors;Total domestic sectors;Other changes;2013 1st quarter;350.0;-236.0;-2648.0;326.0;-1375.0;-77.0;3476.0;19848.0
331;Total domestic sectors;Total domestic sectors;Other changes;2013 2nd quarter;-404.0;-183.0;-3471.0;-2277.0;-2456.0;-57.0;-3077.0;-15009.0
332;Total domestic sectors;Total domestic sectors;Other changes;2013 3rd quarter;-495.0;-69.0;-1501.0;-2448.0;-3138.0;-181.0;7535.0;6324.0
333;Total domestic sectors;Total domestic sectors;Other changes;2013 4th quarter;-5016.0;-132.0;86.0;2322.0;-2758.0;-152.0;2898.0;8503.0
334;Total domestic sectors;Total domestic sectors;Other changes;2013;-5565.0;-620.0;-7534.0;-2077.0;-9727.0;-467.0;10832.0;19666.0
335;Total domestic sectors;Total domestic sectors;Other changes;2014 1st quarter;-135.0;92.0;5024.0;2166.0;4261.0;16.0;2185.0;18600.0
336;Total domestic sectors;Total domestic sectors;Other changes;2014 2nd quarter;295.0;17.0;4628.0;2209.0;3458.0;-33.0;1261.0;23690.0
337;Total domestic sectors;Total domestic sectors;Other changes;2014 3rd quarter;1706.0;-40.0;4170.0;7361.0;8903.0;53.0;2346.0;20367.0
338;Total domestic sectors;Total domestic sectors;Other changes;2014 4th quarter;-11880.0;1235.0;6577.0;81070.0;-88070.0;2397.0;813.0;16597.0
