ID;PlaatsEnGemeentenamen;Gemeentecode_1;Gemeentenaam_2;EGGCode_3;EGGNaam_4;Provinciecode_5;Provincienaam_6;PlaatsnaamPTTWoonplaatsnaam_7;PlaatsnaamGemeentenaam_8;Plaatsnaam_9
1390;Eenigenburg;395;Harenkarspel                   ;53;Westelijk West-Friesland                ;27;Noord-Holland ;nee;nee;Eenigenburg                    
1391;Eenrum;1663;De Marne                       ;1;Groninger Hoogeland en N. Westerkwartier;20;Groningen     ;ja ;nee;Eenrum                         
1392;Eenum;24;Loppersum                      ;1;Groninger Hoogeland en N. Westerkwartier;20;Groningen     ;ja ;nee;Eenum                          
1393;Eerbeek;213;Brummen                        ;34;Overige gemeenten oostelijke Veluwezoom ;25;Gelderland    ;ja ;nee;Eerbeek                        
1394;Eerde;175;Ommen                          ;21;Noordoost-Overijssel                    ;23;Overijssel    ;nee;nee;Eerde                          
1395;Eerde;860;Veghel                         ;112;Midden-Meijerij                         ;30;Noord-Brabant ;nee;nee;Eerde                          
1396;Eerschot;846;Sint-Oedenrode                 ;112;Midden-Meijerij                         ;30;Noord-Brabant ;nee;nee;Eerschot                       
1397;Eersel;770;Eersel                         ;116;Kempenland                              ;30;Noord-Brabant ;ja ;ja ;Eersel                         
1398;Eerste Exloërmond;1681;Borger-Odoorn                  ;16;Overige gemeenten Drentse Veenkoloniën  ;22;Drenthe       ;ja ;nee;Eerste Exloërmond              
1399;Eerste Valthermond;1681;Borger-Odoorn                  ;16;Overige gemeenten Drentse Veenkoloniën  ;22;Drenthe       ;nee;nee;Eerste Valthermond             
1400;Ees;1681;Borger-Odoorn                  ;16;Overige gemeenten Drentse Veenkoloniën  ;22;Drenthe       ;ja ;nee;Ees                            
1401;Eese;1708;Steenwijkerland                ;19;Noordwest-Overijssel                    ;23;Overijssel    ;nee;nee;Eese                           
1402;Eesergroen;1681;Borger-Odoorn                  ;16;Overige gemeenten Drentse Veenkoloniën  ;22;Drenthe       ;ja ;nee;Eesergroen                     
1403;Eeserveen;109;Coevorden                      ;18;Zuid-Drents Randgebied                  ;22;Drenthe       ;nee;nee;Eeserveen                      
1404;Eeserveen;1681;Borger-Odoorn                  ;16;Overige gemeenten Drentse Veenkoloniën  ;22;Drenthe       ;ja ;nee;Eeserveen                      
1405;Eesterga;82;Lemsterland                    ;10;Fries Weidegebied                       ;21;Friesland     ;ja ;nee;Eesterga                       
1406;Eesveen;1708;Steenwijkerland                ;19;Noordwest-Overijssel                    ;23;Overijssel    ;ja ;nee;Eesveen                        
1407;Eethen;738;Aalburg                        ;105;Land van Altena                         ;30;Noord-Brabant ;ja ;nee;Eethen                         
1408;Eext;1680;Aa en Hunze                    ;16;Overige gemeenten Drentse Veenkoloniën  ;22;Drenthe       ;ja ;nee;Eext                           
1409;Eexta;39;Scheemda                       ;3;Groninger Oldambt                       ;20;Groningen     ;nee;nee;Eexta                          
1410;Eexterveen;1680;Aa en Hunze                    ;16;Overige gemeenten Drentse Veenkoloniën  ;22;Drenthe       ;ja ;nee;Eexterveen                     
1411;Eexterveensche kanaal;1680;Aa en Hunze                    ;16;Overige gemeenten Drentse Veenkoloniën  ;22;Drenthe       ;ja ;nee;Eexterveensche kanaal          
1412;Eexterzandvoort;1680;Aa en Hunze                    ;16;Overige gemeenten Drentse Veenkoloniën  ;22;Drenthe       ;ja ;nee;Eexterzandvoort                
1413;Effen;758;Breda                          ;103;Breda                                   ;30;Noord-Brabant ;nee;nee;Effen                          
1414;Egbertsgaasten;90;Smallingerland                 ;9;Fries Zandgebied                        ;21;Friesland     ;nee;nee;Egbertsgaasten                 
1415;Egchel;918;Helden                         ;123;Midden-Limburg ten westen van de Maas   ;31;Limburg       ;ja ;nee;Egchel                         
1416;Egchelheide;918;Helden                         ;123;Midden-Limburg ten westen van de Maas   ;31;Limburg       ;nee;nee;Egchelheide                    
1417;Egchelhoek;918;Helden                         ;123;Midden-Limburg ten westen van de Maas   ;31;Limburg       ;nee;nee;Egchelhoek                     
1418;Egede;163;Hellendoorn                    ;24;Overige gemeenten in Twente             ;23;Overijssel    ;nee;nee;Egede                          
1419;Egelshoek;402;Hilversum                      ;66;Hilversum                               ;27;Noord-Holland ;nee;nee;Egelshoek                      
1420;Egge, De;899;Brunssum                       ;125;Oostelijke Mijnstreek                   ;31;Limburg       ;nee;nee;Egge, De                       
1421;Egmond;373;Bergen (NH.)                   ;55;Noord-Kennemerland                      ;27;Noord-Holland ;nee;nee;Egmond                         
1422;Egmond aan Den Hoef;373;Bergen (NH.)                   ;55;Noord-Kennemerland                      ;27;Noord-Holland ;ja ;nee;Egmond aan Den Hoef            
1423;Egmond aan Zee;373;Bergen (NH.)                   ;55;Noord-Kennemerland                      ;27;Noord-Holland ;ja ;nee;Egmond aan Zee                 
1424;Egmond-Binnen;373;Bergen (NH.)                   ;55;Noord-Kennemerland                      ;27;Noord-Holland ;ja ;nee;Egmond-Binnen                  
1425;Egypte;1728;Bladel                         ;116;Kempenland                              ;30;Noord-Brabant ;nee;nee;Egypte                         
1426;Eibergen;1859;Berkelland                     ;30;Overige gemeenten oostelijke Achterhoek ;25;Gelderland    ;ja ;nee;Eibergen                       
1427;Eibersburen;15;Grootegast                     ;5;Groninger zuidelijk Westerkwartier      ;20;Groningen     ;nee;nee;Eibersburen                    
1428;Eijndt;918;Helden                         ;123;Midden-Limburg ten westen van de Maas   ;31;Limburg       ;nee;nee;Eijndt                         
1429;Eijsden;905;Eijsden                        ;127;Overige gemeenten Zuid-Limburg          ;31;Limburg       ;ja ;ja ;Eijsden                        
1430;Eikberg;758;Breda                          ;103;Breda                                   ;30;Noord-Brabant ;nee;nee;Eikberg                        
1431;Eikelenbosch;744;Baarle-Nassau                  ;108;Gebied om Tilburg                       ;30;Noord-Brabant ;nee;nee;Eikelenbosch                   
1432;Eikelenbosch;1507;Horst aan de Maas              ;120;Noord-Limburg                           ;31;Limburg       ;nee;nee;Eikelenbosch                   
1433;Eikenheuvel;856;Uden                           ;112;Midden-Meijerij                         ;30;Noord-Brabant ;nee;nee;Eikenheuvel                    
1434;Eikske;882;Landgraaf                      ;125;Oostelijke Mijnstreek                   ;31;Limburg       ;nee;nee;Eikske                         
1435;Eiland;873;Woensdrecht                    ;102;Bergen op Zoom, Roosendaal en omgeving  ;30;Noord-Brabant ;nee;nee;Eiland                         
1436;Eiland;1641;Maasgouw                       ;123;Midden-Limburg ten westen van de Maas   ;31;Limburg       ;nee;nee;Eiland                         
1437;Eiland, Het;479;Zaanstad                       ;58;Zaanstreek                              ;27;Noord-Holland ;nee;nee;Eiland, Het                    
1438;Eilandspolder;458;Schermer                       ;56;Noordhollands Middengewest              ;27;Noord-Holland ;nee;nee;Eilandspolder                  
1439;Eimeren;1734;Overbetuwe                     ;37;Oostelijke Betuwe                       ;25;Gelderland    ;nee;nee;Eimeren                        
1440;Eind;848;Son en Breugel                 ;114;Randgebied Eindhoven                    ;30;Noord-Brabant ;nee;nee;Eind                           
1441;Eind;946;Nederweert                     ;123;Midden-Limburg ten westen van de Maas   ;31;Limburg       ;ja ;nee;Eind                           
1442;Eind;1724;Bergeijk                       ;116;Kempenland                              ;30;Noord-Brabant ;nee;nee;Eind                           
1443;Eind van den Hout;826;Oosterhout                     ;104;Gebied om Breda                         ;30;Noord-Brabant ;nee;nee;Eind van den Hout              
1444;Eind, 't;788;Haaren                         ;110;Gebied om 's-Hertogenbosch en Vught     ;30;Noord-Brabant ;nee;nee;Eind, 't                       
1445;Einde;917;Heerlen                        ;125;Oostelijke Mijnstreek                   ;31;Limburg       ;nee;nee;Einde                          
1446;Einde;957;Roermond                       ;122;Overig Midden-Limburg ten oosten v. Maas;31;Limburg       ;nee;nee;Einde                          
1447;Eindewege (ged.);654;Borsele                        ;97;Noord- en Zuid-Beveland                 ;29;Zeeland       ;nee;nee;Eindewege (ged.)               
1448;Eindewege (ged.);664;Goes                           ;97;Noord- en Zuid-Beveland                 ;29;Zeeland       ;nee;nee;Eindewege (ged.)               
1449;Eindhoven;772;Eindhoven                      ;113;Eindhoven                               ;30;Noord-Brabant ;ja ;ja ;Eindhoven                      
1450;Eindje;847;Someren                        ;118;Brabantse Peel                          ;30;Noord-Brabant ;nee;nee;Eindje                         
1451;Einighausen;1883;Sittard-Geleen                 ;124;Westelijke Mijnstreek                   ;31;Limburg       ;ja ;nee;Einighausen                    
1452;Eiteren;353;IJsselstein                    ;46;Nieuwegein en IJsselstein               ;26;Utrecht       ;nee;nee;Eiteren                        
1453;Ekamp (ged.);39;Scheemda                       ;3;Groninger Oldambt                       ;20;Groningen     ;nee;nee;Ekamp (ged.)                   
1454;Ekamp (ged.);1661;Reiderland                     ;3;Groninger Oldambt                       ;20;Groningen     ;nee;nee;Ekamp (ged.)                   
1455;Ekehaar;1680;Aa en Hunze                    ;16;Overige gemeenten Drentse Veenkoloniën  ;22;Drenthe       ;ja ;nee;Ekehaar                        
1456;Ekenrooi;866;Waalre                         ;114;Randgebied Eindhoven                    ;30;Noord-Brabant ;nee;nee;Ekenrooi                       
1457;Ekker, d';861;Veldhoven                      ;114;Randgebied Eindhoven                    ;30;Noord-Brabant ;nee;nee;Ekker, d'                      
1458;Ekkersrijt;848;Son en Breugel                 ;114;Randgebied Eindhoven                    ;30;Noord-Brabant ;nee;nee;Ekkersrijt                     
1459;Ekris;351;Woudenberg                     ;43;Utrechtse Vallei en Eemgebied           ;26;Utrecht       ;nee;nee;Ekris                          
1460;Elahuizen;653;Gaasterlân-Sleat               ;10;Fries Weidegebied                       ;21;Friesland     ;ja ;nee;Elahuizen                      
1461;Elba;412;Niedorp                        ;53;Westelijk West-Friesland                ;27;Noord-Holland ;nee;nee;Elba                           
1462;Elba;498;Drechterland                   ;54;Midden- en oostelijk West-Friesland     ;27;Noord-Holland ;nee;nee;Elba                           
1463;Elburg;230;Elburg                         ;32;IJsselmeerkust                          ;25;Gelderland    ;ja ;ja ;Elburg                         
1464;Elde;844;Schijndel                      ;112;Midden-Meijerij                         ;30;Noord-Brabant ;nee;nee;Elde                           
1465;Elden;1734;Overbetuwe                     ;37;Oostelijke Betuwe                       ;25;Gelderland    ;nee;nee;Elden                          
1466;Eldersloo;1680;Aa en Hunze                    ;16;Overige gemeenten Drentse Veenkoloniën  ;22;Drenthe       ;ja ;nee;Eldersloo                      
1467;Eldik;1740;Neder-Betuwe                   ;37;Oostelijke Betuwe                       ;25;Gelderland    ;nee;nee;Eldik                          
1468;Eldrik;1876;Bronckhorst                    ;28;Overige gemeenten westelijke Achterhoek ;25;Gelderland    ;nee;nee;Eldrik                         
1469;Elens;1663;De Marne                       ;1;Groninger Hoogeland en N. Westerkwartier;20;Groningen     ;nee;nee;Elens                          
1470;Eleveld;1680;Aa en Hunze                    ;16;Overige gemeenten Drentse Veenkoloniën  ;22;Drenthe       ;ja ;nee;Eleveld                        
