ID;TravelMotives;Population;TripCharacteristics;Margins;RegionCharacteristics;Periods;Trips_1;DistanceTravelled_2;TimeTravelled_3;Trips_4;DistanceTravelled_5;TimeTravelled_6
221;Total;Population 6 years or older;Total;Lower bound 95% confidence interval;Zeeland (PV);2023;2.52;29.68;64.22;921.0;10832.0;390.7
222;Total;Population 6 years or older;Total;Lower bound 95% confidence interval;Noord-Brabant (PV);2018;2.74;34.51;70.56;1002.0;12597.0;429.3
223;Total;Population 6 years or older;Total;Lower bound 95% confidence interval;Noord-Brabant (PV);2019;2.7;33.81;69.04;984.0;12339.0;420.0
224;Total;Population 6 years or older;Total;Lower bound 95% confidence interval;Noord-Brabant (PV);2020;2.42;23.39;59.17;885.0;8559.0;360.9
225;Total;Population 6 years or older;Total;Lower bound 95% confidence interval;Noord-Brabant (PV);2021;2.52;25.29;65.15;921.0;9231.0;396.4
226;Total;Population 6 years or older;Total;Lower bound 95% confidence interval;Noord-Brabant (PV);2022;2.7;29.48;70.32;984.0;10760.0;427.8
227;Total;Population 6 years or older;Total;Lower bound 95% confidence interval;Noord-Brabant (PV);2023;2.75;32.55;72.13;1003.0;11880.0;438.8
228;Total;Population 6 years or older;Total;Lower bound 95% confidence interval;Limburg (PV);2018;2.69;30.67;67.38;982.0;11193.0;409.9
229;Total;Population 6 years or older;Total;Lower bound 95% confidence interval;Limburg (PV);2019;2.63;29.27;65.17;958.0;10685.0;396.5
230;Total;Population 6 years or older;Total;Lower bound 95% confidence interval;Limburg (PV);2020;2.31;22.26;57.61;845.0;8147.0;351.4
231;Total;Population 6 years or older;Total;Lower bound 95% confidence interval;Limburg (PV);2021;2.43;23.54;65.18;887.0;8593.0;396.5
232;Total;Population 6 years or older;Total;Lower bound 95% confidence interval;Limburg (PV);2022;2.6;26.87;66.22;949.0;9808.0;402.8
233;Total;Population 6 years or older;Total;Lower bound 95% confidence interval;Limburg (PV);2023;2.69;26.44;66.42;980.0;9651.0;404.1
234;Total;Population 6 years or older;Total;Lower bound 95% confidence interval;Extremely urbanised;2018;2.66;31.59;76.09;972.0;11531.0;462.9
235;Total;Population 6 years or older;Total;Lower bound 95% confidence interval;Extremely urbanised;2019;2.55;30.37;74.99;932.0;11085.0;456.2
236;Total;Population 6 years or older;Total;Lower bound 95% confidence interval;Extremely urbanised;2020;2.1;20.07;60.24;770.0;7344.0;367.4
237;Total;Population 6 years or older;Total;Lower bound 95% confidence interval;Extremely urbanised;2021;2.3;22.3;69.67;840.0;8140.0;423.8
238;Total;Population 6 years or older;Total;Lower bound 95% confidence interval;Extremely urbanised;2022;2.48;24.64;71.41;905.0;8995.0;434.4
239;Total;Population 6 years or older;Total;Lower bound 95% confidence interval;Extremely urbanised;2023;2.51;26.12;73.28;917.0;9533.0;445.8
240;Total;Population 6 years or older;Total;Lower bound 95% confidence interval;Strongly urbanised;2018;2.77;35.08;73.65;1010.0;12806.0;448.0
241;Total;Population 6 years or older;Total;Lower bound 95% confidence interval;Strongly urbanised;2019;2.7;35.02;72.78;986.0;12782.0;442.7
242;Total;Population 6 years or older;Total;Lower bound 95% confidence interval;Strongly urbanised;2020;2.34;23.94;60.54;857.0;8762.0;369.3
243;Total;Population 6 years or older;Total;Lower bound 95% confidence interval;Strongly urbanised;2021;2.49;26.33;67.64;909.0;9609.0;411.4
244;Total;Population 6 years or older;Total;Lower bound 95% confidence interval;Strongly urbanised;2022;2.68;29.59;71.17;980.0;10801.0;433.0
245;Total;Population 6 years or older;Total;Lower bound 95% confidence interval;Strongly urbanised;2023;2.72;31.54;72.55;993.0;11510.0;441.3
246;Total;Population 6 years or older;Total;Lower bound 95% confidence interval;Moderately urbanised;2018;2.79;34.66;71.73;1018.0;12650.0;436.4
247;Total;Population 6 years or older;Total;Lower bound 95% confidence interval;Moderately urbanised;2019;2.75;35.61;72.2;1002.0;12996.0;439.2
248;Total;Population 6 years or older;Total;Lower bound 95% confidence interval;Moderately urbanised;2020;2.46;25.0;61.07;899.0;9151.0;372.5
249;Total;Population 6 years or older;Total;Lower bound 95% confidence interval;Moderately urbanised;2021;2.56;26.89;66.97;935.0;9814.0;407.4
250;Total;Population 6 years or older;Total;Lower bound 95% confidence interval;Moderately urbanised;2022;2.78;30.15;72.16;1013.0;11004.0;439.0
251;Total;Population 6 years or older;Total;Lower bound 95% confidence interval;Moderately urbanised;2023;2.78;32.27;71.85;1015.0;11779.0;437.1
252;Total;Population 6 years or older;Total;Lower bound 95% confidence interval;Hardly urbanised;2018;2.79;38.25;71.73;1020.0;13962.0;436.3
253;Total;Population 6 years or older;Total;Lower bound 95% confidence interval;Hardly urbanised;2019;2.71;36.99;70.66;989.0;13502.0;429.8
254;Total;Population 6 years or older;Total;Lower bound 95% confidence interval;Hardly urbanised;2020;2.4;26.3;60.57;877.0;9627.0;369.5
255;Total;Population 6 years or older;Total;Lower bound 95% confidence interval;Hardly urbanised;2021;2.56;29.06;68.41;936.0;10606.0;416.2
256;Total;Population 6 years or older;Total;Lower bound 95% confidence interval;Hardly urbanised;2022;2.75;32.62;70.96;1005.0;11908.0;431.7
257;Total;Population 6 years or older;Total;Lower bound 95% confidence interval;Hardly urbanised;2023;2.75;33.71;70.61;1003.0;12302.0;429.6
258;Total;Population 6 years or older;Total;Lower bound 95% confidence interval;Not urbanised;2018;2.6;36.48;67.0;949.0;13315.0;407.6
259;Total;Population 6 years or older;Total;Lower bound 95% confidence interval;Not urbanised;2019;2.56;38.89;70.73;935.0;14196.0;430.3
260;Total;Population 6 years or older;Total;Lower bound 95% confidence interval;Not urbanised;2020;2.33;28.19;60.2;854.0;10317.0;367.2
261;Total;Population 6 years or older;Total;Lower bound 95% confidence interval;Not urbanised;2021;2.46;30.77;69.01;898.0;11232.0;419.8
262;Total;Population 6 years or older;Total;Lower bound 95% confidence interval;Not urbanised;2022;2.57;31.91;68.01;937.0;11646.0;413.7
263;Total;Population 6 years or older;Total;Lower bound 95% confidence interval;Not urbanised;2023;2.62;35.1;69.49;958.0;12810.0;422.7
264;Total;Population 6 years or older;Total;Upper bound 95% confidence interval;The Netherlands;2018;2.8;36.71;75.35;1023.0;13398.0;458.4
265;Total;Population 6 years or older;Total;Upper bound 95% confidence interval;The Netherlands;2019;2.73;36.59;75.2;997.0;13354.0;457.5
266;Total;Population 6 years or older;Total;Upper bound 95% confidence interval;The Netherlands;2020;2.37;25.29;62.61;868.0;9256.0;381.9
267;Total;Population 6 years or older;Total;Upper bound 95% confidence interval;The Netherlands;2021;2.52;27.67;70.54;921.0;10098.0;429.1
268;Total;Population 6 years or older;Total;Upper bound 95% confidence interval;The Netherlands;2022;2.72;30.68;73.4;992.0;11198.0;446.5
269;Total;Population 6 years or older;Total;Upper bound 95% confidence interval;The Netherlands;2023;2.74;32.44;74.19;999.0;11840.0;451.3
270;Total;Population 6 years or older;Total;Upper bound 95% confidence interval;Noord-Nederland (LD);2018;2.83;42.94;76.77;1034.0;15673.0;467.0
271;Total;Population 6 years or older;Total;Upper bound 95% confidence interval;Noord-Nederland (LD);2019;2.75;43.69;77.86;1005.0;15948.0;473.6
272;Total;Population 6 years or older;Total;Upper bound 95% confidence interval;Noord-Nederland (LD);2020;2.46;29.8;64.22;901.0;10905.0;391.7
273;Total;Population 6 years or older;Total;Upper bound 95% confidence interval;Noord-Nederland (LD);2021;2.56;33.23;72.68;934.0;12128.0;442.1
274;Total;Population 6 years or older;Total;Upper bound 95% confidence interval;Noord-Nederland (LD);2022;2.75;37.14;76.94;1005.0;13555.0;468.0
275;Total;Population 6 years or older;Total;Upper bound 95% confidence interval;Noord-Nederland (LD);2023;2.79;36.94;74.5;1018.0;13481.0;453.2
276;Total;Population 6 years or older;Total;Upper bound 95% confidence interval;Oost-Nederland (LD);2018;2.89;39.97;75.77;1054.0;14590.0;460.9
277;Total;Population 6 years or older;Total;Upper bound 95% confidence interval;Oost-Nederland (LD);2019;2.81;39.97;75.86;1026.0;14589.0;461.5
278;Total;Population 6 years or older;Total;Upper bound 95% confidence interval;Oost-Nederland (LD);2020;2.47;28.24;63.74;905.0;10335.0;388.8
279;Total;Population 6 years or older;Total;Upper bound 95% confidence interval;Oost-Nederland (LD);2021;2.61;30.58;71.11;954.0;11161.0;432.6
280;Total;Population 6 years or older;Total;Upper bound 95% confidence interval;Oost-Nederland (LD);2022;2.87;34.05;75.09;1047.0;12428.0;456.8
281;Total;Population 6 years or older;Total;Upper bound 95% confidence interval;Oost-Nederland (LD);2023;2.87;35.94;74.86;1046.0;13119.0;455.4
282;Total;Population 6 years or older;Total;Upper bound 95% confidence interval;West-Nederland (LD);2018;2.78;35.33;77.22;1016.0;12895.0;469.7
283;Total;Population 6 years or older;Total;Upper bound 95% confidence interval;West-Nederland (LD);2019;2.71;35.4;77.46;988.0;12921.0;471.2
284;Total;Population 6 years or older;Total;Upper bound 95% confidence interval;West-Nederland (LD);2020;2.29;23.94;63.3;839.0;8763.0;386.1
285;Total;Population 6 years or older;Total;Upper bound 95% confidence interval;West-Nederland (LD);2021;2.48;26.36;71.95;906.0;9622.0;437.7
286;Total;Population 6 years or older;Total;Upper bound 95% confidence interval;West-Nederland (LD);2022;2.65;28.58;73.5;969.0;10433.0;447.1
287;Total;Population 6 years or older;Total;Upper bound 95% confidence interval;West-Nederland (LD);2023;2.66;30.61;75.21;972.0;11171.0;457.5
288;Total;Population 6 years or older;Total;Upper bound 95% confidence interval;Zuid-Nederland (LD);2018;2.83;36.05;73.35;1035.0;13157.0;446.2
289;Total;Population 6 years or older;Total;Upper bound 95% confidence interval;Zuid-Nederland (LD);2019;2.79;35.21;71.85;1018.0;12853.0;437.1
290;Total;Population 6 years or older;Total;Upper bound 95% confidence interval;Zuid-Nederland (LD);2020;2.49;25.18;62.12;910.0;9214.0;378.9
291;Total;Population 6 years or older;Total;Upper bound 95% confidence interval;Zuid-Nederland (LD);2021;2.6;27.06;68.93;947.0;9878.0;419.3
292;Total;Population 6 years or older;Total;Upper bound 95% confidence interval;Zuid-Nederland (LD);2022;2.78;31.2;73.1;1015.0;11389.0;444.7
293;Total;Population 6 years or older;Total;Upper bound 95% confidence interval;Zuid-Nederland (LD);2023;2.84;33.16;74.16;1036.0;12102.0;451.1
294;Total;Population 6 years or older;Total;Upper bound 95% confidence interval;Groningen (PV);2018;2.91;40.6;78.29;1063.0;14818.0;476.2
295;Total;Population 6 years or older;Total;Upper bound 95% confidence interval;Groningen (PV);2019;2.75;44.02;80.56;1003.0;16066.0;490.1
296;Total;Population 6 years or older;Total;Upper bound 95% confidence interval;Groningen (PV);2020;2.38;29.53;65.94;870.0;10807.0;402.2
297;Total;Population 6 years or older;Total;Upper bound 95% confidence interval;Groningen (PV);2021;2.51;33.41;73.21;918.0;12196.0;445.4
298;Total;Population 6 years or older;Total;Upper bound 95% confidence interval;Groningen (PV);2022;2.74;37.12;76.3;999.0;13548.0;464.2
299;Total;Population 6 years or older;Total;Upper bound 95% confidence interval;Groningen (PV);2023;2.84;34.33;76.06;1036.0;12532.0;462.7
300;Total;Population 6 years or older;Total;Upper bound 95% confidence interval;Fryslân (PV);2018;2.81;46.01;79.69;1024.0;16793.0;484.8
301;Total;Population 6 years or older;Total;Upper bound 95% confidence interval;Fryslân (PV);2019;2.74;47.55;79.82;1000.0;17354.0;485.6
302;Total;Population 6 years or older;Total;Upper bound 95% confidence interval;Fryslân (PV);2020;2.62;32.25;67.05;959.0;11803.0;409.0
303;Total;Population 6 years or older;Total;Upper bound 95% confidence interval;Fryslân (PV);2021;2.59;35.02;73.63;945.0;12781.0;447.9
304;Total;Population 6 years or older;Total;Upper bound 95% confidence interval;Fryslân (PV);2022;2.85;39.49;80.35;1039.0;14415.0;488.8
305;Total;Population 6 years or older;Total;Upper bound 95% confidence interval;Fryslân (PV);2023;2.84;39.53;76.25;1038.0;14428.0;463.9
306;Total;Population 6 years or older;Total;Upper bound 95% confidence interval;Drenthe (PV);2018;2.94;46.62;77.4;1073.0;17018.0;470.8
307;Total;Population 6 years or older;Total;Upper bound 95% confidence interval;Drenthe (PV);2019;2.96;44.17;79.65;1079.0;16121.0;484.5
308;Total;Population 6 years or older;Total;Upper bound 95% confidence interval;Drenthe (PV);2020;2.52;30.99;64.11;924.0;11343.0;391.0
309;Total;Population 6 years or older;Total;Upper bound 95% confidence interval;Drenthe (PV);2021;2.72;34.98;77.12;994.0;12769.0;469.2
310;Total;Population 6 years or older;Total;Upper bound 95% confidence interval;Drenthe (PV);2022;2.82;39.04;79.74;1030.0;14249.0;485.1
311;Total;Population 6 years or older;Total;Upper bound 95% confidence interval;Drenthe (PV);2023;2.83;41.35;76.44;1033.0;15094.0;465.0
312;Total;Population 6 years or older;Total;Upper bound 95% confidence interval;Overijssel (PV);2018;2.95;40.11;74.93;1078.0;14641.0;455.8
313;Total;Population 6 years or older;Total;Upper bound 95% confidence interval;Overijssel (PV);2019;2.88;41.21;75.73;1052.0;15042.0;460.7
314;Total;Population 6 years or older;Total;Upper bound 95% confidence interval;Overijssel (PV);2020;2.5;27.85;64.83;915.0;10193.0;395.5
315;Total;Population 6 years or older;Total;Upper bound 95% confidence interval;Overijssel (PV);2021;2.7;29.94;71.69;984.0;10930.0;436.1
316;Total;Population 6 years or older;Total;Upper bound 95% confidence interval;Overijssel (PV);2022;2.95;33.94;74.23;1078.0;12388.0;451.5
317;Total;Population 6 years or older;Total;Upper bound 95% confidence interval;Overijssel (PV);2023;2.97;36.25;74.87;1084.0;13230.0;455.4
318;Total;Population 6 years or older;Total;Upper bound 95% confidence interval;Flevoland (PV);2018;2.81;46.34;81.0;1025.0;16913.0;492.8
319;Total;Population 6 years or older;Total;Upper bound 95% confidence interval;Flevoland (PV);2019;2.68;45.15;75.42;977.0;16481.0;458.8
320;Total;Population 6 years or older;Total;Upper bound 95% confidence interval;Flevoland (PV);2020;2.35;33.06;66.36;862.0;12099.0;404.8
321;Total;Population 6 years or older;Total;Upper bound 95% confidence interval;Flevoland (PV);2021;2.45;35.24;71.95;893.0;12862.0;437.7
322;Total;Population 6 years or older;Total;Upper bound 95% confidence interval;Flevoland (PV);2022;2.6;39.35;75.19;949.0;14362.0;457.4
323;Total;Population 6 years or older;Total;Upper bound 95% confidence interval;Flevoland (PV);2023;2.67;38.94;76.8;976.0;14215.0;467.2
324;Total;Population 6 years or older;Total;Upper bound 95% confidence interval;Gelderland (PV);2018;2.92;40.01;77.01;1065.0;14602.0;468.5
325;Total;Population 6 years or older;Total;Upper bound 95% confidence interval;Gelderland (PV);2019;2.85;39.77;77.94;1039.0;14515.0;474.2
326;Total;Population 6 years or older;Total;Upper bound 95% confidence interval;Gelderland (PV);2020;2.53;28.64;64.39;926.0;10481.0;392.8
327;Total;Population 6 years or older;Total;Upper bound 95% confidence interval;Gelderland (PV);2021;2.65;31.11;72.37;967.0;11356.0;440.2
328;Total;Population 6 years or older;Total;Upper bound 95% confidence interval;Gelderland (PV);2022;2.93;34.3;77.31;1068.0;12520.0;470.3
329;Total;Population 6 years or older;Total;Upper bound 95% confidence interval;Gelderland (PV);2023;2.9;36.38;76.19;1058.0;13279.0;463.5
330;Total;Population 6 years or older;Total;Upper bound 95% confidence interval;Utrecht (PV);2018;2.97;39.8;79.86;1083.0;14527.0;485.8
331;Total;Population 6 years or older;Total;Upper bound 95% confidence interval;Utrecht (PV);2019;2.89;42.33;79.71;1056.0;15451.0;484.9
332;Total;Population 6 years or older;Total;Upper bound 95% confidence interval;Utrecht (PV);2020;2.47;27.69;66.01;906.0;10134.0;402.6
333;Total;Population 6 years or older;Total;Upper bound 95% confidence interval;Utrecht (PV);2021;2.61;29.47;72.98;954.0;10756.0;444.0
334;Total;Population 6 years or older;Total;Upper bound 95% confidence interval;Utrecht (PV);2022;2.85;32.9;76.25;1040.0;12009.0;463.8
335;Total;Population 6 years or older;Total;Upper bound 95% confidence interval;Utrecht (PV);2023;2.87;35.84;78.47;1047.0;13082.0;477.4
336;Total;Population 6 years or older;Total;Upper bound 95% confidence interval;Noord-Holland (PV);2018;2.8;36.77;80.18;1023.0;13422.0;487.7
337;Total;Population 6 years or older;Total;Upper bound 95% confidence interval;Noord-Holland (PV);2019;2.69;34.76;80.16;981.0;12687.0;487.6
338;Total;Population 6 years or older;Total;Upper bound 95% confidence interval;Noord-Holland (PV);2020;2.29;23.29;63.61;837.0;8525.0;388.0
339;Total;Population 6 years or older;Total;Upper bound 95% confidence interval;Noord-Holland (PV);2021;2.49;26.05;74.0;908.0;9509.0;450.2
340;Total;Population 6 years or older;Total;Upper bound 95% confidence interval;Noord-Holland (PV);2022;2.64;28.56;75.6;965.0;10426.0;459.9
341;Total;Population 6 years or older;Total;Upper bound 95% confidence interval;Noord-Holland (PV);2023;2.66;29.72;76.19;971.0;10847.0;463.5
342;Total;Population 6 years or older;Total;Upper bound 95% confidence interval;Zuid-Holland (PV);2018;2.75;34.07;76.87;1005.0;12435.0;467.6
343;Total;Population 6 years or older;Total;Upper bound 95% confidence interval;Zuid-Holland (PV);2019;2.7;34.34;77.05;985.0;12533.0;468.7
344;Total;Population 6 years or older;Total;Upper bound 95% confidence interval;Zuid-Holland (PV);2020;2.26;23.48;63.25;827.0;8594.0;385.8
345;Total;Population 6 years or older;Total;Upper bound 95% confidence interval;Zuid-Holland (PV);2021;2.45;25.64;71.36;893.0;9357.0;434.1
346;Total;Population 6 years or older;Total;Upper bound 95% confidence interval;Zuid-Holland (PV);2022;2.62;27.53;72.08;955.0;10050.0;438.5
347;Total;Population 6 years or older;Total;Upper bound 95% confidence interval;Zuid-Holland (PV);2023;2.63;29.88;75.15;959.0;10905.0;457.2
348;Total;Population 6 years or older;Total;Upper bound 95% confidence interval;Zeeland (PV);2018;2.83;35.69;69.47;1031.0;13025.0;422.6
349;Total;Population 6 years or older;Total;Upper bound 95% confidence interval;Zeeland (PV);2019;2.87;41.68;75.07;1047.0;15212.0;456.7
350;Total;Population 6 years or older;Total;Upper bound 95% confidence interval;Zeeland (PV);2020;2.47;30.45;68.58;906.0;11146.0;418.3
351;Total;Population 6 years or older;Total;Upper bound 95% confidence interval;Zeeland (PV);2021;2.73;35.19;75.88;997.0;12843.0;461.6
352;Total;Population 6 years or older;Total;Upper bound 95% confidence interval;Zeeland (PV);2022;2.92;34.61;79.33;1065.0;12633.0;482.6
