ID;Beroep;Perioden;Werknemer_1;k_25ePercentiel_2;k_50ePercentielMediaan_3;k_75ePercentiel_4
1720;12 Transport en logistiek beroepen;2017;633;8.5;13.4;16.9
1721;12 Transport en logistiek beroepen;2018;656;8.0;13.5;17.2
1722;12 Transport en logistiek beroepen;2019;661;8.4;13.8;17.6
1723;12 Transport en logistiek beroepen;2020;647;7.9;14.1;17.8
1724;12 Transport en logistiek beroepen;2021;578;7.8;14.1;18.0
1725;12 Transport en logistiek beroepen;2022;583;7.9;14.7;18.9
1726;12 Transport en logistiek beroepen;2023;596;9.3;16.1;20.6
1727;121 Bestuurders voertuigen en bediene...;2013;281;13.3;15.3;18.1
1728;121 Bestuurders voertuigen en bediene...;2014;279;13.3;15.2;18.1
1729;121 Bestuurders voertuigen en bediene...;2015;256;13.5;15.6;18.4
1730;121 Bestuurders voertuigen en bediene...;2016;279;13.7;15.9;18.5
1731;121 Bestuurders voertuigen en bediene...;2017;293;13.4;16.0;18.6
1732;121 Bestuurders voertuigen en bediene...;2018;285;13.8;16.8;19.2
1733;121 Bestuurders voertuigen en bediene...;2019;293;14.0;17.0;19.7
1734;121 Bestuurders voertuigen en bediene...;2020;277;14.6;17.5;20.4
1735;121 Bestuurders voertuigen en bediene...;2021;238;14.9;17.6;20.8
1736;121 Bestuurders voertuigen en bediene...;2022;258;15.6;18.6;21.4
1737;121 Bestuurders voertuigen en bediene...;2023;257;16.6;20.2;23.3
1738;1211 Dekofficieren en piloten;2013;21;;;
1739;1211 Dekofficieren en piloten;2014;20;;;
1740;1211 Dekofficieren en piloten;2015;19;;;
1741;1211 Dekofficieren en piloten;2016;20;;;
1742;1211 Dekofficieren en piloten;2017;22;;;
1743;1211 Dekofficieren en piloten;2018;21;;;
1744;1211 Dekofficieren en piloten;2019;23;;;
1745;1211 Dekofficieren en piloten;2020;20;;;
1746;1211 Dekofficieren en piloten;2021;24;;;
1747;1211 Dekofficieren en piloten;2022;26;;;
1748;1211 Dekofficieren en piloten;2023;24;;;
1749;1212 Chauffeurs auto's, taxi's en bes...;2013;61;11.2;13.1;14.7
1750;1212 Chauffeurs auto's, taxi's en bes...;2014;57;11.9;13.4;15.2
1751;1212 Chauffeurs auto's, taxi's en bes...;2015;56;11.7;13.5;15.1
1752;1212 Chauffeurs auto's, taxi's en bes...;2016;60;11.4;13.6;15.3
1753;1212 Chauffeurs auto's, taxi's en bes...;2017;66;11.7;13.5;14.9
1754;1212 Chauffeurs auto's, taxi's en bes...;2018;63;12.0;13.6;15.2
1755;1212 Chauffeurs auto's, taxi's en bes...;2019;72;12.6;13.9;15.5
1756;1212 Chauffeurs auto's, taxi's en bes...;2020;73;13.1;14.6;16.2
1757;1212 Chauffeurs auto's, taxi's en bes...;2021;66;12.8;14.4;15.9
1758;1212 Chauffeurs auto's, taxi's en bes...;2022;75;13.5;15.3;17.0
1759;1212 Chauffeurs auto's, taxi's en bes...;2023;70;14.3;16.0;17.9
1760;1213 Buschauffeurs en trambestuurders;2013;28;;;
1761;1213 Buschauffeurs en trambestuurders;2014;23;;;
1762;1213 Buschauffeurs en trambestuurders;2015;21;;;
1763;1213 Buschauffeurs en trambestuurders;2016;19;;;
1764;1213 Buschauffeurs en trambestuurders;2017;24;;;
1765;1213 Buschauffeurs en trambestuurders;2018;24;;;
1766;1213 Buschauffeurs en trambestuurders;2019;28;;;
1767;1213 Buschauffeurs en trambestuurders;2020;28;;;
1768;1213 Buschauffeurs en trambestuurders;2021;21;;;
1769;1213 Buschauffeurs en trambestuurders;2022;19;;;
1770;1213 Buschauffeurs en trambestuurders;2023;21;;;
1771;1214 Vrachtwagenchauffeurs;2013;114;14.2;15.2;16.5
1772;1214 Vrachtwagenchauffeurs;2014;117;14.1;15.1;16.6
1773;1214 Vrachtwagenchauffeurs;2015;104;14.4;15.5;17.1
1774;1214 Vrachtwagenchauffeurs;2016;112;14.6;15.8;17.1
1775;1214 Vrachtwagenchauffeurs;2017;110;14.1;16.0;17.0
1776;1214 Vrachtwagenchauffeurs;2018;111;15.1;16.9;18.0
1777;1214 Vrachtwagenchauffeurs;2019;109;15.8;17.4;18.5
1778;1214 Vrachtwagenchauffeurs;2020;96;16.2;17.6;18.7
1779;1214 Vrachtwagenchauffeurs;2021;77;16.7;18.0;19.4
1780;1214 Vrachtwagenchauffeurs;2022;85;17.5;18.7;20.2
1781;1214 Vrachtwagenchauffeurs;2023;89;19.2;20.3;22.0
1782;1215 Bedieners mobiele machines;2013;57;13.3;16.3;20.3
1783;1215 Bedieners mobiele machines;2014;62;13.0;16.4;20.2
1784;1215 Bedieners mobiele machines;2015;57;13.6;16.5;20.6
1785;1215 Bedieners mobiele machines;2016;68;14.3;16.9;21.3
1786;1215 Bedieners mobiele machines;2017;70;13.8;17.2;21.3
1787;1215 Bedieners mobiele machines;2018;67;14.4;17.7;21.0
1788;1215 Bedieners mobiele machines;2019;61;14.8;18.2;22.0
1789;1215 Bedieners mobiele machines;2020;60;14.7;18.0;22.1
1790;1215 Bedieners mobiele machines;2021;51;15.4;18.3;23.3
1791;1215 Bedieners mobiele machines;2022;53;16.0;19.4;24.2
1792;1215 Bedieners mobiele machines;2023;53;17.2;21.0;25.0
1793;122 Hulpkrachten transport en logistiek;2013;301;5.9;10.2;14.0
1794;122 Hulpkrachten transport en logistiek;2014;315;6.0;10.5;14.2
1795;122 Hulpkrachten transport en logistiek;2015;313;5.7;10.5;13.9
1796;122 Hulpkrachten transport en logistiek;2016;327;5.6;9.6;13.6
1797;122 Hulpkrachten transport en logistiek;2017;340;5.5;10.1;13.6
1798;122 Hulpkrachten transport en logistiek;2018;371;5.6;10.2;14.1
1799;122 Hulpkrachten transport en logistiek;2019;368;5.8;10.6;14.3
1800;122 Hulpkrachten transport en logistiek;2020;370;5.9;10.0;14.4
1801;122 Hulpkrachten transport en logistiek;2021;339;5.9;9.6;14.4
1802;122 Hulpkrachten transport en logistiek;2022;324;5.8;9.3;14.7
1803;122 Hulpkrachten transport en logistiek;2023;338;6.6;12.0;16.7
1804;1221 Laders, lossers en vakkenvullers;2013;221;5.7;9.5;13.8
1805;1221 Laders, lossers en vakkenvullers;2014;237;5.8;10.3;14.1
1806;1221 Laders, lossers en vakkenvullers;2015;226;5.6;10.0;13.9
1807;1221 Laders, lossers en vakkenvullers;2016;243;5.4;8.5;13.4
1808;1221 Laders, lossers en vakkenvullers;2017;259;5.4;9.1;13.4
1809;1221 Laders, lossers en vakkenvullers;2018;284;5.5;9.1;14.0
1810;1221 Laders, lossers en vakkenvullers;2019;281;5.7;9.2;13.8
1811;1221 Laders, lossers en vakkenvullers;2020;284;5.7;8.9;14.1
1812;1221 Laders, lossers en vakkenvullers;2021;305;5.8;8.8;13.9
1813;1221 Laders, lossers en vakkenvullers;2022;290;5.7;8.6;14.4
1814;1221 Laders, lossers en vakkenvullers;2023;301;6.4;11.0;16.2
1815;1222 Vuilnisophalers en dagbladenbezo...;2013;80;;;
1816;1222 Vuilnisophalers en dagbladenbezo...;2014;78;;;
1817;1222 Vuilnisophalers en dagbladenbezo...;2015;87;;;
1818;1222 Vuilnisophalers en dagbladenbezo...;2016;84;;;
1819;1222 Vuilnisophalers en dagbladenbezo...;2017;81;;;
1820;1222 Vuilnisophalers en dagbladenbezo...;2018;87;;;
1821;1222 Vuilnisophalers en dagbladenbezo...;2019;87;;;
1822;1222 Vuilnisophalers en dagbladenbezo...;2020;85;;;
1823;1222 Vuilnisophalers en dagbladenbezo...;2021;34;;;
1824;1222 Vuilnisophalers en dagbladenbezo...;2022;35;;;
1825;1222 Vuilnisophalers en dagbladenbezo...;2023;37;;;
1826;13 Beroepsklasse overig;2013;122;14.2;19.0;26.2
1827;13 Beroepsklasse overig;2014;112;12.3;18.2;25.4
1828;13 Beroepsklasse overig;2015;108;12.6;17.4;24.8
1829;13 Beroepsklasse overig;2016;124;12.0;16.3;22.7
1830;13 Beroepsklasse overig;2017;150;13.0;18.4;26.9
1831;13 Beroepsklasse overig;2018;127;13.8;19.3;27.7
1832;13 Beroepsklasse overig;2019;89;14.0;19.1;26.2
1833;13 Beroepsklasse overig;2020;119;13.9;18.5;26.6
1834;13 Beroepsklasse overig;2021;119;13.1;17.7;25.1
1835;13 Beroepsklasse overig;2022;87;13.2;17.7;24.5
1836;13 Beroepsklasse overig;2023;86;14.1;17.7;24.1
1837;131 Beroepssegment overig;2013;122;14.2;19.0;26.2
1838;131 Beroepssegment overig;2014;112;12.3;18.2;25.4
1839;131 Beroepssegment overig;2015;108;12.6;17.4;24.8
1840;131 Beroepssegment overig;2016;124;12.0;16.3;22.7
1841;131 Beroepssegment overig;2017;150;13.0;18.4;26.9
1842;131 Beroepssegment overig;2018;127;13.8;19.3;27.7
1843;131 Beroepssegment overig;2019;89;14.0;19.1;26.2
1844;131 Beroepssegment overig;2020;119;13.9;18.5;26.6
1845;131 Beroepssegment overig;2021;119;13.1;17.7;25.1
1846;131 Beroepssegment overig;2022;87;13.2;17.7;24.5
1847;131 Beroepssegment overig;2023;86;14.1;17.7;24.1
1848;1311 Beroepsgroep overig;2013;122;14.2;19.0;26.2
1849;1311 Beroepsgroep overig;2014;112;12.3;18.2;25.4
1850;1311 Beroepsgroep overig;2015;108;12.6;17.4;24.8
1851;1311 Beroepsgroep overig;2016;124;12.0;16.3;22.7
1852;1311 Beroepsgroep overig;2017;150;13.0;18.4;26.9
1853;1311 Beroepsgroep overig;2018;127;13.8;19.3;27.7
1854;1311 Beroepsgroep overig;2019;89;14.0;19.1;26.2
1855;1311 Beroepsgroep overig;2020;119;13.9;18.5;26.6
1856;1311 Beroepsgroep overig;2021;119;13.1;17.7;25.1
1857;1311 Beroepsgroep overig;2022;87;13.2;17.7;24.5
1858;1311 Beroepsgroep overig;2023;86;14.1;17.7;24.1
