ID;VissoortenSchaalEnSchelpdieren;Perioden;Prijzen_1
1890;Langoustine (Noorse kreeft);2014 november;6219.0
1891;Langoustine (Noorse kreeft);2014 december;6354.0
1892;Langoustine (Noorse kreeft);2014 ;5745.0
1893;Langoustine (Noorse kreeft);2015 januari;6597.0
1894;Langoustine (Noorse kreeft);2015 februari;6111.0
1895;Langoustine (Noorse kreeft);2015 maart;8247.0
1896;Langoustine (Noorse kreeft);2015 april;6521.0
1897;Langoustine (Noorse kreeft);2015 mei;7134.0
1898;Langoustine (Noorse kreeft);2015 juni;6523.0
1899;Langoustine (Noorse kreeft);2015 juli;6239.0
1900;Langoustine (Noorse kreeft);2015  augustus;6284.0
1901;Langoustine (Noorse kreeft);2015 september;6014.0
1902;Langoustine (Noorse kreeft);2015 oktober;6665.0
1903;Langoustine (Noorse kreeft);2015 november;6801.0
1904;Langoustine (Noorse kreeft);2015 december;6873.0
1905;Langoustine (Noorse kreeft);2015 ;6401.0
1906;Langoustine (Noorse kreeft);2016  januari;7794.0
1907;Langoustine (Noorse kreeft);2016 februari;8427.0
1908;Langoustine (Noorse kreeft);2016 maart;7771.0
1909;Langoustine (Noorse kreeft);2016 april;6498.0
1910;Langoustine (Noorse kreeft);2016 mei;7221.0
1911;Langoustine (Noorse kreeft);2016 juni;7889.0
1912;Langoustine (Noorse kreeft);2016 juli;6429.0
1913;Langoustine (Noorse kreeft);2016 augustus;6412.0
1914;Langoustine (Noorse kreeft);2016 september;6553.0
1915;Langoustine (Noorse kreeft);2016 oktober;6507.0
1916;Langoustine (Noorse kreeft);2016 november;6209.0
1917;Langoustine (Noorse kreeft);2016 december;6654.0
1918;Langoustine (Noorse kreeft);2016;6775.0
1919;Langoustine (Noorse kreeft);2017 januari;6550.0
1920;Langoustine (Noorse kreeft);2017 februari;6763.0
1921;Langoustine (Noorse kreeft);2017 maart;6079.0
1922;Langoustine (Noorse kreeft);2017 april;6993.0
1923;Langoustine (Noorse kreeft);2017 mei;6373.0
1924;Langoustine (Noorse kreeft);2017 juni;7065.0
1925;Langoustine (Noorse kreeft);2017 juli;6910.0
1926;Langoustine (Noorse kreeft);2017 augustus;6311.0
1927;Langoustine (Noorse kreeft);2017 september;6392.0
1928;Langoustine (Noorse kreeft);2017 oktober;6497.0
1929;Langoustine (Noorse kreeft);2017 november;7091.0
1930;Langoustine (Noorse kreeft);2017 december;6514.0
1931;Langoustine (Noorse kreeft);2017;6627.0
1932;Langoustine (Noorse kreeft);2018 januari;5744.0
1933;Langoustine (Noorse kreeft);2018 februari;6078.0
1934;Langoustine (Noorse kreeft);2018 maart;5609.0
1935;Langoustine (Noorse kreeft);2018 april;5451.0
1936;Langoustine (Noorse kreeft);2018 mei;5801.0
1937;Langoustine (Noorse kreeft);2018 juni;5998.0
1938;Langoustine (Noorse kreeft);2018 juli;6538.0
1939;Langoustine (Noorse kreeft);2018 augustus;5664.0
1940;Langoustine (Noorse kreeft);2018 september;5954.0
1941;Langoustine (Noorse kreeft);2018 oktober;6394.0
1942;Langoustine (Noorse kreeft);2018 november;6310.0
1943;Langoustine (Noorse kreeft);2018 december;6159.0
1944;Langoustine (Noorse kreeft);2018;6049.0
1945;Langoustine (Noorse kreeft);2019 januari;5784.0
1946;Langoustine (Noorse kreeft);2019 februari;6112.0
1947;Langoustine (Noorse kreeft);2019 maart;6100.0
1948;Langoustine (Noorse kreeft);2019 april ;5952.0
1949;Langoustine (Noorse kreeft);2019 mei;5907.0
1950;Langoustine (Noorse kreeft);2019 juni;5875.0
1951;Langoustine (Noorse kreeft);2019 juli;5324.0
1952;Langoustine (Noorse kreeft);2019 augustus;5313.0
1953;Langoustine (Noorse kreeft);2019 september;6128.0
1954;Langoustine (Noorse kreeft);2019 oktober;5953.0
1955;Langoustine (Noorse kreeft);2019 november;5340.0
1956;Langoustine (Noorse kreeft);2019 december;4861.0
1957;Langoustine (Noorse kreeft);2019;5677.0
1958;Langoustine (Noorse kreeft);2020 januari;4300.0
1959;Langoustine (Noorse kreeft);2020 februari;4834.0
1960;Langoustine (Noorse kreeft);2020 maart;4521.0
1961;Langoustine (Noorse kreeft);2020 april;3922.0
1962;Langoustine (Noorse kreeft);2020 mei;3511.0
1963;Langoustine (Noorse kreeft);2020 juni;3882.0
1964;Langoustine (Noorse kreeft);2020 juli;3802.0
1965;Langoustine (Noorse kreeft);2020 augustus;3330.0
1966;Langoustine (Noorse kreeft);2020 september;3496.0
1967;Langoustine (Noorse kreeft);2020 oktober;3661.0
1968;Langoustine (Noorse kreeft);2020 november;4172.0
1969;Langoustine (Noorse kreeft);2020 december;4583.0
1970;Langoustine (Noorse kreeft);2020;3800.0
1971;Langoustine (Noorse kreeft);2021 januari;4532.0
1972;Langoustine (Noorse kreeft);2021 februari;4699.0
1973;Langoustine (Noorse kreeft);2021 maart;4782.0
1974;Langoustine (Noorse kreeft);2021 april;4952.0
1975;Langoustine (Noorse kreeft);2021 mei;5395.0
1976;Langoustine (Noorse kreeft);2021 juni;5303.0
1977;Langoustine (Noorse kreeft);2021 juli;5318.0
1978;Langoustine (Noorse kreeft);2021 augustus;4984.0
1979;Langoustine (Noorse kreeft);2021 september;4874.0
1980;Langoustine (Noorse kreeft);2021 oktober;4808.0
1981;Langoustine (Noorse kreeft);2021 november;5385.0
1982;Langoustine (Noorse kreeft);2021 december;6479.0
1983;Langoustine (Noorse kreeft);2021 ;5028.0
1984;Langoustine (Noorse kreeft);2022  januari;6325.0
1985;Langoustine (Noorse kreeft);2022 februari;5720.0
1986;Langoustine (Noorse kreeft);2022 maart;6853.0
1987;Langoustine (Noorse kreeft);2022 april;7124.0
1988;Langoustine (Noorse kreeft);2022 mei;7182.0
1989;Langoustine (Noorse kreeft);2022 juni;7645.0
1990;Langoustine (Noorse kreeft);2022 juli;7925.0
1991;Langoustine (Noorse kreeft);2022 augustus;7337.0
1992;Langoustine (Noorse kreeft);2022 september;6614.0
1993;Langoustine (Noorse kreeft);2022 oktober;7141.0
1994;Langoustine (Noorse kreeft);2022 november;7352.0
1995;Langoustine (Noorse kreeft);2022 december;7801.0
1996;Langoustine (Noorse kreeft);2022;7309.0
1997;Langoustine (Noorse kreeft);2023 januari;7498.0
1998;Langoustine (Noorse kreeft);2023 februari;7407.0
1999;Langoustine (Noorse kreeft);2023 maart;7426.0
2000;Langoustine (Noorse kreeft);2023 april;7610.0
2001;Langoustine (Noorse kreeft);2023 mei;6656.0
2002;Langoustine (Noorse kreeft);2023 juni;7146.0
2003;Langoustine (Noorse kreeft);2023 juli;7420.0
2004;Langoustine (Noorse kreeft);2023 augustus;6932.0
2005;Langoustine (Noorse kreeft);2023 september;6432.0
2006;Langoustine (Noorse kreeft);2023 oktober;5606.0
2007;Langoustine (Noorse kreeft);2023 november;6430.0
2008;Langoustine (Noorse kreeft);2023 december;7737.0
2009;Langoustine (Noorse kreeft);2023;6947.0
2010;Langoustine (Noorse kreeft);2024 januari;7873.0
2011;Langoustine (Noorse kreeft);2024 februari;7947.0
2012;Langoustine (Noorse kreeft);2024 maart;7754.0
2013;Langoustine (Noorse kreeft);2024 april;7362.0
2014;Langoustine (Noorse kreeft);2024 mei;7509.0
2015;Langoustine (Noorse kreeft);2024 juni;8063.0
2016;Langoustine (Noorse kreeft);2024 juli ;7262.0
2017;Langoustine (Noorse kreeft);2024 augustus;7573.0
2018;Langoustine (Noorse kreeft);2024 september;7551.0
2019;Langoustine (Noorse kreeft);2024 oktober;7333.0
2020;Langoustine (Noorse kreeft);2024 november;8041.0
2021;Langoustine (Noorse kreeft);2024 december;8678.0
2022;Langoustine (Noorse kreeft);2024 ;7516.0
2023;Langoustine (Noorse kreeft);2025 januari;7103.0
2024;Langoustine (Noorse kreeft);2025 februari;8280.0
2025;Mossel;1994 januari;
2026;Mossel;1994 februari;
2027;Mossel;1994 maart;
2028;Mossel;1994 april;
2029;Mossel;1994 mei;
2030;Mossel;1994 juni;
2031;Mossel;1994 juli;
2032;Mossel;1994 augustus;
2033;Mossel;1994 september;
2034;Mossel;1994 oktober;
2035;Mossel;1994 november;
2036;Mossel;1994 december;
2037;Mossel;1994;
2038;Mossel;1995 januari;
2039;Mossel;1995 februari;
2040;Mossel;1995 maart;
2041;Mossel;1995 april;
2042;Mossel;1995 mei;
2043;Mossel;1995 juni;
2044;Mossel;1995 juli;
2045;Mossel;1995 augustus;
2046;Mossel;1995 september;
2047;Mossel;1995 oktober;
2048;Mossel;1995 november;
2049;Mossel;1995 december;
2050;Mossel;1995;
2051;Mossel;1996 januari;
2052;Mossel;1996 februari;
2053;Mossel;1996 maart;
2054;Mossel;1996 april;
2055;Mossel;1996 mei;
2056;Mossel;1996 juni;
2057;Mossel;1996 juli;
2058;Mossel;1996 augustus;
2059;Mossel;1996 september;
2060;Mossel;1996 oktober;
2061;Mossel;1996 november;
2062;Mossel;1996 december;
2063;Mossel;1996;
2064;Mossel;1997 januari;
2065;Mossel;1997 februari;
2066;Mossel;1997 maart;
2067;Mossel;1997 april;
2068;Mossel;1997 mei;
2069;Mossel;1997 juni;
2070;Mossel;1997 juli;
2071;Mossel;1997 augustus;
2072;Mossel;1997 september;
2073;Mossel;1997 oktober;
2074;Mossel;1997 november;
2075;Mossel;1997 december;
2076;Mossel;1997;
2077;Mossel;1998 januari;
2078;Mossel;1998 februari;
2079;Mossel;1998 maart;
2080;Mossel;1998 april;
2081;Mossel;1998 mei;
2082;Mossel;1998 juni;
2083;Mossel;1998 juli;
2084;Mossel;1998 augustus;
2085;Mossel;1998 september;
2086;Mossel;1998 oktober;
2087;Mossel;1998 november;
2088;Mossel;1998 december;
2089;Mossel;1998;
2090;Mossel;1999 januari;
2091;Mossel;1999 februari;
2092;Mossel;1999 maart;
2093;Mossel;1999 april;
2094;Mossel;1999 mei;
2095;Mossel;1999 juni;
2096;Mossel;1999 juli;
2097;Mossel;1999 augustus;
2098;Mossel;1999 september;
2099;Mossel;1999 oktober;
2100;Mossel;1999 november;
2101;Mossel;1999 december;
2102;Mossel;1999;
2103;Mossel;2000 januari;
2104;Mossel;2000 februari;
2105;Mossel;2000 maart;
2106;Mossel;2000 april;
2107;Mossel;2000 mei;
2108;Mossel;2000 juni;
2109;Mossel;2000 juli;
2110;Mossel;2000 augustus;
2111;Mossel;2000 september;
2112;Mossel;2000 oktober;
2113;Mossel;2000 november;
2114;Mossel;2000 december;
2115;Mossel;2000;
2116;Mossel;2001 januari;
2117;Mossel;2001 februari;
2118;Mossel;2001 maart;
2119;Mossel;2001 april;
2120;Mossel;2001 mei;
2121;Mossel;2001 juni;
2122;Mossel;2001 juli;
2123;Mossel;2001 augustus;
2124;Mossel;2001 september;
2125;Mossel;2001 oktober;
2126;Mossel;2001 november;
2127;Mossel;2001 december;
2128;Mossel;2001;
2129;Mossel;2002 januari;
2130;Mossel;2002 februari;
2131;Mossel;2002 maart;
2132;Mossel;2002 april;
2133;Mossel;2002 mei;
2134;Mossel;2002 juni;
2135;Mossel;2002 juli;2168.0
2136;Mossel;2002 augustus;1535.0
2137;Mossel;2002 september;1257.0
2138;Mossel;2002 oktober;995.0
2139;Mossel;2002 november;943.0
2140;Mossel;2002 december;891.0
2141;Mossel;2002;
2142;Mossel;2003 januari;819.0
2143;Mossel;2003 februari;842.0
2144;Mossel;2003 maart;1164.0
2145;Mossel;2003 april;613.0
2146;Mossel;2003 mei;828.0
2147;Mossel;2003 juni;2318.0
2148;Mossel;2003 juli;1602.0
2149;Mossel;2003 augustus;1112.0
2150;Mossel;2003 september;878.0
2151;Mossel;2003 oktober;889.0
2152;Mossel;2003 november;947.0
2153;Mossel;2003 december;933.0
2154;Mossel;2003;1279.0
2155;Mossel;2004 januari;467.0
2156;Mossel;2004 februari;679.0
2157;Mossel;2004 maart;1300.0
2158;Mossel;2004 april;
2159;Mossel;2004 mei;
2160;Mossel;2004 juni;1323.0
2161;Mossel;2004 juli;1023.0
2162;Mossel;2004 augustus;825.0
2163;Mossel;2004 september;816.0
2164;Mossel;2004 oktober;832.0
2165;Mossel;2004 november;637.0
2166;Mossel;2004 december;595.0
2167;Mossel;2004;882.0
2168;Mossel;2005 januari;464.0
2169;Mossel;2005 februari;512.0
2170;Mossel;2005 maart;463.0
2171;Mossel;2005 april;
2172;Mossel;2005 mei;400.0
2173;Mossel;2005 juni;1154.0
2174;Mossel;2005 juli;1087.0
2175;Mossel;2005 augustus;899.0
2176;Mossel;2005 september;839.0
2177;Mossel;2005 oktober;944.0
2178;Mossel;2005 november;898.0
2179;Mossel;2005 december;737.0
2180;Mossel;2005;936.0
2181;Mossel;2006 januari;773.0
2182;Mossel;2006 februari;854.0
2183;Mossel;2006 maart;895.0
2184;Mossel;2006 april;
2185;Mossel;2006 mei;
2186;Mossel;2006 juni;
2187;Mossel;2006 juli;2110.0
2188;Mossel;2006 augustus;1731.0
2189;Mossel;2006 september;1464.0
2190;Mossel;2006 oktober;1125.0
2191;Mossel;2006 november;1100.0
2192;Mossel;2006 december;986.0
2193;Mossel;2006;1515.0
2194;Mossel;2007 januari;1243.0
2195;Mossel;2007 februari;1027.0
2196;Mossel;2007 maart;
2197;Mossel;2007 april;
2198;Mossel;2007 mei;
2199;Mossel;2007 juni;1977.0
2200;Mossel;2007 juli;1861.0
2201;Mossel;2007 augustus;1711.0
2202;Mossel;2007 september;1448.0
2203;Mossel;2007 oktober;1230.0
2204;Mossel;2007 november;1092.0
2205;Mossel;2007 december;625.0
2206;Mossel;2007;1608.0
2207;Mossel;2008 januari;342.0
2208;Mossel;2008 februari;533.0
2209;Mossel;2008 maart;
2210;Mossel;2008 april;
2211;Mossel;2008 mei;
2212;Mossel;2008 juni;
2213;Mossel;2008 juli;2374.0
2214;Mossel;2008 augustus;1901.0
2215;Mossel;2008 september;1614.0
2216;Mossel;2008 oktober;1458.0
2217;Mossel;2008 november;1491.0
2218;Mossel;2008 december;1391.0
2219;Mossel;2008;1803.0
2220;Mossel;2009 januari;993.0
2221;Mossel;2009 februari;1448.0
2222;Mossel;2009 maart;
2223;Mossel;2009 april;
2224;Mossel;2009 mei;
2225;Mossel;2009 juni;1865.0
2226;Mossel;2009 juli;1378.0
2227;Mossel;2009 augustus;1188.0
2228;Mossel;2009 september;1023.0
2229;Mossel;2009 oktober;1277.0
2230;Mossel;2009 november;1146.0
2231;Mossel;2009 december;943.0
2232;Mossel;2009;1224.0
2233;Mossel;2010 januari;801.0
2234;Mossel;2010 februari;903.0
2235;Mossel;2010 maart;
2236;Mossel;2010 april;
2237;Mossel;2010 mei;
2238;Mossel;2010 juni;1799.0
2239;Mossel;2010 juli;1361.0
2240;Mossel;2010 augustus;1286.0
2241;Mossel;2010 september;1048.0
2242;Mossel;2010 oktober;1190.0
2243;Mossel;2010 november;1179.0
2244;Mossel;2010 december;1259.0
2245;Mossel;2010;1230.0
2246;Mossel;2011 januari;905.0
2247;Mossel;2011 februari;927.0
2248;Mossel;2011 maart;
2249;Mossel;2011 april;
2250;Mossel;2011 mei;
2251;Mossel;2011 juni;
2252;Mossel;2011 juli;1826.0
2253;Mossel;2011 augustus;1342.0
2254;Mossel;2011 september;1273.0
2255;Mossel;2011 oktober;1244.0
2256;Mossel;2011 november;1211.0
2257;Mossel;2011 december;1046.0
2258;Mossel;2011;1348.0
2259;Mossel;2012 januari;764.0
2260;Mossel;2012 februari;1204.0
2261;Mossel;2012 maart;978.0
2262;Mossel;2012 april;
2263;Mossel;2012 mei;
2264;Mossel;2012 juni;2715.0
2265;Mossel;2012 juli;2130.0
2266;Mossel;2012 augustus;1706.0
2267;Mossel;2012 september;1457.0
2268;Mossel;2012 oktober;1407.0
2269;Mossel;2012 november;1126.0
2270;Mossel;2012 december;1041.0
2271;Mossel;2012;1724.0
2272;Mossel;2013 januari;909.0
2273;Mossel;2013 februari;817.0
2274;Mossel;2013 maart;888.0
2275;Mossel;2013 april;761.0
2276;Mossel;2013 mei;
2277;Mossel;2013 juni;
2278;Mossel;2013 juli;2578.0
2279;Mossel;2013 augustus;2385.0
2280;Mossel;2013 september;1777.0
2281;Mossel;2013 oktober;1613.0
2282;Mossel;2013 november;1392.0
2283;Mossel;2013 december;974.0
2284;Mossel;2013;1963.0
2285;Mossel;2014 januari;1144.0
2286;Mossel;2014 februari;
2287;Mossel;2014 maart;
2288;Mossel;2014 april;
2289;Mossel;2014 mei;
2290;Mossel;2014 juni;1701.0
2291;Mossel;2014 juli;1311.0
2292;Mossel;2014 augustus;1140.0
2293;Mossel;2014 september;1086.0
2294;Mossel;2014 oktober;1110.0
2295;Mossel;2014 november;942.0
2296;Mossel;2014 december;752.0
2297;Mossel;2014 ;1123.0
2298;Mossel;2015 januari;784.0
2299;Mossel;2015 februari;791.0
2300;Mossel;2015 maart;823.0
2301;Mossel;2015 april;899.0
2302;Mossel;2015 mei;
2303;Mossel;2015 juni;2124.0
2304;Mossel;2015 juli;1469.0
2305;Mossel;2015  augustus;1117.0
2306;Mossel;2015 september;981.0
2307;Mossel;2015 oktober;824.0
2308;Mossel;2015 november;645.0
2309;Mossel;2015 december;616.0
2310;Mossel;2015 ;1058.0
2311;Mossel;2016  januari;688.0
2312;Mossel;2016 februari;623.0
2313;Mossel;2016 maart;659.0
2314;Mossel;2016 april;
2315;Mossel;2016 mei;
2316;Mossel;2016 juni;1051.0
2317;Mossel;2016 juli;1052.0
2318;Mossel;2016 augustus;1003.0
2319;Mossel;2016 september;830.0
2320;Mossel;2016 oktober;780.0
2321;Mossel;2016 november;647.0
2322;Mossel;2016 december;502.0
2323;Mossel;2016;843.0
2324;Mossel;2017 januari;493.0
2325;Mossel;2017 februari;539.0
2326;Mossel;2017 maart;531.0
2327;Mossel;2017 april;500.0
2328;Mossel;2017 mei;
2329;Mossel;2017 juni;1381.0
2330;Mossel;2017 juli;1199.0
2331;Mossel;2017 augustus;955.0
2332;Mossel;2017 september;991.0
2333;Mossel;2017 oktober;1359.0
2334;Mossel;2017 november;1110.0
2335;Mossel;2017 december;758.0
2336;Mossel;2017;1069.0
2337;Mossel;2018 januari;742.0
2338;Mossel;2018 februari;697.0
2339;Mossel;2018 maart;698.0
2340;Mossel;2018 april;850.0
2341;Mossel;2018 mei;
2342;Mossel;2018 juni;1564.0
2343;Mossel;2018 juli;1300.0
2344;Mossel;2018 augustus;1452.0
2345;Mossel;2018 september;1251.0
2346;Mossel;2018 oktober;1109.0
2347;Mossel;2018 november;897.0
2348;Mossel;2018 december;755.0
2349;Mossel;2018;1134.0
2350;Mossel;2019 januari;676.0
2351;Mossel;2019 februari;657.0
2352;Mossel;2019 maart;607.0
2353;Mossel;2019 april ;630.0
2354;Mossel;2019 mei;
2355;Mossel;2019 juni;1279.0
2356;Mossel;2019 juli;1434.0
2357;Mossel;2019 augustus;1501.0
2358;Mossel;2019 september;1483.0
2359;Mossel;2019 oktober;1165.0
2360;Mossel;2019 november;898.0
2361;Mossel;2019 december;874.0
2362;Mossel;2019;1197.0
2363;Mossel;2020 januari;658.0
2364;Mossel;2020 februari;646.0
2365;Mossel;2020 maart;635.0
2366;Mossel;2020 april;650.0
2367;Mossel;2020 mei;650.0
2368;Mossel;2020 juni;1373.0
2369;Mossel;2020 juli;1562.0
2370;Mossel;2020 augustus;1521.0
2371;Mossel;2020 september;1465.0
2372;Mossel;2020 oktober;1485.0
2373;Mossel;2020 november;1330.0
2374;Mossel;2020 december;1133.0
2375;Mossel;2020;1399.0
2376;Mossel;2021 januari;1001.0
2377;Mossel;2021 februari;1026.0
2378;Mossel;2021 maart;945.0
2379;Mossel;2021 april;
2380;Mossel;2021 mei;
2381;Mossel;2021 juni;1900.0
2382;Mossel;2021 juli;2431.0
2383;Mossel;2021 augustus;2325.0
2384;Mossel;2021 september;2152.0
2385;Mossel;2021 oktober;1649.0
2386;Mossel;2021 november;1450.0
2387;Mossel;2021 december;1128.0
2388;Mossel;2021 ;1990.0
2389;Mossel;2022  januari;1276.0
2390;Mossel;2022 februari;868.0
2391;Mossel;2022 maart;790.0
2392;Mossel;2022 april;837.0
2393;Mossel;2022 mei;
2394;Mossel;2022 juni;1982.0
2395;Mossel;2022 juli;2033.0
2396;Mossel;2022 augustus;1900.0
2397;Mossel;2022 september;1702.0
2398;Mossel;2022 oktober;1598.0
2399;Mossel;2022 november;1618.0
2400;Mossel;2022 december;1265.0
2401;Mossel;2022;1750.0
2402;Mossel;2023 januari;1407.0
2403;Mossel;2023 februari;1586.0
2404;Mossel;2023 maart;1000.0
2405;Mossel;2023 april;
2406;Mossel;2023 mei;1993.0
2407;Mossel;2023 juni;1829.0
2408;Mossel;2023 juli;2237.0
2409;Mossel;2023 augustus;1965.0
2410;Mossel;2023 september;1800.0
2411;Mossel;2023 oktober;1345.0
2412;Mossel;2023 november;1175.0
2413;Mossel;2023 december;931.0
2414;Mossel;2023;1714.0
2415;Mossel;2024 januari;670.0
2416;Mossel;2024 februari;770.0
2417;Mossel;2024 maart;1280.0
2418;Mossel;2024 april;907.0
2419;Mossel;2024 mei;1000.0
2420;Mossel;2024 juni;2391.0
2421;Mossel;2024 juli ;2219.0
2422;Mossel;2024 augustus;1972.0
2423;Mossel;2024 september;1613.0
2424;Mossel;2024 oktober;1394.0
2425;Mossel;2024 november;1323.0
2426;Mossel;2024 december;1264.0
2427;Mossel;2024 ;1652.0
2428;Mossel;2025 januari;1006.0
2429;Mossel;2025 februari;1023.0
2430;Oesters;1994 januari;
2431;Oesters;1994 februari;
2432;Oesters;1994 maart;
2433;Oesters;1994 april;
2434;Oesters;1994 mei;
2435;Oesters;1994 juni;
2436;Oesters;1994 juli;
2437;Oesters;1994 augustus;
2438;Oesters;1994 september;
2439;Oesters;1994 oktober;
2440;Oesters;1994 november;
2441;Oesters;1994 december;
2442;Oesters;1994;
2443;Oesters;1995 januari;
2444;Oesters;1995 februari;
2445;Oesters;1995 maart;
2446;Oesters;1995 april;
2447;Oesters;1995 mei;
2448;Oesters;1995 juni;
2449;Oesters;1995 juli;
2450;Oesters;1995 augustus;
2451;Oesters;1995 september;
2452;Oesters;1995 oktober;
2453;Oesters;1995 november;
2454;Oesters;1995 december;
2455;Oesters;1995;
2456;Oesters;1996 januari;
2457;Oesters;1996 februari;
2458;Oesters;1996 maart;
2459;Oesters;1996 april;
2460;Oesters;1996 mei;
2461;Oesters;1996 juni;
2462;Oesters;1996 juli;
2463;Oesters;1996 augustus;
2464;Oesters;1996 september;
2465;Oesters;1996 oktober;
2466;Oesters;1996 november;
2467;Oesters;1996 december;
2468;Oesters;1996;
2469;Oesters;1997 januari;
2470;Oesters;1997 februari;
2471;Oesters;1997 maart;
2472;Oesters;1997 april;
2473;Oesters;1997 mei;
2474;Oesters;1997 juni;
2475;Oesters;1997 juli;
2476;Oesters;1997 augustus;
2477;Oesters;1997 september;
2478;Oesters;1997 oktober;
2479;Oesters;1997 november;
2480;Oesters;1997 december;
2481;Oesters;1997;
2482;Oesters;1998 januari;
2483;Oesters;1998 februari;
2484;Oesters;1998 maart;
2485;Oesters;1998 april;
2486;Oesters;1998 mei;
2487;Oesters;1998 juni;
2488;Oesters;1998 juli;
2489;Oesters;1998 augustus;
2490;Oesters;1998 september;
2491;Oesters;1998 oktober;
2492;Oesters;1998 november;
2493;Oesters;1998 december;
2494;Oesters;1998;
2495;Oesters;1999 januari;
2496;Oesters;1999 februari;
2497;Oesters;1999 maart;
2498;Oesters;1999 april;
2499;Oesters;1999 mei;
2500;Oesters;1999 juni;
2501;Oesters;1999 juli;
2502;Oesters;1999 augustus;
2503;Oesters;1999 september;
2504;Oesters;1999 oktober;
2505;Oesters;1999 november;
2506;Oesters;1999 december;
2507;Oesters;1999;
2508;Oesters;2000 januari;
2509;Oesters;2000 februari;
2510;Oesters;2000 maart;
2511;Oesters;2000 april;
2512;Oesters;2000 mei;
2513;Oesters;2000 juni;
2514;Oesters;2000 juli;
2515;Oesters;2000 augustus;
2516;Oesters;2000 september;
2517;Oesters;2000 oktober;
2518;Oesters;2000 november;
2519;Oesters;2000 december;
