ID;Geslacht;Onderwijssoort;SoortDiploma;Studierichting;Migratieachtergrond;Perioden;Gediplomeerden_1
195;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;011 Onderwijskunde, lerarenopleiding...;Onbekende migratieachtergrond;2018/'19;0
196;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;011 Onderwijskunde, lerarenopleiding...;Onbekende migratieachtergrond;2019/'20;0
197;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;011 Onderwijskunde, lerarenopleiding...;Onbekende migratieachtergrond;2020/'21;0
198;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0110 Onderwijskunde, lerarenopl. z.n.d.;Totaal;2015/'16;0
199;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0110 Onderwijskunde, lerarenopl. z.n.d.;Totaal;2016/'17;0
200;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0110 Onderwijskunde, lerarenopl. z.n.d.;Totaal;2017/'18;0
201;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0110 Onderwijskunde, lerarenopl. z.n.d.;Totaal;2018/'19;0
202;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0110 Onderwijskunde, lerarenopl. z.n.d.;Totaal;2019/'20;0
203;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0110 Onderwijskunde, lerarenopl. z.n.d.;Totaal;2020/'21;0
204;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0110 Onderwijskunde, lerarenopl. z.n.d.;Nederlandse achtergrond;2015/'16;0
205;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0110 Onderwijskunde, lerarenopl. z.n.d.;Nederlandse achtergrond;2016/'17;0
206;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0110 Onderwijskunde, lerarenopl. z.n.d.;Nederlandse achtergrond;2017/'18;0
207;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0110 Onderwijskunde, lerarenopl. z.n.d.;Nederlandse achtergrond;2018/'19;0
208;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0110 Onderwijskunde, lerarenopl. z.n.d.;Nederlandse achtergrond;2019/'20;0
209;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0110 Onderwijskunde, lerarenopl. z.n.d.;Nederlandse achtergrond;2020/'21;0
210;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0110 Onderwijskunde, lerarenopl. z.n.d.;Met migratieachtergrond;2015/'16;0
211;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0110 Onderwijskunde, lerarenopl. z.n.d.;Met migratieachtergrond;2016/'17;0
212;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0110 Onderwijskunde, lerarenopl. z.n.d.;Met migratieachtergrond;2017/'18;0
213;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0110 Onderwijskunde, lerarenopl. z.n.d.;Met migratieachtergrond;2018/'19;0
214;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0110 Onderwijskunde, lerarenopl. z.n.d.;Met migratieachtergrond;2019/'20;0
215;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0110 Onderwijskunde, lerarenopl. z.n.d.;Met migratieachtergrond;2020/'21;0
216;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0110 Onderwijskunde, lerarenopl. z.n.d.;Westerse migratieachtergrond;2015/'16;0
217;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0110 Onderwijskunde, lerarenopl. z.n.d.;Westerse migratieachtergrond;2016/'17;0
218;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0110 Onderwijskunde, lerarenopl. z.n.d.;Westerse migratieachtergrond;2017/'18;0
219;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0110 Onderwijskunde, lerarenopl. z.n.d.;Westerse migratieachtergrond;2018/'19;0
220;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0110 Onderwijskunde, lerarenopl. z.n.d.;Westerse migratieachtergrond;2019/'20;0
221;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0110 Onderwijskunde, lerarenopl. z.n.d.;Westerse migratieachtergrond;2020/'21;0
222;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0110 Onderwijskunde, lerarenopl. z.n.d.;Niet-westerse migratieachtergrond;2015/'16;0
223;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0110 Onderwijskunde, lerarenopl. z.n.d.;Niet-westerse migratieachtergrond;2016/'17;0
224;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0110 Onderwijskunde, lerarenopl. z.n.d.;Niet-westerse migratieachtergrond;2017/'18;0
225;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0110 Onderwijskunde, lerarenopl. z.n.d.;Niet-westerse migratieachtergrond;2018/'19;0
226;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0110 Onderwijskunde, lerarenopl. z.n.d.;Niet-westerse migratieachtergrond;2019/'20;0
227;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0110 Onderwijskunde, lerarenopl. z.n.d.;Niet-westerse migratieachtergrond;2020/'21;0
228;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0110 Onderwijskunde, lerarenopl. z.n.d.;Turkije;2015/'16;0
229;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0110 Onderwijskunde, lerarenopl. z.n.d.;Turkije;2016/'17;0
230;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0110 Onderwijskunde, lerarenopl. z.n.d.;Turkije;2017/'18;0
231;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0110 Onderwijskunde, lerarenopl. z.n.d.;Turkije;2018/'19;0
232;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0110 Onderwijskunde, lerarenopl. z.n.d.;Turkije;2019/'20;0
233;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0110 Onderwijskunde, lerarenopl. z.n.d.;Turkije;2020/'21;0
234;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0110 Onderwijskunde, lerarenopl. z.n.d.;Marokko;2015/'16;0
235;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0110 Onderwijskunde, lerarenopl. z.n.d.;Marokko;2016/'17;0
236;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0110 Onderwijskunde, lerarenopl. z.n.d.;Marokko;2017/'18;0
237;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0110 Onderwijskunde, lerarenopl. z.n.d.;Marokko;2018/'19;0
238;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0110 Onderwijskunde, lerarenopl. z.n.d.;Marokko;2019/'20;0
239;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0110 Onderwijskunde, lerarenopl. z.n.d.;Marokko;2020/'21;0
240;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0110 Onderwijskunde, lerarenopl. z.n.d.;Suriname;2015/'16;0
241;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0110 Onderwijskunde, lerarenopl. z.n.d.;Suriname;2016/'17;0
242;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0110 Onderwijskunde, lerarenopl. z.n.d.;Suriname;2017/'18;0
243;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0110 Onderwijskunde, lerarenopl. z.n.d.;Suriname;2018/'19;0
244;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0110 Onderwijskunde, lerarenopl. z.n.d.;Suriname;2019/'20;0
245;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0110 Onderwijskunde, lerarenopl. z.n.d.;Suriname;2020/'21;0
246;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0110 Onderwijskunde, lerarenopl. z.n.d.;(voormalige) Nederlandse Antillen, Aruba;2015/'16;0
247;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0110 Onderwijskunde, lerarenopl. z.n.d.;(voormalige) Nederlandse Antillen, Aruba;2016/'17;0
248;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0110 Onderwijskunde, lerarenopl. z.n.d.;(voormalige) Nederlandse Antillen, Aruba;2017/'18;0
249;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0110 Onderwijskunde, lerarenopl. z.n.d.;(voormalige) Nederlandse Antillen, Aruba;2018/'19;0
250;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0110 Onderwijskunde, lerarenopl. z.n.d.;(voormalige) Nederlandse Antillen, Aruba;2019/'20;0
251;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0110 Onderwijskunde, lerarenopl. z.n.d.;(voormalige) Nederlandse Antillen, Aruba;2020/'21;0
252;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0110 Onderwijskunde, lerarenopl. z.n.d.;Overige niet-westerse migratieachterg...;2015/'16;0
253;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0110 Onderwijskunde, lerarenopl. z.n.d.;Overige niet-westerse migratieachterg...;2016/'17;0
254;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0110 Onderwijskunde, lerarenopl. z.n.d.;Overige niet-westerse migratieachterg...;2017/'18;0
255;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0110 Onderwijskunde, lerarenopl. z.n.d.;Overige niet-westerse migratieachterg...;2018/'19;0
256;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0110 Onderwijskunde, lerarenopl. z.n.d.;Overige niet-westerse migratieachterg...;2019/'20;0
257;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0110 Onderwijskunde, lerarenopl. z.n.d.;Overige niet-westerse migratieachterg...;2020/'21;0
258;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0110 Onderwijskunde, lerarenopl. z.n.d.;Onbekende migratieachtergrond;2015/'16;0
259;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0110 Onderwijskunde, lerarenopl. z.n.d.;Onbekende migratieachtergrond;2016/'17;0
260;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0110 Onderwijskunde, lerarenopl. z.n.d.;Onbekende migratieachtergrond;2017/'18;0
261;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0110 Onderwijskunde, lerarenopl. z.n.d.;Onbekende migratieachtergrond;2018/'19;0
262;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0110 Onderwijskunde, lerarenopl. z.n.d.;Onbekende migratieachtergrond;2019/'20;0
263;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0110 Onderwijskunde, lerarenopl. z.n.d.;Onbekende migratieachtergrond;2020/'21;0
264;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0111 Onderwijskunde;Totaal;2015/'16;50
265;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0111 Onderwijskunde;Totaal;2016/'17;66
266;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0111 Onderwijskunde;Totaal;2017/'18;134
267;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0111 Onderwijskunde;Totaal;2018/'19;134
268;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0111 Onderwijskunde;Totaal;2019/'20;251
269;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0111 Onderwijskunde;Totaal;2020/'21;407
270;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0111 Onderwijskunde;Nederlandse achtergrond;2015/'16;28
271;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0111 Onderwijskunde;Nederlandse achtergrond;2016/'17;50
272;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0111 Onderwijskunde;Nederlandse achtergrond;2017/'18;96
273;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0111 Onderwijskunde;Nederlandse achtergrond;2018/'19;109
274;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0111 Onderwijskunde;Nederlandse achtergrond;2019/'20;226
275;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0111 Onderwijskunde;Nederlandse achtergrond;2020/'21;346
276;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0111 Onderwijskunde;Met migratieachtergrond;2015/'16;22
277;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0111 Onderwijskunde;Met migratieachtergrond;2016/'17;16
278;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0111 Onderwijskunde;Met migratieachtergrond;2017/'18;38
279;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0111 Onderwijskunde;Met migratieachtergrond;2018/'19;25
280;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0111 Onderwijskunde;Met migratieachtergrond;2019/'20;25
281;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0111 Onderwijskunde;Met migratieachtergrond;2020/'21;61
282;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0111 Onderwijskunde;Westerse migratieachtergrond;2015/'16;3
283;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0111 Onderwijskunde;Westerse migratieachtergrond;2016/'17;5
284;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0111 Onderwijskunde;Westerse migratieachtergrond;2017/'18;5
285;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0111 Onderwijskunde;Westerse migratieachtergrond;2018/'19;5
286;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0111 Onderwijskunde;Westerse migratieachtergrond;2019/'20;9
287;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0111 Onderwijskunde;Westerse migratieachtergrond;2020/'21;15
288;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0111 Onderwijskunde;Niet-westerse migratieachtergrond;2015/'16;19
289;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0111 Onderwijskunde;Niet-westerse migratieachtergrond;2016/'17;11
290;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0111 Onderwijskunde;Niet-westerse migratieachtergrond;2017/'18;33
291;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0111 Onderwijskunde;Niet-westerse migratieachtergrond;2018/'19;20
292;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0111 Onderwijskunde;Niet-westerse migratieachtergrond;2019/'20;16
293;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0111 Onderwijskunde;Niet-westerse migratieachtergrond;2020/'21;46
294;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0111 Onderwijskunde;Turkije;2015/'16;1
295;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0111 Onderwijskunde;Turkije;2016/'17;4
296;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0111 Onderwijskunde;Turkije;2017/'18;8
297;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0111 Onderwijskunde;Turkije;2018/'19;1
298;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0111 Onderwijskunde;Turkije;2019/'20;5
299;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0111 Onderwijskunde;Turkije;2020/'21;18
300;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0111 Onderwijskunde;Marokko;2015/'16;3
301;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0111 Onderwijskunde;Marokko;2016/'17;2
302;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0111 Onderwijskunde;Marokko;2017/'18;7
303;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0111 Onderwijskunde;Marokko;2018/'19;4
304;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0111 Onderwijskunde;Marokko;2019/'20;3
305;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0111 Onderwijskunde;Marokko;2020/'21;8
306;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0111 Onderwijskunde;Suriname;2015/'16;7
307;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0111 Onderwijskunde;Suriname;2016/'17;1
308;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0111 Onderwijskunde;Suriname;2017/'18;10
309;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0111 Onderwijskunde;Suriname;2018/'19;8
310;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0111 Onderwijskunde;Suriname;2019/'20;4
311;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0111 Onderwijskunde;Suriname;2020/'21;11
312;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0111 Onderwijskunde;(voormalige) Nederlandse Antillen, Aruba;2015/'16;3
313;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0111 Onderwijskunde;(voormalige) Nederlandse Antillen, Aruba;2016/'17;2
314;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0111 Onderwijskunde;(voormalige) Nederlandse Antillen, Aruba;2017/'18;3
315;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0111 Onderwijskunde;(voormalige) Nederlandse Antillen, Aruba;2018/'19;1
316;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0111 Onderwijskunde;(voormalige) Nederlandse Antillen, Aruba;2019/'20;2
317;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0111 Onderwijskunde;(voormalige) Nederlandse Antillen, Aruba;2020/'21;0
318;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0111 Onderwijskunde;Overige niet-westerse migratieachterg...;2015/'16;5
319;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0111 Onderwijskunde;Overige niet-westerse migratieachterg...;2016/'17;2
320;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0111 Onderwijskunde;Overige niet-westerse migratieachterg...;2017/'18;5
321;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0111 Onderwijskunde;Overige niet-westerse migratieachterg...;2018/'19;6
322;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0111 Onderwijskunde;Overige niet-westerse migratieachterg...;2019/'20;2
323;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0111 Onderwijskunde;Overige niet-westerse migratieachterg...;2020/'21;9
324;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0111 Onderwijskunde;Onbekende migratieachtergrond;2015/'16;0
325;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0111 Onderwijskunde;Onbekende migratieachtergrond;2016/'17;0
326;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0111 Onderwijskunde;Onbekende migratieachtergrond;2017/'18;0
327;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0111 Onderwijskunde;Onbekende migratieachtergrond;2018/'19;0
328;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0111 Onderwijskunde;Onbekende migratieachtergrond;2019/'20;0
329;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0111 Onderwijskunde;Onbekende migratieachtergrond;2020/'21;0
330;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0112 Opleiding kleuterleidsters;Totaal;2015/'16;0
331;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0112 Opleiding kleuterleidsters;Totaal;2016/'17;0
332;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0112 Opleiding kleuterleidsters;Totaal;2017/'18;0
333;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0112 Opleiding kleuterleidsters;Totaal;2018/'19;0
334;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0112 Opleiding kleuterleidsters;Totaal;2019/'20;0
335;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0112 Opleiding kleuterleidsters;Totaal;2020/'21;0
336;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0112 Opleiding kleuterleidsters;Nederlandse achtergrond;2015/'16;0
337;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0112 Opleiding kleuterleidsters;Nederlandse achtergrond;2016/'17;0
338;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0112 Opleiding kleuterleidsters;Nederlandse achtergrond;2017/'18;0
339;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0112 Opleiding kleuterleidsters;Nederlandse achtergrond;2018/'19;0
340;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0112 Opleiding kleuterleidsters;Nederlandse achtergrond;2019/'20;0
341;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0112 Opleiding kleuterleidsters;Nederlandse achtergrond;2020/'21;0
