ID;Persoonskenmerken;Marges;Perioden;WegenPadenPleintjesGoedOnderhouden_1;PlantsoenenEnParkenGoedOnderhouden_2;BuitenGoedVerlicht_3;GoedeSpeelplekkenVoorKinderen_4;GoedeVoorzieningenVoorJongeren_5;FysiekeVoorzieningenSchaalscore_6;MensenKennenElkaarNauwelijks_7;MensenGaanPrettigMetElkaarOm_8;GezelligeBuurtMetVeelSaamhorigheid_9;VoelMijThuisBijMensenInDezeBuurt_10;VeelContactMetAndereBuurtbewoners_11;TevredenMetSamenstellingBevolking_12;SocialeCohesieSchaalscore_13;VooruitGegaan_14;AchteruitGegaan_15;GelijkGebleven_16;RapportcijferLeefbaarheidWoonbuurt_17;ZeerTevreden_18;NietTevredenNietOntevreden_19;ZeerOntevreden_20;GeenOordeel_21;HeeftAandachtVerbeterenLeefbaarheid_22;InformeertBuurtMbtAanpakLeefbaarheid_23;BetrektBuurtBijAanpakLeefbaarheid_24;EenOfMeerVormenKomenVoor_25;ErvaartEenOfMeerVormenVanOverlast_26;RommelOpStraat_27;StraatmeubilairDatVernieldIs_28;BekladdeMurenOfGebouwen_29;Hondenpoep_30;EenOfMeerVormenFysiekeVerloedering_31;RommelOpStraat_32;StraatmeubilairDatVernieldIs_33;BekladdeMurenOfGebouwen_34;Hondenpoep_35;EenOfMeerVormenFysiekeVerloedering_36;DronkenMensenOpStraat_37;DrugsgebruikOfDrugshandel_38;OverlastDoorBuurtbewoners_39;MensenWordenOpStraatLastiggevallen_40;RondhangendeJongeren_41;EenOfMeerVormenVanSocialeOverlast_42;DronkenMensenOpStraat_43;DrugsgebruikOfDrugshandel_44;OverlastDoorBuurtbewoners_45;MensenWordenOpStraatLastiggevallen_46;RondhangendeJongeren_47;EenOfMeerVormenVanSocialeOverlast_48;TeHardRijden_49;Parkeerproblemen_50;AgressiefGedragInVerkeer_51;EenOfMeerVormenVanVerkeersoverlast_52;TeHardRijden_53;Parkeerproblemen_54;AgressiefGedragInVerkeer_55;EenOfMeerVormenVanVerkeersoverlast_56;KomtWeleensVoor_57;ErvaartVeelOverlast_58
46;Leeftijd: 15 tot 25 jaar;Waarde;2016;79.2;75.2;74.8;67.6;29.8;6.6;22.5;71.6;41.9;53.0;30.5;66.0;6.2;13.1;8.6;72.1;7.4;45.4;21.6;8.5;24.5;52.4;39.2;32.9;93.9;40.7;51.4;27.7;25.3;60.2;79.8;4.7;2.1;1.2;14.0;18.2;28.8;22.9;26.9;12.7;42.7;62.9;3.4;3.5;5.9;2.1;5.8;13.6;63.7;46.1;22.3;76.9;15.4;15.7;4.3;26.6;8.5;1.3
47;Leeftijd: 15 tot 25 jaar;Waarde;2017;78.3;73.7;73.1;66.0;27.4;6.5;23.3;72.5;42.2;52.4;29.8;66.3;6.2;13.4;9.8;70.6;7.4;44.4;21.4;8.6;25.7;52.4;38.9;32.9;93.9;41.0;52.1;27.0;24.1;60.5;79.6;4.8;1.8;1.1;14.2;18.2;28.1;23.0;26.9;11.8;40.9;62.0;2.9;3.2;5.7;2.2;5.7;13.2;63.6;47.0;22.8;77.6;16.4;16.2;4.9;27.5;8.6;1.2
48;Leeftijd: 15 tot 25 jaar;Waarde;2019;79.6;74.7;73.6;68.0;29.0;6.6;23.0;74.9;44.2;54.7;29.9;67.5;6.3;15.6;8.4;71.1;7.5;49.6;21.2;7.7;21.5;57.4;43.8;37.5;93.9;40.4;51.8;27.1;21.2;59.4;79.3;5.6;2.0;1.0;13.1;17.6;28.8;23.3;26.8;10.8;39.5;62.7;3.3;3.5;5.7;2.3;5.4;13.4;65.5;48.0;21.9;78.7;16.7;16.5;4.5;28.1;6.9;1.2
49;Leeftijd: 15 tot 25 jaar;Betrouwbaarheidsmarge;2012;1.2;1.3;1.3;1.3;1.2;0.0;1.2;1.3;1.4;1.4;1.3;1.3;0.1;1.0;0.9;1.4;0.0;1.4;1.2;0.9;1.1;1.6;1.5;1.5;0.6;1.4;1.4;1.3;1.3;1.3;1.1;0.7;0.5;0.4;1.1;1.2;1.3;1.2;1.3;1.1;1.4;1.3;0.6;0.6;0.7;0.5;0.8;1.1;1.4;1.4;1.2;1.2;1.0;1.1;0.7;1.3;0.9;0.3
50;Leeftijd: 15 tot 25 jaar;Betrouwbaarheidsmarge;2013;1.0;1.1;1.0;1.2;1.0;0.0;1.1;1.1;1.2;1.2;1.1;1.1;0.0;0.8;0.8;1.1;0.0;1.2;1.0;0.8;1.0;1.3;1.3;1.3;0.6;1.2;1.2;1.1;1.1;1.1;0.9;0.5;0.4;0.4;0.9;1.0;1.1;1.0;1.1;0.9;1.2;1.1;0.5;0.5;0.6;0.4;0.7;0.9;1.1;1.2;1.1;1.0;0.9;0.9;0.6;1.1;0.7;0.3
51;Leeftijd: 15 tot 25 jaar;Betrouwbaarheidsmarge;2014;1.1;1.1;1.1;1.2;1.1;0.0;1.1;1.2;1.2;1.3;1.2;1.2;0.1;0.9;0.8;1.2;0.0;1.3;1.1;0.8;1.1;1.5;1.4;1.3;0.6;1.3;1.3;1.2;1.2;1.2;1.0;0.6;0.4;0.4;0.9;1.0;1.2;1.1;1.2;0.9;1.3;1.2;0.5;0.5;0.6;0.4;0.7;0.9;1.2;1.3;1.1;1.1;0.9;1.0;0.6;1.1;0.7;0.3
52;Leeftijd: 15 tot 25 jaar;Betrouwbaarheidsmarge;2015;1.1;1.1;1.1;1.2;1.1;0.0;1.1;1.1;1.2;1.3;1.1;1.2;0.0;0.9;0.8;1.2;0.0;1.2;1.1;0.8;1.1;1.4;1.4;1.3;0.6;1.2;1.3;1.1;1.1;1.2;1.0;0.5;0.4;0.3;1.0;1.0;1.1;1.1;1.1;0.9;1.2;1.2;0.5;0.5;0.6;0.4;0.6;0.9;1.2;1.2;1.1;1.1;0.9;0.9;0.5;1.1;0.7;0.3
53;Leeftijd: 15 tot 25 jaar;Betrouwbaarheidsmarge;2016;1.0;1.1;1.1;1.2;1.2;0.0;1.1;1.2;1.3;1.3;1.2;1.2;0.1;0.9;0.7;1.1;0.0;1.3;1.0;0.7;1.1;1.5;1.4;1.4;0.6;1.3;1.3;1.1;1.1;1.2;1.0;0.5;0.4;0.3;0.9;1.0;1.1;1.1;1.1;0.8;1.3;1.2;0.5;0.5;0.6;0.4;0.6;0.9;1.2;1.3;1.0;1.1;0.9;0.9;0.5;1.1;0.7;0.3
54;Leeftijd: 15 tot 25 jaar;Betrouwbaarheidsmarge;2017;0.9;1.0;1.0;1.1;1.0;0.0;1.0;1.0;1.1;1.1;1.0;1.1;0.0;0.8;0.7;1.0;0.0;1.1;0.9;0.6;1.0;1.3;1.3;1.2;0.5;1.1;1.1;1.0;1.0;1.1;0.9;0.5;0.3;0.3;0.8;0.9;1.0;1.0;1.0;0.7;1.1;1.1;0.4;0.4;0.5;0.3;0.5;0.8;1.1;1.1;1.0;1.0;0.8;0.8;0.5;1.0;0.7;0.2
55;Leeftijd: 15 tot 25 jaar;Betrouwbaarheidsmarge;2019;0.9;0.9;1.0;1.0;1.0;0.0;0.9;0.9;1.1;1.1;1.0;1.0;0.0;0.8;0.6;1.0;0.0;1.1;0.9;0.6;0.9;1.2;1.2;1.2;0.6;1.1;1.1;1.0;0.9;1.1;0.9;0.5;0.3;0.2;0.7;0.8;1.0;0.9;1.0;0.7;1.1;1.0;0.4;0.4;0.5;0.3;0.5;0.7;1.0;1.1;0.9;0.9;0.8;0.8;0.4;1.0;0.5;0.2
56;Leeftijd: 25 tot 45 jaar;Waarde;2012;71.4;70.4;78.1;61.4;26.6;6.2;24.3;72.4;44.0;58.8;36.8;68.8;6.2;14.0;14.1;66.8;7.4;41.4;28.0;12.9;17.7;49.3;43.2;34.3;96.2;52.7;58.0;31.4;28.3;70.5;84.9;7.9;3.5;2.3;22.6;28.2;28.5;22.9;29.0;13.0;43.6;61.2;3.9;4.2;5.9;1.9;7.5;14.6;72.7;55.4;30.2;84.7;24.8;21.5;6.9;37.5;12.0;1.7
57;Leeftijd: 25 tot 45 jaar;Waarde;2013;70.6;70.0;78.7;61.9;27.0;6.2;23.8;72.2;43.8;58.1;36.8;68.1;6.2;12.0;13.7;69.8;7.3;39.4;28.9;13.6;18.1;47.5;42.0;33.6;95.6;51.7;57.5;29.5;26.9;69.6;84.1;7.9;2.8;2.2;22.2;27.4;28.9;23.1;30.7;12.9;41.2;60.7;4.1;4.4;6.3;1.6;7.1;14.8;73.1;53.0;30.1;84.0;24.4;20.2;6.8;36.2;11.9;1.7
58;Leeftijd: 25 tot 45 jaar;Waarde;2014;71.7;71.2;78.4;63.0;28.2;6.3;24.8;73.8;44.2;58.5;37.3;69.2;6.2;12.9;12.6;70.1;7.4;40.3;28.0;13.2;18.5;47.6;40.9;33.7;95.2;50.4;56.6;28.6;25.7;69.0;83.3;7.2;2.8;1.9;21.3;26.2;28.6;22.8;30.8;12.9;40.6;60.3;3.5;3.9;6.3;1.7;6.3;13.8;72.4;51.8;28.9;83.7;24.1;19.5;6.1;35.9;11.9;1.4
59;Leeftijd: 25 tot 45 jaar;Waarde;2015;70.8;71.4;78.3;63.0;28.0;6.3;24.3;73.2;43.6;57.9;35.9;68.1;6.2;13.0;12.4;69.9;7.4;41.2;27.3;12.8;18.7;48.2;40.8;33.9;95.0;50.3;57.2;28.9;24.9;68.5;83.3;8.0;2.8;1.8;21.5;27.1;29.1;23.3;31.0;13.1;40.3;60.3;3.5;4.2;6.0;1.6;6.2;13.6;72.0;53.4;28.5;83.7;23.3;19.6;6.2;35.1;12.1;1.7
60;Leeftijd: 25 tot 45 jaar;Waarde;2016;72.6;71.7;79.8;64.0;29.0;6.4;23.8;74.2;44.8;58.2;36.6;67.9;6.3;14.2;12.1;68.9;7.5;41.8;26.7;12.1;19.4;49.6;41.5;33.8;95.3;49.5;57.0;28.5;24.2;68.5;83.4;8.1;2.4;1.4;19.6;25.0;28.8;23.8;31.0;12.7;40.3;60.7;3.5;4.1;6.4;1.8;6.2;14.1;72.8;53.1;29.3;84.1;23.3;19.2;6.4;34.9;11.4;1.6
61;Leeftijd: 25 tot 45 jaar;Waarde;2017;71.4;71.2;79.2;63.8;28.4;6.4;25.9;73.5;44.0;58.5;35.1;67.9;6.2;13.9;12.4;68.0;7.5;42.3;25.5;12.4;19.8;49.2;41.5;34.6;94.8;50.4;56.9;26.6;22.7;66.6;82.3;8.4;2.6;1.3;20.3;26.0;28.1;23.6;29.8;12.2;38.2;58.8;3.5;4.2;6.2;1.7;5.9;13.8;71.6;53.7;29.1;83.3;24.2;20.5;7.0;36.3;11.2;1.8
62;Leeftijd: 25 tot 45 jaar;Waarde;2019;73.1;72.8;81.0;65.1;28.7;6.5;26.2;76.5;45.6;59.7;35.0;68.9;6.3;14.6;12.0;69.0;7.6;45.7;24.9;11.5;18.0;52.7;43.7;37.1;95.5;50.5;58.0;26.0;21.3;65.3;82.3;9.3;2.8;1.4;18.2;24.9;29.4;24.1;30.2;10.5;35.9;60.1;3.5;4.6;5.9;1.5;5.5;13.4;74.3;54.1;29.4;85.4;25.2;20.8;7.4;37.2;9.6;1.7
63;Leeftijd: 25 tot 45 jaar;Betrouwbaarheidsmarge;2012;0.8;0.8;0.7;0.9;0.8;0.0;0.8;0.8;0.9;0.9;0.8;0.8;0.0;0.6;0.6;0.9;0.0;0.9;0.8;0.6;0.7;1.0;1.0;0.9;0.4;0.9;0.9;0.8;0.8;0.8;0.6;0.5;0.4;0.3;0.7;0.8;0.8;0.8;0.8;0.6;0.9;0.9;0.4;0.4;0.5;0.3;0.5;0.7;0.8;0.9;0.8;0.7;0.8;0.7;0.5;0.9;0.6;0.2
64;Leeftijd: 25 tot 45 jaar;Betrouwbaarheidsmarge;2013;0.7;0.7;0.6;0.7;0.7;0.0;0.6;0.7;0.7;0.7;0.7;0.7;0.0;0.5;0.5;0.7;0.0;0.7;0.7;0.5;0.6;0.8;0.8;0.8;0.3;0.7;0.7;0.7;0.7;0.7;0.5;0.4;0.2;0.2;0.6;0.7;0.7;0.6;0.7;0.5;0.7;0.7;0.3;0.3;0.4;0.2;0.4;0.5;0.7;0.7;0.7;0.6;0.6;0.6;0.4;0.7;0.5;0.2
65;Leeftijd: 25 tot 45 jaar;Betrouwbaarheidsmarge;2014;0.7;0.7;0.7;0.8;0.7;0.0;0.7;0.7;0.8;0.8;0.8;0.7;0.0;0.5;0.5;0.7;0.0;0.8;0.7;0.5;0.6;0.9;0.9;0.8;0.4;0.8;0.8;0.7;0.7;0.8;0.6;0.4;0.3;0.2;0.7;0.7;0.7;0.7;0.7;0.5;0.8;0.8;0.3;0.3;0.4;0.2;0.4;0.6;0.7;0.8;0.7;0.6;0.7;0.6;0.4;0.8;0.5;0.2
66;Leeftijd: 25 tot 45 jaar;Betrouwbaarheidsmarge;2015;0.7;0.7;0.7;0.8;0.7;0.0;0.7;0.7;0.8;0.8;0.8;0.8;0.0;0.5;0.5;0.7;0.0;0.8;0.7;0.5;0.6;0.9;0.9;0.8;0.4;0.8;0.8;0.7;0.7;0.8;0.6;0.4;0.3;0.2;0.7;0.7;0.7;0.7;0.8;0.6;0.8;0.8;0.3;0.3;0.4;0.2;0.4;0.6;0.7;0.8;0.7;0.6;0.7;0.6;0.4;0.8;0.5;0.2
67;Leeftijd: 25 tot 45 jaar;Betrouwbaarheidsmarge;2016;0.7;0.8;0.7;0.8;0.8;0.0;0.7;0.7;0.8;0.8;0.8;0.8;0.0;0.6;0.5;0.8;0.0;0.8;0.7;0.5;0.7;0.9;0.9;0.9;0.4;0.8;0.8;0.7;0.7;0.8;0.6;0.4;0.3;0.2;0.7;0.7;0.7;0.7;0.8;0.6;0.8;0.8;0.3;0.3;0.4;0.2;0.4;0.6;0.8;0.8;0.8;0.6;0.7;0.7;0.4;0.8;0.5;0.2
68;Leeftijd: 25 tot 45 jaar;Betrouwbaarheidsmarge;2017;0.7;0.7;0.6;0.7;0.7;0.0;0.7;0.7;0.7;0.7;0.7;0.7;0.0;0.5;0.5;0.7;0.0;0.7;0.7;0.5;0.6;0.8;0.8;0.8;0.4;0.8;0.7;0.7;0.6;0.7;0.6;0.4;0.2;0.2;0.6;0.7;0.7;0.6;0.7;0.5;0.7;0.7;0.3;0.3;0.4;0.2;0.4;0.5;0.7;0.8;0.7;0.6;0.6;0.6;0.4;0.7;0.5;0.2
69;Leeftijd: 25 tot 45 jaar;Betrouwbaarheidsmarge;2019;0.7;0.7;0.6;0.7;0.7;0.0;0.7;0.6;0.7;0.7;0.7;0.7;0.0;0.5;0.5;0.7;0.0;0.7;0.6;0.5;0.6;0.8;0.8;0.8;0.3;0.7;0.7;0.6;0.6;0.7;0.6;0.4;0.2;0.2;0.6;0.6;0.7;0.6;0.7;0.4;0.7;0.7;0.3;0.3;0.4;0.2;0.3;0.5;0.7;0.7;0.7;0.5;0.6;0.6;0.4;0.7;0.4;0.2
70;Leeftijd: 45 tot 65 jaar;Waarde;2012;66.8;65.5;76.4;62.6;23.3;6.2;22.6;68.4;42.8;63.1;38.0;70.1;6.3;9.2;16.1;72.3;7.4;36.5;30.6;12.6;20.2;46.6;42.2;36.3;94.6;45.0;56.1;35.2;27.2;71.7;83.5;7.2;3.6;2.5;19.0;23.9;26.7;24.0;27.9;13.9;40.0;56.2;3.1;4.1;5.2;1.2;6.6;12.7;72.9;50.7;32.2;83.0;22.5;17.5;6.6;32.5;15.4;1.9
71;Leeftijd: 45 tot 65 jaar;Waarde;2013;64.4;63.5;76.7;62.0;23.6;6.1;22.9;67.5;42.8;62.1;38.2;68.5;6.3;7.4;16.3;73.6;7.4;34.4;30.7;13.8;21.1;44.1;40.6;34.9;94.3;45.1;55.7;33.4;25.5;71.5;83.1;6.9;3.2;2.0;19.7;24.2;25.9;23.7;29.1;14.0;38.1;55.6;2.7;3.7;5.1;1.1;5.8;11.9;73.5;50.2;32.5;82.8;22.9;16.8;6.6;32.2;15.1;1.7
72;Leeftijd: 45 tot 65 jaar;Waarde;2014;65.1;64.4;76.7;63.5;24.4;6.2;22.3;69.2;43.3;63.6;38.6;69.4;6.3;8.0;15.5;74.0;7.5;35.6;29.9;12.7;21.8;45.3;41.3;35.4;93.9;42.7;54.3;32.1;25.1;70.3;82.0;6.1;2.7;1.7;18.0;22.2;26.0;24.5;29.2;14.3;37.4;55.0;2.3;3.3;5.1;1.0;4.9;11.0;72.0;49.5;31.0;81.6;21.1;16.0;5.8;30.1;15.4;1.5
73;Leeftijd: 45 tot 65 jaar;Waarde;2015;65.9;64.4;75.4;62.2;23.7;6.1;22.7;68.5;42.5;62.5;37.1;69.3;6.3;7.9;15.2;74.0;7.5;36.1;29.1;13.2;21.6;44.5;39.5;34.3;93.8;42.9;55.2;31.9;24.0;70.0;81.9;6.6;2.9;1.6;17.2;21.9;25.8;24.7;28.8;13.9;36.3;54.6;2.5;3.6;4.9;1.0;4.9;11.3;72.4;50.1;30.4;81.9;21.3;16.4;5.9;30.6;15.0;1.6
74;Leeftijd: 45 tot 65 jaar;Waarde;2016;65.5;64.1;76.7;63.5;24.6;6.2;22.3;68.9;43.4;62.2;37.6;68.6;6.3;8.2;15.8;73.2;7.5;36.2;28.7;13.2;21.9;44.9;40.4;35.0;94.0;43.0;54.4;31.0;22.8;68.9;81.6;6.6;2.9;1.5;16.9;21.5;25.5;23.8;29.7;13.0;35.6;54.9;2.5;3.7;5.6;1.1;5.0;11.6;72.6;48.9;30.0;82.0;22.1;16.9;6.1;31.7;14.1;1.6
75;Leeftijd: 45 tot 65 jaar;Waarde;2017;64.1;63.3;76.1;63.0;23.9;6.1;22.9;69.3;43.0;62.6;37.0;68.0;6.3;8.7;16.4;71.9;7.5;36.1;28.5;12.9;22.5;44.7;39.5;34.4;93.8;43.3;55.1;30.1;22.1;68.3;81.1;6.9;2.6;1.3;16.5;21.1;25.2;24.3;29.4;13.2;35.2;54.1;2.3;3.6;5.2;0.9;4.9;11.2;73.1;50.6;31.1;82.6;22.2;17.2;6.4;32.0;14.4;1.6
76;Leeftijd: 45 tot 65 jaar;Waarde;2019;64.4;63.9;77.5;64.1;23.6;6.2;22.7;70.2;44.4;63.6;37.9;68.5;6.3;8.0;15.7;73.3;7.6;37.6;28.2;13.3;21.0;46.2;39.9;34.6;94.4;43.6;56.8;29.3;19.9;67.8;81.7;7.9;2.9;1.2;15.2;20.7;25.2;24.4;29.4;11.4;32.6;54.8;2.4;4.1;5.3;0.9;4.2;11.2;74.9;51.6;31.3;84.1;23.2;18.3;6.6;33.3;12.6;1.6
77;Leeftijd: 45 tot 65 jaar;Betrouwbaarheidsmarge;2012;0.7;0.7;0.6;0.7;0.6;0.0;0.6;0.7;0.7;0.7;0.7;0.7;0.0;0.5;0.5;0.7;0.0;0.7;0.7;0.5;0.6;0.8;0.8;0.8;0.3;0.7;0.7;0.7;0.7;0.6;0.5;0.4;0.3;0.3;0.6;0.6;0.6;0.6;0.7;0.5;0.7;0.7;0.3;0.3;0.4;0.2;0.4;0.5;0.6;0.7;0.7;0.5;0.6;0.6;0.4;0.7;0.5;0.2
78;Leeftijd: 45 tot 65 jaar;Betrouwbaarheidsmarge;2013;0.6;0.6;0.5;0.6;0.5;0.0;0.5;0.6;0.6;0.6;0.6;0.6;0.0;0.3;0.4;0.5;0.0;0.6;0.5;0.4;0.5;0.7;0.7;0.6;0.3;0.6;0.6;0.6;0.5;0.5;0.4;0.3;0.2;0.2;0.5;0.5;0.5;0.5;0.5;0.4;0.6;0.6;0.2;0.2;0.3;0.1;0.3;0.4;0.5;0.6;0.6;0.5;0.5;0.4;0.3;0.6;0.4;0.2
79;Leeftijd: 45 tot 65 jaar;Betrouwbaarheidsmarge;2014;0.6;0.6;0.5;0.6;0.6;0.0;0.5;0.6;0.6;0.6;0.6;0.6;0.0;0.4;0.5;0.6;0.0;0.6;0.6;0.4;0.5;0.7;0.7;0.7;0.3;0.6;0.6;0.6;0.6;0.6;0.5;0.3;0.2;0.2;0.5;0.5;0.6;0.6;0.6;0.5;0.6;0.6;0.2;0.2;0.3;0.1;0.3;0.4;0.6;0.6;0.6;0.5;0.5;0.5;0.3;0.6;0.5;0.2
80;Leeftijd: 45 tot 65 jaar;Betrouwbaarheidsmarge;2015;0.6;0.6;0.5;0.6;0.5;0.0;0.5;0.6;0.6;0.6;0.6;0.6;0.0;0.4;0.4;0.6;0.0;0.6;0.6;0.4;0.5;0.7;0.7;0.7;0.3;0.6;0.6;0.6;0.5;0.6;0.5;0.3;0.2;0.2;0.5;0.5;0.6;0.5;0.6;0.4;0.6;0.6;0.2;0.2;0.3;0.1;0.3;0.4;0.6;0.6;0.6;0.5;0.5;0.5;0.3;0.6;0.5;0.2
81;Leeftijd: 45 tot 65 jaar;Betrouwbaarheidsmarge;2016;0.6;0.6;0.6;0.6;0.6;0.0;0.6;0.6;0.6;0.6;0.6;0.6;0.0;0.4;0.5;0.6;0.0;0.6;0.6;0.4;0.5;0.7;0.7;0.7;0.3;0.6;0.7;0.6;0.5;0.6;0.5;0.3;0.2;0.2;0.5;0.5;0.6;0.6;0.6;0.4;0.6;0.7;0.2;0.3;0.3;0.1;0.3;0.4;0.6;0.7;0.6;0.5;0.5;0.5;0.3;0.6;0.5;0.2
82;Leeftijd: 45 tot 65 jaar;Betrouwbaarheidsmarge;2017;0.6;0.6;0.5;0.6;0.5;0.0;0.5;0.6;0.6;0.6;0.6;0.6;0.0;0.4;0.4;0.5;0.0;0.6;0.5;0.4;0.5;0.7;0.7;0.6;0.3;0.6;0.6;0.5;0.5;0.6;0.5;0.3;0.2;0.1;0.4;0.5;0.5;0.5;0.5;0.4;0.6;0.6;0.2;0.2;0.3;0.1;0.3;0.4;0.5;0.6;0.6;0.5;0.5;0.4;0.3;0.6;0.4;0.1
83;Leeftijd: 45 tot 65 jaar;Betrouwbaarheidsmarge;2019;0.6;0.6;0.5;0.6;0.5;0.0;0.5;0.6;0.6;0.6;0.6;0.6;0.0;0.3;0.4;0.5;0.0;0.6;0.5;0.4;0.5;0.7;0.7;0.7;0.3;0.6;0.6;0.6;0.5;0.6;0.5;0.3;0.2;0.1;0.4;0.5;0.5;0.5;0.6;0.4;0.6;0.6;0.2;0.2;0.3;0.1;0.2;0.4;0.5;0.6;0.6;0.5;0.5;0.5;0.3;0.6;0.4;0.2
84;Leeftijd: 65 jaar of ouder;Waarde;2012;66.6;66.8;81.7;56.2;20.7;6.4;28.3;62.9;42.3;64.5;39.7;68.0;6.2;7.2;14.2;74.1;7.4;34.0;22.7;8.1;35.3;48.9;43.7;38.1;92.4;38.0;53.8;33.9;28.5;72.0;81.5;5.4;2.9;1.8;18.3;21.8;24.3;26.9;25.8;19.0;37.3;50.4;1.3;2.3;2.6;0.9;4.3;7.9;70.1;45.6;34.0;78.7;19.8;11.4;5.1;26.0;20.3;1.5
85;Leeftijd: 65 jaar of ouder;Waarde;2013;64.9;64.7;81.9;57.0;21.7;6.4;28.6;62.4;41.8;63.8;40.3;66.2;6.2;6.5;15.1;73.5;7.4;33.8;23.0;8.6;34.5;47.5;42.8;37.1;91.7;38.6;52.2;31.0;26.5;71.0;80.4;5.5;2.6;2.0;18.6;22.1;22.9;26.0;25.7;17.2;34.8;48.7;1.4;2.5;3.2;0.6;4.1;8.2;70.7;43.8;34.2;78.1;21.2;11.0;5.5;27.1;19.1;1.4
86;Leeftijd: 65 jaar of ouder;Waarde;2014;65.6;65.4;81.0;58.6;22.4;6.4;28.7;64.1;41.4;63.9;39.4;66.5;6.2;6.4;14.5;74.8;7.4;34.0;23.6;8.4;34.0;47.4;42.5;37.0;91.2;36.8;50.3;31.0;25.4;69.4;79.2;5.1;2.4;1.7;17.5;20.9;22.0;25.8;25.3;16.9;33.9;47.5;1.4;2.5;3.1;0.6;4.1;8.0;69.4;42.6;32.9;77.1;20.0;10.2;5.5;25.4;18.5;1.4
87;Leeftijd: 65 jaar of ouder;Waarde;2015;66.1;66.2;80.8;58.7;22.0;6.4;28.4;63.4;41.6;64.0;39.6;67.4;6.2;6.3;13.9;75.2;7.5;34.9;22.9;8.1;34.1;47.1;42.2;36.4;91.0;35.8;50.1;29.0;24.2;68.8;78.7;4.6;2.0;1.3;16.3;19.4;22.0;25.9;25.2;16.9;32.9;46.9;1.2;2.3;3.1;0.6;3.5;7.4;69.9;42.9;32.3;77.5;19.5;10.4;4.8;25.0;18.5;1.2
88;Leeftijd: 65 jaar of ouder;Waarde;2016;65.6;65.3;81.1;58.5;21.6;6.4;27.8;64.4;42.6;64.1;40.7;66.3;6.2;6.1;14.5;74.7;7.5;35.1;22.8;8.4;33.7;47.3;42.2;37.0;91.1;35.7;49.6;28.8;23.0;68.0;78.5;5.2;2.2;1.5;15.4;18.8;21.2;24.4;25.2;15.0;31.2;46.8;1.4;2.4;3.3;0.6;3.4;7.7;70.3;41.8;31.1;77.8;20.3;10.5;5.4;25.8;16.9;1.4
89;Leeftijd: 65 jaar of ouder;Waarde;2017;62.9;63.7;80.0;57.7;20.6;6.3;28.4;63.6;42.2;63.5;39.7;65.7;6.2;6.2;15.6;73.6;7.5;35.4;23.0;8.1;33.5;47.3;41.5;36.3;90.7;36.5;50.1;28.2;22.3;67.1;77.4;5.3;2.2;1.3;15.7;19.2;20.8;25.3;24.7;15.2;31.5;46.1;1.2;2.6;3.2;0.6;3.4;7.6;69.5;43.8;32.5;77.7;20.3;11.3;5.6;26.4;16.9;1.2
90;Leeftijd: 65 jaar of ouder;Waarde;2019;63.3;63.7;80.9;59.0;20.4;6.3;27.3;65.3;44.7;65.0;41.3;66.1;6.3;6.3;14.4;75.0;7.6;36.4;23.9;9.0;30.7;48.0;41.8;37.0;90.9;35.9;50.7;26.0;19.9;64.9;76.6;5.9;2.4;1.1;13.8;17.7;19.7;24.9;23.6;13.1;28.3;44.8;1.3;2.9;3.3;0.6;3.1;7.5;70.4;43.7;31.2;78.5;20.5;11.6;5.9;26.7;15.2;1.4
91;Leeftijd: 65 jaar of ouder;Betrouwbaarheidsmarge;2012;0.8;0.8;0.7;0.9;0.7;0.0;0.8;0.9;0.9;0.8;0.8;0.8;0.0;0.5;0.6;0.8;0.0;0.8;0.7;0.5;0.8;1.1;1.1;1.0;0.5;0.8;0.9;0.8;0.8;0.8;0.7;0.4;0.3;0.2;0.7;0.7;0.8;0.8;0.8;0.7;0.9;0.9;0.2;0.3;0.3;0.2;0.4;0.5;0.8;0.9;0.8;0.7;0.7;0.6;0.4;0.8;0.7;0.2
92;Leeftijd: 65 jaar of ouder;Betrouwbaarheidsmarge;2013;0.7;0.7;0.6;0.7;0.6;0.0;0.6;0.7;0.7;0.7;0.7;0.7;0.0;0.4;0.5;0.6;0.0;0.7;0.6;0.4;0.7;0.9;0.9;0.8;0.4;0.7;0.7;0.7;0.6;0.7;0.6;0.3;0.2;0.2;0.6;0.6;0.6;0.6;0.6;0.6;0.7;0.7;0.2;0.2;0.3;0.1;0.3;0.4;0.7;0.7;0.7;0.6;0.6;0.4;0.3;0.6;0.6;0.2
93;Leeftijd: 65 jaar of ouder;Betrouwbaarheidsmarge;2014;0.7;0.7;0.6;0.8;0.6;0.0;0.7;0.7;0.8;0.7;0.8;0.7;0.0;0.4;0.5;0.7;0.0;0.7;0.7;0.4;0.7;0.9;0.9;0.9;0.4;0.7;0.8;0.7;0.7;0.7;0.6;0.3;0.2;0.2;0.6;0.6;0.6;0.7;0.7;0.6;0.7;0.8;0.2;0.2;0.3;0.1;0.3;0.4;0.7;0.8;0.7;0.7;0.6;0.5;0.4;0.7;0.6;0.2
