ID;Geslacht;Leeftijd;Marges;Perioden;RegelmatigVeelKrachtZetten_1;RegelmatigHardPraten_2;RegelmatigTeMakenMetTrillingen_3;GevaarlijkWerkTot2018_4;GevaarlijkWerkVanaf2018_5;Vallen_6;Struikelen_7;Bekneld_8;Snijden_9;Botsen_10;GevaarlijkeStoffen_11;Geweld_12;Verbranden_13;Verstikking_14;Anders_15;WaterigeOplossingen_16;StoffenOpHuid_17;AdemtStoffenIn_18;BesmettePersonen_19;WerktMetOfDichtbijOngezondeStoffen_20;Besmettingskans_21;BesmettingskansViaPatienten_22;BesmettingskansViaAndereMensen_23;BesmettingskansViaDieren_24;BesmettingskansViaWater_25;BesmettingskansViaOnderzoeksmateriaal_26;BesmettingskansViaAnderMateriaal_27;InOngemakkelijkeWerkhoudingWerken_28;TijdensWerkRepeterendeBewegingMaken_29;UurPerDagAanBeeldschermVoorWerk_30
440;Mannen;65 tot 75 jaar;Ondergrens 95%-interval;2014;6.1;1.2;4.0;1.3;;;;;;;;;;;;4.9;1.6;2.2;1.3;;;;;;;;;2.4;13.1;1.8
441;Mannen;65 tot 75 jaar;Ondergrens 95%-interval;2015;6.4;2.1;5.1;1.5;;;;;;;;;;;;5.0;1.7;2.8;1.1;;;;;;;;;2.0;16.2;2.1
442;Mannen;65 tot 75 jaar;Ondergrens 95%-interval;2016;7.0;2.1;5.9;1.6;;;;;;;;;;;;4.9;2.8;3.9;2.1;;;;;;;;;2.5;15.4;2.2
443;Mannen;65 tot 75 jaar;Ondergrens 95%-interval;2017;9.5;3.7;7.7;2.1;;;;;;;;;;;;7.8;3.7;5.8;3.1;;;;;;;;;4.5;21.1;2.4
444;Mannen;65 tot 75 jaar;Ondergrens 95%-interval;2018;10.3;4.0;6.9;;12.8;0.5;3.1;0.1;1.1;6.7;0.6;0.7;0.4;0.0;0.6;8.1;3.0;6.1;3.3;;;;;;;;;5.0;21.8;2.4
445;Mannen;65 tot 75 jaar;Ondergrens 95%-interval;2019;10.6;5.9;7.7;;14.1;1.4;3.2;0.9;1.3;7.6;0.9;0.7;0.9;0.2;1.3;8.0;3.8;7.8;2.9;;;;;;;;;5.6;19.9;2.7
446;Mannen;65 tot 75 jaar;Ondergrens 95%-interval;2020;9.5;4.7;6.9;;7.6;0.4;1.7;0.7;1.1;4.1;0.4;0.5;0.4;0.1;0.7;6.4;3.7;5.5;3.5;;;;;;;;;4.7;20.6;2.8
447;Mannen;65 tot 75 jaar;Ondergrens 95%-interval;2021;13.0;4.4;9.7;;11.7;1.6;3.9;0.5;1.3;6.0;0.8;0.4;0.4;0.0;0.7;7.5;4.2;5.5;4.2;;;;;;;;;5.9;22.2;3.0
448;Mannen;65 tot 75 jaar;Ondergrens 95%-interval;2022;12.2;4.5;7.1;;12.6;1.0;3.3;0.4;1.7;6.5;1.0;0.5;0.6;0.1;0.9;;;;;2.8;43.2;5.3;36.1;1.3;0.6;0.2;0.9;3.9;19.2;2.7
449;Mannen;65 tot 75 jaar;Ondergrens 95%-interval;2023;14.4;4.2;7.1;;13.6;1.0;3.4;0.9;1.7;7.5;0.8;0.6;0.6;0.0;0.6;;;;;3.5;38.8;4.4;32.5;0.9;1.3;0.2;2.2;5.2;21.0;2.8
450;Mannen;65 tot 75 jaar;Ondergrens 95%-interval;2024;15.1;5.0;8.2;;13.5;1.3;4.1;1.1;2.2;6.3;1.2;0.7;0.8;0.2;0.9;;;;;4.7;36.2;5.0;28.9;1.2;1.3;0.1;2.4;5.0;19.7;3.0
451;Mannen;65 tot 75 jaar;Bovengrens 95%-interval;2014;12.5;4.9;9.3;5.1;;;;;;;;;;;;10.5;5.5;6.5;5.0;;;;;;;;;6.9;21.4;2.4
452;Mannen;65 tot 75 jaar;Bovengrens 95%-interval;2015;11.9;5.7;10.2;4.5;;;;;;;;;;;;10.0;4.8;6.9;3.8;;;;;;;;;5.6;24.1;2.6
453;Mannen;65 tot 75 jaar;Bovengrens 95%-interval;2016;11.6;5.0;10.2;4.5;;;;;;;;;;;;9.1;6.1;7.7;5.1;;;;;;;;;5.6;22.0;2.7
454;Mannen;65 tot 75 jaar;Bovengrens 95%-interval;2017;14.8;7.4;12.9;5.1;;;;;;;;;;;;13.1;7.6;10.3;6.8;;;;;;;;;8.5;28.2;2.9
455;Mannen;65 tot 75 jaar;Bovengrens 95%-interval;2018;14.5;6.8;10.4;;17.1;1.7;5.5;0.9;2.7;10.0;2.0;2.2;1.7;;1.8;11.9;5.4;9.4;6.0;;;;;;;;;8.1;27.2;2.8
456;Mannen;65 tot 75 jaar;Bovengrens 95%-interval;2019;14.6;9.0;11.1;;18.6;3.2;5.7;2.4;3.1;11.1;2.5;2.3;2.5;1.1;3.0;11.7;6.5;11.4;5.3;;;;;;;;;8.7;25.0;3.0
457;Mannen;65 tot 75 jaar;Bovengrens 95%-interval;2020;13.6;7.7;10.5;;11.2;1.6;3.8;2.2;2.8;6.8;1.6;1.6;1.7;0.8;2.0;9.9;6.6;8.8;6.0;;;;;;;;;7.8;25.9;3.2
458;Mannen;65 tot 75 jaar;Bovengrens 95%-interval;2021;17.4;7.2;13.7;;16.0;3.5;6.6;1.9;3.1;9.2;2.2;1.6;1.6;;2.2;11.1;7.0;8.6;7.0;;;;;;;;;9.1;27.5;3.3
459;Mannen;65 tot 75 jaar;Bovengrens 95%-interval;2022;15.9;6.9;10.1;;16.3;2.3;5.4;1.4;3.4;9.3;2.2;1.5;1.7;0.8;2.1;;;;;4.7;48.4;8.1;41.2;2.9;1.6;0.8;2.2;6.2;23.6;3.0
460;Mannen;65 tot 75 jaar;Bovengrens 95%-interval;2023;18.0;6.5;9.9;;17.3;2.2;5.5;2.0;3.2;10.4;2.0;1.6;1.5;0.4;1.7;;;;;5.8;43.7;6.7;37.3;2.1;2.8;0.8;4.0;7.6;25.3;3.1
461;Mannen;65 tot 75 jaar;Bovengrens 95%-interval;2024;18.8;7.3;11.1;;17.1;2.5;6.3;2.4;3.9;9.0;2.5;1.7;2.0;0.9;2.1;;;;;7.1;40.9;7.3;33.4;2.7;2.7;0.8;4.2;7.3;23.8;3.3
462;Vrouwen;15 tot 75 jaar ;Waarde;2014;18.6;3.3;2.7;1.8;;;;;;;;;;;;19.7;9.8;3.9;7.0;;;;;;;;;9.8;34.8;3.9
463;Vrouwen;15 tot 75 jaar ;Waarde;2015;18.6;3.6;3.0;2.0;;;;;;;;;;;;18.9;9.3;3.7;7.1;;;;;;;;;9.6;35.2;3.9
464;Vrouwen;15 tot 75 jaar ;Waarde;2016;18.0;3.8;3.1;2.0;;;;;;;;;;;;18.9;9.8;4.4;7.6;;;;;;;;;9.5;34.4;3.9
465;Vrouwen;15 tot 75 jaar ;Waarde;2017;18.5;4.0;3.1;1.9;;;;;;;;;;;;18.7;9.7;4.2;7.4;;;;;;;;;9.9;34.7;4.1
466;Vrouwen;15 tot 75 jaar ;Waarde;2018;17.9;4.0;3.0;;9.9;0.3;2.9;0.4;3.6;1.0;0.9;2.5;1.8;0.1;1.8;18.5;9.3;4.6;8.2;;;;;;;;;10.1;33.6;4.0
467;Vrouwen;15 tot 75 jaar ;Waarde;2019;17.8;4.4;2.9;;10.0;0.4;2.7;0.4;3.4;1.1;1.0;2.8;1.7;0.2;2.0;18.0;9.3;4.6;8.6;;;;;;;;;10.2;32.6;4.1
468;Vrouwen;15 tot 75 jaar ;Waarde;2020;15.2;3.5;2.6;;7.7;0.3;1.9;0.3;2.3;0.7;0.7;1.9;1.2;0.1;1.9;15.6;8.4;4.0;12.2;;;;;;;;;8.6;29.5;4.4
469;Vrouwen;15 tot 75 jaar ;Waarde;2021;15.8;3.5;2.8;;8.3;0.3;2.3;0.4;2.8;0.9;0.9;2.0;1.3;0.1;1.7;16.2;8.3;4.3;12.4;;;;;;;;;9.3;29.3;4.4
470;Vrouwen;15 tot 75 jaar ;Waarde;2022;18.4;3.9;2.5;;8.5;0.3;2.5;0.3;2.8;1.0;0.9;2.1;1.6;0.1;1.5;;;;;4.2;60.0;22.6;44.8;1.1;1.3;1.0;1.7;9.6;29.3;4.4
471;Vrouwen;15 tot 75 jaar ;Waarde;2023;17.3;4.0;2.5;;8.2;0.4;2.5;0.3;2.7;0.9;0.9;2.2;1.4;0.1;1.4;;;;;4.2;55.2;21.6;38.7;1.4;1.1;1.0;1.8;9.5;28.4;4.3
472;Vrouwen;15 tot 75 jaar ;Waarde;2024;17.7;4.6;2.5;;8.6;0.4;2.4;0.2;2.9;1.1;1.0;2.2;1.4;0.2;1.4;;;;;4.6;54.1;21.5;37.5;1.3;1.2;0.9;1.7;9.6;28.7;4.4
473;Vrouwen;15 tot 75 jaar ;Ondergrens 95%-interval;2014;18.0;3.0;2.5;1.6;;;;;;;;;;;;19.1;9.3;3.6;6.6;;;;;;;;;9.3;34.0;3.8
474;Vrouwen;15 tot 75 jaar ;Ondergrens 95%-interval;2015;18.1;3.3;2.8;1.8;;;;;;;;;;;;18.4;8.9;3.4;6.8;;;;;;;;;9.1;34.5;3.9
475;Vrouwen;15 tot 75 jaar ;Ondergrens 95%-interval;2016;17.4;3.5;2.8;1.8;;;;;;;;;;;;18.3;9.4;4.0;7.1;;;;;;;;;9.1;33.7;3.9
476;Vrouwen;15 tot 75 jaar ;Ondergrens 95%-interval;2017;18.0;3.8;2.8;1.7;;;;;;;;;;;;18.2;9.3;4.0;7.1;;;;;;;;;9.5;34.0;4.0
477;Vrouwen;15 tot 75 jaar ;Ondergrens 95%-interval;2018;17.4;3.7;2.8;;9.5;0.3;2.7;0.3;3.4;0.9;0.8;2.3;1.7;0.1;1.7;18.0;9.0;4.3;7.9;;;;;;;;;9.7;33.0;4.0
478;Vrouwen;15 tot 75 jaar ;Ondergrens 95%-interval;2019;17.3;4.2;2.7;;9.7;0.3;2.5;0.3;3.2;0.9;0.9;2.6;1.6;0.1;1.8;17.6;8.9;4.3;8.3;;;;;;;;;9.8;32.0;4.0
479;Vrouwen;15 tot 75 jaar ;Ondergrens 95%-interval;2020;14.7;3.3;2.4;;7.3;0.2;1.7;0.2;2.1;0.6;0.6;1.7;1.0;0.1;1.7;15.2;8.0;3.8;11.8;;;;;;;;;8.2;28.9;4.4
480;Vrouwen;15 tot 75 jaar ;Ondergrens 95%-interval;2021;15.3;3.3;2.6;;7.9;0.3;2.1;0.3;2.6;0.8;0.8;1.8;1.1;0.1;1.6;15.7;7.9;4.0;11.9;;;;;;;;;8.9;28.7;4.3
481;Vrouwen;15 tot 75 jaar ;Ondergrens 95%-interval;2022;17.9;3.7;2.3;;8.1;0.3;2.3;0.3;2.6;0.8;0.8;1.9;1.4;0.1;1.4;;;;;3.9;59.4;22.2;44.2;1.0;1.2;0.9;1.5;9.2;28.7;4.3
482;Vrouwen;15 tot 75 jaar ;Ondergrens 95%-interval;2023;16.8;3.8;2.3;;7.8;0.3;2.3;0.3;2.5;0.8;0.8;2.0;1.2;0.1;1.2;;;;;4.0;54.6;21.2;38.1;1.2;1.0;0.8;1.6;9.1;27.8;4.3
483;Vrouwen;15 tot 75 jaar ;Ondergrens 95%-interval;2024;17.3;4.3;2.3;;8.2;0.3;2.3;0.2;2.7;1.0;0.9;2.1;1.3;0.1;1.3;;;;;4.3;53.5;21.0;37.0;1.2;1.1;0.8;1.5;9.2;28.2;4.3
484;Vrouwen;15 tot 75 jaar ;Bovengrens 95%-interval;2014;19.2;3.7;3.0;2.1;;;;;;;;;;;;20.4;10.3;4.2;7.4;;;;;;;;;10.3;35.6;3.9
485;Vrouwen;15 tot 75 jaar ;Bovengrens 95%-interval;2015;19.2;3.9;3.3;2.2;;;;;;;;;;;;19.5;9.8;4.0;7.5;;;;;;;;;10.0;35.9;3.9
486;Vrouwen;15 tot 75 jaar ;Bovengrens 95%-interval;2016;18.5;4.1;3.3;2.2;;;;;;;;;;;;19.5;10.3;4.8;8.0;;;;;;;;;9.9;35.0;4.0
487;Vrouwen;15 tot 75 jaar ;Bovengrens 95%-interval;2017;19.1;4.3;3.3;2.1;;;;;;;;;;;;19.3;10.2;4.5;7.8;;;;;;;;;10.3;35.4;4.1
488;Vrouwen;15 tot 75 jaar ;Bovengrens 95%-interval;2018;18.3;4.2;3.2;;10.2;0.4;3.1;0.4;3.9;1.1;1.1;2.7;2.0;0.2;2.0;18.9;9.7;4.9;8.6;;;;;;;;;10.5;34.2;4.1
489;Vrouwen;15 tot 75 jaar ;Bovengrens 95%-interval;2019;18.3;4.7;3.1;;10.4;0.5;2.9;0.5;3.7;1.2;1.1;3.0;1.9;0.2;2.2;18.5;9.7;4.8;9.0;;;;;;;;;10.6;33.2;4.1
490;Vrouwen;15 tot 75 jaar ;Bovengrens 95%-interval;2020;15.7;3.8;2.8;;8.0;0.4;2.1;0.4;2.5;0.9;0.8;2.1;1.3;0.2;2.1;16.1;8.8;4.3;12.6;;;;;;;;;9.0;30.1;4.5
491;Vrouwen;15 tot 75 jaar ;Bovengrens 95%-interval;2021;16.3;3.8;3.1;;8.7;0.4;2.5;0.5;3.1;1.0;1.1;2.2;1.5;0.1;1.9;16.7;8.7;4.6;12.8;;;;;;;;;9.7;30.0;4.4
492;Vrouwen;15 tot 75 jaar ;Bovengrens 95%-interval;2022;18.9;4.2;2.7;;8.9;0.4;2.7;0.4;3.0;1.1;1.0;2.3;1.7;0.2;1.7;;;;;4.5;60.6;23.1;45.4;1.3;1.5;1.1;1.9;9.9;29.9;4.4
493;Vrouwen;15 tot 75 jaar ;Bovengrens 95%-interval;2023;17.8;4.2;2.7;;8.5;0.5;2.7;0.4;2.9;1.0;1.0;2.4;1.5;0.2;1.5;;;;;4.5;55.8;22.1;39.3;1.5;1.3;1.1;2.0;9.8;28.9;4.4
494;Vrouwen;15 tot 75 jaar ;Bovengrens 95%-interval;2024;18.2;4.8;2.7;;8.9;0.4;2.6;0.3;3.1;1.3;1.2;2.4;1.6;0.2;1.6;;;;;4.8;54.7;21.9;38.1;1.5;1.4;1.1;1.8;9.9;29.3;4.4
495;Vrouwen;15 tot 25 jaar;Waarde;2014;26.8;4.0;3.6;1.9;;;;;;;;;;;;22.4;12.7;2.9;6.8;;;;;;;;;10.2;46.1;1.9
496;Vrouwen;15 tot 25 jaar;Waarde;2015;26.1;4.4;3.6;2.1;;;;;;;;;;;;22.7;12.5;3.2;7.0;;;;;;;;;8.4;45.2;2.1
497;Vrouwen;15 tot 25 jaar;Waarde;2016;25.1;4.8;4.2;2.0;;;;;;;;;;;;21.6;12.5;3.7;7.5;;;;;;;;;8.8;45.8;2.1
498;Vrouwen;15 tot 25 jaar;Waarde;2017;26.0;5.0;3.9;2.4;;;;;;;;;;;;22.2;12.7;3.4;8.0;;;;;;;;;8.8;47.2;2.3
499;Vrouwen;15 tot 25 jaar;Waarde;2018;24.7;4.8;3.7;;14.0;0.4;4.4;0.4;6.3;0.7;0.9;2.0;4.8;0.2;1.4;21.8;12.1;4.1;8.9;;;;;;;;;9.5;44.9;2.3
500;Vrouwen;15 tot 25 jaar;Waarde;2019;24.2;5.2;3.4;;14.6;0.3;4.3;0.6;6.4;1.0;0.9;2.5;4.8;0.1;1.6;20.2;11.6;3.9;9.5;;;;;;;;;8.7;42.0;2.3
501;Vrouwen;15 tot 25 jaar;Waarde;2020;22.7;5.0;3.4;;11.4;0.3;2.6;0.3;4.4;0.6;0.6;1.8;4.0;0.2;1.4;15.2;10.2;3.1;17.8;;;;;;;;;8.5;42.9;2.4
502;Vrouwen;15 tot 25 jaar;Waarde;2021;20.9;4.4;4.0;;12.0;0.5;3.2;0.5;5.4;1.0;0.9;1.7;3.8;0.1;1.4;17.0;10.0;3.9;13.4;;;;;;;;;8.0;39.0;2.5
503;Vrouwen;15 tot 25 jaar;Waarde;2022;26.2;5.7;3.1;;13.3;0.3;3.8;0.4;5.6;1.1;0.8;2.2;4.5;0.2;1.4;;;;;5.2;56.4;17.1;43.2;1.3;1.1;0.4;2.1;8.5;39.3;2.6
504;Vrouwen;15 tot 25 jaar;Waarde;2023;24.8;5.8;3.2;;12.5;0.6;3.8;0.3;5.1;1.2;0.9;2.5;3.8;0.2;1.4;;;;;4.8;50.6;16.3;35.7;2.2;0.9;0.8;2.7;9.5;39.4;2.4
505;Vrouwen;15 tot 25 jaar;Waarde;2024;26.4;7.0;3.2;;12.5;0.5;3.9;0.4;4.9;1.5;1.4;2.6;3.5;0.3;1.4;;;;;5.1;49.6;16.6;35.0;1.9;1.2;0.7;2.7;9.5;39.7;2.4
506;Vrouwen;15 tot 25 jaar;Ondergrens 95%-interval;2014;24.8;3.1;2.8;1.3;;;;;;;;;;;;20.6;11.3;2.1;5.8;;;;;;;;;8.8;43.8;1.8
507;Vrouwen;15 tot 25 jaar;Ondergrens 95%-interval;2015;24.6;3.7;3.0;1.7;;;;;;;;;;;;21.3;11.4;2.7;6.2;;;;;;;;;7.5;43.4;2.0
508;Vrouwen;15 tot 25 jaar;Ondergrens 95%-interval;2016;23.6;4.1;3.5;1.5;;;;;;;;;;;;20.2;11.4;3.1;6.6;;;;;;;;;7.9;44.0;2.0
509;Vrouwen;15 tot 25 jaar;Ondergrens 95%-interval;2017;24.4;4.3;3.3;1.9;;;;;;;;;;;;20.8;11.5;2.8;7.1;;;;;;;;;7.9;45.4;2.2
510;Vrouwen;15 tot 25 jaar;Ondergrens 95%-interval;2018;23.5;4.1;3.1;;13.0;0.2;3.8;0.2;5.6;0.5;0.6;1.6;4.2;0.1;1.1;20.6;11.2;3.5;8.1;;;;;;;;;8.7;43.4;2.2
511;Vrouwen;15 tot 25 jaar;Ondergrens 95%-interval;2019;23.0;4.6;2.9;;13.6;0.2;3.7;0.4;5.8;0.7;0.7;2.1;4.2;0.1;1.2;19.1;10.7;3.4;8.6;;;;;;;;;7.9;40.5;2.2
512;Vrouwen;15 tot 25 jaar;Ondergrens 95%-interval;2020;21.3;4.3;2.8;;10.4;0.2;2.1;0.2;3.8;0.4;0.4;1.4;3.4;0.1;1.1;14.1;9.3;2.6;16.6;;;;;;;;;7.7;41.3;2.3
513;Vrouwen;15 tot 25 jaar;Ondergrens 95%-interval;2021;19.5;3.7;3.4;;10.9;0.3;2.7;0.3;4.7;0.7;0.6;1.3;3.2;0.1;1.0;15.8;9.0;3.3;12.3;;;;;;;;;7.2;37.3;2.4
514;Vrouwen;15 tot 25 jaar;Ondergrens 95%-interval;2022;24.9;5.1;2.6;;12.3;0.2;3.2;0.3;4.9;0.8;0.5;1.8;3.9;0.1;1.0;;;;;4.5;54.9;15.9;41.6;1.0;0.8;0.2;1.7;7.7;37.7;2.5
515;Vrouwen;15 tot 25 jaar;Ondergrens 95%-interval;2023;23.5;5.2;2.7;;11.5;0.4;3.3;0.2;4.5;0.9;0.6;2.0;3.3;0.1;1.0;;;;;4.1;49.0;15.1;34.2;1.8;0.6;0.5;2.3;8.6;37.9;2.3
516;Vrouwen;15 tot 25 jaar;Ondergrens 95%-interval;2024;25.1;6.3;2.7;;11.5;0.3;3.3;0.2;4.3;1.1;1.1;2.1;3.0;0.2;1.1;;;;;4.5;48.0;15.5;33.6;1.5;0.9;0.4;2.2;8.7;38.2;2.3
517;Vrouwen;15 tot 25 jaar;Bovengrens 95%-interval;2014;28.8;5.0;4.6;2.6;;;;;;;;;;;;24.4;14.3;3.8;8.0;;;;;;;;;11.8;48.3;2.1
518;Vrouwen;15 tot 25 jaar;Bovengrens 95%-interval;2015;27.7;5.1;4.3;2.7;;;;;;;;;;;;24.2;13.6;3.9;7.9;;;;;;;;;9.4;46.9;2.2
519;Vrouwen;15 tot 25 jaar;Bovengrens 95%-interval;2016;26.7;5.6;5.0;2.5;;;;;;;;;;;;23.1;13.7;4.5;8.4;;;;;;;;;9.8;47.5;2.2
520;Vrouwen;15 tot 25 jaar;Bovengrens 95%-interval;2017;27.6;5.9;4.7;3.0;;;;;;;;;;;;23.7;13.9;4.1;9.0;;;;;;;;;9.9;49.0;2.4
521;Vrouwen;15 tot 25 jaar;Bovengrens 95%-interval;2018;26.0;5.5;4.3;;15.0;0.6;5.0;0.7;7.0;1.0;1.2;2.5;5.4;0.5;1.8;23.0;13.1;4.7;9.8;;;;;;;;;10.4;46.4;2.4
522;Vrouwen;15 tot 25 jaar;Bovengrens 95%-interval;2019;25.5;5.9;4.0;;15.6;0.5;4.9;0.9;7.2;1.4;1.3;3.0;5.5;0.3;2.0;21.4;12.6;4.5;10.4;;;;;;;;;9.6;43.4;2.4
523;Vrouwen;15 tot 25 jaar;Bovengrens 95%-interval;2020;24.1;5.7;4.0;;12.4;0.6;3.1;0.6;5.1;0.9;0.9;2.3;4.7;0.4;1.9;16.4;11.3;3.7;19.1;;;;;;;;;9.5;44.6;2.5
524;Vrouwen;15 tot 25 jaar;Bovengrens 95%-interval;2021;22.4;5.2;4.8;;13.3;0.8;3.9;0.9;6.3;1.4;1.4;2.2;4.5;0.3;1.9;18.4;11.1;4.8;14.7;;;;;;;;;9.0;40.7;2.6
525;Vrouwen;15 tot 25 jaar;Bovengrens 95%-interval;2022;27.6;6.5;3.7;;14.4;0.6;4.4;0.7;6.3;1.5;1.1;2.7;5.1;0.5;1.8;;;;;6.0;58.0;18.4;44.8;1.7;1.5;0.7;2.6;9.5;40.8;2.7
526;Vrouwen;15 tot 25 jaar;Bovengrens 95%-interval;2023;26.2;6.6;3.8;;13.6;0.9;4.5;0.6;5.8;1.6;1.2;3.0;4.4;0.5;1.8;;;;;5.5;52.2;17.6;37.2;2.7;1.3;1.2;3.3;10.5;40.9;2.5
527;Vrouwen;15 tot 25 jaar;Bovengrens 95%-interval;2024;27.7;7.8;3.7;;13.6;0.7;4.5;0.6;5.6;1.9;1.9;3.1;4.1;0.5;1.8;;;;;5.9;51.1;17.8;36.5;2.4;1.7;1.0;3.2;10.5;41.2;2.5
528;Vrouwen;25 tot 35 jaar;Waarde;2014;18.9;3.6;2.1;2.3;;;;;;;;;;;;18.5;10.8;4.3;9.0;;;;;;;;;10.8;31.2;4.5
529;Vrouwen;25 tot 35 jaar;Waarde;2015;18.1;3.9;3.0;2.3;;;;;;;;;;;;17.3;9.7;3.4;8.6;;;;;;;;;10.8;30.0;4.4
530;Vrouwen;25 tot 35 jaar;Waarde;2016;17.2;3.6;2.6;2.9;;;;;;;;;;;;15.9;9.4;4.6;8.3;;;;;;;;;9.8;27.6;4.5
531;Vrouwen;25 tot 35 jaar;Waarde;2017;18.5;4.2;2.5;2.5;;;;;;;;;;;;15.8;10.4;4.3;9.2;;;;;;;;;11.3;27.8;4.6
532;Vrouwen;25 tot 35 jaar;Waarde;2018;16.7;4.3;2.4;;10.6;0.4;2.4;0.4;3.9;1.0;1.4;3.3;1.6;0.1;2.3;15.4;9.5;5.4;10.0;;;;;;;;;10.1;26.9;4.8
533;Vrouwen;25 tot 35 jaar;Waarde;2019;17.9;4.8;2.3;;11.4;0.4;2.6;0.5;3.9;1.0;1.4;4.3;1.3;0.2;2.6;16.8;9.4;4.9;10.6;;;;;;;;;11.1;25.6;4.8
534;Vrouwen;25 tot 35 jaar;Waarde;2020;13.8;3.3;2.1;;7.9;0.4;1.9;0.5;2.4;0.8;0.9;2.6;0.9;0.2;2.3;13.4;7.8;4.8;13.3;;;;;;;;;9.3;21.5;5.2
535;Vrouwen;25 tot 35 jaar;Waarde;2021;16.2;3.6;2.6;;9.7;0.3;2.2;0.5;3.5;1.0;1.4;2.8;1.0;0.1;2.1;14.1;8.7;5.6;14.8;;;;;;;;;10.2;23.4;5.1
536;Vrouwen;25 tot 35 jaar;Waarde;2022;16.1;3.7;2.4;;9.0;0.3;2.3;0.4;2.7;1.1;1.3;2.9;1.2;0.2;2.1;;;;;5.0;56.6;24.1;40.6;1.5;1.3;1.3;1.4;9.9;22.0;5.2
537;Vrouwen;25 tot 35 jaar;Waarde;2023;15.1;3.8;2.2;;8.4;0.2;2.3;0.3;2.7;1.0;1.1;2.9;1.0;0.2;1.6;;;;;4.9;51.2;22.0;34.5;1.8;1.3;1.4;1.5;9.4;20.5;5.2
538;Vrouwen;25 tot 35 jaar;Waarde;2024;15.2;4.7;1.9;;8.5;0.4;2.0;0.3;3.2;0.9;1.4;2.5;1.4;0.1;1.6;;;;;5.4;50.5;22.3;33.2;1.8;1.3;1.3;1.5;9.2;20.5;5.3
539;Vrouwen;25 tot 35 jaar;Ondergrens 95%-interval;2014;17.4;2.9;1.6;1.8;;;;;;;;;;;;17.0;9.7;3.6;8.0;;;;;;;;;9.6;29.5;4.4
540;Vrouwen;25 tot 35 jaar;Ondergrens 95%-interval;2015;16.8;3.3;2.4;1.9;;;;;;;;;;;;16.1;8.8;2.8;7.7;;;;;;;;;9.8;28.5;4.3
541;Vrouwen;25 tot 35 jaar;Ondergrens 95%-interval;2016;16.0;3.0;2.1;2.4;;;;;;;;;;;;14.7;8.5;4.0;7.5;;;;;;;;;8.8;26.1;4.4
542;Vrouwen;25 tot 35 jaar;Ondergrens 95%-interval;2017;17.2;3.5;2.0;2.0;;;;;;;;;;;;14.6;9.4;3.6;8.3;;;;;;;;;10.2;26.3;4.5
543;Vrouwen;25 tot 35 jaar;Ondergrens 95%-interval;2018;15.7;3.7;2.0;;9.7;0.2;2.0;0.3;3.4;0.8;1.1;2.8;1.3;0.1;1.9;14.4;8.7;4.8;9.2;;;;;;;;;9.3;25.7;4.7
544;Vrouwen;25 tot 35 jaar;Ondergrens 95%-interval;2019;16.8;4.2;1.9;;10.5;0.3;2.2;0.3;3.3;0.8;1.1;3.7;1.0;0.1;2.2;15.7;8.5;4.3;9.8;;;;;;;;;10.2;24.3;4.7
545;Vrouwen;25 tot 35 jaar;Ondergrens 95%-interval;2020;12.8;2.8;1.7;;7.1;0.2;1.5;0.3;1.9;0.5;0.6;2.2;0.7;0.1;1.9;12.4;7.0;4.2;12.3;;;;;;;;;8.4;20.3;5.1
546;Vrouwen;25 tot 35 jaar;Ondergrens 95%-interval;2021;15.1;3.0;2.1;;8.8;0.2;1.7;0.3;3.0;0.7;1.1;2.3;0.8;0.0;1.7;13.0;7.8;4.9;13.7;;;;;;;;;9.2;22.1;5.0
547;Vrouwen;25 tot 35 jaar;Ondergrens 95%-interval;2022;15.1;3.2;2.0;;8.2;0.2;1.9;0.3;2.3;0.8;1.0;2.5;0.9;0.1;1.7;;;;;4.3;55.2;22.9;39.2;1.2;1.0;1.0;1.1;9.0;20.8;5.1
548;Vrouwen;25 tot 35 jaar;Ondergrens 95%-interval;2023;14.2;3.3;1.8;;7.6;0.1;1.9;0.2;2.3;0.8;0.9;2.4;0.7;0.1;1.3;;;;;4.3;49.8;20.9;33.2;1.4;1.0;1.1;1.2;8.6;19.4;5.2
549;Vrouwen;25 tot 35 jaar;Ondergrens 95%-interval;2024;14.3;4.2;1.6;;7.7;0.2;1.6;0.2;2.7;0.7;1.1;2.1;1.1;0.1;1.3;;;;;4.8;49.2;21.2;31.9;1.5;1.0;1.0;1.2;8.4;19.4;5.2
550;Vrouwen;25 tot 35 jaar;Bovengrens 95%-interval;2014;20.5;4.4;2.7;3.0;;;;;;;;;;;;20.1;12.1;5.2;10.2;;;;;;;;;12.0;33.0;4.6
551;Vrouwen;25 tot 35 jaar;Bovengrens 95%-interval;2015;19.5;4.7;3.6;2.9;;;;;;;;;;;;18.7;10.8;4.1;9.6;;;;;;;;;11.9;31.6;4.5
552;Vrouwen;25 tot 35 jaar;Bovengrens 95%-interval;2016;18.5;4.3;3.2;3.5;;;;;;;;;;;;17.2;10.4;5.4;9.3;;;;;;;;;10.8;29.2;4.7
553;Vrouwen;25 tot 35 jaar;Bovengrens 95%-interval;2017;19.8;4.9;3.1;3.1;;;;;;;;;;;;17.1;11.5;5.0;10.1;;;;;;;;;12.4;29.4;4.7
