ID;KenmerkenWerknemers;Marges;Perioden;ZiekteverzuimpercentageWerknemers_1;AandeelWerknemersDieHebbenVerzuimd_2;AantalKeerVerzuimd_3;AantalWerkdagenVerzuimd_4;AantalWerkdagenMeestRecenteVerzuim_5;k_1Tot5Werkdagen_6;k_5Tot20Werkdagen_7;k_20Tot210Werkdagen_8;k_210WerkdagenOfMeer_9;Rug_10;NekSchoudersArmenPolsenHanden_11;HeupBenenKnieenVoeten_12;HartEnVaatstelsel_13;PsychischOverspannenheidBurnOut_14;VermoeidheidOfConcentratieproblemen_15;ConflictOpHetWerk_16;Luchtwegen_17;BuikMaagOfDarmen_18;Huid_19;OrenOfOgen_20;GriepOfVerkoudheid_21;Hoofdpijn_22;KlachtenInVerbandMetZwangerschap_23;OverigeKlachten_24;GriepVerkoudheidOfAnderVirus_25;Hoofdpijn_26;PsychischOverspannenheidBurnOut_27;VermoeidheidOfConcentratieproblemen_28;Rug_29;NekSchoudersArmenPolsenHanden_30;HeupBenenKnieenVoeten_31;HartEnVaatstelsel_32;BuikMaagOfDarmen_33;Luchtwegen_34;Huid_35;OrenOfOgen_36;OverigeKlachten_37;Zwangerschapsklachten_38;Menstruatieklachten_39;Overgangsklachten_40;MenstruatieOfOvergangsklachten_41;JaHoofdzakelijkGevolgVanMijnWerk_42;JaVoorEenDeelGevolgVanMijnWerk_43;NeeGeenGevolgVanMijnWerk_44;WeetNiet_45;WerkdrukWerkstress_46;EmotioneelTeZwaar_47;LichamelijkTeZwaar_48;LangdurigDezelfdeHandelingOfPcWerk_49;TeMoeilijkWerk_50;ProblemenMetLeidingWerkgever_51;ProblemenMetCollegaOfOndergeschikte_52;ProblemenMetKlanten_53;GevaarlijkWerkBedrijfsongeval_54;GevaarlijkeStoffen_55;AndereReden_56;TeHogeWerkdruk_57;LangDezelfdeBewegingenDoen_58;LangAchterDeComputerWerken_59;SlechteFysiekeWerkomstandigheden_60;LichamelijkTeZwaarWerk_61;EmotioneelTeZwaarWerk_62;RuzieConflictOngewenstGedrag_63;ArbeidsongevalOfOngeluk_64;BesmettingOpHetWerk_65;AndereReden_66
292;Herkomstland: Nederland;Bovengrens 95%-interval;2020;4.6;44.5;2.8;18.4;16.4;63.3;23.7;13.6;1.4;5.5;4.8;4.5;1.7;7.8;2.8;0.7;3.2;7.7;0.6;1.2;43.5;6.3;1.7;16.0;;;;;;;;;;;;;;;;;;9.1;15.0;71.8;6.1;36.1;4.1;17.9;10.0;0.4;6.3;2.4;1.7;2.5;0.7;26.2;;;;;;;;;;
293;Herkomstland: Nederland;Bovengrens 95%-interval;2021;4.9;44.1;2.8;19.9;17.9;62.1;24.1;14.5;1.5;4.9;4.2;4.6;1.4;8.9;3.4;0.6;2.8;7.4;0.5;1.1;40.7;5.6;1.6;19.9;;;;;;;;;;;;;;;;;;9.9;15.7;70.0;6.6;39.0;4.4;16.8;8.2;0.6;6.0;2.4;1.5;2.5;0.3;26.6;;;;;;;;;;
294;Herkomstland: Nederland;Bovengrens 95%-interval;2022;5.4;58.2;2.7;16.7;14.0;64.0;26.5;10.0;1.2;;;;;;;;;;;;;;;;64.3;3.7;7.0;2.0;3.2;2.9;3.2;1.2;3.8;1.3;0.4;0.8;9.3;3.3;4.2;2.6;6.4;7.4;12.9;75.0;6.4;;;;;;;;;;;;30.9;5.4;5.3;1.5;10.9;4.8;5.6;3.3;24.2;16.0
295;Herkomstland: Nederland;Bovengrens 95%-interval;2023;5.0;50.6;2.8;17.8;15.8;70.0;18.5;11.9;1.4;;;;;;;;;;;;;;;;55.5;5.1;8.5;2.6;3.8;3.4;4.0;1.2;5.2;1.7;0.5;1.0;11.0;3.6;6.0;3.6;9.0;7.5;14.2;74.3;5.7;;;;;;;;;;;;31.4;6.0;5.4;2.3;12.9;6.1;6.7;3.7;17.0;16.9
296;Herkomstland: Nederland;Bovengrens 95%-interval;2024;5.1;51.2;2.9;17.9;15.3;71.3;17.4;11.6;1.4;;;;;;;;;;;;;;;;55.8;5.0;8.6;2.6;3.9;3.4;4.0;1.2;5.2;1.5;0.5;1.0;10.6;3.6;6.4;4.4;10.1;7.4;14.4;74.1;5.7;;;;;;;;;;;;28.8;5.3;5.6;2.5;13.7;6.3;7.4;3.4;16.6;18.6
297;Herkomstland: Europa (excl. Nederland);Waarde;2014;3.8;42.4;2.4;16.1;14.1;68.5;20.0;9.8;1.7;5.5;4.2;3.7;1.2;6.9;2.2;0.7;2.2;9.2;0.5;0.7;46.5;4.7;2.1;12.8;;;;;;;;;;;;;;;;;;10.8;19.9;63.9;5.4;42.7;2.9;11.8;11.2;0.0;8.0;0.5;0.4;2.1;1.2;19.0;;;;;;;;;;
298;Herkomstland: Europa (excl. Nederland);Waarde;2015;3.6;41.8;2.5;15.2;14.4;67.4;19.7;11.4;1.5;6.6;5.3;4.2;1.4;6.7;2.9;0.5;2.7;7.2;0.4;0.7;47.0;4.3;2.2;11.0;;;;;;;;;;;;;;;;;;9.6;17.7;66.5;6.2;36.7;5.2;16.8;6.1;1.3;4.0;1.3;1.3;0.5;1.9;25.0;;;;;;;;;;
299;Herkomstland: Europa (excl. Nederland);Waarde;2016;3.5;45.0;2.5;14.6;12.9;70.9;17.0;11.4;0.7;5.0;5.1;4.1;1.3;7.5;1.8;0.4;2.4;9.6;0.4;0.6;48.1;4.6;1.3;10.6;;;;;;;;;;;;;;;;;;10.0;18.9;64.7;6.3;44.8;6.2;11.1;8.7;0.7;4.2;1.2;0.4;1.1;0.4;21.1;;;;;;;;;;
300;Herkomstland: Europa (excl. Nederland);Waarde;2017;3.8;44.2;2.4;15.8;12.8;69.0;18.1;12.4;0.5;6.2;5.1;4.2;1.6;8.2;3.5;0.5;1.8;9.0;1.0;1.1;45.2;4.7;0.7;9.6;;;;;;;;;;;;;;;;;;12.9;19.3;61.0;6.8;40.2;2.6;14.3;12.3;0.6;5.5;1.1;0.7;2.1;0.1;20.4;;;;;;;;;;
301;Herkomstland: Europa (excl. Nederland);Waarde;2018;4.0;46.5;2.6;15.6;13.2;68.0;20.0;11.0;1.0;6.3;4.5;3.3;1.0;8.2;2.3;0.9;2.3;9.9;0.6;1.5;45.8;4.3;1.4;10.3;;;;;;;;;;;;;;;;;;11.2;17.9;63.3;7.5;37.4;4.0;12.8;13.7;0.5;7.3;0.9;0.3;3.2;0.9;18.9;;;;;;;;;;
302;Herkomstland: Europa (excl. Nederland);Waarde;2019;3.9;45.6;2.8;16.0;12.1;69.7;18.8;10.7;0.7;6.1;5.0;3.4;1.0;8.4;1.9;0.8;2.3;8.6;0.3;1.2;48.5;4.3;1.7;9.3;;;;;;;;;;;;;;;;;;13.8;17.1;61.2;7.8;39.8;4.2;15.2;8.0;0.8;6.4;1.8;0.7;2.0;0.9;20.3;;;;;;;;;;
303;Herkomstland: Europa (excl. Nederland);Waarde;2020;3.8;42.0;2.5;17.3;14.9;63.3;23.8;11.9;1.0;5.6;5.2;4.4;1.1;8.6;2.2;0.9;2.9;8.0;0.4;1.5;42.9;6.1;1.4;12.0;;;;;;;;;;;;;;;;;;12.3;14.8;64.5;8.4;39.5;1.1;12.0;11.9;1.8;7.4;2.8;1.8;2.8;0.9;17.9;;;;;;;;;;
304;Herkomstland: Europa (excl. Nederland);Waarde;2021;4.3;43.4;3.0;19.1;15.6;65.8;21.4;11.5;1.4;7.0;4.7;3.2;0.7;10.6;2.7;0.6;3.3;6.9;0.3;0.5;41.2;5.1;1.7;14.3;;;;;;;;;;;;;;;;;;14.2;16.1;61.7;8.0;42.7;2.6;12.2;11.2;3.9;6.9;1.0;0.2;0.0;0.6;18.6;;;;;;;;;;
305;Herkomstland: Europa (excl. Nederland);Waarde;2022;4.8;58.1;2.9;15.3;11.6;63.9;28.1;7.1;0.9;;;;;;;;;;;;;;;;65.3;3.5;7.0;1.5;3.8;3.0;2.9;0.7;3.7;0.9;0.1;0.8;6.8;2.0;6.3;2.7;8.8;9.0;14.1;68.4;8.6;;;;;;;;;;;;26.8;7.7;5.5;2.1;12.0;8.1;3.4;1.7;18.2;14.5
306;Herkomstland: Europa (excl. Nederland);Waarde;2023;4.5;53.7;3.0;15.7;12.0;70.6;20.4;8.0;1.0;;;;;;;;;;;;;;;;59.1;4.2;7.4;1.6;4.6;2.8;3.0;1.3;5.1;0.7;0.4;0.9;8.8;2.9;6.1;3.7;9.8;8.7;16.3;66.4;8.6;;;;;;;;;;;;28.8;8.7;5.4;6.2;9.3;7.4;6.3;1.7;9.9;16.3
307;Herkomstland: Europa (excl. Nederland);Waarde;2024;4.7;55.1;3.1;16.1;13.1;69.4;20.5;8.8;1.3;;;;;;;;;;;;;;;;57.9;3.8;9.5;2.1;4.5;3.3;3.5;0.7;4.2;1.1;0.4;1.1;8.0;2.6;5.9;4.0;9.5;10.3;17.8;64.8;7.0;;;;;;;;;;;;25.3;6.8;6.0;6.2;10.1;8.3;6.9;2.4;11.6;16.6
308;Herkomstland: Europa (excl. Nederland);Ondergrens 95%-interval;2014;3.2;40.0;2.1;13.5;10.9;65.0;17.3;7.9;0.9;4.1;3.0;2.6;0.6;5.3;1.3;0.3;1.4;7.3;0.2;0.3;42.8;3.4;1.2;10.5;;;;;;;;;;;;;;;;;;8.8;17.1;60.3;3.9;36.4;1.3;8.3;7.8;0.0;5.1;0.1;0.1;0.9;0.4;14.3;;;;;;;;;;
309;Herkomstland: Europa (excl. Nederland);Ondergrens 95%-interval;2015;3.1;39.6;2.2;13.2;11.6;64.2;17.1;9.4;0.9;5.1;4.0;3.1;0.8;5.2;2.0;0.2;1.8;5.7;0.1;0.3;43.5;3.2;1.3;9.0;;;;;;;;;;;;;;;;;;7.7;15.2;63.2;4.8;30.5;2.7;12.6;3.9;0.4;2.0;0.5;0.4;0.1;0.6;19.7;;;;;;;;;;
310;Herkomstland: Europa (excl. Nederland);Ondergrens 95%-interval;2016;3.0;42.8;2.2;12.7;10.3;67.9;14.7;9.5;0.3;3.9;3.9;3.0;0.8;5.9;1.1;0.1;1.6;7.9;0.2;0.3;44.8;3.3;0.7;8.8;;;;;;;;;;;;;;;;;;8.2;16.5;61.6;4.8;39.0;3.8;7.9;6.0;0.2;2.4;0.4;0.1;0.3;0.1;16.5;;;;;;;;;;
311;Herkomstland: Europa (excl. Nederland);Ondergrens 95%-interval;2017;3.3;42.0;2.2;13.8;10.8;65.8;15.7;10.4;0.2;4.8;3.9;3.1;1.0;6.6;2.5;0.2;1.1;7.3;0.5;0.6;41.8;3.4;0.3;7.9;;;;;;;;;;;;;;;;;;10.8;16.8;57.7;5.2;34.5;1.3;10.7;8.9;0.1;3.4;0.4;0.2;0.9;0.0;16.1;;;;;;;;;;
312;Herkomstland: Europa (excl. Nederland);Ondergrens 95%-interval;2018;3.5;44.5;2.4;13.9;11.1;65.1;17.7;9.3;0.6;5.0;3.4;2.5;0.6;6.7;1.6;0.5;1.6;8.3;0.2;1.0;42.9;3.2;0.9;8.7;;;;;;;;;;;;;;;;;;9.5;15.8;60.5;6.1;32.3;2.2;9.7;10.3;0.1;4.8;0.3;0.0;1.7;0.3;15.1;;;;;;;;;;
313;Herkomstland: Europa (excl. Nederland);Ondergrens 95%-interval;2019;3.5;43.7;2.5;14.2;10.3;67.0;16.7;9.1;0.4;4.9;3.8;2.5;0.6;7.0;1.3;0.4;1.6;7.1;0.2;0.8;45.6;3.3;1.1;7.8;;;;;;;;;;;;;;;;;;12.0;15.1;58.4;6.4;34.8;2.6;11.7;5.6;0.2;4.3;0.8;0.2;1.0;0.3;16.4;;;;;;;;;;
314;Herkomstland: Europa (excl. Nederland);Ondergrens 95%-interval;2020;3.4;40.2;2.3;15.2;12.4;60.4;21.3;10.2;0.6;4.4;4.1;3.3;0.7;7.1;1.5;0.5;2.1;6.5;0.2;0.9;39.9;4.8;0.8;10.3;;;;;;;;;;;;;;;;;;10.5;12.9;61.7;6.9;34.3;0.4;8.7;8.8;0.8;5.1;1.4;0.8;1.4;0.3;14.0;;;;;;;;;;
315;Herkomstland: Europa (excl. Nederland);Ondergrens 95%-interval;2021;3.8;41.4;2.7;16.7;13.1;62.8;19.0;9.7;0.9;5.6;3.6;2.4;0.3;8.9;1.9;0.3;2.3;5.5;0.1;0.3;38.1;3.9;1.0;12.3;;;;;;;;;;;;;;;;;;12.2;13.9;58.6;6.5;37.2;1.4;9.0;8.0;2.1;4.5;0.4;0.0;0.0;0.1;14.7;;;;;;;;;;
316;Herkomstland: Europa (excl. Nederland);Ondergrens 95%-interval;2022;4.3;56.4;2.7;13.9;9.8;61.6;26.0;6.1;0.6;;;;;;;;;;;;;;;;63.1;2.8;5.9;1.0;3.1;2.4;2.2;0.4;2.9;0.6;0.0;0.5;5.7;1.1;4.5;1.6;6.6;7.8;12.6;66.2;7.4;;;;;;;;;;;;22.9;5.4;3.6;1.1;9.2;5.7;2.0;0.8;14.9;11.4
317;Herkomstland: Europa (excl. Nederland);Ondergrens 95%-interval;2023;4.0;52.1;2.8;14.2;10.2;68.5;18.6;6.9;0.6;;;;;;;;;;;;;;;;56.9;3.3;6.3;1.1;3.8;2.2;2.3;0.9;4.2;0.4;0.2;0.5;7.6;1.8;4.4;2.4;7.6;7.5;14.7;64.3;7.4;;;;;;;;;;;;24.8;6.3;3.7;4.2;7.0;5.3;4.4;0.9;7.5;13.1
318;Herkomstland: Europa (excl. Nederland);Ondergrens 95%-interval;2024;4.2;53.5;2.9;14.6;11.3;67.3;18.8;7.7;0.9;;;;;;;;;;;;;;;;55.8;3.0;8.3;1.5;3.7;2.6;2.8;0.4;3.4;0.7;0.2;0.8;6.9;1.5;4.3;2.7;7.4;9.1;16.3;62.7;6.0;;;;;;;;;;;;21.8;5.0;4.3;4.4;7.9;6.3;5.1;1.4;9.3;13.7
319;Herkomstland: Europa (excl. Nederland);Bovengrens 95%-interval;2014;4.5;44.8;2.7;18.7;17.2;71.8;23.1;12.1;2.9;7.3;5.8;5.3;2.1;9.0;3.7;1.4;3.6;11.6;1.5;1.5;50.3;6.4;3.5;15.6;;;;;;;;;;;;;;;;;;13.3;23.0;67.3;7.3;49.3;6.3;16.5;15.8;;12.4;2.0;2.9;4.9;4.1;24.9;;;;;;;;;;
320;Herkomstland: Europa (excl. Nederland);Bovengrens 95%-interval;2015;4.1;44.0;2.8;17.2;17.2;70.5;22.5;13.7;2.5;8.4;7.1;5.6;2.4;8.6;4.3;1.2;3.8;9.2;1.2;1.5;50.5;5.8;3.6;13.3;;;;;;;;;;;;;;;;;;11.8;20.4;69.7;8.2;43.3;9.8;22.2;9.6;4.1;7.7;3.4;4.3;1.9;6.1;31.1;;;;;;;;;;
321;Herkomstland: Europa (excl. Nederland);Bovengrens 95%-interval;2016;4.0;47.2;2.7;16.5;15.6;73.8;19.6;13.5;1.4;6.5;6.6;5.5;2.2;9.4;2.9;1.0;3.5;11.7;1.1;1.5;51.5;6.2;2.2;12.8;;;;;;;;;;;;;;;;;;12.1;21.6;67.8;8.2;50.9;10.0;15.5;12.6;2.8;7.2;3.7;2.5;3.8;2.8;26.5;;;;;;;;;;
322;Herkomstland: Europa (excl. Nederland);Bovengrens 95%-interval;2017;4.3;46.4;2.6;17.8;14.9;72.0;20.8;14.7;1.1;8.0;6.8;5.7;2.8;10.2;4.9;1.2;2.9;11.1;1.9;2.0;48.6;6.3;1.6;11.6;;;;;;;;;;;;;;;;;;15.3;22.1;64.2;8.7;46.1;5.3;18.9;16.7;2.3;8.8;3.4;2.9;4.7;0.9;25.6;;;;;;;;;;
323;Herkomstland: Europa (excl. Nederland);Bovengrens 95%-interval;2018;4.4;48.4;2.8;17.4;15.2;70.7;22.5;13.0;1.7;7.9;5.8;4.4;1.7;10.0;3.4;1.6;3.2;11.8;1.4;2.4;48.8;5.6;2.3;12.1;;;;;;;;;;;;;;;;;;13.2;20.3;66.1;9.2;42.9;7.1;16.7;17.9;2.2;10.8;2.5;2.2;6.0;2.7;23.4;;;;;;;;;;
324;Herkomstland: Europa (excl. Nederland);Bovengrens 95%-interval;2019;4.4;47.5;3.0;17.7;13.9;72.3;21.2;12.7;1.3;7.7;6.4;4.6;1.6;10.1;2.9;1.5;3.3;10.3;0.8;2.0;51.5;5.5;2.6;11.1;;;;;;;;;;;;;;;;;;16.0;19.4;64.0;9.6;44.9;6.7;19.4;11.3;2.6;9.3;4.2;2.3;3.9;2.5;24.8;;;;;;;;;;
325;Herkomstland: Europa (excl. Nederland);Bovengrens 95%-interval;2020;4.3;43.9;2.7;19.5;17.4;66.1;26.4;13.9;1.8;7.1;6.7;5.7;1.8;10.4;3.2;1.7;4.0;9.7;0.9;2.5;45.9;7.6;2.3;14.0;;;;;;;;;;;;;;;;;;14.3;16.9;67.3;10.3;45.0;2.8;16.3;16.1;4.1;10.7;5.5;4.3;5.5;2.5;22.5;;;;;;;;;;
326;Herkomstland: Europa (excl. Nederland);Bovengrens 95%-interval;2021;4.9;45.4;3.3;21.4;18.2;68.6;24.0;13.5;2.2;8.9;6.2;4.4;1.3;12.7;3.8;1.2;4.5;8.6;1.1;1.1;44.3;6.7;2.7;16.5;;;;;;;;;;;;;;;;;;16.5;18.5;64.6;9.9;48.4;5.0;16.4;15.4;7.1;10.4;2.5;1.3;;2.4;23.4;;;;;;;;;;
327;Herkomstland: Europa (excl. Nederland);Bovengrens 95%-interval;2022;5.2;59.7;3.1;16.7;13.4;66.1;30.2;8.4;1.4;;;;;;;;;;;;;;;;67.4;4.5;8.3;2.1;4.8;3.9;3.7;1.2;4.7;1.4;0.4;1.3;8.0;3.6;8.8;4.4;11.5;10.4;15.7;70.5;10.0;;;;;;;;;;;;31.1;10.9;8.1;4.1;15.6;11.3;5.6;3.5;22.0;18.2
328;Herkomstland: Europa (excl. Nederland);Bovengrens 95%-interval;2023;4.9;55.4;3.2;17.2;13.7;72.7;22.4;9.3;1.5;;;;;;;;;;;;;;;;61.3;5.2;8.7;2.2;5.7;3.7;3.8;1.9;6.2;1.2;0.7;1.4;10.2;4.8;8.5;5.6;12.6;10.0;18.0;68.5;10.0;;;;;;;;;;;;33.1;11.9;7.8;9.1;12.4;10.3;9.0;3.4;12.8;20.0
329;Herkomstland: Europa (excl. Nederland);Bovengrens 95%-interval;2024;5.1;56.6;3.3;17.6;14.9;71.4;22.3;10.1;1.9;;;;;;;;;;;;;;;;60.0;4.7;10.8;2.8;5.5;4.2;4.4;1.2;5.2;1.6;0.7;1.7;9.2;4.3;8.2;6.0;12.2;11.7;19.5;66.8;8.2;;;;;;;;;;;;29.0;9.2;8.3;8.6;12.8;10.8;9.2;4.0;14.3;19.9
330;Herkomstland: buiten Europa;Waarde;2014;3.5;44.1;2.8;14.2;11.6;69.6;19.7;9.8;0.9;6.3;5.5;4.5;1.2;4.6;3.3;0.4;2.0;8.5;0.7;1.2;46.7;4.8;1.2;12.0;;;;;;;;;;;;;;;;;;9.9;18.3;63.5;8.3;34.0;4.5;14.3;14.0;0.6;7.2;1.0;2.0;0.9;0.5;20.9;;;;;;;;;;
331;Herkomstland: buiten Europa;Waarde;2015;3.7;45.1;2.6;14.8;11.6;71.2;19.3;8.7;0.8;6.5;5.0;4.2;1.2;5.7;2.8;0.3;2.6;7.7;0.4;0.7;48.4;5.2;1.0;11.4;;;;;;;;;;;;;;;;;;9.5;17.2;64.5;8.8;34.1;5.0;17.0;12.8;0.5;5.7;3.4;1.0;1.2;0.4;18.9;;;;;;;;;;
332;Herkomstland: buiten Europa;Waarde;2016;3.5;44.2;2.6;14.4;11.6;69.5;19.7;9.9;0.9;6.0;6.3;3.9;0.7;5.3;3.6;0.5;2.6;8.2;0.7;0.9;47.2;5.4;1.3;10.7;;;;;;;;;;;;;;;;;;10.5;18.0;63.4;8.1;35.2;4.1;19.6;12.9;0.8;5.1;1.6;1.1;1.3;0.5;17.8;;;;;;;;;;
333;Herkomstland: buiten Europa;Waarde;2017;3.6;45.2;2.6;13.9;11.4;73.2;16.4;9.5;0.9;6.1;5.5;4.2;1.3;6.8;3.2;1.0;2.3;8.2;0.1;1.2;45.7;4.9;0.9;11.2;;;;;;;;;;;;;;;;;;12.7;18.1;61.5;7.7;38.0;3.2;16.2;11.6;0.5;8.3;1.3;0.9;0.6;0.8;18.6;;;;;;;;;;
334;Herkomstland: buiten Europa;Waarde;2018;4.2;46.9;2.9;16.2;12.9;68.2;20.8;10.1;0.9;6.4;5.3;4.6;1.4;6.7;2.6;0.3;1.8;8.2;0.9;1.3;45.7;5.1;1.9;11.1;;;;;;;;;;;;;;;;;;12.3;17.3;62.6;7.8;37.4;4.0;16.7;11.6;0.7;5.2;2.5;0.7;0.6;1.3;19.4;;;;;;;;;;
335;Herkomstland: buiten Europa;Waarde;2019;3.9;47.3;2.9;15.1;12.6;70.5;18.9;9.5;1.1;6.0;5.7;4.6;1.3;7.4;3.3;0.8;2.0;6.8;0.7;1.0;45.9;5.5;1.5;10.6;;;;;;;;;;;;;;;;;;12.4;17.1;61.6;8.9;36.5;3.7;16.2;10.1;0.5;7.3;2.8;1.2;1.1;0.5;20.2;;;;;;;;;;
336;Herkomstland: buiten Europa;Waarde;2020;4.1;42.1;2.9;17.8;13.7;63.8;24.2;10.8;1.2;6.0;6.0;3.5;0.7;6.9;2.5;0.3;2.6;7.4;0.3;1.1;44.2;7.0;1.6;13.8;;;;;;;;;;;;;;;;;;12.1;15.5;62.4;10.0;35.3;2.7;14.8;12.6;0.5;4.5;3.3;1.0;1.9;0.8;22.6;;;;;;;;;;
337;Herkomstland: buiten Europa;Waarde;2021;4.3;43.6;2.9;18.2;15.5;62.1;24.1;12.7;1.2;6.1;4.2;3.0;1.0;8.6;3.1;0.6;2.1;6.7;0.4;1.3;41.8;5.8;1.5;16.8;;;;;;;;;;;;;;;;;;11.8;18.3;59.6;10.4;36.9;4.5;15.2;11.2;1.0;5.6;1.3;1.0;1.5;0.0;22.0;;;;;;;;;;
338;Herkomstland: buiten Europa;Waarde;2022;5.1;56.7;2.9;16.4;12.3;65.2;24.9;8.9;1.0;;;;;;;;;;;;;;;;62.4;4.2;6.9;2.4;3.9;3.1;2.5;0.8;3.3;1.7;0.2;0.8;7.7;4.7;7.4;2.6;9.8;9.5;14.7;66.4;9.4;;;;;;;;;;;;25.6;6.8;7.1;3.3;12.0;4.8;5.4;2.2;19.1;13.7
339;Herkomstland: buiten Europa;Waarde;2023;4.4;52.4;3.0;15.5;11.3;71.8;19.0;8.3;0.9;;;;;;;;;;;;;;;;54.8;6.5;7.4;2.8;4.3;4.1;3.2;0.7;5.1;1.1;0.5;1.0;8.3;4.2;10.7;3.4;13.4;10.4;16.1;64.3;9.2;;;;;;;;;;;;28.9;7.1;8.2;3.7;11.3;6.0;7.3;2.9;10.8;13.9
340;Herkomstland: buiten Europa;Waarde;2024;4.7;53.4;3.3;16.5;12.6;71.1;18.2;9.6;1.1;;;;;;;;;;;;;;;;55.3;5.8;7.6;2.0;4.0;4.2;3.7;0.8;4.9;1.2;0.4;1.0;9.0;3.6;8.7;2.3;10.8;9.0;16.1;66.2;8.7;;;;;;;;;;;;27.2;8.1;10.5;3.0;12.4;4.5;5.0;2.7;12.8;13.9
341;Herkomstland: buiten Europa;Ondergrens 95%-interval;2014;3.1;42.4;2.5;12.7;9.8;67.1;17.7;8.3;0.6;5.2;4.5;3.5;0.8;3.7;2.5;0.2;1.4;7.1;0.3;0.8;44.0;3.8;0.7;10.3;;;;;;;;;;;;;;;;;;8.5;16.4;60.9;6.8;29.6;2.7;11.2;11.0;0.2;5.2;0.4;1.0;0.3;0.1;17.1;;;;;;;;;;
342;Herkomstland: buiten Europa;Ondergrens 95%-interval;2015;3.3;43.6;2.4;13.3;10.0;69.1;17.5;7.5;0.5;5.4;4.1;3.4;0.8;4.7;2.1;0.1;2.0;6.6;0.2;0.4;46.1;4.3;0.6;10.0;;;;;;;;;;;;;;;;;;8.3;15.5;62.3;7.5;30.1;3.3;14.0;10.2;0.2;4.1;2.1;0.4;0.6;0.1;15.7;;;;;;;;;;
343;Herkomstland: buiten Europa;Ondergrens 95%-interval;2016;3.1;42.7;2.4;13.0;10.0;67.4;18.0;8.7;0.6;5.0;5.3;3.1;0.5;4.4;2.8;0.3;2.0;7.0;0.4;0.5;44.9;4.4;0.8;9.4;;;;;;;;;;;;;;;;;;9.2;16.4;61.2;7.0;31.3;2.7;16.3;10.3;0.2;3.6;0.9;0.5;0.6;0.2;14.8;;;;;;;;;;
344;Herkomstland: buiten Europa;Ondergrens 95%-interval;2017;3.2;43.7;2.4;12.6;9.8;71.2;14.8;8.2;0.6;5.1;4.6;3.4;0.9;5.7;2.5;0.7;1.7;7.0;0.0;0.8;43.4;4.0;0.5;9.9;;;;;;;;;;;;;;;;;;11.2;16.4;59.3;6.6;34.2;2.0;13.4;9.2;0.1;6.4;0.7;0.3;0.2;0.4;15.6;;;;;;;;;;
345;Herkomstland: buiten Europa;Ondergrens 95%-interval;2018;3.9;45.6;2.7;15.0;11.3;66.5;19.3;9.0;0.6;5.5;4.5;3.9;1.0;5.8;2.1;0.2;1.4;7.3;0.6;1.0;43.8;4.3;1.5;10.0;;;;;;;;;;;;;;;;;;11.2;16.0;60.8;6.9;34.2;2.8;14.3;9.6;0.3;3.9;1.6;0.3;0.3;0.7;16.9;;;;;;;;;;
346;Herkomstland: buiten Europa;Ondergrens 95%-interval;2019;3.6;46.0;2.7;13.9;11.0;68.7;17.5;8.4;0.8;5.1;4.9;3.9;0.9;6.5;2.7;0.6;1.5;5.9;0.5;0.7;43.9;4.7;1.1;9.6;;;;;;;;;;;;;;;;;;11.3;15.7;59.8;7.9;33.3;2.6;13.8;8.2;0.2;5.7;1.9;0.6;0.6;0.2;17.6;;;;;;;;;;
347;Herkomstland: buiten Europa;Ondergrens 95%-interval;2020;3.7;40.8;2.7;16.4;12.2;61.9;22.5;9.7;0.8;5.2;5.1;2.8;0.5;6.0;1.9;0.2;2.0;6.4;0.2;0.8;42.2;6.1;1.2;12.5;;;;;;;;;;;;;;;;;;10.9;14.1;60.5;8.9;31.9;1.8;12.4;10.3;0.2;3.2;2.2;0.5;1.0;0.3;19.6;;;;;;;;;;
348;Herkomstland: buiten Europa;Ondergrens 95%-interval;2021;4.0;42.2;2.7;16.7;13.7;59.9;22.3;11.4;0.8;5.1;3.4;2.4;0.7;7.5;2.5;0.4;1.6;5.7;0.2;0.9;39.6;4.8;1.1;15.3;;;;;;;;;;;;;;;;;;10.5;16.6;57.4;9.1;33.2;3.1;12.5;8.9;0.4;4.1;0.6;0.4;0.7;0.0;18.7;;;;;;;;;;
349;Herkomstland: buiten Europa;Ondergrens 95%-interval;2022;4.7;55.4;2.7;15.2;10.9;63.5;23.4;7.9;0.7;;;;;;;;;;;;;;;;60.7;3.6;6.0;1.9;3.3;2.5;2.0;0.6;2.7;1.3;0.1;0.6;6.8;3.4;5.7;1.8;8.0;8.5;13.5;64.7;8.4;;;;;;;;;;;;22.6;5.1;5.4;2.1;9.8;3.4;3.9;1.4;16.4;11.3
350;Herkomstland: buiten Europa;Ondergrens 95%-interval;2023;4.1;51.1;2.9;14.3;10.0;70.1;17.6;7.3;0.6;;;;;;;;;;;;;;;;53.1;5.7;6.5;2.2;3.6;3.4;2.7;0.5;4.3;0.8;0.3;0.7;7.4;3.0;8.7;2.3;11.2;9.4;14.8;62.5;8.2;;;;;;;;;;;;25.8;5.5;6.4;2.6;9.2;4.5;5.6;1.9;8.8;11.6
351;Herkomstland: buiten Europa;Ondergrens 95%-interval;2024;4.4;52.2;3.1;15.3;11.2;69.5;16.9;8.6;0.8;;;;;;;;;;;;;;;;53.6;5.1;6.7;1.5;3.4;3.6;3.1;0.6;4.3;0.9;0.2;0.7;8.0;2.5;6.9;1.5;8.8;8.1;14.9;64.5;7.8;;;;;;;;;;;;24.3;6.4;8.5;2.0;10.2;3.3;3.6;1.8;10.7;11.7
