ID;Geslacht;Leeftijd;Marges;Perioden;Ondergewicht_1;NormaalGewicht_2;Overgewicht_3;MatigOvergewicht_4;ErnstigOvergewicht_5;OpgegevenLengte20JaarOfOuder_6;OpgegevenGewicht20JaarOfOuder_7
235;Totaal mannen en vrouwen;4 tot 12 jaar;Waarde;2004;8.9;75.3;15.8;11.9;3.9;;
236;Totaal mannen en vrouwen;4 tot 12 jaar;Waarde;2005;9.1;75.6;15.3;12.3;3.0;;
237;Totaal mannen en vrouwen;4 tot 12 jaar;Waarde;2006;9.4;78.1;12.5;9.8;2.8;;
238;Totaal mannen en vrouwen;4 tot 12 jaar;Waarde;2007;7.8;81.0;11.2;8.0;3.2;;
239;Totaal mannen en vrouwen;4 tot 12 jaar;Waarde;2008;7.1;79.1;13.9;10.8;3.1;;
240;Totaal mannen en vrouwen;4 tot 12 jaar;Waarde;2009;8.8;76.0;15.2;12.1;3.1;;
241;Totaal mannen en vrouwen;4 tot 12 jaar;Waarde;2010;7.1;79.6;13.3;10.0;3.4;;
242;Totaal mannen en vrouwen;4 tot 12 jaar;Waarde;2011;7.5;79.8;12.7;9.7;2.9;;
243;Totaal mannen en vrouwen;4 tot 12 jaar;Waarde;2012;6.9;80.7;12.4;9.4;3.0;;
244;Totaal mannen en vrouwen;4 tot 12 jaar;Waarde;2013;7.7;80.1;12.2;9.4;2.8;;
245;Totaal mannen en vrouwen;4 tot 12 jaar;Waarde;2014;6.6;81.8;11.6;8.4;3.2;;
246;Totaal mannen en vrouwen;4 tot 12 jaar;Waarde;2015;8.3;79.5;12.2;8.4;3.9;;
247;Totaal mannen en vrouwen;4 tot 12 jaar;Waarde;2016;7.4;80.7;11.9;9.3;2.6;;
248;Totaal mannen en vrouwen;4 tot 12 jaar;Waarde;2017;7.7;79.2;13.1;9.8;3.3;;
249;Totaal mannen en vrouwen;4 tot 12 jaar;Waarde;2018;7.9;80.2;11.9;8.5;3.4;;
250;Totaal mannen en vrouwen;4 tot 12 jaar;Waarde;2019;8.6;79.4;12.0;10.1;2.0;;
251;Totaal mannen en vrouwen;4 tot 12 jaar;Waarde;2020;9.0;77.8;13.2;10.5;2.7;;
252;Totaal mannen en vrouwen;4 tot 12 jaar;Waarde;2021;7.6;76.9;15.5;11.9;3.6;;
253;Totaal mannen en vrouwen;4 tot 12 jaar;Waarde;2022;7.9;80.6;11.5;8.1;3.4;;
254;Totaal mannen en vrouwen;4 tot 12 jaar;Waarde;2023;5.4;83.3;11.3;7.6;3.7;;
255;Totaal mannen en vrouwen;4 tot 12 jaar;Waarde;1981/1984;8.7;78.6;12.7;9.2;3.5;;
256;Totaal mannen en vrouwen;4 tot 12 jaar;Waarde;1985/1988;10.9;79.1;10.0;7.2;2.8;;
257;Totaal mannen en vrouwen;4 tot 12 jaar;Waarde;1989/1992;11.0;75.0;14.0;10.2;3.8;;
258;Totaal mannen en vrouwen;4 tot 12 jaar;Waarde;1993/1996;9.9;76.6;13.5;9.2;4.4;;
259;Totaal mannen en vrouwen;4 tot 12 jaar;Waarde;1997/2000;10.1;75.8;14.1;10.3;3.8;;
260;Totaal mannen en vrouwen;4 tot 12 jaar;Waarde;2001/2004;9.1;76.5;14.4;10.2;4.2;;
261;Totaal mannen en vrouwen;4 tot 12 jaar;Waarde;2005/2008;8.3;78.4;13.2;10.2;3.0;;
262;Totaal mannen en vrouwen;4 tot 12 jaar;Waarde;2009/2012;7.6;79.0;13.4;10.3;3.1;;
263;Totaal mannen en vrouwen;4 tot 12 jaar;Waarde;2013/2016;7.5;80.5;12.0;8.9;3.1;;
264;Totaal mannen en vrouwen;4 tot 12 jaar;Waarde;2017/2020;8.3;79.2;12.5;9.7;2.8;;
265;Totaal mannen en vrouwen;4 tot 12 jaar;Standaardfout;1981;0.8;1.3;1.1;1.0;0.6;;
266;Totaal mannen en vrouwen;4 tot 12 jaar;Standaardfout;1982;1.0;1.3;1.1;0.9;0.6;;
267;Totaal mannen en vrouwen;4 tot 12 jaar;Standaardfout;1983;1.0;1.4;1.1;0.9;0.7;;
268;Totaal mannen en vrouwen;4 tot 12 jaar;Standaardfout;1984;1.0;1.3;1.0;0.9;0.5;;
269;Totaal mannen en vrouwen;4 tot 12 jaar;Standaardfout;1985;1.0;1.3;1.0;0.9;0.6;;
270;Totaal mannen en vrouwen;4 tot 12 jaar;Standaardfout;1986;1.1;1.4;1.0;0.9;0.5;;
271;Totaal mannen en vrouwen;4 tot 12 jaar;Standaardfout;1987;1.2;1.5;1.1;1.0;0.6;;
272;Totaal mannen en vrouwen;4 tot 12 jaar;Standaardfout;1988;1.3;1.6;1.2;1.0;0.7;;
273;Totaal mannen en vrouwen;4 tot 12 jaar;Standaardfout;1989;1.1;1.5;1.2;1.0;0.6;;
274;Totaal mannen en vrouwen;4 tot 12 jaar;Standaardfout;1990;1.2;1.7;1.4;1.1;0.9;;
275;Totaal mannen en vrouwen;4 tot 12 jaar;Standaardfout;1991;1.3;1.8;1.4;1.3;0.7;;
276;Totaal mannen en vrouwen;4 tot 12 jaar;Standaardfout;1992;1.1;1.6;1.2;1.1;0.7;;
277;Totaal mannen en vrouwen;4 tot 12 jaar;Standaardfout;1993;1.1;1.6;1.3;1.1;0.8;;
278;Totaal mannen en vrouwen;4 tot 12 jaar;Standaardfout;1994;1.0;1.5;1.3;1.1;0.8;;
279;Totaal mannen en vrouwen;4 tot 12 jaar;Standaardfout;1995;1.0;1.4;1.1;0.9;0.6;;
280;Totaal mannen en vrouwen;4 tot 12 jaar;Standaardfout;1996;1.2;1.6;1.3;1.1;0.7;;
281;Totaal mannen en vrouwen;4 tot 12 jaar;Standaardfout;1997;0.9;1.3;1.1;0.9;0.6;;
282;Totaal mannen en vrouwen;4 tot 12 jaar;Standaardfout;1998;1.0;1.5;1.2;1.0;0.7;;
283;Totaal mannen en vrouwen;4 tot 12 jaar;Standaardfout;1999;1.0;1.4;1.2;1.0;0.6;;
284;Totaal mannen en vrouwen;4 tot 12 jaar;Standaardfout;2000;1.0;1.4;1.1;1.0;0.6;;
285;Totaal mannen en vrouwen;4 tot 12 jaar;Standaardfout;2001;1.0;1.4;1.2;1.0;0.7;;
286;Totaal mannen en vrouwen;4 tot 12 jaar;Standaardfout;2002;1.0;1.5;1.2;1.0;0.7;;
287;Totaal mannen en vrouwen;4 tot 12 jaar;Standaardfout;2003;0.9;1.4;1.2;1.0;0.7;;
288;Totaal mannen en vrouwen;4 tot 12 jaar;Standaardfout;2004;0.9;1.4;1.2;1.0;0.6;;
289;Totaal mannen en vrouwen;4 tot 12 jaar;Standaardfout;2005;1.0;1.5;1.2;1.1;0.6;;
290;Totaal mannen en vrouwen;4 tot 12 jaar;Standaardfout;2006;1.0;1.5;1.2;1.0;0.6;;
291;Totaal mannen en vrouwen;4 tot 12 jaar;Standaardfout;2007;1.0;1.4;1.2;1.0;0.6;;
292;Totaal mannen en vrouwen;4 tot 12 jaar;Standaardfout;2008;0.9;1.4;1.2;1.1;0.6;;
293;Totaal mannen en vrouwen;4 tot 12 jaar;Standaardfout;2009;1.0;1.6;1.3;1.2;0.6;;
294;Totaal mannen en vrouwen;4 tot 12 jaar;Standaardfout;2010;0.7;1.1;0.9;0.8;0.5;;
295;Totaal mannen en vrouwen;4 tot 12 jaar;Standaardfout;2011;0.8;1.2;1.0;0.9;0.5;;
296;Totaal mannen en vrouwen;4 tot 12 jaar;Standaardfout;2012;0.8;1.2;1.0;0.9;0.5;;
297;Totaal mannen en vrouwen;4 tot 12 jaar;Standaardfout;2013;0.8;1.2;1.0;0.9;0.5;;
298;Totaal mannen en vrouwen;4 tot 12 jaar;Standaardfout;2014;0.9;1.4;1.1;1.0;0.6;;
299;Totaal mannen en vrouwen;4 tot 12 jaar;Standaardfout;2015;1.0;1.4;1.2;1.0;0.7;;
300;Totaal mannen en vrouwen;4 tot 12 jaar;Standaardfout;2016;1.0;1.4;1.2;1.1;0.6;;
301;Totaal mannen en vrouwen;4 tot 12 jaar;Standaardfout;2017;0.9;1.4;1.2;1.1;0.6;;
302;Totaal mannen en vrouwen;4 tot 12 jaar;Standaardfout;2018;0.9;1.4;1.1;1.0;0.6;;
303;Totaal mannen en vrouwen;4 tot 12 jaar;Standaardfout;2019;1.0;1.4;1.1;1.1;0.5;;
304;Totaal mannen en vrouwen;4 tot 12 jaar;Standaardfout;2020;1.1;1.6;1.3;1.1;0.6;;
305;Totaal mannen en vrouwen;4 tot 12 jaar;Standaardfout;2021;1.0;1.6;1.4;1.2;0.7;;
306;Totaal mannen en vrouwen;4 tot 12 jaar;Standaardfout;2022;1.0;1.4;1.1;1.0;0.6;;
307;Totaal mannen en vrouwen;4 tot 12 jaar;Standaardfout;2023;0.8;1.4;1.2;1.0;0.7;;
308;Totaal mannen en vrouwen;4 tot 12 jaar;Standaardfout;1981/1984;0.5;0.7;0.5;0.5;0.3;;
309;Totaal mannen en vrouwen;4 tot 12 jaar;Standaardfout;1985/1988;0.6;0.7;0.5;0.5;0.3;;
310;Totaal mannen en vrouwen;4 tot 12 jaar;Standaardfout;1989/1992;0.6;0.8;0.7;0.6;0.4;;
311;Totaal mannen en vrouwen;4 tot 12 jaar;Standaardfout;1993/1996;0.5;0.8;0.6;0.5;0.4;;
312;Totaal mannen en vrouwen;4 tot 12 jaar;Standaardfout;1997/2000;0.5;0.7;0.6;0.5;0.3;;
313;Totaal mannen en vrouwen;4 tot 12 jaar;Standaardfout;2001/2004;0.5;0.7;0.6;0.5;0.3;;
314;Totaal mannen en vrouwen;4 tot 12 jaar;Standaardfout;2005/2008;0.5;0.7;0.6;0.5;0.3;;
315;Totaal mannen en vrouwen;4 tot 12 jaar;Standaardfout;2009/2012;0.4;0.6;0.5;0.5;0.3;;
316;Totaal mannen en vrouwen;4 tot 12 jaar;Standaardfout;2013/2016;0.5;0.7;0.6;0.5;0.3;;
317;Totaal mannen en vrouwen;4 tot 12 jaar;Standaardfout;2017/2020;0.5;0.7;0.6;0.5;0.3;;
318;Totaal mannen en vrouwen;12 tot 16 jaar;Waarde;1981;4.5;88.2;7.4;6.7;0.6;;
319;Totaal mannen en vrouwen;12 tot 16 jaar;Waarde;1982;5.6;89.8;4.6;4.5;0.1;;
320;Totaal mannen en vrouwen;12 tot 16 jaar;Waarde;1983;4.9;87.8;7.4;6.3;1.0;;
321;Totaal mannen en vrouwen;12 tot 16 jaar;Waarde;1984;3.0;91.2;5.8;5.2;0.6;;
322;Totaal mannen en vrouwen;12 tot 16 jaar;Waarde;1985;5.9;85.6;8.5;7.8;0.6;;
323;Totaal mannen en vrouwen;12 tot 16 jaar;Waarde;1986;6.3;86.6;7.1;6.4;0.7;;
324;Totaal mannen en vrouwen;12 tot 16 jaar;Waarde;1987;6.6;86.6;6.9;6.7;0.2;;
325;Totaal mannen en vrouwen;12 tot 16 jaar;Waarde;1988;5.5;86.4;8.0;8.0;0.0;;
326;Totaal mannen en vrouwen;12 tot 16 jaar;Waarde;1989;5.3;87.2;7.5;7.1;0.4;;
327;Totaal mannen en vrouwen;12 tot 16 jaar;Waarde;1990;6.7;85.9;7.3;5.6;1.8;;
328;Totaal mannen en vrouwen;12 tot 16 jaar;Waarde;1991;2.8;90.6;6.6;6.6;0.0;;
329;Totaal mannen en vrouwen;12 tot 16 jaar;Waarde;1992;4.9;84.4;10.7;10.1;0.6;;
330;Totaal mannen en vrouwen;12 tot 16 jaar;Waarde;1993;6.2;84.0;9.7;7.0;2.8;;
331;Totaal mannen en vrouwen;12 tot 16 jaar;Waarde;1994;3.2;89.9;6.9;6.5;0.4;;
332;Totaal mannen en vrouwen;12 tot 16 jaar;Waarde;1995;5.9;86.5;7.6;6.6;1.0;;
333;Totaal mannen en vrouwen;12 tot 16 jaar;Waarde;1996;5.7;88.3;6.0;5.2;0.8;;
334;Totaal mannen en vrouwen;12 tot 16 jaar;Waarde;1997;3.4;87.6;9.0;8.2;0.7;;
335;Totaal mannen en vrouwen;12 tot 16 jaar;Waarde;1998;2.6;88.6;8.8;8.0;0.8;;
336;Totaal mannen en vrouwen;12 tot 16 jaar;Waarde;1999;3.1;89.5;7.4;7.2;0.2;;
337;Totaal mannen en vrouwen;12 tot 16 jaar;Waarde;2000;4.9;87.2;7.9;6.8;1.1;;
338;Totaal mannen en vrouwen;12 tot 16 jaar;Waarde;2001;3.5;86.7;9.8;8.8;1.0;;
339;Totaal mannen en vrouwen;12 tot 16 jaar;Waarde;2002;3.3;87.2;9.5;8.7;0.8;;
340;Totaal mannen en vrouwen;12 tot 16 jaar;Waarde;2003;3.2;89.3;7.4;5.7;1.7;;
341;Totaal mannen en vrouwen;12 tot 16 jaar;Waarde;2004;3.6;88.4;8.0;6.1;1.9;;
342;Totaal mannen en vrouwen;12 tot 16 jaar;Waarde;2005;2.8;86.8;10.4;8.8;1.6;;
343;Totaal mannen en vrouwen;12 tot 16 jaar;Waarde;2006;3.4;86.3;10.2;8.8;1.4;;
344;Totaal mannen en vrouwen;12 tot 16 jaar;Waarde;2007;2.5;85.7;11.8;10.8;1.0;;
345;Totaal mannen en vrouwen;12 tot 16 jaar;Waarde;2008;3.2;87.6;9.2;6.3;2.9;;
346;Totaal mannen en vrouwen;12 tot 16 jaar;Waarde;2009;4.6;84.6;10.8;9.6;1.3;;
347;Totaal mannen en vrouwen;12 tot 16 jaar;Waarde;2010;3.5;83.4;13.2;11.1;2.1;;
348;Totaal mannen en vrouwen;12 tot 16 jaar;Waarde;2011;3.2;86.1;10.7;9.3;1.4;;
349;Totaal mannen en vrouwen;12 tot 16 jaar;Waarde;2012;3.9;83.7;12.4;10.2;2.1;;
350;Totaal mannen en vrouwen;12 tot 16 jaar;Waarde;2013;3.3;84.8;12.0;10.2;1.7;;
351;Totaal mannen en vrouwen;12 tot 16 jaar;Waarde;2014;2.5;86.2;11.3;8.3;3.0;;
352;Totaal mannen en vrouwen;12 tot 16 jaar;Waarde;2015;3.0;84.7;12.3;9.9;2.5;;
353;Totaal mannen en vrouwen;12 tot 16 jaar;Waarde;2016;4.6;81.3;14.1;11.1;3.0;;
354;Totaal mannen en vrouwen;12 tot 16 jaar;Waarde;2017;3.7;83.7;12.6;9.7;2.9;;
355;Totaal mannen en vrouwen;12 tot 16 jaar;Waarde;2018;2.9;85.5;11.6;10.0;1.6;;
356;Totaal mannen en vrouwen;12 tot 16 jaar;Waarde;2019;3.0;82.3;14.7;12.8;1.9;;
357;Totaal mannen en vrouwen;12 tot 16 jaar;Waarde;2020;3.7;77.0;19.3;17.0;2.3;;
358;Totaal mannen en vrouwen;12 tot 16 jaar;Waarde;2021;3.9;80.2;15.9;13.0;2.9;;
359;Totaal mannen en vrouwen;12 tot 16 jaar;Waarde;2022;3.8;82.4;13.8;11.2;2.6;;
360;Totaal mannen en vrouwen;12 tot 16 jaar;Waarde;2023;4.3;83.5;12.2;8.3;3.8;;
361;Totaal mannen en vrouwen;12 tot 16 jaar;Waarde;1981/1984;4.5;89.2;6.3;5.7;0.6;;
362;Totaal mannen en vrouwen;12 tot 16 jaar;Waarde;1985/1988;6.1;86.3;7.6;7.2;0.4;;
363;Totaal mannen en vrouwen;12 tot 16 jaar;Waarde;1989/1992;5.0;87.0;8.0;7.3;0.7;;
364;Totaal mannen en vrouwen;12 tot 16 jaar;Waarde;1993/1996;5.2;87.2;7.6;6.3;1.2;;
365;Totaal mannen en vrouwen;12 tot 16 jaar;Waarde;1997/2000;3.5;88.2;8.3;7.6;0.7;;
366;Totaal mannen en vrouwen;12 tot 16 jaar;Waarde;2001/2004;3.4;87.9;8.7;7.4;1.3;;
367;Totaal mannen en vrouwen;12 tot 16 jaar;Waarde;2005/2008;3.0;86.6;10.4;8.7;1.7;;
368;Totaal mannen en vrouwen;12 tot 16 jaar;Waarde;2009/2012;3.8;84.5;11.7;10.0;1.7;;
369;Totaal mannen en vrouwen;12 tot 16 jaar;Waarde;2013/2016;3.4;84.2;12.4;9.9;2.6;;
370;Totaal mannen en vrouwen;12 tot 16 jaar;Waarde;2017/2020;3.3;82.3;14.3;12.2;2.2;;
371;Totaal mannen en vrouwen;12 tot 16 jaar;Standaardfout;1981;0.8;1.2;1.0;1.0;0.3;;
372;Totaal mannen en vrouwen;12 tot 16 jaar;Standaardfout;1982;0.9;1.2;0.8;0.8;0.1;;
373;Totaal mannen en vrouwen;12 tot 16 jaar;Standaardfout;1983;0.8;1.3;1.0;0.9;0.4;;
374;Totaal mannen en vrouwen;12 tot 16 jaar;Standaardfout;1984;0.7;1.1;0.9;0.9;0.3;;
375;Totaal mannen en vrouwen;12 tot 16 jaar;Standaardfout;1985;1.0;1.5;1.2;1.1;0.3;;
376;Totaal mannen en vrouwen;12 tot 16 jaar;Standaardfout;1986;1.0;1.5;1.1;1.0;0.3;;
377;Totaal mannen en vrouwen;12 tot 16 jaar;Standaardfout;1987;1.1;1.6;1.2;1.2;0.2;;
378;Totaal mannen en vrouwen;12 tot 16 jaar;Standaardfout;1988;1.1;1.7;1.3;1.3;0.0;;
379;Totaal mannen en vrouwen;12 tot 16 jaar;Standaardfout;1989;1.1;1.7;1.3;1.3;0.3;;
380;Totaal mannen en vrouwen;12 tot 16 jaar;Standaardfout;1990;1.4;1.9;1.4;1.2;0.7;;
381;Totaal mannen en vrouwen;12 tot 16 jaar;Standaardfout;1991;0.9;1.7;1.4;1.4;0.0;;
382;Totaal mannen en vrouwen;12 tot 16 jaar;Standaardfout;1992;1.1;1.8;1.5;1.5;0.4;;
383;Totaal mannen en vrouwen;12 tot 16 jaar;Standaardfout;1993;1.2;1.8;1.5;1.3;0.8;;
384;Totaal mannen en vrouwen;12 tot 16 jaar;Standaardfout;1994;0.8;1.4;1.2;1.2;0.3;;
385;Totaal mannen en vrouwen;12 tot 16 jaar;Standaardfout;1995;1.1;1.6;1.3;1.2;0.5;;
386;Totaal mannen en vrouwen;12 tot 16 jaar;Standaardfout;1996;1.2;1.6;1.2;1.1;0.5;;
387;Totaal mannen en vrouwen;12 tot 16 jaar;Standaardfout;1997;0.8;1.5;1.3;1.2;0.4;;
388;Totaal mannen en vrouwen;12 tot 16 jaar;Standaardfout;1998;0.7;1.5;1.3;1.3;0.4;;
389;Totaal mannen en vrouwen;12 tot 16 jaar;Standaardfout;1999;0.8;1.4;1.2;1.2;0.2;;
390;Totaal mannen en vrouwen;12 tot 16 jaar;Standaardfout;2000;1.0;1.5;1.2;1.2;0.5;;
391;Totaal mannen en vrouwen;12 tot 16 jaar;Standaardfout;2001;0.8;1.5;1.3;1.3;0.4;;
392;Totaal mannen en vrouwen;12 tot 16 jaar;Standaardfout;2002;0.8;1.5;1.3;1.3;0.4;;
393;Totaal mannen en vrouwen;12 tot 16 jaar;Standaardfout;2003;0.8;1.4;1.2;1.0;0.6;;
394;Totaal mannen en vrouwen;12 tot 16 jaar;Standaardfout;2004;0.8;1.4;1.2;1.0;0.6;;
395;Totaal mannen en vrouwen;12 tot 16 jaar;Standaardfout;2005;0.7;1.5;1.4;1.3;0.6;;
396;Totaal mannen en vrouwen;12 tot 16 jaar;Standaardfout;2006;0.8;1.6;1.4;1.3;0.5;;
397;Totaal mannen en vrouwen;12 tot 16 jaar;Standaardfout;2007;0.8;1.7;1.6;1.5;0.5;;
398;Totaal mannen en vrouwen;12 tot 16 jaar;Standaardfout;2008;0.8;1.6;1.4;1.2;0.8;;
399;Totaal mannen en vrouwen;12 tot 16 jaar;Standaardfout;2009;1.0;1.7;1.5;1.4;0.5;;
400;Totaal mannen en vrouwen;12 tot 16 jaar;Standaardfout;2010;0.7;1.4;1.3;1.2;0.5;;
401;Totaal mannen en vrouwen;12 tot 16 jaar;Standaardfout;2011;0.7;1.4;1.2;1.2;0.5;;
402;Totaal mannen en vrouwen;12 tot 16 jaar;Standaardfout;2012;0.8;1.5;1.3;1.2;0.6;;
403;Totaal mannen en vrouwen;12 tot 16 jaar;Standaardfout;2013;0.7;1.5;1.4;1.3;0.5;;
404;Totaal mannen en vrouwen;12 tot 16 jaar;Standaardfout;2014;0.7;1.6;1.5;1.3;0.8;;
405;Totaal mannen en vrouwen;12 tot 16 jaar;Standaardfout;2015;0.8;1.7;1.6;1.4;0.7;;
406;Totaal mannen en vrouwen;12 tot 16 jaar;Standaardfout;2016;1.0;1.9;1.7;1.5;0.8;;
407;Totaal mannen en vrouwen;12 tot 16 jaar;Standaardfout;2017;0.9;1.7;1.6;1.4;0.8;;
408;Totaal mannen en vrouwen;12 tot 16 jaar;Standaardfout;2018;0.8;1.6;1.5;1.4;0.6;;
409;Totaal mannen en vrouwen;12 tot 16 jaar;Standaardfout;2019;0.8;1.8;1.7;1.6;0.7;;
410;Totaal mannen en vrouwen;12 tot 16 jaar;Standaardfout;2020;1.0;2.2;2.0;1.9;0.8;;
411;Totaal mannen en vrouwen;12 tot 16 jaar;Standaardfout;2021;1.0;2.1;1.9;1.8;0.9;;
412;Totaal mannen en vrouwen;12 tot 16 jaar;Standaardfout;2022;0.9;1.8;1.7;1.5;0.8;;
413;Totaal mannen en vrouwen;12 tot 16 jaar;Standaardfout;2023;1.0;1.9;1.6;1.4;1.0;;
414;Totaal mannen en vrouwen;12 tot 16 jaar;Standaardfout;1981/1984;0.4;0.6;0.5;0.4;0.1;;
415;Totaal mannen en vrouwen;12 tot 16 jaar;Standaardfout;1985/1988;0.5;0.8;0.6;0.6;0.1;;
416;Totaal mannen en vrouwen;12 tot 16 jaar;Standaardfout;1989/1992;0.6;0.9;0.7;0.7;0.2;;
417;Totaal mannen en vrouwen;12 tot 16 jaar;Standaardfout;1993/1996;0.5;0.8;0.6;0.6;0.3;;
418;Totaal mannen en vrouwen;12 tot 16 jaar;Standaardfout;1997/2000;0.4;0.7;0.6;0.6;0.2;;
419;Totaal mannen en vrouwen;12 tot 16 jaar;Standaardfout;2001/2004;0.4;0.7;0.6;0.6;0.3;;
420;Totaal mannen en vrouwen;12 tot 16 jaar;Standaardfout;2005/2008;0.4;0.8;0.7;0.7;0.3;;
421;Totaal mannen en vrouwen;12 tot 16 jaar;Standaardfout;2009/2012;0.4;0.7;0.7;0.6;0.3;;
422;Totaal mannen en vrouwen;12 tot 16 jaar;Standaardfout;2013/2016;0.4;0.8;0.8;0.7;0.4;;
423;Totaal mannen en vrouwen;12 tot 16 jaar;Standaardfout;2017/2020;0.4;0.9;0.8;0.8;0.4;;
424;Totaal mannen en vrouwen;16 tot 20 jaar;Waarde;1981;4.2;91.1;4.8;4.4;0.4;;
425;Totaal mannen en vrouwen;16 tot 20 jaar;Waarde;1982;2.7;90.5;6.8;6.0;0.8;;
426;Totaal mannen en vrouwen;16 tot 20 jaar;Waarde;1983;4.6;90.0;5.4;4.9;0.5;;
427;Totaal mannen en vrouwen;16 tot 20 jaar;Waarde;1984;3.7;90.6;5.7;4.5;1.2;;
428;Totaal mannen en vrouwen;16 tot 20 jaar;Waarde;1985;5.0;89.2;5.9;5.0;0.8;;
429;Totaal mannen en vrouwen;16 tot 20 jaar;Waarde;1986;3.3;91.7;4.9;4.5;0.4;;
430;Totaal mannen en vrouwen;16 tot 20 jaar;Waarde;1987;3.5;89.8;6.7;6.2;0.5;;
431;Totaal mannen en vrouwen;16 tot 20 jaar;Waarde;1988;2.9;93.5;3.5;3.2;0.4;;
432;Totaal mannen en vrouwen;16 tot 20 jaar;Waarde;1989;4.0;88.9;7.0;6.7;0.4;;
433;Totaal mannen en vrouwen;16 tot 20 jaar;Waarde;1990;3.7;88.5;7.7;6.8;1.0;;
434;Totaal mannen en vrouwen;16 tot 20 jaar;Waarde;1991;2.3;89.3;8.4;7.4;1.0;;
435;Totaal mannen en vrouwen;16 tot 20 jaar;Waarde;1992;3.4;89.1;7.5;7.2;0.2;;
436;Totaal mannen en vrouwen;16 tot 20 jaar;Waarde;1993;3.9;87.4;8.7;6.8;1.9;;
437;Totaal mannen en vrouwen;16 tot 20 jaar;Waarde;1994;2.5;89.9;7.6;5.6;1.9;;
438;Totaal mannen en vrouwen;16 tot 20 jaar;Waarde;1995;3.7;88.2;8.1;6.4;1.7;;
439;Totaal mannen en vrouwen;16 tot 20 jaar;Waarde;1996;5.7;86.4;7.9;7.5;0.4;;
440;Totaal mannen en vrouwen;16 tot 20 jaar;Waarde;1997;5.7;84.8;9.5;9.1;0.4;;
441;Totaal mannen en vrouwen;16 tot 20 jaar;Waarde;1998;3.4;89.0;7.7;7.1;0.6;;
442;Totaal mannen en vrouwen;16 tot 20 jaar;Waarde;1999;2.7;88.1;9.2;7.3;1.9;;
443;Totaal mannen en vrouwen;16 tot 20 jaar;Waarde;2000;2.9;86.7;10.4;9.5;0.9;;
444;Totaal mannen en vrouwen;16 tot 20 jaar;Waarde;2001;2.4;89.3;8.3;7.1;1.1;;
445;Totaal mannen en vrouwen;16 tot 20 jaar;Waarde;2002;4.4;85.0;10.7;9.7;0.9;;
446;Totaal mannen en vrouwen;16 tot 20 jaar;Waarde;2003;2.4;90.1;7.6;7.2;0.4;;
447;Totaal mannen en vrouwen;16 tot 20 jaar;Waarde;2004;1.4;87.5;11.1;9.6;1.6;;
448;Totaal mannen en vrouwen;16 tot 20 jaar;Waarde;2005;1.6;87.4;11.1;9.8;1.3;;
449;Totaal mannen en vrouwen;16 tot 20 jaar;Waarde;2006;3.0;87.2;9.8;8.6;1.2;;
450;Totaal mannen en vrouwen;16 tot 20 jaar;Waarde;2007;3.4;85.1;11.5;9.1;2.4;;
451;Totaal mannen en vrouwen;16 tot 20 jaar;Waarde;2008;2.0;81.5;16.5;14.1;2.4;;
452;Totaal mannen en vrouwen;16 tot 20 jaar;Waarde;2009;2.2;86.0;11.8;10.4;1.4;;
453;Totaal mannen en vrouwen;16 tot 20 jaar;Waarde;2010;2.8;82.9;14.4;10.9;3.5;;
454;Totaal mannen en vrouwen;16 tot 20 jaar;Waarde;2011;4.4;80.6;15.0;11.6;3.4;;
455;Totaal mannen en vrouwen;16 tot 20 jaar;Waarde;2012;2.4;82.1;15.4;13.9;1.5;;
456;Totaal mannen en vrouwen;16 tot 20 jaar;Waarde;2013;5.4;83.6;10.9;8.8;2.1;;
457;Totaal mannen en vrouwen;16 tot 20 jaar;Waarde;2014;2.9;81.7;15.5;11.6;3.9;;
458;Totaal mannen en vrouwen;16 tot 20 jaar;Waarde;2015;2.1;86.3;11.5;10.3;1.3;;
459;Totaal mannen en vrouwen;16 tot 20 jaar;Waarde;2016;4.1;80.7;15.2;12.4;2.7;;
460;Totaal mannen en vrouwen;16 tot 20 jaar;Waarde;2017;3.2;82.5;14.3;12.5;1.8;;
461;Totaal mannen en vrouwen;16 tot 20 jaar;Waarde;2018;3.2;81.3;15.5;13.3;2.3;;
462;Totaal mannen en vrouwen;16 tot 20 jaar;Waarde;2019;3.5;80.3;16.2;13.2;3.0;;
463;Totaal mannen en vrouwen;16 tot 20 jaar;Waarde;2020;2.9;82.8;14.3;11.8;2.5;;
464;Totaal mannen en vrouwen;16 tot 20 jaar;Waarde;2021;2.3;79.1;18.6;14.3;4.3;;
465;Totaal mannen en vrouwen;16 tot 20 jaar;Waarde;2022;4.4;77.0;18.6;14.9;3.8;;
466;Totaal mannen en vrouwen;16 tot 20 jaar;Waarde;2023;3.5;77.6;18.9;13.7;5.2;;
467;Totaal mannen en vrouwen;16 tot 20 jaar;Waarde;1981/1984;3.8;90.5;5.7;4.9;0.7;;
468;Totaal mannen en vrouwen;16 tot 20 jaar;Waarde;1985/1988;3.7;91.0;5.3;4.7;0.5;;
469;Totaal mannen en vrouwen;16 tot 20 jaar;Waarde;1989/1992;3.4;89.0;7.6;7.0;0.6;;
470;Totaal mannen en vrouwen;16 tot 20 jaar;Waarde;1993/1996;3.9;88.0;8.1;6.6;1.5;;
471;Totaal mannen en vrouwen;16 tot 20 jaar;Waarde;1997/2000;3.7;87.1;9.2;8.3;0.9;;
