ID;Geslacht;Herkomstgroepering;Opleidingsfase;Opleidingsvorm;Perioden;TotaalGeslaagden_1;StudieduurInMaanden_2
214;Totaal mannen en vrouwen;Autochtonen;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 1999;320.0;78.0
215;Totaal mannen en vrouwen;Autochtonen;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 2000;390.0;75.0
216;Totaal mannen en vrouwen;Autochtonen;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 2001;350.0;76.0
217;Totaal mannen en vrouwen;Autochtonen;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 2002;350.0;78.0
218;Totaal mannen en vrouwen;Autochtonen;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 2003;440.0;77.0
219;Totaal mannen en vrouwen;Autochtonen;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 2004;490.0;82.0
220;Totaal mannen en vrouwen;Autochtonen;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 1995;440.0;79.0
221;Totaal mannen en vrouwen;Autochtonen;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 1996;480.0;80.0
222;Totaal mannen en vrouwen;Autochtonen;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 1997;410.0;76.0
223;Totaal mannen en vrouwen;Autochtonen;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 1998;330.0;77.0
224;Totaal mannen en vrouwen;Autochtonen;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 1999;290.0;78.0
225;Totaal mannen en vrouwen;Autochtonen;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 2000;350.0;74.0
226;Totaal mannen en vrouwen;Autochtonen;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 2001;290.0;75.0
227;Totaal mannen en vrouwen;Autochtonen;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 2002;280.0;77.0
228;Totaal mannen en vrouwen;Autochtonen;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 2003;370.0;77.0
229;Totaal mannen en vrouwen;Autochtonen;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 2004;410.0;82.0
230;Totaal mannen en vrouwen;Autochtonen;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 1995;30.0;
231;Totaal mannen en vrouwen;Autochtonen;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 1996;30.0;
232;Totaal mannen en vrouwen;Autochtonen;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 1997;40.0;
233;Totaal mannen en vrouwen;Autochtonen;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 1998;20.0;
234;Totaal mannen en vrouwen;Autochtonen;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 1999;40.0;
235;Totaal mannen en vrouwen;Autochtonen;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 2000;50.0;
236;Totaal mannen en vrouwen;Autochtonen;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 2001;60.0;77.0
237;Totaal mannen en vrouwen;Autochtonen;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 2002;70.0;82.0
238;Totaal mannen en vrouwen;Autochtonen;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 2003;70.0;77.0
239;Totaal mannen en vrouwen;Autochtonen;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 2004;90.0;82.0
240;Totaal mannen en vrouwen;Westerse allochtonen;Doctoraal;Totaal opleidingsvorm;Cohort 1995;2540.0;69.0
241;Totaal mannen en vrouwen;Westerse allochtonen;Doctoraal;Totaal opleidingsvorm;Cohort 1996;2260.0;70.0
242;Totaal mannen en vrouwen;Westerse allochtonen;Doctoraal;Totaal opleidingsvorm;Cohort 1997;2040.0;71.0
243;Totaal mannen en vrouwen;Westerse allochtonen;Doctoraal;Totaal opleidingsvorm;Cohort 1998;1880.0;72.0
244;Totaal mannen en vrouwen;Westerse allochtonen;Doctoraal;Totaal opleidingsvorm;Cohort 1999;1800.0;72.0
245;Totaal mannen en vrouwen;Westerse allochtonen;Doctoraal;Totaal opleidingsvorm;Cohort 2000;1800.0;72.0
246;Totaal mannen en vrouwen;Westerse allochtonen;Doctoraal;Totaal opleidingsvorm;Cohort 2001;1880.0;72.0
247;Totaal mannen en vrouwen;Westerse allochtonen;Doctoraal;Totaal opleidingsvorm;Cohort 2002;2050.0;70.0
248;Totaal mannen en vrouwen;Westerse allochtonen;Doctoraal;Totaal opleidingsvorm;Cohort 2003;2320.0;65.0
249;Totaal mannen en vrouwen;Westerse allochtonen;Doctoraal;Totaal opleidingsvorm;Cohort 2004;2770.0;62.0
250;Totaal mannen en vrouwen;Westerse allochtonen;Doctoraal;Voltijdopleidingen;Cohort 1995;2430.0;69.0
251;Totaal mannen en vrouwen;Westerse allochtonen;Doctoraal;Voltijdopleidingen;Cohort 1996;2130.0;70.0
252;Totaal mannen en vrouwen;Westerse allochtonen;Doctoraal;Voltijdopleidingen;Cohort 1997;1880.0;70.0
253;Totaal mannen en vrouwen;Westerse allochtonen;Doctoraal;Voltijdopleidingen;Cohort 1998;1750.0;72.0
254;Totaal mannen en vrouwen;Westerse allochtonen;Doctoraal;Voltijdopleidingen;Cohort 1999;1660.0;71.0
255;Totaal mannen en vrouwen;Westerse allochtonen;Doctoraal;Voltijdopleidingen;Cohort 2000;1640.0;71.0
256;Totaal mannen en vrouwen;Westerse allochtonen;Doctoraal;Voltijdopleidingen;Cohort 2001;1710.0;70.0
257;Totaal mannen en vrouwen;Westerse allochtonen;Doctoraal;Voltijdopleidingen;Cohort 2002;1860.0;69.0
258;Totaal mannen en vrouwen;Westerse allochtonen;Doctoraal;Voltijdopleidingen;Cohort 2003;2150.0;64.0
259;Totaal mannen en vrouwen;Westerse allochtonen;Doctoraal;Voltijdopleidingen;Cohort 2004;2570.0;60.0
260;Totaal mannen en vrouwen;Westerse allochtonen;Doctoraal;Deeltijdopleidingen;Cohort 1995;110.0;67.0
261;Totaal mannen en vrouwen;Westerse allochtonen;Doctoraal;Deeltijdopleidingen;Cohort 1996;130.0;73.0
262;Totaal mannen en vrouwen;Westerse allochtonen;Doctoraal;Deeltijdopleidingen;Cohort 1997;160.0;79.0
263;Totaal mannen en vrouwen;Westerse allochtonen;Doctoraal;Deeltijdopleidingen;Cohort 1998;130.0;78.0
264;Totaal mannen en vrouwen;Westerse allochtonen;Doctoraal;Deeltijdopleidingen;Cohort 1999;140.0;84.0
265;Totaal mannen en vrouwen;Westerse allochtonen;Doctoraal;Deeltijdopleidingen;Cohort 2000;160.0;83.0
266;Totaal mannen en vrouwen;Westerse allochtonen;Doctoraal;Deeltijdopleidingen;Cohort 2001;170.0;89.0
267;Totaal mannen en vrouwen;Westerse allochtonen;Doctoraal;Deeltijdopleidingen;Cohort 2002;190.0;82.0
268;Totaal mannen en vrouwen;Westerse allochtonen;Doctoraal;Deeltijdopleidingen;Cohort 2003;170.0;82.0
269;Totaal mannen en vrouwen;Westerse allochtonen;Doctoraal;Deeltijdopleidingen;Cohort 2004;200.0;84.0
270;Totaal mannen en vrouwen;Westerse allochtonen;Bachelor;Totaal opleidingsvorm;Cohort 1995;;
271;Totaal mannen en vrouwen;Westerse allochtonen;Bachelor;Totaal opleidingsvorm;Cohort 1996;;
272;Totaal mannen en vrouwen;Westerse allochtonen;Bachelor;Totaal opleidingsvorm;Cohort 1997;;
273;Totaal mannen en vrouwen;Westerse allochtonen;Bachelor;Totaal opleidingsvorm;Cohort 1998;;
274;Totaal mannen en vrouwen;Westerse allochtonen;Bachelor;Totaal opleidingsvorm;Cohort 1999;0.0;
275;Totaal mannen en vrouwen;Westerse allochtonen;Bachelor;Totaal opleidingsvorm;Cohort 2000;10.0;
276;Totaal mannen en vrouwen;Westerse allochtonen;Bachelor;Totaal opleidingsvorm;Cohort 2001;30.0;
277;Totaal mannen en vrouwen;Westerse allochtonen;Bachelor;Totaal opleidingsvorm;Cohort 2002;240.0;55.0
278;Totaal mannen en vrouwen;Westerse allochtonen;Bachelor;Totaal opleidingsvorm;Cohort 2003;620.0;50.0
279;Totaal mannen en vrouwen;Westerse allochtonen;Bachelor;Totaal opleidingsvorm;Cohort 2004;1270.0;49.0
280;Totaal mannen en vrouwen;Westerse allochtonen;Bachelor;Voltijdopleidingen;Cohort 1995;;
281;Totaal mannen en vrouwen;Westerse allochtonen;Bachelor;Voltijdopleidingen;Cohort 1996;;
282;Totaal mannen en vrouwen;Westerse allochtonen;Bachelor;Voltijdopleidingen;Cohort 1997;;
283;Totaal mannen en vrouwen;Westerse allochtonen;Bachelor;Voltijdopleidingen;Cohort 1998;;
284;Totaal mannen en vrouwen;Westerse allochtonen;Bachelor;Voltijdopleidingen;Cohort 1999;0.0;
285;Totaal mannen en vrouwen;Westerse allochtonen;Bachelor;Voltijdopleidingen;Cohort 2000;10.0;
286;Totaal mannen en vrouwen;Westerse allochtonen;Bachelor;Voltijdopleidingen;Cohort 2001;30.0;
287;Totaal mannen en vrouwen;Westerse allochtonen;Bachelor;Voltijdopleidingen;Cohort 2002;230.0;54.0
288;Totaal mannen en vrouwen;Westerse allochtonen;Bachelor;Voltijdopleidingen;Cohort 2003;600.0;49.0
289;Totaal mannen en vrouwen;Westerse allochtonen;Bachelor;Voltijdopleidingen;Cohort 2004;1230.0;47.0
290;Totaal mannen en vrouwen;Westerse allochtonen;Bachelor;Deeltijdopleidingen;Cohort 1995;;
291;Totaal mannen en vrouwen;Westerse allochtonen;Bachelor;Deeltijdopleidingen;Cohort 1996;;
292;Totaal mannen en vrouwen;Westerse allochtonen;Bachelor;Deeltijdopleidingen;Cohort 1997;;
293;Totaal mannen en vrouwen;Westerse allochtonen;Bachelor;Deeltijdopleidingen;Cohort 1998;;
294;Totaal mannen en vrouwen;Westerse allochtonen;Bachelor;Deeltijdopleidingen;Cohort 1999;;
295;Totaal mannen en vrouwen;Westerse allochtonen;Bachelor;Deeltijdopleidingen;Cohort 2000;;
296;Totaal mannen en vrouwen;Westerse allochtonen;Bachelor;Deeltijdopleidingen;Cohort 2001;;
297;Totaal mannen en vrouwen;Westerse allochtonen;Bachelor;Deeltijdopleidingen;Cohort 2002;10.0;
298;Totaal mannen en vrouwen;Westerse allochtonen;Bachelor;Deeltijdopleidingen;Cohort 2003;20.0;
299;Totaal mannen en vrouwen;Westerse allochtonen;Bachelor;Deeltijdopleidingen;Cohort 2004;40.0;
300;Totaal mannen en vrouwen;Westerse allochtonen;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 1995;210.0;92.0
301;Totaal mannen en vrouwen;Westerse allochtonen;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 1996;240.0;93.0
302;Totaal mannen en vrouwen;Westerse allochtonen;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 1997;210.0;91.0
303;Totaal mannen en vrouwen;Westerse allochtonen;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 1998;210.0;90.0
304;Totaal mannen en vrouwen;Westerse allochtonen;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 1999;180.0;88.0
305;Totaal mannen en vrouwen;Westerse allochtonen;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 2000;210.0;87.0
306;Totaal mannen en vrouwen;Westerse allochtonen;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 2001;190.0;88.0
307;Totaal mannen en vrouwen;Westerse allochtonen;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 2002;220.0;89.0
308;Totaal mannen en vrouwen;Westerse allochtonen;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 2003;220.0;89.0
309;Totaal mannen en vrouwen;Westerse allochtonen;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 2004;220.0;86.0
310;Totaal mannen en vrouwen;Westerse allochtonen;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 1995;210.0;92.0
311;Totaal mannen en vrouwen;Westerse allochtonen;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 1996;240.0;93.0
312;Totaal mannen en vrouwen;Westerse allochtonen;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 1997;210.0;91.0
313;Totaal mannen en vrouwen;Westerse allochtonen;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 1998;210.0;90.0
314;Totaal mannen en vrouwen;Westerse allochtonen;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 1999;180.0;88.0
315;Totaal mannen en vrouwen;Westerse allochtonen;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 2000;210.0;87.0
316;Totaal mannen en vrouwen;Westerse allochtonen;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 2001;190.0;88.0
317;Totaal mannen en vrouwen;Westerse allochtonen;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 2002;220.0;89.0
318;Totaal mannen en vrouwen;Westerse allochtonen;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 2003;220.0;89.0
319;Totaal mannen en vrouwen;Westerse allochtonen;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 2004;220.0;86.0
320;Totaal mannen en vrouwen;Westerse allochtonen;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 1995;;
321;Totaal mannen en vrouwen;Westerse allochtonen;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 1996;;
322;Totaal mannen en vrouwen;Westerse allochtonen;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 1997;;
323;Totaal mannen en vrouwen;Westerse allochtonen;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 1998;;
324;Totaal mannen en vrouwen;Westerse allochtonen;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 1999;;
325;Totaal mannen en vrouwen;Westerse allochtonen;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 2000;;
326;Totaal mannen en vrouwen;Westerse allochtonen;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 2001;;
327;Totaal mannen en vrouwen;Westerse allochtonen;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 2002;;
328;Totaal mannen en vrouwen;Westerse allochtonen;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 2003;;
329;Totaal mannen en vrouwen;Westerse allochtonen;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 2004;;
330;Totaal mannen en vrouwen;Westerse allochtonen;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 1995;50.0;78.0
331;Totaal mannen en vrouwen;Westerse allochtonen;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 1996;50.0;
332;Totaal mannen en vrouwen;Westerse allochtonen;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 1997;50.0;
333;Totaal mannen en vrouwen;Westerse allochtonen;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 1998;30.0;
334;Totaal mannen en vrouwen;Westerse allochtonen;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 1999;30.0;
335;Totaal mannen en vrouwen;Westerse allochtonen;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 2000;50.0;62.0
336;Totaal mannen en vrouwen;Westerse allochtonen;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 2001;50.0;
337;Totaal mannen en vrouwen;Westerse allochtonen;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 2002;40.0;
338;Totaal mannen en vrouwen;Westerse allochtonen;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 2003;50.0;
339;Totaal mannen en vrouwen;Westerse allochtonen;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 2004;70.0;65.0
340;Totaal mannen en vrouwen;Westerse allochtonen;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 1995;50.0;
341;Totaal mannen en vrouwen;Westerse allochtonen;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 1996;40.0;
342;Totaal mannen en vrouwen;Westerse allochtonen;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 1997;40.0;
343;Totaal mannen en vrouwen;Westerse allochtonen;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 1998;30.0;
344;Totaal mannen en vrouwen;Westerse allochtonen;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 1999;30.0;
345;Totaal mannen en vrouwen;Westerse allochtonen;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 2000;40.0;
346;Totaal mannen en vrouwen;Westerse allochtonen;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 2001;40.0;
347;Totaal mannen en vrouwen;Westerse allochtonen;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 2002;40.0;
348;Totaal mannen en vrouwen;Westerse allochtonen;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 2003;30.0;
349;Totaal mannen en vrouwen;Westerse allochtonen;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 2004;60.0;57.0
350;Totaal mannen en vrouwen;Westerse allochtonen;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 1995;10.0;
351;Totaal mannen en vrouwen;Westerse allochtonen;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 1996;0.0;
352;Totaal mannen en vrouwen;Westerse allochtonen;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 1997;0.0;
353;Totaal mannen en vrouwen;Westerse allochtonen;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 1998;0.0;
354;Totaal mannen en vrouwen;Westerse allochtonen;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 1999;0.0;
355;Totaal mannen en vrouwen;Westerse allochtonen;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 2000;10.0;
356;Totaal mannen en vrouwen;Westerse allochtonen;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 2001;10.0;
357;Totaal mannen en vrouwen;Westerse allochtonen;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 2002;10.0;
358;Totaal mannen en vrouwen;Westerse allochtonen;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 2003;10.0;
359;Totaal mannen en vrouwen;Westerse allochtonen;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 2004;10.0;
360;Totaal mannen en vrouwen;Niet-westerse allochtonen;Doctoraal;Totaal opleidingsvorm;Cohort 1995;1090.0;69.0
361;Totaal mannen en vrouwen;Niet-westerse allochtonen;Doctoraal;Totaal opleidingsvorm;Cohort 1996;1080.0;70.0
362;Totaal mannen en vrouwen;Niet-westerse allochtonen;Doctoraal;Totaal opleidingsvorm;Cohort 1997;1050.0;71.0
363;Totaal mannen en vrouwen;Niet-westerse allochtonen;Doctoraal;Totaal opleidingsvorm;Cohort 1998;990.0;72.0
364;Totaal mannen en vrouwen;Niet-westerse allochtonen;Doctoraal;Totaal opleidingsvorm;Cohort 1999;1020.0;74.0
365;Totaal mannen en vrouwen;Niet-westerse allochtonen;Doctoraal;Totaal opleidingsvorm;Cohort 2000;1080.0;73.0
366;Totaal mannen en vrouwen;Niet-westerse allochtonen;Doctoraal;Totaal opleidingsvorm;Cohort 2001;1190.0;71.0
367;Totaal mannen en vrouwen;Niet-westerse allochtonen;Doctoraal;Totaal opleidingsvorm;Cohort 2002;1340.0;69.0
368;Totaal mannen en vrouwen;Niet-westerse allochtonen;Doctoraal;Totaal opleidingsvorm;Cohort 2003;2030.0;58.0
369;Totaal mannen en vrouwen;Niet-westerse allochtonen;Doctoraal;Totaal opleidingsvorm;Cohort 2004;2370.0;56.0
370;Totaal mannen en vrouwen;Niet-westerse allochtonen;Doctoraal;Voltijdopleidingen;Cohort 1995;1030.0;70.0
371;Totaal mannen en vrouwen;Niet-westerse allochtonen;Doctoraal;Voltijdopleidingen;Cohort 1996;1030.0;69.0
372;Totaal mannen en vrouwen;Niet-westerse allochtonen;Doctoraal;Voltijdopleidingen;Cohort 1997;980.0;71.0
373;Totaal mannen en vrouwen;Niet-westerse allochtonen;Doctoraal;Voltijdopleidingen;Cohort 1998;920.0;71.0
374;Totaal mannen en vrouwen;Niet-westerse allochtonen;Doctoraal;Voltijdopleidingen;Cohort 1999;960.0;73.0
375;Totaal mannen en vrouwen;Niet-westerse allochtonen;Doctoraal;Voltijdopleidingen;Cohort 2000;990.0;72.0
376;Totaal mannen en vrouwen;Niet-westerse allochtonen;Doctoraal;Voltijdopleidingen;Cohort 2001;1080.0;69.0
377;Totaal mannen en vrouwen;Niet-westerse allochtonen;Doctoraal;Voltijdopleidingen;Cohort 2002;1230.0;68.0
378;Totaal mannen en vrouwen;Niet-westerse allochtonen;Doctoraal;Voltijdopleidingen;Cohort 2003;1900.0;56.0
379;Totaal mannen en vrouwen;Niet-westerse allochtonen;Doctoraal;Voltijdopleidingen;Cohort 2004;2210.0;54.0
380;Totaal mannen en vrouwen;Niet-westerse allochtonen;Doctoraal;Deeltijdopleidingen;Cohort 1995;70.0;58.0
381;Totaal mannen en vrouwen;Niet-westerse allochtonen;Doctoraal;Deeltijdopleidingen;Cohort 1996;60.0;77.0
382;Totaal mannen en vrouwen;Niet-westerse allochtonen;Doctoraal;Deeltijdopleidingen;Cohort 1997;70.0;71.0
383;Totaal mannen en vrouwen;Niet-westerse allochtonen;Doctoraal;Deeltijdopleidingen;Cohort 1998;70.0;81.0
384;Totaal mannen en vrouwen;Niet-westerse allochtonen;Doctoraal;Deeltijdopleidingen;Cohort 1999;60.0;79.0
385;Totaal mannen en vrouwen;Niet-westerse allochtonen;Doctoraal;Deeltijdopleidingen;Cohort 2000;100.0;83.0
386;Totaal mannen en vrouwen;Niet-westerse allochtonen;Doctoraal;Deeltijdopleidingen;Cohort 2001;120.0;86.0
387;Totaal mannen en vrouwen;Niet-westerse allochtonen;Doctoraal;Deeltijdopleidingen;Cohort 2002;110.0;87.0
388;Totaal mannen en vrouwen;Niet-westerse allochtonen;Doctoraal;Deeltijdopleidingen;Cohort 2003;130.0;91.0
389;Totaal mannen en vrouwen;Niet-westerse allochtonen;Doctoraal;Deeltijdopleidingen;Cohort 2004;160.0;91.0
390;Totaal mannen en vrouwen;Niet-westerse allochtonen;Bachelor;Totaal opleidingsvorm;Cohort 1995;;
391;Totaal mannen en vrouwen;Niet-westerse allochtonen;Bachelor;Totaal opleidingsvorm;Cohort 1996;;
392;Totaal mannen en vrouwen;Niet-westerse allochtonen;Bachelor;Totaal opleidingsvorm;Cohort 1997;;
393;Totaal mannen en vrouwen;Niet-westerse allochtonen;Bachelor;Totaal opleidingsvorm;Cohort 1998;;
394;Totaal mannen en vrouwen;Niet-westerse allochtonen;Bachelor;Totaal opleidingsvorm;Cohort 1999;0.0;
395;Totaal mannen en vrouwen;Niet-westerse allochtonen;Bachelor;Totaal opleidingsvorm;Cohort 2000;10.0;
396;Totaal mannen en vrouwen;Niet-westerse allochtonen;Bachelor;Totaal opleidingsvorm;Cohort 2001;10.0;
397;Totaal mannen en vrouwen;Niet-westerse allochtonen;Bachelor;Totaal opleidingsvorm;Cohort 2002;220.0;53.0
398;Totaal mannen en vrouwen;Niet-westerse allochtonen;Bachelor;Totaal opleidingsvorm;Cohort 2003;500.0;51.0
399;Totaal mannen en vrouwen;Niet-westerse allochtonen;Bachelor;Totaal opleidingsvorm;Cohort 2004;1010.0;49.0
400;Totaal mannen en vrouwen;Niet-westerse allochtonen;Bachelor;Voltijdopleidingen;Cohort 1995;;
401;Totaal mannen en vrouwen;Niet-westerse allochtonen;Bachelor;Voltijdopleidingen;Cohort 1996;;
402;Totaal mannen en vrouwen;Niet-westerse allochtonen;Bachelor;Voltijdopleidingen;Cohort 1997;;
403;Totaal mannen en vrouwen;Niet-westerse allochtonen;Bachelor;Voltijdopleidingen;Cohort 1998;;
404;Totaal mannen en vrouwen;Niet-westerse allochtonen;Bachelor;Voltijdopleidingen;Cohort 1999;0.0;
405;Totaal mannen en vrouwen;Niet-westerse allochtonen;Bachelor;Voltijdopleidingen;Cohort 2000;10.0;
406;Totaal mannen en vrouwen;Niet-westerse allochtonen;Bachelor;Voltijdopleidingen;Cohort 2001;10.0;
407;Totaal mannen en vrouwen;Niet-westerse allochtonen;Bachelor;Voltijdopleidingen;Cohort 2002;220.0;53.0
408;Totaal mannen en vrouwen;Niet-westerse allochtonen;Bachelor;Voltijdopleidingen;Cohort 2003;480.0;50.0
409;Totaal mannen en vrouwen;Niet-westerse allochtonen;Bachelor;Voltijdopleidingen;Cohort 2004;980.0;48.0
410;Totaal mannen en vrouwen;Niet-westerse allochtonen;Bachelor;Deeltijdopleidingen;Cohort 1995;;
411;Totaal mannen en vrouwen;Niet-westerse allochtonen;Bachelor;Deeltijdopleidingen;Cohort 1996;;
412;Totaal mannen en vrouwen;Niet-westerse allochtonen;Bachelor;Deeltijdopleidingen;Cohort 1997;;
413;Totaal mannen en vrouwen;Niet-westerse allochtonen;Bachelor;Deeltijdopleidingen;Cohort 1998;;
414;Totaal mannen en vrouwen;Niet-westerse allochtonen;Bachelor;Deeltijdopleidingen;Cohort 1999;;
