ID;Geslacht;KerkelijkeGezindte;Regio;Bewoners_1
323;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Grathem;1501
324;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Grave;2253
325;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;'s-Graveland;1696
326;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;'s-Gravendeel;4866
327;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;'s-Gravenhage;437675
328;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;'s-Gravenpolder;1124
329;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;'s-Gravenzande;7073
330;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Grevenbicht;1496
331;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Grijpskerk;3442
332;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Grijpskerke;920
333;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Groede;2308
334;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Groenlo;4176
335;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Groesbeek;7819
336;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Groningen;105146
337;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Gronsveld;1681
338;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Groot-Ammers;1492
339;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Grootebroek;4187
340;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Grootegast;7429
341;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Grubbenvorst;2667
342;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Gulpen;2971
343;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Haaften;2482
344;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Haaksbergen;8435
345;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Haamstede;1327
346;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Haaren;2132
347;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Haarlem;119700
348;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Haarlemmerliede en Spaarnwoude;3062
349;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Haarlemmermeer;26829
350;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Haarzuilens;439
351;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Haastrecht;2273
352;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Haelen;1253
353;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Hagestein;822
354;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Halsteren;5754
355;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Ham (den);6478
356;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Haps;1513
357;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Hardenberg (Ambt-);13123
358;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Hardenberg (Stad-);2639
359;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Harderwijk;8661
360;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Hardinxveld;6846
361;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Haren;7073
362;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Harenkarspel;3274
363;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Harlingen;10443
364;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Harmelen;2215
365;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Haskerland;8170
366;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Hasselt;2256
367;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Hattem;4525
368;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Havelte;3774
369;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Hazerswoude;4681
370;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Hedel;1689
371;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Hedikhuizen;1387
372;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Heel en Panheel;2053
373;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Heemskerk;4467
374;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Heemstede;14417
375;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Heenvliet;1189
376;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Heer;4328
377;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;'s-Heer-Abtskerke;446
378;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;'s-Heer-Arendskerke;3961
379;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Heerde;8857
380;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;'s-Heerenhoek;1281
381;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Heerewaarden;924
382;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Heerhugowaard;4905
383;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Heerjansdam;1302
384;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Heerlen;46917
385;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Heesch;3115
386;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Heeswijk;1437
387;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Heeze;3160
388;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Hei- en Boeicop;635
389;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Heijthuizen;2732
390;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Heilo;4934
391;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Heinenoord;1958
392;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Heinkenszand;1898
393;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Heino;2795
394;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Hekelingen;990
395;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Hekendorp;672
396;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Helden;6183
397;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Helder (Den);29426
398;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Hellendoorn;13721
399;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Hellevoetsluis;1939
400;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Helmond;25435
401;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Helvoet (Nieuw-);2414
402;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Helvoirt;2195
403;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Hemelumer Oldephaerd en Noordwolde;5155
404;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Hemmen;206
405;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Hendrik-Ido-Ambacht;4805
406;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Hengelo (Gld.);4763
407;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Hengelo (O.);34338
408;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Hengstdijk;617
409;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Hennaarderadeel;4683
410;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Hensbroek;936
411;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Herkingen;972
412;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Herpen;1753
413;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Herpt;593
414;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Herten;1383
415;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;'s-Hertogenbosch;42203
416;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Herwen en Aerdt;5704
417;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Herwijnen;1867
418;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Heteren;3729
419;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Heukelum;1568
420;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Heumen;3195
421;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Heusden;1837
422;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Hillegersberg;15955
423;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Hillegom;10812
424;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Hilvarenbeek;3688
425;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Hilversum;57059
426;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Hindeloopen;972
427;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Hoedekenskerke;1395
428;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Hoek;2714
429;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Hoenkoop;581
430;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Hoensbroek;13618
431;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Hoevelaken;1314
432;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Hoeven;3867
433;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Holten;4121
434;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Hontenisse;5377
435;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Hoofdplaat;1328
436;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Hoogblokland;795
437;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Hooge en Lage Mierde;1852
438;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Hooge en Lage Zwaluwe;4960
439;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Hoogeloon, Hapert en Casteren;2364
440;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Hoogeveen;15313
441;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Hoogezand;11429
442;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Hoogkarspel;2185
443;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Hoogkerk;4125
444;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Hoogland;3596
445;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Hoogvliet;1227
446;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Hoogwoud;2252
447;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Hoorn;12049
448;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Hoornaar;682
449;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Horn;1672
450;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Horssen;927
451;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Horst;7375
452;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Houten;2432
453;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Houthem;2067
454;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Huijbergen;1086
455;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Huissen;5548
456;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Huizen;8077
457;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Hulsberg;2506
458;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Hulst;3914
459;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Hummelo en Keppel;3118
460;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Hunsel;1588
461;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Hurwenen;506
462;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Idaarderadeel;5879
463;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Ilpendam;2340
464;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Itteren;560
465;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Ittervoort;315
466;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Jaarsveld;1568
467;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Jabeek;613
468;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Janssteen (St.);3393
469;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Jisp;744
470;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Jutphaas;4535
471;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Kamerik;2122
472;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Kampen;19880
473;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Kamperveen;571
474;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Kantens;2169
475;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Kapelle;2798
476;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Kats;627
477;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Kattendijke;1261
478;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Katwijk;15637
479;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Katwoude;236
480;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Kedichem;1217
481;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Kerkrade;36705
482;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Kerkwerve;839
483;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Kerkwijk;1168
484;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Kessel;1745
485;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Kesteren;4050
486;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Kethel en Spaland;2230
487;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Klaaswaal;2103
488;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Klimmen;2009
489;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Kloetinge;2044
490;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Kloosterburen;2091
491;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Klundert;4613
492;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Kockengen;845
493;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Koedijk;1930
494;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Koewacht;2559
495;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Kollumerland en Nieuwkruisland;8953
496;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Koog aan de Zaan;4463
497;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Kortenhoef;1485
498;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Kortgene;1322
499;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Koudekerk;1819
500;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Koudekerke;3721
501;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Krabbendijke;2417
502;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Krimpen aan de Lek;3124
503;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Krimpen aan den IJssel;5018
504;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Krommenie;5587
505;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Kruiningen;3881
506;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Kruis (St.);685
507;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Kuinre;668
508;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Kwadijk;431
509;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Laag-Nieuwkoop;489
510;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Landsmeer;3471
511;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Langbroek;1367
512;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Lange Ruige Weide;721
513;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Langerak;907
514;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Laren (Gld.);5674
515;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Laren (NH.);6513
516;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Laurens (St.);1153
517;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Leek;7850
518;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Leende;1917
519;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Leens;3858
520;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Leerbroek;879
521;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Leerdam;8952
522;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Leersum;2013
523;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Leeuwarden;48548
524;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Leeuwarderadeel;16384
525;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Leiden;70825
526;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Leiderdorp;2390
527;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Leimuiden;2011
528;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Lekkerkerk;4369
529;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Lekkerland (Nieuw-);3709
530;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Lemsterland;7213
531;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Leusden;2335
532;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Lexmond;1623
533;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Lichtenvoorde;7404
534;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Liempde;1693
535;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Lienden;4345
536;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Lier (de);2702
537;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Lierop;1143
538;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Lieshout;1970
539;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Limbricht;2068
540;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Limmen;2196
541;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Linden;507
542;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Linne;1623
543;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Linschoten;1875
544;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Lisse;8478
545;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Lith;1492
546;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Lithoijen;631
547;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Lochem;5759
548;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Loenen;1364
549;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Loenersloot;583
550;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Lonneker;31129
551;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Loon op Zand;10258
552;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Loosdrecht;3360
553;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Lopik;1688
554;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Loppersum;3396
555;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Losser;14762
556;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Luijksgestel;1068
557;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Maarheeze;2825
558;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Maarn;2116
559;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Maarssen;3391
560;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Maarsseveen;1809
561;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Maarten (St.);1362
562;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Maartensdijk (St.);2726
563;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Maartensdijk;3773
564;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Maasbracht;1788
565;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Maasbree;13216
566;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Maasdam;1518
567;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Maashees en Overloon;2145
568;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Maasland;3557
569;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Maasniel;3633
570;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Maassluis;9567
571;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Maastricht;60644
572;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Made en Drimmelen;5335
573;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Margraten;1278
574;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Markelo;5082
575;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Marken;1389
576;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Marum;6352
577;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;Maurik;4143
