ID;Geslacht;Leeftijden;SociaalEconomischeCategorie;PositieInHuishouden;Perioden;Emigranten_1
252;Totaal mannen en vrouwen;Totaal leeftijd;(School)kind  of student;Persoon in particulier huishouden;2000;18.1
253;Totaal mannen en vrouwen;Totaal leeftijd;(School)kind  of student;Persoon in particulier huishouden;2001;18.4
254;Totaal mannen en vrouwen;Totaal leeftijd;(School)kind  of student;Persoon in particulier huishouden;2002;20.1
255;Totaal mannen en vrouwen;Totaal leeftijd;(School)kind  of student;Persoon in particulier huishouden;2003;22.4
256;Totaal mannen en vrouwen;Totaal leeftijd;(School)kind  of student;Persoon in particulier huishouden;2004;25.3
257;Totaal mannen en vrouwen;Totaal leeftijd;(School)kind  of student;Persoon in particulier huishouden;2005;28.2
258;Totaal mannen en vrouwen;Totaal leeftijd;(School)kind  of student;Persoon in particulier huishouden;2006;30.3
259;Totaal mannen en vrouwen;Totaal leeftijd;(School)kind  of student;Persoon in particulier huishouden;2007;28.4
260;Totaal mannen en vrouwen;Totaal leeftijd;(School)kind  of student;Persoon in particulier huishouden;2008;26.9
261;Totaal mannen en vrouwen;Totaal leeftijd;(School)kind  of student;Persoon in particulier huishouden;2009;25.1
262;Totaal mannen en vrouwen;Totaal leeftijd;(School)kind  of student;Persoon in particulier huishouden;2010;26.7
263;Totaal mannen en vrouwen;Totaal leeftijd;(School)kind  of student;Persoon in particulier huishouden;2011;28.3
264;Totaal mannen en vrouwen;Totaal leeftijd;(School)kind  of student;Alleenstaande;2000;1.2
265;Totaal mannen en vrouwen;Totaal leeftijd;(School)kind  of student;Alleenstaande;2001;1.0
266;Totaal mannen en vrouwen;Totaal leeftijd;(School)kind  of student;Alleenstaande;2002;1.2
267;Totaal mannen en vrouwen;Totaal leeftijd;(School)kind  of student;Alleenstaande;2003;1.5
268;Totaal mannen en vrouwen;Totaal leeftijd;(School)kind  of student;Alleenstaande;2004;2.2
269;Totaal mannen en vrouwen;Totaal leeftijd;(School)kind  of student;Alleenstaande;2005;2.9
270;Totaal mannen en vrouwen;Totaal leeftijd;(School)kind  of student;Alleenstaande;2006;3.8
271;Totaal mannen en vrouwen;Totaal leeftijd;(School)kind  of student;Alleenstaande;2007;3.7
272;Totaal mannen en vrouwen;Totaal leeftijd;(School)kind  of student;Alleenstaande;2008;4.0
273;Totaal mannen en vrouwen;Totaal leeftijd;(School)kind  of student;Alleenstaande;2009;4.5
274;Totaal mannen en vrouwen;Totaal leeftijd;(School)kind  of student;Alleenstaande;2010;5.0
275;Totaal mannen en vrouwen;Totaal leeftijd;(School)kind  of student;Alleenstaande;2011;5.8
276;Totaal mannen en vrouwen;Totaal leeftijd;(School)kind  of student;Thuiswonend kind;2000;14.7
277;Totaal mannen en vrouwen;Totaal leeftijd;(School)kind  of student;Thuiswonend kind;2001;15.2
278;Totaal mannen en vrouwen;Totaal leeftijd;(School)kind  of student;Thuiswonend kind;2002;16.4
279;Totaal mannen en vrouwen;Totaal leeftijd;(School)kind  of student;Thuiswonend kind;2003;17.5
280;Totaal mannen en vrouwen;Totaal leeftijd;(School)kind  of student;Thuiswonend kind;2004;19.7
281;Totaal mannen en vrouwen;Totaal leeftijd;(School)kind  of student;Thuiswonend kind;2005;22.1
282;Totaal mannen en vrouwen;Totaal leeftijd;(School)kind  of student;Thuiswonend kind;2006;23.0
283;Totaal mannen en vrouwen;Totaal leeftijd;(School)kind  of student;Thuiswonend kind;2007;21.4
284;Totaal mannen en vrouwen;Totaal leeftijd;(School)kind  of student;Thuiswonend kind;2008;19.7
285;Totaal mannen en vrouwen;Totaal leeftijd;(School)kind  of student;Thuiswonend kind;2009;17.2
286;Totaal mannen en vrouwen;Totaal leeftijd;(School)kind  of student;Thuiswonend kind;2010;17.9
287;Totaal mannen en vrouwen;Totaal leeftijd;(School)kind  of student;Thuiswonend kind;2011;18.3
288;Totaal mannen en vrouwen;Totaal leeftijd;(School)kind  of student;Ouder in eenouderhuishouden;2000;0.0
289;Totaal mannen en vrouwen;Totaal leeftijd;(School)kind  of student;Ouder in eenouderhuishouden;2001;0.0
290;Totaal mannen en vrouwen;Totaal leeftijd;(School)kind  of student;Ouder in eenouderhuishouden;2002;0.0
291;Totaal mannen en vrouwen;Totaal leeftijd;(School)kind  of student;Ouder in eenouderhuishouden;2003;0.0
292;Totaal mannen en vrouwen;Totaal leeftijd;(School)kind  of student;Ouder in eenouderhuishouden;2004;0.0
293;Totaal mannen en vrouwen;Totaal leeftijd;(School)kind  of student;Ouder in eenouderhuishouden;2005;0.1
294;Totaal mannen en vrouwen;Totaal leeftijd;(School)kind  of student;Ouder in eenouderhuishouden;2006;0.1
295;Totaal mannen en vrouwen;Totaal leeftijd;(School)kind  of student;Ouder in eenouderhuishouden;2007;0.1
296;Totaal mannen en vrouwen;Totaal leeftijd;(School)kind  of student;Ouder in eenouderhuishouden;2008;0.1
297;Totaal mannen en vrouwen;Totaal leeftijd;(School)kind  of student;Ouder in eenouderhuishouden;2009;0.1
298;Totaal mannen en vrouwen;Totaal leeftijd;(School)kind  of student;Ouder in eenouderhuishouden;2010;0.1
299;Totaal mannen en vrouwen;Totaal leeftijd;(School)kind  of student;Ouder in eenouderhuishouden;2011;0.1
300;Totaal mannen en vrouwen;Totaal leeftijd;(School)kind  of student;Partner in paar met kind(eren);2000;0.0
301;Totaal mannen en vrouwen;Totaal leeftijd;(School)kind  of student;Partner in paar met kind(eren);2001;0.0
302;Totaal mannen en vrouwen;Totaal leeftijd;(School)kind  of student;Partner in paar met kind(eren);2002;0.0
303;Totaal mannen en vrouwen;Totaal leeftijd;(School)kind  of student;Partner in paar met kind(eren);2003;0.1
304;Totaal mannen en vrouwen;Totaal leeftijd;(School)kind  of student;Partner in paar met kind(eren);2004;0.1
305;Totaal mannen en vrouwen;Totaal leeftijd;(School)kind  of student;Partner in paar met kind(eren);2005;0.1
306;Totaal mannen en vrouwen;Totaal leeftijd;(School)kind  of student;Partner in paar met kind(eren);2006;0.1
307;Totaal mannen en vrouwen;Totaal leeftijd;(School)kind  of student;Partner in paar met kind(eren);2007;0.1
308;Totaal mannen en vrouwen;Totaal leeftijd;(School)kind  of student;Partner in paar met kind(eren);2008;0.1
309;Totaal mannen en vrouwen;Totaal leeftijd;(School)kind  of student;Partner in paar met kind(eren);2009;0.1
310;Totaal mannen en vrouwen;Totaal leeftijd;(School)kind  of student;Partner in paar met kind(eren);2010;0.1
311;Totaal mannen en vrouwen;Totaal leeftijd;(School)kind  of student;Partner in paar met kind(eren);2011;0.1
312;Totaal mannen en vrouwen;Totaal leeftijd;(School)kind  of student;Partner in paar, geen kind(eren);2000;0.3
313;Totaal mannen en vrouwen;Totaal leeftijd;(School)kind  of student;Partner in paar, geen kind(eren);2001;0.3
314;Totaal mannen en vrouwen;Totaal leeftijd;(School)kind  of student;Partner in paar, geen kind(eren);2002;0.3
315;Totaal mannen en vrouwen;Totaal leeftijd;(School)kind  of student;Partner in paar, geen kind(eren);2003;0.4
316;Totaal mannen en vrouwen;Totaal leeftijd;(School)kind  of student;Partner in paar, geen kind(eren);2004;0.5
317;Totaal mannen en vrouwen;Totaal leeftijd;(School)kind  of student;Partner in paar, geen kind(eren);2005;0.8
318;Totaal mannen en vrouwen;Totaal leeftijd;(School)kind  of student;Partner in paar, geen kind(eren);2006;0.9
319;Totaal mannen en vrouwen;Totaal leeftijd;(School)kind  of student;Partner in paar, geen kind(eren);2007;0.9
320;Totaal mannen en vrouwen;Totaal leeftijd;(School)kind  of student;Partner in paar, geen kind(eren);2008;0.9
321;Totaal mannen en vrouwen;Totaal leeftijd;(School)kind  of student;Partner in paar, geen kind(eren);2009;0.9
322;Totaal mannen en vrouwen;Totaal leeftijd;(School)kind  of student;Partner in paar, geen kind(eren);2010;1.2
323;Totaal mannen en vrouwen;Totaal leeftijd;(School)kind  of student;Partner in paar, geen kind(eren);2011;1.2
324;Totaal mannen en vrouwen;Totaal leeftijd;(School)kind  of student;Overig lid huishouden;2000;1.8
325;Totaal mannen en vrouwen;Totaal leeftijd;(School)kind  of student;Overig lid huishouden;2001;1.9
326;Totaal mannen en vrouwen;Totaal leeftijd;(School)kind  of student;Overig lid huishouden;2002;2.2
327;Totaal mannen en vrouwen;Totaal leeftijd;(School)kind  of student;Overig lid huishouden;2003;2.9
328;Totaal mannen en vrouwen;Totaal leeftijd;(School)kind  of student;Overig lid huishouden;2004;2.8
329;Totaal mannen en vrouwen;Totaal leeftijd;(School)kind  of student;Overig lid huishouden;2005;2.3
330;Totaal mannen en vrouwen;Totaal leeftijd;(School)kind  of student;Overig lid huishouden;2006;2.4
331;Totaal mannen en vrouwen;Totaal leeftijd;(School)kind  of student;Overig lid huishouden;2007;2.2
332;Totaal mannen en vrouwen;Totaal leeftijd;(School)kind  of student;Overig lid huishouden;2008;2.1
333;Totaal mannen en vrouwen;Totaal leeftijd;(School)kind  of student;Overig lid huishouden;2009;2.3
334;Totaal mannen en vrouwen;Totaal leeftijd;(School)kind  of student;Overig lid huishouden;2010;2.5
335;Totaal mannen en vrouwen;Totaal leeftijd;(School)kind  of student;Overig lid huishouden;2011;2.7
336;Totaal mannen en vrouwen;Totaal leeftijd;Overige (zonder inkomen);Persoon in particulier huishouden;2000;33.0
337;Totaal mannen en vrouwen;Totaal leeftijd;Overige (zonder inkomen);Persoon in particulier huishouden;2001;33.2
338;Totaal mannen en vrouwen;Totaal leeftijd;Overige (zonder inkomen);Persoon in particulier huishouden;2002;40.1
339;Totaal mannen en vrouwen;Totaal leeftijd;Overige (zonder inkomen);Persoon in particulier huishouden;2003;44.3
340;Totaal mannen en vrouwen;Totaal leeftijd;Overige (zonder inkomen);Persoon in particulier huishouden;2004;46.9
341;Totaal mannen en vrouwen;Totaal leeftijd;Overige (zonder inkomen);Persoon in particulier huishouden;2005;49.8
342;Totaal mannen en vrouwen;Totaal leeftijd;Overige (zonder inkomen);Persoon in particulier huishouden;2006;55.9
343;Totaal mannen en vrouwen;Totaal leeftijd;Overige (zonder inkomen);Persoon in particulier huishouden;2007;51.2
344;Totaal mannen en vrouwen;Totaal leeftijd;Overige (zonder inkomen);Persoon in particulier huishouden;2008;50.7
345;Totaal mannen en vrouwen;Totaal leeftijd;Overige (zonder inkomen);Persoon in particulier huishouden;2009;53.8
346;Totaal mannen en vrouwen;Totaal leeftijd;Overige (zonder inkomen);Persoon in particulier huishouden;2010;55.6
347;Totaal mannen en vrouwen;Totaal leeftijd;Overige (zonder inkomen);Persoon in particulier huishouden;2011;60.2
348;Totaal mannen en vrouwen;Totaal leeftijd;Overige (zonder inkomen);Alleenstaande;2000;13.0
349;Totaal mannen en vrouwen;Totaal leeftijd;Overige (zonder inkomen);Alleenstaande;2001;13.0
350;Totaal mannen en vrouwen;Totaal leeftijd;Overige (zonder inkomen);Alleenstaande;2002;17.4
351;Totaal mannen en vrouwen;Totaal leeftijd;Overige (zonder inkomen);Alleenstaande;2003;18.8
352;Totaal mannen en vrouwen;Totaal leeftijd;Overige (zonder inkomen);Alleenstaande;2004;21.2
353;Totaal mannen en vrouwen;Totaal leeftijd;Overige (zonder inkomen);Alleenstaande;2005;21.7
354;Totaal mannen en vrouwen;Totaal leeftijd;Overige (zonder inkomen);Alleenstaande;2006;24.8
355;Totaal mannen en vrouwen;Totaal leeftijd;Overige (zonder inkomen);Alleenstaande;2007;22.5
356;Totaal mannen en vrouwen;Totaal leeftijd;Overige (zonder inkomen);Alleenstaande;2008;23.1
357;Totaal mannen en vrouwen;Totaal leeftijd;Overige (zonder inkomen);Alleenstaande;2009;26.0
358;Totaal mannen en vrouwen;Totaal leeftijd;Overige (zonder inkomen);Alleenstaande;2010;27.8
359;Totaal mannen en vrouwen;Totaal leeftijd;Overige (zonder inkomen);Alleenstaande;2011;27.2
360;Totaal mannen en vrouwen;Totaal leeftijd;Overige (zonder inkomen);Thuiswonend kind;2000;2.9
361;Totaal mannen en vrouwen;Totaal leeftijd;Overige (zonder inkomen);Thuiswonend kind;2001;3.0
362;Totaal mannen en vrouwen;Totaal leeftijd;Overige (zonder inkomen);Thuiswonend kind;2002;3.1
363;Totaal mannen en vrouwen;Totaal leeftijd;Overige (zonder inkomen);Thuiswonend kind;2003;3.4
364;Totaal mannen en vrouwen;Totaal leeftijd;Overige (zonder inkomen);Thuiswonend kind;2004;3.8
365;Totaal mannen en vrouwen;Totaal leeftijd;Overige (zonder inkomen);Thuiswonend kind;2005;4.9
366;Totaal mannen en vrouwen;Totaal leeftijd;Overige (zonder inkomen);Thuiswonend kind;2006;5.5
367;Totaal mannen en vrouwen;Totaal leeftijd;Overige (zonder inkomen);Thuiswonend kind;2007;4.7
368;Totaal mannen en vrouwen;Totaal leeftijd;Overige (zonder inkomen);Thuiswonend kind;2008;4.4
369;Totaal mannen en vrouwen;Totaal leeftijd;Overige (zonder inkomen);Thuiswonend kind;2009;4.3
370;Totaal mannen en vrouwen;Totaal leeftijd;Overige (zonder inkomen);Thuiswonend kind;2010;4.5
371;Totaal mannen en vrouwen;Totaal leeftijd;Overige (zonder inkomen);Thuiswonend kind;2011;8.5
372;Totaal mannen en vrouwen;Totaal leeftijd;Overige (zonder inkomen);Ouder in eenouderhuishouden;2000;0.9
373;Totaal mannen en vrouwen;Totaal leeftijd;Overige (zonder inkomen);Ouder in eenouderhuishouden;2001;0.9
374;Totaal mannen en vrouwen;Totaal leeftijd;Overige (zonder inkomen);Ouder in eenouderhuishouden;2002;1.2
375;Totaal mannen en vrouwen;Totaal leeftijd;Overige (zonder inkomen);Ouder in eenouderhuishouden;2003;1.4
376;Totaal mannen en vrouwen;Totaal leeftijd;Overige (zonder inkomen);Ouder in eenouderhuishouden;2004;1.4
377;Totaal mannen en vrouwen;Totaal leeftijd;Overige (zonder inkomen);Ouder in eenouderhuishouden;2005;1.6
378;Totaal mannen en vrouwen;Totaal leeftijd;Overige (zonder inkomen);Ouder in eenouderhuishouden;2006;1.6
379;Totaal mannen en vrouwen;Totaal leeftijd;Overige (zonder inkomen);Ouder in eenouderhuishouden;2007;1.4
380;Totaal mannen en vrouwen;Totaal leeftijd;Overige (zonder inkomen);Ouder in eenouderhuishouden;2008;1.4
381;Totaal mannen en vrouwen;Totaal leeftijd;Overige (zonder inkomen);Ouder in eenouderhuishouden;2009;1.3
382;Totaal mannen en vrouwen;Totaal leeftijd;Overige (zonder inkomen);Ouder in eenouderhuishouden;2010;1.2
383;Totaal mannen en vrouwen;Totaal leeftijd;Overige (zonder inkomen);Ouder in eenouderhuishouden;2011;1.2
384;Totaal mannen en vrouwen;Totaal leeftijd;Overige (zonder inkomen);Partner in paar met kind(eren);2000;6.4
385;Totaal mannen en vrouwen;Totaal leeftijd;Overige (zonder inkomen);Partner in paar met kind(eren);2001;6.3
386;Totaal mannen en vrouwen;Totaal leeftijd;Overige (zonder inkomen);Partner in paar met kind(eren);2002;6.7
387;Totaal mannen en vrouwen;Totaal leeftijd;Overige (zonder inkomen);Partner in paar met kind(eren);2003;7.0
388;Totaal mannen en vrouwen;Totaal leeftijd;Overige (zonder inkomen);Partner in paar met kind(eren);2004;7.5
389;Totaal mannen en vrouwen;Totaal leeftijd;Overige (zonder inkomen);Partner in paar met kind(eren);2005;8.2
390;Totaal mannen en vrouwen;Totaal leeftijd;Overige (zonder inkomen);Partner in paar met kind(eren);2006;8.7
391;Totaal mannen en vrouwen;Totaal leeftijd;Overige (zonder inkomen);Partner in paar met kind(eren);2007;7.9
392;Totaal mannen en vrouwen;Totaal leeftijd;Overige (zonder inkomen);Partner in paar met kind(eren);2008;7.2
393;Totaal mannen en vrouwen;Totaal leeftijd;Overige (zonder inkomen);Partner in paar met kind(eren);2009;6.9
394;Totaal mannen en vrouwen;Totaal leeftijd;Overige (zonder inkomen);Partner in paar met kind(eren);2010;6.8
395;Totaal mannen en vrouwen;Totaal leeftijd;Overige (zonder inkomen);Partner in paar met kind(eren);2011;6.9
396;Totaal mannen en vrouwen;Totaal leeftijd;Overige (zonder inkomen);Partner in paar, geen kind(eren);2000;6.0
397;Totaal mannen en vrouwen;Totaal leeftijd;Overige (zonder inkomen);Partner in paar, geen kind(eren);2001;6.2
398;Totaal mannen en vrouwen;Totaal leeftijd;Overige (zonder inkomen);Partner in paar, geen kind(eren);2002;7.4
399;Totaal mannen en vrouwen;Totaal leeftijd;Overige (zonder inkomen);Partner in paar, geen kind(eren);2003;7.6
400;Totaal mannen en vrouwen;Totaal leeftijd;Overige (zonder inkomen);Partner in paar, geen kind(eren);2004;8.0
401;Totaal mannen en vrouwen;Totaal leeftijd;Overige (zonder inkomen);Partner in paar, geen kind(eren);2005;8.7
402;Totaal mannen en vrouwen;Totaal leeftijd;Overige (zonder inkomen);Partner in paar, geen kind(eren);2006;9.6
403;Totaal mannen en vrouwen;Totaal leeftijd;Overige (zonder inkomen);Partner in paar, geen kind(eren);2007;8.8
404;Totaal mannen en vrouwen;Totaal leeftijd;Overige (zonder inkomen);Partner in paar, geen kind(eren);2008;8.6
405;Totaal mannen en vrouwen;Totaal leeftijd;Overige (zonder inkomen);Partner in paar, geen kind(eren);2009;8.9
406;Totaal mannen en vrouwen;Totaal leeftijd;Overige (zonder inkomen);Partner in paar, geen kind(eren);2010;8.8
407;Totaal mannen en vrouwen;Totaal leeftijd;Overige (zonder inkomen);Partner in paar, geen kind(eren);2011;9.0
408;Totaal mannen en vrouwen;Totaal leeftijd;Overige (zonder inkomen);Overig lid huishouden;2000;3.8
409;Totaal mannen en vrouwen;Totaal leeftijd;Overige (zonder inkomen);Overig lid huishouden;2001;3.8
410;Totaal mannen en vrouwen;Totaal leeftijd;Overige (zonder inkomen);Overig lid huishouden;2002;4.3
411;Totaal mannen en vrouwen;Totaal leeftijd;Overige (zonder inkomen);Overig lid huishouden;2003;6.2
412;Totaal mannen en vrouwen;Totaal leeftijd;Overige (zonder inkomen);Overig lid huishouden;2004;5.0
413;Totaal mannen en vrouwen;Totaal leeftijd;Overige (zonder inkomen);Overig lid huishouden;2005;4.8
414;Totaal mannen en vrouwen;Totaal leeftijd;Overige (zonder inkomen);Overig lid huishouden;2006;5.5
415;Totaal mannen en vrouwen;Totaal leeftijd;Overige (zonder inkomen);Overig lid huishouden;2007;5.9
416;Totaal mannen en vrouwen;Totaal leeftijd;Overige (zonder inkomen);Overig lid huishouden;2008;5.9
417;Totaal mannen en vrouwen;Totaal leeftijd;Overige (zonder inkomen);Overig lid huishouden;2009;6.5
418;Totaal mannen en vrouwen;Totaal leeftijd;Overige (zonder inkomen);Overig lid huishouden;2010;6.5
419;Totaal mannen en vrouwen;Totaal leeftijd;Overige (zonder inkomen);Overig lid huishouden;2011;7.3
420;Totaal mannen en vrouwen;Jonger dan 15 jaar;Totaal;Persoon in particulier huishouden;2000;14.8
421;Totaal mannen en vrouwen;Jonger dan 15 jaar;Totaal;Persoon in particulier huishouden;2001;15.2
422;Totaal mannen en vrouwen;Jonger dan 15 jaar;Totaal;Persoon in particulier huishouden;2002;16.3
423;Totaal mannen en vrouwen;Jonger dan 15 jaar;Totaal;Persoon in particulier huishouden;2003;17.9
424;Totaal mannen en vrouwen;Jonger dan 15 jaar;Totaal;Persoon in particulier huishouden;2004;19.6
425;Totaal mannen en vrouwen;Jonger dan 15 jaar;Totaal;Persoon in particulier huishouden;2005;21.1
426;Totaal mannen en vrouwen;Jonger dan 15 jaar;Totaal;Persoon in particulier huishouden;2006;21.8
427;Totaal mannen en vrouwen;Jonger dan 15 jaar;Totaal;Persoon in particulier huishouden;2007;20.2
428;Totaal mannen en vrouwen;Jonger dan 15 jaar;Totaal;Persoon in particulier huishouden;2008;18.5
429;Totaal mannen en vrouwen;Jonger dan 15 jaar;Totaal;Persoon in particulier huishouden;2009;16.6
430;Totaal mannen en vrouwen;Jonger dan 15 jaar;Totaal;Persoon in particulier huishouden;2010;17.4
431;Totaal mannen en vrouwen;Jonger dan 15 jaar;Totaal;Persoon in particulier huishouden;2011;17.8
432;Totaal mannen en vrouwen;Jonger dan 15 jaar;Totaal;Alleenstaande;2000;
433;Totaal mannen en vrouwen;Jonger dan 15 jaar;Totaal;Alleenstaande;2001;
434;Totaal mannen en vrouwen;Jonger dan 15 jaar;Totaal;Alleenstaande;2002;
435;Totaal mannen en vrouwen;Jonger dan 15 jaar;Totaal;Alleenstaande;2003;
436;Totaal mannen en vrouwen;Jonger dan 15 jaar;Totaal;Alleenstaande;2004;
437;Totaal mannen en vrouwen;Jonger dan 15 jaar;Totaal;Alleenstaande;2005;
438;Totaal mannen en vrouwen;Jonger dan 15 jaar;Totaal;Alleenstaande;2006;
439;Totaal mannen en vrouwen;Jonger dan 15 jaar;Totaal;Alleenstaande;2007;
440;Totaal mannen en vrouwen;Jonger dan 15 jaar;Totaal;Alleenstaande;2008;
441;Totaal mannen en vrouwen;Jonger dan 15 jaar;Totaal;Alleenstaande;2009;
442;Totaal mannen en vrouwen;Jonger dan 15 jaar;Totaal;Alleenstaande;2010;
443;Totaal mannen en vrouwen;Jonger dan 15 jaar;Totaal;Alleenstaande;2011;
444;Totaal mannen en vrouwen;Jonger dan 15 jaar;Totaal;Thuiswonend kind;2000;12.9
445;Totaal mannen en vrouwen;Jonger dan 15 jaar;Totaal;Thuiswonend kind;2001;13.4
446;Totaal mannen en vrouwen;Jonger dan 15 jaar;Totaal;Thuiswonend kind;2002;14.2
447;Totaal mannen en vrouwen;Jonger dan 15 jaar;Totaal;Thuiswonend kind;2003;15.3
448;Totaal mannen en vrouwen;Jonger dan 15 jaar;Totaal;Thuiswonend kind;2004;17.1
449;Totaal mannen en vrouwen;Jonger dan 15 jaar;Totaal;Thuiswonend kind;2005;19.1
450;Totaal mannen en vrouwen;Jonger dan 15 jaar;Totaal;Thuiswonend kind;2006;19.7
451;Totaal mannen en vrouwen;Jonger dan 15 jaar;Totaal;Thuiswonend kind;2007;18.3
452;Totaal mannen en vrouwen;Jonger dan 15 jaar;Totaal;Thuiswonend kind;2008;16.5
