ID;Sex;Age;Nationality;CaribbeanNetherlands;Periods;PopulationOnJanuary1st_1
3256;Total male and female;0 to 4 years;Other Central and South America;Caribbean Netherlands;2019;2
3257;Total male and female;0 to 4 years;Other Central and South America;Caribbean Netherlands;2020;4
3258;Total male and female;0 to 4 years;Other Central and South America;Caribbean Netherlands;2021;6
3259;Total male and female;0 to 4 years;Other Central and South America;Caribbean Netherlands;2022;4
3260;Total male and female;0 to 4 years;Other Central and South America;Caribbean Netherlands;2023;5
3261;Total male and female;0 to 4 years;Other Central and South America;Caribbean Netherlands;2024;5
3262;Total male and female;0 to 4 years;Other Central and South America;Bonaire;2011;3
3263;Total male and female;0 to 4 years;Other Central and South America;Bonaire;2012;1
3264;Total male and female;0 to 4 years;Other Central and South America;Bonaire;2013;1
3265;Total male and female;0 to 4 years;Other Central and South America;Bonaire;2014;1
3266;Total male and female;0 to 4 years;Other Central and South America;Bonaire;2015;1
3267;Total male and female;0 to 4 years;Other Central and South America;Bonaire;2016;1
3268;Total male and female;0 to 4 years;Other Central and South America;Bonaire;2017;1
3269;Total male and female;0 to 4 years;Other Central and South America;Bonaire;2018;1
3270;Total male and female;0 to 4 years;Other Central and South America;Bonaire;2019;1
3271;Total male and female;0 to 4 years;Other Central and South America;Bonaire;2020;1
3272;Total male and female;0 to 4 years;Other Central and South America;Bonaire;2021;1
3273;Total male and female;0 to 4 years;Other Central and South America;Bonaire;2022;0
3274;Total male and female;0 to 4 years;Other Central and South America;Bonaire;2023;2
3275;Total male and female;0 to 4 years;Other Central and South America;Bonaire;2024;4
3276;Total male and female;0 to 4 years;Other Central and South America;St. Eustatius;2011;1
3277;Total male and female;0 to 4 years;Other Central and South America;St. Eustatius;2012;0
3278;Total male and female;0 to 4 years;Other Central and South America;St. Eustatius;2013;0
3279;Total male and female;0 to 4 years;Other Central and South America;St. Eustatius;2014;2
3280;Total male and female;0 to 4 years;Other Central and South America;St. Eustatius;2015;1
3281;Total male and female;0 to 4 years;Other Central and South America;St. Eustatius;2016;1
3282;Total male and female;0 to 4 years;Other Central and South America;St. Eustatius;2017;1
3283;Total male and female;0 to 4 years;Other Central and South America;St. Eustatius;2018;1
3284;Total male and female;0 to 4 years;Other Central and South America;St. Eustatius;2019;0
3285;Total male and female;0 to 4 years;Other Central and South America;St. Eustatius;2020;1
3286;Total male and female;0 to 4 years;Other Central and South America;St. Eustatius;2021;3
3287;Total male and female;0 to 4 years;Other Central and South America;St. Eustatius;2022;2
3288;Total male and female;0 to 4 years;Other Central and South America;St. Eustatius;2023;1
3289;Total male and female;0 to 4 years;Other Central and South America;St. Eustatius;2024;0
3290;Total male and female;0 to 4 years;Other Central and South America;Saba;2011;0
3291;Total male and female;0 to 4 years;Other Central and South America;Saba;2012;0
3292;Total male and female;0 to 4 years;Other Central and South America;Saba;2013;0
3293;Total male and female;0 to 4 years;Other Central and South America;Saba;2014;0
3294;Total male and female;0 to 4 years;Other Central and South America;Saba;2015;0
3295;Total male and female;0 to 4 years;Other Central and South America;Saba;2016;0
3296;Total male and female;0 to 4 years;Other Central and South America;Saba;2017;0
3297;Total male and female;0 to 4 years;Other Central and South America;Saba;2018;0
3298;Total male and female;0 to 4 years;Other Central and South America;Saba;2019;1
3299;Total male and female;0 to 4 years;Other Central and South America;Saba;2020;2
3300;Total male and female;0 to 4 years;Other Central and South America;Saba;2021;2
3301;Total male and female;0 to 4 years;Other Central and South America;Saba;2022;2
3302;Total male and female;0 to 4 years;Other Central and South America;Saba;2023;2
3303;Total male and female;0 to 4 years;Other Central and South America;Saba;2024;1
3304;Total male and female;0 to 4 years;Other Asia;Caribbean Netherlands;2011;4
3305;Total male and female;0 to 4 years;Other Asia;Caribbean Netherlands;2012;5
3306;Total male and female;0 to 4 years;Other Asia;Caribbean Netherlands;2013;7
3307;Total male and female;0 to 4 years;Other Asia;Caribbean Netherlands;2014;6
3308;Total male and female;0 to 4 years;Other Asia;Caribbean Netherlands;2015;3
3309;Total male and female;0 to 4 years;Other Asia;Caribbean Netherlands;2016;5
3310;Total male and female;0 to 4 years;Other Asia;Caribbean Netherlands;2017;5
3311;Total male and female;0 to 4 years;Other Asia;Caribbean Netherlands;2018;6
3312;Total male and female;0 to 4 years;Other Asia;Caribbean Netherlands;2019;10
3313;Total male and female;0 to 4 years;Other Asia;Caribbean Netherlands;2020;11
3314;Total male and female;0 to 4 years;Other Asia;Caribbean Netherlands;2021;13
3315;Total male and female;0 to 4 years;Other Asia;Caribbean Netherlands;2022;12
3316;Total male and female;0 to 4 years;Other Asia;Caribbean Netherlands;2023;9
3317;Total male and female;0 to 4 years;Other Asia;Caribbean Netherlands;2024;9
3318;Total male and female;0 to 4 years;Other Asia;Bonaire;2011;3
3319;Total male and female;0 to 4 years;Other Asia;Bonaire;2012;3
3320;Total male and female;0 to 4 years;Other Asia;Bonaire;2013;4
3321;Total male and female;0 to 4 years;Other Asia;Bonaire;2014;3
3322;Total male and female;0 to 4 years;Other Asia;Bonaire;2015;2
3323;Total male and female;0 to 4 years;Other Asia;Bonaire;2016;4
3324;Total male and female;0 to 4 years;Other Asia;Bonaire;2017;5
3325;Total male and female;0 to 4 years;Other Asia;Bonaire;2018;5
3326;Total male and female;0 to 4 years;Other Asia;Bonaire;2019;6
3327;Total male and female;0 to 4 years;Other Asia;Bonaire;2020;8
3328;Total male and female;0 to 4 years;Other Asia;Bonaire;2021;10
3329;Total male and female;0 to 4 years;Other Asia;Bonaire;2022;10
3330;Total male and female;0 to 4 years;Other Asia;Bonaire;2023;9
3331;Total male and female;0 to 4 years;Other Asia;Bonaire;2024;7
3332;Total male and female;0 to 4 years;Other Asia;St. Eustatius;2011;1
3333;Total male and female;0 to 4 years;Other Asia;St. Eustatius;2012;1
3334;Total male and female;0 to 4 years;Other Asia;St. Eustatius;2013;1
3335;Total male and female;0 to 4 years;Other Asia;St. Eustatius;2014;1
3336;Total male and female;0 to 4 years;Other Asia;St. Eustatius;2015;0
3337;Total male and female;0 to 4 years;Other Asia;St. Eustatius;2016;0
3338;Total male and female;0 to 4 years;Other Asia;St. Eustatius;2017;0
3339;Total male and female;0 to 4 years;Other Asia;St. Eustatius;2018;0
3340;Total male and female;0 to 4 years;Other Asia;St. Eustatius;2019;0
3341;Total male and female;0 to 4 years;Other Asia;St. Eustatius;2020;0
3342;Total male and female;0 to 4 years;Other Asia;St. Eustatius;2021;0
3343;Total male and female;0 to 4 years;Other Asia;St. Eustatius;2022;0
3344;Total male and female;0 to 4 years;Other Asia;St. Eustatius;2023;0
3345;Total male and female;0 to 4 years;Other Asia;St. Eustatius;2024;0
3346;Total male and female;0 to 4 years;Other Asia;Saba;2011;0
3347;Total male and female;0 to 4 years;Other Asia;Saba;2012;1
3348;Total male and female;0 to 4 years;Other Asia;Saba;2013;2
3349;Total male and female;0 to 4 years;Other Asia;Saba;2014;2
3350;Total male and female;0 to 4 years;Other Asia;Saba;2015;1
3351;Total male and female;0 to 4 years;Other Asia;Saba;2016;1
3352;Total male and female;0 to 4 years;Other Asia;Saba;2017;0
3353;Total male and female;0 to 4 years;Other Asia;Saba;2018;1
3354;Total male and female;0 to 4 years;Other Asia;Saba;2019;4
3355;Total male and female;0 to 4 years;Other Asia;Saba;2020;3
3356;Total male and female;0 to 4 years;Other Asia;Saba;2021;3
3357;Total male and female;0 to 4 years;Other Asia;Saba;2022;2
3358;Total male and female;0 to 4 years;Other Asia;Saba;2023;0
3359;Total male and female;0 to 4 years;Other Asia;Saba;2024;2
3360;Total male and female;0 to 4 years;Other Europe (excluding Dutch nationals);Caribbean Netherlands;2011;1
3361;Total male and female;0 to 4 years;Other Europe (excluding Dutch nationals);Caribbean Netherlands;2012;0
3362;Total male and female;0 to 4 years;Other Europe (excluding Dutch nationals);Caribbean Netherlands;2013;0
3363;Total male and female;0 to 4 years;Other Europe (excluding Dutch nationals);Caribbean Netherlands;2014;0
3364;Total male and female;0 to 4 years;Other Europe (excluding Dutch nationals);Caribbean Netherlands;2015;0
3365;Total male and female;0 to 4 years;Other Europe (excluding Dutch nationals);Caribbean Netherlands;2016;0
3366;Total male and female;0 to 4 years;Other Europe (excluding Dutch nationals);Caribbean Netherlands;2017;1
3367;Total male and female;0 to 4 years;Other Europe (excluding Dutch nationals);Caribbean Netherlands;2018;2
3368;Total male and female;0 to 4 years;Other Europe (excluding Dutch nationals);Caribbean Netherlands;2019;3
3369;Total male and female;0 to 4 years;Other Europe (excluding Dutch nationals);Caribbean Netherlands;2020;3
3370;Total male and female;0 to 4 years;Other Europe (excluding Dutch nationals);Caribbean Netherlands;2021;3
3371;Total male and female;0 to 4 years;Other Europe (excluding Dutch nationals);Caribbean Netherlands;2022;2
3372;Total male and female;0 to 4 years;Other Europe (excluding Dutch nationals);Caribbean Netherlands;2023;0
3373;Total male and female;0 to 4 years;Other Europe (excluding Dutch nationals);Caribbean Netherlands;2024;0
3374;Total male and female;0 to 4 years;Other Europe (excluding Dutch nationals);Bonaire;2011;1
3375;Total male and female;0 to 4 years;Other Europe (excluding Dutch nationals);Bonaire;2012;0
3376;Total male and female;0 to 4 years;Other Europe (excluding Dutch nationals);Bonaire;2013;0
3377;Total male and female;0 to 4 years;Other Europe (excluding Dutch nationals);Bonaire;2014;0
3378;Total male and female;0 to 4 years;Other Europe (excluding Dutch nationals);Bonaire;2015;0
3379;Total male and female;0 to 4 years;Other Europe (excluding Dutch nationals);Bonaire;2016;0
3380;Total male and female;0 to 4 years;Other Europe (excluding Dutch nationals);Bonaire;2017;1
3381;Total male and female;0 to 4 years;Other Europe (excluding Dutch nationals);Bonaire;2018;2
3382;Total male and female;0 to 4 years;Other Europe (excluding Dutch nationals);Bonaire;2019;3
3383;Total male and female;0 to 4 years;Other Europe (excluding Dutch nationals);Bonaire;2020;3
3384;Total male and female;0 to 4 years;Other Europe (excluding Dutch nationals);Bonaire;2021;3
3385;Total male and female;0 to 4 years;Other Europe (excluding Dutch nationals);Bonaire;2022;2
3386;Total male and female;0 to 4 years;Other Europe (excluding Dutch nationals);Bonaire;2023;0
3387;Total male and female;0 to 4 years;Other Europe (excluding Dutch nationals);Bonaire;2024;0
3388;Total male and female;0 to 4 years;Other Europe (excluding Dutch nationals);St. Eustatius;2011;0
3389;Total male and female;0 to 4 years;Other Europe (excluding Dutch nationals);St. Eustatius;2012;0
3390;Total male and female;0 to 4 years;Other Europe (excluding Dutch nationals);St. Eustatius;2013;0
3391;Total male and female;0 to 4 years;Other Europe (excluding Dutch nationals);St. Eustatius;2014;0
3392;Total male and female;0 to 4 years;Other Europe (excluding Dutch nationals);St. Eustatius;2015;0
3393;Total male and female;0 to 4 years;Other Europe (excluding Dutch nationals);St. Eustatius;2016;0
3394;Total male and female;0 to 4 years;Other Europe (excluding Dutch nationals);St. Eustatius;2017;0
3395;Total male and female;0 to 4 years;Other Europe (excluding Dutch nationals);St. Eustatius;2018;0
3396;Total male and female;0 to 4 years;Other Europe (excluding Dutch nationals);St. Eustatius;2019;0
3397;Total male and female;0 to 4 years;Other Europe (excluding Dutch nationals);St. Eustatius;2020;0
3398;Total male and female;0 to 4 years;Other Europe (excluding Dutch nationals);St. Eustatius;2021;0
3399;Total male and female;0 to 4 years;Other Europe (excluding Dutch nationals);St. Eustatius;2022;0
3400;Total male and female;0 to 4 years;Other Europe (excluding Dutch nationals);St. Eustatius;2023;0
3401;Total male and female;0 to 4 years;Other Europe (excluding Dutch nationals);St. Eustatius;2024;0
3402;Total male and female;0 to 4 years;Other Europe (excluding Dutch nationals);Saba;2011;0
3403;Total male and female;0 to 4 years;Other Europe (excluding Dutch nationals);Saba;2012;0
3404;Total male and female;0 to 4 years;Other Europe (excluding Dutch nationals);Saba;2013;0
3405;Total male and female;0 to 4 years;Other Europe (excluding Dutch nationals);Saba;2014;0
3406;Total male and female;0 to 4 years;Other Europe (excluding Dutch nationals);Saba;2015;0
3407;Total male and female;0 to 4 years;Other Europe (excluding Dutch nationals);Saba;2016;0
3408;Total male and female;0 to 4 years;Other Europe (excluding Dutch nationals);Saba;2017;0
3409;Total male and female;0 to 4 years;Other Europe (excluding Dutch nationals);Saba;2018;0
3410;Total male and female;0 to 4 years;Other Europe (excluding Dutch nationals);Saba;2019;0
3411;Total male and female;0 to 4 years;Other Europe (excluding Dutch nationals);Saba;2020;0
3412;Total male and female;0 to 4 years;Other Europe (excluding Dutch nationals);Saba;2021;0
3413;Total male and female;0 to 4 years;Other Europe (excluding Dutch nationals);Saba;2022;0
3414;Total male and female;0 to 4 years;Other Europe (excluding Dutch nationals);Saba;2023;0
3415;Total male and female;0 to 4 years;Other Europe (excluding Dutch nationals);Saba;2024;0
3416;Total male and female;0 to 4 years;Stateless / unknown;Caribbean Netherlands;2011;0
3417;Total male and female;0 to 4 years;Stateless / unknown;Caribbean Netherlands;2012;0
3418;Total male and female;0 to 4 years;Stateless / unknown;Caribbean Netherlands;2013;0
3419;Total male and female;0 to 4 years;Stateless / unknown;Caribbean Netherlands;2014;0
3420;Total male and female;0 to 4 years;Stateless / unknown;Caribbean Netherlands;2015;1
3421;Total male and female;0 to 4 years;Stateless / unknown;Caribbean Netherlands;2016;0
3422;Total male and female;0 to 4 years;Stateless / unknown;Caribbean Netherlands;2017;2
3423;Total male and female;0 to 4 years;Stateless / unknown;Caribbean Netherlands;2018;2
3424;Total male and female;0 to 4 years;Stateless / unknown;Caribbean Netherlands;2019;4
3425;Total male and female;0 to 4 years;Stateless / unknown;Caribbean Netherlands;2020;1
3426;Total male and female;0 to 4 years;Stateless / unknown;Caribbean Netherlands;2021;5
3427;Total male and female;0 to 4 years;Stateless / unknown;Caribbean Netherlands;2022;9
3428;Total male and female;0 to 4 years;Stateless / unknown;Caribbean Netherlands;2023;9
3429;Total male and female;0 to 4 years;Stateless / unknown;Caribbean Netherlands;2024;9
3430;Total male and female;0 to 4 years;Stateless / unknown;Bonaire;2011;0
3431;Total male and female;0 to 4 years;Stateless / unknown;Bonaire;2012;0
3432;Total male and female;0 to 4 years;Stateless / unknown;Bonaire;2013;0
3433;Total male and female;0 to 4 years;Stateless / unknown;Bonaire;2014;0
3434;Total male and female;0 to 4 years;Stateless / unknown;Bonaire;2015;0
3435;Total male and female;0 to 4 years;Stateless / unknown;Bonaire;2016;0
3436;Total male and female;0 to 4 years;Stateless / unknown;Bonaire;2017;0
3437;Total male and female;0 to 4 years;Stateless / unknown;Bonaire;2018;0
3438;Total male and female;0 to 4 years;Stateless / unknown;Bonaire;2019;1
3439;Total male and female;0 to 4 years;Stateless / unknown;Bonaire;2020;0
3440;Total male and female;0 to 4 years;Stateless / unknown;Bonaire;2021;1
3441;Total male and female;0 to 4 years;Stateless / unknown;Bonaire;2022;1
3442;Total male and female;0 to 4 years;Stateless / unknown;Bonaire;2023;0
3443;Total male and female;0 to 4 years;Stateless / unknown;Bonaire;2024;0
3444;Total male and female;0 to 4 years;Stateless / unknown;St. Eustatius;2011;0
3445;Total male and female;0 to 4 years;Stateless / unknown;St. Eustatius;2012;0
3446;Total male and female;0 to 4 years;Stateless / unknown;St. Eustatius;2013;0
3447;Total male and female;0 to 4 years;Stateless / unknown;St. Eustatius;2014;0
3448;Total male and female;0 to 4 years;Stateless / unknown;St. Eustatius;2015;0
3449;Total male and female;0 to 4 years;Stateless / unknown;St. Eustatius;2016;0
3450;Total male and female;0 to 4 years;Stateless / unknown;St. Eustatius;2017;0
3451;Total male and female;0 to 4 years;Stateless / unknown;St. Eustatius;2018;0
3452;Total male and female;0 to 4 years;Stateless / unknown;St. Eustatius;2019;0
3453;Total male and female;0 to 4 years;Stateless / unknown;St. Eustatius;2020;0
3454;Total male and female;0 to 4 years;Stateless / unknown;St. Eustatius;2021;0
3455;Total male and female;0 to 4 years;Stateless / unknown;St. Eustatius;2022;0
3456;Total male and female;0 to 4 years;Stateless / unknown;St. Eustatius;2023;0
3457;Total male and female;0 to 4 years;Stateless / unknown;St. Eustatius;2024;1
3458;Total male and female;0 to 4 years;Stateless / unknown;Saba;2011;0
3459;Total male and female;0 to 4 years;Stateless / unknown;Saba;2012;0
3460;Total male and female;0 to 4 years;Stateless / unknown;Saba;2013;0
3461;Total male and female;0 to 4 years;Stateless / unknown;Saba;2014;0
3462;Total male and female;0 to 4 years;Stateless / unknown;Saba;2015;1
