ID;RegioS;Migratieachtergrond;AantalPersonenMet52WekenInkomen_1;GemiddeldBesteedbaarInkomen_2
1947;Binnenmaas;Met migratieachtergrond;0.8;17.8
1948;Binnenmaas;Westerse migratieachtergrond;0.6;18.8
1949;Binnenmaas;Niet-westerse migratieachtergrond;0.2;14.6
1950;Korendijk;Totaal;6.8;18.0
1951;Korendijk;Nederlandse achtergrond;6.5;18.0
1952;Korendijk;Met migratieachtergrond;0.3;17.4
1953;Korendijk;Westerse migratieachtergrond;0.2;18.0
1954;Korendijk;Niet-westerse migratieachtergrond;;
1955;Oudewater;Totaal;6.4;18.6
1956;Oudewater;Nederlandse achtergrond;6.1;18.7
1957;Oudewater;Met migratieachtergrond;0.3;16.7
1958;Oudewater;Westerse migratieachtergrond;0.2;19.6
1959;Oudewater;Niet-westerse migratieachtergrond;;
1960;Papendrecht;Totaal;20.0;17.9
1961;Papendrecht;Nederlandse achtergrond;17.8;18.1
1962;Papendrecht;Met migratieachtergrond;2.2;16.8
1963;Papendrecht;Westerse migratieachtergrond;1.5;17.9
1964;Papendrecht;Niet-westerse migratieachtergrond;0.7;14.4
1965;Reeuwijk;Totaal;8.2;20.2
1966;Reeuwijk;Nederlandse achtergrond;7.8;20.2
1967;Reeuwijk;Met migratieachtergrond;0.4;21.1
1968;Reeuwijk;Westerse migratieachtergrond;0.3;22.9
1969;Reeuwijk;Niet-westerse migratieachtergrond;;
1970;Ridderkerk;Totaal;31.4;17.1
1971;Ridderkerk;Nederlandse achtergrond;27.9;17.2
1972;Ridderkerk;Met migratieachtergrond;3.6;16.2
1973;Ridderkerk;Westerse migratieachtergrond;2.4;17.4
1974;Ridderkerk;Niet-westerse migratieachtergrond;1.2;14.0
1975;Rotterdam;Totaal;392.7;16.0
1976;Rotterdam;Nederlandse achtergrond;259.0;16.8
1977;Rotterdam;Met migratieachtergrond;133.7;14.5
1978;Rotterdam;Westerse migratieachtergrond;38.1;16.8
1979;Rotterdam;Niet-westerse migratieachtergrond;95.6;13.5
1980;Rozenburg;Totaal;8.9;17.5
1981;Rozenburg;Nederlandse achtergrond;7.5;17.7
1982;Rozenburg;Met migratieachtergrond;1.3;16.6
1983;Rozenburg;Westerse migratieachtergrond;0.9;17.7
1984;Rozenburg;Niet-westerse migratieachtergrond;0.5;14.4
1985;Rijnsburg;Totaal;9.2;18.0
1986;Rijnsburg;Nederlandse achtergrond;8.6;18.1
1987;Rijnsburg;Met migratieachtergrond;0.6;16.0
1988;Rijnsburg;Westerse migratieachtergrond;0.4;16.3
1989;Rijnsburg;Niet-westerse migratieachtergrond;;
1990;Rijswijk;Totaal;35.4;18.4
1991;Rijswijk;Nederlandse achtergrond;28.2;18.3
1992;Rijswijk;Met migratieachtergrond;7.2;18.6
1993;Rijswijk;Westerse migratieachtergrond;5.0;19.7
1994;Rijswijk;Niet-westerse migratieachtergrond;2.3;16.2
1995;Sassenheim;Totaal;10.0;19.0
1996;Sassenheim;Nederlandse achtergrond;9.0;19.1
1997;Sassenheim;Met migratieachtergrond;1.0;18.3
1998;Sassenheim;Westerse migratieachtergrond;0.7;19.1
1999;Sassenheim;Niet-westerse migratieachtergrond;0.3;16.7
2000;Schiedam;Totaal;50.3;16.4
2001;Schiedam;Nederlandse achtergrond;39.2;16.9
2002;Schiedam;Met migratieachtergrond;11.1;14.7
2003;Schiedam;Westerse migratieachtergrond;3.9;17.0
2004;Schiedam;Niet-westerse migratieachtergrond;7.2;13.4
2005;Schipluiden;Totaal;7.2;18.6
2006;Schipluiden;Nederlandse achtergrond;6.7;18.5
2007;Schipluiden;Met migratieachtergrond;0.5;19.5
2008;Schipluiden;Westerse migratieachtergrond;0.3;20.8
2009;Schipluiden;Niet-westerse migratieachtergrond;;
2010;Schoonhoven;Totaal;7.8;17.7
2011;Schoonhoven;Nederlandse achtergrond;6.9;18.0
2012;Schoonhoven;Met migratieachtergrond;0.8;16.0
2013;Schoonhoven;Westerse migratieachtergrond;0.5;17.6
2014;Schoonhoven;Niet-westerse migratieachtergrond;0.4;13.9
2015;Sliedrecht;Totaal;15.8;16.8
2016;Sliedrecht;Nederlandse achtergrond;14.6;16.9
2017;Sliedrecht;Met migratieachtergrond;1.3;14.9
2018;Sliedrecht;Westerse migratieachtergrond;0.7;16.0
2019;Sliedrecht;Niet-westerse migratieachtergrond;0.6;13.6
2020;Cromstrijen;Totaal;8.4;18.3
2021;Cromstrijen;Nederlandse achtergrond;7.9;18.3
2022;Cromstrijen;Met migratieachtergrond;0.5;19.2
2023;Cromstrijen;Westerse migratieachtergrond;0.4;19.8
2024;Cromstrijen;Niet-westerse migratieachtergrond;;
2025;Spijkenisse;Totaal;48.8;16.9
2026;Spijkenisse;Nederlandse achtergrond;40.0;17.1
2027;Spijkenisse;Met migratieachtergrond;8.9;15.8
2028;Spijkenisse;Westerse migratieachtergrond;4.7;16.4
2029;Spijkenisse;Niet-westerse migratieachtergrond;4.2;15.1
2030;Albrandswaard;Totaal;12.0;19.5
2031;Albrandswaard;Nederlandse achtergrond;10.7;19.6
2032;Albrandswaard;Met migratieachtergrond;1.2;18.6
2033;Albrandswaard;Westerse migratieachtergrond;0.9;20.0
2034;Albrandswaard;Niet-westerse migratieachtergrond;0.4;15.6
2035;Westvoorne;Totaal;9.5;20.2
2036;Westvoorne;Nederlandse achtergrond;8.8;20.2
2037;Westvoorne;Met migratieachtergrond;0.7;21.1
2038;Westvoorne;Westerse migratieachtergrond;0.6;22.3
2039;Westvoorne;Niet-westerse migratieachtergrond;;
2040;Strijen;Totaal;6.0;18.0
2041;Strijen;Nederlandse achtergrond;5.7;18.0
2042;Strijen;Met migratieachtergrond;0.3;17.4
2043;Strijen;Westerse migratieachtergrond;0.3;18.5
2044;Strijen;Niet-westerse migratieachtergrond;;
2045;Valkenburg;Totaal;2.4;17.6
2046;Valkenburg;Nederlandse achtergrond;2.2;17.7
2047;Valkenburg;Met migratieachtergrond;;
2048;Valkenburg;Westerse migratieachtergrond;;
2049;Valkenburg;Niet-westerse migratieachtergrond;;
2050;Vianen;Totaal;12.8;17.9
2051;Vianen;Nederlandse achtergrond;11.3;18.0
2052;Vianen;Met migratieachtergrond;1.5;17.0
2053;Vianen;Westerse migratieachtergrond;0.8;17.9
2054;Vianen;Niet-westerse migratieachtergrond;0.7;16.0
2055;Vlaardingen;Totaal;50.6;16.7
2056;Vlaardingen;Nederlandse achtergrond;42.0;17.1
2057;Vlaardingen;Met migratieachtergrond;8.6;14.9
2058;Vlaardingen;Westerse migratieachtergrond;3.8;16.8
2059;Vlaardingen;Niet-westerse migratieachtergrond;4.8;13.5
2060;Vlist;Totaal;6.3;17.9
2061;Vlist;Nederlandse achtergrond;6.0;17.7
2062;Vlist;Met migratieachtergrond;0.3;20.4
2063;Vlist;Westerse migratieachtergrond;0.2;21.4
2064;Vlist;Niet-westerse migratieachtergrond;;
2065;Voorhout;Totaal;8.9;19.7
2066;Voorhout;Nederlandse achtergrond;8.2;19.6
2067;Voorhout;Met migratieachtergrond;0.7;20.1
2068;Voorhout;Westerse migratieachtergrond;0.6;22.2
2069;Voorhout;Niet-westerse migratieachtergrond;;
2070;Voorschoten;Totaal;14.9;21.4
2071;Voorschoten;Nederlandse achtergrond;12.5;21.3
2072;Voorschoten;Met migratieachtergrond;2.4;22.0
2073;Voorschoten;Westerse migratieachtergrond;1.8;23.7
2074;Voorschoten;Niet-westerse migratieachtergrond;0.6;17.1
2075;Waddinxveen;Totaal;17.5;18.1
2076;Waddinxveen;Nederlandse achtergrond;15.5;18.3
2077;Waddinxveen;Met migratieachtergrond;2.0;16.3
2078;Waddinxveen;Westerse migratieachtergrond;1.2;17.8
2079;Waddinxveen;Niet-westerse migratieachtergrond;0.8;14.2
2080;Warmond;Totaal;3.4;19.9
2081;Warmond;Nederlandse achtergrond;3.1;19.9
2082;Warmond;Met migratieachtergrond;0.3;20.1
2083;Warmond;Westerse migratieachtergrond;0.3;20.8
2084;Warmond;Niet-westerse migratieachtergrond;;
2085;Wassenaar;Totaal;15.8;27.2
2086;Wassenaar;Nederlandse achtergrond;12.6;23.8
2087;Wassenaar;Met migratieachtergrond;3.1;41.3
2088;Wassenaar;Westerse migratieachtergrond;2.6;42.8
2089;Wassenaar;Niet-westerse migratieachtergrond;0.6;34.4
2090;Wateringen;Totaal;10.6;17.4
2091;Wateringen;Nederlandse achtergrond;9.7;17.6
2092;Wateringen;Met migratieachtergrond;0.9;15.0
2093;Wateringen;Westerse migratieachtergrond;0.5;15.4
2094;Wateringen;Niet-westerse migratieachtergrond;0.4;14.5
2095;Woerden;Totaal;31.1;18.9
2096;Woerden;Nederlandse achtergrond;27.8;19.2
2097;Woerden;Met migratieachtergrond;3.3;17.1
2098;Woerden;Westerse migratieachtergrond;2.1;18.5
2099;Woerden;Niet-westerse migratieachtergrond;1.2;14.6
2100;Zoetermeer;Totaal;73.4;18.1
2101;Zoetermeer;Nederlandse achtergrond;56.9;18.3
2102;Zoetermeer;Met migratieachtergrond;16.4;17.2
2103;Zoetermeer;Westerse migratieachtergrond;8.9;18.5
2104;Zoetermeer;Niet-westerse migratieachtergrond;7.5;15.7
2105;Zoeterwoude;Totaal;5.7;18.3
2106;Zoeterwoude;Nederlandse achtergrond;5.2;18.2
2107;Zoeterwoude;Met migratieachtergrond;0.5;19.1
2108;Zoeterwoude;Westerse migratieachtergrond;0.3;21.5
2109;Zoeterwoude;Niet-westerse migratieachtergrond;;
2110;Zwijndrecht;Totaal;27.5;17.4
2111;Zwijndrecht;Nederlandse achtergrond;23.7;17.7
2112;Zwijndrecht;Met migratieachtergrond;3.8;15.9
2113;Zwijndrecht;Westerse migratieachtergrond;2.2;17.2
2114;Zwijndrecht;Niet-westerse migratieachtergrond;1.7;14.1
2115;Nederlek;Totaal;9.6;17.7
2116;Nederlek;Nederlandse achtergrond;9.0;17.6
2117;Nederlek;Met migratieachtergrond;0.6;18.9
2118;Nederlek;Westerse migratieachtergrond;0.5;19.1
2119;Nederlek;Niet-westerse migratieachtergrond;;
2120;Ouderkerk;Totaal;5.1;18.3
2121;Ouderkerk;Nederlandse achtergrond;4.8;18.2
2122;Ouderkerk;Met migratieachtergrond;0.2;20.9
2123;Ouderkerk;Westerse migratieachtergrond;0.2;22.4
2124;Ouderkerk;Niet-westerse migratieachtergrond;;
2125;Jacobswoude;Totaal;7.0;18.7
2126;Jacobswoude;Nederlandse achtergrond;6.6;18.7
2127;Jacobswoude;Met migratieachtergrond;0.4;19.3
2128;Jacobswoude;Westerse migratieachtergrond;0.3;19.7
2129;Jacobswoude;Niet-westerse migratieachtergrond;;
2130;Axel;Totaal;8.0;16.4
2131;Axel;Nederlandse achtergrond;6.5;16.7
2132;Axel;Met migratieachtergrond;1.5;15.0
2133;Axel;Westerse migratieachtergrond;1.4;15.2
2134;Axel;Niet-westerse migratieachtergrond;;
2135;Gaasterlân-Sleat;Totaal;6.5;15.6
2136;Gaasterlân-Sleat;Nederlandse achtergrond;6.2;15.6
2137;Gaasterlân-Sleat;Met migratieachtergrond;0.2;15.5
2138;Gaasterlân-Sleat;Westerse migratieachtergrond;0.2;16.0
2139;Gaasterlân-Sleat;Niet-westerse migratieachtergrond;;
2140;Borsele;Totaal;14.3;16.5
2141;Borsele;Nederlandse achtergrond;13.4;16.5
2142;Borsele;Met migratieachtergrond;0.8;16.1
2143;Borsele;Westerse migratieachtergrond;0.7;16.5
2144;Borsele;Niet-westerse migratieachtergrond;;
2145;Goes;Totaal;24.7;16.4
2146;Goes;Nederlandse achtergrond;22.1;16.6
2147;Goes;Met migratieachtergrond;2.6;15.2
2148;Goes;Westerse migratieachtergrond;1.7;16.6
2149;Goes;Niet-westerse migratieachtergrond;0.8;12.3
2150;West Maas en Waal;Totaal;12.1;16.7
2151;West Maas en Waal;Nederlandse achtergrond;11.5;16.7
2152;West Maas en Waal;Met migratieachtergrond;0.6;17.0
2153;West Maas en Waal;Westerse migratieachtergrond;0.5;17.7
2154;West Maas en Waal;Niet-westerse migratieachtergrond;;
2155;Hontenisse;Totaal;5.4;16.5
2156;Hontenisse;Nederlandse achtergrond;4.8;16.6
2157;Hontenisse;Met migratieachtergrond;0.6;15.5
2158;Hontenisse;Westerse migratieachtergrond;0.6;15.7
2159;Hontenisse;Niet-westerse migratieachtergrond;;
2160;Hulst;Totaal;12.6;16.5
2161;Hulst;Nederlandse achtergrond;9.8;16.8
2162;Hulst;Met migratieachtergrond;2.8;15.3
2163;Hulst;Westerse migratieachtergrond;2.7;15.4
2164;Hulst;Niet-westerse migratieachtergrond;;
2165;Kapelle;Totaal;7.4;17.1
2166;Kapelle;Nederlandse achtergrond;7.0;17.1
2167;Kapelle;Met migratieachtergrond;0.4;17.5
2168;Kapelle;Westerse migratieachtergrond;0.3;18.2
2169;Kapelle;Niet-westerse migratieachtergrond;;
2170;Wymbritseradiel;Totaal;9.9;16.6
2171;Wymbritseradiel;Nederlandse achtergrond;9.6;16.6
2172;Wymbritseradiel;Met migratieachtergrond;0.3;16.1
2173;Wymbritseradiel;Westerse migratieachtergrond;0.3;16.2
2174;Wymbritseradiel;Niet-westerse migratieachtergrond;;
2175;Middelburg;Totaal;30.1;16.5
2176;Middelburg;Nederlandse achtergrond;26.2;16.7
2177;Middelburg;Met migratieachtergrond;3.9;15.3
2178;Middelburg;Westerse migratieachtergrond;2.7;16.2
2179;Middelburg;Niet-westerse migratieachtergrond;1.2;13.4
2180;Giessenlanden;Totaal;9.0;18.4
2181;Giessenlanden;Nederlandse achtergrond;8.7;18.3
2182;Giessenlanden;Met migratieachtergrond;0.3;19.3
2183;Giessenlanden;Westerse migratieachtergrond;0.3;19.9
2184;Giessenlanden;Niet-westerse migratieachtergrond;;
2185;Oostburg;Totaal;12.2;16.4
2186;Oostburg;Nederlandse achtergrond;10.6;16.5
2187;Oostburg;Met migratieachtergrond;1.6;15.5
2188;Oostburg;Westerse migratieachtergrond;1.5;15.6
2189;Oostburg;Niet-westerse migratieachtergrond;;
2190;Graafstroom;Totaal;5.7;18.5
2191;Graafstroom;Nederlandse achtergrond;5.6;18.5
2192;Graafstroom;Met migratieachtergrond;;
2193;Graafstroom;Westerse migratieachtergrond;;
2194;Graafstroom;Niet-westerse migratieachtergrond;;
2195;Liesveld;Totaal;5.8;17.6
2196;Liesveld;Nederlandse achtergrond;5.5;17.6
2197;Liesveld;Met migratieachtergrond;0.3;17.7
2198;Liesveld;Westerse migratieachtergrond;0.2;18.6
2199;Liesveld;Niet-westerse migratieachtergrond;;
2200;Reimerswaal;Totaal;12.6;16.3
2201;Reimerswaal;Nederlandse achtergrond;11.7;16.4
2202;Reimerswaal;Met migratieachtergrond;0.9;15.3
2203;Reimerswaal;Westerse migratieachtergrond;0.6;16.5
2204;Reimerswaal;Niet-westerse migratieachtergrond;0.3;12.9
2205;Sas van Gent;Totaal;5.6;16.4
2206;Sas van Gent;Nederlandse achtergrond;4.2;16.7
2207;Sas van Gent;Met migratieachtergrond;1.4;15.4
2208;Sas van Gent;Westerse migratieachtergrond;1.3;15.6
2209;Sas van Gent;Niet-westerse migratieachtergrond;;
2210;Zederik;Totaal;8.4;17.3
2211;Zederik;Nederlandse achtergrond;8.1;17.3
2212;Zederik;Met migratieachtergrond;0.3;18.1
2213;Zederik;Westerse migratieachtergrond;0.2;19.3
2214;Zederik;Niet-westerse migratieachtergrond;;
2215;Wûnseradiel;Totaal;7.4;15.8
2216;Wûnseradiel;Nederlandse achtergrond;7.1;15.9
2217;Wûnseradiel;Met migratieachtergrond;0.3;14.1
2218;Wûnseradiel;Westerse migratieachtergrond;0.3;14.2
2219;Wûnseradiel;Niet-westerse migratieachtergrond;;
2220;Terneuzen;Totaal;22.7;16.9
2221;Terneuzen;Nederlandse achtergrond;18.9;17.2
2222;Terneuzen;Met migratieachtergrond;3.8;15.5
2223;Terneuzen;Westerse migratieachtergrond;2.7;16.5
2224;Terneuzen;Niet-westerse migratieachtergrond;1.1;13.2
2225;Tholen;Totaal;14.5;16.1
2226;Tholen;Nederlandse achtergrond;13.9;16.2
2227;Tholen;Met migratieachtergrond;0.6;15.4
2228;Tholen;Westerse migratieachtergrond;0.4;15.8
2229;Tholen;Niet-westerse migratieachtergrond;;
2230;Veere;Totaal;13.9;17.1
2231;Veere;Nederlandse achtergrond;13.1;17.2
2232;Veere;Met migratieachtergrond;0.8;15.5
2233;Veere;Westerse migratieachtergrond;0.7;15.3
2234;Veere;Niet-westerse migratieachtergrond;;
2235;Vlissingen;Totaal;30.4;16.0
2236;Vlissingen;Nederlandse achtergrond;25.3;16.3
2237;Vlissingen;Met migratieachtergrond;5.1;14.7
2238;Vlissingen;Westerse migratieachtergrond;3.4;15.5
2239;Vlissingen;Niet-westerse migratieachtergrond;1.6;12.9
2240;Lingewaal;Totaal;6.7;17.6
2241;Lingewaal;Nederlandse achtergrond;6.3;17.6
2242;Lingewaal;Met migratieachtergrond;0.4;17.8
2243;Lingewaal;Westerse migratieachtergrond;0.3;19.5
2244;Lingewaal;Niet-westerse migratieachtergrond;;
2245;De Ronde Venen;Totaal;22.3;19.9
2246;De Ronde Venen;Nederlandse achtergrond;20.1;19.9
2247;De Ronde Venen;Met migratieachtergrond;2.2;19.9
2248;De Ronde Venen;Westerse migratieachtergrond;1.5;21.2
2249;De Ronde Venen;Niet-westerse migratieachtergrond;0.7;16.8
2250;Tytsjerksteradiel;Totaal;20.2;16.3
2251;Tytsjerksteradiel;Nederlandse achtergrond;19.5;16.3
2252;Tytsjerksteradiel;Met migratieachtergrond;0.7;16.9
2253;Tytsjerksteradiel;Westerse migratieachtergrond;0.6;17.7
2254;Tytsjerksteradiel;Niet-westerse migratieachtergrond;;
2255;Aalburg;Totaal;7.1;16.9
2256;Aalburg;Nederlandse achtergrond;6.9;16.9
2257;Aalburg;Met migratieachtergrond;;
2258;Aalburg;Westerse migratieachtergrond;;
2259;Aalburg;Niet-westerse migratieachtergrond;;
2260;Asten;Totaal;10.5;17.1
2261;Asten;Nederlandse achtergrond;9.9;17.1
2262;Asten;Met migratieachtergrond;0.6;17.3
2263;Asten;Westerse migratieachtergrond;0.4;18.6
2264;Asten;Niet-westerse migratieachtergrond;;
2265;Baarle-Nassau;Totaal;4.4;16.6
2266;Baarle-Nassau;Nederlandse achtergrond;3.4;16.7
2267;Baarle-Nassau;Met migratieachtergrond;1.1;16.2
2268;Baarle-Nassau;Westerse migratieachtergrond;1.0;16.5
2269;Baarle-Nassau;Niet-westerse migratieachtergrond;;
2270;Bergen op Zoom;Totaal;43.7;16.5
2271;Bergen op Zoom;Nederlandse achtergrond;36.8;16.7
2272;Bergen op Zoom;Met migratieachtergrond;6.9;15.2
2273;Bergen op Zoom;Westerse migratieachtergrond;3.8;16.6
2274;Bergen op Zoom;Niet-westerse migratieachtergrond;3.1;13.5
2275;Best;Totaal;17.9;18.0
2276;Best;Nederlandse achtergrond;15.9;18.2
2277;Best;Met migratieachtergrond;2.0;16.6
2278;Best;Westerse migratieachtergrond;1.4;17.6
2279;Best;Niet-westerse migratieachtergrond;0.6;14.2
2280;Boekel;Totaal;6.1;15.8
2281;Boekel;Nederlandse achtergrond;5.9;15.9
2282;Boekel;Met migratieachtergrond;0.2;14.8
2283;Boekel;Westerse migratieachtergrond;;
2284;Boekel;Niet-westerse migratieachtergrond;;
2285;Boxmeer;Totaal;19.5;16.7
2286;Boxmeer;Nederlandse achtergrond;17.8;16.8
2287;Boxmeer;Met migratieachtergrond;1.7;15.9
2288;Boxmeer;Westerse migratieachtergrond;1.4;16.7
2289;Boxmeer;Niet-westerse migratieachtergrond;0.4;13.0
2290;Boxtel;Totaal;19.8;16.8
2291;Boxtel;Nederlandse achtergrond;17.7;16.9
2292;Boxtel;Met migratieachtergrond;2.1;15.3
2293;Boxtel;Westerse migratieachtergrond;1.2;16.8
2294;Boxtel;Niet-westerse migratieachtergrond;0.9;13.2
2295;Breda;Totaal;110.1;17.3
2296;Breda;Nederlandse achtergrond;92.0;17.6
2297;Breda;Met migratieachtergrond;18.1;15.7
2298;Breda;Westerse migratieachtergrond;11.1;17.2
2299;Breda;Niet-westerse migratieachtergrond;7.0;13.4
2300;Deurne;Totaal;21.0;16.8
2301;Deurne;Nederlandse achtergrond;19.8;16.8
2302;Deurne;Met migratieachtergrond;1.2;17.0
2303;Deurne;Westerse migratieachtergrond;0.9;17.8
2304;Deurne;Niet-westerse migratieachtergrond;0.3;14.5
2305;Pekela;Totaal;8.9;14.1
2306;Pekela;Nederlandse achtergrond;8.3;14.1
2307;Pekela;Met migratieachtergrond;0.6;14.4
2308;Pekela;Westerse migratieachtergrond;0.5;14.6
2309;Pekela;Niet-westerse migratieachtergrond;;
2310;Dongen;Totaal;16.7;16.5
2311;Dongen;Nederlandse achtergrond;15.3;16.5
2312;Dongen;Met migratieachtergrond;1.4;16.3
2313;Dongen;Westerse migratieachtergrond;1.0;17.0
2314;Dongen;Niet-westerse migratieachtergrond;0.5;14.8
2315;Eersel;Totaal;11.9;17.8
2316;Eersel;Nederlandse achtergrond;11.2;17.7
2317;Eersel;Met migratieachtergrond;0.7;18.9
2318;Eersel;Westerse migratieachtergrond;0.6;19.8
2319;Eersel;Niet-westerse migratieachtergrond;;
2320;Eindhoven;Totaal;140.9;16.6
2321;Eindhoven;Nederlandse achtergrond;111.3;16.8
2322;Eindhoven;Met migratieachtergrond;29.6;15.9
2323;Eindhoven;Westerse migratieachtergrond;15.9;17.2
2324;Eindhoven;Niet-westerse migratieachtergrond;13.7;14.3
2325;Etten-Leur;Totaal;25.7;16.8
2326;Etten-Leur;Nederlandse achtergrond;22.3;16.9
2327;Etten-Leur;Met migratieachtergrond;3.4;15.9
2328;Etten-Leur;Westerse migratieachtergrond;2.2;17.3
2329;Etten-Leur;Niet-westerse migratieachtergrond;1.2;13.6
2330;Geertruidenberg;Totaal;14.2;16.6
2331;Geertruidenberg;Nederlandse achtergrond;13.2;16.6
2332;Geertruidenberg;Met migratieachtergrond;1.1;16.8
2333;Geertruidenberg;Westerse migratieachtergrond;0.8;17.2
2334;Geertruidenberg;Niet-westerse migratieachtergrond;0.2;15.6
2335;Geldrop;Totaal;18.9;17.6
2336;Geldrop;Nederlandse achtergrond;16.4;17.6
2337;Geldrop;Met migratieachtergrond;2.4;17.1
2338;Geldrop;Westerse migratieachtergrond;1.7;18.0
2339;Geldrop;Niet-westerse migratieachtergrond;0.8;15.3
2340;Gilze en Rijen;Totaal;16.3;16.5
2341;Gilze en Rijen;Nederlandse achtergrond;14.6;16.7
2342;Gilze en Rijen;Met migratieachtergrond;1.7;14.7
2343;Gilze en Rijen;Westerse migratieachtergrond;1.2;15.8
2344;Gilze en Rijen;Niet-westerse migratieachtergrond;0.6;12.5
2345;Goirle;Totaal;15.3;17.5
2346;Goirle;Nederlandse achtergrond;13.8;17.6
2347;Goirle;Met migratieachtergrond;1.5;16.6
2348;Goirle;Westerse migratieachtergrond;1.2;17.0
2349;Goirle;Niet-westerse migratieachtergrond;0.3;14.9
2350;Grave;Totaal;8.4;15.9
2351;Grave;Nederlandse achtergrond;7.6;15.9
2352;Grave;Met migratieachtergrond;0.8;16.0
2353;Grave;Westerse migratieachtergrond;0.7;16.5
2354;Grave;Niet-westerse migratieachtergrond;;
2355;Haaren;Totaal;9.3;17.5
2356;Haaren;Nederlandse achtergrond;8.9;17.4
2357;Haaren;Met migratieachtergrond;0.4;19.9
2358;Haaren;Westerse migratieachtergrond;0.4;20.9
2359;Haaren;Niet-westerse migratieachtergrond;;
2360;Helmond;Totaal;55.2;15.9
2361;Helmond;Nederlandse achtergrond;45.8;16.2
2362;Helmond;Met migratieachtergrond;9.5;14.5
2363;Helmond;Westerse migratieachtergrond;5.5;15.4
2364;Helmond;Niet-westerse migratieachtergrond;4.0;13.3
2365;'s-Hertogenbosch;Totaal;90.1;17.1
2366;'s-Hertogenbosch;Nederlandse achtergrond;76.5;17.5
2367;'s-Hertogenbosch;Met migratieachtergrond;13.7;15.3
2368;'s-Hertogenbosch;Westerse migratieachtergrond;7.7;17.2
2369;'s-Hertogenbosch;Niet-westerse migratieachtergrond;6.0;12.9
2370;Heusden;Totaal;27.9;17.1
2371;Heusden;Nederlandse achtergrond;25.2;17.2
2372;Heusden;Met migratieachtergrond;2.7;15.3
2373;Heusden;Westerse migratieachtergrond;1.5;17.0
2374;Heusden;Niet-westerse migratieachtergrond;1.2;13.2
2375;Hilvarenbeek;Totaal;9.8;17.4
2376;Hilvarenbeek;Nederlandse achtergrond;9.3;17.4
2377;Hilvarenbeek;Met migratieachtergrond;0.5;17.4
2378;Hilvarenbeek;Westerse migratieachtergrond;0.5;17.5
2379;Hilvarenbeek;Niet-westerse migratieachtergrond;;
2380;Lith;Totaal;4.3;16.1
2381;Lith;Nederlandse achtergrond;4.2;16.2
2382;Lith;Met migratieachtergrond;;
2383;Lith;Westerse migratieachtergrond;;
2384;Lith;Niet-westerse migratieachtergrond;;
2385;Loon op Zand;Totaal;15.6;16.7
2386;Loon op Zand;Nederlandse achtergrond;14.6;16.6
2387;Loon op Zand;Met migratieachtergrond;1.1;17.1
2388;Loon op Zand;Westerse migratieachtergrond;0.7;17.9
2389;Loon op Zand;Niet-westerse migratieachtergrond;0.3;15.3
2390;Mierlo;Totaal;6.6;18.7
2391;Mierlo;Nederlandse achtergrond;6.1;18.8
2392;Mierlo;Met migratieachtergrond;0.5;17.6
2393;Mierlo;Westerse migratieachtergrond;0.5;18.5
2394;Mierlo;Niet-westerse migratieachtergrond;;
2395;Mill en Sint Hubert;Totaal;7.3;15.7
2396;Mill en Sint Hubert;Nederlandse achtergrond;7.0;15.7
2397;Mill en Sint Hubert;Met migratieachtergrond;0.3;16.2
2398;Mill en Sint Hubert;Westerse migratieachtergrond;0.3;15.1
2399;Mill en Sint Hubert;Niet-westerse migratieachtergrond;;
2400;Nuenen c.a.;Totaal;15.2;20.5
2401;Nuenen c.a.;Nederlandse achtergrond;13.9;20.3
2402;Nuenen c.a.;Met migratieachtergrond;1.3;22.4
2403;Nuenen c.a.;Westerse migratieachtergrond;1.1;23.1
2404;Nuenen c.a.;Niet-westerse migratieachtergrond;;
2405;Oirschot;Totaal;11.9;17.6
2406;Oirschot;Nederlandse achtergrond;11.3;17.6
2407;Oirschot;Met migratieachtergrond;0.5;17.2
2408;Oirschot;Westerse migratieachtergrond;0.5;17.6
2409;Oirschot;Niet-westerse migratieachtergrond;;
2410;Oisterwijk;Totaal;16.9;18.5
2411;Oisterwijk;Nederlandse achtergrond;15.7;18.5
2412;Oisterwijk;Met migratieachtergrond;1.2;18.1
2413;Oisterwijk;Westerse migratieachtergrond;1.0;19.6
2414;Oisterwijk;Niet-westerse migratieachtergrond;0.3;12.3
2415;Oosterhout;Totaal;35.4;17.2
2416;Oosterhout;Nederlandse achtergrond;30.7;17.3
2417;Oosterhout;Met migratieachtergrond;4.7;16.2
2418;Oosterhout;Westerse migratieachtergrond;2.9;17.7
2419;Oosterhout;Niet-westerse migratieachtergrond;1.8;14.0
2420;Oss;Totaal;44.7;16.5
2421;Oss;Nederlandse achtergrond;38.1;16.8
2422;Oss;Met migratieachtergrond;6.6;14.9
2423;Oss;Westerse migratieachtergrond;3.6;16.4
2424;Oss;Niet-westerse migratieachtergrond;2.9;13.1
2425;Ravenstein;Totaal;5.5;16.9
2426;Ravenstein;Nederlandse achtergrond;5.1;17.0
2427;Ravenstein;Met migratieachtergrond;0.4;15.2
2428;Ravenstein;Westerse migratieachtergrond;0.3;15.5
2429;Ravenstein;Niet-westerse migratieachtergrond;;
2430;Rucphen;Totaal;15.4;16.0
2431;Rucphen;Nederlandse achtergrond;14.6;16.0
2432;Rucphen;Met migratieachtergrond;0.8;15.3
2433;Rucphen;Westerse migratieachtergrond;0.7;16.0
