ID;VormenVanJeugdzorg;Wijken;Perioden;TotaalJongerenMetJeugdzorgInNatura_1;k_0Tot4Jaar_2;k_4Tot12Jaar_3;k_12Tot18Jaar_4;k_18Tot23Jaar_5;ThuiswonendKindInEenouderhuishouden_6;ThuiswonendKindBijEenPaar_7;AnderHuishouden_8;TotaalTrajectenInNatura_9;StabilisatieVanEenCrisissituatie_10;Diagnostiek_11;Begeleiden_12;Behandelen_13;GemeentelijkeToegang_14;Huisarts_15;Jeugdarts_16;GecertificeerdeInstelling_17;MedischSpecialist_18;RechterOfficierVanJustitie_19;GeenVerwijzer_20;VerwijzerOnbekend_21;Gemeentenaam_22;SoortRegio_23;Codering_24;IndelingswijzigingWijken_25
118;Totaal alle jeugdzorg in natura;Wijk 04 Dinxperlo;2e halfjaar 2018;140.0;10.0;70.0;55.0;;35.0;95.0;;190.0;;;;;130.0;40.0;;;;;;;Aalten                                  ;Wijk     ;WK019704  ;1.0
119;Totaal alle jeugdzorg in natura;Wijk 04 Dinxperlo;2018;150.0;10.0;75.0;60.0;;40.0;105.0;;215.0;;;;;145.0;45.0;;;;;;;Aalten                                  ;Wijk     ;WK019704  ;1.0
120;Totaal alle jeugdzorg in natura;Achtkarspelen;1e halfjaar 2018;635.0;35.0;315.0;270.0;15.0;155.0;415.0;65.0;860.0;;;;;210.0;310.0;10.0;110.0;30.0;;15.0;60.0;Achtkarspelen                           ;Gemeente ;GM0059    ;
121;Totaal alle jeugdzorg in natura;Achtkarspelen;2e halfjaar 2018;630.0;35.0;320.0;260.0;15.0;160.0;410.0;60.0;830.0;;;;;210.0;300.0;15.0;105.0;35.0;;15.0;60.0;Achtkarspelen                           ;Gemeente ;GM0059    ;
122;Totaal alle jeugdzorg in natura;Achtkarspelen;2018;715.0;40.0;360.0;295.0;15.0;180.0;470.0;65.0;1010.0;;;;;250.0;365.0;15.0;130.0;40.0;;15.0;65.0;Achtkarspelen                           ;Gemeente ;GM0059    ;
123;Totaal alle jeugdzorg in natura;Wijk 00 Noord;1e halfjaar 2018;235.0;15.0;115.0;100.0;;60.0;155.0;20.0;320.0;;;;;50.0;155.0;;30.0;;;;20.0;Achtkarspelen                           ;Wijk     ;WK005900  ;1.0
124;Totaal alle jeugdzorg in natura;Wijk 00 Noord;2e halfjaar 2018;230.0;15.0;115.0;100.0;;55.0;155.0;20.0;305.0;;;;;50.0;140.0;;35.0;10.0;;;20.0;Achtkarspelen                           ;Wijk     ;WK005900  ;1.0
125;Totaal alle jeugdzorg in natura;Wijk 00 Noord;2018;265.0;20.0;130.0;115.0;;65.0;180.0;20.0;375.0;;;;;65.0;175.0;;35.0;10.0;;;25.0;Achtkarspelen                           ;Wijk     ;WK005900  ;1.0
126;Totaal alle jeugdzorg in natura;Wijk 01 Centrum;1e halfjaar 2018;70.0;;40.0;25.0;;15.0;45.0;10.0;105.0;;;;;20.0;40.0;;15.0;;;;10.0;Achtkarspelen                           ;Wijk     ;WK005901  ;1.0
127;Totaal alle jeugdzorg in natura;Wijk 01 Centrum;2e halfjaar 2018;80.0;;40.0;30.0;;15.0;55.0;10.0;105.0;;;;;15.0;50.0;;15.0;;;;10.0;Achtkarspelen                           ;Wijk     ;WK005901  ;1.0
128;Totaal alle jeugdzorg in natura;Wijk 01 Centrum;2018;85.0;;45.0;35.0;;15.0;55.0;15.0;120.0;;;;;20.0;55.0;;15.0;;;;10.0;Achtkarspelen                           ;Wijk     ;WK005901  ;1.0
129;Totaal alle jeugdzorg in natura;Wijk 02 Zuid;1e halfjaar 2018;220.0;10.0;100.0;105.0;;45.0;155.0;20.0;295.0;;;;;45.0;105.0;;45.0;15.0;;;30.0;Achtkarspelen                           ;Wijk     ;WK005902  ;1.0
130;Totaal alle jeugdzorg in natura;Wijk 02 Zuid;2e halfjaar 2018;220.0;15.0;105.0;95.0;;50.0;150.0;20.0;300.0;;;;;55.0;100.0;10.0;40.0;20.0;;;30.0;Achtkarspelen                           ;Wijk     ;WK005902  ;1.0
131;Totaal alle jeugdzorg in natura;Wijk 02 Zuid;2018;255.0;15.0;125.0;110.0;;60.0;175.0;20.0;360.0;;;;;60.0;125.0;10.0;55.0;25.0;;;30.0;Achtkarspelen                           ;Wijk     ;WK005902  ;1.0
132;Totaal alle jeugdzorg in natura;Alblasserdam;1e halfjaar 2018;515.0;30.0;270.0;210.0;;110.0;365.0;35.0;790.0;;;;;160.0;205.0;;35.0;25.0;;290.0;15.0;Alblasserdam                            ;Gemeente ;GM0482    ;
133;Totaal alle jeugdzorg in natura;Alblasserdam;2e halfjaar 2018;520.0;45.0;280.0;190.0;;120.0;365.0;35.0;785.0;;;;;175.0;220.0;;35.0;30.0;;260.0;15.0;Alblasserdam                            ;Gemeente ;GM0482    ;
134;Totaal alle jeugdzorg in natura;Alblasserdam;2018;600.0;50.0;315.0;230.0;10.0;135.0;425.0;40.0;980.0;;;;;200.0;265.0;;40.0;35.0;;350.0;15.0;Alblasserdam                            ;Gemeente ;GM0482    ;
135;Totaal alle jeugdzorg in natura;Wijk 01 Centrum;1e halfjaar 2018;95.0;;50.0;35.0;;20.0;70.0;;145.0;;;;;20.0;40.0;;;10.0;;55.0;;Alblasserdam                            ;Wijk     ;WK048201  ;1.0
136;Totaal alle jeugdzorg in natura;Wijk 01 Centrum;2e halfjaar 2018;95.0;10.0;50.0;35.0;;20.0;65.0;;145.0;;;;;20.0;40.0;;;10.0;;55.0;;Alblasserdam                            ;Wijk     ;WK048201  ;1.0
137;Totaal alle jeugdzorg in natura;Wijk 01 Centrum;2018;110.0;10.0;55.0;40.0;;25.0;80.0;;185.0;;;;;25.0;50.0;;10.0;10.0;;70.0;;Alblasserdam                            ;Wijk     ;WK048201  ;1.0
138;Totaal alle jeugdzorg in natura;Wijk 02 Kinderdijk;1e halfjaar 2018;110.0;;60.0;45.0;;25.0;75.0;10.0;170.0;;;;;30.0;30.0;;15.0;;;65.0;;Alblasserdam                            ;Wijk     ;WK048202  ;1.0
139;Totaal alle jeugdzorg in natura;Wijk 02 Kinderdijk;2e halfjaar 2018;110.0;;65.0;40.0;;25.0;75.0;10.0;165.0;;;;;35.0;40.0;;15.0;;;50.0;;Alblasserdam                            ;Wijk     ;WK048202  ;1.0
140;Totaal alle jeugdzorg in natura;Wijk 02 Kinderdijk;2018;130.0;;70.0;50.0;;30.0;90.0;10.0;200.0;;;;;35.0;40.0;;15.0;;;75.0;;Alblasserdam                            ;Wijk     ;WK048202  ;1.0
141;Totaal alle jeugdzorg in natura;Wijk 03 Blokweer;1e halfjaar 2018;165.0;;85.0;70.0;;35.0;120.0;10.0;260.0;;;;;50.0;80.0;;10.0;10.0;;95.0;;Alblasserdam                            ;Wijk     ;WK048203  ;1.0
142;Totaal alle jeugdzorg in natura;Wijk 03 Blokweer;2e halfjaar 2018;170.0;10.0;95.0;65.0;;35.0;125.0;10.0;255.0;;;;;55.0;85.0;;10.0;10.0;;85.0;;Alblasserdam                            ;Wijk     ;WK048203  ;1.0
143;Totaal alle jeugdzorg in natura;Wijk 03 Blokweer;2018;200.0;10.0;105.0;80.0;;40.0;145.0;10.0;335.0;;;;;65.0;105.0;;10.0;10.0;;125.0;;Alblasserdam                            ;Wijk     ;WK048203  ;1.0
144;Totaal alle jeugdzorg in natura;Wijk 04 Souburgh;1e halfjaar 2018;100.0;10.0;50.0;40.0;;20.0;75.0;;145.0;;;;;25.0;40.0;;;;;60.0;;Alblasserdam                            ;Wijk     ;WK048204  ;1.0
145;Totaal alle jeugdzorg in natura;Wijk 04 Souburgh;2e halfjaar 2018;100.0;10.0;50.0;35.0;;20.0;70.0;;145.0;;;;;30.0;35.0;;;;;65.0;;Alblasserdam                            ;Wijk     ;WK048204  ;1.0
146;Totaal alle jeugdzorg in natura;Wijk 04 Souburgh;2018;110.0;10.0;55.0;40.0;;25.0;85.0;;170.0;;;;;35.0;45.0;;;;;75.0;;Alblasserdam                            ;Wijk     ;WK048204  ;1.0
147;Totaal alle jeugdzorg in natura;Wijk 05 Bedrijventerrein;1e halfjaar 2018;;;;;;;;;;;;;;;;;;;;;;Alblasserdam                            ;Wijk     ;WK048205  ;1.0
148;Totaal alle jeugdzorg in natura;Wijk 05 Bedrijventerrein;2e halfjaar 2018;;;;;;;;;;;;;;;;;;;;;;Alblasserdam                            ;Wijk     ;WK048205  ;1.0
149;Totaal alle jeugdzorg in natura;Wijk 05 Bedrijventerrein;2018;;;;;;;;;;;;;;;;;;;;;;Alblasserdam                            ;Wijk     ;WK048205  ;1.0
150;Totaal alle jeugdzorg in natura;Wijk 06 Landelijk gebied;1e halfjaar 2018;;;;;;;;;;;;;;;;;;;;;;Alblasserdam                            ;Wijk     ;WK048206  ;1.0
151;Totaal alle jeugdzorg in natura;Wijk 06 Landelijk gebied;2e halfjaar 2018;;;;;;;;;;;;;;;;;;;;;;Alblasserdam                            ;Wijk     ;WK048206  ;1.0
152;Totaal alle jeugdzorg in natura;Wijk 06 Landelijk gebied;2018;;;;;;;;;;;;;;;;;;;;;;Alblasserdam                            ;Wijk     ;WK048206  ;1.0
153;Totaal alle jeugdzorg in natura;Albrandswaard;1e halfjaar 2018;385.0;10.0;190.0;175.0;;75.0;285.0;20.0;460.0;;;;;85.0;230.0;;15.0;40.0;;40.0;10.0;Albrandswaard                           ;Gemeente ;GM0613    ;
154;Totaal alle jeugdzorg in natura;Albrandswaard;2e halfjaar 2018;425.0;15.0;220.0;195.0;;90.0;315.0;25.0;510.0;;;;;105.0;240.0;;25.0;45.0;;50.0;10.0;Albrandswaard                           ;Gemeente ;GM0613    ;
155;Totaal alle jeugdzorg in natura;Albrandswaard;2018;455.0;15.0;235.0;205.0;;95.0;335.0;25.0;565.0;;;;;110.0;265.0;;25.0;50.0;;50.0;15.0;Albrandswaard                           ;Gemeente ;GM0613    ;
156;Totaal alle jeugdzorg in natura;Wijk 01 Poortugaal-Noord;1e halfjaar 2018;40.0;;20.0;20.0;;10.0;30.0;;45.0;;;;;10.0;20.0;;;10.0;;;;Albrandswaard                           ;Wijk     ;WK061301  ;1.0
157;Totaal alle jeugdzorg in natura;Wijk 01 Poortugaal-Noord;2e halfjaar 2018;45.0;;25.0;20.0;;10.0;35.0;;50.0;;;;;10.0;20.0;;;10.0;;;;Albrandswaard                           ;Wijk     ;WK061301  ;1.0
158;Totaal alle jeugdzorg in natura;Wijk 01 Poortugaal-Noord;2018;45.0;;25.0;25.0;;10.0;35.0;;55.0;;;;;10.0;20.0;;;15.0;;;;Albrandswaard                           ;Wijk     ;WK061301  ;1.0
159;Totaal alle jeugdzorg in natura;Wijk 02 Rhoon-Noord;1e halfjaar 2018;20.0;;10.0;10.0;;;10.0;;25.0;;;;;;15.0;;;;;;;Albrandswaard                           ;Wijk     ;WK061302  ;1.0
160;Totaal alle jeugdzorg in natura;Wijk 02 Rhoon-Noord;2e halfjaar 2018;20.0;;10.0;10.0;;;10.0;;25.0;;;;;;15.0;;;;;;;Albrandswaard                           ;Wijk     ;WK061302  ;1.0
161;Totaal alle jeugdzorg in natura;Wijk 02 Rhoon-Noord;2018;20.0;;10.0;10.0;;;10.0;;30.0;;;;;;15.0;;;;;;;Albrandswaard                           ;Wijk     ;WK061302  ;1.0
162;Totaal alle jeugdzorg in natura;Wijk 03 Poortugaal-Zuid;1e halfjaar 2018;95.0;;45.0;50.0;;15.0;75.0;10.0;115.0;;;;;15.0;60.0;;;10.0;;10.0;;Albrandswaard                           ;Wijk     ;WK061303  ;1.0
163;Totaal alle jeugdzorg in natura;Wijk 03 Poortugaal-Zuid;2e halfjaar 2018;95.0;;45.0;50.0;;10.0;75.0;10.0;110.0;;;;;20.0;55.0;;;10.0;;10.0;;Albrandswaard                           ;Wijk     ;WK061303  ;1.0
164;Totaal alle jeugdzorg in natura;Wijk 03 Poortugaal-Zuid;2018;110.0;;50.0;55.0;;15.0;85.0;10.0;135.0;;;;;20.0;65.0;;;15.0;;10.0;;Albrandswaard                           ;Wijk     ;WK061303  ;1.0
165;Totaal alle jeugdzorg in natura;Wijk 04 Rhoon-Zuid;1e halfjaar 2018;75.0;;40.0;30.0;;20.0;50.0;;85.0;;;;;15.0;50.0;;;;;;;Albrandswaard                           ;Wijk     ;WK061304  ;1.0
166;Totaal alle jeugdzorg in natura;Wijk 04 Rhoon-Zuid;2e halfjaar 2018;80.0;;45.0;30.0;;25.0;55.0;;100.0;;;;;20.0;55.0;;;;;;;Albrandswaard                           ;Wijk     ;WK061304  ;1.0
167;Totaal alle jeugdzorg in natura;Wijk 04 Rhoon-Zuid;2018;85.0;;45.0;35.0;;25.0;55.0;;105.0;;;;;20.0;60.0;;;;;;;Albrandswaard                           ;Wijk     ;WK061304  ;1.0
168;Totaal alle jeugdzorg in natura;Wijk 05 Buitengebied Albrandswaard;1e halfjaar 2018;;;;;;;;;;;;;;;;;;;;;;Albrandswaard                           ;Wijk     ;WK061305  ;1.0
169;Totaal alle jeugdzorg in natura;Wijk 05 Buitengebied Albrandswaard;2e halfjaar 2018;;;;;;;;;;;;;;;;;;;;;;Albrandswaard                           ;Wijk     ;WK061305  ;1.0
170;Totaal alle jeugdzorg in natura;Wijk 05 Buitengebied Albrandswaard;2018;;;;;;;;;;;;;;;;;;;;;;Albrandswaard                           ;Wijk     ;WK061305  ;1.0
171;Totaal alle jeugdzorg in natura;Wijk 06 Portland;1e halfjaar 2018;145.0;;75.0;65.0;;25.0;110.0;10.0;170.0;;;;;25.0;85.0;;;20.0;;20.0;;Albrandswaard                           ;Wijk     ;WK061306  ;1.0
172;Totaal alle jeugdzorg in natura;Wijk 06 Portland;2e halfjaar 2018;165.0;;90.0;75.0;;25.0;130.0;10.0;195.0;;;;;35.0;95.0;;10.0;20.0;;25.0;;Albrandswaard                           ;Wijk     ;WK061306  ;1.0
173;Totaal alle jeugdzorg in natura;Wijk 06 Portland;2018;175.0;;95.0;75.0;;30.0;135.0;10.0;215.0;;;;;35.0;105.0;;10.0;20.0;;25.0;;Albrandswaard                           ;Wijk     ;WK061306  ;1.0
174;Totaal alle jeugdzorg in natura;Wijk 07 Rotterdam-Albrandswaard;1e halfjaar 2018;;;;;;;;;;;;;;;;;;;;;;Albrandswaard                           ;Wijk     ;WK061307  ;1.0
175;Totaal alle jeugdzorg in natura;Wijk 07 Rotterdam-Albrandswaard;2e halfjaar 2018;;;;;;;;;;;;;;;;;;;;;;Albrandswaard                           ;Wijk     ;WK061307  ;1.0
176;Totaal alle jeugdzorg in natura;Wijk 07 Rotterdam-Albrandswaard;2018;;;;;;;;;;;;;;;;;;;;;;Albrandswaard                           ;Wijk     ;WK061307  ;1.0
177;Totaal alle jeugdzorg in natura;Alkmaar;1e halfjaar 2018;1915.0;105.0;945.0;760.0;105.0;575.0;1150.0;190.0;2485.0;;;;;450.0;730.0;10.0;85.0;65.0;;670.0;180.0;Alkmaar                                 ;Gemeente ;GM0361    ;
178;Totaal alle jeugdzorg in natura;Alkmaar;2e halfjaar 2018;2170.0;155.0;1105.0;820.0;90.0;650.0;1295.0;225.0;2790.0;;;;;555.0;860.0;10.0;95.0;75.0;;700.0;190.0;Alkmaar                                 ;Gemeente ;GM0361    ;
179;Totaal alle jeugdzorg in natura;Alkmaar;2018;2345.0;160.0;1175.0;900.0;105.0;710.0;1400.0;235.0;3200.0;;;;;610.0;1000.0;10.0;115.0;85.0;;795.0;225.0;Alkmaar                                 ;Gemeente ;GM0361    ;
180;Totaal alle jeugdzorg in natura;Zuid;1e halfjaar 2018;195.0;20.0;100.0;70.0;10.0;45.0;130.0;25.0;270.0;;;;;40.0;70.0;;;;;90.0;20.0;Alkmaar                                 ;Wijk     ;WK036101  ;1.0
181;Totaal alle jeugdzorg in natura;Zuid;2e halfjaar 2018;215.0;25.0;110.0;70.0;10.0;55.0;135.0;25.0;295.0;;;;;45.0;85.0;;;;;85.0;25.0;Alkmaar                                 ;Wijk     ;WK036101  ;1.0
182;Totaal alle jeugdzorg in natura;Zuid;2018;230.0;25.0;115.0;75.0;10.0;60.0;145.0;25.0;330.0;;;;;50.0;90.0;;;;;100.0;25.0;Alkmaar                                 ;Wijk     ;WK036101  ;1.0
183;Totaal alle jeugdzorg in natura;Oudorp;1e halfjaar 2018;185.0;10.0;95.0;70.0;10.0;50.0;120.0;15.0;240.0;;;;;45.0;65.0;;15.0;;;65.0;20.0;Alkmaar                                 ;Wijk     ;WK036102  ;1.0
184;Totaal alle jeugdzorg in natura;Oudorp;2e halfjaar 2018;220.0;15.0;120.0;85.0;10.0;55.0;140.0;25.0;270.0;;;;;60.0;80.0;;15.0;10.0;;65.0;20.0;Alkmaar                                 ;Wijk     ;WK036102  ;1.0
185;Totaal alle jeugdzorg in natura;Oudorp;2018;235.0;15.0;125.0;85.0;10.0;60.0;150.0;25.0;315.0;;;;;60.0;95.0;;20.0;10.0;;80.0;25.0;Alkmaar                                 ;Wijk     ;WK036102  ;1.0
186;Totaal alle jeugdzorg in natura;Overdie;1e halfjaar 2018;105.0;10.0;50.0;35.0;10.0;55.0;35.0;15.0;135.0;;;;;20.0;20.0;;;;;40.0;15.0;Alkmaar                                 ;Wijk     ;WK036103  ;1.0
187;Totaal alle jeugdzorg in natura;Overdie;2e halfjaar 2018;140.0;20.0;75.0;40.0;;70.0;50.0;20.0;175.0;;;;;30.0;30.0;;10.0;;;45.0;20.0;Alkmaar                                 ;Wijk     ;WK036103  ;1.0
188;Totaal alle jeugdzorg in natura;Overdie;2018;150.0;20.0;75.0;45.0;10.0;75.0;55.0;20.0;195.0;;;;;30.0;35.0;;10.0;;;50.0;20.0;Alkmaar                                 ;Wijk     ;WK036103  ;1.0
189;Totaal alle jeugdzorg in natura;West;1e halfjaar 2018;145.0;;75.0;55.0;10.0;40.0;85.0;15.0;175.0;;;;;30.0;40.0;;;;;60.0;20.0;Alkmaar                                 ;Wijk     ;WK036104  ;1.0
190;Totaal alle jeugdzorg in natura;West;2e halfjaar 2018;160.0;;90.0;55.0;10.0;45.0;95.0;20.0;205.0;;;;;30.0;55.0;;;;;70.0;20.0;Alkmaar                                 ;Wijk     ;WK036104  ;1.0
191;Totaal alle jeugdzorg in natura;West;2018;175.0;;95.0;60.0;10.0;50.0;100.0;25.0;230.0;;;;;35.0;60.0;;;;;75.0;25.0;Alkmaar                                 ;Wijk     ;WK036104  ;1.0
192;Totaal alle jeugdzorg in natura;Huiswaard;1e halfjaar 2018;120.0;;55.0;55.0;;40.0;70.0;10.0;155.0;;;;;30.0;40.0;;;;;40.0;15.0;Alkmaar                                 ;Wijk     ;WK036105  ;1.0
193;Totaal alle jeugdzorg in natura;Huiswaard;2e halfjaar 2018;140.0;10.0;70.0;55.0;;45.0;80.0;15.0;190.0;;;;;35.0;55.0;;10.0;;;45.0;15.0;Alkmaar                                 ;Wijk     ;WK036105  ;1.0
194;Totaal alle jeugdzorg in natura;Huiswaard;2018;155.0;15.0;75.0;60.0;;50.0;90.0;15.0;220.0;;;;;40.0;60.0;;10.0;;;50.0;25.0;Alkmaar                                 ;Wijk     ;WK036105  ;1.0
195;Totaal alle jeugdzorg in natura;De Mare;1e halfjaar 2018;335.0;20.0;180.0;115.0;20.0;110.0;195.0;35.0;440.0;;;;;45.0;115.0;;10.0;;;155.0;45.0;Alkmaar                                 ;Wijk     ;WK036106  ;1.0
196;Totaal alle jeugdzorg in natura;De Mare;2e halfjaar 2018;380.0;30.0;205.0;125.0;15.0;125.0;215.0;40.0;490.0;;;;;65.0;140.0;;10.0;10.0;;160.0;45.0;Alkmaar                                 ;Wijk     ;WK036106  ;1.0
197;Totaal alle jeugdzorg in natura;De Mare;2018;405.0;30.0;220.0;135.0;20.0;130.0;230.0;40.0;555.0;;;;;70.0;155.0;;10.0;10.0;;180.0;55.0;Alkmaar                                 ;Wijk     ;WK036106  ;1.0
198;Totaal alle jeugdzorg in natura;Daalmeer/Koedijk;1e halfjaar 2018;265.0;10.0;145.0;100.0;15.0;95.0;150.0;20.0;355.0;;;;;60.0;85.0;;;;;130.0;25.0;Alkmaar                                 ;Wijk     ;WK036107  ;1.0
199;Totaal alle jeugdzorg in natura;Daalmeer/Koedijk;2e halfjaar 2018;280.0;10.0;160.0;95.0;10.0;95.0;165.0;20.0;370.0;;;;;70.0;90.0;;;;;130.0;25.0;Alkmaar                                 ;Wijk     ;WK036107  ;1.0
200;Totaal alle jeugdzorg in natura;Daalmeer/Koedijk;2018;310.0;10.0;170.0;110.0;15.0;105.0;180.0;20.0;425.0;;;;;70.0;115.0;;10.0;;;145.0;30.0;Alkmaar                                 ;Wijk     ;WK036107  ;1.0
201;Totaal alle jeugdzorg in natura;Centrum;1e halfjaar 2018;75.0;10.0;30.0;30.0;10.0;25.0;35.0;15.0;95.0;;;;;15.0;25.0;;10.0;;;30.0;10.0;Alkmaar                                 ;Wijk     ;WK036108  ;1.0
202;Totaal alle jeugdzorg in natura;Centrum;2e halfjaar 2018;70.0;;30.0;30.0;10.0;20.0;40.0;15.0;90.0;;;;;15.0;25.0;;10.0;;;30.0;10.0;Alkmaar                                 ;Wijk     ;WK036108  ;1.0
203;Totaal alle jeugdzorg in natura;Centrum;2018;80.0;10.0;30.0;35.0;10.0;25.0;40.0;15.0;105.0;;;;;15.0;30.0;;10.0;;;30.0;10.0;Alkmaar                                 ;Wijk     ;WK036108  ;1.0
204;Totaal alle jeugdzorg in natura;Schermer;1e halfjaar 2018;60.0;;35.0;20.0;;10.0;50.0;;75.0;;;;;20.0;15.0;;;;;25.0;;Alkmaar                                 ;Wijk     ;WK036109  ;1.0
205;Totaal alle jeugdzorg in natura;Schermer;2e halfjaar 2018;80.0;;45.0;30.0;;15.0;60.0;;90.0;;;;;25.0;25.0;;;;;30.0;;Alkmaar                                 ;Wijk     ;WK036109  ;1.0
206;Totaal alle jeugdzorg in natura;Schermer;2018;85.0;;45.0;30.0;;15.0;65.0;;105.0;;;;;30.0;25.0;;;;;30.0;;Alkmaar                                 ;Wijk     ;WK036109  ;1.0
207;Totaal alle jeugdzorg in natura;Graft-De Rijp;1e halfjaar 2018;55.0;;25.0;30.0;;15.0;40.0;;60.0;;;;;20.0;20.0;;;;;10.0;;Alkmaar                                 ;Wijk     ;WK036110  ;1.0
208;Totaal alle jeugdzorg in natura;Graft-De Rijp;2e halfjaar 2018;65.0;;30.0;30.0;;15.0;45.0;;70.0;;;;;25.0;25.0;;;;;15.0;;Alkmaar                                 ;Wijk     ;WK036110  ;1.0
209;Totaal alle jeugdzorg in natura;Graft-De Rijp;2018;70.0;;30.0;35.0;;20.0;50.0;;80.0;;;;;25.0;25.0;;;;;15.0;;Alkmaar                                 ;Wijk     ;WK036110  ;1.0
210;Totaal alle jeugdzorg in natura;Vroonermeer;1e halfjaar 2018;55.0;;30.0;20.0;;15.0;40.0;;60.0;;;;;20.0;20.0;;;;;15.0;;Alkmaar                                 ;Wijk     ;WK036111  ;1.0
211;Totaal alle jeugdzorg in natura;Vroonermeer;2e halfjaar 2018;65.0;;35.0;25.0;;15.0;45.0;;75.0;;;;;20.0;25.0;;;;;20.0;;Alkmaar                                 ;Wijk     ;WK036111  ;1.0
212;Totaal alle jeugdzorg in natura;Vroonermeer;2018;70.0;;40.0;25.0;;15.0;50.0;;80.0;;;;;25.0;25.0;;;;;20.0;;Alkmaar                                 ;Wijk     ;WK036111  ;1.0
213;Totaal alle jeugdzorg in natura;Almelo;1e halfjaar 2018;1580.0;150.0;770.0;600.0;60.0;510.0;865.0;205.0;2420.0;;;;;710.0;760.0;55.0;195.0;75.0;;35.0;225.0;Almelo                                  ;Gemeente ;GM0141    ;
214;Totaal alle jeugdzorg in natura;Almelo;2e halfjaar 2018;1660.0;175.0;820.0;610.0;50.0;530.0;910.0;220.0;2570.0;;;;;755.0;790.0;75.0;240.0;95.0;;50.0;185.0;Almelo                                  ;Gemeente ;GM0141    ;
215;Totaal alle jeugdzorg in natura;Almelo;2018;1865.0;190.0;910.0;695.0;70.0;600.0;1030.0;235.0;3100.0;;;;;910.0;975.0;80.0;270.0;110.0;;55.0;250.0;Almelo                                  ;Gemeente ;GM0141    ;
216;Totaal alle jeugdzorg in natura;Wijk 10 Binnenstad;1e halfjaar 2018;80.0;10.0;40.0;25.0;;45.0;20.0;10.0;120.0;;;;;40.0;25.0;;;10.0;;;;Almelo                                  ;Wijk     ;WK014110  ;1.0
217;Totaal alle jeugdzorg in natura;Wijk 10 Binnenstad;2e halfjaar 2018;90.0;10.0;40.0;30.0;;50.0;25.0;10.0;135.0;;;;;40.0;30.0;;10.0;;;;10.0;Almelo                                  ;Wijk     ;WK014110  ;1.0
218;Totaal alle jeugdzorg in natura;Wijk 10 Binnenstad;2018;100.0;10.0;45.0;35.0;10.0;60.0;30.0;15.0;165.0;;;;;55.0;35.0;;10.0;10.0;;;10.0;Almelo                                  ;Wijk     ;WK014110  ;1.0
219;Totaal alle jeugdzorg in natura;Wijk 11 De Riet;1e halfjaar 2018;155.0;20.0;80.0;55.0;;65.0;85.0;;250.0;;;;;60.0;85.0;10.0;15.0;15.0;;;15.0;Almelo                                  ;Wijk     ;WK014111  ;1.0
220;Totaal alle jeugdzorg in natura;Wijk 11 De Riet;2e halfjaar 2018;190.0;30.0;95.0;65.0;;70.0;105.0;15.0;295.0;;;;;55.0;110.0;10.0;25.0;15.0;;;20.0;Almelo                                  ;Wijk     ;WK014111  ;1.0
221;Totaal alle jeugdzorg in natura;Wijk 11 De Riet;2018;205.0;30.0;100.0;65.0;10.0;80.0;110.0;15.0;345.0;;;;;80.0;125.0;10.0;25.0;15.0;;;20.0;Almelo                                  ;Wijk     ;WK014111  ;1.0
222;Totaal alle jeugdzorg in natura;Wijk 12 Noorderkwartier;1e halfjaar 2018;65.0;;35.0;30.0;;20.0;40.0;10.0;100.0;;;;;15.0;50.0;;;;;;;Almelo                                  ;Wijk     ;WK014112  ;1.0
223;Totaal alle jeugdzorg in natura;Wijk 12 Noorderkwartier;2e halfjaar 2018;70.0;;30.0;35.0;;20.0;40.0;15.0;115.0;;;;;25.0;50.0;;10.0;;;;;Almelo                                  ;Wijk     ;WK014112  ;1.0
224;Totaal alle jeugdzorg in natura;Wijk 12 Noorderkwartier;2018;85.0;;40.0;40.0;;20.0;45.0;15.0;130.0;;;;;25.0;65.0;;10.0;;;;;Almelo                                  ;Wijk     ;WK014112  ;1.0
225;Totaal alle jeugdzorg in natura;Wijk 13 Sluitersveld;1e halfjaar 2018;135.0;10.0;65.0;50.0;;45.0;70.0;15.0;200.0;;;;;45.0;80.0;;15.0;;;;10.0;Almelo                                  ;Wijk     ;WK014113  ;1.0
226;Totaal alle jeugdzorg in natura;Wijk 13 Sluitersveld;2e halfjaar 2018;140.0;15.0;70.0;50.0;;50.0;75.0;15.0;210.0;;;;;45.0;70.0;;10.0;10.0;;;15.0;Almelo                                  ;Wijk     ;WK014113  ;1.0
227;Totaal alle jeugdzorg in natura;Wijk 13 Sluitersveld;2018;150.0;15.0;75.0;55.0;10.0;50.0;85.0;15.0;245.0;;;;;55.0;85.0;;15.0;10.0;;;15.0;Almelo                                  ;Wijk     ;WK014113  ;1.0
228;Totaal alle jeugdzorg in natura;Wijk 14 Wierdense Hoek;1e halfjaar 2018;120.0;15.0;55.0;45.0;;45.0;60.0;15.0;185.0;;;;;50.0;45.0;;10.0;;;;25.0;Almelo                                  ;Wijk     ;WK014114  ;1.0
229;Totaal alle jeugdzorg in natura;Wijk 14 Wierdense Hoek;2e halfjaar 2018;125.0;20.0;55.0;40.0;10.0;50.0;60.0;15.0;205.0;;;;;55.0;50.0;;20.0;;;;25.0;Almelo                                  ;Wijk     ;WK014114  ;1.0
