ID;Providers;Financing;Periods;ExpenditureOnHealthAndSocialCare_1
439;HP1: Hospitals;HF121b: Health Insurance Fund;2012;
440;HP1: Hospitals;HF121b: Health Insurance Fund;2013;
441;HP1: Hospitals;HF121b: Health Insurance Fund;2014;
442;HP1: Hospitals;HF121b: Health Insurance Fund;2015;
443;HP1: Hospitals;HF121b: Health Insurance Fund;2016;
444;HP1: Hospitals;HF122: Compulsory private insurance;2005;
445;HP1: Hospitals;HF122: Compulsory private insurance;2006;12743.0
446;HP1: Hospitals;HF122: Compulsory private insurance;2007;12759.0
447;HP1: Hospitals;HF122: Compulsory private insurance;2008;16159.0
448;HP1: Hospitals;HF122: Compulsory private insurance;2009;17232.0
449;HP1: Hospitals;HF122: Compulsory private insurance;2010;18432.0
450;HP1: Hospitals;HF122: Compulsory private insurance;2011;18720.0
451;HP1: Hospitals;HF122: Compulsory private insurance;2012;19463.0
452;HP1: Hospitals;HF122: Compulsory private insurance;2013;19980.0
453;HP1: Hospitals;HF122: Compulsory private insurance;2014;19753.0
454;HP1: Hospitals;HF122: Compulsory private insurance;2015;21630.0
455;HP1: Hospitals;HF122: Compulsory private insurance;2016;22340.0
456;HP1: Hospitals;Voluntary schemes (incl. OOP);2005;3709.0
457;HP1: Hospitals;Voluntary schemes (incl. OOP);2006;200.0
458;HP1: Hospitals;Voluntary schemes (incl. OOP);2007;229.0
459;HP1: Hospitals;Voluntary schemes (incl. OOP);2008;725.0
460;HP1: Hospitals;Voluntary schemes (incl. OOP);2009;765.0
461;HP1: Hospitals;Voluntary schemes (incl. OOP);2010;812.0
462;HP1: Hospitals;Voluntary schemes (incl. OOP);2011;858.0
463;HP1: Hospitals;Voluntary schemes (incl. OOP);2012;1102.0
464;HP1: Hospitals;Voluntary schemes (incl. OOP);2013;1615.0
465;HP1: Hospitals;Voluntary schemes (incl. OOP);2014;2007.0
466;HP1: Hospitals;Voluntary schemes (incl. OOP);2015;2107.0
467;HP1: Hospitals;Voluntary schemes (incl. OOP);2016;2091.0
468;HP1: Hospitals;HF2: Voluntary schemes;2005;3570.0
469;HP1: Hospitals;HF2: Voluntary schemes;2006;0.0
470;HP1: Hospitals;HF2: Voluntary schemes;2007;26.0
471;HP1: Hospitals;HF2: Voluntary schemes;2008;7.0
472;HP1: Hospitals;HF2: Voluntary schemes;2009;9.0
473;HP1: Hospitals;HF2: Voluntary schemes;2010;15.0
474;HP1: Hospitals;HF2: Voluntary schemes;2011;10.0
475;HP1: Hospitals;HF2: Voluntary schemes;2012;17.0
476;HP1: Hospitals;HF2: Voluntary schemes;2013;22.0
477;HP1: Hospitals;HF2: Voluntary schemes;2014;13.0
478;HP1: Hospitals;HF2: Voluntary schemes;2015;0.0
479;HP1: Hospitals;HF2: Voluntary schemes;2016;0.0
480;HP1: Hospitals;HF21: Voluntary health insurance schemes;2005;3570.0
481;HP1: Hospitals;HF21: Voluntary health insurance schemes;2006;0.0
482;HP1: Hospitals;HF21: Voluntary health insurance schemes;2007;0.0
483;HP1: Hospitals;HF21: Voluntary health insurance schemes;2008;0.0
484;HP1: Hospitals;HF21: Voluntary health insurance schemes;2009;0.0
485;HP1: Hospitals;HF21: Voluntary health insurance schemes;2010;0.0
486;HP1: Hospitals;HF21: Voluntary health insurance schemes;2011;0.0
487;HP1: Hospitals;HF21: Voluntary health insurance schemes;2012;0.0
488;HP1: Hospitals;HF21: Voluntary health insurance schemes;2013;0.0
489;HP1: Hospitals;HF21: Voluntary health insurance schemes;2014;0.0
490;HP1: Hospitals;HF21: Voluntary health insurance schemes;2015;0.0
491;HP1: Hospitals;HF21: Voluntary health insurance schemes;2016;0.0
492;HP1: Hospitals;HF22: Financing schemes NPI;2005;0.0
493;HP1: Hospitals;HF22: Financing schemes NPI;2006;0.0
494;HP1: Hospitals;HF22: Financing schemes NPI;2007;26.0
495;HP1: Hospitals;HF22: Financing schemes NPI;2008;7.0
496;HP1: Hospitals;HF22: Financing schemes NPI;2009;9.0
497;HP1: Hospitals;HF22: Financing schemes NPI;2010;15.0
498;HP1: Hospitals;HF22: Financing schemes NPI;2011;10.0
499;HP1: Hospitals;HF22: Financing schemes NPI;2012;17.0
500;HP1: Hospitals;HF22: Financing schemes NPI;2013;22.0
501;HP1: Hospitals;HF22: Financing schemes NPI;2014;13.0
502;HP1: Hospitals;HF22: Financing schemes NPI;2015;0.0
503;HP1: Hospitals;HF22: Financing schemes NPI;2016;0.0
504;HP1: Hospitals;HF23: Enterprise financing schemes;2005;0.0
505;HP1: Hospitals;HF23: Enterprise financing schemes;2006;0.0
506;HP1: Hospitals;HF23: Enterprise financing schemes;2007;0.0
507;HP1: Hospitals;HF23: Enterprise financing schemes;2008;0.0
508;HP1: Hospitals;HF23: Enterprise financing schemes;2009;0.0
509;HP1: Hospitals;HF23: Enterprise financing schemes;2010;0.0
510;HP1: Hospitals;HF23: Enterprise financing schemes;2011;0.0
511;HP1: Hospitals;HF23: Enterprise financing schemes;2012;0.0
512;HP1: Hospitals;HF23: Enterprise financing schemes;2013;0.0
513;HP1: Hospitals;HF23: Enterprise financing schemes;2014;0.0
514;HP1: Hospitals;HF23: Enterprise financing schemes;2015;0.0
515;HP1: Hospitals;HF23: Enterprise financing schemes;2016;0.0
516;HP1: Hospitals;HF3: Household out-of-pocket payments;2005;139.0
517;HP1: Hospitals;HF3: Household out-of-pocket payments;2006;200.0
518;HP1: Hospitals;HF3: Household out-of-pocket payments;2007;203.0
519;HP1: Hospitals;HF3: Household out-of-pocket payments;2008;718.0
520;HP1: Hospitals;HF3: Household out-of-pocket payments;2009;756.0
521;HP1: Hospitals;HF3: Household out-of-pocket payments;2010;797.0
522;HP1: Hospitals;HF3: Household out-of-pocket payments;2011;848.0
523;HP1: Hospitals;HF3: Household out-of-pocket payments;2012;1084.0
524;HP1: Hospitals;HF3: Household out-of-pocket payments;2013;1594.0
525;HP1: Hospitals;HF3: Household out-of-pocket payments;2014;1994.0
526;HP1: Hospitals;HF3: Household out-of-pocket payments;2015;2107.0
527;HP1: Hospitals;HF3: Household out-of-pocket payments;2016;2091.0
528;HP1: Hospitals;"Rest of the world; exports";2005;35.0
529;HP1: Hospitals;"Rest of the world; exports";2006;36.0
530;HP1: Hospitals;"Rest of the world; exports";2007;36.0
531;HP1: Hospitals;"Rest of the world; exports";2008;39.0
532;HP1: Hospitals;"Rest of the world; exports";2009;36.0
533;HP1: Hospitals;"Rest of the world; exports";2010;47.0
534;HP1: Hospitals;"Rest of the world; exports";2011;45.0
535;HP1: Hospitals;"Rest of the world; exports";2012;45.0
536;HP1: Hospitals;"Rest of the world; exports";2013;46.0
537;HP1: Hospitals;"Rest of the world; exports";2014;47.0
538;HP1: Hospitals;"Rest of the world; exports";2015;48.0
539;HP1: Hospitals;"Rest of the world; exports";2016;48.0
540;HP11: General and university hospitals;Total financ schemes health,social care;2005;12344.0
541;HP11: General and university hospitals;Total financ schemes health,social care;2006;12920.0
542;HP11: General and university hospitals;Total financ schemes health,social care;2007;13076.0
543;HP11: General and university hospitals;Total financ schemes health,social care;2008;14569.0
544;HP11: General and university hospitals;Total financ schemes health,social care;2009;15445.0
545;HP11: General and university hospitals;Total financ schemes health,social care;2010;16852.0
546;HP11: General and university hospitals;Total financ schemes health,social care;2011;16969.0
547;HP11: General and university hospitals;Total financ schemes health,social care;2012;17654.0
548;HP11: General and university hospitals;Total financ schemes health,social care;2013;18714.0
549;HP11: General and university hospitals;Total financ schemes health,social care;2014;18756.0
550;HP11: General and university hospitals;Total financ schemes health,social care;2015;21536.0
551;HP11: General and university hospitals;Total financ schemes health,social care;2016;22245.0
552;HP11: General and university hospitals;Total financing of residents;2005;12309.0
553;HP11: General and university hospitals;Total financing of residents;2006;12884.0
554;HP11: General and university hospitals;Total financing of residents;2007;13041.0
555;HP11: General and university hospitals;Total financing of residents;2008;14530.0
556;HP11: General and university hospitals;Total financing of residents;2009;15409.0
557;HP11: General and university hospitals;Total financing of residents;2010;16805.0
558;HP11: General and university hospitals;Total financing of residents;2011;16924.0
559;HP11: General and university hospitals;Total financing of residents;2012;17609.0
560;HP11: General and university hospitals;Total financing of residents;2013;18668.0
561;HP11: General and university hospitals;Total financing of residents;2014;18709.0
562;HP11: General and university hospitals;Total financing of residents;2015;21488.0
563;HP11: General and university hospitals;Total financing of residents;2016;22197.0
564;HP11: General and university hospitals;HF1: Government, comp. Contr. schemes;2005;8854.0
565;HP11: General and university hospitals;HF1: Government, comp. Contr. schemes;2006;12780.0
566;HP11: General and university hospitals;HF1: Government, comp. Contr. schemes;2007;12913.0
567;HP11: General and university hospitals;HF1: Government, comp. Contr. schemes;2008;13914.0
568;HP11: General and university hospitals;HF1: Government, comp. Contr. schemes;2009;14760.0
569;HP11: General and university hospitals;HF1: Government, comp. Contr. schemes;2010;16127.0
570;HP11: General and university hospitals;HF1: Government, comp. Contr. schemes;2011;16219.0
571;HP11: General and university hospitals;HF1: Government, comp. Contr. schemes;2012;16669.0
572;HP11: General and university hospitals;HF1: Government, comp. Contr. schemes;2013;17371.0
573;HP11: General and university hospitals;HF1: Government, comp. Contr. schemes;2014;17038.0
574;HP11: General and university hospitals;HF1: Government, comp. Contr. schemes;2015;19702.0
575;HP11: General and university hospitals;HF1: Government, comp. Contr. schemes;2016;20421.0
576;HP11: General and university hospitals;HF11: Government schemes;2005;58.0
577;HP11: General and university hospitals;HF11: Government schemes;2006;59.0
578;HP11: General and university hospitals;HF11: Government schemes;2007;56.0
579;HP11: General and university hospitals;HF11: Government schemes;2008;54.0
580;HP11: General and university hospitals;HF11: Government schemes;2009;52.0
581;HP11: General and university hospitals;HF11: Government schemes;2010;51.0
582;HP11: General and university hospitals;HF11: Government schemes;2011;50.0
583;HP11: General and university hospitals;HF11: Government schemes;2012;50.0
584;HP11: General and university hospitals;HF11: Government schemes;2013;52.0
585;HP11: General and university hospitals;HF11: Government schemes;2014;52.0
586;HP11: General and university hospitals;HF11: Government schemes;2015;601.0
