ID;PersonalCharacteristics;Periods;VeryContented_1;Contented_2;NotContentedNotDiscontented_3;Discontented_4;VeryDiscontented_5;DutchLabourParty_6;ChristianDemocraticAppeal_7;PeopleSPartyForFreedomAndDemocracy_8;Democrats1966_9;GreenLeftParty_10;PoliticalReformedPartyChristianUnion_11;SocialistParty_12;LiveableNetherlands_13;ListPimFortuyn_14;OtherPoliticalParties_15;NonVotersAbstentions_16;DoNotKnow_17;CastHisHerVote_18;DutchLabourParty_19;ChristianDemocraticAppeal_20;PeopleSPartyForFreedomAndDemocracy_21;Democrats1966_22;GreenLeftParty_23;PoliticalReformedPartyChristianUnion_24;SocialistParty_25;LiveableNetherlands_26;ListPimFortuyn_27;OtherPoliticalParties_28;Abstentions_29;DoNotKnow_30;VeryMuchInterested_31;RatherInterested_32;NotMuchInterested_33;NotInterestedAtAll_34;ActiveDebater_35;Listens_36;DoesNotListen_37;MemberOfAPoliticalParty_38;AttendsMeetingsPolParty1529Yrs_39;BondWithPolitcalParty_40;VeryStrongBond_41;RatherStrongBond_42;ModeratelyStrongBond_43;WeakVeryWeakBond_44;IsMemberOfAStudentsTradeUnion_45;EmployersOrgTradeUnion_46;NoRestrictions_47;MustBeRestricted_48;MustBeStoppedAltogether_49;NoRestrictions_50;MustBeRestricted_51;MustBeStoppedAltogether_52;NoRestrictions_53;MustBeRestricted_54;MustBeStoppedAltogether_55;MakeMuchMoreDifficult_56;MakeMoreDifficult_57;PreferCurrentSituation_58;MakeEasier_59;MakeMuchEasier_60;RetainOwnCultureCompletely_61;LargelyRetainOwnCulture_62;NotRetainOwnCultureNotConform_63;LargelyConformToDutchCulture_64;ConformCompletelyToDutchCulture_65;AgreeCompletely_66;Agree_67;DoNotAgreeDoNotDisagree_68;Disagree_69;DisagreeCompletely_70;AgreeCompletely_71;Agree_72;DoNotAgreeDoNotDisagree_73;Disagree_74;DisagreeCompletely_75;FamilyEthnicMinority_76;DutchFamily_77;ShouldNotMakeAnyDifference_78;EmployeeWithFamily_79;EmployeeWithoutFamily_80;ShouldNotMakeAnyDifference_81;AForeigner_82;ADutchman_83;ShouldNotMakeAnyDifference_84;AMan_85;AWoman_86;ShouldNotMakeAnyDifference_87;AYoungEmployee_88;AnOlderEmployee_89;ShouldNotMakeAnyDifference_90;AWhiteEmployee_91;AColouredEmployee_92;ShouldNotMakeAnyDifference_93;Annoying_94;NotAnnoying_95;DoNotKnow_96;Annoying_97;NotAnnoying_98;DoNotKnow_99;ExtremelyImportant_100;VeryImportant_101;Important_102;NotSure_103;Unimportant_104;ExtremelyImportant_105;VeryImportant_106;Important_107;NotSure_108;Unimportant_109;ExtremelyImportant_110;VeryImportant_111;Important_112;NotSure_113;Unimportant_114;ExtremelyImportant_115;VeryImportant_116;Important_117;NotSure_118;Unimportant_119;ExtremelyImportant_120;VeryImportant_121;Important_122;NotSure_123;Unimportant_124;ExtremelyImportant_125;VeryImportant_126;Important_127;NotSure_128;Unimportant_129;ExtremelyImportant_130;VeryImportant_131;Important_132;NotSure_133;Unimportant_134;ExtremelyImportant_135;VeryImportant_136;Important_137;NotSure_138;Unimportant_139;ExtremelyImportant_140;VeryImportant_141;Important_142;NotSure_143;Unimportant_144;ExtremelyImportant_145;VeryImportant_146;Important_147;NotSure_148;Unimportant_149;ExtremelyImportant_150;VeryImportant_151;Important_152;NotSure_153;Unimportant_154;ExtremelyImportant_155;VeryImportant_156;Important_157;NotSure_158;Unimportant_159;ExtremelyImportant_160;VeryImportant_161;Important_162;NotSure_163;Unimportant_164;ExtremelyImportant_165;VeryImportant_166;Important_167;NotSure_168;Unimportant_169;LargelyAgree_170;DoNotAgreeDoNotDisagree_171;DoNotAgreeAtAll_172;LargelyAgree_173;DoNotAgreeDoNotDisagree_174;DoNotAgreeAtAll_175;LargelyAgree_176;DoNotAgreeDoNotDisagree_177;DoNotAgreeAtAll_178;LargelyAgree_179;DoNotAgreeDoNotDisagree_180;DoNotAgreeAtAll_181;LargelyAgree_182;DoNotAgreeDoNotDisagree_183;DoNotAgreeAtAll_184;LargelyAgree_185;DoNotAgreeDoNotDisagree_186;DoNotAgreeAtAll_187;AdulteryEndsARelationship_188;AdulteryIsWrongButNotTheEnd_189;AdulteryShouldBePossible_190;NoOpinionDoesNotKnowRefuses_191
235;Level of education: junior gen. sec. ed.;2000;1.0;38.0;49.0;11.0;1.0;20.0;13.0;20.0;4.0;7.0;4.0;2.0;;;1.0;15.0;14.0;;;;;;;;;;;;;;8.0;37.0;34.0;21.0;39.0;44.0;17.0;5.0;;56.0;14.0;42.0;39.0;5.0;;;8.0;76.0;17.0;23.0;69.0;8.0;8.0;73.0;19.0;24.0;25.0;34.0;13.0;5.0;4.0;7.0;30.0;30.0;28.0;2.0;16.0;24.0;41.0;17.0;16.0;57.0;15.0;8.0;4.0;0.0;21.0;78.0;4.0;39.0;57.0;8.0;2.0;90.0;1.0;4.0;95.0;17.0;13.0;70.0;1.0;2.0;97.0;12.0;79.0;9.0;7.0;87.0;7.0;16.0;15.0;30.0;8.0;32.0;43.0;26.0;26.0;1.0;4.0;58.0;19.0;15.0;3.0;5.0;56.0;24.0;17.0;1.0;2.0;20.0;26.0;46.0;3.0;6.0;16.0;26.0;56.0;2.0;1.0;18.0;31.0;41.0;4.0;6.0;16.0;33.0;48.0;1.0;1.0;7.0;17.0;46.0;17.0;12.0;15.0;22.0;46.0;11.0;6.0;13.0;17.0;43.0;16.0;11.0;15.0;19.0;50.0;9.0;6.0;53.0;30.0;17.0;0.0;0.0;39.0;31.0;29.0;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;
236;Level of education: junior gen. sec. ed.;2001;1.0;38.0;46.0;12.0;2.0;20.0;13.0;19.0;3.0;5.0;4.0;3.0;;;2.0;15.0;16.0;;;;;;;;;;;;;;8.0;39.0;34.0;20.0;41.0;44.0;15.0;3.0;;55.0;9.0;48.0;38.0;6.0;;;7.0;78.0;15.0;23.0;67.0;9.0;10.0;72.0;18.0;23.0;25.0;38.0;10.0;4.0;3.0;7.0;34.0;33.0;24.0;3.0;22.0;25.0;34.0;17.0;14.0;58.0;15.0;11.0;3.0;1.0;21.0;79.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
237;Level of education: junior gen. sec. ed.;2002;1.0;23.0;48.0;24.0;5.0;13.0;26.0;15.0;3.0;4.0;4.0;5.0;2.0;4.0;1.0;9.0;14.0;89.0;13.0;27.0;16.0;5.0;9.0;3.0;5.0;3.0;19.0;0.0;0.0;1.0;13.0;44.0;30.0;13.0;48.0;41.0;11.0;4.0;;54.0;14.0;48.0;34.0;4.0;;;4.0;81.0;16.0;20.0;71.0;8.0;9.0;65.0;26.0;18.0;28.0;37.0;11.0;7.0;2.0;6.0;34.0;32.0;26.0;2.0;16.0;25.0;39.0;18.0;12.0;59.0;15.0;10.0;3.0;1.0;27.0;72.0;;;;;;;;;;;;;;;;;;;;;;17.0;18.0;27.0;5.0;33.0;46.0;27.0;21.0;2.0;4.0;60.0;22.0;14.0;1.0;3.0;54.0;28.0;16.0;0.0;2.0;15.0;28.0;46.0;4.0;6.0;18.0;26.0;53.0;1.0;1.0;16.0;31.0;45.0;3.0;5.0;20.0;29.0;48.0;2.0;2.0;6.0;11.0;48.0;17.0;17.0;13.0;20.0;47.0;13.0;7.0;12.0;19.0;37.0;24.0;8.0;11.0;25.0;48.0;13.0;4.0;53.0;28.0;18.0;1.0;0.0;38.0;32.0;26.0;2.0;3.0;;;;;;;;;;;;;;;;;;;;;;
238;Level of education: junior gen. sec. ed.;2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
239;Level of education: junior gen. sec. ed.;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240;Level of education: senior gen. sec. ed.;1997;1.0;36.0;50.0;12.0;2.0;16.0;15.0;23.0;10.0;4.0;4.0;2.0;;;1.0;12.0;13.0;;;;;;;;;;;;;;10.0;46.0;31.0;13.0;44.0;44.0;12.0;3.0;;60.0;13.0;45.0;38.0;4.0;;;8.0;77.0;15.0;23.0;66.0;11.0;8.0;69.0;23.0;20.0;31.0;34.0;11.0;4.0;3.0;8.0;35.0;32.0;22.0;2.0;16.0;25.0;35.0;22.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
241;Level of education: senior gen. sec. ed.;1998;1.0;40.0;47.0;10.0;2.0;22.0;14.0;24.0;7.0;6.0;4.0;3.0;;;1.0;10.0;10.0;82.0;25.0;18.0;28.0;10.0;8.0;5.0;5.0;;;2.0;1.0;1.0;11.0;46.0;31.0;12.0;46.0;42.0;11.0;4.0;;61.0;15.0;48.0;33.0;4.0;;;8.0;81.0;11.0;24.0;67.0;9.0;9.0;71.0;19.0;21.0;31.0;32.0;12.0;5.0;3.0;7.0;36.0;34.0;21.0;2.0;17.0;28.0;35.0;19.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
242;Level of education: senior gen. sec. ed.;1999;1.0;32.0;51.0;14.0;2.0;19.0;14.0;23.0;4.0;9.0;4.0;3.0;;;1.0;12.0;10.0;;;;;;;;;;;;;;10.0;45.0;30.0;15.0;46.0;42.0;12.0;4.0;;61.0;15.0;46.0;35.0;4.0;;;8.0;79.0;13.0;25.0;66.0;9.0;11.0;72.0;17.0;19.0;30.0;33.0;12.0;5.0;2.0;7.0;37.0;33.0;21.0;2.0;19.0;25.0;34.0;19.0;14.0;58.0;14.0;9.0;4.0;1.0;19.0;80.0;3.0;37.0;60.0;7.0;2.0;91.0;1.0;4.0;95.0;20.0;12.0;68.0;1.0;1.0;97.0;12.0;81.0;7.0;6.0;89.0;4.0;13.0;13.0;33.0;5.0;36.0;36.0;30.0;25.0;2.0;6.0;53.0;23.0;14.0;4.0;7.0;48.0;30.0;18.0;1.0;3.0;19.0;28.0;45.0;3.0;5.0;16.0;26.0;54.0;2.0;2.0;20.0;29.0;43.0;3.0;5.0;17.0;34.0;46.0;2.0;2.0;5.0;14.0;44.0;19.0;17.0;11.0;25.0;46.0;11.0;8.0;10.0;19.0;38.0;18.0;14.0;12.0;26.0;47.0;8.0;7.0;52.0;29.0;18.0;0.0;0.0;36.0;35.0;27.0;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;
243;Level of education: senior gen. sec. ed.;2000;1.0;38.0;47.0;12.0;2.0;19.0;14.0;22.0;4.0;8.0;4.0;2.0;;;1.0;13.0;14.0;;;;;;;;;;;;;;10.0;43.0;32.0;15.0;46.0;42.0;12.0;3.0;;58.0;13.0;44.0;38.0;5.0;;;8.0;80.0;13.0;28.0;66.0;6.0;12.0;72.0;16.0;19.0;30.0;34.0;12.0;5.0;2.0;7.0;35.0;36.0;20.0;2.0;20.0;25.0;38.0;16.0;16.0;57.0;13.0;10.0;3.0;1.0;14.0;85.0;3.0;36.0;61.0;6.0;2.0;92.0;1.0;3.0;97.0;16.0;11.0;73.0;1.0;2.0;97.0;11.0;82.0;7.0;5.0;90.0;5.0;13.0;12.0;35.0;5.0;36.0;38.0;29.0;24.0;3.0;6.0;56.0;20.0;12.0;4.0;7.0;49.0;29.0;18.0;1.0;3.0;19.0;27.0;45.0;2.0;6.0;16.0;27.0;53.0;2.0;2.0;20.0;31.0;42.0;3.0;4.0;16.0;32.0;48.0;2.0;2.0;6.0;14.0;44.0;18.0;18.0;13.0;23.0;45.0;10.0;9.0;12.0;17.0;39.0;18.0;14.0;15.0;24.0;46.0;9.0;7.0;53.0;27.0;19.0;0.0;0.0;40.0;33.0;26.0;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;
244;Level of education: senior gen. sec. ed.;2001;1.0;37.0;46.0;14.0;2.0;18.0;12.0;21.0;4.0;7.0;3.0;3.0;;;3.0;13.0;16.0;;;;;;;;;;;;;;11.0;44.0;32.0;14.0;49.0;42.0;9.0;3.0;;57.0;13.0;46.0;35.0;6.0;;;7.0;81.0;12.0;28.0;66.0;6.0;11.0;74.0;16.0;19.0;30.0;34.0;12.0;5.0;2.0;6.0;35.0;37.0;21.0;2.0;20.0;24.0;36.0;18.0;14.0;59.0;14.0;10.0;4.0;1.0;17.0;83.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
245;Level of education: senior gen. sec. ed.;2002;1.0;23.0;47.0;24.0;6.0;13.0;23.0;16.0;4.0;6.0;4.0;6.0;2.0;4.0;1.0;7.0;15.0;91.0;14.0;34.0;19.0;6.0;5.0;4.0;7.0;2.0;9.0;0.0;0.0;0.0;16.0;48.0;26.0;10.0;55.0;37.0;7.0;3.0;;59.0;14.0;47.0;35.0;4.0;;;6.0;81.0;13.0;26.0;67.0;7.0;10.0;72.0;18.0;19.0;29.0;35.0;12.0;5.0;2.0;5.0;30.0;38.0;25.0;2.0;18.0;24.0;38.0;18.0;13.0;59.0;15.0;10.0;4.0;1.0;15.0;84.0;;;;;;;;;;;;;;;;;;;;;;13.0;15.0;31.0;5.0;36.0;39.0;31.0;23.0;2.0;5.0;56.0;21.0;14.0;2.0;6.0;52.0;29.0;15.0;1.0;2.0;17.0;28.0;47.0;3.0;5.0;15.0;27.0;54.0;2.0;2.0;19.0;29.0;44.0;4.0;4.0;14.0;32.0;50.0;2.0;2.0;4.0;13.0;45.0;20.0;18.0;11.0;24.0;48.0;9.0;7.0;10.0;18.0;43.0;16.0;12.0;12.0;25.0;48.0;10.0;6.0;53.0;30.0;16.0;1.0;0.0;40.0;32.0;27.0;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;
246;Level of education: senior gen. sec. ed.;2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
247;Level of education: senior gen. sec. ed.;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
248;Level of ed.: voc. colleges,universities;1997;2.0;45.0;42.0;10.0;1.0;20.0;11.0;23.0;15.0;10.0;3.0;2.0;;;1.0;6.0;9.0;;;;;;;;;;;;;;21.0;56.0;19.0;5.0;63.0;32.0;5.0;7.0;;72.0;13.0;47.0;34.0;6.0;;;15.0;81.0;5.0;40.0;57.0;3.0;12.0;78.0;10.0;11.0;22.0;39.0;20.0;7.0;2.0;9.0;46.0;34.0;9.0;5.0;29.0;23.0;30.0;12.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
249;Level of ed.: voc. colleges,universities;1998;2.0;47.0;40.0;10.0;1.0;22.0;11.0;25.0;13.0;12.0;3.0;2.0;;;1.0;5.0;6.0;95.0;21.0;12.0;30.0;17.0;12.0;5.0;2.0;;;1.0;0.0;0.0;22.0;55.0;19.0;4.0;65.0;31.0;4.0;7.0;;68.0;17.0;54.0;26.0;3.0;;;19.0;77.0;4.0;45.0;53.0;2.0;17.0;74.0;8.0;10.0;25.0;37.0;20.0;7.0;3.0;13.0;41.0;34.0;9.0;3.0;30.0;26.0;29.0;12.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
250;Level of ed.: voc. colleges,universities;1999;1.0;36.0;47.0;14.0;2.0;20.0;11.0;25.0;9.0;16.0;3.0;2.0;;;1.0;7.0;8.0;;;;;;;;;;;;;;22.0;54.0;20.0;4.0;65.0;30.0;5.0;7.0;;71.0;15.0;50.0;30.0;6.0;;;14.0;81.0;5.0;46.0;52.0;3.0;17.0;73.0;10.0;9.0;25.0;35.0;22.0;10.0;3.0;11.0;46.0;32.0;9.0;4.0;36.0;23.0;28.0;9.0;27.0;61.0;7.0;4.0;1.0;1.0;8.0;91.0;3.0;30.0;67.0;3.0;1.0;95.0;1.0;1.0;98.0;20.0;7.0;72.0;1.0;1.0;98.0;5.0;89.0;6.0;3.0;94.0;3.0;13.0;13.0;27.0;5.0;43.0;26.0;31.0;29.0;3.0;11.0;45.0;25.0;14.0;3.0;12.0;41.0;29.0;21.0;2.0;7.0;16.0;27.0;47.0;3.0;7.0;8.0;22.0;64.0;2.0;3.0;15.0;37.0;42.0;3.0;3.0;10.0;29.0;52.0;5.0;4.0;4.0;11.0;38.0;21.0;26.0;12.0;22.0;41.0;13.0;12.0;9.0;16.0;34.0;20.0;21.0;10.0;25.0;42.0;13.0;10.0;45.0;33.0;20.0;1.0;0.0;25.0;34.0;38.0;2.0;1.0;;;;;;;;;;;;;;;;;;;;;;
251;Level of ed.: voc. colleges,universities;2000;1.0;43.0;43.0;12.0;2.0;19.0;11.0;24.0;8.0;15.0;3.0;3.0;;;1.0;6.0;10.0;;;;;;;;;;;;;;21.0;54.0;20.0;5.0;63.0;32.0;5.0;6.0;;70.0;12.0;50.0;33.0;4.0;;;15.0;80.0;4.0;49.0;49.0;2.0;17.0;75.0;7.0;8.0;22.0;40.0;21.0;9.0;1.0;10.0;44.0;35.0;11.0;4.0;35.0;24.0;27.0;11.0;26.0;62.0;7.0;4.0;1.0;0.0;5.0;94.0;2.0;29.0;69.0;3.0;1.0;96.0;1.0;1.0;98.0;16.0;7.0;77.0;0.0;1.0;99.0;6.0;89.0;5.0;2.0;94.0;4.0;11.0;15.0;27.0;5.0;42.0;25.0;30.0;33.0;5.0;7.0;48.0;24.0;17.0;4.0;9.0;43.0;31.0;21.0;2.0;4.0;16.0;28.0;44.0;3.0;9.0;9.0;21.0;63.0;4.0;2.0;15.0;33.0;44.0;5.0;4.0;9.0;30.0;51.0;5.0;4.0;5.0;13.0;41.0;19.0;23.0;12.0;25.0;41.0;13.0;10.0;8.0;17.0;35.0;22.0;17.0;10.0;26.0;41.0;14.0;8.0;47.0;33.0;19.0;1.0;0.0;30.0;35.0;32.0;2.0;1.0;;;;;;;;;;;;;;;;;;;;;;
252;Level of ed.: voc. colleges,universities;2001;1.0;41.0;43.0;13.0;2.0;20.0;10.0;25.0;7.0;14.0;3.0;2.0;;;2.0;6.0;11.0;;;;;;;;;;;;;;21.0;55.0;20.0;4.0;68.0;28.0;5.0;6.0;;68.0;12.0;48.0;35.0;4.0;;;13.0;82.0;5.0;44.0;54.0;2.0;16.0;76.0;8.0;11.0;24.0;36.0;22.0;7.0;2.0;9.0;44.0;36.0;9.0;4.0;30.0;23.0;32.0;11.0;24.0;62.0;8.0;4.0;2.0;1.0;8.0;91.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
253;Level of ed.: voc. colleges,universities;2002;1.0;28.0;42.0;24.0;5.0;15.0;20.0;21.0;8.0;11.0;3.0;6.0;1.0;2.0;1.0;3.0;10.0;97.0;18.0;26.0;19.0;11.0;14.0;2.0;5.0;1.0;3.0;0.0;0.0;1.0;28.0;55.0;14.0;3.0;72.0;25.0;3.0;7.0;;71.0;17.0;52.0;28.0;3.0;;;11.0;85.0;4.0;43.0;55.0;2.0;15.0;78.0;7.0;8.0;23.0;37.0;22.0;10.0;2.0;6.0;42.0;40.0;10.0;3.0;29.0;25.0;32.0;11.0;22.0;62.0;9.0;6.0;1.0;0.0;7.0;93.0;;;;;;;;;;;;;;;;;;;;;;13.0;14.0;29.0;6.0;38.0;29.0;31.0;29.0;4.0;7.0;50.0;24.0;15.0;3.0;7.0;45.0;32.0;18.0;1.0;4.0;17.0;28.0;44.0;3.0;8.0;8.0;24.0;63.0;3.0;2.0;17.0;39.0;37.0;3.0;3.0;10.0;33.0;50.0;4.0;2.0;5.0;9.0;42.0;20.0;23.0;11.0;22.0;44.0;13.0;10.0;8.0;17.0;35.0;23.0;16.0;10.0;24.0;44.0;14.0;8.0;46.0;33.0;21.0;0.0;0.0;30.0;38.0;30.0;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;
254;Level of ed.: voc. colleges,universities;2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
255;Level of ed.: voc. colleges,universities;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
256;Higher management;1997;2.0;45.0;43.0;9.0;1.0;20.0;11.0;25.0;14.0;8.0;3.0;2.0;;;1.0;7.0;10.0;;;;;;;;;;;;;;18.0;54.0;22.0;6.0;61.0;33.0;6.0;5.0;;70.0;12.0;50.0;33.0;5.0;;;13.0;81.0;6.0;38.0;59.0;4.0;12.0;77.0;11.0;13.0;26.0;39.0;17.0;6.0;2.0;9.0;44.0;33.0;12.0;4.0;27.0;23.0;32.0;15.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
257;Higher management;1998;2.0;48.0;41.0;9.0;1.0;24.0;10.0;27.0;11.0;10.0;3.0;2.0;;;0.0;6.0;6.0;90.0;23.0;9.0;35.0;14.0;9.0;4.0;3.0;;;1.0;0.0;0.0;19.0;54.0;21.0;6.0;62.0;32.0;6.0;6.0;;66.0;18.0;52.0;27.0;4.0;;;17.0;78.0;6.0;43.0;54.0;3.0;16.0;74.0;10.0;13.0;27.0;35.0;18.0;7.0;4.0;10.0;39.0;36.0;11.0;3.0;29.0;24.0;31.0;13.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
258;Higher management;1999;1.0;38.0;46.0;14.0;2.0;20.0;10.0;27.0;8.0;13.0;3.0;2.0;;;1.0;7.0;9.0;;;;;;;;;;;;;;18.0;52.0;23.0;7.0;61.0;32.0;7.0;5.0;;69.0;14.0;49.0;31.0;6.0;;;13.0;81.0;6.0;42.0;55.0;3.0;16.0;75.0;9.0;12.0;27.0;35.0;18.0;8.0;2.0;10.0;43.0;35.0;10.0;4.0;31.0;23.0;31.0;11.0;23.0;59.0;10.0;6.0;1.0;1.0;10.0;90.0;3.0;27.0;70.0;3.0;1.0;96.0;1.0;1.0;98.0;20.0;8.0;72.0;0.0;0.0;99.0;7.0;87.0;6.0;3.0;94.0;3.0;12.0;13.0;28.0;5.0;42.0;31.0;32.0;27.0;2.0;9.0;50.0;23.0;13.0;4.0;10.0;47.0;28.0;19.0;2.0;4.0;16.0;30.0;46.0;2.0;5.0;12.0;24.0;60.0;2.0;2.0;16.0;36.0;42.0;3.0;4.0;12.0;31.0;50.0;3.0;4.0;4.0;12.0;40.0;19.0;25.0;12.0;23.0;42.0;13.0;10.0;10.0;17.0;33.0;20.0;20.0;10.0;26.0;43.0;12.0;10.0;51.0;31.0;17.0;0.0;0.0;33.0;35.0;31.0;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;
259;Higher management;2000;1.0;44.0;43.0;11.0;1.0;21.0;10.0;26.0;7.0;12.0;3.0;2.0;;;1.0;8.0;11.0;;;;;;;;;;;;;;17.0;52.0;23.0;7.0;61.0;33.0;6.0;6.0;;68.0;13.0;51.0;32.0;4.0;;;13.0;81.0;7.0;43.0;55.0;2.0;16.0;75.0;9.0;11.0;27.0;35.0;19.0;8.0;1.0;9.0;40.0;36.0;13.0;3.0;30.0;22.0;32.0;12.0;25.0;60.0;9.0;5.0;1.0;0.0;8.0;92.0;2.0;29.0;69.0;3.0;0.0;96.0;1.0;1.0;98.0;15.0;8.0;77.0;0.0;1.0;99.0;7.0;89.0;4.0;3.0;94.0;3.0;11.0;14.0;31.0;4.0;40.0;30.0;32.0;28.0;3.0;6.0;54.0;23.0;13.0;3.0;7.0;46.0;32.0;18.0;2.0;3.0;18.0;28.0;45.0;3.0;5.0;11.0;25.0;59.0;3.0;2.0;16.0;35.0;42.0;4.0;3.0;10.0;33.0;49.0;5.0;3.0;5.0;12.0;43.0;18.0;22.0;11.0;25.0;43.0;12.0;9.0;9.0;18.0;34.0;21.0;18.0;11.0;26.0;44.0;10.0;8.0;52.0;32.0;15.0;0.0;0.0;35.0;36.0;27.0;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;
260;Higher management;2001;1.0;42.0;43.0;12.0;2.0;21.0;8.0;26.0;6.0;11.0;3.0;2.0;;;2.0;7.0;13.0;;;;;;;;;;;;;;18.0;53.0;22.0;6.0;66.0;29.0;5.0;5.0;;67.0;12.0;50.0;34.0;5.0;;;12.0;81.0;7.0;39.0;57.0;3.0;15.0;76.0;9.0;14.0;25.0;35.0;21.0;6.0;2.0;8.0;41.0;37.0;12.0;4.0;29.0;22.0;32.0;14.0;21.0;59.0;10.0;7.0;2.0;1.0;11.0;89.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
