ID;Functions;Providers;Periods;HealthCareExpenditure_1
429;HC13: Outpatient curative care;HP72: Social health insurance agencies;2021;0
430;HC13: Outpatient curative care;HP72: Social health insurance agencies;2022;0
431;HC13: Outpatient curative care;HP72: Social health insurance agencies;2023;0
432;HC13: Outpatient curative care;HP73: Providers of health insurance;2021;0
433;HC13: Outpatient curative care;HP73: Providers of health insurance;2022;0
434;HC13: Outpatient curative care;HP73: Providers of health insurance;2023;0
435;HC13: Outpatient curative care;HP79: Other administration agencies;2021;3
436;HC13: Outpatient curative care;HP79: Other administration agencies;2022;3
437;HC13: Outpatient curative care;HP79: Other administration agencies;2023;3
438;HC13: Outpatient curative care;HP8: Rest of economy;2021;408
439;HC13: Outpatient curative care;HP8: Rest of economy;2022;400
440;HC13: Outpatient curative care;HP8: Rest of economy;2023;455
441;HC13: Outpatient curative care;HP81: Households prov. home health care;2021;0
442;HC13: Outpatient curative care;HP81: Households prov. home health care;2022;0
443;HC13: Outpatient curative care;HP81: Households prov. home health care;2023;0
444;HC13: Outpatient curative care;HP82: Secondary providers of health care;2021;408
445;HC13: Outpatient curative care;HP82: Secondary providers of health care;2022;400
446;HC13: Outpatient curative care;HP82: Secondary providers of health care;2023;455
447;HC13: Outpatient curative care;HP9: Rest of the world;2021;121
448;HC13: Outpatient curative care;HP9: Rest of the world;2022;195
449;HC13: Outpatient curative care;HP9: Rest of the world;2023;218
450;HC13.1: General outpatient curative care;Total health care providers;2021;4868
451;HC13.1: General outpatient curative care;Total health care providers;2022;5031
452;HC13.1: General outpatient curative care;Total health care providers;2023;5575
453;HC13.1: General outpatient curative care;HP1: Hospitals;2021;433
454;HC13.1: General outpatient curative care;HP1: Hospitals;2022;431
455;HC13.1: General outpatient curative care;HP1: Hospitals;2023;466
456;HC13.1: General outpatient curative care;HP11: General and university hospitals;2021;428
457;HC13.1: General outpatient curative care;HP11: General and university hospitals;2022;424
458;HC13.1: General outpatient curative care;HP11: General and university hospitals;2023;459
459;HC13.1: General outpatient curative care;HP12: Mental health institutions,;2021;4
460;HC13.1: General outpatient curative care;HP12: Mental health institutions,;2022;7
461;HC13.1: General outpatient curative care;HP12: Mental health institutions,;2023;7
462;HC13.1: General outpatient curative care;HP13: Specialised hospitals;2021;0
463;HC13.1: General outpatient curative care;HP13: Specialised hospitals;2022;0
464;HC13.1: General outpatient curative care;HP13: Specialised hospitals;2023;0
465;HC13.1: General outpatient curative care;HP2: Nursing and residential care facil.;2021;44
466;HC13.1: General outpatient curative care;HP2: Nursing and residential care facil.;2022;45
467;HC13.1: General outpatient curative care;HP2: Nursing and residential care facil.;2023;50
468;HC13.1: General outpatient curative care;HP21: Nursing care facilities;2021;44
469;HC13.1: General outpatient curative care;HP21: Nursing care facilities;2022;45
470;HC13.1: General outpatient curative care;HP21: Nursing care facilities;2023;50
471;HC13.1: General outpatient curative care;HP22-29: Facilities for the disabled;2021;0
472;HC13.1: General outpatient curative care;HP22-29: Facilities for the disabled;2022;0
473;HC13.1: General outpatient curative care;HP22-29: Facilities for the disabled;2023;0
474;HC13.1: General outpatient curative care;HP3: Providers of ambulatory health care;2021;4106
475;HC13.1: General outpatient curative care;HP3: Providers of ambulatory health care;2022;4225
476;HC13.1: General outpatient curative care;HP3: Providers of ambulatory health care;2023;4696
477;HC13.1: General outpatient curative care;HP31: Medical practices;2021;3523
478;HC13.1: General outpatient curative care;HP31: Medical practices;2022;3501
479;HC13.1: General outpatient curative care;HP31: Medical practices;2023;3892
480;HC13.1: General outpatient curative care;HP32: Dental practices;2021;0
481;HC13.1: General outpatient curative care;HP32: Dental practices;2022;0
482;HC13.1: General outpatient curative care;HP32: Dental practices;2023;0
483;HC13.1: General outpatient curative care;HP33 : Other health care practitioners;2021;28
484;HC13.1: General outpatient curative care;HP33 : Other health care practitioners;2022;48
485;HC13.1: General outpatient curative care;HP33 : Other health care practitioners;2023;53
486;HC13.1: General outpatient curative care;HP34: Ambulatory health care centres;2021;552
487;HC13.1: General outpatient curative care;HP34: Ambulatory health care centres;2022;673
488;HC13.1: General outpatient curative care;HP34: Ambulatory health care centres;2023;748
489;HC13.1: General outpatient curative care;HP35: Providers home healthcare services;2021;3
490;HC13.1: General outpatient curative care;HP35: Providers home healthcare services;2022;3
491;HC13.1: General outpatient curative care;HP35: Providers home healthcare services;2023;3
492;HC13.1: General outpatient curative care;HP4: Providers of ancillary services;2021;151
493;HC13.1: General outpatient curative care;HP4: Providers of ancillary services;2022;160
494;HC13.1: General outpatient curative care;HP4: Providers of ancillary services;2023;173
495;HC13.1: General outpatient curative care;HP41: Patient transportation, emergency;2021;0
496;HC13.1: General outpatient curative care;HP41: Patient transportation, emergency;2022;0
497;HC13.1: General outpatient curative care;HP41: Patient transportation, emergency;2023;0
498;HC13.1: General outpatient curative care;HP42-49: Laboratories, other anc. serv.;2021;151
499;HC13.1: General outpatient curative care;HP42-49: Laboratories, other anc. serv.;2022;160
500;HC13.1: General outpatient curative care;HP42-49: Laboratories, other anc. serv.;2023;173
501;HC13.1: General outpatient curative care;HP5: Retailers of medical goods;2021;5
502;HC13.1: General outpatient curative care;HP5: Retailers of medical goods;2022;5
503;HC13.1: General outpatient curative care;HP5: Retailers of medical goods;2023;6
504;HC13.1: General outpatient curative care;HP51: Pharmacies;2021;5
505;HC13.1: General outpatient curative care;HP51: Pharmacies;2022;5
506;HC13.1: General outpatient curative care;HP51: Pharmacies;2023;6
507;HC13.1: General outpatient curative care;HP52-59 : Suppl. med. appliances, other;2021;0
508;HC13.1: General outpatient curative care;HP52-59 : Suppl. med. appliances, other;2022;0
509;HC13.1: General outpatient curative care;HP52-59 : Suppl. med. appliances, other;2023;0
510;HC13.1: General outpatient curative care;HP6: Providers of preventive care;2021;9
511;HC13.1: General outpatient curative care;HP6: Providers of preventive care;2022;7
512;HC13.1: General outpatient curative care;HP6: Providers of preventive care;2023;8
513;HC13.1: General outpatient curative care;HP7: Healthcare adm. and financ.;2021;2
514;HC13.1: General outpatient curative care;HP7: Healthcare adm. and financ.;2022;1
515;HC13.1: General outpatient curative care;HP7: Healthcare adm. and financ.;2023;1
516;HC13.1: General outpatient curative care;HP71: Government health administration;2021;0
517;HC13.1: General outpatient curative care;HP71: Government health administration;2022;0
518;HC13.1: General outpatient curative care;HP71: Government health administration;2023;0
519;HC13.1: General outpatient curative care;HP72: Social health insurance agencies;2021;0
520;HC13.1: General outpatient curative care;HP72: Social health insurance agencies;2022;0
521;HC13.1: General outpatient curative care;HP72: Social health insurance agencies;2023;0
522;HC13.1: General outpatient curative care;HP73: Providers of health insurance;2021;0
523;HC13.1: General outpatient curative care;HP73: Providers of health insurance;2022;0
524;HC13.1: General outpatient curative care;HP73: Providers of health insurance;2023;0
525;HC13.1: General outpatient curative care;HP79: Other administration agencies;2021;2
526;HC13.1: General outpatient curative care;HP79: Other administration agencies;2022;1
527;HC13.1: General outpatient curative care;HP79: Other administration agencies;2023;1
528;HC13.1: General outpatient curative care;HP8: Rest of economy;2021;65
529;HC13.1: General outpatient curative care;HP8: Rest of economy;2022;71
530;HC13.1: General outpatient curative care;HP8: Rest of economy;2023;78
531;HC13.1: General outpatient curative care;HP81: Households prov. home health care;2021;0
532;HC13.1: General outpatient curative care;HP81: Households prov. home health care;2022;0
533;HC13.1: General outpatient curative care;HP81: Households prov. home health care;2023;0
534;HC13.1: General outpatient curative care;HP82: Secondary providers of health care;2021;65
535;HC13.1: General outpatient curative care;HP82: Secondary providers of health care;2022;71
536;HC13.1: General outpatient curative care;HP82: Secondary providers of health care;2023;78
537;HC13.1: General outpatient curative care;HP9: Rest of the world;2021;53
538;HC13.1: General outpatient curative care;HP9: Rest of the world;2022;85
539;HC13.1: General outpatient curative care;HP9: Rest of the world;2023;96
540;HC13.2: Outpatient dental care;Total health care providers;2021;2333
541;HC13.2: Outpatient dental care;Total health care providers;2022;2379
542;HC13.2: Outpatient dental care;Total health care providers;2023;2586
543;HC13.2: Outpatient dental care;HP1: Hospitals;2021;236
544;HC13.2: Outpatient dental care;HP1: Hospitals;2022;242
545;HC13.2: Outpatient dental care;HP1: Hospitals;2023;261
546;HC13.2: Outpatient dental care;HP11: General and university hospitals;2021;236
547;HC13.2: Outpatient dental care;HP11: General and university hospitals;2022;242
548;HC13.2: Outpatient dental care;HP11: General and university hospitals;2023;261
549;HC13.2: Outpatient dental care;HP12: Mental health institutions,;2021;0
550;HC13.2: Outpatient dental care;HP12: Mental health institutions,;2022;0
551;HC13.2: Outpatient dental care;HP12: Mental health institutions,;2023;0
552;HC13.2: Outpatient dental care;HP13: Specialised hospitals;2021;0
553;HC13.2: Outpatient dental care;HP13: Specialised hospitals;2022;0
554;HC13.2: Outpatient dental care;HP13: Specialised hospitals;2023;0
555;HC13.2: Outpatient dental care;HP2: Nursing and residential care facil.;2021;2
556;HC13.2: Outpatient dental care;HP2: Nursing and residential care facil.;2022;4
557;HC13.2: Outpatient dental care;HP2: Nursing and residential care facil.;2023;5
558;HC13.2: Outpatient dental care;HP21: Nursing care facilities;2021;2
559;HC13.2: Outpatient dental care;HP21: Nursing care facilities;2022;4
560;HC13.2: Outpatient dental care;HP21: Nursing care facilities;2023;5
561;HC13.2: Outpatient dental care;HP22-29: Facilities for the disabled;2021;0
562;HC13.2: Outpatient dental care;HP22-29: Facilities for the disabled;2022;0
563;HC13.2: Outpatient dental care;HP22-29: Facilities for the disabled;2023;0
564;HC13.2: Outpatient dental care;HP3: Providers of ambulatory health care;2021;2018
565;HC13.2: Outpatient dental care;HP3: Providers of ambulatory health care;2022;2031
566;HC13.2: Outpatient dental care;HP3: Providers of ambulatory health care;2023;2208
567;HC13.2: Outpatient dental care;HP31: Medical practices;2021;0
568;HC13.2: Outpatient dental care;HP31: Medical practices;2022;0
569;HC13.2: Outpatient dental care;HP31: Medical practices;2023;0
