ID;Sex;Characteristics;CaribbeanNetherlands;Periods;Persons_1;PersonalGrossIncomeMean_2;PersonalGrossIncomeMedian_3;PersonalIncomeMean_4;PersonalIncomeMedian_5
260;Total male and female;Pos. in hh.: Main earner with partner;Bonaire;2019;3900.0;43.9;31.9;38.1;30.5
261;Total male and female;Pos. in hh.: Main earner with partner;Bonaire;2020;3850.0;43.8;32.2;38.5;30.6
262;Total male and female;Pos. in hh.: Main earner with partner;Bonaire;2021;4000.0;45.1;33.4;39.6;31.5
263;Total male and female;Pos. in hh.: Main earner with partner;Bonaire;2022;4050.0;46.2;34.5;40.0;32.5
264;Total male and female;Pos. in hh.: Main earner with partner;St. Eustatius;2011;400.0;47.7;36.0;43.7;32.7
265;Total male and female;Pos. in hh.: Main earner with partner;St. Eustatius;2012;400.0;48.5;37.9;44.6;35.2
266;Total male and female;Pos. in hh.: Main earner with partner;St. Eustatius;2013;450.0;50.2;40.9;46.1;38.6
267;Total male and female;Pos. in hh.: Main earner with partner;St. Eustatius;2014;450.0;49.6;40.2;45.5;37.6
268;Total male and female;Pos. in hh.: Main earner with partner;St. Eustatius;2015;450.0;55.9;43.6;51.5;41.0
269;Total male and female;Pos. in hh.: Main earner with partner;St. Eustatius;2016;450.0;54.7;42.9;50.5;41.9
270;Total male and female;Pos. in hh.: Main earner with partner;St. Eustatius;2017;450.0;58.8;48.5;54.2;45.5
271;Total male and female;Pos. in hh.: Main earner with partner;St. Eustatius;2018;450.0;60.1;48.0;55.2;45.1
272;Total male and female;Pos. in hh.: Main earner with partner;St. Eustatius;2019;450.0;61.6;49.3;56.6;45.5
273;Total male and female;Pos. in hh.: Main earner with partner;St. Eustatius;2020;450.0;62.1;51.0;55.8;46.7
274;Total male and female;Pos. in hh.: Main earner with partner;St. Eustatius;2021;400.0;56.5;46.9;52.0;42.8
275;Total male and female;Pos. in hh.: Main earner with partner;St. Eustatius;2022;400.0;57.3;50.2;52.4;45.6
276;Total male and female;Pos. in hh.: Main earner with partner;Saba;2011;250.0;40.2;29.4;37.0;26.6
277;Total male and female;Pos. in hh.: Main earner with partner;Saba;2012;250.0;40.7;31.2;37.6;28.9
278;Total male and female;Pos. in hh.: Main earner with partner;Saba;2013;300.0;40.4;31.2;37.3;30.0
279;Total male and female;Pos. in hh.: Main earner with partner;Saba;2014;300.0;41.7;33.2;38.0;30.9
280;Total male and female;Pos. in hh.: Main earner with partner;Saba;2015;300.0;43.2;33.1;39.5;31.1
281;Total male and female;Pos. in hh.: Main earner with partner;Saba;2016;350.0;41.4;32.9;37.8;31.0
282;Total male and female;Pos. in hh.: Main earner with partner;Saba;2017;350.0;43.0;33.1;39.3;30.8
283;Total male and female;Pos. in hh.: Main earner with partner;Saba;2018;300.0;47.4;36.7;43.3;34.7
284;Total male and female;Pos. in hh.: Main earner with partner;Saba;2019;300.0;48.6;37.3;44.5;36.2
285;Total male and female;Pos. in hh.: Main earner with partner;Saba;2020;300.0;49.3;37.6;45.0;36.6
286;Total male and female;Pos. in hh.: Main earner with partner;Saba;2021;300.0;47.8;37.8;44.2;37.0
287;Total male and female;Pos. in hh.: Main earner with partner;Saba;2022;300.0;52.5;42.3;48.5;39.3
288;Total male and female;Pos. in hh.: Partner of main earner;Caribbean Netherlands;2011;2400.0;17.4;12.9;16.4;12.6
289;Total male and female;Pos. in hh.: Partner of main earner;Caribbean Netherlands;2012;2500.0;18.1;13.2;17.1;12.9
290;Total male and female;Pos. in hh.: Partner of main earner;Caribbean Netherlands;2013;2700.0;18.7;13.8;17.6;13.5
291;Total male and female;Pos. in hh.: Partner of main earner;Caribbean Netherlands;2014;2850.0;19.1;14.2;18.0;13.9
292;Total male and female;Pos. in hh.: Partner of main earner;Caribbean Netherlands;2015;2900.0;19.9;14.8;18.6;14.3
293;Total male and female;Pos. in hh.: Partner of main earner;Caribbean Netherlands;2016;3250.0;19.8;14.6;18.1;14.0
294;Total male and female;Pos. in hh.: Partner of main earner;Caribbean Netherlands;2017;3400.0;20.5;15.2;18.7;14.6
295;Total male and female;Pos. in hh.: Partner of main earner;Caribbean Netherlands;2018;3600.0;21.0;15.6;19.1;15.1
296;Total male and female;Pos. in hh.: Partner of main earner;Caribbean Netherlands;2019;3700.0;20.9;15.8;19.0;15.3
297;Total male and female;Pos. in hh.: Partner of main earner;Caribbean Netherlands;2020;3750.0;20.8;15.4;19.1;15.0
298;Total male and female;Pos. in hh.: Partner of main earner;Caribbean Netherlands;2021;3800.0;21.6;15.8;19.7;15.4
299;Total male and female;Pos. in hh.: Partner of main earner;Caribbean Netherlands;2022;3750.0;22.9;16.7;20.6;16.1
300;Total male and female;Pos. in hh.: Partner of main earner;Bonaire;2011;2000.0;16.9;12.7;15.9;12.4
301;Total male and female;Pos. in hh.: Partner of main earner;Bonaire;2012;2100.0;17.4;12.8;16.5;12.5
302;Total male and female;Pos. in hh.: Partner of main earner;Bonaire;2013;2250.0;18.0;13.6;17.0;13.3
303;Total male and female;Pos. in hh.: Partner of main earner;Bonaire;2014;2350.0;18.4;14.2;17.4;13.8
304;Total male and female;Pos. in hh.: Partner of main earner;Bonaire;2015;2400.0;19.1;14.5;17.9;14.0
305;Total male and female;Pos. in hh.: Partner of main earner;Bonaire;2016;2700.0;19.2;14.5;17.6;13.9
306;Total male and female;Pos. in hh.: Partner of main earner;Bonaire;2017;2850.0;20.0;15.0;18.2;14.5
307;Total male and female;Pos. in hh.: Partner of main earner;Bonaire;2018;3050.0;20.3;15.3;18.5;14.9
308;Total male and female;Pos. in hh.: Partner of main earner;Bonaire;2019;3150.0;20.0;15.5;18.3;15.1
309;Total male and female;Pos. in hh.: Partner of main earner;Bonaire;2020;3200.0;20.0;14.9;18.4;14.6
310;Total male and female;Pos. in hh.: Partner of main earner;Bonaire;2021;3250.0;20.8;15.6;18.9;15.0
311;Total male and female;Pos. in hh.: Partner of main earner;Bonaire;2022;3200.0;22.3;16.3;20.0;16.0
312;Total male and female;Pos. in hh.: Partner of main earner;St. Eustatius;2011;250.0;20.7;14.4;19.1;13.9
313;Total male and female;Pos. in hh.: Partner of main earner;St. Eustatius;2012;250.0;21.6;16.5;19.9;16.1
314;Total male and female;Pos. in hh.: Partner of main earner;St. Eustatius;2013;250.0;23.5;15.5;21.5;15.0
315;Total male and female;Pos. in hh.: Partner of main earner;St. Eustatius;2014;250.0;22.9;15.3;21.1;15.0
316;Total male and female;Pos. in hh.: Partner of main earner;St. Eustatius;2015;300.0;25.1;17.0;22.9;16.2
317;Total male and female;Pos. in hh.: Partner of main earner;St. Eustatius;2016;300.0;24.0;16.1;21.4;15.3
318;Total male and female;Pos. in hh.: Partner of main earner;St. Eustatius;2017;300.0;24.6;15.7;22.1;14.7
319;Total male and female;Pos. in hh.: Partner of main earner;St. Eustatius;2018;300.0;26.1;17.4;23.2;16.9
320;Total male and female;Pos. in hh.: Partner of main earner;St. Eustatius;2019;350.0;26.3;17.3;23.9;16.8
321;Total male and female;Pos. in hh.: Partner of main earner;St. Eustatius;2020;350.0;27.1;19.5;24.6;18.3
322;Total male and female;Pos. in hh.: Partner of main earner;St. Eustatius;2021;300.0;27.7;19.1;25.4;18.3
323;Total male and female;Pos. in hh.: Partner of main earner;St. Eustatius;2022;350.0;26.7;18.3;24.5;17.5
324;Total male and female;Pos. in hh.: Partner of main earner;Saba;2011;200.0;19.6;14.2;18.2;13.8
325;Total male and female;Pos. in hh.: Partner of main earner;Saba;2012;200.0;21.3;14.8;20.0;14.2
326;Total male and female;Pos. in hh.: Partner of main earner;Saba;2013;200.0;20.1;14.6;18.8;14.1
327;Total male and female;Pos. in hh.: Partner of main earner;Saba;2014;200.0;22.1;16.7;20.7;16.4
328;Total male and female;Pos. in hh.: Partner of main earner;Saba;2015;250.0;21.7;16.2;20.1;16.1
329;Total male and female;Pos. in hh.: Partner of main earner;Saba;2016;250.0;21.5;15.4;19.7;14.1
330;Total male and female;Pos. in hh.: Partner of main earner;Saba;2017;250.0;21.7;15.7;19.9;15.4
331;Total male and female;Pos. in hh.: Partner of main earner;Saba;2018;250.0;22.1;16.2;20.2;15.9
332;Total male and female;Pos. in hh.: Partner of main earner;Saba;2019;250.0;24.1;17.0;21.9;16.8
333;Total male and female;Pos. in hh.: Partner of main earner;Saba;2020;250.0;22.7;17.5;20.9;17.0
334;Total male and female;Pos. in hh.: Partner of main earner;Saba;2021;250.0;23.7;17.7;22.1;17.3
335;Total male and female;Pos. in hh.: Partner of main earner;Saba;2022;250.0;25.4;19.9;23.5;19.3
336;Total male and female;Pos. in hh.: Child underage;Caribbean Netherlands;2011;200.0;2.0;1.4;2.0;1.4
337;Total male and female;Pos. in hh.: Child underage;Caribbean Netherlands;2012;200.0;2.2;2.1;2.2;2.0
338;Total male and female;Pos. in hh.: Child underage;Caribbean Netherlands;2013;150.0;2.3;2.2;2.3;2.1
339;Total male and female;Pos. in hh.: Child underage;Caribbean Netherlands;2014;150.0;2.6;1.8;2.5;1.7
340;Total male and female;Pos. in hh.: Child underage;Caribbean Netherlands;2015;150.0;2.2;1.2;2.2;1.2
341;Total male and female;Pos. in hh.: Child underage;Caribbean Netherlands;2016;200.0;2.1;1.2;2.1;1.2
342;Total male and female;Pos. in hh.: Child underage;Caribbean Netherlands;2017;200.0;2.4;1.3;2.4;1.2
343;Total male and female;Pos. in hh.: Child underage;Caribbean Netherlands;2018;200.0;2.4;1.6;2.4;1.6
344;Total male and female;Pos. in hh.: Child underage;Caribbean Netherlands;2019;200.0;2.3;1.6;2.3;1.6
345;Total male and female;Pos. in hh.: Child underage;Caribbean Netherlands;2020;150.0;2.7;2.3;2.7;2.2
346;Total male and female;Pos. in hh.: Child underage;Caribbean Netherlands;2021;200.0;2.3;1.9;2.3;1.9
347;Total male and female;Pos. in hh.: Child underage;Caribbean Netherlands;2022;300.0;2.9;2.3;2.8;2.3
348;Total male and female;Pos. in hh.: Child underage;Bonaire;2011;200.0;2.0;1.3;1.9;1.3
349;Total male and female;Pos. in hh.: Child underage;Bonaire;2012;200.0;2.2;1.9;2.2;1.9
350;Total male and female;Pos. in hh.: Child underage;Bonaire;2013;150.0;2.2;2.0;2.2;1.9
351;Total male and female;Pos. in hh.: Child underage;Bonaire;2014;100.0;2.6;1.6;2.5;1.6
352;Total male and female;Pos. in hh.: Child underage;Bonaire;2015;150.0;2.2;1.2;2.2;1.2
353;Total male and female;Pos. in hh.: Child underage;Bonaire;2016;200.0;2.0;1.2;2.0;1.2
354;Total male and female;Pos. in hh.: Child underage;Bonaire;2017;200.0;2.4;1.2;2.3;1.2
355;Total male and female;Pos. in hh.: Child underage;Bonaire;2018;200.0;2.4;1.5;2.3;1.5
356;Total male and female;Pos. in hh.: Child underage;Bonaire;2019;150.0;2.3;1.5;2.2;1.5
357;Total male and female;Pos. in hh.: Child underage;Bonaire;2020;150.0;2.5;2.2;2.5;2.1
358;Total male and female;Pos. in hh.: Child underage;Bonaire;2021;200.0;2.2;1.7;2.1;1.6
359;Total male and female;Pos. in hh.: Child underage;Bonaire;2022;200.0;2.9;2.3;2.8;2.2
360;Total male and female;Pos. in hh.: Child underage;St. Eustatius;2011;0.0;;;;
361;Total male and female;Pos. in hh.: Child underage;St. Eustatius;2012;0.0;;;;
362;Total male and female;Pos. in hh.: Child underage;St. Eustatius;2013;0.0;;;;
363;Total male and female;Pos. in hh.: Child underage;St. Eustatius;2014;0.0;;;;
364;Total male and female;Pos. in hh.: Child underage;St. Eustatius;2015;0.0;;;;
365;Total male and female;Pos. in hh.: Child underage;St. Eustatius;2016;0.0;;;;
366;Total male and female;Pos. in hh.: Child underage;St. Eustatius;2017;0.0;;;;
367;Total male and female;Pos. in hh.: Child underage;St. Eustatius;2018;0.0;;;;
368;Total male and female;Pos. in hh.: Child underage;St. Eustatius;2019;0.0;;;;
369;Total male and female;Pos. in hh.: Child underage;St. Eustatius;2020;0.0;;;;
370;Total male and female;Pos. in hh.: Child underage;St. Eustatius;2021;0.0;;;;
371;Total male and female;Pos. in hh.: Child underage;St. Eustatius;2022;0.0;;;;
372;Total male and female;Pos. in hh.: Child underage;Saba;2011;0.0;;;;
373;Total male and female;Pos. in hh.: Child underage;Saba;2012;0.0;;;;
374;Total male and female;Pos. in hh.: Child underage;Saba;2013;0.0;;;;
375;Total male and female;Pos. in hh.: Child underage;Saba;2014;0.0;;;;
376;Total male and female;Pos. in hh.: Child underage;Saba;2015;0.0;;;;
377;Total male and female;Pos. in hh.: Child underage;Saba;2016;0.0;;;;
378;Total male and female;Pos. in hh.: Child underage;Saba;2017;0.0;;;;
379;Total male and female;Pos. in hh.: Child underage;Saba;2018;0.0;;;;
380;Total male and female;Pos. in hh.: Child underage;Saba;2019;0.0;;;;
381;Total male and female;Pos. in hh.: Child underage;Saba;2020;0.0;;;;
382;Total male and female;Pos. in hh.: Child underage;Saba;2021;0.0;;;;
383;Total male and female;Pos. in hh.: Child underage;Saba;2022;50.0;;;;
384;Total male and female;Pos. in hh.: Child of age;Caribbean Netherlands;2011;1100.0;17.2;12.9;16.1;12.6
385;Total male and female;Pos. in hh.: Child of age;Caribbean Netherlands;2012;1150.0;17.8;13.5;16.7;13.1
386;Total male and female;Pos. in hh.: Child of age;Caribbean Netherlands;2013;1200.0;17.8;13.4;16.8;13.1
387;Total male and female;Pos. in hh.: Child of age;Caribbean Netherlands;2014;1300.0;18.5;13.9;17.5;13.6
388;Total male and female;Pos. in hh.: Child of age;Caribbean Netherlands;2015;1450.0;18.1;12.7;16.9;12.3
389;Total male and female;Pos. in hh.: Child of age;Caribbean Netherlands;2016;1500.0;18.3;13.2;17.0;12.8
390;Total male and female;Pos. in hh.: Child of age;Caribbean Netherlands;2017;1650.0;18.8;13.7;17.5;13.4
391;Total male and female;Pos. in hh.: Child of age;Caribbean Netherlands;2018;1750.0;19.1;13.7;17.9;13.5
392;Total male and female;Pos. in hh.: Child of age;Caribbean Netherlands;2019;1800.0;19.2;13.8;18.0;13.5
393;Total male and female;Pos. in hh.: Child of age;Caribbean Netherlands;2020;1850.0;19.5;14.0;18.1;13.6
394;Total male and female;Pos. in hh.: Child of age;Caribbean Netherlands;2021;1850.0;19.5;14.1;18.2;13.9
395;Total male and female;Pos. in hh.: Child of age;Caribbean Netherlands;2022;1950.0;21.4;15.8;19.9;15.5
396;Total male and female;Pos. in hh.: Child of age;Bonaire;2011;900.0;16.0;12.6;15.0;12.3
397;Total male and female;Pos. in hh.: Child of age;Bonaire;2012;950.0;16.1;12.3;15.2;12.1
398;Total male and female;Pos. in hh.: Child of age;Bonaire;2013;1000.0;16.2;12.7;15.4;12.5
399;Total male and female;Pos. in hh.: Child of age;Bonaire;2014;1100.0;17.2;13.2;16.2;13.1
400;Total male and female;Pos. in hh.: Child of age;Bonaire;2015;1250.0;16.7;12.4;15.7;12.0
401;Total male and female;Pos. in hh.: Child of age;Bonaire;2016;1300.0;17.2;12.9;16.0;12.5
402;Total male and female;Pos. in hh.: Child of age;Bonaire;2017;1400.0;17.6;13.0;16.4;12.6
403;Total male and female;Pos. in hh.: Child of age;Bonaire;2018;1450.0;18.4;13.7;17.3;13.4
404;Total male and female;Pos. in hh.: Child of age;Bonaire;2019;1500.0;18.4;13.6;17.3;13.4
405;Total male and female;Pos. in hh.: Child of age;Bonaire;2020;1500.0;18.9;13.7;17.5;13.4
406;Total male and female;Pos. in hh.: Child of age;Bonaire;2021;1550.0;18.6;14.0;17.4;13.6
407;Total male and female;Pos. in hh.: Child of age;Bonaire;2022;1650.0;20.8;15.7;19.4;15.4
408;Total male and female;Pos. in hh.: Child of age;St. Eustatius;2011;100.0;25.3;19.4;23.6;16.9
409;Total male and female;Pos. in hh.: Child of age;St. Eustatius;2012;150.0;27.9;19.4;25.8;18.4
410;Total male and female;Pos. in hh.: Child of age;St. Eustatius;2013;150.0;29.7;23.3;27.6;22.6
411;Total male and female;Pos. in hh.: Child of age;St. Eustatius;2014;100.0;30.3;23.4;28.3;22.5
412;Total male and female;Pos. in hh.: Child of age;St. Eustatius;2015;100.0;32.0;23.4;30.0;22.2
413;Total male and female;Pos. in hh.: Child of age;St. Eustatius;2016;100.0;31.2;20.8;29.1;19.9
414;Total male and female;Pos. in hh.: Child of age;St. Eustatius;2017;150.0;28.2;18.5;26.7;17.9
415;Total male and female;Pos. in hh.: Child of age;St. Eustatius;2018;200.0;23.0;15.5;21.8;14.7
416;Total male and female;Pos. in hh.: Child of age;St. Eustatius;2019;200.0;24.4;16.3;23.1;16.1
417;Total male and female;Pos. in hh.: Child of age;St. Eustatius;2020;200.0;22.7;13.1;21.5;13.1
418;Total male and female;Pos. in hh.: Child of age;St. Eustatius;2021;200.0;23.7;13.9;22.5;14.0
419;Total male and female;Pos. in hh.: Child of age;St. Eustatius;2022;200.0;24.3;15.3;23.0;15.2
420;Total male and female;Pos. in hh.: Child of age;Saba;2011;50.0;;;;
421;Total male and female;Pos. in hh.: Child of age;Saba;2012;50.0;;;;
422;Total male and female;Pos. in hh.: Child of age;Saba;2013;50.0;;;;
423;Total male and female;Pos. in hh.: Child of age;Saba;2014;50.0;;;;
424;Total male and female;Pos. in hh.: Child of age;Saba;2015;100.0;;;;
425;Total male and female;Pos. in hh.: Child of age;Saba;2016;100.0;;;;
426;Total male and female;Pos. in hh.: Child of age;Saba;2017;100.0;;;;
427;Total male and female;Pos. in hh.: Child of age;Saba;2018;100.0;21.3;14.3;19.0;12.9
428;Total male and female;Pos. in hh.: Child of age;Saba;2019;100.0;19.8;13.6;18.0;12.8
429;Total male and female;Pos. in hh.: Child of age;Saba;2020;100.0;;;;
430;Total male and female;Pos. in hh.: Child of age;Saba;2021;100.0;;;;
431;Total male and female;Pos. in hh.: Child of age;Saba;2022;100.0;25.2;17.9;22.8;17.1
432;Total male and female;Pos. in hh.: Other member;Caribbean Netherlands;2011;1600.0;14.0;9.7;13.3;9.5
433;Total male and female;Pos. in hh.: Other member;Caribbean Netherlands;2012;1550.0;14.9;10.3;14.2;10.1
434;Total male and female;Pos. in hh.: Other member;Caribbean Netherlands;2013;1650.0;14.7;9.9;14.1;9.7
435;Total male and female;Pos. in hh.: Other member;Caribbean Netherlands;2014;1500.0;15.2;10.1;14.5;10.0
436;Total male and female;Pos. in hh.: Other member;Caribbean Netherlands;2015;1600.0;15.6;10.5;14.9;10.3
437;Total male and female;Pos. in hh.: Other member;Caribbean Netherlands;2016;1550.0;15.5;10.8;14.6;10.5
438;Total male and female;Pos. in hh.: Other member;Caribbean Netherlands;2017;1450.0;15.6;11.2;14.7;10.8
439;Total male and female;Pos. in hh.: Other member;Caribbean Netherlands;2018;1300.0;16.6;11.9;15.4;11.6
440;Total male and female;Pos. in hh.: Other member;Caribbean Netherlands;2019;1350.0;16.9;12.3;15.9;12.2
441;Total male and female;Pos. in hh.: Other member;Caribbean Netherlands;2020;1500.0;17.2;13.2;16.2;12.9
442;Total male and female;Pos. in hh.: Other member;Caribbean Netherlands;2021;1550.0;16.6;12.3;15.6;11.9
443;Total male and female;Pos. in hh.: Other member;Caribbean Netherlands;2022;1550.0;18.1;14.2;17.1;13.9
444;Total male and female;Pos. in hh.: Other member;Bonaire;2011;1350.0;13.5;9.9;12.9;9.7
445;Total male and female;Pos. in hh.: Other member;Bonaire;2012;1300.0;14.1;10.1;13.5;9.9
446;Total male and female;Pos. in hh.: Other member;Bonaire;2013;1400.0;14.1;9.6;13.5;9.3
447;Total male and female;Pos. in hh.: Other member;Bonaire;2014;1250.0;14.5;9.9;13.8;9.7
448;Total male and female;Pos. in hh.: Other member;Bonaire;2015;1400.0;15.1;10.5;14.4;10.3
449;Total male and female;Pos. in hh.: Other member;Bonaire;2016;1350.0;15.2;10.6;14.3;10.2
