ID;CountryUCI;SIC2008;CompanySize;Periods;Applicants_1;Applications_2;ApplicantsWithForeignCooperation_3;ApplicationsWithForeignCooperation_4;PatentApplicants_5;PatentApplications_6;ApplicantsWithForeignCooperation_7;ApplicationsWithForeignCooperation_8
231;Total domestic and foreign;02 Forestry and logging;Total employed persons;2019;;;;;;;;
232;Total domestic and foreign;02 Forestry and logging;Total employed persons;2020;;;;;;;;
233;Total domestic and foreign;02 Forestry and logging;Total employed persons;2021;;;;;;;;
234;Total domestic and foreign;02 Forestry and logging;0 to 49 employed persons;2013;;;;;;;;
235;Total domestic and foreign;02 Forestry and logging;0 to 49 employed persons;2014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
236;Total domestic and foreign;02 Forestry and logging;0 to 49 employed persons;2015;;;;;0.0;0.0;0.0;0.0
237;Total domestic and foreign;02 Forestry and logging;0 to 49 employed persons;2016;;;;;;;;
238;Total domestic and foreign;02 Forestry and logging;0 to 49 employed persons;2017;;;;;;;;
239;Total domestic and foreign;02 Forestry and logging;0 to 49 employed persons;2018;;;;;;;;
240;Total domestic and foreign;02 Forestry and logging;0 to 49 employed persons;2019;;;;;;;;
241;Total domestic and foreign;02 Forestry and logging;0 to 49 employed persons;2020;;;;;;;;
242;Total domestic and foreign;02 Forestry and logging;0 to 49 employed persons;2021;;;;;;;;
243;Total domestic and foreign;02 Forestry and logging;50 to 249 employed persons;2013;;;;;;;;
244;Total domestic and foreign;02 Forestry and logging;50 to 249 employed persons;2014;;;;;;;;
245;Total domestic and foreign;02 Forestry and logging;50 to 249 employed persons;2015;;;;;;;;
246;Total domestic and foreign;02 Forestry and logging;50 to 249 employed persons;2016;;;;;;;;
247;Total domestic and foreign;02 Forestry and logging;50 to 249 employed persons;2017;;;;;;;;
248;Total domestic and foreign;02 Forestry and logging;50 to 249 employed persons;2018;;;;;;;;
249;Total domestic and foreign;02 Forestry and logging;50 to 249 employed persons;2019;;;;;;;;
250;Total domestic and foreign;02 Forestry and logging;50 to 249 employed persons;2020;;;;;;;;
251;Total domestic and foreign;02 Forestry and logging;50 to 249 employed persons;2021;;;;;;;;
252;Total domestic and foreign;02 Forestry and logging;250 and more employed persons;2013;;;;;;;;
253;Total domestic and foreign;02 Forestry and logging;250 and more employed persons;2014;;;;;;;;
254;Total domestic and foreign;02 Forestry and logging;250 and more employed persons;2015;;;;;;;;
255;Total domestic and foreign;02 Forestry and logging;250 and more employed persons;2016;;;;;;;;
256;Total domestic and foreign;02 Forestry and logging;250 and more employed persons;2017;;;;;;;;
257;Total domestic and foreign;02 Forestry and logging;250 and more employed persons;2018;;;;;;;;
258;Total domestic and foreign;02 Forestry and logging;250 and more employed persons;2019;;;;;;;;
259;Total domestic and foreign;02 Forestry and logging;250 and more employed persons;2020;;;;;;;;
260;Total domestic and foreign;02 Forestry and logging;250 and more employed persons;2021;;;;;;;;
261;Total domestic and foreign;02 Forestry and logging;Employed persons unknown;2013;;;;;;;;
262;Total domestic and foreign;02 Forestry and logging;Employed persons unknown;2014;;;;;;;;
263;Total domestic and foreign;02 Forestry and logging;Employed persons unknown;2015;;;;;;;;
264;Total domestic and foreign;02 Forestry and logging;Employed persons unknown;2016;;;;;;;;
265;Total domestic and foreign;02 Forestry and logging;Employed persons unknown;2017;;;;;;;;
266;Total domestic and foreign;02 Forestry and logging;Employed persons unknown;2018;;;;;;;;
267;Total domestic and foreign;02 Forestry and logging;Employed persons unknown;2019;;;;;;;;
268;Total domestic and foreign;02 Forestry and logging;Employed persons unknown;2020;;;;;;;;
269;Total domestic and foreign;02 Forestry and logging;Employed persons unknown;2021;;;;;;;;
270;Total domestic and foreign;03 Fishing and aquaculture;Total employed persons;2013;;;;;;;;
271;Total domestic and foreign;03 Fishing and aquaculture;Total employed persons;2014;;;;;0.0;0.0;0.0;0.0
272;Total domestic and foreign;03 Fishing and aquaculture;Total employed persons;2015;;;;;;;;
273;Total domestic and foreign;03 Fishing and aquaculture;Total employed persons;2016;;;;;;;;
274;Total domestic and foreign;03 Fishing and aquaculture;Total employed persons;2017;;;;;0.0;0.0;0.0;0.0
275;Total domestic and foreign;03 Fishing and aquaculture;Total employed persons;2018;;;;;;;;
276;Total domestic and foreign;03 Fishing and aquaculture;Total employed persons;2019;;;;;0.0;0.0;0.0;0.0
277;Total domestic and foreign;03 Fishing and aquaculture;Total employed persons;2020;;;;;;;;
278;Total domestic and foreign;03 Fishing and aquaculture;Total employed persons;2021;;;;;;;;
279;Total domestic and foreign;03 Fishing and aquaculture;0 to 49 employed persons;2013;;;;;;;;
280;Total domestic and foreign;03 Fishing and aquaculture;0 to 49 employed persons;2014;;;;;0.0;0.0;0.0;0.0
281;Total domestic and foreign;03 Fishing and aquaculture;0 to 49 employed persons;2015;;;;;;;;
282;Total domestic and foreign;03 Fishing and aquaculture;0 to 49 employed persons;2016;;;;;;;;
283;Total domestic and foreign;03 Fishing and aquaculture;0 to 49 employed persons;2017;;;;;0.0;0.0;0.0;0.0
284;Total domestic and foreign;03 Fishing and aquaculture;0 to 49 employed persons;2018;;;;;;;;
285;Total domestic and foreign;03 Fishing and aquaculture;0 to 49 employed persons;2019;;;;;0.0;0.0;0.0;0.0
286;Total domestic and foreign;03 Fishing and aquaculture;0 to 49 employed persons;2020;;;;;;;;
287;Total domestic and foreign;03 Fishing and aquaculture;0 to 49 employed persons;2021;;;;;;;;
288;Total domestic and foreign;03 Fishing and aquaculture;50 to 249 employed persons;2013;;;;;;;;
289;Total domestic and foreign;03 Fishing and aquaculture;50 to 249 employed persons;2014;;;;;;;;
290;Total domestic and foreign;03 Fishing and aquaculture;50 to 249 employed persons;2015;;;;;;;;
291;Total domestic and foreign;03 Fishing and aquaculture;50 to 249 employed persons;2016;;;;;;;;
292;Total domestic and foreign;03 Fishing and aquaculture;50 to 249 employed persons;2017;;;;;;;;
293;Total domestic and foreign;03 Fishing and aquaculture;50 to 249 employed persons;2018;;;;;;;;
294;Total domestic and foreign;03 Fishing and aquaculture;50 to 249 employed persons;2019;;;;;;;;
295;Total domestic and foreign;03 Fishing and aquaculture;50 to 249 employed persons;2020;;;;;;;;
296;Total domestic and foreign;03 Fishing and aquaculture;50 to 249 employed persons;2021;;;;;;;;
297;Total domestic and foreign;03 Fishing and aquaculture;250 and more employed persons;2013;;;;;;;;
298;Total domestic and foreign;03 Fishing and aquaculture;250 and more employed persons;2014;;;;;;;;
299;Total domestic and foreign;03 Fishing and aquaculture;250 and more employed persons;2015;;;;;;;;
300;Total domestic and foreign;03 Fishing and aquaculture;250 and more employed persons;2016;;;;;;;;
301;Total domestic and foreign;03 Fishing and aquaculture;250 and more employed persons;2017;;;;;;;;
302;Total domestic and foreign;03 Fishing and aquaculture;250 and more employed persons;2018;;;;;;;;
303;Total domestic and foreign;03 Fishing and aquaculture;250 and more employed persons;2019;;;;;;;;
304;Total domestic and foreign;03 Fishing and aquaculture;250 and more employed persons;2020;;;;;;;;
305;Total domestic and foreign;03 Fishing and aquaculture;250 and more employed persons;2021;;;;;;;;
306;Total domestic and foreign;03 Fishing and aquaculture;Employed persons unknown;2013;;;;;;;;
307;Total domestic and foreign;03 Fishing and aquaculture;Employed persons unknown;2014;;;;;;;;
308;Total domestic and foreign;03 Fishing and aquaculture;Employed persons unknown;2015;;;;;;;;
309;Total domestic and foreign;03 Fishing and aquaculture;Employed persons unknown;2016;;;;;;;;
310;Total domestic and foreign;03 Fishing and aquaculture;Employed persons unknown;2017;;;;;;;;
311;Total domestic and foreign;03 Fishing and aquaculture;Employed persons unknown;2018;;;;;;;;
312;Total domestic and foreign;03 Fishing and aquaculture;Employed persons unknown;2019;;;;;;;;
313;Total domestic and foreign;03 Fishing and aquaculture;Employed persons unknown;2020;;;;;;;;
314;Total domestic and foreign;03 Fishing and aquaculture;Employed persons unknown;2021;;;;;;;;
315;Total domestic and foreign;B Mining and quarrying;Total employed persons;2013;;;;;;;;
316;Total domestic and foreign;B Mining and quarrying;Total employed persons;2014;5.0;135.0;0.0;115.0;5.0;5.0;0.0;0.0
317;Total domestic and foreign;B Mining and quarrying;Total employed persons;2015;5.0;120.0;0.0;105.0;5.0;10.0;0.0;0.0
318;Total domestic and foreign;B Mining and quarrying;Total employed persons;2016;5.0;110.0;0.0;105.0;5.0;10.0;0.0;0.0
319;Total domestic and foreign;B Mining and quarrying;Total employed persons;2017;0.0;5.0;0.0;0.0;0.0;5.0;0.0;0.0
320;Total domestic and foreign;B Mining and quarrying;Total employed persons;2018;0.0;5.0;0.0;0.0;0.0;5.0;0.0;0.0
321;Total domestic and foreign;B Mining and quarrying;Total employed persons;2019;5.0;5.0;0.0;0.0;5.0;5.0;0.0;0.0
322;Total domestic and foreign;B Mining and quarrying;Total employed persons;2020;5.0;10.0;0.0;0.0;5.0;10.0;0.0;0.0
323;Total domestic and foreign;B Mining and quarrying;Total employed persons;2021;5.0;5.0;0.0;0.0;5.0;5.0;0.0;0.0
324;Total domestic and foreign;B Mining and quarrying;0 to 49 employed persons;2013;;;;;;;;
325;Total domestic and foreign;B Mining and quarrying;0 to 49 employed persons;2014;;;;;0.0;0.0;0.0;0.0
326;Total domestic and foreign;B Mining and quarrying;0 to 49 employed persons;2015;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
327;Total domestic and foreign;B Mining and quarrying;0 to 49 employed persons;2016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
328;Total domestic and foreign;B Mining and quarrying;0 to 49 employed persons;2017;;;;;0.0;0.0;0.0;0.0
329;Total domestic and foreign;B Mining and quarrying;0 to 49 employed persons;2018;;;;;0.0;0.0;0.0;0.0
330;Total domestic and foreign;B Mining and quarrying;0 to 49 employed persons;2019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
331;Total domestic and foreign;B Mining and quarrying;0 to 49 employed persons;2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
332;Total domestic and foreign;B Mining and quarrying;0 to 49 employed persons;2021;;;;;0.0;0.0;0.0;0.0
333;Total domestic and foreign;B Mining and quarrying;50 to 249 employed persons;2013;;;;;;;;
334;Total domestic and foreign;B Mining and quarrying;50 to 249 employed persons;2014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
335;Total domestic and foreign;B Mining and quarrying;50 to 249 employed persons;2015;;;;;0.0;0.0;0.0;0.0
336;Total domestic and foreign;B Mining and quarrying;50 to 249 employed persons;2016;0.0;0.0;0.0;0.0;;;;
337;Total domestic and foreign;B Mining and quarrying;50 to 249 employed persons;2017;;;;;;;;
338;Total domestic and foreign;B Mining and quarrying;50 to 249 employed persons;2018;;;;;;;;
339;Total domestic and foreign;B Mining and quarrying;50 to 249 employed persons;2019;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0
340;Total domestic and foreign;B Mining and quarrying;50 to 249 employed persons;2020;0.0;5.0;0.0;0.0;0.0;5.0;0.0;0.0
341;Total domestic and foreign;B Mining and quarrying;50 to 249 employed persons;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
342;Total domestic and foreign;B Mining and quarrying;250 and more employed persons;2013;;;;;;;;
343;Total domestic and foreign;B Mining and quarrying;250 and more employed persons;2014;0.0;135.0;0.0;115.0;0.0;5.0;0.0;0.0
344;Total domestic and foreign;B Mining and quarrying;250 and more employed persons;2015;0.0;115.0;0.0;105.0;0.0;5.0;0.0;0.0
345;Total domestic and foreign;B Mining and quarrying;250 and more employed persons;2016;5.0;110.0;0.0;105.0;5.0;5.0;0.0;0.0
346;Total domestic and foreign;B Mining and quarrying;250 and more employed persons;2017;0.0;5.0;0.0;0.0;0.0;5.0;0.0;0.0
347;Total domestic and foreign;B Mining and quarrying;250 and more employed persons;2018;0.0;5.0;0.0;0.0;0.0;5.0;0.0;0.0
348;Total domestic and foreign;B Mining and quarrying;250 and more employed persons;2019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
349;Total domestic and foreign;B Mining and quarrying;250 and more employed persons;2020;0.0;5.0;0.0;0.0;0.0;5.0;0.0;0.0
350;Total domestic and foreign;B Mining and quarrying;250 and more employed persons;2021;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
351;Total domestic and foreign;B Mining and quarrying;Employed persons unknown;2013;;;;;;;;
352;Total domestic and foreign;B Mining and quarrying;Employed persons unknown;2014;;;;;;;;
353;Total domestic and foreign;B Mining and quarrying;Employed persons unknown;2015;;;;;;;;
354;Total domestic and foreign;B Mining and quarrying;Employed persons unknown;2016;;;;;;;;
355;Total domestic and foreign;B Mining and quarrying;Employed persons unknown;2017;;;;;;;;
356;Total domestic and foreign;B Mining and quarrying;Employed persons unknown;2018;;;;;;;;
357;Total domestic and foreign;B Mining and quarrying;Employed persons unknown;2019;;;;;;;;
358;Total domestic and foreign;B Mining and quarrying;Employed persons unknown;2020;;;;;;;;
359;Total domestic and foreign;B Mining and quarrying;Employed persons unknown;2021;;;;;;;;
360;Total domestic and foreign;B-E Industry (no construction), energy;Total employed persons;2013;240.0;2595.0;20.0;295.0;275.0;435.0;0.0;0.0
361;Total domestic and foreign;B-E Industry (no construction), energy;Total employed persons;2014;250.0;2950.0;20.0;345.0;255.0;540.0;5.0;10.0
362;Total domestic and foreign;B-E Industry (no construction), energy;Total employed persons;2015;280.0;3230.0;20.0;320.0;270.0;625.0;5.0;5.0
363;Total domestic and foreign;B-E Industry (no construction), energy;Total employed persons;2016;300.0;3025.0;20.0;365.0;305.0;590.0;0.0;0.0
364;Total domestic and foreign;B-E Industry (no construction), energy;Total employed persons;2017;270.0;2780.0;15.0;120.0;275.0;645.0;5.0;5.0
365;Total domestic and foreign;B-E Industry (no construction), energy;Total employed persons;2018;280.0;2630.0;30.0;105.0;270.0;625.0;5.0;5.0
366;Total domestic and foreign;B-E Industry (no construction), energy;Total employed persons;2019;305.0;2660.0;25.0;50.0;285.0;710.0;5.0;5.0
367;Total domestic and foreign;B-E Industry (no construction), energy;Total employed persons;2020;320.0;2705.0;20.0;60.0;295.0;600.0;0.0;5.0
368;Total domestic and foreign;B-E Industry (no construction), energy;Total employed persons;2021;275.0;2240.0;15.0;45.0;295.0;565.0;0.0;0.0
369;Total domestic and foreign;B-E Industry (no construction), energy;0 to 49 employed persons;2013;85.0;105.0;0.0;0.0;155.0;175.0;0.0;0.0
370;Total domestic and foreign;B-E Industry (no construction), energy;0 to 49 employed persons;2014;85.0;110.0;5.0;5.0;135.0;170.0;5.0;5.0
371;Total domestic and foreign;B-E Industry (no construction), energy;0 to 49 employed persons;2015;110.0;180.0;5.0;5.0;130.0;150.0;0.0;0.0
372;Total domestic and foreign;B-E Industry (no construction), energy;0 to 49 employed persons;2016;115.0;190.0;0.0;0.0;150.0;190.0;0.0;0.0
373;Total domestic and foreign;B-E Industry (no construction), energy;0 to 49 employed persons;2017;95.0;120.0;0.0;0.0;120.0;155.0;0.0;0.0
374;Total domestic and foreign;B-E Industry (no construction), energy;0 to 49 employed persons;2018;110.0;135.0;5.0;5.0;135.0;180.0;0.0;0.0
375;Total domestic and foreign;B-E Industry (no construction), energy;0 to 49 employed persons;2019;110.0;160.0;5.0;10.0;130.0;185.0;0.0;5.0
376;Total domestic and foreign;B-E Industry (no construction), energy;0 to 49 employed persons;2020;130.0;185.0;0.0;0.0;135.0;165.0;0.0;0.0
377;Total domestic and foreign;B-E Industry (no construction), energy;0 to 49 employed persons;2021;100.0;135.0;5.0;5.0;145.0;180.0;0.0;0.0
378;Total domestic and foreign;B-E Industry (no construction), energy;50 to 249 employed persons;2013;75.0;135.0;0.0;0.0;75.0;125.0;0.0;0.0
379;Total domestic and foreign;B-E Industry (no construction), energy;50 to 249 employed persons;2014;80.0;145.0;0.0;0.0;75.0;110.0;0.0;0.0
380;Total domestic and foreign;B-E Industry (no construction), energy;50 to 249 employed persons;2015;85.0;185.0;5.0;5.0;80.0;140.0;0.0;0.0
381;Total domestic and foreign;B-E Industry (no construction), energy;50 to 249 employed persons;2016;100.0;170.0;5.0;5.0;100.0;145.0;0.0;0.0
382;Total domestic and foreign;B-E Industry (no construction), energy;50 to 249 employed persons;2017;80.0;150.0;0.0;0.0;95.0;160.0;0.0;0.0
383;Total domestic and foreign;B-E Industry (no construction), energy;50 to 249 employed persons;2018;90.0;175.0;5.0;10.0;80.0;130.0;0.0;0.0
384;Total domestic and foreign;B-E Industry (no construction), energy;50 to 249 employed persons;2019;110.0;230.0;5.0;5.0;95.0;155.0;0.0;0.0
385;Total domestic and foreign;B-E Industry (no construction), energy;50 to 249 employed persons;2020;90.0;205.0;5.0;5.0;90.0;145.0;0.0;0.0
386;Total domestic and foreign;B-E Industry (no construction), energy;50 to 249 employed persons;2021;75.0;175.0;0.0;0.0;80.0;140.0;0.0;0.0
387;Total domestic and foreign;B-E Industry (no construction), energy;250 and more employed persons;2013;80.0;2360.0;15.0;290.0;40.0;135.0;0.0;0.0
388;Total domestic and foreign;B-E Industry (no construction), energy;250 and more employed persons;2014;85.0;2695.0;15.0;340.0;50.0;260.0;0.0;0.0
