ID;Beroep;Geslacht;Leeftijd;BurgerlijkeStaat;Personen_1
289;Totaal van Staat 1A en 1B;Totaal mannen en vrouwen;70 jaar en ouder;Ongehuwd;6589.0
290;Totaal van Staat 1A en 1B;Totaal mannen en vrouwen;70 jaar en ouder;Gehuwd of gehuwd geweest;42775.0
291;Totaal van Staat 1A en 1B;Totaal mannen en vrouwen;Leeftijd onbekend;Totaal alle burgerlijke staten;19.0
292;Totaal van Staat 1A en 1B;Totaal mannen en vrouwen;Leeftijd onbekend;Ongehuwd;10.0
293;Totaal van Staat 1A en 1B;Totaal mannen en vrouwen;Leeftijd onbekend;Gehuwd of gehuwd geweest;9.0
294;Totaal van Staat 1A en 1B;Mannen;Totaal van alle leeftijden;Totaal alle burgerlijke staten;2418237.0
295;Totaal van Staat 1A en 1B;Mannen;Totaal van alle leeftijden;Ongehuwd;944585.0
296;Totaal van Staat 1A en 1B;Mannen;Totaal van alle leeftijden;Gehuwd of gehuwd geweest;1473652.0
297;Totaal van Staat 1A en 1B;Mannen;Beneden 14 jaar;Totaal alle burgerlijke staten;1093.0
298;Totaal van Staat 1A en 1B;Mannen;Beneden 14 jaar;Ongehuwd;1093.0
299;Totaal van Staat 1A en 1B;Mannen;Beneden 14 jaar;Gehuwd of gehuwd geweest;
300;Totaal van Staat 1A en 1B;Mannen;14-17 jaar;Totaal alle burgerlijke staten;197426.0
301;Totaal van Staat 1A en 1B;Mannen;14-17 jaar;Ongehuwd;197350.0
302;Totaal van Staat 1A en 1B;Mannen;14-17 jaar;Gehuwd of gehuwd geweest;76.0
303;Totaal van Staat 1A en 1B;Mannen;18 en 19 jaar;Totaal alle burgerlijke staten;128322.0
304;Totaal van Staat 1A en 1B;Mannen;18 en 19 jaar;Ongehuwd;127658.0
305;Totaal van Staat 1A en 1B;Mannen;18 en 19 jaar;Gehuwd of gehuwd geweest;664.0
306;Totaal van Staat 1A en 1B;Mannen;20 jaar;Totaal alle burgerlijke staten;64935.0
307;Totaal van Staat 1A en 1B;Mannen;20 jaar;Ongehuwd;63681.0
308;Totaal van Staat 1A en 1B;Mannen;20 jaar;Gehuwd of gehuwd geweest;1254.0
309;Totaal van Staat 1A en 1B;Mannen;21-24 jaar;Totaal alle burgerlijke staten;263130.0
310;Totaal van Staat 1A en 1B;Mannen;21-24 jaar;Ongehuwd;228334.0
311;Totaal van Staat 1A en 1B;Mannen;21-24 jaar;Gehuwd of gehuwd geweest;34796.0
312;Totaal van Staat 1A en 1B;Mannen;25-29 jaar;Totaal alle burgerlijke staten;312981.0
313;Totaal van Staat 1A en 1B;Mannen;25-29 jaar;Ongehuwd;151178.0
314;Totaal van Staat 1A en 1B;Mannen;25-29 jaar;Gehuwd of gehuwd geweest;161803.0
315;Totaal van Staat 1A en 1B;Mannen;30-39 jaar;Totaal alle burgerlijke staten;526530.0
316;Totaal van Staat 1A en 1B;Mannen;30-39 jaar;Ongehuwd;86451.0
317;Totaal van Staat 1A en 1B;Mannen;30-39 jaar;Gehuwd of gehuwd geweest;440079.0
318;Totaal van Staat 1A en 1B;Mannen;40-49 jaar;Totaal alle burgerlijke staten;414044.0
319;Totaal van Staat 1A en 1B;Mannen;40-49 jaar;Ongehuwd;41814.0
320;Totaal van Staat 1A en 1B;Mannen;40-49 jaar;Gehuwd of gehuwd geweest;372230.0
321;Totaal van Staat 1A en 1B;Mannen;50-59 jaar;Totaal alle burgerlijke staten;310680.0
322;Totaal van Staat 1A en 1B;Mannen;50-59 jaar;Ongehuwd;29003.0
323;Totaal van Staat 1A en 1B;Mannen;50-59 jaar;Gehuwd of gehuwd geweest;281677.0
324;Totaal van Staat 1A en 1B;Mannen;60-64 jaar;Totaal alle burgerlijke staten;99205.0
325;Totaal van Staat 1A en 1B;Mannen;60-64 jaar;Ongehuwd;8740.0
326;Totaal van Staat 1A en 1B;Mannen;60-64 jaar;Gehuwd of gehuwd geweest;90465.0
327;Totaal van Staat 1A en 1B;Mannen;65-69 jaar;Totaal alle burgerlijke staten;59392.0
328;Totaal van Staat 1A en 1B;Mannen;65-69 jaar;Ongehuwd;5444.0
329;Totaal van Staat 1A en 1B;Mannen;65-69 jaar;Gehuwd of gehuwd geweest;53948.0
330;Totaal van Staat 1A en 1B;Mannen;70 jaar en ouder;Totaal alle burgerlijke staten;40489.0
331;Totaal van Staat 1A en 1B;Mannen;70 jaar en ouder;Ongehuwd;3833.0
332;Totaal van Staat 1A en 1B;Mannen;70 jaar en ouder;Gehuwd of gehuwd geweest;36656.0
333;Totaal van Staat 1A en 1B;Mannen;Leeftijd onbekend;Totaal alle burgerlijke staten;10.0
334;Totaal van Staat 1A en 1B;Mannen;Leeftijd onbekend;Ongehuwd;6.0
335;Totaal van Staat 1A en 1B;Mannen;Leeftijd onbekend;Gehuwd of gehuwd geweest;4.0
336;Totaal van Staat 1A en 1B;Vrouwen;Totaal van alle leeftijden;Totaal alle burgerlijke staten;767579.0
337;Totaal van Staat 1A en 1B;Vrouwen;Totaal van alle leeftijden;Ongehuwd;622367.0
338;Totaal van Staat 1A en 1B;Vrouwen;Totaal van alle leeftijden;Gehuwd of gehuwd geweest;145212.0
339;Totaal van Staat 1A en 1B;Vrouwen;Beneden 14 jaar;Totaal alle burgerlijke staten;769.0
340;Totaal van Staat 1A en 1B;Vrouwen;Beneden 14 jaar;Ongehuwd;769.0
341;Totaal van Staat 1A en 1B;Vrouwen;Beneden 14 jaar;Gehuwd of gehuwd geweest;
342;Totaal van Staat 1A en 1B;Vrouwen;14-17 jaar;Totaal alle burgerlijke staten;129506.0
343;Totaal van Staat 1A en 1B;Vrouwen;14-17 jaar;Ongehuwd;129441.0
344;Totaal van Staat 1A en 1B;Vrouwen;14-17 jaar;Gehuwd of gehuwd geweest;65.0
345;Totaal van Staat 1A en 1B;Vrouwen;18 en 19 jaar;Totaal alle burgerlijke staten;86634.0
346;Totaal van Staat 1A en 1B;Vrouwen;18 en 19 jaar;Ongehuwd;86364.0
347;Totaal van Staat 1A en 1B;Vrouwen;18 en 19 jaar;Gehuwd of gehuwd geweest;270.0
348;Totaal van Staat 1A en 1B;Vrouwen;20 jaar;Totaal alle burgerlijke staten;42198.0
349;Totaal van Staat 1A en 1B;Vrouwen;20 jaar;Ongehuwd;41796.0
350;Totaal van Staat 1A en 1B;Vrouwen;20 jaar;Gehuwd of gehuwd geweest;402.0
351;Totaal van Staat 1A en 1B;Vrouwen;21-24 jaar;Totaal alle burgerlijke staten;138617.0
352;Totaal van Staat 1A en 1B;Vrouwen;21-24 jaar;Ongehuwd;133640.0
353;Totaal van Staat 1A en 1B;Vrouwen;21-24 jaar;Gehuwd of gehuwd geweest;4977.0
354;Totaal van Staat 1A en 1B;Vrouwen;25-29 jaar;Totaal alle burgerlijke staten;95982.0
355;Totaal van Staat 1A en 1B;Vrouwen;25-29 jaar;Ongehuwd;81736.0
356;Totaal van Staat 1A en 1B;Vrouwen;25-29 jaar;Gehuwd of gehuwd geweest;14246.0
357;Totaal van Staat 1A en 1B;Vrouwen;30-39 jaar;Totaal alle burgerlijke staten;105535.0
358;Totaal van Staat 1A en 1B;Vrouwen;30-39 jaar;Ongehuwd;69258.0
359;Totaal van Staat 1A en 1B;Vrouwen;30-39 jaar;Gehuwd of gehuwd geweest;36277.0
360;Totaal van Staat 1A en 1B;Vrouwen;40-49 jaar;Totaal alle burgerlijke staten;75240.0
361;Totaal van Staat 1A en 1B;Vrouwen;40-49 jaar;Ongehuwd;40418.0
362;Totaal van Staat 1A en 1B;Vrouwen;40-49 jaar;Gehuwd of gehuwd geweest;34822.0
363;Totaal van Staat 1A en 1B;Vrouwen;50-59 jaar;Totaal alle burgerlijke staten;55814.0
364;Totaal van Staat 1A en 1B;Vrouwen;50-59 jaar;Ongehuwd;25374.0
365;Totaal van Staat 1A en 1B;Vrouwen;50-59 jaar;Gehuwd of gehuwd geweest;30440.0
366;Totaal van Staat 1A en 1B;Vrouwen;60-64 jaar;Totaal alle burgerlijke staten;17836.0
367;Totaal van Staat 1A en 1B;Vrouwen;60-64 jaar;Ongehuwd;7009.0
368;Totaal van Staat 1A en 1B;Vrouwen;60-64 jaar;Gehuwd of gehuwd geweest;10827.0
369;Totaal van Staat 1A en 1B;Vrouwen;65-69 jaar;Totaal alle burgerlijke staten;10564.0
370;Totaal van Staat 1A en 1B;Vrouwen;65-69 jaar;Ongehuwd;3802.0
371;Totaal van Staat 1A en 1B;Vrouwen;65-69 jaar;Gehuwd of gehuwd geweest;6762.0
372;Totaal van Staat 1A en 1B;Vrouwen;70 jaar en ouder;Totaal alle burgerlijke staten;8875.0
373;Totaal van Staat 1A en 1B;Vrouwen;70 jaar en ouder;Ongehuwd;2756.0
374;Totaal van Staat 1A en 1B;Vrouwen;70 jaar en ouder;Gehuwd of gehuwd geweest;6119.0
375;Totaal van Staat 1A en 1B;Vrouwen;Leeftijd onbekend;Totaal alle burgerlijke staten;9.0
376;Totaal van Staat 1A en 1B;Vrouwen;Leeftijd onbekend;Ongehuwd;4.0
377;Totaal van Staat 1A en 1B;Vrouwen;Leeftijd onbekend;Gehuwd of gehuwd geweest;5.0
378;Totaal van Staat 1A;Totaal mannen en vrouwen;Totaal van alle leeftijden;Totaal alle burgerlijke staten;730960.0
379;Totaal van Staat 1A;Totaal mannen en vrouwen;Totaal van alle leeftijden;Ongehuwd;101109.0
380;Totaal van Staat 1A;Totaal mannen en vrouwen;Totaal van alle leeftijden;Gehuwd of gehuwd geweest;629851.0
381;Totaal van Staat 1A;Totaal mannen en vrouwen;Beneden 14 jaar;Totaal alle burgerlijke staten;6.0
382;Totaal van Staat 1A;Totaal mannen en vrouwen;Beneden 14 jaar;Ongehuwd;6.0
383;Totaal van Staat 1A;Totaal mannen en vrouwen;Beneden 14 jaar;Gehuwd of gehuwd geweest;
384;Totaal van Staat 1A;Totaal mannen en vrouwen;14-17 jaar;Totaal alle burgerlijke staten;1536.0
385;Totaal van Staat 1A;Totaal mannen en vrouwen;14-17 jaar;Ongehuwd;1528.0
386;Totaal van Staat 1A;Totaal mannen en vrouwen;14-17 jaar;Gehuwd of gehuwd geweest;8.0
387;Totaal van Staat 1A;Totaal mannen en vrouwen;18 en 19 jaar;Totaal alle burgerlijke staten;2833.0
388;Totaal van Staat 1A;Totaal mannen en vrouwen;18 en 19 jaar;Ongehuwd;2712.0
389;Totaal van Staat 1A;Totaal mannen en vrouwen;18 en 19 jaar;Gehuwd of gehuwd geweest;121.0
390;Totaal van Staat 1A;Totaal mannen en vrouwen;20 jaar;Totaal alle burgerlijke staten;2290.0
391;Totaal van Staat 1A;Totaal mannen en vrouwen;20 jaar;Ongehuwd;2046.0
392;Totaal van Staat 1A;Totaal mannen en vrouwen;20 jaar;Gehuwd of gehuwd geweest;244.0
393;Totaal van Staat 1A;Totaal mannen en vrouwen;21-24 jaar;Totaal alle burgerlijke staten;22260.0
394;Totaal van Staat 1A;Totaal mannen en vrouwen;21-24 jaar;Ongehuwd;14562.0
395;Totaal van Staat 1A;Totaal mannen en vrouwen;21-24 jaar;Gehuwd of gehuwd geweest;7698.0
396;Totaal van Staat 1A;Totaal mannen en vrouwen;25-29 jaar;Totaal alle burgerlijke staten;62984.0
397;Totaal van Staat 1A;Totaal mannen en vrouwen;25-29 jaar;Ongehuwd;18233.0
398;Totaal van Staat 1A;Totaal mannen en vrouwen;25-29 jaar;Gehuwd of gehuwd geweest;44751.0
399;Totaal van Staat 1A;Totaal mannen en vrouwen;30-39 jaar;Totaal alle burgerlijke staten;174220.0
400;Totaal van Staat 1A;Totaal mannen en vrouwen;30-39 jaar;Ongehuwd;19648.0
401;Totaal van Staat 1A;Totaal mannen en vrouwen;30-39 jaar;Gehuwd of gehuwd geweest;154572.0
402;Totaal van Staat 1A;Totaal mannen en vrouwen;40-49 jaar;Totaal alle burgerlijke staten;183747.0
403;Totaal van Staat 1A;Totaal mannen en vrouwen;40-49 jaar;Ongehuwd;16690.0
404;Totaal van Staat 1A;Totaal mannen en vrouwen;40-49 jaar;Gehuwd of gehuwd geweest;167057.0
405;Totaal van Staat 1A;Totaal mannen en vrouwen;50-59 jaar;Totaal alle burgerlijke staten;159066.0
406;Totaal van Staat 1A;Totaal mannen en vrouwen;50-59 jaar;Ongehuwd;14811.0
407;Totaal van Staat 1A;Totaal mannen en vrouwen;50-59 jaar;Gehuwd of gehuwd geweest;144255.0
408;Totaal van Staat 1A;Totaal mannen en vrouwen;60-64 jaar;Totaal alle burgerlijke staten;55176.0
409;Totaal van Staat 1A;Totaal mannen en vrouwen;60-64 jaar;Ongehuwd;5022.0
410;Totaal van Staat 1A;Totaal mannen en vrouwen;60-64 jaar;Gehuwd of gehuwd geweest;50154.0
411;Totaal van Staat 1A;Totaal mannen en vrouwen;65-69 jaar;Totaal alle burgerlijke staten;36518.0
412;Totaal van Staat 1A;Totaal mannen en vrouwen;65-69 jaar;Ongehuwd;3315.0
413;Totaal van Staat 1A;Totaal mannen en vrouwen;65-69 jaar;Gehuwd of gehuwd geweest;33203.0
414;Totaal van Staat 1A;Totaal mannen en vrouwen;70 jaar en ouder;Totaal alle burgerlijke staten;30324.0
415;Totaal van Staat 1A;Totaal mannen en vrouwen;70 jaar en ouder;Ongehuwd;2536.0
416;Totaal van Staat 1A;Totaal mannen en vrouwen;70 jaar en ouder;Gehuwd of gehuwd geweest;27788.0
417;Totaal van Staat 1A;Totaal mannen en vrouwen;Leeftijd onbekend;Totaal alle burgerlijke staten;0.0
418;Totaal van Staat 1A;Totaal mannen en vrouwen;Leeftijd onbekend;Ongehuwd;0.0
419;Totaal van Staat 1A;Totaal mannen en vrouwen;Leeftijd onbekend;Gehuwd of gehuwd geweest;0.0
420;Totaal van Staat 1A;Mannen;Totaal van alle leeftijden;Totaal alle burgerlijke staten;608754.0
421;Totaal van Staat 1A;Mannen;Totaal van alle leeftijden;Ongehuwd;74942.0
422;Totaal van Staat 1A;Mannen;Totaal van alle leeftijden;Gehuwd of gehuwd geweest;533812.0
423;Totaal van Staat 1A;Mannen;Beneden 14 jaar;Totaal alle burgerlijke staten;6.0
424;Totaal van Staat 1A;Mannen;Beneden 14 jaar;Ongehuwd;6.0
425;Totaal van Staat 1A;Mannen;Beneden 14 jaar;Gehuwd of gehuwd geweest;
426;Totaal van Staat 1A;Mannen;14-17 jaar;Totaal alle burgerlijke staten;1095.0
427;Totaal van Staat 1A;Mannen;14-17 jaar;Ongehuwd;1093.0
428;Totaal van Staat 1A;Mannen;14-17 jaar;Gehuwd of gehuwd geweest;2.0
429;Totaal van Staat 1A;Mannen;18 en 19 jaar;Totaal alle burgerlijke staten;1871.0
430;Totaal van Staat 1A;Mannen;18 en 19 jaar;Ongehuwd;1802.0
431;Totaal van Staat 1A;Mannen;18 en 19 jaar;Gehuwd of gehuwd geweest;69.0
432;Totaal van Staat 1A;Mannen;20 jaar;Totaal alle burgerlijke staten;1608.0
433;Totaal van Staat 1A;Mannen;20 jaar;Ongehuwd;1481.0
434;Totaal van Staat 1A;Mannen;20 jaar;Gehuwd of gehuwd geweest;127.0
435;Totaal van Staat 1A;Mannen;21-24 jaar;Totaal alle burgerlijke staten;17368.0
436;Totaal van Staat 1A;Mannen;21-24 jaar;Ongehuwd;11704.0
437;Totaal van Staat 1A;Mannen;21-24 jaar;Gehuwd of gehuwd geweest;5664.0
438;Totaal van Staat 1A;Mannen;25-29 jaar;Totaal alle burgerlijke staten;52710.0
439;Totaal van Staat 1A;Mannen;25-29 jaar;Ongehuwd;15264.0
440;Totaal van Staat 1A;Mannen;25-29 jaar;Gehuwd of gehuwd geweest;37446.0
441;Totaal van Staat 1A;Mannen;30-39 jaar;Totaal alle burgerlijke staten;147337.0
442;Totaal van Staat 1A;Mannen;30-39 jaar;Ongehuwd;14684.0
443;Totaal van Staat 1A;Mannen;30-39 jaar;Gehuwd of gehuwd geweest;132653.0
444;Totaal van Staat 1A;Mannen;40-49 jaar;Totaal alle burgerlijke staten;154656.0
445;Totaal van Staat 1A;Mannen;40-49 jaar;Ongehuwd;11215.0
446;Totaal van Staat 1A;Mannen;40-49 jaar;Gehuwd of gehuwd geweest;143441.0
447;Totaal van Staat 1A;Mannen;50-59 jaar;Totaal alle burgerlijke staten;132150.0
448;Totaal van Staat 1A;Mannen;50-59 jaar;Ongehuwd;10036.0
449;Totaal van Staat 1A;Mannen;50-59 jaar;Gehuwd of gehuwd geweest;122114.0
450;Totaal van Staat 1A;Mannen;60-64 jaar;Totaal alle burgerlijke staten;45486.0
451;Totaal van Staat 1A;Mannen;60-64 jaar;Ongehuwd;3413.0
452;Totaal van Staat 1A;Mannen;60-64 jaar;Gehuwd of gehuwd geweest;42073.0
453;Totaal van Staat 1A;Mannen;65-69 jaar;Totaal alle burgerlijke staten;30173.0
454;Totaal van Staat 1A;Mannen;65-69 jaar;Ongehuwd;2382.0
455;Totaal van Staat 1A;Mannen;65-69 jaar;Gehuwd of gehuwd geweest;27791.0
456;Totaal van Staat 1A;Mannen;70 jaar en ouder;Totaal alle burgerlijke staten;24294.0
457;Totaal van Staat 1A;Mannen;70 jaar en ouder;Ongehuwd;1862.0
458;Totaal van Staat 1A;Mannen;70 jaar en ouder;Gehuwd of gehuwd geweest;22432.0
459;Totaal van Staat 1A;Mannen;Leeftijd onbekend;Totaal alle burgerlijke staten;0.0
460;Totaal van Staat 1A;Mannen;Leeftijd onbekend;Ongehuwd;0.0
461;Totaal van Staat 1A;Mannen;Leeftijd onbekend;Gehuwd of gehuwd geweest;0.0
462;Totaal van Staat 1A;Vrouwen;Totaal van alle leeftijden;Totaal alle burgerlijke staten;122206.0
463;Totaal van Staat 1A;Vrouwen;Totaal van alle leeftijden;Ongehuwd;26167.0
464;Totaal van Staat 1A;Vrouwen;Totaal van alle leeftijden;Gehuwd of gehuwd geweest;96039.0
465;Totaal van Staat 1A;Vrouwen;Beneden 14 jaar;Totaal alle burgerlijke staten;0.0
466;Totaal van Staat 1A;Vrouwen;Beneden 14 jaar;Ongehuwd;0.0
467;Totaal van Staat 1A;Vrouwen;Beneden 14 jaar;Gehuwd of gehuwd geweest;
468;Totaal van Staat 1A;Vrouwen;14-17 jaar;Totaal alle burgerlijke staten;441.0
469;Totaal van Staat 1A;Vrouwen;14-17 jaar;Ongehuwd;435.0
470;Totaal van Staat 1A;Vrouwen;14-17 jaar;Gehuwd of gehuwd geweest;6.0
471;Totaal van Staat 1A;Vrouwen;18 en 19 jaar;Totaal alle burgerlijke staten;962.0
472;Totaal van Staat 1A;Vrouwen;18 en 19 jaar;Ongehuwd;910.0
473;Totaal van Staat 1A;Vrouwen;18 en 19 jaar;Gehuwd of gehuwd geweest;52.0
474;Totaal van Staat 1A;Vrouwen;20 jaar;Totaal alle burgerlijke staten;682.0
475;Totaal van Staat 1A;Vrouwen;20 jaar;Ongehuwd;565.0
476;Totaal van Staat 1A;Vrouwen;20 jaar;Gehuwd of gehuwd geweest;117.0
477;Totaal van Staat 1A;Vrouwen;21-24 jaar;Totaal alle burgerlijke staten;4892.0
478;Totaal van Staat 1A;Vrouwen;21-24 jaar;Ongehuwd;2858.0
479;Totaal van Staat 1A;Vrouwen;21-24 jaar;Gehuwd of gehuwd geweest;2034.0
480;Totaal van Staat 1A;Vrouwen;25-29 jaar;Totaal alle burgerlijke staten;10274.0
481;Totaal van Staat 1A;Vrouwen;25-29 jaar;Ongehuwd;2969.0
482;Totaal van Staat 1A;Vrouwen;25-29 jaar;Gehuwd of gehuwd geweest;7305.0
483;Totaal van Staat 1A;Vrouwen;30-39 jaar;Totaal alle burgerlijke staten;26883.0
484;Totaal van Staat 1A;Vrouwen;30-39 jaar;Ongehuwd;4964.0
485;Totaal van Staat 1A;Vrouwen;30-39 jaar;Gehuwd of gehuwd geweest;21919.0
486;Totaal van Staat 1A;Vrouwen;40-49 jaar;Totaal alle burgerlijke staten;29091.0
487;Totaal van Staat 1A;Vrouwen;40-49 jaar;Ongehuwd;5475.0
488;Totaal van Staat 1A;Vrouwen;40-49 jaar;Gehuwd of gehuwd geweest;23616.0
489;Totaal van Staat 1A;Vrouwen;50-59 jaar;Totaal alle burgerlijke staten;26916.0
490;Totaal van Staat 1A;Vrouwen;50-59 jaar;Ongehuwd;4775.0
491;Totaal van Staat 1A;Vrouwen;50-59 jaar;Gehuwd of gehuwd geweest;22141.0
492;Totaal van Staat 1A;Vrouwen;60-64 jaar;Totaal alle burgerlijke staten;9690.0
493;Totaal van Staat 1A;Vrouwen;60-64 jaar;Ongehuwd;1609.0
494;Totaal van Staat 1A;Vrouwen;60-64 jaar;Gehuwd of gehuwd geweest;8081.0
495;Totaal van Staat 1A;Vrouwen;65-69 jaar;Totaal alle burgerlijke staten;6345.0
496;Totaal van Staat 1A;Vrouwen;65-69 jaar;Ongehuwd;933.0
497;Totaal van Staat 1A;Vrouwen;65-69 jaar;Gehuwd of gehuwd geweest;5412.0
498;Totaal van Staat 1A;Vrouwen;70 jaar en ouder;Totaal alle burgerlijke staten;6030.0
499;Totaal van Staat 1A;Vrouwen;70 jaar en ouder;Ongehuwd;674.0
500;Totaal van Staat 1A;Vrouwen;70 jaar en ouder;Gehuwd of gehuwd geweest;5356.0
501;Totaal van Staat 1A;Vrouwen;Leeftijd onbekend;Totaal alle burgerlijke staten;0.0
502;Totaal van Staat 1A;Vrouwen;Leeftijd onbekend;Ongehuwd;0.0
503;Totaal van Staat 1A;Vrouwen;Leeftijd onbekend;Gehuwd of gehuwd geweest;0.0
504;Totaal van Staat 1B;Totaal mannen en vrouwen;Totaal van alle leeftijden;Totaal alle burgerlijke staten;2454856.0
505;Totaal van Staat 1B;Totaal mannen en vrouwen;Totaal van alle leeftijden;Ongehuwd;1465843.0
506;Totaal van Staat 1B;Totaal mannen en vrouwen;Totaal van alle leeftijden;Gehuwd of gehuwd geweest;989013.0
507;Totaal van Staat 1B;Totaal mannen en vrouwen;Beneden 14 jaar;Totaal alle burgerlijke staten;1856.0
508;Totaal van Staat 1B;Totaal mannen en vrouwen;Beneden 14 jaar;Ongehuwd;1856.0
509;Totaal van Staat 1B;Totaal mannen en vrouwen;Beneden 14 jaar;Gehuwd of gehuwd geweest;
510;Totaal van Staat 1B;Totaal mannen en vrouwen;14-17 jaar;Totaal alle burgerlijke staten;325396.0
511;Totaal van Staat 1B;Totaal mannen en vrouwen;14-17 jaar;Ongehuwd;325263.0
512;Totaal van Staat 1B;Totaal mannen en vrouwen;14-17 jaar;Gehuwd of gehuwd geweest;133.0
513;Totaal van Staat 1B;Totaal mannen en vrouwen;18 en 19 jaar;Totaal alle burgerlijke staten;212123.0
514;Totaal van Staat 1B;Totaal mannen en vrouwen;18 en 19 jaar;Ongehuwd;211310.0
515;Totaal van Staat 1B;Totaal mannen en vrouwen;18 en 19 jaar;Gehuwd of gehuwd geweest;813.0
516;Totaal van Staat 1B;Totaal mannen en vrouwen;20 jaar;Totaal alle burgerlijke staten;104843.0
517;Totaal van Staat 1B;Totaal mannen en vrouwen;20 jaar;Ongehuwd;103431.0
518;Totaal van Staat 1B;Totaal mannen en vrouwen;20 jaar;Gehuwd of gehuwd geweest;1412.0
519;Totaal van Staat 1B;Totaal mannen en vrouwen;21-24 jaar;Totaal alle burgerlijke staten;379487.0
520;Totaal van Staat 1B;Totaal mannen en vrouwen;21-24 jaar;Ongehuwd;347412.0
521;Totaal van Staat 1B;Totaal mannen en vrouwen;21-24 jaar;Gehuwd of gehuwd geweest;32075.0
522;Totaal van Staat 1B;Totaal mannen en vrouwen;25-29 jaar;Totaal alle burgerlijke staten;345979.0
523;Totaal van Staat 1B;Totaal mannen en vrouwen;25-29 jaar;Ongehuwd;214681.0
524;Totaal van Staat 1B;Totaal mannen en vrouwen;25-29 jaar;Gehuwd of gehuwd geweest;131298.0
525;Totaal van Staat 1B;Totaal mannen en vrouwen;30-39 jaar;Totaal alle burgerlijke staten;457845.0
526;Totaal van Staat 1B;Totaal mannen en vrouwen;30-39 jaar;Ongehuwd;136061.0
527;Totaal van Staat 1B;Totaal mannen en vrouwen;30-39 jaar;Gehuwd of gehuwd geweest;321784.0
528;Totaal van Staat 1B;Totaal mannen en vrouwen;40-49 jaar;Totaal alle burgerlijke staten;305537.0
529;Totaal van Staat 1B;Totaal mannen en vrouwen;40-49 jaar;Ongehuwd;65542.0
530;Totaal van Staat 1B;Totaal mannen en vrouwen;40-49 jaar;Gehuwd of gehuwd geweest;239995.0
531;Totaal van Staat 1B;Totaal mannen en vrouwen;50-59 jaar;Totaal alle burgerlijke staten;207428.0
532;Totaal van Staat 1B;Totaal mannen en vrouwen;50-59 jaar;Ongehuwd;39566.0
533;Totaal van Staat 1B;Totaal mannen en vrouwen;50-59 jaar;Gehuwd of gehuwd geweest;167862.0
534;Totaal van Staat 1B;Totaal mannen en vrouwen;60-64 jaar;Totaal alle burgerlijke staten;61865.0
535;Totaal van Staat 1B;Totaal mannen en vrouwen;60-64 jaar;Ongehuwd;10727.0
536;Totaal van Staat 1B;Totaal mannen en vrouwen;60-64 jaar;Gehuwd of gehuwd geweest;51138.0
537;Totaal van Staat 1B;Totaal mannen en vrouwen;65-69 jaar;Totaal alle burgerlijke staten;33438.0
538;Totaal van Staat 1B;Totaal mannen en vrouwen;65-69 jaar;Ongehuwd;5931.0
539;Totaal van Staat 1B;Totaal mannen en vrouwen;65-69 jaar;Gehuwd of gehuwd geweest;27507.0
540;Totaal van Staat 1B;Totaal mannen en vrouwen;70 jaar en ouder;Totaal alle burgerlijke staten;19040.0
541;Totaal van Staat 1B;Totaal mannen en vrouwen;70 jaar en ouder;Ongehuwd;4053.0
542;Totaal van Staat 1B;Totaal mannen en vrouwen;70 jaar en ouder;Gehuwd of gehuwd geweest;14987.0
543;Totaal van Staat 1B;Totaal mannen en vrouwen;Leeftijd onbekend;Totaal alle burgerlijke staten;19.0
544;Totaal van Staat 1B;Totaal mannen en vrouwen;Leeftijd onbekend;Ongehuwd;10.0
545;Totaal van Staat 1B;Totaal mannen en vrouwen;Leeftijd onbekend;Gehuwd of gehuwd geweest;9.0
546;Totaal van Staat 1B;Mannen;Totaal van alle leeftijden;Totaal alle burgerlijke staten;1809483.0
547;Totaal van Staat 1B;Mannen;Totaal van alle leeftijden;Ongehuwd;869643.0
548;Totaal van Staat 1B;Mannen;Totaal van alle leeftijden;Gehuwd of gehuwd geweest;939840.0
549;Totaal van Staat 1B;Mannen;Beneden 14 jaar;Totaal alle burgerlijke staten;1087.0
550;Totaal van Staat 1B;Mannen;Beneden 14 jaar;Ongehuwd;1087.0
551;Totaal van Staat 1B;Mannen;Beneden 14 jaar;Gehuwd of gehuwd geweest;
552;Totaal van Staat 1B;Mannen;14-17 jaar;Totaal alle burgerlijke staten;196331.0
553;Totaal van Staat 1B;Mannen;14-17 jaar;Ongehuwd;196257.0
554;Totaal van Staat 1B;Mannen;14-17 jaar;Gehuwd of gehuwd geweest;74.0
