ID;KenmerkenWerknemers;Marges;Perioden;ErgSnelWerken_1;HeelVeelWerkDoen_2;ExtraHardWerken_3;ZelfBeslissen_4;VolgordeWerkzaamhedenBepalen_5;WerktempoBepalen_6;OplossingenBedenken_7;VerlofNemen_8;WerktijdenBepalen_9;WerkplekBepalen_10;EmotioneelMoeilijkeWerksituaties_11;EmotioneelVeeleisendWerk_12;EmotioneelBetrokkenBijWerk_13;VanKlantenTot2022_14;VanLeidinggevendenOfCollegaS_15;DoorKlantenTot2022_16;DoorLeidinggevendenOfCollegaS_17;DoorKlantenTot2022_18;DoorLeidinggevendenOfCollegaS_19;DoorKlantenTot2022_20;DoorLeidinggevendenOfCollegaS_21;VanKlantLeidinggevendeOfCollega_22;VanKlantenVanaf2022_23;VanLeidinggevenden_24;VanCollegaS_25;DoorKlantLeidinggevendeOfCollega_26;DoorKlantenVanaf2022_27;DoorLeidinggevenden_28;DoorCollegaS_29;DoorKlantLeidinggevendeOfCollega_30;DoorKlantenVanaf2022_31;DoorLeidinggevenden_32;DoorCollegaS_33;DoorKlantLeidinggevendeOfCollega_34;DoorKlantenVanaf2022_35;DoorLeidinggevenden_36;DoorCollegaS_37;PsychischeVermoeidheidDoorHetWerk_38;EmotioneelUitgeput_39;LeegVoelen_40;SOchtendsMoeVoelen_41;VergtVeelOmMetMensenTeWerken_42;UitgeputDoorWerk_43
369;Arbeidsbelemmering: niet belemmerd;Bovengrens 95%-interval;2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
370;Arbeidsbelemmering: niet belemmerd;Bovengrens 95%-interval;2015;35.3;44.4;29.5;61.8;63.7;59.1;68.7;50.7;24.9;;6.4;10.6;12.1;4.8;1.8;17.5;9.5;5.4;0.4;4.7;6.9;;;;;;;;;;;;;;;;;10.3;10.0;24.3;14.3;7.5;9.9
371;Arbeidsbelemmering: niet belemmerd;Bovengrens 95%-interval;2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
372;Arbeidsbelemmering: niet belemmerd;Bovengrens 95%-interval;2017;35.5;44.9;30.8;61.4;62.5;57.6;68.8;51.4;26.4;;7.6;11.7;13.2;5.7;2.0;18.0;9.8;5.5;0.4;5.0;7.0;;;;;;;;;;;;;;;;;12.5;11.8;26.3;16.4;9.6;11.4
373;Arbeidsbelemmering: niet belemmerd;Bovengrens 95%-interval;2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
374;Arbeidsbelemmering: niet belemmerd;Bovengrens 95%-interval;2019;34.2;44.3;28.9;62.8;63.6;59.2;68.6;54.5;29.2;;7.8;12.1;14.0;7.7;2.9;21.9;11.3;6.6;0.7;7.0;8.6;;;;;;;;;;;;;;;;;13.4;13.3;27.1;17.2;11.2;12.3
375;Arbeidsbelemmering: niet belemmerd;Bovengrens 95%-interval;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
376;Arbeidsbelemmering: niet belemmerd;Bovengrens 95%-interval;2021;32.4;43.7;28.4;62.8;63.9;59.8;67.9;55.3;30.7;;7.9;11.7;14.6;5.5;2.0;16.9;7.4;5.0;0.5;5.1;5.7;;;;;;;;;;;;;;;;;13.9;13.8;27.3;18.3;11.7;12.4
377;Arbeidsbelemmering: niet belemmerd;Bovengrens 95%-interval;2022;30.2;41.4;26.3;64.9;64.3;60.4;66.4;57.1;31.2;29.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;16.3;17.8;30.3;19.9;13.3;13.0
378;Arbeidsbelemmering: licht belemmerd;Waarde;2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
379;Arbeidsbelemmering: licht belemmerd;Waarde;2015;42.0;52.0;37.3;54.6;57.9;48.7;66.1;42.5;19.0;;11.5;16.8;16.9;7.6;2.4;25.2;18.6;7.5;0.6;7.6;13.8;;;;;;;;;;;;;;;;;26.0;21.9;43.5;30.1;19.0;23.3
380;Arbeidsbelemmering: licht belemmerd;Waarde;2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
381;Arbeidsbelemmering: licht belemmerd;Waarde;2017;43.1;53.4;39.1;54.4;55.8;47.7;66.8;40.7;19.4;;13.1;18.9;19.0;8.7;3.3;26.4;18.4;8.4;0.7;8.9;14.1;;;;;;;;;;;;;;;;;29.2;25.5;47.4;32.1;22.2;26.0
382;Arbeidsbelemmering: licht belemmerd;Waarde;2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
383;Arbeidsbelemmering: licht belemmerd;Waarde;2019;40.7;52.0;36.2;56.1;57.4;50.9;66.8;45.1;21.0;;13.1;18.4;19.7;12.0;4.6;31.6;21.1;10.3;1.2;11.8;16.8;;;;;;;;;;;;;;;;;29.3;26.4;46.0;32.7;23.6;26.2
384;Arbeidsbelemmering: licht belemmerd;Waarde;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
385;Arbeidsbelemmering: licht belemmerd;Waarde;2021;38.4;51.1;35.5;55.5;58.1;51.2;65.6;44.2;22.6;;13.3;18.8;21.1;9.3;3.3;24.8;14.5;8.0;0.9;9.6;11.9;;;;;;;;;;;;;;;;;29.8;27.1;46.0;33.1;24.3;26.1
386;Arbeidsbelemmering: licht belemmerd;Waarde;2022;37.0;48.8;32.7;57.8;56.4;50.0;65.4;47.0;22.5;21.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;34.0;32.8;51.1;36.0;28.4;27.4
387;Arbeidsbelemmering: licht belemmerd;Ondergrens 95%-interval;2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
388;Arbeidsbelemmering: licht belemmerd;Ondergrens 95%-interval;2015;40.8;50.8;36.1;53.3;56.6;47.4;64.8;41.2;18.0;;10.7;15.9;16.0;7.0;2.1;24.1;17.6;6.9;0.4;6.9;12.9;;;;;;;;;;;;;;;;;24.8;20.9;42.3;28.9;18.0;22.2
389;Arbeidsbelemmering: licht belemmerd;Ondergrens 95%-interval;2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
390;Arbeidsbelemmering: licht belemmerd;Ondergrens 95%-interval;2017;41.8;52.1;37.9;53.1;54.5;46.5;65.6;39.5;18.4;;12.2;17.9;18.0;8.0;2.8;25.3;17.4;7.7;0.5;8.2;13.2;;;;;;;;;;;;;;;;;28.0;24.4;46.2;31.0;21.1;24.9
391;Arbeidsbelemmering: licht belemmerd;Ondergrens 95%-interval;2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
392;Arbeidsbelemmering: licht belemmerd;Ondergrens 95%-interval;2019;39.6;50.9;35.1;55.0;56.3;49.8;65.8;44.0;20.1;;12.4;17.6;18.8;11.3;4.2;30.6;20.2;9.6;1.0;11.1;15.9;;;;;;;;;;;;;;;;;28.4;25.4;44.9;31.7;22.6;25.3
393;Arbeidsbelemmering: licht belemmerd;Ondergrens 95%-interval;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
394;Arbeidsbelemmering: licht belemmerd;Ondergrens 95%-interval;2021;37.2;49.8;34.3;54.3;56.8;50.0;64.4;42.9;21.6;;12.4;17.9;20.1;8.5;2.8;23.8;13.6;7.4;0.6;8.9;11.1;;;;;;;;;;;;;;;;;28.7;26.0;44.7;32.0;23.3;25.0
395;Arbeidsbelemmering: licht belemmerd;Ondergrens 95%-interval;2022;35.5;47.3;31.3;56.3;54.9;48.5;63.9;45.5;21.2;20.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;32.6;31.4;49.6;34.5;27.0;26.0
396;Arbeidsbelemmering: licht belemmerd;Bovengrens 95%-interval;2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
397;Arbeidsbelemmering: licht belemmerd;Bovengrens 95%-interval;2015;43.3;53.3;38.6;55.9;59.1;50.0;67.3;43.7;20.0;;12.4;17.8;17.9;8.3;2.9;26.3;19.6;8.2;0.8;8.3;14.7;;;;;;;;;;;;;;;;;27.1;23.0;44.8;31.3;20.1;24.4
398;Arbeidsbelemmering: licht belemmerd;Bovengrens 95%-interval;2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
399;Arbeidsbelemmering: licht belemmerd;Bovengrens 95%-interval;2017;44.3;54.6;40.4;55.7;57.1;49.0;68.0;41.9;20.4;;13.9;19.9;20.0;9.4;3.8;27.5;19.4;9.1;1.0;9.7;15.0;;;;;;;;;;;;;;;;;30.4;26.6;48.7;33.4;23.3;27.1
400;Arbeidsbelemmering: licht belemmerd;Bovengrens 95%-interval;2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401;Arbeidsbelemmering: licht belemmerd;Bovengrens 95%-interval;2019;41.8;53.1;37.2;57.2;58.5;52.0;67.9;46.2;21.9;;13.9;19.2;20.6;12.8;5.1;32.6;22.0;10.9;1.5;12.5;17.6;;;;;;;;;;;;;;;;;30.4;27.3;47.1;33.7;24.5;27.2
402;Arbeidsbelemmering: licht belemmerd;Bovengrens 95%-interval;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
403;Arbeidsbelemmering: licht belemmerd;Bovengrens 95%-interval;2021;39.6;52.3;36.7;56.8;59.3;52.5;66.8;45.4;23.6;;14.2;19.8;22.2;10.0;3.8;25.9;15.4;8.7;1.2;10.4;12.8;;;;;;;;;;;;;;;;;31.0;28.2;47.2;34.3;25.4;27.2
404;Arbeidsbelemmering: licht belemmerd;Bovengrens 95%-interval;2022;38.5;50.4;34.2;59.4;58.0;51.6;66.9;48.6;23.8;23.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;35.5;34.3;52.7;37.5;29.9;28.9
405;Arbeidsbelemmering: sterk belemmerd;Waarde;2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
406;Arbeidsbelemmering: sterk belemmerd;Waarde;2015;46.6;54.1;42.4;49.6;54.4;47.1;62.9;39.9;15.8;;20.5;24.5;23.9;7.4;3.1;23.6;23.9;10.5;1.6;8.6;19.1;;;;;;;;;;;;;;;;;43.9;35.5;57.1;43.2;32.5;42.4
407;Arbeidsbelemmering: sterk belemmerd;Waarde;2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
408;Arbeidsbelemmering: sterk belemmerd;Waarde;2017;49.0;57.4;45.5;51.2;52.1;45.2;63.2;37.0;15.3;;21.4;25.8;24.4;8.1;4.1;25.0;24.6;8.1;0.8;8.3;18.8;;;;;;;;;;;;;;;;;49.8;39.4;60.9;49.4;36.8;46.4
409;Arbeidsbelemmering: sterk belemmerd;Waarde;2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
410;Arbeidsbelemmering: sterk belemmerd;Waarde;2019;47.6;56.8;42.9;49.6;51.9;44.1;64.3;38.9;18.7;;20.5;25.2;25.8;12.2;4.7;32.0;26.7;12.6;1.6;13.7;21.1;;;;;;;;;;;;;;;;;49.5;40.3;61.1;49.8;37.4;45.6
411;Arbeidsbelemmering: sterk belemmerd;Waarde;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
412;Arbeidsbelemmering: sterk belemmerd;Waarde;2021;46.5;56.2;42.4;51.4;53.5;46.8;63.1;42.4;17.5;;23.1;28.7;30.4;9.9;4.6;29.2;21.8;9.6;2.3;13.6;18.8;;;;;;;;;;;;;;;;;47.2;41.2;58.6;46.9;38.4;45.4
413;Arbeidsbelemmering: sterk belemmerd;Waarde;2022;45.6;55.1;43.8;48.7;51.0;47.1;62.1;40.4;17.8;17.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;52.9;47.2;62.3;52.5;42.1;49.8
414;Arbeidsbelemmering: sterk belemmerd;Ondergrens 95%-interval;2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
415;Arbeidsbelemmering: sterk belemmerd;Ondergrens 95%-interval;2015;43.8;51.2;39.6;46.8;51.6;44.3;60.1;37.2;13.8;;18.3;22.1;21.6;6.0;2.2;21.3;21.6;8.9;1.0;7.2;17.0;;;;;;;;;;;;;;;;;41.1;32.8;54.3;40.4;29.9;39.6
416;Arbeidsbelemmering: sterk belemmerd;Ondergrens 95%-interval;2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
417;Arbeidsbelemmering: sterk belemmerd;Ondergrens 95%-interval;2017;46.2;54.6;42.7;48.3;49.3;42.4;60.4;34.3;13.5;;19.2;23.5;22.1;6.7;3.0;22.7;22.2;6.6;0.4;6.9;16.7;;;;;;;;;;;;;;;;;47.0;36.7;58.1;46.6;34.1;43.5
418;Arbeidsbelemmering: sterk belemmerd;Ondergrens 95%-interval;2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
419;Arbeidsbelemmering: sterk belemmerd;Ondergrens 95%-interval;2019;45.3;54.4;40.6;47.2;49.6;41.8;62.0;36.7;17.0;;18.7;23.2;23.8;10.8;3.8;29.9;24.7;11.2;1.1;12.2;19.3;;;;;;;;;;;;;;;;;47.2;38.1;58.8;47.5;35.2;43.3
420;Arbeidsbelemmering: sterk belemmerd;Ondergrens 95%-interval;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
421;Arbeidsbelemmering: sterk belemmerd;Ondergrens 95%-interval;2021;43.9;53.6;39.9;48.9;50.9;44.2;60.5;39.8;15.6;;20.9;26.4;28.1;8.4;3.5;26.9;19.7;8.1;1.5;11.8;16.8;;;;;;;;;;;;;;;;;44.6;38.7;56.0;44.3;35.9;42.8
422;Arbeidsbelemmering: sterk belemmerd;Ondergrens 95%-interval;2022;42.2;51.6;40.4;45.3;47.6;43.7;58.7;37.1;15.3;15.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.5;43.8;59.0;49.0;38.7;46.4
423;Arbeidsbelemmering: sterk belemmerd;Bovengrens 95%-interval;2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
424;Arbeidsbelemmering: sterk belemmerd;Bovengrens 95%-interval;2015;49.4;56.9;45.3;52.5;57.2;49.9;65.6;42.7;17.9;;22.9;27.1;26.4;9.1;4.4;26.1;26.4;12.4;2.6;10.3;21.5;;;;;;;;;;;;;;;;;46.7;38.3;59.9;46.0;35.2;45.2
425;Arbeidsbelemmering: sterk belemmerd;Bovengrens 95%-interval;2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
426;Arbeidsbelemmering: sterk belemmerd;Bovengrens 95%-interval;2017;51.9;60.2;48.3;54.0;54.9;48.0;65.9;39.7;17.4;;23.8;28.4;26.8;9.8;5.4;27.5;27.1;9.8;1.6;10.1;21.1;;;;;;;;;;;;;;;;;52.7;42.2;63.6;52.2;39.5;49.2
427;Arbeidsbelemmering: sterk belemmerd;Bovengrens 95%-interval;2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
428;Arbeidsbelemmering: sterk belemmerd;Bovengrens 95%-interval;2019;49.9;59.0;45.2;51.9;54.2;46.4;66.5;41.2;20.6;;22.5;27.2;27.8;13.8;5.9;34.1;28.8;14.3;2.4;15.4;23.1;;;;;;;;;;;;;;;;;51.8;42.6;63.3;52.1;39.7;47.9
429;Arbeidsbelemmering: sterk belemmerd;Bovengrens 95%-interval;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
430;Arbeidsbelemmering: sterk belemmerd;Bovengrens 95%-interval;2021;49.1;58.7;45.0;54.0;56.1;49.4;65.6;44.9;19.5;;25.4;31.2;32.9;11.7;6.1;31.6;24.1;11.4;3.5;15.6;21.0;;;;;;;;;;;;;;;;;49.8;43.8;61.1;49.5;41.0;48.0
431;Arbeidsbelemmering: sterk belemmerd;Bovengrens 95%-interval;2022;49.0;58.4;47.2;52.1;54.4;50.5;65.5;43.8;20.5;20.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;56.3;50.6;65.6;55.9;45.5;53.3
