ID;InstitutionalSectors;Periods;Balance_1;Revenue_2;Expenditure_3;MaastrichtDebt_4;ChangeInMaastrichtDebt_5;DeficitEMU_6;NetAcquisitionOfFinancialAssets_7;TransactionsInOtherLiabilities_8;ValuationEffects_9;StatisticalDiscrepancy_10;ContributionToGeneralGovernmentDebt_11;Balance_12;MaastrichtDebt_13;ContributionToGeneralGovernmentDebt_14
803;Municipalities;2024;-2942;83013;-85955;40084.0;539.0;2942;37.0;-2431.0;12.0;-21.0;30207.0;-0.3;3.5;2.7
804;Local intergovernmental organisations;1995;-49;2813;-2862;;;49;;;;;;0.0;;
805;Local intergovernmental organisations;1996;92;3182;-3090;;;-92;;;;;;0.0;;
806;Local intergovernmental organisations;1997;135;3361;-3226;;;-135;;;;;;0.0;;
807;Local intergovernmental organisations;1998;46;3607;-3561;;;-46;;;;;;0.0;;
808;Local intergovernmental organisations;1999 1st quarter;212;1034;-822;;;-212;;;;;;;;
809;Local intergovernmental organisations;1999 2nd quarter;-349;598;-947;;;349;;;;;;;;
810;Local intergovernmental organisations;1999 3rd quarter;173;986;-813;;;-173;;;;;;;;
811;Local intergovernmental organisations;1999 4th quarter;49;1054;-1005;;;-49;;;;;;0.0;;
812;Local intergovernmental organisations;1999;85;3672;-3587;;;-85;;;;;;0.0;;
813;Local intergovernmental organisations;2000 1st quarter;169;1082;-913;;;-169;;;;;;0.0;;
814;Local intergovernmental organisations;2000 2nd quarter;-62;989;-1051;;;62;;;;;;0.1;;
815;Local intergovernmental organisations;2000 3rd quarter;136;1040;-904;;;-136;;;;;;0.1;;
816;Local intergovernmental organisations;2000 4th quarter;-23;1102;-1125;;;23;;;;;;0.0;;
817;Local intergovernmental organisations;2000;220;4213;-3993;;;-220;;;;;;0.0;;
818;Local intergovernmental organisations;2001 1st quarter;81;1125;-1044;;;-81;;;;;;0.0;;
819;Local intergovernmental organisations;2001 2nd quarter;18;1208;-1190;;;-18;;;;;;0.0;;
820;Local intergovernmental organisations;2001 3rd quarter;74;1111;-1037;;;-74;;;;;;0.0;;
821;Local intergovernmental organisations;2001 4th quarter;22;1236;-1214;;;-22;;;;;;0.0;;
822;Local intergovernmental organisations;2001;195;4680;-4485;;;-195;;;;;;0.0;;
823;Local intergovernmental organisations;2002 1st quarter;86;1169;-1083;;;-86;;;;;;0.0;;
824;Local intergovernmental organisations;2002 2nd quarter;9;1256;-1247;;;-9;;;;;;0.0;;
825;Local intergovernmental organisations;2002 3rd quarter;77;1150;-1073;;;-77;;;;;;0.0;;
826;Local intergovernmental organisations;2002 4th quarter;-14;1244;-1258;;;14;;;;;;0.0;;
827;Local intergovernmental organisations;2002;158;4819;-4661;;;-158;;;;;;0.0;;
828;Local intergovernmental organisations;2003 1st quarter;98;1305;-1207;;;-98;;;;;;0.0;;
829;Local intergovernmental organisations;2003 2nd quarter;2;1385;-1383;;;-2;;;;;;0.0;;
830;Local intergovernmental organisations;2003 3rd quarter;85;1278;-1193;;;-85;;;;;;0.0;;
831;Local intergovernmental organisations;2003 4th quarter;-55;1324;-1379;;;55;;;;;;0.0;;
832;Local intergovernmental organisations;2003;130;5292;-5162;;;-130;;;;;;0.0;;
833;Local intergovernmental organisations;2004 1st quarter;193;1431;-1238;;;-193;;;;;;0.0;;
834;Local intergovernmental organisations;2004 2nd quarter;41;1460;-1419;;;-41;;;;;;0.1;;
835;Local intergovernmental organisations;2004 3rd quarter;76;1292;-1216;;;-76;;;;;;0.0;;
836;Local intergovernmental organisations;2004 4th quarter;-23;1374;-1397;;;23;;;;;;0.1;;
837;Local intergovernmental organisations;2004;287;5557;-5270;;;-287;;;;;;0.1;;
838;Local intergovernmental organisations;2005 1st quarter;37;1455;-1418;;;-37;;;;;;0.0;;
839;Local intergovernmental organisations;2005 2nd quarter;-135;1466;-1601;;;135;;;;;;0.0;;
840;Local intergovernmental organisations;2005 3rd quarter;44;1446;-1402;;;-44;;;;;;0.0;;
841;Local intergovernmental organisations;2005 4th quarter;-77;1523;-1600;;;77;;;;;;0.0;;
842;Local intergovernmental organisations;2005;-131;5890;-6021;;;131;;;;;;0.0;;
843;Local intergovernmental organisations;2006 1st quarter;133;1651;-1518;;;-133;;;;;;0.0;;
844;Local intergovernmental organisations;2006 2nd quarter;-46;1662;-1708;;;46;;;;;;0.0;;
845;Local intergovernmental organisations;2006 3rd quarter;145;1649;-1504;;;-145;;;;;;0.0;;
846;Local intergovernmental organisations;2006 4th quarter;31;1723;-1692;;;-31;;;;;;0.0;;
847;Local intergovernmental organisations;2006;263;6685;-6422;;;-263;;;;;;0.0;;
848;Local intergovernmental organisations;2007 1st quarter;108;1849;-1741;;;-108;;;;;;0.0;;
849;Local intergovernmental organisations;2007 2nd quarter;-74;1861;-1935;;;74;;;;;;0.0;;
850;Local intergovernmental organisations;2007 3rd quarter;120;1843;-1723;;;-120;;;;;;0.0;;
851;Local intergovernmental organisations;2007 4th quarter;1;1919;-1918;;;-1;;;;;;0.0;;
852;Local intergovernmental organisations;2007;155;7472;-7317;;;-155;;;;;;0.0;;
853;Local intergovernmental organisations;2008 1st quarter;-132;1695;-1827;1077.0;83.0;132;70.0;-145.0;6.0;20.0;789.0;0.0;0.2;0.1
854;Local intergovernmental organisations;2008 2nd quarter;225;2260;-2035;1152.0;75.0;-225;615.0;-299.0;-5.0;-11.0;861.0;0.0;0.2;0.1
855;Local intergovernmental organisations;2008 3rd quarter;101;1839;-1738;1208.0;56.0;-101;-206.0;379.0;-5.0;-11.0;919.0;0.0;0.2;0.1
856;Local intergovernmental organisations;2008 4th quarter;-156;2032;-2188;1269.0;61.0;156;-183.0;65.0;-2.0;25.0;991.0;0.0;0.2;0.2
857;Local intergovernmental organisations;2008;38;7826;-7788;1269.0;275.0;-38;296.0;0.0;-6.0;23.0;991.0;0.0;0.2;0.2
858;Local intergovernmental organisations;2009 1st quarter;-119;1763;-1882;1297.0;28.0;119;-80.0;-3.0;10.0;-18.0;1033.0;0.0;0.2;0.2
859;Local intergovernmental organisations;2009 2nd quarter;57;2194;-2137;1299.0;2.0;-57;36.0;39.0;-3.0;-13.0;990.0;0.0;0.2;0.2
860;Local intergovernmental organisations;2009 3rd quarter;-74;2053;-2127;1287.0;-12.0;74;596.0;-660.0;-3.0;-19.0;954.0;0.0;0.2;0.2
861;Local intergovernmental organisations;2009 4th quarter;66;2314;-2248;1245.0;-42.0;-66;-618.0;588.0;-1.0;55.0;862.0;0.0;0.2;0.1
862;Local intergovernmental organisations;2009;-70;8324;-8394;1245.0;-24.0;70;-66.0;-36.0;3.0;5.0;862.0;0.0;0.2;0.1
863;Local intergovernmental organisations;2010 1st quarter;-58;1871;-1929;1254.0;9.0;58;162.0;-218.0;3.0;4.0;880.0;0.0;0.2;0.1
864;Local intergovernmental organisations;2010 2nd quarter;111;2372;-2261;1234.0;-20.0;-111;332.0;-239.0;-4.0;2.0;872.0;0.0;0.2;0.1
865;Local intergovernmental organisations;2010 3rd quarter;-51;1971;-2022;1216.0;-18.0;51;-40.0;-30.0;-3.0;4.0;811.0;0.0;0.2;0.1
866;Local intergovernmental organisations;2010 4th quarter;26;2305;-2279;1283.0;67.0;-26;-384.0;422.0;4.0;51.0;914.0;0.0;0.2;0.1
867;Local intergovernmental organisations;2010;28;8519;-8491;1283.0;38.0;-28;70.0;-65.0;0.0;61.0;914.0;0.0;0.2;0.1
868;Local intergovernmental organisations;2011 1st quarter;47;2009;-1962;1317.0;34.0;-47;-90.0;142.0;10.0;19.0;961.0;0.0;0.2;0.1
869;Local intergovernmental organisations;2011 2nd quarter;284;2536;-2252;1355.0;38.0;-284;20.0;282.0;-1.0;21.0;977.0;0.0;0.2;0.1
870;Local intergovernmental organisations;2011 3rd quarter;-22;2052;-2074;1418.0;63.0;22;-155.0;169.0;0.0;27.0;1044.0;0.1;0.2;0.2
871;Local intergovernmental organisations;2011 4th quarter;-266;2312;-2578;1459.0;41.0;266;126.0;-370.0;0.0;19.0;1063.0;0.0;0.2;0.2
872;Local intergovernmental organisations;2011;43;8909;-8866;1459.0;176.0;-43;-99.0;223.0;9.0;86.0;1063.0;0.0;0.2;0.2
873;Local intergovernmental organisations;2012 1st quarter;-15;2093;-2108;1407.0;-52.0;15;-218.0;88.0;23.0;40.0;1040.0;0.0;0.2;0.2
874;Local intergovernmental organisations;2012 2nd quarter;7;2302;-2295;1365.0;-42.0;-7;127.0;-90.0;20.0;-92.0;997.0;0.0;0.2;0.2
875;Local intergovernmental organisations;2012 3rd quarter;-50;2008;-2058;1321.0;-44.0;50;-118.0;18.0;18.0;-12.0;950.0;0.0;0.2;0.1
876;Local intergovernmental organisations;2012 4th quarter;118;2451;-2333;1298.0;-23.0;-118;171.0;-269.0;18.0;175.0;921.0;0.0;0.2;0.1
877;Local intergovernmental organisations;2012;60;8854;-8794;1298.0;-161.0;-60;-38.0;-253.0;79.0;111.0;921.0;0.0;0.2;0.1
878;Local intergovernmental organisations;2013 1st quarter;-28;2287;-2315;1407.0;109.0;28;26.0;55.0;20.0;-20.0;998.0;0.0;0.2;0.2
879;Local intergovernmental organisations;2013 2nd quarter;9;2591;-2582;1494.0;87.0;-9;76.0;-59.0;10.0;69.0;1062.0;0.0;0.2;0.2
880;Local intergovernmental organisations;2013 3rd quarter;-70;2152;-2222;1549.0;55.0;70;142.0;-247.0;9.0;81.0;1097.0;0.0;0.2;0.2
881;Local intergovernmental organisations;2013 4th quarter;-372;2287;-2659;1747.0;198.0;372;-291.0;83.0;10.0;24.0;226.0;-0.1;0.3;0.0
882;Local intergovernmental organisations;2013;-461;9317;-9778;1747.0;449.0;461;-47.0;-168.0;49.0;154.0;226.0;-0.1;0.3;0.0
883;Local intergovernmental organisations;2014 1st quarter;8;2486;-2478;1846.0;99.0;-8;-34.0;124.0;8.0;9.0;-599.0;-0.1;0.3;-0.1
884;Local intergovernmental organisations;2014 2nd quarter;-159;2549;-2708;1876.0;30.0;159;88.0;-172.0;0.0;-45.0;-620.0;-0.1;0.3;-0.1
885;Local intergovernmental organisations;2014 3rd quarter;33;2214;-2181;1875.0;-1.0;-33;-29.0;44.0;0.0;17.0;-592.0;-0.1;0.3;-0.1
886;Local intergovernmental organisations;2014 4th quarter;133;2741;-2608;1891.0;16.0;-133;-108.0;112.0;0.0;145.0;-426.0;0.0;0.3;-0.1
887;Local intergovernmental organisations;2014;15;9990;-9975;1891.0;144.0;-15;-83.0;108.0;8.0;126.0;-426.0;0.0;0.3;-0.1
888;Local intergovernmental organisations;2015 1st quarter;171;2444;-2273;1869.0;-22.0;-171;-20.0;298.0;-23.0;-106.0;-637.0;0.0;0.3;-0.1
889;Local intergovernmental organisations;2015 2nd quarter;-145;2467;-2612;1932.0;63.0;145;25.0;-10.0;0.0;-97.0;-306.0;0.0;0.3;0.0
890;Local intergovernmental organisations;2015 3rd quarter;-258;2025;-2283;1921.0;-11.0;258;145.0;-165.0;0.0;-249.0;-252.0;0.0;0.3;0.0
891;Local intergovernmental organisations;2015 4th quarter;219;2785;-2566;1964.0;43.0;-219;-673.0;487.0;0.0;448.0;266.0;0.0;0.3;0.0
892;Local intergovernmental organisations;2015;-13;9721;-9734;1964.0;73.0;13;-523.0;610.0;-23.0;-4.0;266.0;0.0;0.3;0.0
893;Local intergovernmental organisations;2016 1st quarter;201;2564;-2363;1990.0;26.0;-201;710.0;-58.0;32.0;-457.0;-92.0;0.0;0.3;0.0
894;Local intergovernmental organisations;2016 2nd quarter;-150;2577;-2727;1990.0;0.0;150;307.0;12.0;-1.0;-468.0;-121.0;0.0;0.3;0.0
895;Local intergovernmental organisations;2016 3rd quarter;-226;2115;-2341;1975.0;-15.0;226;174.0;5.0;-1.0;-419.0;-188.0;0.0;0.3;0.0
896;Local intergovernmental organisations;2016 4th quarter;197;2885;-2688;1998.0;23.0;-197;-1139.0;18.0;0.0;1341.0;127.0;0.0;0.3;0.0
897;Local intergovernmental organisations;2016;22;10141;-10119;1998.0;34.0;-22;52.0;-23.0;30.0;-3.0;127.0;0.0;0.3;0.0
898;Local intergovernmental organisations;2017 1st quarter;264;2759;-2495;2510.0;512.0;-264;883.0;-568.0;-5.0;466.0;-218.0;0.0;0.3;0.0
899;Local intergovernmental organisations;2017 2nd quarter;-126;2753;-2879;2602.0;92.0;126;198.0;109.0;-6.0;-335.0;-226.0;0.0;0.4;0.0
900;Local intergovernmental organisations;2017 3rd quarter;-244;2279;-2523;2607.0;5.0;244;-118.0;230.0;-6.0;-345.0;-162.0;0.0;0.4;0.0
901;Local intergovernmental organisations;2017 4th quarter;238;3071;-2833;3014.0;407.0;-238;-11.0;443.0;-6.0;219.0;398.0;0.0;0.4;0.1
902;Local intergovernmental organisations;2017;132;10862;-10730;3014.0;1016.0;-132;952.0;214.0;-23.0;5.0;398.0;0.0;0.4;0.1
903;Local intergovernmental organisations;2018 1st quarter;262;2762;-2500;3072.0;58.0;-262;668.0;-341.0;-8.0;1.0;-81.0;0.0;0.4;0.0
904;Local intergovernmental organisations;2018 2nd quarter;-118;2738;-2856;3085.0;13.0;118;111.0;-211.0;-4.0;-1.0;-138.0;0.0;0.4;0.0
905;Local intergovernmental organisations;2018 3rd quarter;-74;2395;-2469;3113.0;28.0;74;94.0;-139.0;-4.0;3.0;-259.0;0.0;0.4;0.0
906;Local intergovernmental organisations;2018 4th quarter;2;2960;-2958;3127.0;14.0;-2;-567.0;588.0;-2.0;-3.0;259.0;0.0;0.4;0.0
907;Local intergovernmental organisations;2018;72;10855;-10783;3127.0;113.0;-72;306.0;-103.0;-18.0;0.0;259.0;0.0;0.4;0.0
908;Local intergovernmental organisations;2019 1st quarter;69;2652;-2583;3086.0;-41.0;-69;672.0;-663.0;5.0;14.0;-134.0;0.0;0.4;0.0
909;Local intergovernmental organisations;2019 2nd quarter;-55;2880;-2935;3171.0;85.0;55;-299.0;335.0;0.0;-6.0;-233.0;0.0;0.4;0.0
910;Local intergovernmental organisations;2019 3rd quarter;98;2649;-2551;3128.0;-43.0;-98;156.0;-106.0;0.0;5.0;-423.0;0.0;0.4;-0.1
911;Local intergovernmental organisations;2019 4th quarter;-57;2909;-2966;3172.0;44.0;57;-608.0;615.0;0.0;-20.0;267.0;0.0;0.4;0.0
912;Local intergovernmental organisations;2019;55;11090;-11035;3172.0;45.0;-55;-79.0;181.0;5.0;-7.0;267.0;0.0;0.4;0.0
913;Local intergovernmental organisations;2020 1st quarter;87;2884;-2797;3280.0;108.0;-87;968.0;-803.0;69.0;-39.0;-55.0;0.0;0.4;0.0
914;Local intergovernmental organisations;2020 2nd quarter;77;3216;-3139;3317.0;37.0;-77;281.0;-224.0;5.0;52.0;-215.0;0.0;0.4;0.0
915;Local intergovernmental organisations;2020 3rd quarter;102;2897;-2795;3250.0;-67.0;-102;-236.0;285.0;0.0;-14.0;-381.0;0.0;0.4;0.0
916;Local intergovernmental organisations;2020 4th quarter;-69;3190;-3259;3299.0;49.0;69;-165.0;134.0;0.0;11.0;31.0;0.0;0.4;0.0
917;Local intergovernmental organisations;2020;197;12187;-11990;3299.0;127.0;-197;848.0;-608.0;74.0;10.0;31.0;0.0;0.4;0.0
918;Local intergovernmental organisations;2021 1st quarter;2;3084;-3082;3289.0;-10.0;-2;756.0;-749.0;9.0;-24.0;-407.0;0.0;0.4;0.0
919;Local intergovernmental organisations;2021 2nd quarter;62;3388;-3326;3298.0;9.0;-62;351.0;-267.0;1.0;-14.0;-386.0;0.0;0.4;0.0
920;Local intergovernmental organisations;2021 3rd quarter;50;3181;-3131;3254.0;-44.0;-50;-373.0;385.0;2.0;-8.0;-633.0;0.0;0.4;-0.1
921;Local intergovernmental organisations;2021 4th quarter;-90;3305;-3395;3273.0;19.0;90;-467.0;340.0;0.0;56.0;-256.0;0.0;0.4;0.0
922;Local intergovernmental organisations;2021;24;12958;-12934;3273.0;-26.0;-24;267.0;-291.0;12.0;10.0;-256.0;0.0;0.4;0.0
923;Local intergovernmental organisations;2022 1st quarter;151;3156;-3005;3268.0;-5.0;-151;749.0;-665.0;2.0;60.0;-664.0;0.0;0.4;-0.1
924;Local intergovernmental organisations;2022 2nd quarter;-74;3264;-3338;3257.0;-11.0;74;268.0;-219.0;0.0;-134.0;-682.0;0.0;0.3;-0.1
925;Local intergovernmental organisations;2022 3rd quarter;-129;2937;-3066;3239.0;-18.0;129;-135.0;67.0;0.0;-79.0;-672.0;0.0;0.3;-0.1
926;Local intergovernmental organisations;2022 4th quarter;83;3350;-3267;3349.0;110.0;-83;-153.0;185.0;5.0;156.0;-343.0;0.0;0.3;0.0
927;Local intergovernmental organisations;2022;31;12707;-12676;3349.0;76.0;-31;729.0;-632.0;7.0;3.0;-343.0;0.0;0.3;0.0
928;Local intergovernmental organisations;2023 1st quarter;164;3164;-3000;3275.0;-74.0;-164;516.0;-529.0;-1.0;104.0;-916.0;0.0;0.3;-0.1
929;Local intergovernmental organisations;2023 2nd quarter;18;3294;-3276;3256.0;-19.0;-18;-177.0;260.0;0.0;-84.0;-826.0;0.0;0.3;-0.1
930;Local intergovernmental organisations;2023 3rd quarter;65;3109;-3044;3319.0;63.0;-65;-149.0;381.0;0.0;-104.0;-905.0;0.0;0.3;-0.1
931;Local intergovernmental organisations;2023 4th quarter;-202;3430;-3632;3325.0;6.0;202;-722.0;441.0;0.0;85.0;-438.0;0.0;0.3;0.0
932;Local intergovernmental organisations;2023;45;12997;-12952;3325.0;-24.0;-45;-532.0;553.0;-1.0;1.0;-438.0;0.0;0.3;0.0
933;Local intergovernmental organisations;2024 1st quarter;47;3188;-3141;3326.0;1.0;-47;1113.0;-1065.0;0.0;0.0;-1084.0;0.0;0.3;-0.1
934;Local intergovernmental organisations;2024 2nd quarter;-56;3360;-3416;3454.0;128.0;56;426.0;-356.0;0.0;2.0;-1166.0;0.0;0.3;-0.1
935;Local intergovernmental organisations;2024 3rd quarter;109;3261;-3152;3423.0;-31.0;-109;-446.0;524.0;0.0;0.0;-1290.0;0.0;0.3;-0.1
936;Local intergovernmental organisations;2024 4th quarter;17;3545;-3528;3528.0;105.0;-17;-313.0;438.0;0.0;-3.0;-778.0;0.0;0.3;-0.1
937;Local intergovernmental organisations;2024;117;13354;-13237;3528.0;203.0;-117;780.0;-459.0;0.0;-1.0;-778.0;0.0;0.3;-0.1
938;Provinces;1995;71;3641;-3570;;;-71;;;;;;0.0;;
939;Provinces;1996;48;3678;-3630;;;-48;;;;;;0.0;;
940;Provinces;1997;120;2559;-2439;;;-120;;;;;;0.0;;
941;Provinces;1998;-131;2735;-2866;;;131;;;;;;0.0;;
942;Provinces;1999 1st quarter;109;875;-766;;;-109;;;;;;;;
943;Provinces;1999 2nd quarter;-206;583;-789;;;206;;;;;;;;
944;Provinces;1999 3rd quarter;86;838;-752;;;-86;;;;;;;;
945;Provinces;1999 4th quarter;-13;798;-811;;;13;;;;;;0.0;;
946;Provinces;1999;-24;3094;-3118;;;24;;;;;;0.0;;
947;Provinces;2000 1st quarter;60;836;-776;;;-60;;;;;;0.0;;
948;Provinces;2000 2nd quarter;3;825;-822;;;-3;;;;;;0.0;;
949;Provinces;2000 3rd quarter;64;839;-775;;;-64;;;;;;0.0;;
950;Provinces;2000 4th quarter;-8;841;-849;;;8;;;;;;0.0;;
951;Provinces;2000;119;3341;-3222;;;-119;;;;;;0.0;;
952;Provinces;2001 1st quarter;36;965;-929;;;-36;;;;;;0.0;;
953;Provinces;2001 2nd quarter;17;1000;-983;;;-17;;;;;;0.0;;
954;Provinces;2001 3rd quarter;29;955;-926;;;-29;;;;;;0.0;;
955;Provinces;2001 4th quarter;-8;987;-995;;;8;;;;;;0.0;;
956;Provinces;2001;74;3907;-3833;;;-74;;;;;;0.0;;
957;Provinces;2002 1st quarter;45;1020;-975;;;-45;;;;;;0.0;;
958;Provinces;2002 2nd quarter;17;1047;-1030;;;-17;;;;;;0.0;;
959;Provinces;2002 3rd quarter;34;1002;-968;;;-34;;;;;;0.0;;
960;Provinces;2002 4th quarter;-19;1017;-1036;;;19;;;;;;0.0;;
961;Provinces;2002;77;4086;-4009;;;-77;;;;;;0.0;;
962;Provinces;2003 1st quarter;64;1107;-1043;;;-64;;;;;;0.0;;
963;Provinces;2003 2nd quarter;28;1123;-1095;;;-28;;;;;;0.0;;
964;Provinces;2003 3rd quarter;49;1083;-1034;;;-49;;;;;;0.0;;
965;Provinces;2003 4th quarter;-37;1063;-1100;;;37;;;;;;0.0;;
966;Provinces;2003;104;4376;-4272;;;-104;;;;;;0.0;;
967;Provinces;2004 1st quarter;128;1232;-1104;;;-128;;;;;;0.0;;
968;Provinces;2004 2nd quarter;64;1212;-1148;;;-64;;;;;;0.0;;
969;Provinces;2004 3rd quarter;66;1135;-1069;;;-66;;;;;;0.0;;
970;Provinces;2004 4th quarter;-9;1132;-1141;;;9;;;;;;0.0;;
971;Provinces;2004;249;4711;-4462;;;-249;;;;;;0.0;;
972;Provinces;2005 1st quarter;78;1289;-1211;;;-78;;;;;;0.0;;
973;Provinces;2005 2nd quarter;9;1259;-1250;;;-9;;;;;;0.0;;
974;Provinces;2005 3rd quarter;74;1279;-1205;;;-74;;;;;;0.0;;
975;Provinces;2005 4th quarter;-8;1271;-1279;;;8;;;;;;0.0;;
976;Provinces;2005;153;5098;-4945;;;-153;;;;;;0.0;;
977;Provinces;2006 1st quarter;214;1385;-1171;;;-214;;;;;;0.1;;
978;Provinces;2006 2nd quarter;152;1364;-1212;;;-152;;;;;;0.1;;
979;Provinces;2006 3rd quarter;208;1382;-1174;;;-208;;;;;;0.1;;
980;Provinces;2006 4th quarter;137;1381;-1244;;;-137;;;;;;0.1;;
981;Provinces;2006;711;5512;-4801;;;-711;;;;;;0.1;;
982;Provinces;2007 1st quarter;168;1589;-1421;;;-168;;;;;;0.1;;
983;Provinces;2007 2nd quarter;103;1566;-1463;;;-103;;;;;;0.1;;
984;Provinces;2007 3rd quarter;164;1586;-1422;;;-164;;;;;;0.1;;
985;Provinces;2007 4th quarter;83;1578;-1495;;;-83;;;;;;0.1;;
986;Provinces;2007;518;6319;-5801;;;-518;;;;;;0.1;;
987;Provinces;2008 1st quarter;-18;1676;-1694;683.0;-13.0;18;-470.0;669.0;2.0;-232.0;508.0;0.1;0.1;0.1
988;Provinces;2008 2nd quarter;69;1778;-1709;705.0;22.0;-69;1090.0;-816.0;-1.0;-182.0;532.0;0.0;0.1;0.1
989;Provinces;2008 3rd quarter;-29;1533;-1562;733.0;28.0;29;-612.0;513.0;-1.0;99.0;561.0;0.0;0.1;0.1
990;Provinces;2008 4th quarter;16;1872;-1856;770.0;37.0;-16;513.0;-428.0;-2.0;-30.0;598.0;0.0;0.1;0.1
991;Provinces;2008;38;6859;-6821;770.0;74.0;-38;521.0;-62.0;-2.0;-345.0;598.0;0.0;0.1;0.1
992;Provinces;2009 1st quarter;-188;1643;-1831;827.0;57.0;188;112.0;-431.0;1.0;187.0;615.0;0.0;0.1;0.1
993;Provinces;2009 2nd quarter;108;2073;-1965;846.0;19.0;-108;1214.0;-93.0;-1.0;-993.0;576.0;0.0;0.1;0.1
994;Provinces;2009 3rd quarter;665;2631;-1966;798.0;-48.0;-665;100.0;-108.0;-1.0;626.0;438.0;0.1;0.1;0.1
995;Provinces;2009 4th quarter;-326;1804;-2130;757.0;-41.0;326;-363.0;-90.0;2.0;84.0;168.0;0.0;0.1;0.0
996;Provinces;2009;259;8151;-7892;757.0;-13.0;-259;1063.0;-722.0;1.0;-96.0;168.0;0.0;0.1;0.0
997;Provinces;2010 1st quarter;-320;1721;-2041;864.0;107.0;320;775.0;-1001.0;1.0;12.0;-1196.0;0.0;0.1;-0.2
998;Provinces;2010 2nd quarter;-248;1983;-2231;927.0;63.0;248;203.0;-343.0;-1.0;-44.0;-1261.0;0.0;0.1;-0.2
999;Provinces;2010 3rd quarter;-444;1617;-2061;820.0;-107.0;444;-429.0;-139.0;-1.0;18.0;-1502.0;-0.2;0.1;-0.2
1000;Provinces;2010 4th quarter;-477;2097;-2574;803.0;-17.0;477;-1375.0;877.0;0.0;4.0;-1088.0;-0.2;0.1;-0.2
1001;Provinces;2010;-1489;7418;-8907;803.0;46.0;1489;-826.0;-606.0;-1.0;-10.0;-1088.0;-0.2;0.1;-0.2
1002;Provinces;2011 1st quarter;-64;1753;-1817;895.0;92.0;64;-58.0;78.0;3.0;5.0;-862.0;-0.2;0.1;-0.1
1003;Provinces;2011 2nd quarter;90;2108;-2018;851.0;-44.0;-90;-281.0;332.0;-3.0;-2.0;-846.0;-0.1;0.1;-0.1
1004;Provinces;2011 3rd quarter;-263;1648;-1911;846.0;-5.0;263;-184.0;-72.0;-3.0;-9.0;-1079.0;-0.1;0.1;-0.2
1005;Provinces;2011 4th quarter;-260;2112;-2372;882.0;36.0;260;593.0;-822.0;-3.0;8.0;-1026.0;-0.1;0.1;-0.2
1006;Provinces;2011;-497;7621;-8118;882.0;79.0;497;70.0;-484.0;-6.0;2.0;-1026.0;-0.1;0.1;-0.2
1007;Provinces;2012 1st quarter;-21;1840;-1861;885.0;3.0;21;-267.0;208.0;-1.0;42.0;-1034.0;-0.1;0.1;-0.2
1008;Provinces;2012 2nd quarter;274;2135;-1861;894.0;9.0;-274;120.0;235.0;-1.0;-71.0;-1047.0;0.0;0.1;-0.2
1009;Provinces;2012 3rd quarter;-254;1585;-1839;899.0;5.0;254;159.0;-293.0;-2.0;-113.0;-993.0;0.0;0.1;-0.2
1010;Provinces;2012 4th quarter;-63;1982;-2045;869.0;-30.0;63;-599.0;383.0;-2.0;125.0;-1228.0;0.0;0.1;-0.2
1011;Provinces;2012;-64;7542;-7606;869.0;-13.0;64;-587.0;533.0;-6.0;-17.0;-1228.0;0.0;0.1;-0.2
1012;Provinces;2013 1st quarter;-81;1646;-1727;882.0;13.0;81;-260.0;198.0;7.0;-13.0;-1150.0;0.0;0.1;-0.2
1013;Provinces;2013 2nd quarter;126;1991;-1865;877.0;-5.0;-126;16.0;73.0;3.0;29.0;-1275.0;0.0;0.1;-0.2
1014;Provinces;2013 3rd quarter;-166;1693;-1859;873.0;-4.0;166;-273.0;95.0;4.0;4.0;-1918.0;0.0;0.1;-0.3
1015;Provinces;2013 4th quarter;-246;1800;-2046;832.0;-41.0;246;-219.0;-56.0;10.0;-22.0;-5514.0;-0.1;0.1;-0.8
1016;Provinces;2013;-367;7130;-7497;832.0;-37.0;367;-736.0;310.0;24.0;-2.0;-5514.0;-0.1;0.1;-0.8
1017;Provinces;2014 1st quarter;-216;1676;-1892;822.0;-10.0;216;-667.0;460.0;1.0;-20.0;-5708.0;-0.1;0.1;-0.9
1018;Provinces;2014 2nd quarter;28;1896;-1868;844.0;22.0;-28;287.0;-250.0;-1.0;14.0;-6483.0;-0.1;0.1;-1.0
1019;Provinces;2014 3rd quarter;-91;1750;-1841;811.0;-33.0;91;-312.0;194.0;-1.0;-5.0;-6431.0;-0.1;0.1;-1.0
1020;Provinces;2014 4th quarter;-322;1952;-2274;773.0;-38.0;322;-217.0;-167.0;2.0;22.0;-6433.0;-0.1;0.1;-0.9
1021;Provinces;2014;-601;7274;-7875;773.0;-59.0;601;-909.0;237.0;1.0;11.0;-6433.0;-0.1;0.1;-0.9
1022;Provinces;2015 1st quarter;-417;1500;-1917;752.0;-21.0;417;285.0;-553.0;1.0;-171.0;-6501.0;-0.1;0.1;-1.0
1023;Provinces;2015 2nd quarter;-195;1937;-2132;777.0;25.0;195;-384.0;311.0;-1.0;-96.0;-7111.0;-0.1;0.1;-1.0
1024;Provinces;2015 3rd quarter;-239;1718;-1957;778.0;1.0;239;-283.0;114.0;-1.0;-68.0;-8015.0;-0.2;0.1;-1.2
1025;Provinces;2015 4th quarter;-48;2063;-2111;752.0;-26.0;48;-621.0;212.0;2.0;333.0;-7390.0;-0.1;0.1;-1.1
