ID;Geslacht;Arbeidspositie;ArbeidspositiePartner;AanwezigheidKinderen;CaribischNederland;Perioden;PartnerInPaar_1
178;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;Jongste kind jonger dan 12 jaar;Saba;2020;250
179;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;Jongste kind jonger dan 12 jaar;Saba;2022;170
180;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;Jongste kind 12 jaar of ouder;Caribisch Nederland;2014;1660
181;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;Jongste kind 12 jaar of ouder;Caribisch Nederland;2016;1610
182;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;Jongste kind 12 jaar of ouder;Caribisch Nederland;2018;1540
183;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;Jongste kind 12 jaar of ouder;Caribisch Nederland;2020;1540
184;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;Jongste kind 12 jaar of ouder;Caribisch Nederland;2022;1680
185;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;Jongste kind 12 jaar of ouder;Bonaire;2014;1360
186;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;Jongste kind 12 jaar of ouder;Bonaire;2016;1390
187;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;Jongste kind 12 jaar of ouder;Bonaire;2018;1320
188;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;Jongste kind 12 jaar of ouder;Bonaire;2020;1410
189;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;Jongste kind 12 jaar of ouder;Bonaire;2022;1510
190;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;Jongste kind 12 jaar of ouder;Sint Eustatius;2014;220
191;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;Jongste kind 12 jaar of ouder;Sint Eustatius;2016;170
192;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;Jongste kind 12 jaar of ouder;Sint Eustatius;2018;150
193;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;Jongste kind 12 jaar of ouder;Sint Eustatius;2020;60
194;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;Jongste kind 12 jaar of ouder;Sint Eustatius;2022;130
195;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;Jongste kind 12 jaar of ouder;Saba;2014;80
196;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;Jongste kind 12 jaar of ouder;Saba;2016;50
197;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;Jongste kind 12 jaar of ouder;Saba;2018;70
198;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;Jongste kind 12 jaar of ouder;Saba;2020;80
199;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;Jongste kind 12 jaar of ouder;Saba;2022;40
200;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;Jongste kind leeftijd onbekend;Caribisch Nederland;2014;20
201;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;Jongste kind leeftijd onbekend;Caribisch Nederland;2016;10
202;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;Jongste kind leeftijd onbekend;Caribisch Nederland;2018;0
203;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;Jongste kind leeftijd onbekend;Caribisch Nederland;2020;0
204;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;Jongste kind leeftijd onbekend;Caribisch Nederland;2022;0
205;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;Jongste kind leeftijd onbekend;Bonaire;2014;20
206;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;Jongste kind leeftijd onbekend;Bonaire;2016;0
207;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;Jongste kind leeftijd onbekend;Bonaire;2018;0
208;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;Jongste kind leeftijd onbekend;Bonaire;2020;0
209;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;Jongste kind leeftijd onbekend;Bonaire;2022;0
210;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;Jongste kind leeftijd onbekend;Sint Eustatius;2014;0
211;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;Jongste kind leeftijd onbekend;Sint Eustatius;2016;0
212;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;Jongste kind leeftijd onbekend;Sint Eustatius;2018;0
213;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;Jongste kind leeftijd onbekend;Sint Eustatius;2020;0
214;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;Jongste kind leeftijd onbekend;Sint Eustatius;2022;0
215;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;Jongste kind leeftijd onbekend;Saba;2014;0
216;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;Jongste kind leeftijd onbekend;Saba;2016;10
217;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;Jongste kind leeftijd onbekend;Saba;2018;0
218;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;Jongste kind leeftijd onbekend;Saba;2020;0
219;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;Jongste kind leeftijd onbekend;Saba;2022;0
220;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;Partner in paar, geen kind;Caribisch Nederland;2014;1940
221;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;Partner in paar, geen kind;Caribisch Nederland;2016;2820
222;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;Partner in paar, geen kind;Caribisch Nederland;2018;3160
223;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;Partner in paar, geen kind;Caribisch Nederland;2020;3080
224;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;Partner in paar, geen kind;Caribisch Nederland;2022;2760
225;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;Partner in paar, geen kind;Bonaire;2014;1560
226;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;Partner in paar, geen kind;Bonaire;2016;2390
227;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;Partner in paar, geen kind;Bonaire;2018;2600
228;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;Partner in paar, geen kind;Bonaire;2020;2660
229;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;Partner in paar, geen kind;Bonaire;2022;2240
230;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;Partner in paar, geen kind;Sint Eustatius;2014;220
231;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;Partner in paar, geen kind;Sint Eustatius;2016;250
232;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;Partner in paar, geen kind;Sint Eustatius;2018;300
233;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;Partner in paar, geen kind;Sint Eustatius;2020;230
234;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;Partner in paar, geen kind;Sint Eustatius;2022;290
235;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;Partner in paar, geen kind;Saba;2014;160
236;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;Partner in paar, geen kind;Saba;2016;180
237;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;Partner in paar, geen kind;Saba;2018;260
238;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;Partner in paar, geen kind;Saba;2020;190
239;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;Partner in paar, geen kind;Saba;2022;220
240;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzaam voltijd;Partner in paar;Caribisch Nederland;2014;4980
241;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzaam voltijd;Partner in paar;Caribisch Nederland;2016;6030
242;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzaam voltijd;Partner in paar;Caribisch Nederland;2018;5440
243;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzaam voltijd;Partner in paar;Caribisch Nederland;2020;5950
244;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzaam voltijd;Partner in paar;Caribisch Nederland;2022;6100
245;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzaam voltijd;Partner in paar;Bonaire;2014;4050
246;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzaam voltijd;Partner in paar;Bonaire;2016;5150
247;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzaam voltijd;Partner in paar;Bonaire;2018;4420
248;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzaam voltijd;Partner in paar;Bonaire;2020;5040
249;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzaam voltijd;Partner in paar;Bonaire;2022;5120
250;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzaam voltijd;Partner in paar;Sint Eustatius;2014;640
251;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzaam voltijd;Partner in paar;Sint Eustatius;2016;600
252;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzaam voltijd;Partner in paar;Sint Eustatius;2018;620
253;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzaam voltijd;Partner in paar;Sint Eustatius;2020;530
254;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzaam voltijd;Partner in paar;Sint Eustatius;2022;620
255;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzaam voltijd;Partner in paar;Saba;2014;290
256;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzaam voltijd;Partner in paar;Saba;2016;280
257;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzaam voltijd;Partner in paar;Saba;2018;400
258;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzaam voltijd;Partner in paar;Saba;2020;380
259;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzaam voltijd;Partner in paar;Saba;2022;360
260;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzaam voltijd;Partner in paar met kind;Caribisch Nederland;2014;3440
261;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzaam voltijd;Partner in paar met kind;Caribisch Nederland;2016;3710
262;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzaam voltijd;Partner in paar met kind;Caribisch Nederland;2018;3130
263;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzaam voltijd;Partner in paar met kind;Caribisch Nederland;2020;3660
264;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzaam voltijd;Partner in paar met kind;Caribisch Nederland;2022;3920
265;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzaam voltijd;Partner in paar met kind;Bonaire;2014;2820
266;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzaam voltijd;Partner in paar met kind;Bonaire;2016;3150
267;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzaam voltijd;Partner in paar met kind;Bonaire;2018;2590
268;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzaam voltijd;Partner in paar met kind;Bonaire;2020;3070
269;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzaam voltijd;Partner in paar met kind;Bonaire;2022;3370
270;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzaam voltijd;Partner in paar met kind;Sint Eustatius;2014;450
271;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzaam voltijd;Partner in paar met kind;Sint Eustatius;2016;380
272;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzaam voltijd;Partner in paar met kind;Sint Eustatius;2018;350
273;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzaam voltijd;Partner in paar met kind;Sint Eustatius;2020;340
274;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzaam voltijd;Partner in paar met kind;Sint Eustatius;2022;380
275;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzaam voltijd;Partner in paar met kind;Saba;2014;160
276;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzaam voltijd;Partner in paar met kind;Saba;2016;180
277;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzaam voltijd;Partner in paar met kind;Saba;2018;190
278;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzaam voltijd;Partner in paar met kind;Saba;2020;260
279;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzaam voltijd;Partner in paar met kind;Saba;2022;180
280;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzaam voltijd;Jongste kind jonger dan 12 jaar;Caribisch Nederland;2014;2040
281;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzaam voltijd;Jongste kind jonger dan 12 jaar;Caribisch Nederland;2016;2330
282;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzaam voltijd;Jongste kind jonger dan 12 jaar;Caribisch Nederland;2018;1870
283;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzaam voltijd;Jongste kind jonger dan 12 jaar;Caribisch Nederland;2020;2370
284;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzaam voltijd;Jongste kind jonger dan 12 jaar;Caribisch Nederland;2022;2480
285;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzaam voltijd;Jongste kind jonger dan 12 jaar;Bonaire;2014;1660
286;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzaam voltijd;Jongste kind jonger dan 12 jaar;Bonaire;2016;1930
287;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzaam voltijd;Jongste kind jonger dan 12 jaar;Bonaire;2018;1520
288;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzaam voltijd;Jongste kind jonger dan 12 jaar;Bonaire;2020;1900
289;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzaam voltijd;Jongste kind jonger dan 12 jaar;Bonaire;2022;2080
290;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzaam voltijd;Jongste kind jonger dan 12 jaar;Sint Eustatius;2014;270
291;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzaam voltijd;Jongste kind jonger dan 12 jaar;Sint Eustatius;2016;260
292;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzaam voltijd;Jongste kind jonger dan 12 jaar;Sint Eustatius;2018;210
293;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzaam voltijd;Jongste kind jonger dan 12 jaar;Sint Eustatius;2020;280
294;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzaam voltijd;Jongste kind jonger dan 12 jaar;Sint Eustatius;2022;270
295;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzaam voltijd;Jongste kind jonger dan 12 jaar;Saba;2014;110
296;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzaam voltijd;Jongste kind jonger dan 12 jaar;Saba;2016;140
297;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzaam voltijd;Jongste kind jonger dan 12 jaar;Saba;2018;140
298;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzaam voltijd;Jongste kind jonger dan 12 jaar;Saba;2020;180
299;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzaam voltijd;Jongste kind jonger dan 12 jaar;Saba;2022;140
300;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzaam voltijd;Jongste kind 12 jaar of ouder;Caribisch Nederland;2014;1370
301;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzaam voltijd;Jongste kind 12 jaar of ouder;Caribisch Nederland;2016;1370
302;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzaam voltijd;Jongste kind 12 jaar of ouder;Caribisch Nederland;2018;1260
303;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzaam voltijd;Jongste kind 12 jaar of ouder;Caribisch Nederland;2020;1290
304;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzaam voltijd;Jongste kind 12 jaar of ouder;Caribisch Nederland;2022;1440
305;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzaam voltijd;Jongste kind 12 jaar of ouder;Bonaire;2014;1140
306;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzaam voltijd;Jongste kind 12 jaar of ouder;Bonaire;2016;1220
307;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzaam voltijd;Jongste kind 12 jaar of ouder;Bonaire;2018;1080
308;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzaam voltijd;Jongste kind 12 jaar of ouder;Bonaire;2020;1160
309;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzaam voltijd;Jongste kind 12 jaar of ouder;Bonaire;2022;1290
310;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzaam voltijd;Jongste kind 12 jaar of ouder;Sint Eustatius;2014;180
311;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzaam voltijd;Jongste kind 12 jaar of ouder;Sint Eustatius;2016;110
312;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzaam voltijd;Jongste kind 12 jaar of ouder;Sint Eustatius;2018;130
313;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzaam voltijd;Jongste kind 12 jaar of ouder;Sint Eustatius;2020;50
314;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzaam voltijd;Jongste kind 12 jaar of ouder;Sint Eustatius;2022;110
315;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzaam voltijd;Jongste kind 12 jaar of ouder;Saba;2014;60
316;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzaam voltijd;Jongste kind 12 jaar of ouder;Saba;2016;40
317;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzaam voltijd;Jongste kind 12 jaar of ouder;Saba;2018;60
318;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzaam voltijd;Jongste kind 12 jaar of ouder;Saba;2020;70
319;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzaam voltijd;Jongste kind 12 jaar of ouder;Saba;2022;40
320;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzaam voltijd;Jongste kind leeftijd onbekend;Caribisch Nederland;2014;20
321;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzaam voltijd;Jongste kind leeftijd onbekend;Caribisch Nederland;2016;10
322;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzaam voltijd;Jongste kind leeftijd onbekend;Caribisch Nederland;2018;0
323;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzaam voltijd;Jongste kind leeftijd onbekend;Caribisch Nederland;2020;0
324;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzaam voltijd;Jongste kind leeftijd onbekend;Caribisch Nederland;2022;0
325;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzaam voltijd;Jongste kind leeftijd onbekend;Bonaire;2014;20
326;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzaam voltijd;Jongste kind leeftijd onbekend;Bonaire;2016;0
327;Totaal mannen en vrouwen;Beroeps- en niet-beroepsbevolking;Werkzaam voltijd;Jongste kind leeftijd onbekend;Bonaire;2018;0
