ID;TypeZelfstandige;Persoonskenmerken;BedrijfstakkenBranchesSBI2008;Perioden;Personen_1;PersonenMetBedrijfsvermogen_2;GemiddeldPersoonlijkInkomen_3;MediaanPersoonlijkInkomen_4;GemiddeldInkomenAlsZelfstandige_5;MediaanInkomenAlsZelfstandige_6;GemiddeldGestandaardiseerdInkomen_7;MediaanGestandaardiseerdInkomen_8;MediaanVermogenHuishoudens_9;MediaanBedrijfsvermogen_10;Personen_11;PersonenMetBedrijfsvermogen_12;GemiddeldPersoonlijkInkomen_13;MediaanPersoonlijkInkomen_14;GemiddeldInkomenAlsZelfstandige_15;MediaanInkomenAlsZelfstandige_16;GemiddeldGestandaardiseerdInkomen_17;MediaanGestandaardiseerdInkomen_18;MediaanVermogenHuishoudens_19;MediaanBedrijfsvermogen_20;ZelfstandigeAlleInkomensbronnen_21
112;Zelfstandige;Totaal personen;H Vervoer en opslag;2011;32.9;27.7;36.1;29.3;35.3;28.4;31.5;28.0;115.2;24.0;44.8;33.1;36.2;29.2;26.0;19.3;30.9;27.3;118.0;19.8;40.1
113;Zelfstandige;Totaal personen;H Vervoer en opslag;2012;33.9;28.5;35.0;28.3;34.1;27.4;30.7;27.6;91.0;22.9;47.9;34.1;36.2;29.1;24.2;17.5;30.7;27.5;106.4;19.4;43.5
114;Zelfstandige;Totaal personen;H Vervoer en opslag;2013;33.8;29.0;37.0;29.5;35.9;28.3;31.2;27.9;62.6;20.0;45.8;34.2;38.2;30.2;26.9;19.6;31.5;28.0;79.6;17.9;43.1
115;Zelfstandige;Totaal personen;H Vervoer en opslag;2014;34.4;29.9;39.5;31.5;38.3;30.3;35.5;29.6;56.7;19.2;45.0;34.7;39.6;31.2;30.0;22.2;35.1;29.1;66.5;17.5;41.7
116;Zelfstandige;Totaal personen;H Vervoer en opslag;2015;34.7;30.4;38.1;30.9;36.7;30.0;34.9;29.6;61.0;20.2;45.3;35.2;38.3;30.7;29.0;22.3;34.9;29.2;67.3;18.2;42.3
117;Zelfstandige;Totaal personen;I Horeca;2007;47.5;35.2;30.7;24.3;30.3;23.5;26.7;23.9;140.4;19.6;56.0;40.6;29.8;24.1;26.0;19.9;26.2;23.5;141.3;18.2;56.0
118;Zelfstandige;Totaal personen;I Horeca;2008;48.1;42.6;30.3;24.4;29.7;23.6;26.3;24.0;133.7;18.7;56.9;49.5;29.6;24.3;25.3;19.8;25.9;23.7;134.5;17.2;56.9
119;Zelfstandige;Totaal personen;I Horeca;2009;47.0;44.5;28.2;23.3;27.6;22.7;24.7;23.4;112.5;16.4;55.6;51.8;27.9;23.4;23.5;19.0;24.5;23.2;115.4;15.2;55.2
120;Zelfstandige;Totaal personen;I Horeca;2010;49.9;44.0;28.7;23.2;28.0;22.4;25.0;23.1;96.2;18.1;60.3;52.0;28.4;23.4;23.4;18.3;24.7;22.9;96.1;16.4;59.9
121;Zelfstandige;Totaal personen;I Horeca;2011;53.0;47.5;28.9;23.6;28.1;22.6;27.9;25.7;88.6;16.7;62.9;54.5;29.1;24.3;23.8;18.9;27.7;25.7;90.1;15.7;62.5
122;Zelfstandige;Totaal personen;I Horeca;2012;53.4;48.1;27.5;22.3;26.6;21.4;27.3;25.1;76.9;17.8;63.5;55.3;28.1;23.3;22.6;17.7;27.2;25.1;77.9;16.7;63.1
123;Zelfstandige;Totaal personen;I Horeca;2013;53.4;48.3;27.4;22.0;26.3;21.1;26.8;24.8;60.8;17.6;63.6;55.7;28.2;23.1;22.3;17.4;26.9;25.0;61.7;16.4;63.1
124;Zelfstandige;Totaal personen;I Horeca;2014;53.7;49.3;30.1;24.1;28.9;23.1;30.5;26.8;61.1;17.4;64.1;56.8;30.7;25.0;24.5;19.1;30.4;26.9;61.3;16.3;63.6
125;Zelfstandige;Totaal personen;I Horeca;2015;54.6;49.9;29.8;24.8;28.4;23.7;30.5;27.3;69.3;19.1;65.3;57.5;30.6;25.6;24.2;19.5;30.5;27.4;69.1;17.9;65.3
126;Zelfstandige;Totaal personen;J Informatie en communicatie;2007;22.1;16.7;46.8;39.0;44.8;37.1;35.0;29.5;148.8;26.7;37.1;23.7;47.6;40.7;28.4;14.0;34.0;29.2;147.7;16.9;31.3
127;Zelfstandige;Totaal personen;J Informatie en communicatie;2008;25.0;21.6;49.9;41.5;48.4;40.3;34.2;30.3;138.9;26.1;41.3;30.3;49.7;42.2;31.1;15.7;33.6;29.8;132.2;16.1;35.5
128;Zelfstandige;Totaal personen;J Informatie en communicatie;2009;27.7;24.7;46.0;38.0;44.9;36.7;32.7;28.9;124.2;24.9;45.0;34.5;47.0;39.7;29.4;14.5;32.8;29.1;120.2;16.7;38.1
129;Zelfstandige;Totaal personen;J Informatie en communicatie;2010;31.1;26.4;45.0;37.5;43.7;35.9;31.9;28.6;112.0;24.2;51.7;37.0;45.9;39.2;28.1;13.5;31.8;28.5;101.5;15.1;44.0
130;Zelfstandige;Totaal personen;J Informatie en communicatie;2011;34.0;28.3;45.9;38.3;44.7;36.9;35.6;31.5;102.3;21.6;55.5;39.1;46.4;39.5;28.9;14.3;35.0;31.1;95.5;14.0;48.0
131;Zelfstandige;Totaal personen;J Informatie en communicatie;2012;35.8;30.1;47.3;39.0;46.1;37.5;36.5;32.0;83.4;21.7;57.5;41.0;47.2;39.9;30.3;15.0;35.5;31.5;75.6;14.0;50.1
132;Zelfstandige;Totaal personen;J Informatie en communicatie;2013;37.2;31.6;45.9;37.4;44.4;35.8;35.0;31.3;63.6;22.1;58.4;42.6;46.5;39.1;29.8;15.0;34.8;31.2;56.2;14.6;51.4
133;Zelfstandige;Totaal personen;J Informatie en communicatie;2014;39.0;33.4;47.4;39.1;46.0;37.4;39.7;33.0;65.8;22.4;60.6;44.7;47.9;40.4;31.2;16.2;38.4;32.6;56.2;14.7;53.5
134;Zelfstandige;Totaal personen;J Informatie en communicatie;2015;41.1;35.0;46.2;37.8;44.9;36.4;38.1;32.7;72.8;23.1;64.4;46.7;46.5;38.8;30.3;15.3;37.0;32.2;58.5;15.0;58.0
135;Zelfstandige;Totaal personen;K Financiële dienstverlening;2007;56.5;45.9;62.2;56.5;56.0;51.1;49.0;34.2;444.8;163.4;66.1;52.7;62.4;55.4;49.5;45.5;49.8;34.4;457.7;158.3;68.6
136;Zelfstandige;Totaal personen;K Financiële dienstverlening;2008;61.5;51.9;63.1;57.1;59.2;53.9;39.4;31.9;430.4;175.8;72.5;59.6;63.6;56.3;52.1;48.0;40.2;32.3;443.3;170.9;75.4
137;Zelfstandige;Totaal personen;K Financiële dienstverlening;2009;64.4;55.3;62.1;56.5;58.5;53.6;38.2;31.7;390.6;180.0;75.1;63.0;62.8;56.0;51.9;48.4;39.1;32.2;406.5;176.4;76.4
138;Zelfstandige;Totaal personen;K Financiële dienstverlening;2010;50.8;41.8;62.3;56.8;58.4;53.5;39.1;32.0;395.3;181.6;63.3;49.3;63.1;56.0;49.2;45.0;39.9;32.5;401.2;172.6;64.6
139;Zelfstandige;Totaal personen;K Financiële dienstverlening;2011;53.2;43.5;63.2;57.7;59.1;54.0;49.6;36.4;382.0;177.8;66.8;51.7;64.1;56.7;49.4;45.0;50.4;36.8;394.7;174.5;68.2
140;Zelfstandige;Totaal personen;K Financiële dienstverlening;2012;53.7;44.5;64.1;58.6;59.9;55.0;50.6;36.7;355.7;191.4;67.4;52.8;64.9;57.6;50.1;45.7;51.4;37.2;371.5;188.7;68.6
141;Zelfstandige;Totaal personen;K Financiële dienstverlening;2013;53.0;44.3;65.1;59.1;59.8;55.0;47.3;35.8;318.3;202.4;67.1;53.0;66.4;58.2;50.0;45.5;48.8;36.6;334.3;199.6;68.5
142;Zelfstandige;Totaal personen;K Financiële dienstverlening;2014;55.0;45.6;68.8;59.9;63.5;56.1;67.7;39.8;312.6;205.0;69.8;54.4;70.3;58.7;52.9;46.5;68.5;40.3;328.9;201.5;71.2
143;Zelfstandige;Totaal personen;K Financiële dienstverlening;2015;54.5;45.7;65.8;59.5;61.6;56.4;63.2;39.1;333.7;211.6;68.4;54.3;66.9;58.3;51.6;47.0;64.2;39.6;349.9;209.6;70.6
144;Zelfstandige;Totaal personen;L Verhuur en handel van onroerend goed;2007;10.5;7.8;53.5;44.0;48.8;39.0;42.2;31.3;495.3;92.7;14.0;9.9;52.0;41.7;38.0;26.0;41.7;30.4;473.9;77.1;14.2
145;Zelfstandige;Totaal personen;L Verhuur en handel van onroerend goed;2008;11.0;9.1;52.1;42.9;48.6;40.0;35.8;29.7;477.8;80.1;14.7;11.6;50.9;41.2;38.0;26.1;35.5;29.3;462.9;66.9;15.1
146;Zelfstandige;Totaal personen;L Verhuur en handel van onroerend goed;2009;10.8;9.4;45.8;38.8;42.5;35.2;31.9;27.6;429.4;69.0;14.3;12.0;45.7;38.2;33.2;22.7;32.1;27.7;409.8;57.9;14.2
147;Zelfstandige;Totaal personen;L Verhuur en handel van onroerend goed;2010;11.6;9.6;48.1;40.0;44.6;36.1;33.7;27.8;409.0;72.0;15.9;12.5;48.0;39.1;33.8;22.7;33.7;27.9;399.1;59.7;16.0
148;Zelfstandige;Totaal personen;L Verhuur en handel van onroerend goed;2011;12.1;10.3;47.4;39.3;43.8;35.2;46.9;33.7;393.5;65.4;16.6;13.4;47.0;38.7;32.7;22.8;45.8;33.5;390.6;58.3;16.8
149;Zelfstandige;Totaal personen;L Verhuur en handel van onroerend goed;2012;12.0;10.3;47.1;39.8;43.3;35.6;46.3;34.0;358.4;65.6;16.4;13.4;47.1;39.3;32.7;22.3;45.3;33.7;357.5;59.1;16.6
150;Zelfstandige;Totaal personen;L Verhuur en handel van onroerend goed;2013;11.9;10.3;46.9;38.7;42.9;34.3;43.1;33.3;306.2;64.3;16.3;13.4;47.7;38.6;32.8;21.7;43.3;33.4;313.5;60.1;16.4
151;Zelfstandige;Totaal personen;L Verhuur en handel van onroerend goed;2014;11.2;9.8;50.7;43.7;46.8;40.3;56.1;36.8;269.7;61.4;15.3;12.7;50.8;42.6;36.2;25.4;55.6;36.5;283.0;59.5;15.2
152;Zelfstandige;Totaal personen;L Verhuur en handel van onroerend goed;2015;11.7;10.1;52.2;44.0;48.3;40.7;57.1;37.2;297.9;67.4;15.9;13.0;52.2;42.9;37.5;26.4;56.5;36.9;310.4;64.8;16.3
153;Zelfstandige;Totaal personen;M-N Zakelijke dienstverlening;2007;147.1;113.8;52.5;42.5;50.2;40.0;40.1;32.0;239.5;35.7;208.4;146.2;50.5;40.3;37.3;24.3;38.1;30.4;222.9;26.7;190.7
154;Zelfstandige;Totaal personen;M-N Zakelijke dienstverlening;2008;160.9;140.7;53.7;44.0;52.0;42.0;37.5;32.2;224.5;32.9;228.0;179.6;51.7;41.6;38.6;25.4;36.1;30.9;207.2;25.0;208.2
155;Zelfstandige;Totaal personen;M-N Zakelijke dienstverlening;2009;167.3;152.4;49.8;40.5;48.4;39.7;35.5;31.0;195.0;29.4;234.8;195.0;48.8;39.6;36.2;23.5;34.7;30.2;182.1;22.2;213.0
156;Zelfstandige;Totaal personen;M-N Zakelijke dienstverlening;2010;180.6;156.6;48.7;39.2;47.1;37.6;35.0;30.3;180.2;29.1;265.2;206.2;48.3;38.8;33.9;20.4;34.2;29.6;165.4;20.8;242.9
157;Zelfstandige;Totaal personen;M-N Zakelijke dienstverlening;2011;193.8;166.2;49.0;39.5;47.3;37.9;39.2;33.3;167.6;26.9;284.2;216.5;49.0;39.4;34.0;20.5;38.1;32.5;156.2;19.9;262.9
158;Zelfstandige;Totaal personen;M-N Zakelijke dienstverlening;2012;201.6;174.2;48.4;38.6;46.6;37.0;39.2;33.2;141.0;26.4;293.0;226.8;48.7;38.9;33.9;20.3;38.2;32.5;130.5;19.5;271.1
159;Zelfstandige;Totaal personen;M-N Zakelijke dienstverlening;2013;206.2;178.9;48.0;37.4;45.7;35.6;38.0;32.6;108.1;25.8;299.8;233.6;48.8;38.2;33.4;19.7;37.5;32.2;99.8;19.1;277.0
160;Zelfstandige;Totaal personen;M-N Zakelijke dienstverlening;2014;213.5;185.8;48.2;38.1;46.0;36.0;43.3;34.1;105.8;24.8;312.8;242.1;49.6;38.7;33.4;19.8;42.0;33.5;96.7;18.4;285.1
161;Zelfstandige;Totaal personen;M-N Zakelijke dienstverlening;2015;222.9;194.5;47.9;37.5;45.7;35.9;42.4;34.2;112.6;25.2;323.9;252.8;49.3;38.6;33.6;20.5;41.3;33.8;102.4;18.6;304.1
162;Zelfstandige;Totaal personen;M Specialistische zakelijke diensten;2007;119.1;93.6;55.9;46.1;53.4;43.2;42.2;33.6;259.7;38.0;164.0;120.9;54.4;44.2;40.8;28.0;40.4;32.3;245.4;28.3;157.7
163;Zelfstandige;Totaal personen;M Specialistische zakelijke diensten;2008;131.1;115.8;57.2;47.7;55.3;45.5;39.2;33.6;242.3;35.2;180.1;148.4;55.9;45.9;42.4;29.7;38.1;32.6;227.0;26.5;173.0
164;Zelfstandige;Totaal personen;M Specialistische zakelijke diensten;2009;136.5;125.3;53.0;44.0;51.5;42.2;37.1;32.5;212.2;32.0;186.7;161.0;52.5;43.2;39.6;27.0;36.5;31.8;200.8;24.0;176.8
165;Zelfstandige;Totaal personen;M Specialistische zakelijke diensten;2010;144.1;126.3;52.0;42.6;50.4;41.0;36.6;31.7;198.4;32.0;206.7;167.3;51.8;42.3;37.1;23.5;35.8;31.1;181.3;22.4;196.1
166;Zelfstandige;Totaal personen;M Specialistische zakelijke diensten;2011;154.2;133.3;52.2;42.6;50.3;41.0;40.8;34.7;185.0;29.4;222.1;175.1;52.4;42.5;36.9;23.1;39.8;34.0;170.5;21.3;211.9
167;Zelfstandige;Totaal personen;M Specialistische zakelijke diensten;2012;161.0;140.3;51.6;42.0;49.7;40.4;41.0;34.6;157.4;28.9;231.3;184.4;52.2;42.2;36.6;22.4;40.0;34.0;145.2;20.9;221.4
168;Zelfstandige;Totaal personen;M Specialistische zakelijke diensten;2013;164.7;143.9;51.3;41.0;48.8;39.1;39.8;33.9;122.0;28.3;236.3;189.8;52.5;41.8;36.1;21.8;39.3;33.7;112.5;20.7;226.2
169;Zelfstandige;Totaal personen;M Specialistische zakelijke diensten;2014;170.5;149.6;51.5;41.4;49.1;39.3;45.5;35.6;118.8;27.4;246.3;196.9;53.4;42.1;36.2;21.9;44.3;35.1;109.4;19.7;232.9
170;Zelfstandige;Totaal personen;M Specialistische zakelijke diensten;2015;178.7;156.8;50.8;40.7;48.5;39.0;44.3;35.6;125.7;27.7;258.4;206.4;52.6;41.8;35.8;22.4;43.3;35.2;114.7;20.0;249.3
171;Zelfstandige;Totaal personen;N Verhuur en overige zakelijke diensten;2007;28.0;20.2;38.1;30.9;36.6;29.7;31.3;26.3;160.0;25.5;44.4;25.3;35.7;28.9;24.2;13.2;29.4;24.8;148.7;20.4;33.0
172;Zelfstandige;Totaal personen;N Verhuur en overige zakelijke diensten;2008;29.8;24.9;38.4;31.7;37.1;30.4;30.2;26.7;150.2;22.9;47.9;31.2;36.1;29.6;24.2;13.0;28.8;25.3;137.5;18.6;35.3
173;Zelfstandige;Totaal personen;N Verhuur en overige zakelijke diensten;2009;30.8;27.1;35.4;29.1;34.3;28.1;28.4;25.5;121.1;18.7;48.1;34.0;34.6;28.5;23.0;12.9;27.9;24.8;116.4;15.1;36.2
174;Zelfstandige;Totaal personen;N Verhuur en overige zakelijke diensten;2010;36.5;30.3;35.8;28.6;34.3;27.2;28.9;25.6;114.0;19.1;58.5;38.9;35.7;29.1;22.4;11.9;28.4;25.1;113.6;15.1;46.8
175;Zelfstandige;Totaal personen;N Verhuur en overige zakelijke diensten;2011;39.6;32.9;36.7;30.0;35.4;28.6;32.8;28.7;103.0;18.0;62.1;41.3;36.9;30.5;23.6;13.0;32.0;28.0;107.3;14.8;51.0
176;Zelfstandige;Totaal personen;N Verhuur en overige zakelijke diensten;2012;40.5;34.0;35.9;29.0;34.4;27.7;32.2;28.3;82.8;17.6;61.6;42.4;35.8;29.2;23.7;13.7;31.3;27.6;80.7;14.4;49.8
177;Zelfstandige;Totaal personen;N Verhuur en overige zakelijke diensten;2013;41.5;35.0;34.9;27.8;33.4;26.6;31.0;27.7;60.3;16.9;63.5;43.8;35.0;28.4;23.0;13.0;30.5;27.3;58.4;13.9;50.8
178;Zelfstandige;Totaal personen;N Verhuur en overige zakelijke diensten;2014;43.0;36.3;35.3;28.7;33.8;27.2;34.8;29.1;58.6;16.4;66.4;45.2;35.6;29.0;23.1;12.9;33.6;28.4;55.6;13.6;52.1
179;Zelfstandige;Totaal personen;N Verhuur en overige zakelijke diensten;2015;44.2;37.6;36.2;28.8;34.6;27.5;34.5;29.2;64.4;16.7;65.5;46.4;36.4;29.4;24.6;14.7;33.6;28.8;59.4;13.7;54.8
180;Zelfstandige;Totaal personen;O-U Niet-commerciële dienstverlening;2007;166.9;101.4;35.4;17.0;34.8;15.4;32.6;24.9;179.2;14.7;275.7;129.0;34.0;21.0;22.4;5.9;30.5;24.4;164.3;11.9;156.5
181;Zelfstandige;Totaal personen;O-U Niet-commerciële dienstverlening;2008;187.8;126.1;35.1;16.6;34.4;14.7;31.9;25.2;163.4;14.2;317.3;161.5;33.9;20.9;21.9;6.0;30.0;24.7;148.7;11.4;169.4
182;Zelfstandige;Totaal personen;O-U Niet-commerciële dienstverlening;2009;192.9;135.2;34.4;16.3;33.7;14.5;31.4;25.0;140.2;12.9;331.2;174.8;33.6;21.0;21.1;6.1;29.7;24.8;129.3;10.4;172.5
183;Zelfstandige;Totaal personen;O-U Niet-commerciële dienstverlening;2010;206.0;157.1;37.7;20.3;36.8;18.5;32.7;26.4;130.9;12.4;362.1;207.3;36.0;23.7;22.6;7.2;30.7;25.6;120.1;9.7;223.4
184;Zelfstandige;Totaal personen;O-U Niet-commerciële dienstverlening;2011;226.8;169.5;37.2;20.2;36.0;18.4;35.3;28.8;121.0;11.6;380.6;219.8;36.6;24.4;23.0;7.7;33.4;28.2;112.8;9.3;247.5
185;Zelfstandige;Totaal personen;O-U Niet-commerciële dienstverlening;2012;236.1;177.8;36.6;20.1;35.4;18.4;34.9;28.7;97.7;11.1;399.3;231.0;36.3;24.4;22.6;7.6;33.2;28.2;91.1;9.1;259.4
186;Zelfstandige;Totaal personen;O-U Niet-commerciële dienstverlening;2013;249.7;185.6;34.9;19.2;33.6;17.4;33.9;28.1;68.0;10.7;423.4;241.4;35.1;23.4;21.5;7.5;32.6;28.0;61.7;8.8;268.5
187;Zelfstandige;Totaal personen;O-U Niet-commerciële dienstverlening;2014;262.1;194.2;35.1;19.2;33.8;17.3;36.4;29.0;64.4;10.4;452.9;252.7;35.2;23.4;21.3;7.1;34.4;28.7;56.5;8.6;279.6
188;Zelfstandige;Totaal personen;O-U Niet-commerciële dienstverlening;2015;259.9;198.5;35.3;19.4;33.7;17.6;36.4;29.3;70.7;10.7;434.7;256.2;35.5;23.5;21.9;7.4;34.7;29.2;61.5;8.6;300.7
189;Zelfstandige;Totaal personen;O-Q Overheid en zorg;2007;93.1;46.7;44.9;18.6;44.8;16.3;38.0;27.2;207.5;26.3;171.8;59.8;39.2;22.7;26.0;4.6;33.3;25.3;180.4;20.9;69.0
190;Zelfstandige;Totaal personen;O-Q Overheid en zorg;2008;109.3;59.9;43.3;16.5;42.9;13.8;36.3;26.8;187.1;25.5;205.7;77.1;38.1;21.7;24.7;5.0;32.2;25.4;161.5;19.9;75.2
191;Zelfstandige;Totaal personen;O-Q Overheid en zorg;2009;112.3;64.3;42.9;16.9;42.6;14.2;35.9;26.9;163.4;24.5;216.8;84.1;38.0;22.3;24.0;5.2;32.0;25.7;142.7;18.5;76.8
192;Zelfstandige;Totaal personen;O-Q Overheid en zorg;2010;116.6;82.4;49.6;27.7;49.0;25.1;38.7;30.4;160.5;20.4;231.9;109.7;42.1;27.6;26.8;6.5;33.7;27.3;138.8;15.1;112.6
193;Zelfstandige;Totaal personen;O-Q Overheid en zorg;2011;131.4;90.3;48.2;27.1;47.2;24.5;40.9;32.5;147.7;18.6;242.2;117.4;43.2;28.8;27.7;7.4;36.6;30.1;131.6;14.4;128.3
194;Zelfstandige;Totaal personen;O-Q Overheid en zorg;2012;137.1;95.4;47.1;26.6;46.1;24.1;40.3;32.4;121.3;17.7;257.1;125.1;42.5;28.5;26.7;7.2;36.2;30.0;106.4;13.6;136.4
195;Zelfstandige;Totaal personen;O-Q Overheid en zorg;2013;147.3;99.9;44.3;24.4;43.2;22.0;38.7;31.3;84.7;17.2;277.7;131.9;40.6;27.1;25.1;7.1;35.2;29.5;71.1;13.3;142.3
196;Zelfstandige;Totaal personen;O-Q Overheid en zorg;2014;155.5;104.7;44.2;23.8;43.1;21.3;41.3;31.9;78.0;16.6;299.8;138.8;40.3;26.7;24.5;6.5;36.9;30.1;64.1;12.8;149.5
197;Zelfstandige;Totaal personen;O-Q Overheid en zorg;2015;149.9;105.1;44.7;24.4;43.3;22.3;41.3;32.4;87.6;17.3;278.8;138.0;41.1;26.9;25.4;6.8;37.5;30.8;70.8;12.9;162.2
198;Zelfstandige;Totaal personen;O Openbaar bestuur en overheidsdiensten;2007;0.5;0.1;19.3;4.5;14.4;4.1;32.2;24.7;278.9;;8.2;0.5;44.4;38.9;3.3;0.4;31.9;27.6;231.2;20.2;0.1
199;Zelfstandige;Totaal personen;O Openbaar bestuur en overheidsdiensten;2008;0.4;0.1;29.3;11.6;21.8;9.8;35.2;27.9;231.2;;5.1;0.5;52.9;47.7;4.9;1.4;35.3;31.4;222.2;18.0;0.1
200;Zelfstandige;Totaal personen;O Openbaar bestuur en overheidsdiensten;2009;0.5;0.1;21.1;5.5;15.2;4.8;30.9;26.2;243.4;;8.3;0.6;44.5;38.8;3.0;0.3;32.0;28.6;206.8;17.6;0.1
201;Zelfstandige;Totaal personen;O Openbaar bestuur en overheidsdiensten;2010;0.7;0.1;17.7;1.7;12.8;1.7;29.2;23.8;220.3;39.7;11.9;0.9;42.9;37.3;2.3;0.3;31.1;27.8;190.8;17.5;0.1
202;Zelfstandige;Totaal personen;O Openbaar bestuur en overheidsdiensten;2011;0.6;0.1;18.9;3.2;14.0;2.9;32.2;26.8;239.8;50.9;10.1;0.8;44.2;38.4;2.5;0.2;34.2;30.7;191.8;15.8;0.1
203;Zelfstandige;Totaal personen;O Openbaar bestuur en overheidsdiensten;2012;0.6;0.1;14.6;1.6;11.1;1.5;33.1;27.5;212.1;36.9;10.4;0.8;43.5;37.7;2.3;0.2;34.0;30.7;177.1;19.1;0.1
204;Zelfstandige;Totaal personen;O Openbaar bestuur en overheidsdiensten;2013;0.3;0.1;23.3;7.4;17.8;7.0;34.5;29.1;157.2;;5.1;0.5;54.4;49.2;4.3;1.2;38.5;35.0;154.2;16.5;0.1
205;Zelfstandige;Totaal personen;O Openbaar bestuur en overheidsdiensten;2014;0.7;0.1;13.4;0.6;10.6;0.6;33.1;27.3;184.7;34.2;11.5;0.9;42.3;36.5;2.1;0.3;35.0;31.5;134.8;14.7;0.1
206;Zelfstandige;Totaal personen;O Openbaar bestuur en overheidsdiensten;2015;0.5;0.1;13.0;0.5;10.3;0.4;30.3;25.6;142.9;;9.2;0.4;42.3;35.8;2.1;0.2;34.7;31.6;135.4;9.6;0.1
207;Zelfstandige;Totaal personen;P Onderwijs;2007;17.9;12.5;30.0;22.4;28.3;20.4;29.7;25.5;168.2;12.2;38.5;17.7;36.1;29.7;15.1;5.2;29.7;26.0;164.6;10.0;21.4
208;Zelfstandige;Totaal personen;P Onderwijs;2008;19.5;15.7;31.3;23.5;29.5;21.5;30.0;26.4;157.3;11.6;42.3;22.2;37.7;31.3;15.7;5.4;30.2;27.0;151.4;9.5;23.5
209;Zelfstandige;Totaal personen;P Onderwijs;2009;20.9;17.7;30.2;22.8;28.6;21.1;29.3;26.1;130.3;10.7;44.8;25.1;37.4;31.1;15.3;5.4;30.1;27.2;130.6;8.8;25.0
210;Zelfstandige;Totaal personen;P Onderwijs;2010;24.7;20.2;28.7;21.1;26.9;19.3;28.8;25.5;120.0;10.1;53.5;30.0;36.7;30.1;14.4;5.2;29.8;26.9;117.9;8.1;32.2
211;Zelfstandige;Totaal personen;P Onderwijs;2011;27.3;21.9;28.7;21.2;26.8;19.4;31.8;28.0;109.3;9.5;57.7;31.8;36.5;30.1;14.5;5.4;32.3;29.3;108.1;7.7;36.6
212;Zelfstandige;Totaal personen;P Onderwijs;2012;29.4;23.8;28.5;21.0;26.5;19.2;31.6;28.1;87.9;9.1;61.4;34.7;36.3;29.6;14.6;5.5;32.3;29.3;87.1;7.3;39.9
213;Zelfstandige;Totaal personen;P Onderwijs;2013;31.2;25.5;27.0;19.6;25.0;17.8;30.6;27.5;62.7;8.9;63.7;37.0;35.4;28.5;14.2;5.6;31.9;29.2;61.2;7.2;42.4
214;Zelfstandige;Totaal personen;P Onderwijs;2014;34.1;27.5;26.9;19.2;24.8;17.3;33.2;28.3;59.2;8.3;72.1;40.2;35.2;28.0;13.7;5.1;33.7;29.9;53.7;6.8;45.5
215;Zelfstandige;Totaal personen;P Onderwijs;2015;35.4;28.9;27.0;20.0;24.9;18.0;33.0;28.8;62.7;8.6;71.9;41.6;34.8;27.9;14.2;5.6;33.7;30.4;55.1;6.8;49.7
216;Zelfstandige;Totaal personen;Q Gezondheids- en welzijnszorg;2007;74.7;34.2;48.7;16.9;48.9;14.3;40.1;28.0;216.9;35.4;125.1;41.6;39.8;18.9;30.8;4.9;34.5;24.8;182.0;29.9;47.4
217;Zelfstandige;Totaal personen;Q Gezondheids- en welzijnszorg;2008;89.4;44.1;46.0;14.0;45.9;11.6;37.7;27.0;193.7;34.3;158.4;54.5;37.7;18.5;27.8;5.1;32.7;24.8;162.4;28.1;51.6
218;Zelfstandige;Totaal personen;Q Gezondheids- en welzijnszorg;2009;90.9;46.6;46.0;14.9;46.0;12.3;37.4;27.2;170.4;34.4;163.8;58.4;37.8;19.3;27.4;5.4;32.5;25.0;142.4;27.2;51.8
219;Zelfstandige;Totaal personen;Q Gezondheids- en welzijnszorg;2010;91.3;62.1;55.5;31.3;55.3;28.6;41.5;32.5;172.5;26.0;166.5;78.9;43.8;25.9;32.5;8.0;35.1;27.4;141.5;19.8;80.2
220;Zelfstandige;Totaal personen;Q Gezondheids- en welzijnszorg;2011;103.6;68.2;53.4;30.0;52.8;27.1;43.4;34.2;157.5;23.7;174.4;84.7;45.3;27.6;33.5;9.1;38.2;30.4;135.6;18.8;91.6
221;Zelfstandige;Totaal personen;Q Gezondheids- en welzijnszorg;2012;107.1;71.5;52.3;29.5;51.7;26.7;42.7;34.0;130.5;22.6;185.3;89.6;44.5;27.5;32.1;8.8;37.6;30.2;109.0;18.0;96.4
222;Zelfstandige;Totaal personen;Q Gezondheids- en welzijnszorg;2013;115.7;74.4;49.0;26.8;48.2;24.0;40.8;32.6;91.1;21.9;208.9;94.4;41.8;26.2;28.9;7.8;36.1;29.5;72.5;17.5;99.9
223;Zelfstandige;Totaal personen;Q Gezondheids- en welzijnszorg;2014;120.8;77.1;49.3;26.3;48.4;23.5;43.6;33.3;83.7;21.8;216.2;97.7;41.9;25.8;29.2;7.7;38.1;30.1;64.2;17.3;104.0
224;Zelfstandige;Totaal personen;Q Gezondheids- en welzijnszorg;2015;113.9;76.2;50.3;27.0;49.2;24.8;43.9;33.9;96.4;23.3;197.7;95.9;43.3;26.0;30.6;8.1;39.0;30.9;74.1;18.0;112.3
225;Zelfstandige;Totaal personen;R-U Cultuur, recreatie, overige diensten;2007;73.8;54.7;23.3;16.1;22.2;14.9;25.8;23.0;142.8;8.8;103.9;69.2;25.5;19.2;16.6;9.0;25.8;23.1;136.2;7.5;87.5
