ID;Geslacht;Leeftijd;TypeMisdrijf;Perioden;RegistratiesVanVerdachten_1;UniekeVerdachtenVanMisdrijven_2
312;Totaal mannen en vrouwen;Totaal;Diefstal/inbraak uit hotel/pension;2022;100;90
313;Totaal mannen en vrouwen;Totaal;Diefstal/inbraak uit hotel/pension;2023;130;120
314;Totaal mannen en vrouwen;Totaal;Diefstal/inbraak uit hotel/pension;2024;80;70
315;Totaal mannen en vrouwen;Totaal;Diefstal/inbraak uit school;2010;1200;1050
316;Totaal mannen en vrouwen;Totaal;Diefstal/inbraak uit school;2011;1140;1030
317;Totaal mannen en vrouwen;Totaal;Diefstal/inbraak uit school;2012;990;850
318;Totaal mannen en vrouwen;Totaal;Diefstal/inbraak uit school;2013;780;680
319;Totaal mannen en vrouwen;Totaal;Diefstal/inbraak uit school;2014;690;620
320;Totaal mannen en vrouwen;Totaal;Diefstal/inbraak uit school;2015;560;500
321;Totaal mannen en vrouwen;Totaal;Diefstal/inbraak uit school;2016;550;430
322;Totaal mannen en vrouwen;Totaal;Diefstal/inbraak uit school;2017;390;350
323;Totaal mannen en vrouwen;Totaal;Diefstal/inbraak uit school;2018;360;260
324;Totaal mannen en vrouwen;Totaal;Diefstal/inbraak uit school;2019;330;270
325;Totaal mannen en vrouwen;Totaal;Diefstal/inbraak uit school;2020;210;200
326;Totaal mannen en vrouwen;Totaal;Diefstal/inbraak uit school;2021;220;140
327;Totaal mannen en vrouwen;Totaal;Diefstal/inbraak uit school;2022;150;140
328;Totaal mannen en vrouwen;Totaal;Diefstal/inbraak uit school;2023;100;80
329;Totaal mannen en vrouwen;Totaal;Diefstal/inbraak uit school;2024;100;80
330;Totaal mannen en vrouwen;Totaal;Diefstal/inbraak uit sportcomplex;2010;810;620
331;Totaal mannen en vrouwen;Totaal;Diefstal/inbraak uit sportcomplex;2011;760;590
332;Totaal mannen en vrouwen;Totaal;Diefstal/inbraak uit sportcomplex;2012;540;450
333;Totaal mannen en vrouwen;Totaal;Diefstal/inbraak uit sportcomplex;2013;620;510
334;Totaal mannen en vrouwen;Totaal;Diefstal/inbraak uit sportcomplex;2014;550;410
335;Totaal mannen en vrouwen;Totaal;Diefstal/inbraak uit sportcomplex;2015;480;360
336;Totaal mannen en vrouwen;Totaal;Diefstal/inbraak uit sportcomplex;2016;400;280
337;Totaal mannen en vrouwen;Totaal;Diefstal/inbraak uit sportcomplex;2017;480;290
338;Totaal mannen en vrouwen;Totaal;Diefstal/inbraak uit sportcomplex;2018;270;190
339;Totaal mannen en vrouwen;Totaal;Diefstal/inbraak uit sportcomplex;2019;250;200
340;Totaal mannen en vrouwen;Totaal;Diefstal/inbraak uit sportcomplex;2020;180;130
341;Totaal mannen en vrouwen;Totaal;Diefstal/inbraak uit sportcomplex;2021;180;120
342;Totaal mannen en vrouwen;Totaal;Diefstal/inbraak uit sportcomplex;2022;130;100
343;Totaal mannen en vrouwen;Totaal;Diefstal/inbraak uit sportcomplex;2023;160;110
344;Totaal mannen en vrouwen;Totaal;Diefstal/inbraak uit sportcomplex;2024;140;100
345;Totaal mannen en vrouwen;Totaal;Diefstal/inbraak uit defensiecomplex;2010;0;0
346;Totaal mannen en vrouwen;Totaal;Diefstal/inbraak uit defensiecomplex;2011;0;0
347;Totaal mannen en vrouwen;Totaal;Diefstal/inbraak uit defensiecomplex;2012;0;0
348;Totaal mannen en vrouwen;Totaal;Diefstal/inbraak uit defensiecomplex;2013;0;0
349;Totaal mannen en vrouwen;Totaal;Diefstal/inbraak uit defensiecomplex;2014;0;0
350;Totaal mannen en vrouwen;Totaal;Diefstal/inbraak uit defensiecomplex;2015;0;0
351;Totaal mannen en vrouwen;Totaal;Diefstal/inbraak uit defensiecomplex;2016;0;0
352;Totaal mannen en vrouwen;Totaal;Diefstal/inbraak uit defensiecomplex;2017;0;0
353;Totaal mannen en vrouwen;Totaal;Diefstal/inbraak uit defensiecomplex;2018;0;0
354;Totaal mannen en vrouwen;Totaal;Diefstal/inbraak uit defensiecomplex;2019;0;0
355;Totaal mannen en vrouwen;Totaal;Diefstal/inbraak uit defensiecomplex;2020;0;0
356;Totaal mannen en vrouwen;Totaal;Diefstal/inbraak uit defensiecomplex;2021;0;0
357;Totaal mannen en vrouwen;Totaal;Diefstal/inbraak uit defensiecomplex;2022;0;0
358;Totaal mannen en vrouwen;Totaal;Diefstal/inbraak uit defensiecomplex;2023;0;0
359;Totaal mannen en vrouwen;Totaal;Diefstal/inbraak uit defensiecomplex;2024;0;0
360;Totaal mannen en vrouwen;Totaal;Diefstal/inbraak uit gebouw (overig);2010;1670;1510
361;Totaal mannen en vrouwen;Totaal;Diefstal/inbraak uit gebouw (overig);2011;1330;1170
362;Totaal mannen en vrouwen;Totaal;Diefstal/inbraak uit gebouw (overig);2012;1390;1260
363;Totaal mannen en vrouwen;Totaal;Diefstal/inbraak uit gebouw (overig);2013;1270;1130
364;Totaal mannen en vrouwen;Totaal;Diefstal/inbraak uit gebouw (overig);2014;1250;1030
365;Totaal mannen en vrouwen;Totaal;Diefstal/inbraak uit gebouw (overig);2015;1060;940
366;Totaal mannen en vrouwen;Totaal;Diefstal/inbraak uit gebouw (overig);2016;920;810
367;Totaal mannen en vrouwen;Totaal;Diefstal/inbraak uit gebouw (overig);2017;830;740
368;Totaal mannen en vrouwen;Totaal;Diefstal/inbraak uit gebouw (overig);2018;770;670
369;Totaal mannen en vrouwen;Totaal;Diefstal/inbraak uit gebouw (overig);2019;750;660
370;Totaal mannen en vrouwen;Totaal;Diefstal/inbraak uit gebouw (overig);2020;580;500
371;Totaal mannen en vrouwen;Totaal;Diefstal/inbraak uit gebouw (overig);2021;520;440
372;Totaal mannen en vrouwen;Totaal;Diefstal/inbraak uit gebouw (overig);2022;520;460
373;Totaal mannen en vrouwen;Totaal;Diefstal/inbraak uit gebouw (overig);2023;430;380
374;Totaal mannen en vrouwen;Totaal;Diefstal/inbraak uit gebouw (overig);2024;400;350
375;Totaal mannen en vrouwen;Totaal;Overval;2010;2290;1930
376;Totaal mannen en vrouwen;Totaal;Overval;2011;2430;2140
377;Totaal mannen en vrouwen;Totaal;Overval;2012;2150;1890
378;Totaal mannen en vrouwen;Totaal;Overval;2013;1540;1380
379;Totaal mannen en vrouwen;Totaal;Overval;2014;1270;1150
380;Totaal mannen en vrouwen;Totaal;Overval;2015;1110;970
381;Totaal mannen en vrouwen;Totaal;Overval;2016;1110;960
382;Totaal mannen en vrouwen;Totaal;Overval;2017;970;880
383;Totaal mannen en vrouwen;Totaal;Overval;2018;1000;840
384;Totaal mannen en vrouwen;Totaal;Overval;2019;1080;940
385;Totaal mannen en vrouwen;Totaal;Overval;2020;890;800
386;Totaal mannen en vrouwen;Totaal;Overval;2021;620;540
387;Totaal mannen en vrouwen;Totaal;Overval;2022;680;620
388;Totaal mannen en vrouwen;Totaal;Overval;2023;510;450
389;Totaal mannen en vrouwen;Totaal;Overval;2024;470;430
390;Totaal mannen en vrouwen;Totaal;Diefstal en inbraak (overig);2010;23130;19690
391;Totaal mannen en vrouwen;Totaal;Diefstal en inbraak (overig);2011;24440;20700
392;Totaal mannen en vrouwen;Totaal;Diefstal en inbraak (overig);2012;23070;19610
393;Totaal mannen en vrouwen;Totaal;Diefstal en inbraak (overig);2013;22520;19090
394;Totaal mannen en vrouwen;Totaal;Diefstal en inbraak (overig);2014;20350;17140
395;Totaal mannen en vrouwen;Totaal;Diefstal en inbraak (overig);2015;17670;15040
396;Totaal mannen en vrouwen;Totaal;Diefstal en inbraak (overig);2016;15210;13090
397;Totaal mannen en vrouwen;Totaal;Diefstal en inbraak (overig);2017;13690;11610
398;Totaal mannen en vrouwen;Totaal;Diefstal en inbraak (overig);2018;12670;10630
399;Totaal mannen en vrouwen;Totaal;Diefstal en inbraak (overig);2019;12650;10280
400;Totaal mannen en vrouwen;Totaal;Diefstal en inbraak (overig);2020;11090;9040
401;Totaal mannen en vrouwen;Totaal;Diefstal en inbraak (overig);2021;9110;7270
402;Totaal mannen en vrouwen;Totaal;Diefstal en inbraak (overig);2022;9210;7260
403;Totaal mannen en vrouwen;Totaal;Diefstal en inbraak (overig);2023;8210;6470
404;Totaal mannen en vrouwen;Totaal;Diefstal en inbraak (overig);2024;6590;5330
405;Totaal mannen en vrouwen;Totaal;12 Bedrog;2010;11910;7270
406;Totaal mannen en vrouwen;Totaal;12 Bedrog;2011;9320;6190
407;Totaal mannen en vrouwen;Totaal;12 Bedrog;2012;9490;5500
408;Totaal mannen en vrouwen;Totaal;12 Bedrog;2013;8660;5730
409;Totaal mannen en vrouwen;Totaal;12 Bedrog;2014;7210;5000
410;Totaal mannen en vrouwen;Totaal;12 Bedrog;2015;4220;2940
411;Totaal mannen en vrouwen;Totaal;12 Bedrog;2016;2650;1590
412;Totaal mannen en vrouwen;Totaal;12 Bedrog;2017;2730;1540
413;Totaal mannen en vrouwen;Totaal;12 Bedrog;2018;2310;1460
414;Totaal mannen en vrouwen;Totaal;12 Bedrog;2019;2570;1620
415;Totaal mannen en vrouwen;Totaal;12 Bedrog;2020;2950;1510
416;Totaal mannen en vrouwen;Totaal;12 Bedrog;2021;2710;1170
417;Totaal mannen en vrouwen;Totaal;12 Bedrog;2022;2060;860
418;Totaal mannen en vrouwen;Totaal;12 Bedrog;2023;6250;2150
419;Totaal mannen en vrouwen;Totaal;12 Bedrog;2024;10600;5700
420;Totaal mannen en vrouwen;Totaal;121 Oplichting;2010;11380;6970
421;Totaal mannen en vrouwen;Totaal;121 Oplichting;2011;8780;5860
422;Totaal mannen en vrouwen;Totaal;121 Oplichting;2012;8950;5200
423;Totaal mannen en vrouwen;Totaal;121 Oplichting;2013;8150;5470
424;Totaal mannen en vrouwen;Totaal;121 Oplichting;2014;6680;4720
425;Totaal mannen en vrouwen;Totaal;121 Oplichting;2015;3270;2270
426;Totaal mannen en vrouwen;Totaal;121 Oplichting;2016;1220;620
427;Totaal mannen en vrouwen;Totaal;121 Oplichting;2017;1850;760
428;Totaal mannen en vrouwen;Totaal;121 Oplichting;2018;1570;800
429;Totaal mannen en vrouwen;Totaal;121 Oplichting;2019;1880;1000
430;Totaal mannen en vrouwen;Totaal;121 Oplichting;2020;2360;990
431;Totaal mannen en vrouwen;Totaal;121 Oplichting;2021;2190;720
432;Totaal mannen en vrouwen;Totaal;121 Oplichting;2022;1740;570
433;Totaal mannen en vrouwen;Totaal;121 Oplichting;2023;5410;1540
434;Totaal mannen en vrouwen;Totaal;121 Oplichting;2024;9300;4740
435;Totaal mannen en vrouwen;Totaal;123 Bedrog (overig);2010;110;110
436;Totaal mannen en vrouwen;Totaal;123 Bedrog (overig);2011;130;130
437;Totaal mannen en vrouwen;Totaal;123 Bedrog (overig);2012;120;110
438;Totaal mannen en vrouwen;Totaal;123 Bedrog (overig);2013;100;100
439;Totaal mannen en vrouwen;Totaal;123 Bedrog (overig);2014;140;120
440;Totaal mannen en vrouwen;Totaal;123 Bedrog (overig);2015;830;670
441;Totaal mannen en vrouwen;Totaal;123 Bedrog (overig);2016;1430;980
442;Totaal mannen en vrouwen;Totaal;123 Bedrog (overig);2017;880;790
443;Totaal mannen en vrouwen;Totaal;123 Bedrog (overig);2018;740;660
444;Totaal mannen en vrouwen;Totaal;123 Bedrog (overig);2019;700;630
445;Totaal mannen en vrouwen;Totaal;123 Bedrog (overig);2020;590;530
446;Totaal mannen en vrouwen;Totaal;123 Bedrog (overig);2021;520;460
447;Totaal mannen en vrouwen;Totaal;123 Bedrog (overig);2022;320;290
448;Totaal mannen en vrouwen;Totaal;123 Bedrog (overig);2023;840;640
449;Totaal mannen en vrouwen;Totaal;123 Bedrog (overig);2024;1290;1040
450;Totaal mannen en vrouwen;Totaal;13 Valsheidsmisdrijven;2010;5060;4750
451;Totaal mannen en vrouwen;Totaal;13 Valsheidsmisdrijven;2011;4740;4490
452;Totaal mannen en vrouwen;Totaal;13 Valsheidsmisdrijven;2012;4300;4030
453;Totaal mannen en vrouwen;Totaal;13 Valsheidsmisdrijven;2013;3990;3670
454;Totaal mannen en vrouwen;Totaal;13 Valsheidsmisdrijven;2014;4670;4130
455;Totaal mannen en vrouwen;Totaal;13 Valsheidsmisdrijven;2015;8110;6160
456;Totaal mannen en vrouwen;Totaal;13 Valsheidsmisdrijven;2016;8920;6770
457;Totaal mannen en vrouwen;Totaal;13 Valsheidsmisdrijven;2017;8790;6170
458;Totaal mannen en vrouwen;Totaal;13 Valsheidsmisdrijven;2018;7660;5700
459;Totaal mannen en vrouwen;Totaal;13 Valsheidsmisdrijven;2019;8730;6580
460;Totaal mannen en vrouwen;Totaal;13 Valsheidsmisdrijven;2020;12020;8940
461;Totaal mannen en vrouwen;Totaal;13 Valsheidsmisdrijven;2021;8590;6270
462;Totaal mannen en vrouwen;Totaal;13 Valsheidsmisdrijven;2022;7160;5010
463;Totaal mannen en vrouwen;Totaal;13 Valsheidsmisdrijven;2023;6340;4120
464;Totaal mannen en vrouwen;Totaal;13 Valsheidsmisdrijven;2024;5530;3950
465;Totaal mannen en vrouwen;Totaal;131 Muntmisdrijf;2010;830;770
466;Totaal mannen en vrouwen;Totaal;131 Muntmisdrijf;2011;640;580
467;Totaal mannen en vrouwen;Totaal;131 Muntmisdrijf;2012;770;670
468;Totaal mannen en vrouwen;Totaal;131 Muntmisdrijf;2013;940;800
469;Totaal mannen en vrouwen;Totaal;131 Muntmisdrijf;2014;1360;1220
470;Totaal mannen en vrouwen;Totaal;131 Muntmisdrijf;2015;1680;1450
471;Totaal mannen en vrouwen;Totaal;131 Muntmisdrijf;2016;1360;1140
472;Totaal mannen en vrouwen;Totaal;131 Muntmisdrijf;2017;1080;910
473;Totaal mannen en vrouwen;Totaal;131 Muntmisdrijf;2018;920;760
474;Totaal mannen en vrouwen;Totaal;131 Muntmisdrijf;2019;1060;910
475;Totaal mannen en vrouwen;Totaal;131 Muntmisdrijf;2020;720;620
476;Totaal mannen en vrouwen;Totaal;131 Muntmisdrijf;2021;440;380
477;Totaal mannen en vrouwen;Totaal;131 Muntmisdrijf;2022;280;240
478;Totaal mannen en vrouwen;Totaal;131 Muntmisdrijf;2023;240;200
479;Totaal mannen en vrouwen;Totaal;131 Muntmisdrijf;2024;230;170
480;Totaal mannen en vrouwen;Totaal;132 Valsheid in zegels en merken;2010;200;190
481;Totaal mannen en vrouwen;Totaal;132 Valsheid in zegels en merken;2011;220;210
482;Totaal mannen en vrouwen;Totaal;132 Valsheid in zegels en merken;2012;260;250
483;Totaal mannen en vrouwen;Totaal;132 Valsheid in zegels en merken;2013;230;210
484;Totaal mannen en vrouwen;Totaal;132 Valsheid in zegels en merken;2014;240;230
485;Totaal mannen en vrouwen;Totaal;132 Valsheid in zegels en merken;2015;250;220
486;Totaal mannen en vrouwen;Totaal;132 Valsheid in zegels en merken;2016;210;180
487;Totaal mannen en vrouwen;Totaal;132 Valsheid in zegels en merken;2017;210;190
488;Totaal mannen en vrouwen;Totaal;132 Valsheid in zegels en merken;2018;170;160
489;Totaal mannen en vrouwen;Totaal;132 Valsheid in zegels en merken;2019;160;120
490;Totaal mannen en vrouwen;Totaal;132 Valsheid in zegels en merken;2020;190;180
491;Totaal mannen en vrouwen;Totaal;132 Valsheid in zegels en merken;2021;240;200
492;Totaal mannen en vrouwen;Totaal;132 Valsheid in zegels en merken;2022;160;140
493;Totaal mannen en vrouwen;Totaal;132 Valsheid in zegels en merken;2023;150;140
494;Totaal mannen en vrouwen;Totaal;132 Valsheid in zegels en merken;2024;170;150
495;Totaal mannen en vrouwen;Totaal;133 Valsheid in geschriften;2010;4030;3810
496;Totaal mannen en vrouwen;Totaal;133 Valsheid in geschriften;2011;3890;3710
497;Totaal mannen en vrouwen;Totaal;133 Valsheid in geschriften;2012;3270;3110
498;Totaal mannen en vrouwen;Totaal;133 Valsheid in geschriften;2013;2820;2660
499;Totaal mannen en vrouwen;Totaal;133 Valsheid in geschriften;2014;3070;2700
500;Totaal mannen en vrouwen;Totaal;133 Valsheid in geschriften;2015;6190;4550
501;Totaal mannen en vrouwen;Totaal;133 Valsheid in geschriften;2016;7360;5530
502;Totaal mannen en vrouwen;Totaal;133 Valsheid in geschriften;2017;7500;5110
503;Totaal mannen en vrouwen;Totaal;133 Valsheid in geschriften;2018;6570;4860
504;Totaal mannen en vrouwen;Totaal;133 Valsheid in geschriften;2019;7510;5610
505;Totaal mannen en vrouwen;Totaal;133 Valsheid in geschriften;2020;11120;8210
506;Totaal mannen en vrouwen;Totaal;133 Valsheid in geschriften;2021;7920;5720
507;Totaal mannen en vrouwen;Totaal;133 Valsheid in geschriften;2022;6730;4670
508;Totaal mannen en vrouwen;Totaal;133 Valsheid in geschriften;2023;5960;3790
509;Totaal mannen en vrouwen;Totaal;133 Valsheid in geschriften;2024;5140;3650
510;Totaal mannen en vrouwen;Totaal;14 Heling;2010;8100;7520
511;Totaal mannen en vrouwen;Totaal;14 Heling;2011;8580;7960
512;Totaal mannen en vrouwen;Totaal;14 Heling;2012;8610;7950
513;Totaal mannen en vrouwen;Totaal;14 Heling;2013;8710;8000
514;Totaal mannen en vrouwen;Totaal;14 Heling;2014;9460;8480
515;Totaal mannen en vrouwen;Totaal;14 Heling;2015;9130;8210
516;Totaal mannen en vrouwen;Totaal;14 Heling;2016;7530;6760
517;Totaal mannen en vrouwen;Totaal;14 Heling;2017;6830;6230
518;Totaal mannen en vrouwen;Totaal;14 Heling;2018;7150;6320
519;Totaal mannen en vrouwen;Totaal;14 Heling;2019;8310;7230
520;Totaal mannen en vrouwen;Totaal;14 Heling;2020;7860;6710
521;Totaal mannen en vrouwen;Totaal;14 Heling;2021;6960;5960
522;Totaal mannen en vrouwen;Totaal;14 Heling;2022;8040;6770
523;Totaal mannen en vrouwen;Totaal;14 Heling;2023;8290;6890
524;Totaal mannen en vrouwen;Totaal;14 Heling;2024;7220;6120
525;Totaal mannen en vrouwen;Totaal;15 Afpersing en afdreiging;2010;660;610
526;Totaal mannen en vrouwen;Totaal;15 Afpersing en afdreiging;2011;670;620
527;Totaal mannen en vrouwen;Totaal;15 Afpersing en afdreiging;2012;830;750
528;Totaal mannen en vrouwen;Totaal;15 Afpersing en afdreiging;2013;940;820
529;Totaal mannen en vrouwen;Totaal;15 Afpersing en afdreiging;2014;810;720
530;Totaal mannen en vrouwen;Totaal;15 Afpersing en afdreiging;2015;720;630
531;Totaal mannen en vrouwen;Totaal;15 Afpersing en afdreiging;2016;780;690
532;Totaal mannen en vrouwen;Totaal;15 Afpersing en afdreiging;2017;670;570
533;Totaal mannen en vrouwen;Totaal;15 Afpersing en afdreiging;2018;790;650
534;Totaal mannen en vrouwen;Totaal;15 Afpersing en afdreiging;2019;940;740
535;Totaal mannen en vrouwen;Totaal;15 Afpersing en afdreiging;2020;1050;850
536;Totaal mannen en vrouwen;Totaal;15 Afpersing en afdreiging;2021;760;680
537;Totaal mannen en vrouwen;Totaal;15 Afpersing en afdreiging;2022;620;540
538;Totaal mannen en vrouwen;Totaal;15 Afpersing en afdreiging;2023;690;580
539;Totaal mannen en vrouwen;Totaal;15 Afpersing en afdreiging;2024;540;490
540;Totaal mannen en vrouwen;Totaal;16 Bankbreuk;2010;60;60
541;Totaal mannen en vrouwen;Totaal;16 Bankbreuk;2011;50;50
542;Totaal mannen en vrouwen;Totaal;16 Bankbreuk;2012;90;90
543;Totaal mannen en vrouwen;Totaal;16 Bankbreuk;2013;70;70
544;Totaal mannen en vrouwen;Totaal;16 Bankbreuk;2014;190;180
545;Totaal mannen en vrouwen;Totaal;16 Bankbreuk;2015;170;170
546;Totaal mannen en vrouwen;Totaal;16 Bankbreuk;2016;200;180
547;Totaal mannen en vrouwen;Totaal;16 Bankbreuk;2017;100;90
548;Totaal mannen en vrouwen;Totaal;16 Bankbreuk;2018;110;100
549;Totaal mannen en vrouwen;Totaal;16 Bankbreuk;2019;110;100
550;Totaal mannen en vrouwen;Totaal;16 Bankbreuk;2020;110;100
551;Totaal mannen en vrouwen;Totaal;16 Bankbreuk;2021;40;40
552;Totaal mannen en vrouwen;Totaal;16 Bankbreuk;2022;30;30
553;Totaal mannen en vrouwen;Totaal;16 Bankbreuk;2023;30;30
554;Totaal mannen en vrouwen;Totaal;16 Bankbreuk;2024;50;50
555;Totaal mannen en vrouwen;Totaal;17 Witwassen;2010;520;500
556;Totaal mannen en vrouwen;Totaal;17 Witwassen;2011;650;620
557;Totaal mannen en vrouwen;Totaal;17 Witwassen;2012;740;700
558;Totaal mannen en vrouwen;Totaal;17 Witwassen;2013;930;870
559;Totaal mannen en vrouwen;Totaal;17 Witwassen;2014;980;890
560;Totaal mannen en vrouwen;Totaal;17 Witwassen;2015;840;780
561;Totaal mannen en vrouwen;Totaal;17 Witwassen;2016;810;780
562;Totaal mannen en vrouwen;Totaal;17 Witwassen;2017;940;900
563;Totaal mannen en vrouwen;Totaal;17 Witwassen;2018;1310;1240
564;Totaal mannen en vrouwen;Totaal;17 Witwassen;2019;1820;1730
565;Totaal mannen en vrouwen;Totaal;17 Witwassen;2020;2670;2510
566;Totaal mannen en vrouwen;Totaal;17 Witwassen;2021;2860;2450
567;Totaal mannen en vrouwen;Totaal;17 Witwassen;2022;1890;1780
568;Totaal mannen en vrouwen;Totaal;17 Witwassen;2023;1860;1710
569;Totaal mannen en vrouwen;Totaal;17 Witwassen;2024;1760;1650
570;Totaal mannen en vrouwen;Totaal;2 Vernielingen,misdropenborde/gezag;2010;62310;48950
571;Totaal mannen en vrouwen;Totaal;2 Vernielingen,misdropenborde/gezag;2011;56290;44930
572;Totaal mannen en vrouwen;Totaal;2 Vernielingen,misdropenborde/gezag;2012;46620;37320
573;Totaal mannen en vrouwen;Totaal;2 Vernielingen,misdropenborde/gezag;2013;39730;31630
574;Totaal mannen en vrouwen;Totaal;2 Vernielingen,misdropenborde/gezag;2014;37930;29490
575;Totaal mannen en vrouwen;Totaal;2 Vernielingen,misdropenborde/gezag;2015;34450;26370
576;Totaal mannen en vrouwen;Totaal;2 Vernielingen,misdropenborde/gezag;2016;31790;24960
577;Totaal mannen en vrouwen;Totaal;2 Vernielingen,misdropenborde/gezag;2017;29400;22150
578;Totaal mannen en vrouwen;Totaal;2 Vernielingen,misdropenborde/gezag;2018;30400;22540
579;Totaal mannen en vrouwen;Totaal;2 Vernielingen,misdropenborde/gezag;2019;34420;24630
580;Totaal mannen en vrouwen;Totaal;2 Vernielingen,misdropenborde/gezag;2020;34570;24410
581;Totaal mannen en vrouwen;Totaal;2 Vernielingen,misdropenborde/gezag;2021;34550;24750
582;Totaal mannen en vrouwen;Totaal;2 Vernielingen,misdropenborde/gezag;2022;34180;24370
583;Totaal mannen en vrouwen;Totaal;2 Vernielingen,misdropenborde/gezag;2023;33340;23330
584;Totaal mannen en vrouwen;Totaal;2 Vernielingen,misdropenborde/gezag;2024;32180;22210
585;Totaal mannen en vrouwen;Totaal;21 Vernieling en beschadiging;2010;24300;19050
586;Totaal mannen en vrouwen;Totaal;21 Vernieling en beschadiging;2011;21740;17580
587;Totaal mannen en vrouwen;Totaal;21 Vernieling en beschadiging;2012;19690;15730
588;Totaal mannen en vrouwen;Totaal;21 Vernieling en beschadiging;2013;17660;14020
589;Totaal mannen en vrouwen;Totaal;21 Vernieling en beschadiging;2014;16320;12720
590;Totaal mannen en vrouwen;Totaal;21 Vernieling en beschadiging;2015;15330;11720
591;Totaal mannen en vrouwen;Totaal;21 Vernieling en beschadiging;2016;13810;11040
592;Totaal mannen en vrouwen;Totaal;21 Vernieling en beschadiging;2017;13020;10070
593;Totaal mannen en vrouwen;Totaal;21 Vernieling en beschadiging;2018;13300;10460
594;Totaal mannen en vrouwen;Totaal;21 Vernieling en beschadiging;2019;15250;11520
