ID;GeboortelandGroep;Geslacht;JaarVanVestigingInNederland;Perioden;TotaalNietNederlandseImmigranten_1;WerknemersZelfstandigen_2;WerkloosheidsOfBijstandsuitkering_3;ArbeidsongeschiktheidsOverigeUitkering_4;OverigeNietNederlandseImmigranten_5
1026;4;Vrouwen;Vestigingsjaar 1999;2000;100.0;48.0;2.0;1.0;50.0
1027;4;Vrouwen;Vestigingsjaar 1999;2001;100.0;50.0;2.0;1.0;48.0
1028;4;Vrouwen;Vestigingsjaar 1999;2002;100.0;49.0;2.0;1.0;48.0
1029;4;Vrouwen;Vestigingsjaar 1999;2003;100.0;50.0;3.0;2.0;45.0
1030;4;Vrouwen;Vestigingsjaar 2000;1999;;;;;
1031;4;Vrouwen;Vestigingsjaar 2000;2000;100.0;43.0;1.0;0.0;56.0
1032;4;Vrouwen;Vestigingsjaar 2000;2001;100.0;49.0;1.0;1.0;49.0
1033;4;Vrouwen;Vestigingsjaar 2000;2002;100.0;48.0;1.0;1.0;50.0
1034;4;Vrouwen;Vestigingsjaar 2000;2003;100.0;49.0;2.0;2.0;47.0
1035;4;Vrouwen;Vestigingsjaar 2001;1999;;;;;
1036;4;Vrouwen;Vestigingsjaar 2001;2000;;;;;
1037;4;Vrouwen;Vestigingsjaar 2001;2001;100.0;42.0;1.0;0.0;57.0
1038;4;Vrouwen;Vestigingsjaar 2001;2002;100.0;48.0;2.0;1.0;49.0
1039;4;Vrouwen;Vestigingsjaar 2001;2003;100.0;48.0;3.0;1.0;48.0
1040;4;Vrouwen;Vestigingsjaar 2002;1999;;;;;
1041;4;Vrouwen;Vestigingsjaar 2002;2000;;;;;
1042;4;Vrouwen;Vestigingsjaar 2002;2001;;;;;
1043;4;Vrouwen;Vestigingsjaar 2002;2002;100.0;42.0;2.0;1.0;55.0
1044;4;Vrouwen;Vestigingsjaar 2002;2003;100.0;47.0;2.0;1.0;50.0
1045;4;Vrouwen;Vestigingsjaar 2003;1999;;;;;
1046;4;Vrouwen;Vestigingsjaar 2003;2000;;;;;
1047;4;Vrouwen;Vestigingsjaar 2003;2001;;;;;
1048;4;Vrouwen;Vestigingsjaar 2003;2002;;;;;
1049;4;Vrouwen;Vestigingsjaar 2003;2003;100.0;40.0;2.0;1.0;57.0
1050;5;Totaal mannen en vrouwen;Vestigingsjaar 1990;1999;100.0;;;;
1051;5;Totaal mannen en vrouwen;Vestigingsjaar 1990;2000;100.0;;;;
1052;5;Totaal mannen en vrouwen;Vestigingsjaar 1990;2001;100.0;;;;
1053;5;Totaal mannen en vrouwen;Vestigingsjaar 1990;2002;100.0;;;;
1054;5;Totaal mannen en vrouwen;Vestigingsjaar 1990;2003;100.0;;;;
1055;5;Totaal mannen en vrouwen;Vestigingsjaar 1991;1999;100.0;;;;
1056;5;Totaal mannen en vrouwen;Vestigingsjaar 1991;2000;100.0;;;;
1057;5;Totaal mannen en vrouwen;Vestigingsjaar 1991;2001;100.0;;;;
1058;5;Totaal mannen en vrouwen;Vestigingsjaar 1991;2002;100.0;;;;
1059;5;Totaal mannen en vrouwen;Vestigingsjaar 1991;2003;100.0;;;;
1060;5;Totaal mannen en vrouwen;Vestigingsjaar 1992;1999;100.0;36.0;42.0;1.0;21.0
1061;5;Totaal mannen en vrouwen;Vestigingsjaar 1992;2000;100.0;40.0;40.0;1.0;20.0
1062;5;Totaal mannen en vrouwen;Vestigingsjaar 1992;2001;100.0;44.0;32.0;2.0;22.0
1063;5;Totaal mannen en vrouwen;Vestigingsjaar 1992;2002;100.0;43.0;32.0;2.0;24.0
1064;5;Totaal mannen en vrouwen;Vestigingsjaar 1992;2003;100.0;40.0;30.0;2.0;28.0
1065;5;Totaal mannen en vrouwen;Vestigingsjaar 1993;1999;100.0;37.0;48.0;1.0;13.0
1066;5;Totaal mannen en vrouwen;Vestigingsjaar 1993;2000;100.0;42.0;41.0;2.0;15.0
1067;5;Totaal mannen en vrouwen;Vestigingsjaar 1993;2001;100.0;45.0;36.0;3.0;15.0
1068;5;Totaal mannen en vrouwen;Vestigingsjaar 1993;2002;100.0;46.0;34.0;3.0;16.0
1069;5;Totaal mannen en vrouwen;Vestigingsjaar 1993;2003;100.0;41.0;36.0;4.0;19.0
1070;5;Totaal mannen en vrouwen;Vestigingsjaar 1994;1999;100.0;33.0;53.0;1.0;13.0
1071;5;Totaal mannen en vrouwen;Vestigingsjaar 1994;2000;100.0;40.0;45.0;1.0;14.0
1072;5;Totaal mannen en vrouwen;Vestigingsjaar 1994;2001;100.0;42.0;41.0;2.0;15.0
1073;5;Totaal mannen en vrouwen;Vestigingsjaar 1994;2002;100.0;42.0;40.0;2.0;17.0
1074;5;Totaal mannen en vrouwen;Vestigingsjaar 1994;2003;100.0;37.0;41.0;3.0;19.0
1075;5;Totaal mannen en vrouwen;Vestigingsjaar 1995;1999;100.0;26.0;60.0;1.0;14.0
1076;5;Totaal mannen en vrouwen;Vestigingsjaar 1995;2000;100.0;34.0;51.0;1.0;14.0
1077;5;Totaal mannen en vrouwen;Vestigingsjaar 1995;2001;100.0;38.0;44.0;2.0;16.0
1078;5;Totaal mannen en vrouwen;Vestigingsjaar 1995;2002;100.0;37.0;43.0;3.0;18.0
1079;5;Totaal mannen en vrouwen;Vestigingsjaar 1995;2003;100.0;35.0;42.0;3.0;20.0
1080;5;Totaal mannen en vrouwen;Vestigingsjaar 1996;1999;100.0;19.0;63.0;0.0;17.0
1081;5;Totaal mannen en vrouwen;Vestigingsjaar 1996;2000;100.0;28.0;54.0;1.0;18.0
1082;5;Totaal mannen en vrouwen;Vestigingsjaar 1996;2001;100.0;33.0;46.0;1.0;20.0
1083;5;Totaal mannen en vrouwen;Vestigingsjaar 1996;2002;100.0;35.0;42.0;2.0;21.0
1084;5;Totaal mannen en vrouwen;Vestigingsjaar 1996;2003;100.0;33.0;43.0;2.0;22.0
1085;5;Totaal mannen en vrouwen;Vestigingsjaar 1997;1999;100.0;18.0;54.0;1.0;26.0
1086;5;Totaal mannen en vrouwen;Vestigingsjaar 1997;2000;100.0;23.0;52.0;1.0;24.0
1087;5;Totaal mannen en vrouwen;Vestigingsjaar 1997;2001;100.0;29.0;45.0;1.0;25.0
1088;5;Totaal mannen en vrouwen;Vestigingsjaar 1997;2002;100.0;30.0;42.0;1.0;27.0
1089;5;Totaal mannen en vrouwen;Vestigingsjaar 1997;2003;100.0;28.0;44.0;2.0;26.0
1090;5;Totaal mannen en vrouwen;Vestigingsjaar 1998;1999;100.0;29.0;17.0;0.0;54.0
1091;5;Totaal mannen en vrouwen;Vestigingsjaar 1998;2000;100.0;34.0;18.0;0.0;48.0
1092;5;Totaal mannen en vrouwen;Vestigingsjaar 1998;2001;100.0;32.0;20.0;0.0;48.0
1093;5;Totaal mannen en vrouwen;Vestigingsjaar 1998;2002;100.0;27.0;24.0;0.0;48.0
1094;5;Totaal mannen en vrouwen;Vestigingsjaar 1998;2003;100.0;22.0;38.0;1.0;40.0
1095;5;Totaal mannen en vrouwen;Vestigingsjaar 1999;1999;100.0;8.0;14.0;0.0;78.0
1096;5;Totaal mannen en vrouwen;Vestigingsjaar 1999;2000;100.0;17.0;19.0;0.0;63.0
1097;5;Totaal mannen en vrouwen;Vestigingsjaar 1999;2001;100.0;18.0;22.0;1.0;59.0
1098;5;Totaal mannen en vrouwen;Vestigingsjaar 1999;2002;100.0;18.0;31.0;0.0;50.0
1099;5;Totaal mannen en vrouwen;Vestigingsjaar 1999;2003;100.0;17.0;42.0;1.0;40.0
1100;5;Totaal mannen en vrouwen;Vestigingsjaar 2000;1999;;;;;
1101;5;Totaal mannen en vrouwen;Vestigingsjaar 2000;2000;100.0;10.0;8.0;0.0;82.0
1102;5;Totaal mannen en vrouwen;Vestigingsjaar 2000;2001;100.0;14.0;12.0;0.0;74.0
1103;5;Totaal mannen en vrouwen;Vestigingsjaar 2000;2002;100.0;15.0;22.0;1.0;63.0
1104;5;Totaal mannen en vrouwen;Vestigingsjaar 2000;2003;100.0;15.0;38.0;1.0;46.0
1105;5;Totaal mannen en vrouwen;Vestigingsjaar 2001;1999;;;;;
1106;5;Totaal mannen en vrouwen;Vestigingsjaar 2001;2000;;;;;
1107;5;Totaal mannen en vrouwen;Vestigingsjaar 2001;2001;100.0;11.0;7.0;0.0;82.0
1108;5;Totaal mannen en vrouwen;Vestigingsjaar 2001;2002;100.0;13.0;17.0;0.0;69.0
1109;5;Totaal mannen en vrouwen;Vestigingsjaar 2001;2003;100.0;12.0;32.0;1.0;55.0
1110;5;Totaal mannen en vrouwen;Vestigingsjaar 2002;1999;;;;;
1111;5;Totaal mannen en vrouwen;Vestigingsjaar 2002;2000;;;;;
1112;5;Totaal mannen en vrouwen;Vestigingsjaar 2002;2001;;;;;
1113;5;Totaal mannen en vrouwen;Vestigingsjaar 2002;2002;100.0;13.0;13.0;1.0;74.0
1114;5;Totaal mannen en vrouwen;Vestigingsjaar 2002;2003;100.0;14.0;32.0;0.0;54.0
1115;5;Totaal mannen en vrouwen;Vestigingsjaar 2003;1999;;;;;
1116;5;Totaal mannen en vrouwen;Vestigingsjaar 2003;2000;;;;;
1117;5;Totaal mannen en vrouwen;Vestigingsjaar 2003;2001;;;;;
1118;5;Totaal mannen en vrouwen;Vestigingsjaar 2003;2002;;;;;
1119;5;Totaal mannen en vrouwen;Vestigingsjaar 2003;2003;100.0;13.0;23.0;1.0;63.0
1120;5;Mannen;Vestigingsjaar 1990;1999;100.0;;;;
1121;5;Mannen;Vestigingsjaar 1990;2000;100.0;;;;
1122;5;Mannen;Vestigingsjaar 1990;2001;100.0;;;;
1123;5;Mannen;Vestigingsjaar 1990;2002;100.0;;;;
1124;5;Mannen;Vestigingsjaar 1990;2003;100.0;;;;
1125;5;Mannen;Vestigingsjaar 1991;1999;100.0;;;;
1126;5;Mannen;Vestigingsjaar 1991;2000;100.0;;;;
1127;5;Mannen;Vestigingsjaar 1991;2001;100.0;;;;
1128;5;Mannen;Vestigingsjaar 1991;2002;100.0;;;;
1129;5;Mannen;Vestigingsjaar 1991;2003;100.0;;;;
1130;5;Mannen;Vestigingsjaar 1992;1999;100.0;;;;
1131;5;Mannen;Vestigingsjaar 1992;2000;100.0;;;;
1132;5;Mannen;Vestigingsjaar 1992;2001;100.0;;;;
1133;5;Mannen;Vestigingsjaar 1992;2002;100.0;;;;
1134;5;Mannen;Vestigingsjaar 1992;2003;100.0;;;;
1135;5;Mannen;Vestigingsjaar 1993;1999;100.0;45.0;44.0;1.0;10.0
1136;5;Mannen;Vestigingsjaar 1993;2000;100.0;51.0;36.0;2.0;11.0
1137;5;Mannen;Vestigingsjaar 1993;2001;100.0;54.0;33.0;3.0;11.0
1138;5;Mannen;Vestigingsjaar 1993;2002;100.0;54.0;32.0;4.0;11.0
1139;5;Mannen;Vestigingsjaar 1993;2003;100.0;47.0;35.0;4.0;14.0
1140;5;Mannen;Vestigingsjaar 1994;1999;100.0;41.0;50.0;1.0;9.0
1141;5;Mannen;Vestigingsjaar 1994;2000;100.0;47.0;42.0;1.0;9.0
1142;5;Mannen;Vestigingsjaar 1994;2001;100.0;50.0;38.0;2.0;11.0
1143;5;Mannen;Vestigingsjaar 1994;2002;100.0;50.0;37.0;2.0;11.0
1144;5;Mannen;Vestigingsjaar 1994;2003;100.0;45.0;39.0;3.0;13.0
1145;5;Mannen;Vestigingsjaar 1995;1999;100.0;33.0;56.0;0.0;11.0
1146;5;Mannen;Vestigingsjaar 1995;2000;100.0;43.0;46.0;1.0;10.0
1147;5;Mannen;Vestigingsjaar 1995;2001;100.0;46.0;40.0;2.0;12.0
1148;5;Mannen;Vestigingsjaar 1995;2002;100.0;45.0;40.0;3.0;13.0
1149;5;Mannen;Vestigingsjaar 1995;2003;100.0;43.0;39.0;2.0;15.0
1150;5;Mannen;Vestigingsjaar 1996;1999;100.0;25.0;60.0;0.0;14.0
1151;5;Mannen;Vestigingsjaar 1996;2000;100.0;35.0;49.0;1.0;15.0
1152;5;Mannen;Vestigingsjaar 1996;2001;100.0;42.0;42.0;1.0;16.0
1153;5;Mannen;Vestigingsjaar 1996;2002;100.0;44.0;38.0;2.0;16.0
1154;5;Mannen;Vestigingsjaar 1996;2003;100.0;40.0;40.0;2.0;18.0
1155;5;Mannen;Vestigingsjaar 1997;1999;100.0;26.0;49.0;1.0;25.0
1156;5;Mannen;Vestigingsjaar 1997;2000;100.0;31.0;46.0;1.0;22.0
1157;5;Mannen;Vestigingsjaar 1997;2001;100.0;38.0;40.0;1.0;22.0
1158;5;Mannen;Vestigingsjaar 1997;2002;100.0;38.0;38.0;1.0;24.0
1159;5;Mannen;Vestigingsjaar 1997;2003;100.0;35.0;41.0;2.0;22.0
1160;5;Mannen;Vestigingsjaar 1998;1999;100.0;38.0;10.0;0.0;51.0
1161;5;Mannen;Vestigingsjaar 1998;2000;100.0;44.0;11.0;0.0;44.0
1162;5;Mannen;Vestigingsjaar 1998;2001;100.0;41.0;13.0;0.0;45.0
1163;5;Mannen;Vestigingsjaar 1998;2002;100.0;35.0;17.0;0.0;48.0
1164;5;Mannen;Vestigingsjaar 1998;2003;100.0;27.0;32.0;0.0;41.0
1165;5;Mannen;Vestigingsjaar 1999;1999;100.0;12.0;7.0;0.0;81.0
1166;5;Mannen;Vestigingsjaar 1999;2000;100.0;26.0;10.0;0.0;64.0
1167;5;Mannen;Vestigingsjaar 1999;2001;100.0;25.0;14.0;0.0;61.0
1168;5;Mannen;Vestigingsjaar 1999;2002;100.0;25.0;23.0;0.0;52.0
1169;5;Mannen;Vestigingsjaar 1999;2003;100.0;24.0;34.0;0.0;41.0
1170;5;Mannen;Vestigingsjaar 2000;1999;;;;;
1171;5;Mannen;Vestigingsjaar 2000;2000;100.0;15.0;4.0;0.0;81.0
1172;5;Mannen;Vestigingsjaar 2000;2001;100.0;20.0;7.0;0.0;73.0
1173;5;Mannen;Vestigingsjaar 2000;2002;100.0;21.0;17.0;0.0;62.0
1174;5;Mannen;Vestigingsjaar 2000;2003;100.0;20.0;33.0;1.0;46.0
1175;5;Mannen;Vestigingsjaar 2001;1999;;;;;
1176;5;Mannen;Vestigingsjaar 2001;2000;;;;;
1177;5;Mannen;Vestigingsjaar 2001;2001;100.0;18.0;5.0;0.0;77.0
1178;5;Mannen;Vestigingsjaar 2001;2002;100.0;20.0;14.0;0.0;66.0
1179;5;Mannen;Vestigingsjaar 2001;2003;100.0;18.0;29.0;0.0;52.0
1180;5;Mannen;Vestigingsjaar 2002;1999;;;;;
1181;5;Mannen;Vestigingsjaar 2002;2000;;;;;
1182;5;Mannen;Vestigingsjaar 2002;2001;;;;;
1183;5;Mannen;Vestigingsjaar 2002;2002;100.0;20.0;14.0;0.0;66.0
1184;5;Mannen;Vestigingsjaar 2002;2003;100.0;22.0;29.0;0.0;49.0
1185;5;Mannen;Vestigingsjaar 2003;1999;;;;;
1186;5;Mannen;Vestigingsjaar 2003;2000;;;;;
1187;5;Mannen;Vestigingsjaar 2003;2001;;;;;
1188;5;Mannen;Vestigingsjaar 2003;2002;;;;;
1189;5;Mannen;Vestigingsjaar 2003;2003;100.0;19.0;23.0;1.0;57.0
1190;5;Vrouwen;Vestigingsjaar 1990;1999;100.0;;;;
1191;5;Vrouwen;Vestigingsjaar 1990;2000;100.0;;;;
1192;5;Vrouwen;Vestigingsjaar 1990;2001;100.0;;;;
1193;5;Vrouwen;Vestigingsjaar 1990;2002;100.0;;;;
1194;5;Vrouwen;Vestigingsjaar 1990;2003;100.0;;;;
1195;5;Vrouwen;Vestigingsjaar 1991;1999;100.0;;;;
1196;5;Vrouwen;Vestigingsjaar 1991;2000;100.0;;;;
1197;5;Vrouwen;Vestigingsjaar 1991;2001;100.0;;;;
1198;5;Vrouwen;Vestigingsjaar 1991;2002;100.0;;;;
1199;5;Vrouwen;Vestigingsjaar 1991;2003;100.0;;;;
1200;5;Vrouwen;Vestigingsjaar 1992;1999;100.0;;;;
1201;5;Vrouwen;Vestigingsjaar 1992;2000;100.0;;;;
1202;5;Vrouwen;Vestigingsjaar 1992;2001;100.0;;;;
1203;5;Vrouwen;Vestigingsjaar 1992;2002;100.0;;;;
1204;5;Vrouwen;Vestigingsjaar 1992;2003;100.0;;;;
1205;5;Vrouwen;Vestigingsjaar 1993;1999;100.0;19.0;58.0;2.0;22.0
1206;5;Vrouwen;Vestigingsjaar 1993;2000;100.0;23.0;50.0;2.0;26.0
1207;5;Vrouwen;Vestigingsjaar 1993;2001;100.0;28.0;45.0;2.0;26.0
1208;5;Vrouwen;Vestigingsjaar 1993;2002;100.0;32.0;39.0;2.0;28.0
1209;5;Vrouwen;Vestigingsjaar 1993;2003;100.0;28.0;39.0;2.0;30.0
1210;5;Vrouwen;Vestigingsjaar 1994;1999;100.0;16.0;61.0;2.0;21.0
1211;5;Vrouwen;Vestigingsjaar 1994;2000;100.0;23.0;51.0;1.0;24.0
1212;5;Vrouwen;Vestigingsjaar 1994;2001;100.0;25.0;48.0;2.0;25.0
1213;5;Vrouwen;Vestigingsjaar 1994;2002;100.0;25.0;45.0;2.0;28.0
1214;5;Vrouwen;Vestigingsjaar 1994;2003;100.0;23.0;43.0;2.0;32.0
1215;5;Vrouwen;Vestigingsjaar 1995;1999;100.0;11.0;69.0;1.0;19.0
1216;5;Vrouwen;Vestigingsjaar 1995;2000;100.0;17.0;60.0;2.0;20.0
1217;5;Vrouwen;Vestigingsjaar 1995;2001;100.0;22.0;51.0;3.0;24.0
1218;5;Vrouwen;Vestigingsjaar 1995;2002;100.0;24.0;48.0;3.0;25.0
1219;5;Vrouwen;Vestigingsjaar 1995;2003;100.0;22.0;47.0;3.0;29.0
1220;5;Vrouwen;Vestigingsjaar 1996;1999;100.0;9.0;69.0;1.0;21.0
1221;5;Vrouwen;Vestigingsjaar 1996;2000;100.0;15.0;61.0;1.0;23.0
1222;5;Vrouwen;Vestigingsjaar 1996;2001;100.0;19.0;54.0;1.0;26.0
1223;5;Vrouwen;Vestigingsjaar 1996;2002;100.0;21.0;50.0;2.0;27.0
1224;5;Vrouwen;Vestigingsjaar 1996;2003;100.0;21.0;47.0;2.0;30.0
1225;5;Vrouwen;Vestigingsjaar 1997;1999;100.0;5.0;64.0;2.0;29.0
1226;5;Vrouwen;Vestigingsjaar 1997;2000;100.0;9.0;61.0;1.0;29.0
1227;5;Vrouwen;Vestigingsjaar 1997;2001;100.0;15.0;54.0;1.0;30.0
1228;5;Vrouwen;Vestigingsjaar 1997;2002;100.0;16.0;50.0;2.0;32.0
1229;5;Vrouwen;Vestigingsjaar 1997;2003;100.0;15.0;50.0;2.0;33.0
1230;5;Vrouwen;Vestigingsjaar 1998;1999;100.0;4.0;36.0;1.0;60.0
1231;5;Vrouwen;Vestigingsjaar 1998;2000;100.0;7.0;36.0;1.0;56.0
1232;5;Vrouwen;Vestigingsjaar 1998;2001;100.0;9.0;37.0;1.0;53.0
1233;5;Vrouwen;Vestigingsjaar 1998;2002;100.0;11.0;40.0;1.0;49.0
1234;5;Vrouwen;Vestigingsjaar 1998;2003;100.0;12.0;50.0;1.0;38.0
1235;5;Vrouwen;Vestigingsjaar 1999;1999;100.0;2.0;25.0;0.0;73.0
1236;5;Vrouwen;Vestigingsjaar 1999;2000;100.0;4.0;34.0;1.0;62.0
1237;5;Vrouwen;Vestigingsjaar 1999;2001;100.0;6.0;35.0;1.0;57.0
1238;5;Vrouwen;Vestigingsjaar 1999;2002;100.0;9.0;44.0;1.0;46.0
1239;5;Vrouwen;Vestigingsjaar 1999;2003;100.0;7.0;54.0;1.0;38.0
1240;5;Vrouwen;Vestigingsjaar 2000;1999;;;;;
1241;5;Vrouwen;Vestigingsjaar 2000;2000;100.0;2.0;14.0;0.0;83.0
1242;5;Vrouwen;Vestigingsjaar 2000;2001;100.0;5.0;20.0;0.0;75.0
1243;5;Vrouwen;Vestigingsjaar 2000;2002;100.0;6.0;29.0;1.0;64.0
1244;5;Vrouwen;Vestigingsjaar 2000;2003;100.0;7.0;47.0;0.0;46.0
1245;5;Vrouwen;Vestigingsjaar 2001;1999;;;;;
1246;5;Vrouwen;Vestigingsjaar 2001;2000;;;;;
1247;5;Vrouwen;Vestigingsjaar 2001;2001;100.0;2.0;10.0;1.0;87.0
1248;5;Vrouwen;Vestigingsjaar 2001;2002;100.0;4.0;21.0;1.0;74.0
1249;5;Vrouwen;Vestigingsjaar 2001;2003;100.0;5.0;37.0;1.0;58.0
1250;5;Vrouwen;Vestigingsjaar 2002;1999;;;;;
1251;5;Vrouwen;Vestigingsjaar 2002;2000;;;;;
1252;5;Vrouwen;Vestigingsjaar 2002;2001;;;;;
1253;5;Vrouwen;Vestigingsjaar 2002;2002;100.0;3.0;12.0;1.0;84.0
1254;5;Vrouwen;Vestigingsjaar 2002;2003;100.0;5.0;35.0;0.0;59.0
1255;5;Vrouwen;Vestigingsjaar 2003;1999;;;;;
1256;5;Vrouwen;Vestigingsjaar 2003;2000;;;;;
1257;5;Vrouwen;Vestigingsjaar 2003;2001;;;;;
1258;5;Vrouwen;Vestigingsjaar 2003;2002;;;;;
1259;5;Vrouwen;Vestigingsjaar 2003;2003;100.0;3.0;24.0;0.0;73.0
1260;6;Totaal mannen en vrouwen;Vestigingsjaar 1990;1999;100.0;;;;
1261;6;Totaal mannen en vrouwen;Vestigingsjaar 1990;2000;100.0;;;;
1262;6;Totaal mannen en vrouwen;Vestigingsjaar 1990;2001;100.0;;;;
1263;6;Totaal mannen en vrouwen;Vestigingsjaar 1990;2002;100.0;;;;
1264;6;Totaal mannen en vrouwen;Vestigingsjaar 1990;2003;100.0;;;;
1265;6;Totaal mannen en vrouwen;Vestigingsjaar 1991;1999;100.0;;;;
1266;6;Totaal mannen en vrouwen;Vestigingsjaar 1991;2000;100.0;;;;
1267;6;Totaal mannen en vrouwen;Vestigingsjaar 1991;2001;100.0;;;;
1268;6;Totaal mannen en vrouwen;Vestigingsjaar 1991;2002;100.0;;;;
1269;6;Totaal mannen en vrouwen;Vestigingsjaar 1991;2003;100.0;;;;
1270;6;Totaal mannen en vrouwen;Vestigingsjaar 1992;1999;100.0;38.0;34.0;1.0;27.0
1271;6;Totaal mannen en vrouwen;Vestigingsjaar 1992;2000;100.0;45.0;30.0;3.0;22.0
1272;6;Totaal mannen en vrouwen;Vestigingsjaar 1992;2001;100.0;46.0;28.0;4.0;22.0
1273;6;Totaal mannen en vrouwen;Vestigingsjaar 1992;2002;100.0;44.0;28.0;5.0;23.0
1274;6;Totaal mannen en vrouwen;Vestigingsjaar 1992;2003;100.0;44.0;27.0;7.0;23.0
1275;6;Totaal mannen en vrouwen;Vestigingsjaar 1993;1999;100.0;42.0;39.0;1.0;18.0
1276;6;Totaal mannen en vrouwen;Vestigingsjaar 1993;2000;100.0;50.0;29.0;3.0;18.0
1277;6;Totaal mannen en vrouwen;Vestigingsjaar 1993;2001;100.0;53.0;27.0;2.0;18.0
1278;6;Totaal mannen en vrouwen;Vestigingsjaar 1993;2002;100.0;51.0;27.0;2.0;19.0
1279;6;Totaal mannen en vrouwen;Vestigingsjaar 1993;2003;100.0;48.0;28.0;4.0;20.0
1280;6;Totaal mannen en vrouwen;Vestigingsjaar 1994;1999;100.0;39.0;37.0;3.0;21.0
1281;6;Totaal mannen en vrouwen;Vestigingsjaar 1994;2000;100.0;47.0;31.0;2.0;20.0
1282;6;Totaal mannen en vrouwen;Vestigingsjaar 1994;2001;100.0;49.0;28.0;2.0;20.0
1283;6;Totaal mannen en vrouwen;Vestigingsjaar 1994;2002;100.0;49.0;26.0;3.0;22.0
1284;6;Totaal mannen en vrouwen;Vestigingsjaar 1994;2003;100.0;47.0;27.0;4.0;22.0
1285;6;Totaal mannen en vrouwen;Vestigingsjaar 1995;1999;100.0;22.0;36.0;1.0;41.0
1286;6;Totaal mannen en vrouwen;Vestigingsjaar 1995;2000;100.0;30.0;38.0;2.0;30.0
1287;6;Totaal mannen en vrouwen;Vestigingsjaar 1995;2001;100.0;38.0;33.0;1.0;28.0
1288;6;Totaal mannen en vrouwen;Vestigingsjaar 1995;2002;100.0;42.0;29.0;2.0;27.0
1289;6;Totaal mannen en vrouwen;Vestigingsjaar 1995;2003;100.0;42.0;29.0;3.0;27.0
1290;6;Totaal mannen en vrouwen;Vestigingsjaar 1996;1999;100.0;17.0;40.0;1.0;42.0
1291;6;Totaal mannen en vrouwen;Vestigingsjaar 1996;2000;100.0;27.0;42.0;1.0;31.0
1292;6;Totaal mannen en vrouwen;Vestigingsjaar 1996;2001;100.0;32.0;37.0;1.0;30.0
1293;6;Totaal mannen en vrouwen;Vestigingsjaar 1996;2002;100.0;38.0;31.0;1.0;30.0
1294;6;Totaal mannen en vrouwen;Vestigingsjaar 1996;2003;100.0;39.0;30.0;2.0;30.0
1295;6;Totaal mannen en vrouwen;Vestigingsjaar 1997;1999;100.0;13.0;40.0;1.0;46.0
1296;6;Totaal mannen en vrouwen;Vestigingsjaar 1997;2000;100.0;20.0;44.0;1.0;34.0
1297;6;Totaal mannen en vrouwen;Vestigingsjaar 1997;2001;100.0;27.0;40.0;1.0;32.0
1298;6;Totaal mannen en vrouwen;Vestigingsjaar 1997;2002;100.0;32.0;35.0;1.0;32.0
1299;6;Totaal mannen en vrouwen;Vestigingsjaar 1997;2003;100.0;33.0;34.0;2.0;31.0
1300;6;Totaal mannen en vrouwen;Vestigingsjaar 1998;1999;100.0;10.0;29.0;0.0;60.0
1301;6;Totaal mannen en vrouwen;Vestigingsjaar 1998;2000;100.0;18.0;39.0;1.0;42.0
1302;6;Totaal mannen en vrouwen;Vestigingsjaar 1998;2001;100.0;24.0;35.0;1.0;39.0
1303;6;Totaal mannen en vrouwen;Vestigingsjaar 1998;2002;100.0;29.0;34.0;2.0;35.0
1304;6;Totaal mannen en vrouwen;Vestigingsjaar 1998;2003;100.0;31.0;31.0;2.0;36.0
1305;6;Totaal mannen en vrouwen;Vestigingsjaar 1999;1999;100.0;8.0;13.0;0.0;79.0
1306;6;Totaal mannen en vrouwen;Vestigingsjaar 1999;2000;100.0;15.0;25.0;0.0;59.0
1307;6;Totaal mannen en vrouwen;Vestigingsjaar 1999;2001;100.0;21.0;27.0;1.0;51.0
1308;6;Totaal mannen en vrouwen;Vestigingsjaar 1999;2002;100.0;22.0;27.0;1.0;50.0
1309;6;Totaal mannen en vrouwen;Vestigingsjaar 1999;2003;100.0;24.0;30.0;1.0;46.0
1310;6;Totaal mannen en vrouwen;Vestigingsjaar 2000;1999;;;;;
1311;6;Totaal mannen en vrouwen;Vestigingsjaar 2000;2000;100.0;10.0;11.0;0.0;79.0
1312;6;Totaal mannen en vrouwen;Vestigingsjaar 2000;2001;100.0;16.0;15.0;1.0;69.0
1313;6;Totaal mannen en vrouwen;Vestigingsjaar 2000;2002;100.0;18.0;19.0;1.0;62.0
1314;6;Totaal mannen en vrouwen;Vestigingsjaar 2000;2003;100.0;19.0;22.0;1.0;57.0
1315;6;Totaal mannen en vrouwen;Vestigingsjaar 2001;1999;;;;;
1316;6;Totaal mannen en vrouwen;Vestigingsjaar 2001;2000;;;;;
1317;6;Totaal mannen en vrouwen;Vestigingsjaar 2001;2001;100.0;11.0;4.0;0.0;84.0
1318;6;Totaal mannen en vrouwen;Vestigingsjaar 2001;2002;100.0;14.0;10.0;0.0;75.0
1319;6;Totaal mannen en vrouwen;Vestigingsjaar 2001;2003;100.0;15.0;15.0;1.0;70.0
1320;6;Totaal mannen en vrouwen;Vestigingsjaar 2002;1999;;;;;
1321;6;Totaal mannen en vrouwen;Vestigingsjaar 2002;2000;;;;;
1322;6;Totaal mannen en vrouwen;Vestigingsjaar 2002;2001;;;;;
1323;6;Totaal mannen en vrouwen;Vestigingsjaar 2002;2002;100.0;12.0;7.0;0.0;81.0
