ID;Geslacht;TypeZelfstandigeOpStopmoment;SociaaleconomischePositieBijUitstroom;Persoonskenmerken;BedrijfstakkenBranchesSBI2008;Perioden;StoppendeZelfstandigen_1
243;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;P Onderwijs;2011;6.5
244;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;P Onderwijs;2012;7.2
245;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;P Onderwijs;2013;8.1
246;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;P Onderwijs;2014;8.2
247;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;P Onderwijs;2015;9.9
248;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;P Onderwijs;2016;10.4
249;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;P Onderwijs;2017;12.1
250;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;Q Gezondheids- en welzijnszorg;2008;15.5
251;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;Q Gezondheids- en welzijnszorg;2009;23.4
252;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;Q Gezondheids- en welzijnszorg;2010;46.1
253;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;Q Gezondheids- en welzijnszorg;2011;20.4
254;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;Q Gezondheids- en welzijnszorg;2012;21.0
255;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;Q Gezondheids- en welzijnszorg;2013;22.9
256;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;Q Gezondheids- en welzijnszorg;2014;29.9
257;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;Q Gezondheids- en welzijnszorg;2015;35.9
258;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;Q Gezondheids- en welzijnszorg;2016;31.9
259;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;Q Gezondheids- en welzijnszorg;2017;31.4
260;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;R Cultuur, sport en recreatie;2008;2.8
261;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;R Cultuur, sport en recreatie;2009;3.1
262;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;R Cultuur, sport en recreatie;2010;3.1
263;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;R Cultuur, sport en recreatie;2011;3.5
264;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;R Cultuur, sport en recreatie;2012;4.4
265;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;R Cultuur, sport en recreatie;2013;4.9
266;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;R Cultuur, sport en recreatie;2014;4.5
267;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;R Cultuur, sport en recreatie;2015;5.2
268;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;R Cultuur, sport en recreatie;2016;6.0
269;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;R Cultuur, sport en recreatie;2017;5.8
270;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;S Overige dienstverlening;2008;3.7
271;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;S Overige dienstverlening;2009;3.7
272;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;S Overige dienstverlening;2010;3.5
273;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;S Overige dienstverlening;2011;4.0
274;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;S Overige dienstverlening;2012;4.9
275;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;S Overige dienstverlening;2013;5.2
276;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;S Overige dienstverlening;2014;5.2
277;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;S Overige dienstverlening;2015;5.3
278;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;S Overige dienstverlening;2016;5.5
279;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;S Overige dienstverlening;2017;5.5
280;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;T Huishoudens;2008;0.0
281;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;T Huishoudens;2009;0.0
282;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;T Huishoudens;2010;0.0
283;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;T Huishoudens;2011;0.0
284;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;T Huishoudens;2012;0.0
285;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;T Huishoudens;2013;0.0
286;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;T Huishoudens;2014;0.0
287;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;T Huishoudens;2015;0.0
288;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;T Huishoudens;2016;0.0
289;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;T Huishoudens;2017;0.0
290;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;U Extraterritoriale organisaties;2008;0.0
291;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;U Extraterritoriale organisaties;2009;0.0
292;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;U Extraterritoriale organisaties;2010;0.0
293;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;U Extraterritoriale organisaties;2011;0.0
294;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;U Extraterritoriale organisaties;2012;0.0
295;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;U Extraterritoriale organisaties;2013;0.0
296;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;U Extraterritoriale organisaties;2014;0.0
297;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;U Extraterritoriale organisaties;2015;0.0
298;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;U Extraterritoriale organisaties;2016;0.0
299;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;U Extraterritoriale organisaties;2017;0.0
300;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;SBI-code onbekend;2008;87.9
301;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;SBI-code onbekend;2009;90.6
302;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;SBI-code onbekend;2010;106.1
303;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;SBI-code onbekend;2011;78.2
304;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;SBI-code onbekend;2012;69.7
305;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;SBI-code onbekend;2013;65.8
306;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;SBI-code onbekend;2014;66.4
307;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;SBI-code onbekend;2015;53.3
308;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;SBI-code onbekend;2016;48.0
309;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;SBI-code onbekend;2017;45.6
310;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;A-U Alle economische activiteiten;2008;16.1
311;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;A-U Alle economische activiteiten;2009;17.3
312;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;A-U Alle economische activiteiten;2010;19.8
313;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;A-U Alle economische activiteiten;2011;18.2
314;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;A-U Alle economische activiteiten;2012;16.8
315;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;A-U Alle economische activiteiten;2013;17.7
316;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;A-U Alle economische activiteiten;2014;19.5
317;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;A-U Alle economische activiteiten;2015;18.5
318;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;A-U Alle economische activiteiten;2016;18.7
319;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;A-U Alle economische activiteiten;2017;19.7
320;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;B-E Nijverheid (geen bouw) en energie;2008;0.1
321;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;B-E Nijverheid (geen bouw) en energie;2009;0.1
322;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;B-E Nijverheid (geen bouw) en energie;2010;0.1
323;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;B-E Nijverheid (geen bouw) en energie;2011;0.1
324;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;B-E Nijverheid (geen bouw) en energie;2012;0.1
325;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;B-E Nijverheid (geen bouw) en energie;2013;0.1
326;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;B-E Nijverheid (geen bouw) en energie;2014;0.1
327;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;B-E Nijverheid (geen bouw) en energie;2015;0.1
328;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;B-E Nijverheid (geen bouw) en energie;2016;0.1
329;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;B-E Nijverheid (geen bouw) en energie;2017;0.2
330;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;B-F Nijverheid en energie;2008;0.5
331;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;B-F Nijverheid en energie;2009;0.5
332;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;B-F Nijverheid en energie;2010;0.7
333;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;B-F Nijverheid en energie;2011;0.7
334;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;B-F Nijverheid en energie;2012;0.7
335;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;B-F Nijverheid en energie;2013;0.8
336;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;B-F Nijverheid en energie;2014;0.6
337;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;B-F Nijverheid en energie;2015;0.6
338;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;B-F Nijverheid en energie;2016;0.6
339;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;B-F Nijverheid en energie;2017;0.8
340;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;G-I Handel, vervoer en horeca;2008;1.1
341;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;G-I Handel, vervoer en horeca;2009;1.0
342;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;G-I Handel, vervoer en horeca;2010;1.1
343;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;G-I Handel, vervoer en horeca;2011;1.5
344;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;G-I Handel, vervoer en horeca;2012;1.5
345;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;G-I Handel, vervoer en horeca;2013;1.7
346;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;G-I Handel, vervoer en horeca;2014;1.6
347;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;G-I Handel, vervoer en horeca;2015;1.8
348;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;G-I Handel, vervoer en horeca;2016;2.0
349;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;G-I Handel, vervoer en horeca;2017;2.0
350;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;G-N Commerciële dienstverlening;2008;3.2
351;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;G-N Commerciële dienstverlening;2009;3.1
352;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;G-N Commerciële dienstverlening;2010;3.3
353;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;G-N Commerciële dienstverlening;2011;3.9
354;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;G-N Commerciële dienstverlening;2012;4.0
355;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;G-N Commerciële dienstverlening;2013;4.1
356;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;G-N Commerciële dienstverlening;2014;4.0
357;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;G-N Commerciële dienstverlening;2015;4.5
358;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;G-N Commerciële dienstverlening;2016;5.4
359;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;G-N Commerciële dienstverlening;2017;5.4
360;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;M-N Zakelijke dienstverlening;2008;1.7
361;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;M-N Zakelijke dienstverlening;2009;1.7
362;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;M-N Zakelijke dienstverlening;2010;1.6
363;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;M-N Zakelijke dienstverlening;2011;1.7
364;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;M-N Zakelijke dienstverlening;2012;1.8
365;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;M-N Zakelijke dienstverlening;2013;1.7
366;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;M-N Zakelijke dienstverlening;2014;1.7
367;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;M-N Zakelijke dienstverlening;2015;2.0
368;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;M-N Zakelijke dienstverlening;2016;2.3
369;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;M-N Zakelijke dienstverlening;2017;2.5
370;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;O-Q Overheid en zorg;2008;1.9
371;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;O-Q Overheid en zorg;2009;2.8
372;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;O-Q Overheid en zorg;2010;3.3
373;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;O-Q Overheid en zorg;2011;2.7
374;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;O-Q Overheid en zorg;2012;2.4
375;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;O-Q Overheid en zorg;2013;3.2
376;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;O-Q Overheid en zorg;2014;4.4
377;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;O-Q Overheid en zorg;2015;6.3
378;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;O-Q Overheid en zorg;2016;5.9
379;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;O-Q Overheid en zorg;2017;6.6
380;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;O-U Niet-commerciële dienstverlening;2008;2.4
381;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;O-U Niet-commerciële dienstverlening;2009;3.3
382;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;O-U Niet-commerciële dienstverlening;2010;3.9
383;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;O-U Niet-commerciële dienstverlening;2011;3.5
384;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;O-U Niet-commerciële dienstverlening;2012;3.2
385;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;O-U Niet-commerciële dienstverlening;2013;4.0
386;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;O-U Niet-commerciële dienstverlening;2014;5.3
387;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;O-U Niet-commerciële dienstverlening;2015;7.3
388;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;O-U Niet-commerciële dienstverlening;2016;7.1
389;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;O-U Niet-commerciële dienstverlening;2017;7.8
390;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;R-U Cultuur, recreatie, overige diensten;2008;0.5
391;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;R-U Cultuur, recreatie, overige diensten;2009;0.5
392;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;R-U Cultuur, recreatie, overige diensten;2010;0.6
393;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;R-U Cultuur, recreatie, overige diensten;2011;0.7
394;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;R-U Cultuur, recreatie, overige diensten;2012;0.8
395;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;R-U Cultuur, recreatie, overige diensten;2013;0.9
396;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;R-U Cultuur, recreatie, overige diensten;2014;0.8
397;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;R-U Cultuur, recreatie, overige diensten;2015;1.0
398;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;R-U Cultuur, recreatie, overige diensten;2016;1.3
399;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;R-U Cultuur, recreatie, overige diensten;2017;1.2
400;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;A Landbouw, bosbouw en visserij;2008;0.2
401;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;A Landbouw, bosbouw en visserij;2009;0.1
402;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;A Landbouw, bosbouw en visserij;2010;0.2
403;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;A Landbouw, bosbouw en visserij;2011;0.1
404;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;A Landbouw, bosbouw en visserij;2012;0.1
405;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;A Landbouw, bosbouw en visserij;2013;0.1
406;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;A Landbouw, bosbouw en visserij;2014;0.1
407;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;A Landbouw, bosbouw en visserij;2015;0.1
408;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;A Landbouw, bosbouw en visserij;2016;0.1
409;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;A Landbouw, bosbouw en visserij;2017;0.1
410;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;B Delfstoffenwinning;2008;0.0
411;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;B Delfstoffenwinning;2009;0.0
412;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;B Delfstoffenwinning;2010;0.0
413;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;B Delfstoffenwinning;2011;0.0
414;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;B Delfstoffenwinning;2012;0.0
415;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;B Delfstoffenwinning;2013;0.0
416;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;B Delfstoffenwinning;2014;0.0
417;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;B Delfstoffenwinning;2015;0.0
418;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;B Delfstoffenwinning;2016;0.0
419;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;B Delfstoffenwinning;2017;0.0
420;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;C Industrie;2008;0.1
421;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;C Industrie;2009;0.1
422;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;C Industrie;2010;0.1
423;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;C Industrie;2011;0.1
424;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;C Industrie;2012;0.1
