ID;Sex;Age;CausesOfDeath;Periods;Deaths_1
434;Total male and female;Total;A18 Tuberculosis of other organs;2010;2
435;Total male and female;Total;A18 Tuberculosis of other organs;2011;3
436;Total male and female;Total;A18 Tuberculosis of other organs;2012;0
437;Total male and female;Total;A18 Tuberculosis of other organs;2013;2
438;Total male and female;Total;A18 Tuberculosis of other organs;2014;2
439;Total male and female;Total;A18 Tuberculosis of other organs;2015;1
440;Total male and female;Total;A18 Tuberculosis of other organs;2016;1
441;Total male and female;Total;A18 Tuberculosis of other organs;2017;1
442;Total male and female;Total;A18 Tuberculosis of other organs;2018;1
443;Total male and female;Total;A18 Tuberculosis of other organs;2019;0
444;Total male and female;Total;A18 Tuberculosis of other organs;2020;2
445;Total male and female;Total;A18 Tuberculosis of other organs;2021;3
446;Total male and female;Total;A18 Tuberculosis of other organs;2022;0
447;Total male and female;Total;A18 Tuberculosis of other organs;2023;0
448;Total male and female;Total;A19 Miliary tuberculosis;1996;2
449;Total male and female;Total;A19 Miliary tuberculosis;1997;12
450;Total male and female;Total;A19 Miliary tuberculosis;1998;3
451;Total male and female;Total;A19 Miliary tuberculosis;1999;8
452;Total male and female;Total;A19 Miliary tuberculosis;2000;6
453;Total male and female;Total;A19 Miliary tuberculosis;2001;4
454;Total male and female;Total;A19 Miliary tuberculosis;2002;1
455;Total male and female;Total;A19 Miliary tuberculosis;2003;8
456;Total male and female;Total;A19 Miliary tuberculosis;2004;2
457;Total male and female;Total;A19 Miliary tuberculosis;2005;2
458;Total male and female;Total;A19 Miliary tuberculosis;2006;2
459;Total male and female;Total;A19 Miliary tuberculosis;2007;3
460;Total male and female;Total;A19 Miliary tuberculosis;2008;1
461;Total male and female;Total;A19 Miliary tuberculosis;2009;5
462;Total male and female;Total;A19 Miliary tuberculosis;2010;4
463;Total male and female;Total;A19 Miliary tuberculosis;2011;1
464;Total male and female;Total;A19 Miliary tuberculosis;2012;1
465;Total male and female;Total;A19 Miliary tuberculosis;2013;0
466;Total male and female;Total;A19 Miliary tuberculosis;2014;1
467;Total male and female;Total;A19 Miliary tuberculosis;2015;4
468;Total male and female;Total;A19 Miliary tuberculosis;2016;1
469;Total male and female;Total;A19 Miliary tuberculosis;2017;1
470;Total male and female;Total;A19 Miliary tuberculosis;2018;0
471;Total male and female;Total;A19 Miliary tuberculosis;2019;0
472;Total male and female;Total;A19 Miliary tuberculosis;2020;1
473;Total male and female;Total;A19 Miliary tuberculosis;2021;1
474;Total male and female;Total;A19 Miliary tuberculosis;2022;0
475;Total male and female;Total;A19 Miliary tuberculosis;2023;1
476;Total male and female;Total;A20 Plague;1996;0
477;Total male and female;Total;A20 Plague;1997;0
478;Total male and female;Total;A20 Plague;1998;0
479;Total male and female;Total;A20 Plague;1999;0
480;Total male and female;Total;A20 Plague;2000;0
481;Total male and female;Total;A20 Plague;2001;0
482;Total male and female;Total;A20 Plague;2002;0
483;Total male and female;Total;A20 Plague;2003;0
484;Total male and female;Total;A20 Plague;2004;0
485;Total male and female;Total;A20 Plague;2005;0
486;Total male and female;Total;A20 Plague;2006;0
487;Total male and female;Total;A20 Plague;2007;0
488;Total male and female;Total;A20 Plague;2008;0
489;Total male and female;Total;A20 Plague;2009;0
490;Total male and female;Total;A20 Plague;2010;0
491;Total male and female;Total;A20 Plague;2011;0
492;Total male and female;Total;A20 Plague;2012;0
493;Total male and female;Total;A20 Plague;2013;0
494;Total male and female;Total;A20 Plague;2014;0
495;Total male and female;Total;A20 Plague;2015;0
496;Total male and female;Total;A20 Plague;2016;0
497;Total male and female;Total;A20 Plague;2017;0
498;Total male and female;Total;A20 Plague;2018;0
499;Total male and female;Total;A20 Plague;2019;0
500;Total male and female;Total;A20 Plague;2020;0
501;Total male and female;Total;A20 Plague;2021;0
502;Total male and female;Total;A20 Plague;2022;0
503;Total male and female;Total;A20 Plague;2023;0
504;Total male and female;Total;A21 Tularaemia;1996;0
505;Total male and female;Total;A21 Tularaemia;1997;0
506;Total male and female;Total;A21 Tularaemia;1998;1
507;Total male and female;Total;A21 Tularaemia;1999;0
508;Total male and female;Total;A21 Tularaemia;2000;0
509;Total male and female;Total;A21 Tularaemia;2001;0
510;Total male and female;Total;A21 Tularaemia;2002;0
511;Total male and female;Total;A21 Tularaemia;2003;0
512;Total male and female;Total;A21 Tularaemia;2004;0
513;Total male and female;Total;A21 Tularaemia;2005;0
514;Total male and female;Total;A21 Tularaemia;2006;0
515;Total male and female;Total;A21 Tularaemia;2007;0
516;Total male and female;Total;A21 Tularaemia;2008;0
517;Total male and female;Total;A21 Tularaemia;2009;0
518;Total male and female;Total;A21 Tularaemia;2010;0
519;Total male and female;Total;A21 Tularaemia;2011;0
520;Total male and female;Total;A21 Tularaemia;2012;0
521;Total male and female;Total;A21 Tularaemia;2013;0
522;Total male and female;Total;A21 Tularaemia;2014;0
523;Total male and female;Total;A21 Tularaemia;2015;0
524;Total male and female;Total;A21 Tularaemia;2016;0
525;Total male and female;Total;A21 Tularaemia;2017;0
526;Total male and female;Total;A21 Tularaemia;2018;0
527;Total male and female;Total;A21 Tularaemia;2019;0
528;Total male and female;Total;A21 Tularaemia;2020;0
529;Total male and female;Total;A21 Tularaemia;2021;0
530;Total male and female;Total;A21 Tularaemia;2022;0
531;Total male and female;Total;A21 Tularaemia;2023;0
532;Total male and female;Total;A22 Anthrax;1996;0
533;Total male and female;Total;A22 Anthrax;1997;0
534;Total male and female;Total;A22 Anthrax;1998;0
535;Total male and female;Total;A22 Anthrax;1999;0
536;Total male and female;Total;A22 Anthrax;2000;0
537;Total male and female;Total;A22 Anthrax;2001;0
538;Total male and female;Total;A22 Anthrax;2002;0
539;Total male and female;Total;A22 Anthrax;2003;0
540;Total male and female;Total;A22 Anthrax;2004;0
541;Total male and female;Total;A22 Anthrax;2005;0
542;Total male and female;Total;A22 Anthrax;2006;0
543;Total male and female;Total;A22 Anthrax;2007;0
544;Total male and female;Total;A22 Anthrax;2008;0
545;Total male and female;Total;A22 Anthrax;2009;0
546;Total male and female;Total;A22 Anthrax;2010;0
547;Total male and female;Total;A22 Anthrax;2011;0
548;Total male and female;Total;A22 Anthrax;2012;0
549;Total male and female;Total;A22 Anthrax;2013;0
550;Total male and female;Total;A22 Anthrax;2014;0
551;Total male and female;Total;A22 Anthrax;2015;0
552;Total male and female;Total;A22 Anthrax;2016;0
553;Total male and female;Total;A22 Anthrax;2017;0
554;Total male and female;Total;A22 Anthrax;2018;0
555;Total male and female;Total;A22 Anthrax;2019;0
556;Total male and female;Total;A22 Anthrax;2020;0
557;Total male and female;Total;A22 Anthrax;2021;0
558;Total male and female;Total;A22 Anthrax;2022;0
559;Total male and female;Total;A22 Anthrax;2023;0
560;Total male and female;Total;A23 Brucellosis;1996;0
561;Total male and female;Total;A23 Brucellosis;1997;0
562;Total male and female;Total;A23 Brucellosis;1998;0
563;Total male and female;Total;A23 Brucellosis;1999;0
564;Total male and female;Total;A23 Brucellosis;2000;0
565;Total male and female;Total;A23 Brucellosis;2001;0
566;Total male and female;Total;A23 Brucellosis;2002;0
567;Total male and female;Total;A23 Brucellosis;2003;0
568;Total male and female;Total;A23 Brucellosis;2004;0
569;Total male and female;Total;A23 Brucellosis;2005;0
570;Total male and female;Total;A23 Brucellosis;2006;0
571;Total male and female;Total;A23 Brucellosis;2007;0
572;Total male and female;Total;A23 Brucellosis;2008;0
573;Total male and female;Total;A23 Brucellosis;2009;0
574;Total male and female;Total;A23 Brucellosis;2010;0
575;Total male and female;Total;A23 Brucellosis;2011;0
576;Total male and female;Total;A23 Brucellosis;2012;0
577;Total male and female;Total;A23 Brucellosis;2013;0
578;Total male and female;Total;A23 Brucellosis;2014;0
579;Total male and female;Total;A23 Brucellosis;2015;0
580;Total male and female;Total;A23 Brucellosis;2016;0
581;Total male and female;Total;A23 Brucellosis;2017;0
582;Total male and female;Total;A23 Brucellosis;2018;0
583;Total male and female;Total;A23 Brucellosis;2019;0
584;Total male and female;Total;A23 Brucellosis;2020;0
585;Total male and female;Total;A23 Brucellosis;2021;0
586;Total male and female;Total;A23 Brucellosis;2022;0
587;Total male and female;Total;A23 Brucellosis;2023;0
588;Total male and female;Total;A24 Glanders and melioidosis;1996;0
589;Total male and female;Total;A24 Glanders and melioidosis;1997;0
590;Total male and female;Total;A24 Glanders and melioidosis;1998;0
591;Total male and female;Total;A24 Glanders and melioidosis;1999;0
592;Total male and female;Total;A24 Glanders and melioidosis;2000;0
593;Total male and female;Total;A24 Glanders and melioidosis;2001;0
594;Total male and female;Total;A24 Glanders and melioidosis;2002;0
595;Total male and female;Total;A24 Glanders and melioidosis;2003;0
596;Total male and female;Total;A24 Glanders and melioidosis;2004;0
597;Total male and female;Total;A24 Glanders and melioidosis;2005;1
598;Total male and female;Total;A24 Glanders and melioidosis;2006;1
599;Total male and female;Total;A24 Glanders and melioidosis;2007;1
600;Total male and female;Total;A24 Glanders and melioidosis;2008;0
601;Total male and female;Total;A24 Glanders and melioidosis;2009;0
602;Total male and female;Total;A24 Glanders and melioidosis;2010;0
603;Total male and female;Total;A24 Glanders and melioidosis;2011;0
604;Total male and female;Total;A24 Glanders and melioidosis;2012;0
605;Total male and female;Total;A24 Glanders and melioidosis;2013;0
606;Total male and female;Total;A24 Glanders and melioidosis;2014;0
607;Total male and female;Total;A24 Glanders and melioidosis;2015;0
608;Total male and female;Total;A24 Glanders and melioidosis;2016;0
609;Total male and female;Total;A24 Glanders and melioidosis;2017;0
610;Total male and female;Total;A24 Glanders and melioidosis;2018;0
611;Total male and female;Total;A24 Glanders and melioidosis;2019;0
612;Total male and female;Total;A24 Glanders and melioidosis;2020;0
613;Total male and female;Total;A24 Glanders and melioidosis;2021;0
614;Total male and female;Total;A24 Glanders and melioidosis;2022;0
615;Total male and female;Total;A24 Glanders and melioidosis;2023;0
616;Total male and female;Total;A25 Rat-bite fevers;1996;0
617;Total male and female;Total;A25 Rat-bite fevers;1997;0
618;Total male and female;Total;A25 Rat-bite fevers;1998;1
619;Total male and female;Total;A25 Rat-bite fevers;1999;0
620;Total male and female;Total;A25 Rat-bite fevers;2000;1
621;Total male and female;Total;A25 Rat-bite fevers;2001;0
622;Total male and female;Total;A25 Rat-bite fevers;2002;0
623;Total male and female;Total;A25 Rat-bite fevers;2003;0
624;Total male and female;Total;A25 Rat-bite fevers;2004;0
625;Total male and female;Total;A25 Rat-bite fevers;2005;0
626;Total male and female;Total;A25 Rat-bite fevers;2006;0
627;Total male and female;Total;A25 Rat-bite fevers;2007;0
628;Total male and female;Total;A25 Rat-bite fevers;2008;0
629;Total male and female;Total;A25 Rat-bite fevers;2009;0
630;Total male and female;Total;A25 Rat-bite fevers;2010;0
631;Total male and female;Total;A25 Rat-bite fevers;2011;0
632;Total male and female;Total;A25 Rat-bite fevers;2012;0
633;Total male and female;Total;A25 Rat-bite fevers;2013;0
634;Total male and female;Total;A25 Rat-bite fevers;2014;0
635;Total male and female;Total;A25 Rat-bite fevers;2015;0
636;Total male and female;Total;A25 Rat-bite fevers;2016;0
637;Total male and female;Total;A25 Rat-bite fevers;2017;0
638;Total male and female;Total;A25 Rat-bite fevers;2018;0
639;Total male and female;Total;A25 Rat-bite fevers;2019;0
640;Total male and female;Total;A25 Rat-bite fevers;2020;0
641;Total male and female;Total;A25 Rat-bite fevers;2021;0
642;Total male and female;Total;A25 Rat-bite fevers;2022;0
643;Total male and female;Total;A25 Rat-bite fevers;2023;0
644;Total male and female;Total;A26 Erysipeloid;1996;0
645;Total male and female;Total;A26 Erysipeloid;1997;0
646;Total male and female;Total;A26 Erysipeloid;1998;0
647;Total male and female;Total;A26 Erysipeloid;1999;1
648;Total male and female;Total;A26 Erysipeloid;2000;0
649;Total male and female;Total;A26 Erysipeloid;2001;0
650;Total male and female;Total;A26 Erysipeloid;2002;0
651;Total male and female;Total;A26 Erysipeloid;2003;0
652;Total male and female;Total;A26 Erysipeloid;2004;0
653;Total male and female;Total;A26 Erysipeloid;2005;0
654;Total male and female;Total;A26 Erysipeloid;2006;1
655;Total male and female;Total;A26 Erysipeloid;2007;1
656;Total male and female;Total;A26 Erysipeloid;2008;0
657;Total male and female;Total;A26 Erysipeloid;2009;0
658;Total male and female;Total;A26 Erysipeloid;2010;0
659;Total male and female;Total;A26 Erysipeloid;2011;0
660;Total male and female;Total;A26 Erysipeloid;2012;0
661;Total male and female;Total;A26 Erysipeloid;2013;0
662;Total male and female;Total;A26 Erysipeloid;2014;0
663;Total male and female;Total;A26 Erysipeloid;2015;0
664;Total male and female;Total;A26 Erysipeloid;2016;0
665;Total male and female;Total;A26 Erysipeloid;2017;0
666;Total male and female;Total;A26 Erysipeloid;2018;0
667;Total male and female;Total;A26 Erysipeloid;2019;0
668;Total male and female;Total;A26 Erysipeloid;2020;0
669;Total male and female;Total;A26 Erysipeloid;2021;0
670;Total male and female;Total;A26 Erysipeloid;2022;0
671;Total male and female;Total;A26 Erysipeloid;2023;0
672;Total male and female;Total;A27 Leptospirosis;1996;0
673;Total male and female;Total;A27 Leptospirosis;1997;0
674;Total male and female;Total;A27 Leptospirosis;1998;0
675;Total male and female;Total;A27 Leptospirosis;1999;1
676;Total male and female;Total;A27 Leptospirosis;2000;0
677;Total male and female;Total;A27 Leptospirosis;2001;0
