ID;SBI93;Perioden;k_0mzet_1;Prijs_2;Volume_3;k_0mzet_4;Prijs_5;Volume_6
283;5211 + 522 Voedings- en genotmiddelen;1996 3e kwartaal;100.0;98.0;102.0;0.1;-0.4;0.5
284;5211 + 522 Voedings- en genotmiddelen;1996 oktober;103.0;99.0;104.0;8.1;0.6;7.5
285;5211 + 522 Voedings- en genotmiddelen;1996 november;105.0;99.0;106.0;5.1;0.6;4.5
286;5211 + 522 Voedings- en genotmiddelen;1996 december;112.0;99.0;112.0;-3.6;0.9;-4.4
287;5211 + 522 Voedings- en genotmiddelen;1996 4e kwartaal;107.0;99.0;107.0;2.8;0.7;2.1
288;5211 + 522 Voedings- en genotmiddelen;1996;102.0;100.0;102.0;1.7;-0.4;2.1
289;5211 + 522 Voedings- en genotmiddelen;1997 januari;103.0;101.0;101.0;9.4;1.9;7.4
290;5211 + 522 Voedings- en genotmiddelen;1997 februari;93.0;101.0;92.0;-2.2;0.7;-2.8
291;5211 + 522 Voedings- en genotmiddelen;1997 maart;103.0;101.0;102.0;-0.4;-1.0;0.7
292;5211 + 522 Voedings- en genotmiddelen;1997 1e kwartaal;100.0;101.0;98.0;2.3;0.5;1.8
293;5211 + 522 Voedings- en genotmiddelen;1997 april;102.0;101.0;101.0;2.8;-0.7;3.5
294;5211 + 522 Voedings- en genotmiddelen;1997 mei;114.0;102.0;112.0;5.8;1.5;4.2
295;5211 + 522 Voedings- en genotmiddelen;1997 juni;101.0;102.0;99.0;-0.4;2.2;-2.5
296;5211 + 522 Voedings- en genotmiddelen;1997 2e kwartaal;106.0;102.0;104.0;2.7;1.0;1.7
297;5211 + 522 Voedings- en genotmiddelen;1997 juli;106.0;101.0;105.0;5.7;2.0;3.6
298;5211 + 522 Voedings- en genotmiddelen;1997 augustus;109.0;101.0;107.0;2.1;3.5;-1.3
299;5211 + 522 Voedings- en genotmiddelen;1997 september;101.0;102.0;100.0;8.1;3.4;4.6
300;5211 + 522 Voedings- en genotmiddelen;1997 3e kwartaal;105.0;101.0;104.0;5.3;3.0;2.3
301;5211 + 522 Voedings- en genotmiddelen;1997 oktober;110.0;102.0;109.0;7.8;3.0;4.6
302;5211 + 522 Voedings- en genotmiddelen;1997 november;105.0;103.0;102.0;-0.3;4.1;-4.2
303;5211 + 522 Voedings- en genotmiddelen;1997 december;117.0;102.0;115.0;4.8;2.9;1.8
304;5211 + 522 Voedings- en genotmiddelen;1997 4e kwartaal;111.0;102.0;109.0;4.1;3.3;0.7
305;5211 + 522 Voedings- en genotmiddelen;1997;105.0;102.0;104.0;3.6;1.9;1.6
306;5211 + 522 Voedings- en genotmiddelen;1998 januari;111.0;103.0;108.0;7.7;1.1;6.5
307;5211 + 522 Voedings- en genotmiddelen;1998 februari;96.0;103.0;94.0;3.6;2.4;1.2
308;5211 + 522 Voedings- en genotmiddelen;1998 maart;103.0;104.0;99.0;0.3;3.4;-3.0
309;5211 + 522 Voedings- en genotmiddelen;1998 1e kwartaal;103.0;103.0;100.0;3.9;2.3;1.6
310;5211 + 522 Voedings- en genotmiddelen;1998 april;108.0;104.0;104.0;6.7;3.6;2.9
311;5211 + 522 Voedings- en genotmiddelen;1998 mei;114.0;104.0;109.0;-0.4;2.7;-3.1
312;5211 + 522 Voedings- en genotmiddelen;1998 juni;107.0;104.0;103.0;6.2;2.2;3.9
313;5211 + 522 Voedings- en genotmiddelen;1998 2e kwartaal;110.0;104.0;105.0;3.9;2.9;1.1
314;5211 + 522 Voedings- en genotmiddelen;1998 juli;112.0;104.0;108.0;5.5;2.8;2.6
315;5211 + 522 Voedings- en genotmiddelen;1998 augustus;105.0;104.0;101.0;-3.5;2.3;-5.7
316;5211 + 522 Voedings- en genotmiddelen;1998 september;104.0;104.0;100.0;2.2;2.1;0.2
317;5211 + 522 Voedings- en genotmiddelen;1998 3e kwartaal;107.0;104.0;103.0;1.4;2.4;-1.0
318;5211 + 522 Voedings- en genotmiddelen;1998 oktober;115.0;104.0;110.0;4.1;2.3;1.8
319;5211 + 522 Voedings- en genotmiddelen;1998 november;104.0;105.0;99.0;-0.4;2.0;-2.3
320;5211 + 522 Voedings- en genotmiddelen;1998 december;125.0;106.0;119.0;6.2;3.2;2.9
321;5211 + 522 Voedings- en genotmiddelen;1998 4e kwartaal;115.0;105.0;109.0;3.4;2.5;0.9
322;5211 + 522 Voedings- en genotmiddelen;1998;109.0;104.0;104.0;3.2;2.5;0.6
323;5211 + 522 Voedings- en genotmiddelen;1999 januari;104.0;106.0;98.0;-5.8;3.5;-8.9
324;5211 + 522 Voedings- en genotmiddelen;1999 februari;98.0;106.0;92.0;2.0;3.3;-1.3
325;5211 + 522 Voedings- en genotmiddelen;1999 maart;108.0;107.0;101.0;5.0;3.0;1.9
326;5211 + 522 Voedings- en genotmiddelen;1999 1e kwartaal;104.0;107.0;97.0;0.2;3.3;-3.0
327;5211 + 522 Voedings- en genotmiddelen;1999 april;113.0;107.0;106.0;4.2;2.1;2.0
328;5211 + 522 Voedings- en genotmiddelen;1999 mei;112.0;107.0;105.0;-1.5;2.1;-3.5
329;5211 + 522 Voedings- en genotmiddelen;1999 juni;111.0;106.0;105.0;3.6;1.8;1.8
330;5211 + 522 Voedings- en genotmiddelen;1999 2e kwartaal;112.0;106.0;105.0;2.0;2.0;0.0
331;5211 + 522 Voedings- en genotmiddelen;1999 juli;117.0;104.0;112.0;4.4;0.2;4.2
332;5211 + 522 Voedings- en genotmiddelen;1999 augustus;104.0;105.0;99.0;-1.0;1.0;-2.0
333;5211 + 522 Voedings- en genotmiddelen;1999 september;108.0;105.0;103.0;4.1;0.6;3.4
334;5211 + 522 Voedings- en genotmiddelen;1999 3e kwartaal;110.0;105.0;105.0;2.5;0.6;1.9
335;5211 + 522 Voedings- en genotmiddelen;1999 oktober;111.0;105.0;106.0;-3.8;0.4;-4.2
336;5211 + 522 Voedings- en genotmiddelen;1999 november;109.0;105.0;103.0;4.4;0.3;4.1
337;5211 + 522 Voedings- en genotmiddelen;1999 december;133.0;105.0;126.0;5.8;-0.4;6.3
338;5211 + 522 Voedings- en genotmiddelen;1999 4e kwartaal;117.0;105.0;112.0;2.2;0.1;2.1
339;5211 + 522 Voedings- en genotmiddelen;1999;111.0;106.0;105.0;1.8;1.5;0.3
340;5211 + 522 Voedings- en genotmiddelen;2000 januari;100.0;105.0;95.0;-3.7;-0.7;-3.0
341;5211 + 522 Voedings- en genotmiddelen;2000 februari;102.0;105.0;97.0;3.8;-1.4;5.3
342;5211 + 522 Voedings- en genotmiddelen;2000 maart;115.0;106.0;109.0;6.8;-1.5;8.4
343;5211 + 522 Voedings- en genotmiddelen;2000 1e kwartaal;106.0;105.0;101.0;2.3;-1.2;3.5
344;5211 + 522 Voedings- en genotmiddelen;2000 april;112.0;106.0;105.0;-1.1;-0.5;-0.6
345;5211 + 522 Voedings- en genotmiddelen;2000 mei;113.0;107.0;106.0;0.8;-0.1;0.9
346;5211 + 522 Voedings- en genotmiddelen;2000 juni;118.0;107.0;111.0;6.6;0.8;5.8
347;5211 + 522 Voedings- en genotmiddelen;2000 2e kwartaal;114.0;106.0;107.0;2.1;0.1;2.0
348;5211 + 522 Voedings- en genotmiddelen;2000 juli;110.0;106.0;104.0;-6.1;1.8;-7.8
349;5211 + 522 Voedings- en genotmiddelen;2000 augustus;114.0;107.0;107.0;9.7;1.9;7.6
350;5211 + 522 Voedings- en genotmiddelen;2000 september;115.0;107.0;108.0;6.3;2.0;4.3
351;5211 + 522 Voedings- en genotmiddelen;2000 3e kwartaal;113.0;107.0;106.0;3.0;1.9;1.0
352;5211 + 522 Voedings- en genotmiddelen;2000 oktober;109.0;108.0;102.0;-1.4;2.8;-4.1
353;5211 + 522 Voedings- en genotmiddelen;2000 november;116.0;108.0;107.0;6.8;2.8;3.9
354;5211 + 522 Voedings- en genotmiddelen;2000 december;135.0;108.0;125.0;1.8;3.0;-1.1
355;5211 + 522 Voedings- en genotmiddelen;2000 4e kwartaal;120.0;108.0;111.0;2.4;2.9;-0.5
356;5211 + 522 Voedings- en genotmiddelen;2000;113.0;107.0;106.0;2.4;0.9;1.5
357;5211 Voedings- en genotmidd. alg.ass.;1994 januari;86.0;97.0;88.0;;;
358;5211 Voedings- en genotmidd. alg.ass.;1994 februari;86.0;98.0;88.0;;;
359;5211 Voedings- en genotmidd. alg.ass.;1994 maart;97.0;99.0;98.0;;;
360;5211 Voedings- en genotmidd. alg.ass.;1994 1e kwartaal;90.0;98.0;91.0;;;
361;5211 Voedings- en genotmidd. alg.ass.;1994 april;100.0;98.0;101.0;;;
362;5211 Voedings- en genotmidd. alg.ass.;1994 mei;95.0;98.0;97.0;;;
363;5211 Voedings- en genotmidd. alg.ass.;1994 juni;97.0;99.0;98.0;;;
364;5211 Voedings- en genotmidd. alg.ass.;1994 2e kwartaal;97.0;98.0;99.0;;;
365;5211 Voedings- en genotmidd. alg.ass.;1994 juli;102.0;99.0;104.0;;;
366;5211 Voedings- en genotmidd. alg.ass.;1994 augustus;95.0;99.0;95.0;;;
367;5211 Voedings- en genotmidd. alg.ass.;1994 september;97.0;100.0;97.0;;;
368;5211 Voedings- en genotmidd. alg.ass.;1994 3e kwartaal;98.0;99.0;99.0;;;
369;5211 Voedings- en genotmidd. alg.ass.;1994 oktober;94.0;101.0;93.0;;;
370;5211 Voedings- en genotmidd. alg.ass.;1994 november;93.0;100.0;93.0;;;
371;5211 Voedings- en genotmidd. alg.ass.;1994 december;111.0;100.0;111.0;;;
372;5211 Voedings- en genotmidd. alg.ass.;1994 4e kwartaal;99.0;100.0;99.0;;;
373;5211 Voedings- en genotmidd. alg.ass.;1994;96.0;99.0;97.0;;;
374;5211 Voedings- en genotmidd. alg.ass.;1995 januari;91.0;100.0;91.0;;;
375;5211 Voedings- en genotmidd. alg.ass.;1995 februari;90.0;101.0;89.0;;;
376;5211 Voedings- en genotmidd. alg.ass.;1995 maart;103.0;101.0;102.0;;;
377;5211 Voedings- en genotmidd. alg.ass.;1995 1e kwartaal;95.0;101.0;94.0;5.3;2.7;2.6
378;5211 Voedings- en genotmidd. alg.ass.;1995 april;98.0;101.0;97.0;;;
379;5211 Voedings- en genotmidd. alg.ass.;1995 mei;101.0;101.0;100.0;;;
380;5211 Voedings- en genotmidd. alg.ass.;1995 juni;105.0;101.0;105.0;;;
381;5211 Voedings- en genotmidd. alg.ass.;1995 2e kwartaal;101.0;101.0;101.0;3.6;1.8;1.7
382;5211 Voedings- en genotmidd. alg.ass.;1995 juli;101.0;99.0;102.0;;;
383;5211 Voedings- en genotmidd. alg.ass.;1995 augustus;103.0;99.0;104.0;;;
384;5211 Voedings- en genotmidd. alg.ass.;1995 september;101.0;99.0;102.0;;;
385;5211 Voedings- en genotmidd. alg.ass.;1995 3e kwartaal;102.0;99.0;103.0;3.3;-0.5;3.8
386;5211 Voedings- en genotmidd. alg.ass.;1995 oktober;95.0;99.0;96.0;;;
387;5211 Voedings- en genotmidd. alg.ass.;1995 november;100.0;99.0;100.0;;;
388;5211 Voedings- en genotmidd. alg.ass.;1995 december;112.0;100.0;113.0;;;
389;5211 Voedings- en genotmidd. alg.ass.;1995 4e kwartaal;102.0;99.0;103.0;2.4;-1.3;3.8
390;5211 Voedings- en genotmidd. alg.ass.;1995;100.0;100.0;100.0;3.6;0.7;3.0
391;5211 Voedings- en genotmidd. alg.ass.;1996 januari;95.0;100.0;95.0;4.0;-0.2;4.3
392;5211 Voedings- en genotmidd. alg.ass.;1996 februari;96.0;100.0;97.0;7.6;-0.5;8.1
393;5211 Voedings- en genotmidd. alg.ass.;1996 maart;104.0;102.0;103.0;1.4;0.4;1.0
394;5211 Voedings- en genotmidd. alg.ass.;1996 1e kwartaal;98.0;101.0;98.0;4.2;-0.1;4.3
395;5211 Voedings- en genotmidd. alg.ass.;1996 april;100.0;102.0;98.0;2.2;0.4;1.7
396;5211 Voedings- en genotmidd. alg.ass.;1996 mei;110.0;100.0;110.0;9.3;-0.5;9.8
397;5211 Voedings- en genotmidd. alg.ass.;1996 juni;102.0;99.0;103.0;-2.9;-1.2;-1.7
398;5211 Voedings- en genotmidd. alg.ass.;1996 2e kwartaal;104.0;100.0;104.0;3.7;-0.4;4.2
399;5211 Voedings- en genotmidd. alg.ass.;1996 juli;102.0;99.0;103.0;0.4;-0.3;0.8
400;5211 Voedings- en genotmidd. alg.ass.;1996 augustus;109.0;98.0;112.0;6.8;-1.2;8.1
401;5211 Voedings- en genotmidd. alg.ass.;1996 september;95.0;98.0;96.0;-6.2;-0.7;-5.6
402;5211 Voedings- en genotmidd. alg.ass.;1996 3e kwartaal;102.0;98.0;104.0;0.4;-0.7;1.1
403;5211 Voedings- en genotmidd. alg.ass.;1996 oktober;103.0;99.0;105.0;8.7;0.3;8.4
404;5211 Voedings- en genotmidd. alg.ass.;1996 november;106.0;99.0;107.0;6.2;0.4;5.9
405;5211 Voedings- en genotmidd. alg.ass.;1996 december;108.0;99.0;109.0;-3.7;0.7;-4.4
406;5211 Voedings- en genotmidd. alg.ass.;1996 4e kwartaal;106.0;99.0;107.0;3.4;0.5;3.0
407;5211 Voedings- en genotmidd. alg.ass.;1996;103.0;99.0;103.0;2.7;-0.5;3.2
408;5211 Voedings- en genotmidd. alg.ass.;1997 januari;105.0;101.0;103.0;10.2;1.8;8.3
409;5211 Voedings- en genotmidd. alg.ass.;1997 februari;94.0;101.0;93.0;-2.5;0.7;-3.2
410;5211 Voedings- en genotmidd. alg.ass.;1997 maart;104.0;100.0;103.0;-0.5;-1.1;0.7
411;5211 Voedings- en genotmidd. alg.ass.;1997 1e kwartaal;101.0;101.0;100.0;2.4;0.5;1.9
412;5211 Voedings- en genotmidd. alg.ass.;1997 april;104.0;101.0;103.0;3.7;-0.9;4.6
413;5211 Voedings- en genotmidd. alg.ass.;1997 mei;117.0;102.0;115.0;6.7;1.4;5.2
414;5211 Voedings- en genotmidd. alg.ass.;1997 juni;102.0;101.0;100.0;-0.2;2.2;-2.3
415;5211 Voedings- en genotmidd. alg.ass.;1997 2e kwartaal;108.0;101.0;106.0;3.4;0.9;2.5
416;5211 Voedings- en genotmidd. alg.ass.;1997 juli;108.0;101.0;107.0;6.4;2.1;4.3
417;5211 Voedings- en genotmidd. alg.ass.;1997 augustus;112.0;101.0;111.0;2.8;3.6;-0.7
418;5211 Voedings- en genotmidd. alg.ass.;1997 september;104.0;102.0;102.0;9.5;3.5;5.7
419;5211 Voedings- en genotmidd. alg.ass.;1997 3e kwartaal;108.0;101.0;107.0;6.2;3.1;3.1
420;5211 Voedings- en genotmidd. alg.ass.;1997 oktober;113.0;102.0;111.0;9.8;3.1;6.4
421;5211 Voedings- en genotmidd. alg.ass.;1997 november;107.0;103.0;104.0;0.7;4.1;-3.3
422;5211 Voedings- en genotmidd. alg.ass.;1997 december;115.0;102.0;112.0;5.8;2.8;2.9
423;5211 Voedings- en genotmidd. alg.ass.;1997 4e kwartaal;112.0;102.0;109.0;5.4;3.4;2.0
424;5211 Voedings- en genotmidd. alg.ass.;1997;107.0;101.0;105.0;4.3;1.9;2.4
425;5211 Voedings- en genotmidd. alg.ass.;1998 januari;115.0;102.0;112.0;9.9;1.1;8.8
426;5211 Voedings- en genotmidd. alg.ass.;1998 februari;99.0;103.0;96.0;4.9;2.2;2.7
427;5211 Voedings- en genotmidd. alg.ass.;1998 maart;105.0;104.0;102.0;1.5;3.3;-1.7
428;5211 Voedings- en genotmidd. alg.ass.;1998 1e kwartaal;106.0;103.0;103.0;5.5;2.2;3.2
429;5211 Voedings- en genotmidd. alg.ass.;1998 april;111.0;104.0;107.0;7.6;3.5;3.9
430;5211 Voedings- en genotmidd. alg.ass.;1998 mei;118.0;104.0;113.0;0.5;2.6;-2.1
431;5211 Voedings- en genotmidd. alg.ass.;1998 juni;109.0;104.0;106.0;7.4;2.1;5.2
432;5211 Voedings- en genotmidd. alg.ass.;1998 2e kwartaal;113.0;104.0;108.0;4.9;2.7;2.1
433;5211 Voedings- en genotmidd. alg.ass.;1998 juli;116.0;104.0;111.0;6.7;2.5;4.0
434;5211 Voedings- en genotmidd. alg.ass.;1998 augustus;108.0;103.0;105.0;-3.4;2.0;-5.3
435;5211 Voedings- en genotmidd. alg.ass.;1998 september;106.0;103.0;103.0;2.4;1.7;0.7
436;5211 Voedings- en genotmidd. alg.ass.;1998 3e kwartaal;110.0;104.0;106.0;1.8;2.1;-0.3
437;5211 Voedings- en genotmidd. alg.ass.;1998 oktober;119.0;104.0;115.0;5.0;1.9;3.0
438;5211 Voedings- en genotmidd. alg.ass.;1998 november;106.0;104.0;102.0;-0.1;1.7;-1.8
439;5211 Voedings- en genotmidd. alg.ass.;1998 december;123.0;105.0;118.0;7.0;2.8;4.0
440;5211 Voedings- en genotmidd. alg.ass.;1998 4e kwartaal;116.0;104.0;111.0;4.0;2.1;1.9
441;5211 Voedings- en genotmidd. alg.ass.;1998;111.0;104.0;107.0;4.0;2.3;1.7
442;5211 Voedings- en genotmidd. alg.ass.;1999 januari;109.0;106.0;103.0;-5.6;3.1;-8.5
443;5211 Voedings- en genotmidd. alg.ass.;1999 februari;102.0;106.0;96.0;3.0;3.1;-0.1
444;5211 Voedings- en genotmidd. alg.ass.;1999 maart;111.0;107.0;104.0;5.4;2.8;2.6
445;5211 Voedings- en genotmidd. alg.ass.;1999 1e kwartaal;107.0;106.0;101.0;0.7;3.0;-2.2
446;5211 Voedings- en genotmidd. alg.ass.;1999 april;117.0;106.0;111.0;5.5;1.9;3.5
447;5211 Voedings- en genotmidd. alg.ass.;1999 mei;116.0;106.0;110.0;-1.1;1.8;-2.9
448;5211 Voedings- en genotmidd. alg.ass.;1999 juni;114.0;105.0;108.0;3.8;1.6;2.2
449;5211 Voedings- en genotmidd. alg.ass.;1999 2e kwartaal;116.0;106.0;109.0;2.6;1.8;0.8
450;5211 Voedings- en genotmidd. alg.ass.;1999 juli;122.0;104.0;118.0;5.8;0.0;5.8
451;5211 Voedings- en genotmidd. alg.ass.;1999 augustus;107.0;104.0;103.0;-0.8;0.7;-1.5
452;5211 Voedings- en genotmidd. alg.ass.;1999 september;111.0;104.0;107.0;4.7;0.5;4.2
453;5211 Voedings- en genotmidd. alg.ass.;1999 3e kwartaal;114.0;104.0;109.0;3.3;0.4;2.9
454;5211 Voedings- en genotmidd. alg.ass.;1999 oktober;115.0;104.0;110.0;-3.4;0.2;-3.6
455;5211 Voedings- en genotmidd. alg.ass.;1999 november;112.0;105.0;107.0;5.0;0.2;4.7
456;5211 Voedings- en genotmidd. alg.ass.;1999 december;132.0;104.0;127.0;7.1;-0.5;7.6
457;5211 Voedings- en genotmidd. alg.ass.;1999 4e kwartaal;120.0;104.0;115.0;2.9;0.0;2.9
458;5211 Voedings- en genotmidd. alg.ass.;1999;114.0;105.0;109.0;2.4;1.3;1.1
459;5211 Voedings- en genotmidd. alg.ass.;2000 januari;104.0;105.0;99.0;-4.0;-0.8;-3.3
460;5211 Voedings- en genotmidd. alg.ass.;2000 februari;106.0;104.0;101.0;4.1;-1.5;5.7
461;5211 Voedings- en genotmidd. alg.ass.;2000 maart;120.0;105.0;114.0;7.6;-1.6;9.4
462;5211 Voedings- en genotmidd. alg.ass.;2000 1e kwartaal;110.0;105.0;105.0;2.6;-1.3;3.9
463;5211 Voedings- en genotmidd. alg.ass.;2000 april;116.0;106.0;110.0;-1.0;-0.5;-0.5
464;5211 Voedings- en genotmidd. alg.ass.;2000 mei;117.0;106.0;110.0;0.3;-0.2;0.5
465;5211 Voedings- en genotmidd. alg.ass.;2000 juni;122.0;106.0;115.0;7.6;0.6;6.9
466;5211 Voedings- en genotmidd. alg.ass.;2000 2e kwartaal;118.0;106.0;112.0;2.2;0.0;2.3
467;5211 Voedings- en genotmidd. alg.ass.;2000 juli;114.0;106.0;108.0;-6.8;1.7;-8.3
468;5211 Voedings- en genotmidd. alg.ass.;2000 augustus;118.0;106.0;111.0;9.5;1.8;7.5
469;5211 Voedings- en genotmidd. alg.ass.;2000 september;120.0;106.0;113.0;7.5;1.8;5.5
470;5211 Voedings- en genotmidd. alg.ass.;2000 3e kwartaal;117.0;106.0;111.0;3.0;1.8;1.2
471;5211 Voedings- en genotmidd. alg.ass.;2000 oktober;113.0;107.0;106.0;-1.4;2.7;-4.0
472;5211 Voedings- en genotmidd. alg.ass.;2000 november;120.0;107.0;112.0;7.6;2.7;4.8
473;5211 Voedings- en genotmidd. alg.ass.;2000 december;135.0;107.0;126.0;2.0;2.8;-0.8
474;5211 Voedings- en genotmidd. alg.ass.;2000 4e kwartaal;123.0;107.0;114.0;2.7;2.7;-0.1
475;5211 Voedings- en genotmidd. alg.ass.;2000;117.0;106.0;111.0;2.6;0.8;1.8
476;5221 Aardappelen, groenten en fruit;1994 januari;;;;;;
477;5221 Aardappelen, groenten en fruit;1994 februari;;;;;;
478;5221 Aardappelen, groenten en fruit;1994 maart;;;;;;
479;5221 Aardappelen, groenten en fruit;1994 1e kwartaal;;;;;;
480;5221 Aardappelen, groenten en fruit;1994 april;;;;;;
481;5221 Aardappelen, groenten en fruit;1994 mei;;;;;;
482;5221 Aardappelen, groenten en fruit;1994 juni;;;;;;
483;5221 Aardappelen, groenten en fruit;1994 2e kwartaal;;;;;;
484;5221 Aardappelen, groenten en fruit;1994 juli;;;;;;
485;5221 Aardappelen, groenten en fruit;1994 augustus;;;;;;
486;5221 Aardappelen, groenten en fruit;1994 september;;;;;;
487;5221 Aardappelen, groenten en fruit;1994 3e kwartaal;;;;;;
488;5221 Aardappelen, groenten en fruit;1994 oktober;;;;;;
489;5221 Aardappelen, groenten en fruit;1994 november;;;;;;
490;5221 Aardappelen, groenten en fruit;1994 december;;;;;;
491;5221 Aardappelen, groenten en fruit;1994 4e kwartaal;;;;;;
492;5221 Aardappelen, groenten en fruit;1994;104.0;98.0;105.0;;;
493;5221 Aardappelen, groenten en fruit;1995 januari;;;;;;
494;5221 Aardappelen, groenten en fruit;1995 februari;;;;;;
495;5221 Aardappelen, groenten en fruit;1995 maart;;;;;;
496;5221 Aardappelen, groenten en fruit;1995 1e kwartaal;95.0;102.0;93.0;0.5;7.1;-6.1
497;5221 Aardappelen, groenten en fruit;1995 april;;;;;;
498;5221 Aardappelen, groenten en fruit;1995 mei;;;;;;
499;5221 Aardappelen, groenten en fruit;1995 juni;;;;;;
500;5221 Aardappelen, groenten en fruit;1995 2e kwartaal;110.0;104.0;106.0;-4.1;3.8;-7.5
501;5221 Aardappelen, groenten en fruit;1995 juli;;;;;;
502;5221 Aardappelen, groenten en fruit;1995 augustus;;;;;;
503;5221 Aardappelen, groenten en fruit;1995 september;;;;;;
504;5221 Aardappelen, groenten en fruit;1995 3e kwartaal;100.0;96.0;103.0;-6.0;-2.5;-3.7
505;5221 Aardappelen, groenten en fruit;1995 oktober;;;;;;
506;5221 Aardappelen, groenten en fruit;1995 november;;;;;;
507;5221 Aardappelen, groenten en fruit;1995 december;;;;;;
508;5221 Aardappelen, groenten en fruit;1995 4e kwartaal;96.0;97.0;98.0;-4.7;-1.5;-3.4
509;5221 Aardappelen, groenten en fruit;1995;100.0;100.0;100.0;-3.8;1.6;-5.3
510;5221 Aardappelen, groenten en fruit;1996 januari;;;;;;
511;5221 Aardappelen, groenten en fruit;1996 februari;;;;;;
512;5221 Aardappelen, groenten en fruit;1996 maart;;;;;;
513;5221 Aardappelen, groenten en fruit;1996 1e kwartaal;91.0;104.0;88.0;-3.6;2.4;-5.9
514;5221 Aardappelen, groenten en fruit;1996 april;;;;;;
515;5221 Aardappelen, groenten en fruit;1996 mei;;;;;;
516;5221 Aardappelen, groenten en fruit;1996 juni;;;;;;
517;5221 Aardappelen, groenten en fruit;1996 2e kwartaal;102.0;102.0;101.0;-6.5;-1.2;-5.0
518;5221 Aardappelen, groenten en fruit;1996 juli;;;;;;
519;5221 Aardappelen, groenten en fruit;1996 augustus;;;;;;
520;5221 Aardappelen, groenten en fruit;1996 september;;;;;;
521;5221 Aardappelen, groenten en fruit;1996 3e kwartaal;92.0;93.0;98.0;-7.5;-2.8;-4.9
522;5221 Aardappelen, groenten en fruit;1996 oktober;;;;;;
523;5221 Aardappelen, groenten en fruit;1996 november;;;;;;
524;5221 Aardappelen, groenten en fruit;1996 december;;;;;;
525;5221 Aardappelen, groenten en fruit;1996 4e kwartaal;94.0;94.0;100.0;-2.3;0.3;-2.5
526;5221 Aardappelen, groenten en fruit;1996;94.0;98.0;96.0;-6.1;-1.8;-4.1
527;5221 Aardappelen, groenten en fruit;1997 januari;;;;;;
528;5221 Aardappelen, groenten en fruit;1997 februari;;;;;;
529;5221 Aardappelen, groenten en fruit;1997 maart;;;;;;
530;5221 Aardappelen, groenten en fruit;1997 1e kwartaal;90.0;103.0;88.0;-0.9;-1.0;0.3
531;5221 Aardappelen, groenten en fruit;1997 april;;;;;;
532;5221 Aardappelen, groenten en fruit;1997 mei;;;;;;
533;5221 Aardappelen, groenten en fruit;1997 juni;;;;;;
534;5221 Aardappelen, groenten en fruit;1997 2e kwartaal;102.0;98.0;103.0;-0.7;-3.1;2.6
535;5221 Aardappelen, groenten en fruit;1997 juli;;;;;;
536;5221 Aardappelen, groenten en fruit;1997 augustus;;;;;;
537;5221 Aardappelen, groenten en fruit;1997 september;;;;;;
538;5221 Aardappelen, groenten en fruit;1997 3e kwartaal;95.0;98.0;97.0;3.7;5.0;-1.2
539;5221 Aardappelen, groenten en fruit;1997 oktober;;;;;;
540;5221 Aardappelen, groenten en fruit;1997 november;;;;;;
541;5221 Aardappelen, groenten en fruit;1997 december;;;;;;
542;5221 Aardappelen, groenten en fruit;1997 4e kwartaal;91.0;99.0;91.0;-3.3;5.6;-8.5
543;5221 Aardappelen, groenten en fruit;1997;94.0;100.0;95.0;-0.4;1.3;-1.7
544;5221 Aardappelen, groenten en fruit;1998 januari;;;;;;
545;5221 Aardappelen, groenten en fruit;1998 februari;;;;;;
546;5221 Aardappelen, groenten en fruit;1998 maart;;;;;;
547;5221 Aardappelen, groenten en fruit;1998 1e kwartaal;84.0;102.0;83.0;-6.2;-0.5;-5.7
548;5221 Aardappelen, groenten en fruit;1998 april;;;;;;
549;5221 Aardappelen, groenten en fruit;1998 mei;;;;;;
550;5221 Aardappelen, groenten en fruit;1998 juni;;;;;;
551;5221 Aardappelen, groenten en fruit;1998 2e kwartaal;100.0;105.0;96.0;-1.2;6.8;-7.5
552;5221 Aardappelen, groenten en fruit;1998 juli;;;;;;
553;5221 Aardappelen, groenten en fruit;1998 augustus;;;;;;
554;5221 Aardappelen, groenten en fruit;1998 september;;;;;;
555;5221 Aardappelen, groenten en fruit;1998 3e kwartaal;94.0;104.0;90.0;-0.5;6.7;-6.8
556;5221 Aardappelen, groenten en fruit;1998 oktober;;;;;;
557;5221 Aardappelen, groenten en fruit;1998 november;;;;;;
558;5221 Aardappelen, groenten en fruit;1998 december;;;;;;
559;5221 Aardappelen, groenten en fruit;1998 4e kwartaal;92.0;110.0;84.0;1.1;10.5;-8.5
560;5221 Aardappelen, groenten en fruit;1998;93.0;105.0;88.0;-1.7;5.8;-7.1
561;5221 Aardappelen, groenten en fruit;1999 januari;;;;;;
562;5221 Aardappelen, groenten en fruit;1999 februari;;;;;;
563;5221 Aardappelen, groenten en fruit;1999 maart;;;;;;
564;5221 Aardappelen, groenten en fruit;1999 1e kwartaal;85.0;119.0;72.0;0.9;16.3;-13.2
565;5221 Aardappelen, groenten en fruit;1999 april;;;;;;
566;5221 Aardappelen, groenten en fruit;1999 mei;;;;;;
567;5221 Aardappelen, groenten en fruit;1999 juni;;;;;;
568;5221 Aardappelen, groenten en fruit;1999 2e kwartaal;100.0;116.0;86.0;-0.4;10.6;-9.9
569;5221 Aardappelen, groenten en fruit;1999 juli;;;;;;
