ID;Sex;Ages;MedicineGroupATC;Periods;PersonsWithDispensedMedicines_1;PersonsWithMedicinesRelative_2;DefinedDailyDosesDDD_3;DefinedDailyDosesDDDRelative_4
329;Total male and female;Total age;A05A Bile therapy;2011;11615.0;0.07;;
330;Total male and female;Total age;A05A Bile therapy;2012;12035.0;0.07;;
331;Total male and female;Total age;A05A Bile therapy;2013;12800.0;0.07;;
332;Total male and female;Total age;A05A Bile therapy;2014;13380.0;0.08;;
333;Total male and female;Total age;A05A Bile therapy;2015;13890.0;0.08;;
334;Total male and female;Total age;A05A Bile therapy;2016;14395.0;0.08;;
335;Total male and female;Total age;A05A Bile therapy;2017;15030.0;0.09;;
336;Total male and female;Total age;A05A Bile therapy;2018;15560.0;0.09;;
337;Total male and female;Total age;A05A Bile therapy;2019;16140.0;0.09;;
338;Total male and female;Total age;A05A Bile therapy;2020;15810.0;0.09;4755.0;267.0
339;Total male and female;Total age;A05A Bile therapy;2021;16165.0;0.09;4857.0;271.0
340;Total male and female;Total age;A05A Bile therapy;2022;17350.0;0.1;5077.0;280.0
341;Total male and female;Total age;A05A Bile therapy;2023;17600.0;0.1;5241.0;286.0
342;Total male and female;Total age;A05B Liver therapy, lipotropics;2006;0.0;0.0;;
343;Total male and female;Total age;A05B Liver therapy, lipotropics;2007;0.0;0.0;;
344;Total male and female;Total age;A05B Liver therapy, lipotropics;2008;0.0;0.0;;
345;Total male and female;Total age;A05B Liver therapy, lipotropics;2009;0.0;0.0;;
346;Total male and female;Total age;A05B Liver therapy, lipotropics;2010;0.0;0.0;;
347;Total male and female;Total age;A05B Liver therapy, lipotropics;2011;0.0;0.0;;
348;Total male and female;Total age;A05B Liver therapy, lipotropics;2012;0.0;0.0;;
349;Total male and female;Total age;A05B Liver therapy, lipotropics;2013;0.0;0.0;;
350;Total male and female;Total age;A05B Liver therapy, lipotropics;2014;0.0;0.0;;
351;Total male and female;Total age;A05B Liver therapy, lipotropics;2015;0.0;0.0;;
352;Total male and female;Total age;A05B Liver therapy, lipotropics;2016;0.0;0.0;;
353;Total male and female;Total age;A05B Liver therapy, lipotropics;2017;0.0;0.0;;
354;Total male and female;Total age;A05B Liver therapy, lipotropics;2018;0.0;0.0;;
355;Total male and female;Total age;A05B Liver therapy, lipotropics;2019;0.0;0.0;;
356;Total male and female;Total age;A05B Liver therapy, lipotropics;2020;0.0;0.0;0.0;0.0
357;Total male and female;Total age;A05B Liver therapy, lipotropics;2021;0.0;0.0;0.0;0.0
358;Total male and female;Total age;A05B Liver therapy, lipotropics;2022;0.0;0.0;0.0;0.0
359;Total male and female;Total age;A05B Liver therapy, lipotropics;2023;0.0;0.0;0.0;0.0
360;Total male and female;Total age;A05C Bile therapy drugs and lipotropics;2006;0.0;0.0;;
361;Total male and female;Total age;A05C Bile therapy drugs and lipotropics;2007;0.0;0.0;;
362;Total male and female;Total age;A05C Bile therapy drugs and lipotropics;2008;0.0;0.0;;
363;Total male and female;Total age;A05C Bile therapy drugs and lipotropics;2009;0.0;0.0;;
364;Total male and female;Total age;A05C Bile therapy drugs and lipotropics;2010;0.0;0.0;;
365;Total male and female;Total age;A05C Bile therapy drugs and lipotropics;2011;0.0;0.0;;
366;Total male and female;Total age;A05C Bile therapy drugs and lipotropics;2012;0.0;0.0;;
367;Total male and female;Total age;A05C Bile therapy drugs and lipotropics;2013;0.0;0.0;;
368;Total male and female;Total age;A05C Bile therapy drugs and lipotropics;2014;0.0;0.0;;
369;Total male and female;Total age;A05C Bile therapy drugs and lipotropics;2015;0.0;0.0;;
370;Total male and female;Total age;A05C Bile therapy drugs and lipotropics;2016;0.0;0.0;;
371;Total male and female;Total age;A05C Bile therapy drugs and lipotropics;2017;0.0;0.0;;
372;Total male and female;Total age;A05C Bile therapy drugs and lipotropics;2018;0.0;0.0;;
373;Total male and female;Total age;A05C Bile therapy drugs and lipotropics;2019;0.0;0.0;;
374;Total male and female;Total age;A05C Bile therapy drugs and lipotropics;2020;0.0;0.0;0.0;0.0
375;Total male and female;Total age;A05C Bile therapy drugs and lipotropics;2021;0.0;0.0;0.0;0.0
376;Total male and female;Total age;A05C Bile therapy drugs and lipotropics;2022;0.0;0.0;0.0;0.0
377;Total male and female;Total age;A05C Bile therapy drugs and lipotropics;2023;0.0;0.0;0.0;0.0
378;Total male and female;Total age;A06 Laxatives;2006;787295.0;4.73;;
379;Total male and female;Total age;A06 Laxatives;2007;855930.0;5.13;;
380;Total male and female;Total age;A06 Laxatives;2008;909225.0;5.42;;
381;Total male and female;Total age;A06 Laxatives;2009;975410.0;5.79;;
382;Total male and female;Total age;A06 Laxatives;2010;1054600.0;6.23;;
383;Total male and female;Total age;A06 Laxatives;2011;1144755.0;6.73;;
384;Total male and female;Total age;A06 Laxatives;2012;1156485.0;6.77;;
385;Total male and female;Total age;A06 Laxatives;2013;1152965.0;6.73;;
386;Total male and female;Total age;A06 Laxatives;2014;1208195.0;7.02;;
387;Total male and female;Total age;A06 Laxatives;2015;1281735.0;7.41;;
388;Total male and female;Total age;A06 Laxatives;2016;1358175.0;7.81;;
389;Total male and female;Total age;A06 Laxatives;2017;1420150.0;8.12;;
390;Total male and female;Total age;A06 Laxatives;2018;1460285.0;8.3;;
391;Total male and female;Total age;A06 Laxatives;2019;1470760.0;8.3;;
392;Total male and female;Total age;A06 Laxatives;2020;1429265.0;8.03;135880.0;7634.0
393;Total male and female;Total age;A06 Laxatives;2021;1532785.0;8.56;145183.0;8107.0
394;Total male and female;Total age;A06 Laxatives;2022;1559205.0;8.59;145731.0;8027.0
395;Total male and female;Total age;A06 Laxatives;2023;1565930.0;8.56;108107.0;5906.0
396;Total male and female;Total age;A06A Laxatives;2006;787295.0;4.73;;
397;Total male and female;Total age;A06A Laxatives;2007;855930.0;5.13;;
398;Total male and female;Total age;A06A Laxatives;2008;909225.0;5.42;;
399;Total male and female;Total age;A06A Laxatives;2009;975410.0;5.79;;
400;Total male and female;Total age;A06A Laxatives;2010;1054600.0;6.23;;
401;Total male and female;Total age;A06A Laxatives;2011;1144755.0;6.73;;
402;Total male and female;Total age;A06A Laxatives;2012;1156485.0;6.77;;
403;Total male and female;Total age;A06A Laxatives;2013;1152965.0;6.73;;
404;Total male and female;Total age;A06A Laxatives;2014;1208195.0;7.02;;
405;Total male and female;Total age;A06A Laxatives;2015;1281735.0;7.41;;
406;Total male and female;Total age;A06A Laxatives;2016;1358175.0;7.81;;
407;Total male and female;Total age;A06A Laxatives;2017;1420150.0;8.12;;
408;Total male and female;Total age;A06A Laxatives;2018;1460285.0;8.3;;
409;Total male and female;Total age;A06A Laxatives;2019;1470760.0;8.3;;
410;Total male and female;Total age;A06A Laxatives;2020;1429265.0;8.03;135880.0;7634.0
411;Total male and female;Total age;A06A Laxatives;2021;1532785.0;8.56;145183.0;8107.0
412;Total male and female;Total age;A06A Laxatives;2022;1559205.0;8.59;145731.0;8027.0
413;Total male and female;Total age;A06A Laxatives;2023;1565930.0;8.56;108107.0;5906.0
414;Total male and female;Total age;A07 Anti diarr/intest/infl/infect.agents;2006;244715.0;1.47;;
415;Total male and female;Total age;A07 Anti diarr/intest/infl/infect.agents;2007;248600.0;1.49;;
416;Total male and female;Total age;A07 Anti diarr/intest/infl/infect.agents;2008;247490.0;1.48;;
417;Total male and female;Total age;A07 Anti diarr/intest/infl/infect.agents;2009;250155.0;1.49;;
418;Total male and female;Total age;A07 Anti diarr/intest/infl/infect.agents;2010;252645.0;1.49;;
419;Total male and female;Total age;A07 Anti diarr/intest/infl/infect.agents;2011;252055.0;1.48;;
420;Total male and female;Total age;A07 Anti diarr/intest/infl/infect.agents;2012;244015.0;1.43;;
421;Total male and female;Total age;A07 Anti diarr/intest/infl/infect.agents;2013;232415.0;1.36;;
422;Total male and female;Total age;A07 Anti diarr/intest/infl/infect.agents;2014;229405.0;1.33;;
423;Total male and female;Total age;A07 Anti diarr/intest/infl/infect.agents;2015;226470.0;1.31;;
424;Total male and female;Total age;A07 Anti diarr/intest/infl/infect.agents;2016;225025.0;1.29;;
425;Total male and female;Total age;A07 Anti diarr/intest/infl/infect.agents;2017;223065.0;1.28;;
426;Total male and female;Total age;A07 Anti diarr/intest/infl/infect.agents;2018;225935.0;1.28;;
427;Total male and female;Total age;A07 Anti diarr/intest/infl/infect.agents;2019;220265.0;1.24;;
428;Total male and female;Total age;A07 Anti diarr/intest/infl/infect.agents;2020;213835.0;1.2;71811.0;4035.0
429;Total male and female;Total age;A07 Anti diarr/intest/infl/infect.agents;2021;214160.0;1.2;73264.0;4091.0
430;Total male and female;Total age;A07 Anti diarr/intest/infl/infect.agents;2022;174310.0;0.96;71460.0;3936.0
431;Total male and female;Total age;A07 Anti diarr/intest/infl/infect.agents;2023;189385.0;1.03;70317.0;3842.0
432;Total male and female;Total age;A07A Intestinal antiinfectives;2006;115650.0;0.69;;
433;Total male and female;Total age;A07A Intestinal antiinfectives;2007;118095.0;0.71;;
434;Total male and female;Total age;A07A Intestinal antiinfectives;2008;122360.0;0.73;;
435;Total male and female;Total age;A07A Intestinal antiinfectives;2009;126130.0;0.75;;
436;Total male and female;Total age;A07A Intestinal antiinfectives;2010;130790.0;0.77;;
437;Total male and female;Total age;A07A Intestinal antiinfectives;2011;131815.0;0.77;;
438;Total male and female;Total age;A07A Intestinal antiinfectives;2012;129420.0;0.76;;
439;Total male and female;Total age;A07A Intestinal antiinfectives;2013;122850.0;0.72;;
440;Total male and female;Total age;A07A Intestinal antiinfectives;2014;121695.0;0.71;;
441;Total male and female;Total age;A07A Intestinal antiinfectives;2015;119970.0;0.69;;
442;Total male and female;Total age;A07A Intestinal antiinfectives;2016;117765.0;0.68;;
443;Total male and female;Total age;A07A Intestinal antiinfectives;2017;115215.0;0.66;;
444;Total male and female;Total age;A07A Intestinal antiinfectives;2018;116495.0;0.66;;
445;Total male and female;Total age;A07A Intestinal antiinfectives;2019;112660.0;0.64;;
446;Total male and female;Total age;A07A Intestinal antiinfectives;2020;107395.0;0.6;1314.0;74.0
447;Total male and female;Total age;A07A Intestinal antiinfectives;2021;105815.0;0.59;1326.0;74.0
448;Total male and female;Total age;A07A Intestinal antiinfectives;2022;64995.0;0.36;1255.0;69.0
449;Total male and female;Total age;A07A Intestinal antiinfectives;2023;79520.0;0.43;1513.0;83.0
450;Total male and female;Total age;A07B Intestinal adsorbents;2006;75.0;0.0;;
451;Total male and female;Total age;A07B Intestinal adsorbents;2007;40.0;0.0;;
452;Total male and female;Total age;A07B Intestinal adsorbents;2008;15.0;0.0;;
453;Total male and female;Total age;A07B Intestinal adsorbents;2009;5.0;0.0;;
454;Total male and female;Total age;A07B Intestinal adsorbents;2010;5.0;0.0;;
455;Total male and female;Total age;A07B Intestinal adsorbents;2011;10.0;0.0;;
456;Total male and female;Total age;A07B Intestinal adsorbents;2012;10.0;0.0;;
457;Total male and female;Total age;A07B Intestinal adsorbents;2013;10.0;0.0;;
458;Total male and female;Total age;A07B Intestinal adsorbents;2014;5.0;0.0;;
459;Total male and female;Total age;A07B Intestinal adsorbents;2015;0.0;0.0;;
460;Total male and female;Total age;A07B Intestinal adsorbents;2016;0.0;0.0;;
461;Total male and female;Total age;A07B Intestinal adsorbents;2017;0.0;0.0;;
462;Total male and female;Total age;A07B Intestinal adsorbents;2018;0.0;0.0;;
463;Total male and female;Total age;A07B Intestinal adsorbents;2019;0.0;0.0;;
464;Total male and female;Total age;A07B Intestinal adsorbents;2020;0.0;0.0;0.0;0.0
465;Total male and female;Total age;A07B Intestinal adsorbents;2021;0.0;0.0;0.0;0.0
466;Total male and female;Total age;A07B Intestinal adsorbents;2022;35.0;0.0;0.0;0.0
467;Total male and female;Total age;A07B Intestinal adsorbents;2023;80.0;0.0;0.0;0.0
468;Total male and female;Total age;A07C Electrolytes with carbohydrates;2006;295.0;0.0;;
469;Total male and female;Total age;A07C Electrolytes with carbohydrates;2007;220.0;0.0;;
470;Total male and female;Total age;A07C Electrolytes with carbohydrates;2008;10.0;0.0;;
471;Total male and female;Total age;A07C Electrolytes with carbohydrates;2009;15.0;0.0;;
472;Total male and female;Total age;A07C Electrolytes with carbohydrates;2010;10.0;0.0;;
473;Total male and female;Total age;A07C Electrolytes with carbohydrates;2011;10.0;0.0;;
474;Total male and female;Total age;A07C Electrolytes with carbohydrates;2012;5.0;0.0;;
475;Total male and female;Total age;A07C Electrolytes with carbohydrates;2013;5.0;0.0;;
476;Total male and female;Total age;A07C Electrolytes with carbohydrates;2014;5.0;0.0;;
477;Total male and female;Total age;A07C Electrolytes with carbohydrates;2015;5.0;0.0;;
478;Total male and female;Total age;A07C Electrolytes with carbohydrates;2016;5.0;0.0;;
479;Total male and female;Total age;A07C Electrolytes with carbohydrates;2017;5.0;0.0;;
480;Total male and female;Total age;A07C Electrolytes with carbohydrates;2018;5.0;0.0;;
481;Total male and female;Total age;A07C Electrolytes with carbohydrates;2019;5.0;0.0;;
482;Total male and female;Total age;A07C Electrolytes with carbohydrates;2020;5.0;0.0;0.0;0.0
483;Total male and female;Total age;A07C Electrolytes with carbohydrates;2021;0.0;0.0;0.0;0.0
484;Total male and female;Total age;A07C Electrolytes with carbohydrates;2022;5.0;0.0;0.0;0.0
485;Total male and female;Total age;A07C Electrolytes with carbohydrates;2023;0.0;0.0;0.0;0.0
486;Total male and female;Total age;A07D Antipropulsives;2006;60240.0;0.36;;
487;Total male and female;Total age;A07D Antipropulsives;2007;60845.0;0.36;;
488;Total male and female;Total age;A07D Antipropulsives;2008;55270.0;0.33;;
489;Total male and female;Total age;A07D Antipropulsives;2009;52560.0;0.31;;
490;Total male and female;Total age;A07D Antipropulsives;2010;50160.0;0.3;;
491;Total male and female;Total age;A07D Antipropulsives;2011;47680.0;0.28;;
492;Total male and female;Total age;A07D Antipropulsives;2012;41755.0;0.24;;
493;Total male and female;Total age;A07D Antipropulsives;2013;36335.0;0.21;;
494;Total male and female;Total age;A07D Antipropulsives;2014;32890.0;0.19;;
495;Total male and female;Total age;A07D Antipropulsives;2015;30995.0;0.18;;
496;Total male and female;Total age;A07D Antipropulsives;2016;30430.0;0.18;;
497;Total male and female;Total age;A07D Antipropulsives;2017;29775.0;0.17;;
498;Total male and female;Total age;A07D Antipropulsives;2018;29700.0;0.17;;
499;Total male and female;Total age;A07D Antipropulsives;2019;25310.0;0.14;;
500;Total male and female;Total age;A07D Antipropulsives;2020;23330.0;0.13;2058.0;116.0
501;Total male and female;Total age;A07D Antipropulsives;2021;22975.0;0.13;2078.0;116.0
502;Total male and female;Total age;A07D Antipropulsives;2022;22495.0;0.12;2043.0;113.0
503;Total male and female;Total age;A07D Antipropulsives;2023;22225.0;0.12;2063.0;113.0
504;Total male and female;Total age;A07E Intestinal antiinflammatory agents;2006;74225.0;0.45;;
505;Total male and female;Total age;A07E Intestinal antiinflammatory agents;2007;75235.0;0.45;;
506;Total male and female;Total age;A07E Intestinal antiinflammatory agents;2008;75320.0;0.45;;
507;Total male and female;Total age;A07E Intestinal antiinflammatory agents;2009;76835.0;0.46;;
508;Total male and female;Total age;A07E Intestinal antiinflammatory agents;2010;76960.0;0.45;;
509;Total male and female;Total age;A07E Intestinal antiinflammatory agents;2011;77750.0;0.46;;
