ID;Geslacht;Arbeidsduur;Persoonskenmerken;Perioden;WerkzameJongeren_1;JongerenInkomenBekend_2;JongerenEconomischZelfstandig_3;JongerenNietEconomischZelfstandig_4;JongerenEconomischZelfstandig_5;JongerenNietEconomischZelfstandig_6;JongerenInkomenOnbekend_7
247;Totaal mannen en vrouwen;Deeltijd;Positie: partner in paar zonder kind;2009;111;108;64;44;59.5;40.5;3
248;Totaal mannen en vrouwen;Deeltijd;Positie: partner in paar zonder kind;2010;111;109;62;47;56.5;43.5;2
249;Totaal mannen en vrouwen;Deeltijd;Positie: partner in paar zonder kind;2011;118;115;65;50;56.7;43.3;3
250;Totaal mannen en vrouwen;Deeltijd;Positie: partner in paar zonder kind;2012;115;113;66;47;58.7;41.3;2
251;Totaal mannen en vrouwen;Deeltijd;Positie: partner in paar zonder kind;2013;121;117;65;52;55.5;44.5;5
252;Totaal mannen en vrouwen;Deeltijd;Positie: kind >=18 jaar;2008;410;405;72;333;17.7;82.3;5
253;Totaal mannen en vrouwen;Deeltijd;Positie: kind >=18 jaar;2009;426;419;72;347;17.1;82.9;7
254;Totaal mannen en vrouwen;Deeltijd;Positie: kind >=18 jaar;2010;435;424;70;355;16.4;83.6;10
255;Totaal mannen en vrouwen;Deeltijd;Positie: kind >=18 jaar;2011;445;430;72;359;16.6;83.4;15
256;Totaal mannen en vrouwen;Deeltijd;Positie: kind >=18 jaar;2012;476;466;76;389;16.4;83.6;10
257;Totaal mannen en vrouwen;Deeltijd;Positie: kind >=18 jaar;2013;481;467;71;395;15.2;84.8;14
258;Totaal mannen en vrouwen;Deeltijd;Positie: kind <18 jaar;2008;276;273;1;272;0.4;99.6;3
259;Totaal mannen en vrouwen;Deeltijd;Positie: kind <18 jaar;2009;269;266;1;265;0.3;99.7;3
260;Totaal mannen en vrouwen;Deeltijd;Positie: kind <18 jaar;2010;255;251;1;250;0.4;99.6;4
261;Totaal mannen en vrouwen;Deeltijd;Positie: kind <18 jaar;2011;254;247;1;246;0.4;99.6;6
262;Totaal mannen en vrouwen;Deeltijd;Positie: kind <18 jaar;2012;253;246;1;246;0.3;99.7;7
263;Totaal mannen en vrouwen;Deeltijd;Positie: kind <18 jaar;2013;252;242;0;242;0.1;99.9;9
264;Totaal mannen en vrouwen;Deeltijd;Positie.: ouder;2008;38;38;19;19;49.5;50.5;0
265;Totaal mannen en vrouwen;Deeltijd;Positie.: ouder;2009;38;37;20;18;53.1;46.9;1
266;Totaal mannen en vrouwen;Deeltijd;Positie.: ouder;2010;39;39;20;19;50.9;49.1;1
267;Totaal mannen en vrouwen;Deeltijd;Positie.: ouder;2011;40;39;20;20;50.4;49.6;0
268;Totaal mannen en vrouwen;Deeltijd;Positie.: ouder;2012;42;41;23;18;55.6;44.4;1
269;Totaal mannen en vrouwen;Deeltijd;Positie.: ouder;2013;34;32;18;14;56.5;43.5;1
270;Totaal mannen en vrouwen;Deeltijd;Positie: kind;2008;686;678;73;605;10.8;89.2;8
271;Totaal mannen en vrouwen;Deeltijd;Positie: kind;2009;695;685;72;612;10.6;89.4;10
272;Totaal mannen en vrouwen;Deeltijd;Positie: kind;2010;690;675;71;605;10.4;89.6;15
273;Totaal mannen en vrouwen;Deeltijd;Positie: kind;2011;699;678;72;605;10.7;89.3;21
274;Totaal mannen en vrouwen;Deeltijd;Positie: kind;2012;729;712;77;635;10.8;89.2;17
275;Totaal mannen en vrouwen;Deeltijd;Positie: kind;2013;732;709;71;637;10.1;89.9;24
276;Totaal mannen en vrouwen;Deeltijd;Positie: overig lid;2008;42;38;8;30;20.1;79.9;4
277;Totaal mannen en vrouwen;Deeltijd;Positie: overig lid;2009;48;42;10;33;22.8;77.2;6
278;Totaal mannen en vrouwen;Deeltijd;Positie: overig lid;2010;48;42;8;34;18.4;81.6;6
279;Totaal mannen en vrouwen;Deeltijd;Positie: overig lid;2011;54;47;8;39;17.2;82.8;6
280;Totaal mannen en vrouwen;Deeltijd;Positie: overig lid;2012;53;46;7;39;15.5;84.5;7
281;Totaal mannen en vrouwen;Deeltijd;Positie: overig lid;2013;57;48;8;40;16.0;84.0;9
282;Totaal mannen en vrouwen;Deeltijd;Volgt regulier onderwijs;2008;782;770;75;695;9.8;90.2;12
283;Totaal mannen en vrouwen;Deeltijd;Volgt regulier onderwijs;2009;792;775;75;700;9.7;90.3;17
284;Totaal mannen en vrouwen;Deeltijd;Volgt regulier onderwijs;2010;789;769;69;699;9.0;91.0;20
285;Totaal mannen en vrouwen;Deeltijd;Volgt regulier onderwijs;2011;804;778;68;710;8.7;91.3;26
286;Totaal mannen en vrouwen;Deeltijd;Volgt regulier onderwijs;2012;814;791;73;718;9.2;90.8;23
287;Totaal mannen en vrouwen;Deeltijd;Volgt regulier onderwijs;2013;806;777;66;711;8.5;91.5;29
288;Totaal mannen en vrouwen;Deeltijd;Actueel onderwijsniveau: laag;2008;89;88;3;85;3.1;96.9;1
289;Totaal mannen en vrouwen;Deeltijd;Actueel onderwijsniveau: laag;2009;84;83;3;80;3.5;96.5;1
290;Totaal mannen en vrouwen;Deeltijd;Actueel onderwijsniveau: laag;2010;75;74;2;71;3.3;96.7;1
291;Totaal mannen en vrouwen;Deeltijd;Actueel onderwijsniveau: laag;2011;75;73;2;71;2.5;97.5;2
292;Totaal mannen en vrouwen;Deeltijd;Actueel onderwijsniveau: laag;2012;77;75;2;73;2.7;97.3;2
293;Totaal mannen en vrouwen;Deeltijd;Actueel onderwijsniveau: laag;2013;107;104;2;102;1.6;98.4;3
294;Totaal mannen en vrouwen;Deeltijd;Actueel onderwijsniveau: middelbaar;2008;348;344;27;316;8.0;92.0;5
295;Totaal mannen en vrouwen;Deeltijd;Actueel onderwijsniveau: middelbaar;2009;348;343;26;316;7.6;92.4;6
296;Totaal mannen en vrouwen;Deeltijd;Actueel onderwijsniveau: middelbaar;2010;342;334;24;310;7.3;92.7;8
297;Totaal mannen en vrouwen;Deeltijd;Actueel onderwijsniveau: middelbaar;2011;335;327;23;303;7.1;92.9;9
298;Totaal mannen en vrouwen;Deeltijd;Actueel onderwijsniveau: middelbaar;2012;341;331;25;306;7.6;92.4;9
299;Totaal mannen en vrouwen;Deeltijd;Actueel onderwijsniveau: middelbaar;2013;306;295;24;271;8.1;91.9;11
300;Totaal mannen en vrouwen;Deeltijd;Actueel onderwijsniveau: hoog;2008;300;294;39;255;13.1;86.9;5
301;Totaal mannen en vrouwen;Deeltijd;Actueel onderwijsniveau: hoog;2009;313;304;39;265;13.0;87.0;9
302;Totaal mannen en vrouwen;Deeltijd;Actueel onderwijsniveau: hoog;2010;323;313;36;277;11.6;88.4;10
303;Totaal mannen en vrouwen;Deeltijd;Actueel onderwijsniveau: hoog;2011;340;326;35;291;10.8;89.2;13
304;Totaal mannen en vrouwen;Deeltijd;Actueel onderwijsniveau: hoog;2012;338;328;38;291;11.5;88.5;10
305;Totaal mannen en vrouwen;Deeltijd;Actueel onderwijsniveau: hoog;2013;334;322;34;288;10.5;89.5;13
306;Totaal mannen en vrouwen;Deeltijd;Actueel onderwijsniveau: onbekend;2008;45;44;6;38;14.4;85.6;1
307;Totaal mannen en vrouwen;Deeltijd;Actueel onderwijsniveau: onbekend;2009;47;46;6;39;14.0;86.0;1
308;Totaal mannen en vrouwen;Deeltijd;Actueel onderwijsniveau: onbekend;2010;49;47;6;41;13.1;86.9;1
309;Totaal mannen en vrouwen;Deeltijd;Actueel onderwijsniveau: onbekend;2011;54;52;8;44;14.6;85.4;2
310;Totaal mannen en vrouwen;Deeltijd;Actueel onderwijsniveau: onbekend;2012;58;56;8;48;14.9;85.1;2
311;Totaal mannen en vrouwen;Deeltijd;Actueel onderwijsniveau: onbekend;2013;58;56;7;49;12.7;87.3;2
312;Totaal mannen en vrouwen;Deeltijd;Volgt geen regulier onderwijs;2008;207;203;117;86;57.8;42.2;4
313;Totaal mannen en vrouwen;Deeltijd;Volgt geen regulier onderwijs;2009;219;213;118;94;55.7;44.3;6
314;Totaal mannen en vrouwen;Deeltijd;Volgt geen regulier onderwijs;2010;223;216;117;99;54.2;45.8;7
315;Totaal mannen en vrouwen;Deeltijd;Volgt geen regulier onderwijs;2011;238;230;125;105;54.3;45.7;8
316;Totaal mannen en vrouwen;Deeltijd;Volgt geen regulier onderwijs;2012;256;248;130;118;52.6;47.4;8
317;Totaal mannen en vrouwen;Deeltijd;Volgt geen regulier onderwijs;2013;273;259;129;131;49.6;50.4;14
318;Totaal mannen en vrouwen;Deeltijd;Onderwijsniveau: laag;2008;52;51;16;34;32.2;67.8;1
319;Totaal mannen en vrouwen;Deeltijd;Onderwijsniveau: laag;2009;54;53;17;37;30.9;69.1;1
320;Totaal mannen en vrouwen;Deeltijd;Onderwijsniveau: laag;2010;50;48;14;34;29.0;71.0;2
321;Totaal mannen en vrouwen;Deeltijd;Onderwijsniveau: laag;2011;50;48;15;33;31.9;68.1;2
322;Totaal mannen en vrouwen;Deeltijd;Onderwijsniveau: laag;2012;53;51;17;34;33.0;67.0;2
323;Totaal mannen en vrouwen;Deeltijd;Onderwijsniveau: laag;2013;55;51;16;35;31.1;68.9;3
324;Totaal mannen en vrouwen;Deeltijd;Onderwijsniveau: middelbaar;2008;109;108;67;41;61.7;38.3;2
325;Totaal mannen en vrouwen;Deeltijd;Onderwijsniveau: middelbaar;2009;113;111;66;44;60.0;40.0;3
326;Totaal mannen en vrouwen;Deeltijd;Onderwijsniveau: middelbaar;2010;119;116;65;50;56.6;43.4;3
327;Totaal mannen en vrouwen;Deeltijd;Onderwijsniveau: middelbaar;2011;127;123;68;55;55.1;44.9;4
328;Totaal mannen en vrouwen;Deeltijd;Onderwijsniveau: middelbaar;2012;138;134;70;64;52.2;47.8;4
329;Totaal mannen en vrouwen;Deeltijd;Onderwijsniveau: middelbaar;2013;142;136;65;71;47.8;52.2;5
330;Totaal mannen en vrouwen;Deeltijd;Onderwijsniveau: hoog;2008;41;40;33;8;80.9;19.1;1
331;Totaal mannen en vrouwen;Deeltijd;Onderwijsniveau: hoog;2009;44;43;33;11;75.7;24.3;1
332;Totaal mannen en vrouwen;Deeltijd;Onderwijsniveau: hoog;2010;48;47;35;12;75.1;24.9;1
333;Totaal mannen en vrouwen;Deeltijd;Onderwijsniveau: hoog;2011;54;53;39;14;73.2;26.8;1
334;Totaal mannen en vrouwen;Deeltijd;Onderwijsniveau: hoog;2012;59;57;41;17;70.9;29.1;1
335;Totaal mannen en vrouwen;Deeltijd;Onderwijsniveau: hoog;2013;66;63;44;19;70.3;29.7;3
336;Totaal mannen en vrouwen;Deeltijd;Onderwijsniveau: onbekend;2008;5;4;2;2;;;1
337;Totaal mannen en vrouwen;Deeltijd;Onderwijsniveau: onbekend;2009;7;5;3;3;;;1
338;Totaal mannen en vrouwen;Deeltijd;Onderwijsniveau: onbekend;2010;6;6;3;3;;;1
339;Totaal mannen en vrouwen;Deeltijd;Onderwijsniveau: onbekend;2011;6;5;3;2;;;1
340;Totaal mannen en vrouwen;Deeltijd;Onderwijsniveau: onbekend;2012;7;6;3;3;;;1
341;Totaal mannen en vrouwen;Deeltijd;Onderwijsniveau: onbekend;2013;11;8;3;5;;;3
342;Totaal mannen en vrouwen;Deeltijd;Werkkring: werknemer;2008;200;196;115;81;58.6;41.4;4
343;Totaal mannen en vrouwen;Deeltijd;Werkkring: werknemer;2009;208;202;115;87;56.9;43.1;6
344;Totaal mannen en vrouwen;Deeltijd;Werkkring: werknemer;2010;212;205;113;92;55.0;45.0;6
345;Totaal mannen en vrouwen;Deeltijd;Werkkring: werknemer;2011;226;219;120;98;55.1;44.9;8
346;Totaal mannen en vrouwen;Deeltijd;Werkkring: werknemer;2012;245;238;125;112;52.8;47.2;8
347;Totaal mannen en vrouwen;Deeltijd;Werkkring: werknemer;2013;257;244;124;120;51.0;49.0;13
348;Totaal mannen en vrouwen;Deeltijd;Werkkring: vaste arbeidsrelatie;2008;116;114;79;35;69.3;30.7;2
349;Totaal mannen en vrouwen;Deeltijd;Werkkring: vaste arbeidsrelatie;2009;112;109;76;34;69.3;30.7;3
350;Totaal mannen en vrouwen;Deeltijd;Werkkring: vaste arbeidsrelatie;2010;109;106;72;34;67.6;32.4;2
351;Totaal mannen en vrouwen;Deeltijd;Werkkring: vaste arbeidsrelatie;2011;116;113;77;36;68.4;31.6;3
352;Totaal mannen en vrouwen;Deeltijd;Werkkring: vaste arbeidsrelatie;2012;115;112;77;35;68.9;31.1;3
353;Totaal mannen en vrouwen;Deeltijd;Werkkring: vaste arbeidsrelatie;2013;111;107;74;32;69.5;30.5;4
354;Totaal mannen en vrouwen;Deeltijd;Werkkring: flexibele arbeidsrelatie;2008;84;82;36;46;43.7;56.3;2
355;Totaal mannen en vrouwen;Deeltijd;Werkkring: flexibele arbeidsrelatie;2009;97;93;40;54;42.5;57.5;3
356;Totaal mannen en vrouwen;Deeltijd;Werkkring: flexibele arbeidsrelatie;2010;103;99;41;58;41.5;58.5;4
357;Totaal mannen en vrouwen;Deeltijd;Werkkring: flexibele arbeidsrelatie;2011;110;106;43;62;41.0;59.0;5
358;Totaal mannen en vrouwen;Deeltijd;Werkkring: flexibele arbeidsrelatie;2012;131;126;48;77;38.5;61.5;5
359;Totaal mannen en vrouwen;Deeltijd;Werkkring: flexibele arbeidsrelatie;2013;147;138;50;87;36.7;63.3;9
360;Totaal mannen en vrouwen;Deeltijd;Werkkring: zelfstandige;2008;7;7;3;4;;;0
361;Totaal mannen en vrouwen;Deeltijd;Werkkring: zelfstandige;2009;10;10;3;7;;;0
362;Totaal mannen en vrouwen;Deeltijd;Werkkring: zelfstandige;2010;11;11;4;7;;;0
363;Totaal mannen en vrouwen;Deeltijd;Werkkring: zelfstandige;2011;11;11;4;7;;;0
364;Totaal mannen en vrouwen;Deeltijd;Werkkring: zelfstandige;2012;10;10;5;5;;;0
365;Totaal mannen en vrouwen;Deeltijd;Werkkring: zelfstandige;2013;16;15;4;11;26.7;73.3;1
366;Totaal mannen en vrouwen;Deeltijd;Werkkring: positie onbekend;2008;0;0;0;0;;;0
367;Totaal mannen en vrouwen;Deeltijd;Werkkring: positie onbekend;2009;0;0;0;0;;;0
368;Totaal mannen en vrouwen;Deeltijd;Werkkring: positie onbekend;2010;0;0;0;0;;;0
369;Totaal mannen en vrouwen;Deeltijd;Werkkring: positie onbekend;2011;0;0;0;0;;;0
370;Totaal mannen en vrouwen;Deeltijd;Werkkring: positie onbekend;2012;0;0;0;0;;;0
371;Totaal mannen en vrouwen;Deeltijd;Werkkring: positie onbekend;2013;0;0;0;0;;;0
372;Totaal mannen en vrouwen;Minder dan 12 uur per week;Totaal;2008;498;490;12;479;2.4;97.6;7
373;Totaal mannen en vrouwen;Minder dan 12 uur per week;Totaal;2009;513;504;12;492;2.4;97.6;9
374;Totaal mannen en vrouwen;Minder dan 12 uur per week;Totaal;2010;519;507;11;496;2.1;97.9;12
375;Totaal mannen en vrouwen;Minder dan 12 uur per week;Totaal;2011;530;514;13;502;2.5;97.5;16
376;Totaal mannen en vrouwen;Minder dan 12 uur per week;Totaal;2012;543;529;12;517;2.3;97.7;14
377;Totaal mannen en vrouwen;Minder dan 12 uur per week;Totaal;2013;564;543;14;529;2.6;97.4;21
378;Totaal mannen en vrouwen;Minder dan 12 uur per week;Migratieachtergrond: Nederland;2008;408;403;9;394;2.3;97.7;5
379;Totaal mannen en vrouwen;Minder dan 12 uur per week;Migratieachtergrond: Nederland;2009;412;407;9;397;2.3;97.7;6
380;Totaal mannen en vrouwen;Minder dan 12 uur per week;Migratieachtergrond: Nederland;2010;422;412;8;404;2.0;98.0;9
381;Totaal mannen en vrouwen;Minder dan 12 uur per week;Migratieachtergrond: Nederland;2011;432;419;9;410;2.3;97.7;12
382;Totaal mannen en vrouwen;Minder dan 12 uur per week;Migratieachtergrond: Nederland;2012;444;433;10;423;2.4;97.6;11
383;Totaal mannen en vrouwen;Minder dan 12 uur per week;Migratieachtergrond: Nederland;2013;447;431;11;420;2.5;97.5;15
384;Totaal mannen en vrouwen;Minder dan 12 uur per week;Migratieachtergrond: met migratieacht...;2008;89;87;2;84;2.9;97.1;2
385;Totaal mannen en vrouwen;Minder dan 12 uur per week;Migratieachtergrond: met migratieacht...;2009;99;97;3;94;3.1;96.9;3
386;Totaal mannen en vrouwen;Minder dan 12 uur per week;Migratieachtergrond: met migratieacht...;2010;97;95;2;92;2.3;97.7;3
387;Totaal mannen en vrouwen;Minder dan 12 uur per week;Migratieachtergrond: met migratieacht...;2011;98;95;3;91;3.4;96.6;3
388;Totaal mannen en vrouwen;Minder dan 12 uur per week;Migratieachtergrond: met migratieacht...;2012;99;96;2;94;2.0;98.0;3
389;Totaal mannen en vrouwen;Minder dan 12 uur per week;Migratieachtergrond: met migratieacht...;2013;116;112;3;109;2.9;97.1;5
390;Totaal mannen en vrouwen;Minder dan 12 uur per week;Migratieachtergrond: westers;2008;36;35;1;34;3.1;96.9;1
391;Totaal mannen en vrouwen;Minder dan 12 uur per week;Migratieachtergrond: westers;2009;38;36;1;35;2.3;97.7;2
392;Totaal mannen en vrouwen;Minder dan 12 uur per week;Migratieachtergrond: westers;2010;37;36;1;35;2.4;97.6;1
393;Totaal mannen en vrouwen;Minder dan 12 uur per week;Migratieachtergrond: westers;2011;36;34;1;33;2.5;97.5;1
394;Totaal mannen en vrouwen;Minder dan 12 uur per week;Migratieachtergrond: westers;2012;39;37;1;37;2.0;98.0;2
395;Totaal mannen en vrouwen;Minder dan 12 uur per week;Migratieachtergrond: westers;2013;43;42;1;41;2.6;97.4;2
396;Totaal mannen en vrouwen;Minder dan 12 uur per week;Migratieachtergrond: niet-westers;2008;53;52;1;50;2.7;97.3;1
397;Totaal mannen en vrouwen;Minder dan 12 uur per week;Migratieachtergrond: niet-westers;2009;62;61;2;58;3.6;96.4;1
398;Totaal mannen en vrouwen;Minder dan 12 uur per week;Migratieachtergrond: niet-westers;2010;60;58;1;57;2.2;97.8;2
399;Totaal mannen en vrouwen;Minder dan 12 uur per week;Migratieachtergrond: niet-westers;2011;62;60;2;58;4.0;96.0;2
400;Totaal mannen en vrouwen;Minder dan 12 uur per week;Migratieachtergrond: niet-westers;2012;60;58;1;57;2.0;98.0;1
401;Totaal mannen en vrouwen;Minder dan 12 uur per week;Migratieachtergrond: niet-westers;2013;73;70;2;68;3.0;97.0;3
402;Totaal mannen en vrouwen;Minder dan 12 uur per week;Migratieachtergrond : onbekend;2008;1;0;0;0;;;1
403;Totaal mannen en vrouwen;Minder dan 12 uur per week;Migratieachtergrond : onbekend;2009;1;1;0;1;;;1
404;Totaal mannen en vrouwen;Minder dan 12 uur per week;Migratieachtergrond : onbekend;2010;1;0;0;0;;;0
405;Totaal mannen en vrouwen;Minder dan 12 uur per week;Migratieachtergrond : onbekend;2011;1;0;0;0;;;0
406;Totaal mannen en vrouwen;Minder dan 12 uur per week;Migratieachtergrond : onbekend;2012;1;0;0;0;;;1
407;Totaal mannen en vrouwen;Minder dan 12 uur per week;Migratieachtergrond : onbekend;2013;1;0;0;0;;;1
408;Totaal mannen en vrouwen;Minder dan 12 uur per week;Positie: alleenstaande;2008;50;49;2;46;4.5;95.5;1
409;Totaal mannen en vrouwen;Minder dan 12 uur per week;Positie: alleenstaande;2009;54;52;2;50;4.1;95.9;1
410;Totaal mannen en vrouwen;Minder dan 12 uur per week;Positie: alleenstaande;2010;55;53;2;51;3.3;96.7;1
411;Totaal mannen en vrouwen;Minder dan 12 uur per week;Positie: alleenstaande;2011;60;59;2;57;2.6;97.4;1
412;Totaal mannen en vrouwen;Minder dan 12 uur per week;Positie: alleenstaande;2012;58;56;2;54;3.8;96.2;1
413;Totaal mannen en vrouwen;Minder dan 12 uur per week;Positie: alleenstaande;2013;57;55;2;53;4.2;95.8;2
414;Totaal mannen en vrouwen;Minder dan 12 uur per week;Positie: ouder in éénoudergezin;2008;1;1;0;1;;;0
415;Totaal mannen en vrouwen;Minder dan 12 uur per week;Positie: ouder in éénoudergezin;2009;0;0;0;0;;;0
416;Totaal mannen en vrouwen;Minder dan 12 uur per week;Positie: ouder in éénoudergezin;2010;0;0;0;0;;;0
417;Totaal mannen en vrouwen;Minder dan 12 uur per week;Positie: ouder in éénoudergezin;2011;1;1;0;1;;;0
418;Totaal mannen en vrouwen;Minder dan 12 uur per week;Positie: ouder in éénoudergezin;2012;1;1;0;1;;;0
419;Totaal mannen en vrouwen;Minder dan 12 uur per week;Positie: ouder in éénoudergezin;2013;1;1;0;1;;;0
420;Totaal mannen en vrouwen;Minder dan 12 uur per week;Positie: partner;2008;24;23;1;22;6.0;94.0;0
421;Totaal mannen en vrouwen;Minder dan 12 uur per week;Positie: partner;2009;25;24;3;21;11.7;88.3;1
422;Totaal mannen en vrouwen;Minder dan 12 uur per week;Positie: partner;2010;25;24;2;23;8.0;92.0;1
423;Totaal mannen en vrouwen;Minder dan 12 uur per week;Positie: partner;2011;28;27;3;25;9.9;90.1;0
424;Totaal mannen en vrouwen;Minder dan 12 uur per week;Positie: partner;2012;23;23;3;20;13.0;87.0;0
425;Totaal mannen en vrouwen;Minder dan 12 uur per week;Positie: partner;2013;31;30;3;27;9.1;90.9;1
426;Totaal mannen en vrouwen;Minder dan 12 uur per week;Positie: partner in paar met kind;2008;4;4;0;4;;;0
427;Totaal mannen en vrouwen;Minder dan 12 uur per week;Positie: partner in paar met kind;2009;4;4;0;4;;;0
428;Totaal mannen en vrouwen;Minder dan 12 uur per week;Positie: partner in paar met kind;2010;5;5;0;4;;;0
429;Totaal mannen en vrouwen;Minder dan 12 uur per week;Positie: partner in paar met kind;2011;5;5;0;4;;;0
430;Totaal mannen en vrouwen;Minder dan 12 uur per week;Positie: partner in paar met kind;2012;4;4;0;3;;;0
431;Totaal mannen en vrouwen;Minder dan 12 uur per week;Positie: partner in paar met kind;2013;4;4;0;4;;;0
432;Totaal mannen en vrouwen;Minder dan 12 uur per week;Positie: partner in paar zonder kind;2008;20;20;1;18;6.1;93.9;0
433;Totaal mannen en vrouwen;Minder dan 12 uur per week;Positie: partner in paar zonder kind;2009;21;20;2;18;11.8;88.2;1
434;Totaal mannen en vrouwen;Minder dan 12 uur per week;Positie: partner in paar zonder kind;2010;20;20;2;18;7.9;92.1;1
435;Totaal mannen en vrouwen;Minder dan 12 uur per week;Positie: partner in paar zonder kind;2011;23;23;2;20;10.2;89.8;0
436;Totaal mannen en vrouwen;Minder dan 12 uur per week;Positie: partner in paar zonder kind;2012;20;19;3;17;13.8;86.2;0
437;Totaal mannen en vrouwen;Minder dan 12 uur per week;Positie: partner in paar zonder kind;2013;26;25;3;23;10.3;89.7;1
438;Totaal mannen en vrouwen;Minder dan 12 uur per week;Positie: kind >=18 jaar;2008;192;190;7;183;3.6;96.4;2
439;Totaal mannen en vrouwen;Minder dan 12 uur per week;Positie: kind >=18 jaar;2009;201;198;6;192;2.9;97.1;3
440;Totaal mannen en vrouwen;Minder dan 12 uur per week;Positie: kind >=18 jaar;2010;214;209;6;203;3.1;96.9;5
441;Totaal mannen en vrouwen;Minder dan 12 uur per week;Positie: kind >=18 jaar;2011;214;207;7;200;3.6;96.4;7
442;Totaal mannen en vrouwen;Minder dan 12 uur per week;Positie: kind >=18 jaar;2012;232;228;7;222;2.9;97.1;4
443;Totaal mannen en vrouwen;Minder dan 12 uur per week;Positie: kind >=18 jaar;2013;244;236;8;228;3.5;96.5;7
444;Totaal mannen en vrouwen;Minder dan 12 uur per week;Positie: kind <18 jaar;2008;212;209;0;209;0.1;99.9;2
445;Totaal mannen en vrouwen;Minder dan 12 uur per week;Positie: kind <18 jaar;2009;213;210;0;210;0.1;99.9;2
446;Totaal mannen en vrouwen;Minder dan 12 uur per week;Positie: kind <18 jaar;2010;204;201;0;201;0.0;100.0;3
447;Totaal mannen en vrouwen;Minder dan 12 uur per week;Positie: kind <18 jaar;2011;204;199;0;199;0.0;100.0;5
448;Totaal mannen en vrouwen;Minder dan 12 uur per week;Positie: kind <18 jaar;2012;204;198;0;198;0.0;100.0;6
449;Totaal mannen en vrouwen;Minder dan 12 uur per week;Positie: kind <18 jaar;2013;207;198;0;198;0.0;100.0;8
450;Totaal mannen en vrouwen;Minder dan 12 uur per week;Positie.: ouder;2008;5;5;0;5;;;0
451;Totaal mannen en vrouwen;Minder dan 12 uur per week;Positie.: ouder;2009;5;5;0;4;;;0
452;Totaal mannen en vrouwen;Minder dan 12 uur per week;Positie.: ouder;2010;5;5;0;5;;;0
453;Totaal mannen en vrouwen;Minder dan 12 uur per week;Positie.: ouder;2011;5;5;0;5;;;0
454;Totaal mannen en vrouwen;Minder dan 12 uur per week;Positie.: ouder;2012;4;4;0;4;;;0
455;Totaal mannen en vrouwen;Minder dan 12 uur per week;Positie.: ouder;2013;5;5;0;5;;;0
456;Totaal mannen en vrouwen;Minder dan 12 uur per week;Positie: kind;2008;404;399;7;392;1.8;98.2;4
457;Totaal mannen en vrouwen;Minder dan 12 uur per week;Positie: kind;2009;414;408;6;402;1.5;98.5;6
458;Totaal mannen en vrouwen;Minder dan 12 uur per week;Positie: kind;2010;418;410;7;403;1.6;98.4;8
459;Totaal mannen en vrouwen;Minder dan 12 uur per week;Positie: kind;2011;418;406;7;398;1.8;98.2;12
460;Totaal mannen en vrouwen;Minder dan 12 uur per week;Positie: kind;2012;436;426;7;420;1.5;98.5;10
461;Totaal mannen en vrouwen;Minder dan 12 uur per week;Positie: kind;2013;450;435;8;426;1.9;98.1;16
462;Totaal mannen en vrouwen;Minder dan 12 uur per week;Positie: overig lid;2008;19;18;1;17;4.5;95.5;1
463;Totaal mannen en vrouwen;Minder dan 12 uur per week;Positie: overig lid;2009;21;19;1;17;6.8;93.2;2
464;Totaal mannen en vrouwen;Minder dan 12 uur per week;Positie: overig lid;2010;21;19;0;19;2.2;97.8;2
465;Totaal mannen en vrouwen;Minder dan 12 uur per week;Positie: overig lid;2011;24;22;1;21;4.6;95.4;2
