ID;Kenmerken;Marges;Perioden;VertrouwenInAndereMensen_1;Kerken_2;Rechters_3;Politie_4;Leger_5;Gezondheidszorg_6;Pers_7;Ambtenaren_8;Politici_9;Gemeenteraad_10;TweedeKamer_11;EuropeseUnie_12;Banken_13;GroteBedrijven_14
666;Herkomstland: Europa (excl. Nederland);Ondergrens 95%-interval;2018;55.3;20.3;65.8;70.5;54.2;;31.7;43.9;26.1;;36.8;42.0;36.8;31.99
667;Herkomstland: Europa (excl. Nederland);Ondergrens 95%-interval;2019;50.1;18.6;66.6;67.9;58.3;;34.4;40.2;21.9;;32.9;44.3;31.6;31.11
668;Herkomstland: Europa (excl. Nederland);Ondergrens 95%-interval;2020;55.0;19.1;68.8;69.9;62.9;;31.5;44.7;30.6;51.8;43.9;42.5;38.5;31.68
669;Herkomstland: Europa (excl. Nederland);Ondergrens 95%-interval;2021;56.0;20.2;70.4;69.4;61.6;71.1;38.3;36.8;21.5;;32.9;52.0;35.8;28.3
670;Herkomstland: Europa (excl. Nederland);Ondergrens 95%-interval;2022;57.1;22.2;72.4;69.8;58.0;74.1;38.8;45.4;22.2;51.4;28.7;50.3;44.3;33.07
671;Herkomstland: Europa (excl. Nederland);Ondergrens 95%-interval;2023;58.2;21.3;70.7;68.2;61.2;70.7;33.6;43.2;19.0;49.4;25.3;47.8;46.3;32.3
672;Herkomstland: Europa (excl. Nederland);Bovengrens 95%-interval;2012;60.8;30.6;70.6;71.9;59.9;;39.0;50.1;;;39.9;51.2;44.8;51.11
673;Herkomstland: Europa (excl. Nederland);Bovengrens 95%-interval;2013;62.4;23.4;73.1;67.5;59.2;;35.7;47.6;;;38.5;45.2;35.0;41.43
674;Herkomstland: Europa (excl. Nederland);Bovengrens 95%-interval;2014;59.6;26.1;69.8;74.0;63.7;;35.6;49.0;;;38.4;43.2;39.5;41.27
675;Herkomstland: Europa (excl. Nederland);Bovengrens 95%-interval;2015;62.8;29.8;70.7;72.8;64.6;;36.9;46.9;;;38.1;45.1;38.6;39.86
676;Herkomstland: Europa (excl. Nederland);Bovengrens 95%-interval;2016;62.6;28.8;73.7;73.6;67.5;;38.0;50.5;27.3;;41.9;42.6;43.0;42.1
677;Herkomstland: Europa (excl. Nederland);Bovengrens 95%-interval;2017;60.3;27.4;76.3;75.9;65.6;;36.0;50.3;33.0;;40.7;49.0;43.2;44.89
678;Herkomstland: Europa (excl. Nederland);Bovengrens 95%-interval;2018;64.6;28.6;74.6;78.7;63.8;;41.0;53.7;34.9;;46.3;51.6;46.3;41.47
679;Herkomstland: Europa (excl. Nederland);Bovengrens 95%-interval;2019;59.9;27.0;75.6;76.8;68.0;;44.0;50.1;30.5;;42.6;54.2;41.1;40.76
680;Herkomstland: Europa (excl. Nederland);Bovengrens 95%-interval;2020;64.5;27.7;77.8;78.6;72.5;;41.0;54.7;40.2;61.8;53.9;52.4;48.4;41.47
681;Herkomstland: Europa (excl. Nederland);Bovengrens 95%-interval;2021;65.9;29.4;79.4;78.4;71.6;79.8;48.4;46.9;30.5;;42.8;62.2;45.8;38.03
682;Herkomstland: Europa (excl. Nederland);Bovengrens 95%-interval;2022;65.4;30.3;79.8;77.4;66.8;81.2;47.6;54.2;29.9;60.3;37.1;59.1;52.9;41.62
683;Herkomstland: Europa (excl. Nederland);Bovengrens 95%-interval;2023;66.4;29.1;78.2;75.8;69.6;78.0;42.0;52.1;26.3;58.1;33.3;56.5;54.8;40.8
684;Herkomstland: buiten Europa;Waarde;2012;42.7;39.3;70.3;62.8;60.7;;33.9;51.6;;;40.9;43.9;48.0;48.85
685;Herkomstland: buiten Europa;Waarde;2013;43.9;39.1;68.3;61.5;60.5;;33.2;48.6;;;37.1;39.9;39.9;40.65
686;Herkomstland: buiten Europa;Waarde;2014;49.3;40.9;71.5;63.0;61.0;;33.0;51.5;;;39.7;45.7;47.5;45.73
687;Herkomstland: buiten Europa;Waarde;2015;47.6;40.6;68.5;62.3;62.9;;30.0;51.1;;;39.4;43.5;47.0;43.59
688;Herkomstland: buiten Europa;Waarde;2016;48.9;36.4;73.2;64.4;64.2;;30.8;49.2;33.7;;40.9;41.6;47.0;42.18
689;Herkomstland: buiten Europa;Waarde;2017;48.0;42.1;73.5;70.5;65.1;;31.5;49.0;32.8;;40.9;49.1;47.1;42.63
690;Herkomstland: buiten Europa;Waarde;2018;49.0;36.2;73.3;68.6;63.2;;37.0;51.7;32.7;;43.5;51.2;51.2;42.76
691;Herkomstland: buiten Europa;Waarde;2019;50.8;37.1;73.4;69.7;67.2;;33.6;54.7;32.3;;43.3;51.2;50.3;43.94
692;Herkomstland: buiten Europa;Waarde;2020;52.4;39.9;77.9;73.0;70.7;;38.7;57.6;44.0;62.0;56.7;55.6;54.1;44.21
693;Herkomstland: buiten Europa;Waarde;2021;55.7;39.1;79.5;71.6;74.0;81.3;42.6;52.4;36.6;;44.6;57.9;55.6;44.95
694;Herkomstland: buiten Europa;Waarde;2022;52.2;38.4;74.9;70.6;64.6;75.7;34.3;49.8;25.9;55.9;32.8;50.6;56.2;43.92
695;Herkomstland: buiten Europa;Waarde;2023;52.0;37.2;76.1;71.6;67.4;70.5;34.7;51.2;27.2;58.5;33.3;50.8;54.4;39.1
696;Herkomstland: buiten Europa;Ondergrens 95%-interval;2012;39.1;35.5;66.8;59.2;57.0;;30.4;47.8;;;37.2;40.2;44.3;45.06
697;Herkomstland: buiten Europa;Ondergrens 95%-interval;2013;40.1;35.2;64.5;57.7;56.4;;29.6;44.7;;;33.4;36.1;36.2;36.79
698;Herkomstland: buiten Europa;Ondergrens 95%-interval;2014;45.5;37.0;68.0;59.3;57.2;;29.5;47.7;;;35.9;41.9;43.7;41.9
699;Herkomstland: buiten Europa;Ondergrens 95%-interval;2015;43.9;36.8;64.9;58.6;59.1;;26.7;47.3;;;35.8;39.7;43.3;39.82
700;Herkomstland: buiten Europa;Ondergrens 95%-interval;2016;45.3;32.8;69.8;60.8;60.4;;27.5;45.4;30.3;;37.3;38.0;43.4;38.52
701;Herkomstland: buiten Europa;Ondergrens 95%-interval;2017;44.3;38.2;70.0;66.9;61.3;;28.1;45.2;29.3;;37.2;45.3;43.3;38.89
702;Herkomstland: buiten Europa;Ondergrens 95%-interval;2018;45.4;32.5;69.8;65.1;59.4;;33.5;47.9;29.2;;39.8;47.4;47.5;39.05
703;Herkomstland: buiten Europa;Ondergrens 95%-interval;2019;47.0;33.2;69.8;66.0;63.3;;30.0;50.8;28.7;;39.4;47.3;46.4;40.05
704;Herkomstland: buiten Europa;Ondergrens 95%-interval;2020;48.7;36.0;74.5;69.5;67.0;;35.1;53.8;40.3;58.2;52.9;51.8;50.3;40.43
705;Herkomstland: buiten Europa;Ondergrens 95%-interval;2021;51.9;35.2;76.2;67.9;70.4;78.2;38.8;48.4;32.9;;40.7;54.0;51.8;41.04
706;Herkomstland: buiten Europa;Ondergrens 95%-interval;2022;49.2;35.2;72.1;67.7;61.4;73.0;31.4;46.6;23.2;52.7;29.9;47.4;53.1;40.78
707;Herkomstland: buiten Europa;Ondergrens 95%-interval;2023;49.0;33.9;73.2;68.7;64.1;67.6;31.7;47.9;24.4;55.2;30.3;47.6;51.3;36.0
708;Herkomstland: buiten Europa;Bovengrens 95%-interval;2012;46.4;43.2;73.6;66.3;64.4;;37.5;55.4;;;44.6;47.7;51.8;52.64
709;Herkomstland: buiten Europa;Bovengrens 95%-interval;2013;47.8;43.2;71.8;65.2;64.4;;37.0;52.6;;;41.0;43.9;43.8;44.62
710;Herkomstland: buiten Europa;Bovengrens 95%-interval;2014;53.1;44.9;74.8;66.6;64.8;;36.7;55.3;;;43.5;49.6;51.3;49.61
711;Herkomstland: buiten Europa;Bovengrens 95%-interval;2015;51.2;44.5;72.0;65.8;66.5;;33.5;54.8;;;43.1;47.3;50.7;47.44
712;Herkomstland: buiten Europa;Bovengrens 95%-interval;2016;52.5;40.3;76.4;67.8;67.7;;34.3;52.9;37.3;;44.5;45.3;50.7;45.94
713;Herkomstland: buiten Europa;Bovengrens 95%-interval;2017;51.6;46.1;76.7;73.7;68.7;;35.0;52.9;36.5;;44.7;53.0;50.8;46.46
714;Herkomstland: buiten Europa;Bovengrens 95%-interval;2018;52.7;40.0;76.4;71.9;66.8;;40.7;55.4;36.3;;47.2;54.9;54.9;46.56
715;Herkomstland: buiten Europa;Bovengrens 95%-interval;2019;54.6;41.2;76.7;73.1;70.8;;37.3;58.6;36.0;;47.2;55.1;54.2;47.9
716;Herkomstland: buiten Europa;Bovengrens 95%-interval;2020;56.1;43.9;80.9;76.2;74.1;;42.5;61.3;47.8;65.6;60.4;59.4;57.8;48.05
717;Herkomstland: buiten Europa;Bovengrens 95%-interval;2021;59.5;43.3;82.5;75.0;77.3;84.1;46.5;56.3;40.5;;48.5;61.8;59.4;48.91
718;Herkomstland: buiten Europa;Bovengrens 95%-interval;2022;55.2;41.8;77.6;73.4;67.7;78.2;37.4;53.0;28.8;59.1;35.9;53.8;59.3;47.11
719;Herkomstland: buiten Europa;Bovengrens 95%-interval;2023;55.1;40.6;78.7;74.3;70.4;73.3;37.8;54.5;30.2;61.7;36.4;54.1;57.5;42.4
720;Onderwijsniveau: basisonderwijs;Waarde;2012;36.2;31.3;50.3;60.6;52.1;;28.2;41.2;;;25.5;31.3;46.6;41.97
721;Onderwijsniveau: basisonderwijs;Waarde;2013;38.8;32.1;50.2;60.5;56.2;;31.2;37.0;;;25.9;28.5;40.0;38.92
722;Onderwijsniveau: basisonderwijs;Waarde;2014;37.3;32.2;51.4;63.9;51.1;;25.4;35.6;;;28.5;30.5;43.4;38.27
723;Onderwijsniveau: basisonderwijs;Waarde;2015;38.8;34.0;48.5;58.4;57.5;;25.9;32.9;;;28.9;31.2;43.2;38.09
724;Onderwijsniveau: basisonderwijs;Waarde;2016;39.3;30.9;55.6;65.7;58.9;;29.6;38.7;25.3;;29.9;34.0;46.7;38.4
725;Onderwijsniveau: basisonderwijs;Waarde;2017;42.5;35.2;55.1;65.8;54.8;;28.7;38.5;27.4;;28.9;33.0;49.3;38.41
726;Onderwijsniveau: basisonderwijs;Waarde;2018;43.1;37.7;54.5;67.5;55.8;;28.7;41.5;33.5;;36.3;38.7;51.0;41.05
727;Onderwijsniveau: basisonderwijs;Waarde;2019;41.2;33.0;54.2;66.9;59.4;;33.3;40.2;27.5;;30.2;37.3;50.4;37.77
728;Onderwijsniveau: basisonderwijs;Waarde;2020;39.6;32.8;62.0;70.6;61.7;;29.0;43.2;36.6;49.2;43.6;37.8;53.4;37.79
729;Onderwijsniveau: basisonderwijs;Waarde;2021;41.8;37.3;65.4;74.0;68.1;81.9;33.0;38.8;27.0;;33.6;40.2;53.8;41.21
730;Onderwijsniveau: basisonderwijs;Waarde;2022;40.1;32.4;61.7;68.2;56.1;75.9;31.2;32.2;20.1;42.8;22.0;33.9;50.3;35.36
731;Onderwijsniveau: basisonderwijs;Waarde;2023;44.2;36.9;59.1;69.2;60.0;69.3;27.6;32.3;23.8;43.5;25.3;36.1;52.3;38.1
732;Onderwijsniveau: basisonderwijs;Ondergrens 95%-interval;2012;32.7;27.7;46.4;56.8;48.1;;24.8;37.4;;;22.2;27.7;42.8;37.99
733;Onderwijsniveau: basisonderwijs;Ondergrens 95%-interval;2013;35.1;28.3;46.1;56.5;52.0;;27.5;33.1;;;22.4;24.9;36.1;34.9
734;Onderwijsniveau: basisonderwijs;Ondergrens 95%-interval;2014;33.3;28.2;47.0;59.8;46.6;;21.8;31.4;;;24.6;26.5;39.1;34.05
735;Onderwijsniveau: basisonderwijs;Ondergrens 95%-interval;2015;35.0;30.1;44.3;54.4;53.3;;22.3;29.1;;;25.2;27.4;39.2;33.94
736;Onderwijsniveau: basisonderwijs;Ondergrens 95%-interval;2016;35.3;26.9;51.1;61.5;54.4;;25.8;34.4;21.5;;25.9;29.9;42.4;34.13
737;Onderwijsniveau: basisonderwijs;Ondergrens 95%-interval;2017;38.3;31.0;50.6;61.6;50.3;;24.9;34.2;23.5;;24.9;28.8;44.9;34.0
738;Onderwijsniveau: basisonderwijs;Ondergrens 95%-interval;2018;38.9;33.3;49.9;63.2;51.3;;24.9;37.1;29.4;;32.1;34.3;46.6;36.57
739;Onderwijsniveau: basisonderwijs;Ondergrens 95%-interval;2019;36.8;28.5;49.4;62.3;54.6;;28.9;35.5;23.3;;25.9;32.6;45.7;33.11
740;Onderwijsniveau: basisonderwijs;Ondergrens 95%-interval;2020;35.2;28.3;57.3;66.2;56.9;;24.9;38.6;32.2;44.4;38.9;33.1;48.6;33.18
741;Onderwijsniveau: basisonderwijs;Ondergrens 95%-interval;2021;36.6;31.9;60.1;68.9;62.7;77.4;28.0;33.5;22.4;;28.6;34.7;48.3;35.73
742;Onderwijsniveau: basisonderwijs;Ondergrens 95%-interval;2022;36.2;28.4;57.3;64.2;51.6;72.1;27.3;28.2;16.8;38.6;18.6;29.8;46.0;31.13
743;Onderwijsniveau: basisonderwijs;Ondergrens 95%-interval;2023;40.1;32.5;54.5;65.0;55.4;65.2;23.7;28.1;20.1;39.0;21.5;31.8;47.9;33.6
744;Onderwijsniveau: basisonderwijs;Bovengrens 95%-interval;2012;39.9;35.2;54.3;64.3;56.1;;31.9;45.2;;;29.2;35.2;50.5;46.06
745;Onderwijsniveau: basisonderwijs;Bovengrens 95%-interval;2013;42.6;36.2;54.3;64.3;60.2;;35.1;41.1;;;29.7;32.5;44.0;43.1
746;Onderwijsniveau: basisonderwijs;Bovengrens 95%-interval;2014;41.5;36.5;55.8;67.9;55.5;;29.4;40.0;;;32.7;34.8;47.7;42.68
747;Onderwijsniveau: basisonderwijs;Bovengrens 95%-interval;2015;42.7;38.2;52.7;62.4;61.6;;29.7;37.0;;;32.9;35.4;47.4;42.42
748;Onderwijsniveau: basisonderwijs;Bovengrens 95%-interval;2016;43.4;35.3;60.0;69.6;63.2;;33.8;43.1;29.4;;34.2;38.4;51.0;42.86
749;Onderwijsniveau: basisonderwijs;Bovengrens 95%-interval;2017;46.7;39.7;59.5;69.8;59.2;;32.9;43.0;31.6;;33.1;37.5;53.7;43.03
750;Onderwijsniveau: basisonderwijs;Bovengrens 95%-interval;2018;47.4;42.3;59.0;71.5;60.3;;32.9;46.0;37.9;;40.8;43.3;55.5;45.68
751;Onderwijsniveau: basisonderwijs;Bovengrens 95%-interval;2019;45.7;37.7;59.0;71.1;64.0;;38.0;45.0;32.0;;34.9;42.2;55.1;42.67
752;Onderwijsniveau: basisonderwijs;Bovengrens 95%-interval;2020;44.2;37.7;66.5;74.7;66.3;;33.5;48.0;41.3;54.0;48.3;42.6;58.1;42.64
753;Onderwijsniveau: basisonderwijs;Bovengrens 95%-interval;2021;47.1;43.0;70.4;78.4;73.0;85.7;38.4;44.4;32.2;;39.0;45.9;59.2;46.92
754;Onderwijsniveau: basisonderwijs;Bovengrens 95%-interval;2022;44.1;36.8;65.8;72.0;60.5;79.3;35.4;36.5;23.9;47.2;25.8;38.3;54.6;39.84
755;Onderwijsniveau: basisonderwijs;Bovengrens 95%-interval;2023;48.4;41.6;63.6;73.2;64.5;73.2;31.9;36.8;28.0;48.0;29.5;40.7;56.8;42.8
756;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Waarde;2012;45.6;33.0;57.6;64.2;57.0;;27.6;40.0;;;29.6;32.6;46.1;43.89
757;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Waarde;2013;44.8;30.8;58.6;61.9;57.2;;28.3;35.7;;;24.2;28.6;38.3;41.43
758;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Waarde;2014;44.4;31.6;56.3;63.5;61.2;;29.6;38.8;;;29.2;32.5;42.6;41.45
759;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Waarde;2015;47.2;33.5;60.9;65.5;61.5;;27.7;38.9;;;26.7;32.2;40.5;40.24
760;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Waarde;2016;44.4;33.1;62.7;64.8;60.4;;28.1;36.5;25.2;;28.8;32.5;41.7;39.8
761;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Waarde;2017;50.9;33.9;62.4;70.2;60.8;;27.3;41.0;28.4;;34.2;36.0;44.8;40.82
762;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Waarde;2018;46.3;29.6;58.9;68.9;59.2;;29.4;41.0;27.4;;32.6;38.2;47.5;40.78
763;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Waarde;2019;45.6;30.4;61.3;70.2;62.5;;28.0;39.0;25.6;;31.2;35.9;44.0;36.52
764;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Waarde;2020;49.3;34.0;67.8;74.2;71.8;;35.8;44.5;37.3;51.8;45.6;42.8;51.3;43.08
765;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Waarde;2021;50.9;31.5;70.6;76.8;69.0;84.6;40.6;42.3;31.6;;35.0;47.1;52.2;42.75
766;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Waarde;2022;49.1;32.6;65.1;72.7;61.4;77.2;32.6;34.0;22.0;45.5;26.7;42.6;53.3;35.93
767;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Waarde;2023;52.0;32.1;65.8;72.6;62.5;73.3;27.8;37.7;20.2;46.4;23.3;37.7;51.7;34.7
768;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Ondergrens 95%-interval;2012;42.9;30.3;54.9;61.5;54.2;;25.3;37.3;;;27.2;30.0;43.4;41.11
769;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Ondergrens 95%-interval;2013;42.0;28.1;55.8;59.0;54.2;;25.7;33.0;;;21.8;26.0;35.5;38.58
770;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Ondergrens 95%-interval;2014;41.9;29.1;53.6;61.0;58.5;;27.2;36.2;;;26.8;30.0;40.0;38.8
771;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Ondergrens 95%-interval;2015;44.7;31.0;58.3;63.0;58.8;;25.4;36.4;;;24.4;29.7;37.9;37.65
772;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Ondergrens 95%-interval;2016;41.9;30.6;60.0;62.3;57.7;;25.8;33.9;22.9;;26.5;30.0;39.1;37.16
773;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Ondergrens 95%-interval;2017;48.2;31.3;59.7;67.7;58.1;;25.0;38.3;26.0;;31.7;33.4;42.1;38.1
774;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Ondergrens 95%-interval;2018;43.8;27.2;56.3;66.4;56.6;;27.1;38.4;25.1;;30.1;35.6;44.9;38.15
775;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Ondergrens 95%-interval;2019;43.0;27.9;58.6;67.6;59.8;;25.7;36.4;23.3;;28.7;33.3;41.3;33.86
776;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Ondergrens 95%-interval;2020;46.6;31.3;65.1;71.8;69.3;;33.2;41.8;34.7;49.0;42.9;40.0;48.6;40.3
777;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Ondergrens 95%-interval;2021;47.9;28.6;67.7;74.2;66.0;82.2;37.6;39.3;28.8;;32.1;44.0;49.1;39.64
778;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Ondergrens 95%-interval;2022;46.6;30.1;62.5;70.4;58.8;75.0;30.3;31.6;19.9;42.9;24.4;40.0;50.8;33.41
779;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Ondergrens 95%-interval;2023;49.5;29.6;63.2;70.2;59.8;71.0;25.5;35.1;18.2;43.8;21.1;35.1;49.1;32.2
780;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Bovengrens 95%-interval;2012;48.2;35.7;60.4;66.7;59.8;;30.2;42.8;;;32.2;35.3;48.8;46.71
781;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Bovengrens 95%-interval;2013;47.6;33.6;61.5;64.6;60.1;;31.0;38.6;;;26.7;31.4;41.1;44.33
782;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Bovengrens 95%-interval;2014;47.0;34.1;58.9;66.0;63.8;;32.1;41.4;;;31.7;35.1;45.2;44.15
783;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Bovengrens 95%-interval;2015;49.8;36.1;63.5;67.9;64.0;;30.1;41.5;;;29.0;34.7;43.1;42.89
784;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Bovengrens 95%-interval;2016;47.0;35.7;65.2;67.3;63.0;;30.6;39.1;27.5;;31.3;35.1;44.3;42.5
785;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Bovengrens 95%-interval;2017;53.5;36.6;65.0;72.6;63.5;;29.8;43.7;30.9;;36.8;38.7;47.6;43.6
786;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Bovengrens 95%-interval;2018;48.9;32.1;61.5;71.2;61.8;;31.9;43.7;29.8;;35.1;40.8;50.2;43.46
787;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Bovengrens 95%-interval;2019;48.3;33.0;63.9;72.7;65.2;;30.5;41.8;28.1;;33.8;38.7;46.7;39.26
788;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Bovengrens 95%-interval;2020;51.9;36.7;70.3;76.5;74.3;;38.5;47.3;40.0;54.6;48.4;45.6;54.1;45.9
789;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Bovengrens 95%-interval;2021;53.9;34.5;73.3;79.3;71.8;86.6;43.6;45.4;34.6;;37.9;50.3;55.2;45.93
790;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Bovengrens 95%-interval;2022;51.6;35.2;67.5;74.9;63.9;79.3;35.1;36.6;24.3;48.1;29.0;45.2;55.8;38.53
791;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Bovengrens 95%-interval;2023;54.5;34.8;68.3;74.9;65.1;75.5;30.3;40.3;22.5;49.1;25.6;40.3;54.3;37.4
792;Onderwijsniveau: havo, vwo, mbo;Waarde;2012;57.8;30.6;69.3;67.1;61.0;;30.5;42.2;;;34.8;37.5;42.3;46.1
793;Onderwijsniveau: havo, vwo, mbo;Waarde;2013;58.1;28.1;70.3;67.8;63.8;;31.1;39.3;;;29.1;32.4;35.7;41.6
794;Onderwijsniveau: havo, vwo, mbo;Waarde;2014;55.5;28.9;67.1;65.4;63.0;;29.5;39.5;;;30.8;33.0;36.7;41.06
795;Onderwijsniveau: havo, vwo, mbo;Waarde;2015;58.1;28.3;67.7;68.5;66.0;;29.2;39.8;;;32.0;33.0;35.5;39.56
796;Onderwijsniveau: havo, vwo, mbo;Waarde;2016;59.4;29.0;70.2;68.6;66.5;;28.8;41.4;24.5;;33.4;32.5;35.8;36.68
797;Onderwijsniveau: havo, vwo, mbo;Waarde;2017;59.3;29.7;71.9;74.0;66.4;;29.5;43.7;28.5;;37.1;40.5;40.6;40.71
798;Onderwijsniveau: havo, vwo, mbo;Waarde;2018;59.9;27.6;72.3;73.7;64.3;;32.9;43.8;28.8;;37.4;41.7;43.1;40.39
799;Onderwijsniveau: havo, vwo, mbo;Waarde;2019;60.2;27.1;72.9;74.2;67.5;;33.3;43.6;26.8;;35.4;42.8;42.3;38.83
800;Onderwijsniveau: havo, vwo, mbo;Waarde;2020;61.1;30.6;76.3;77.0;72.3;;35.7;46.1;36.8;52.1;50.3;44.5;45.9;39.57
801;Onderwijsniveau: havo, vwo, mbo;Waarde;2021;62.9;27.7;76.6;77.0;71.7;81.8;41.8;42.0;30.2;;37.1;48.0;48.5;39.15
802;Onderwijsniveau: havo, vwo, mbo;Waarde;2022;64.5;27.8;75.3;75.7;63.4;75.3;33.6;38.0;19.6;46.4;25.3;41.4;47.5;36.18
803;Onderwijsniveau: havo, vwo, mbo;Waarde;2023;64.9;28.6;76.2;75.4;67.0;73.1;31.8;39.0;19.8;47.1;23.5;41.0;49.5;36.0
804;Onderwijsniveau: havo, vwo, mbo;Ondergrens 95%-interval;2012;55.9;28.9;67.5;65.4;59.1;;28.8;40.3;;;33.0;35.7;40.5;44.2
805;Onderwijsniveau: havo, vwo, mbo;Ondergrens 95%-interval;2013;56.2;26.4;68.5;66.0;61.9;;29.4;37.4;;;27.4;30.6;33.9;39.7
806;Onderwijsniveau: havo, vwo, mbo;Ondergrens 95%-interval;2014;53.6;27.2;65.3;63.6;61.1;;27.8;37.6;;;29.1;31.2;34.9;39.18
807;Onderwijsniveau: havo, vwo, mbo;Ondergrens 95%-interval;2015;56.2;26.5;65.9;66.7;64.2;;27.5;37.9;;;30.2;31.2;33.7;37.66
808;Onderwijsniveau: havo, vwo, mbo;Ondergrens 95%-interval;2016;57.5;27.2;68.4;66.7;64.6;;27.0;39.5;22.9;;31.6;30.7;33.9;34.77
809;Onderwijsniveau: havo, vwo, mbo;Ondergrens 95%-interval;2017;57.4;27.9;70.1;72.3;64.5;;27.7;41.7;26.8;;35.3;38.6;38.7;38.77
810;Onderwijsniveau: havo, vwo, mbo;Ondergrens 95%-interval;2018;58.0;25.9;70.5;71.9;62.5;;31.1;41.8;27.1;;35.6;39.8;41.2;38.47
811;Onderwijsniveau: havo, vwo, mbo;Ondergrens 95%-interval;2019;58.2;25.4;71.1;72.4;65.5;;31.4;41.6;25.0;;33.5;40.8;40.4;36.87
812;Onderwijsniveau: havo, vwo, mbo;Ondergrens 95%-interval;2020;59.1;28.7;74.5;75.2;70.4;;33.8;44.1;34.9;50.1;48.3;42.5;43.9;37.58
813;Onderwijsniveau: havo, vwo, mbo;Ondergrens 95%-interval;2021;60.7;25.7;74.7;75.1;69.6;80.1;39.7;39.9;28.3;;35.0;45.8;46.3;37.02
814;Onderwijsniveau: havo, vwo, mbo;Ondergrens 95%-interval;2022;62.6;25.9;73.5;73.9;61.4;73.5;31.7;36.0;18.1;44.3;23.6;39.4;45.5;34.23
815;Onderwijsniveau: havo, vwo, mbo;Ondergrens 95%-interval;2023;62.9;26.7;74.4;73.6;65.0;71.3;29.9;37.0;18.2;45.0;21.8;39.0;47.4;34.0
816;Onderwijsniveau: havo, vwo, mbo;Bovengrens 95%-interval;2012;59.6;32.4;71.0;68.9;62.8;;32.2;44.1;;;36.6;39.4;44.2;48.0
817;Onderwijsniveau: havo, vwo, mbo;Bovengrens 95%-interval;2013;59.9;29.9;72.0;69.6;65.7;;32.9;41.2;;;30.9;34.3;37.5;43.52
818;Onderwijsniveau: havo, vwo, mbo;Bovengrens 95%-interval;2014;57.3;30.7;68.8;67.2;64.8;;31.2;41.4;;;32.6;34.8;38.5;42.96
819;Onderwijsniveau: havo, vwo, mbo;Bovengrens 95%-interval;2015;60.0;30.1;69.5;70.3;67.9;;31.0;41.7;;;33.9;34.9;37.3;41.49
820;Onderwijsniveau: havo, vwo, mbo;Bovengrens 95%-interval;2016;61.3;30.8;72.0;70.4;68.4;;30.6;43.4;26.3;;35.3;34.4;37.7;38.63
821;Onderwijsniveau: havo, vwo, mbo;Bovengrens 95%-interval;2017;61.2;31.5;73.6;75.7;68.2;;31.3;45.6;30.3;;39.0;42.4;42.6;42.67
822;Onderwijsniveau: havo, vwo, mbo;Bovengrens 95%-interval;2018;61.8;29.5;74.0;75.4;66.2;;34.7;45.7;30.6;;39.3;43.7;45.0;42.35
823;Onderwijsniveau: havo, vwo, mbo;Bovengrens 95%-interval;2019;62.1;29.0;74.7;75.9;69.3;;35.1;45.6;28.6;;37.3;44.8;44.3;40.82
824;Onderwijsniveau: havo, vwo, mbo;Bovengrens 95%-interval;2020;63.0;32.5;78.0;78.6;74.0;;37.7;48.2;38.7;54.2;52.3;46.6;47.9;41.58
825;Onderwijsniveau: havo, vwo, mbo;Bovengrens 95%-interval;2021;65.0;29.7;78.4;78.8;73.6;83.5;44.0;44.2;32.3;;39.2;50.2;50.7;41.33
