ID;Geslacht;Leeftijdsklasse;Herkomstgroepering;Perioden;NederlandseBevolking_1;PersonenMetEenUitkering_2;PersonenMetWAOWajongWAZUitkering_3;PersonenMetEenABWUitkering_4;PersonenMetWWUitkering_5;PersonenMetIOAWIOAZUitkering_6;PersonenMetEenUitkering_7;PersonenMetWAOWajongWAZUitkering_8;PersonenMetEenABWUitkering_9;PersonenMetWWUitkering_10;PersonenMetIOAWIOAZUitkering_11
161;Mannen en vrouwen;15 tot 20 jaar;Westerse allochtonen, 1e generatie;2000;17.4;0.3;0.1;0.2;0.0;0.0;1.5;0.4;1.1;0.1;0.0
162;Mannen en vrouwen;15 tot 20 jaar;Westerse allochtonen, 1e generatie;2001;18.3;0.3;0.1;0.2;0.0;0.0;1.5;0.5;0.9;0.1;0.0
163;Mannen en vrouwen;15 tot 20 jaar;Westerse allochtonen, 1e generatie;2002;18.8;0.3;0.1;0.2;0.0;0.0;1.5;0.5;0.9;0.1;0.0
164;Mannen en vrouwen;15 tot 20 jaar;Westerse allochtonen, 1e generatie;2003;19.1;0.3;0.1;0.2;0.0;0.0;1.6;0.4;1.0;0.2;0.0
165;Mannen en vrouwen;15 tot 20 jaar;Westerse allochtonen, 2e generatie;1999;51.2;0.7;0.4;0.3;0.1;0.0;1.4;0.7;0.6;0.1;0.0
166;Mannen en vrouwen;15 tot 20 jaar;Westerse allochtonen, 2e generatie;2000;49.8;0.6;0.3;0.3;0.0;0.0;1.3;0.7;0.5;0.1;0.0
167;Mannen en vrouwen;15 tot 20 jaar;Westerse allochtonen, 2e generatie;2001;49.1;0.6;0.3;0.2;0.0;0.0;1.3;0.7;0.5;0.1;0.0
168;Mannen en vrouwen;15 tot 20 jaar;Westerse allochtonen, 2e generatie;2002;48.7;0.6;0.4;0.2;0.1;0.0;1.3;0.7;0.4;0.2;0.0
169;Mannen en vrouwen;15 tot 20 jaar;Westerse allochtonen, 2e generatie;2003;48.6;0.8;0.4;0.3;0.1;0.0;1.6;0.8;0.5;0.2;0.0
170;Mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtonen;1999;130.9;4.0;0.8;3.1;0.2;0.0;3.0;0.6;2.3;0.1;0.0
171;Mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtonen;2000;138.6;3.9;0.8;3.0;0.1;0.0;2.8;0.6;2.2;0.1;0.0
172;Mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtonen;2001;145.9;3.7;0.8;2.8;0.1;0.0;2.5;0.5;1.9;0.1;0.0
173;Mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtonen;2002;151.7;4.2;0.9;3.2;0.2;0.0;2.8;0.6;2.1;0.1;0.0
174;Mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtonen;2003;153.4;4.2;1.0;2.9;0.2;0.0;2.7;0.6;1.9;0.2;0.0
175;Mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtonen, 1e generatie;1999;55.4;2.5;0.3;2.2;0.1;0.0;4.6;0.5;4.0;0.1;0.0
176;Mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtonen, 1e generatie;2000;59.9;2.7;0.3;2.4;0.0;0.0;4.5;0.5;4.0;0.1;0.0
177;Mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtonen, 1e generatie;2001;64.4;2.5;0.3;2.2;0.1;0.0;3.9;0.4;3.4;0.1;0.0
178;Mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtonen, 1e generatie;2002;66.5;2.9;0.3;2.6;0.1;0.0;4.4;0.5;3.9;0.1;0.0
179;Mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtonen, 1e generatie;2003;63.6;2.7;0.4;2.2;0.1;0.0;4.2;0.6;3.5;0.1;0.0
180;Mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtonen, 2e generatie;1999;75.5;1.4;0.5;0.9;0.1;0.0;1.9;0.6;1.1;0.2;0.0
181;Mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtonen, 2e generatie;2000;78.7;1.2;0.5;0.7;0.1;0.0;1.6;0.6;0.9;0.1;0.0
182;Mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtonen, 2e generatie;2001;81.4;1.2;0.5;0.6;0.1;0.0;1.4;0.6;0.7;0.1;0.0
183;Mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtonen, 2e generatie;2002;85.2;1.3;0.6;0.6;0.1;0.0;1.5;0.7;0.8;0.1;0.0
184;Mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtonen, 2e generatie;2003;89.8;1.5;0.6;0.7;0.2;0.0;1.6;0.7;0.8;0.2;0.0
185;Mannen en vrouwen;15 tot 20 jaar;Marokkanen;1999;26.8;0.6;0.2;0.4;0.0;0.0;2.1;0.6;1.4;0.1;0.0
186;Mannen en vrouwen;15 tot 20 jaar;Marokkanen;2000;27.3;0.5;0.2;0.3;0.0;0.0;1.8;0.6;1.1;0.1;0.0
187;Mannen en vrouwen;15 tot 20 jaar;Marokkanen;2001;27.6;0.5;0.2;0.3;0.0;0.0;1.8;0.6;1.1;0.1;0.0
188;Mannen en vrouwen;15 tot 20 jaar;Marokkanen;2002;28.3;0.5;0.2;0.3;0.0;0.0;1.8;0.7;1.1;0.1;0.0
189;Mannen en vrouwen;15 tot 20 jaar;Marokkanen;2003;28.9;0.5;0.2;0.3;0.0;0.0;1.8;0.6;1.0;0.2;0.0
190;Mannen en vrouwen;15 tot 20 jaar;Marokkanen, 1e generatie;1999;10.4;0.3;0.1;0.2;0.0;0.0;2.8;0.6;2.1;0.1;0.0
191;Mannen en vrouwen;15 tot 20 jaar;Marokkanen, 1e generatie;2000;9.8;0.2;0.1;0.2;0.0;0.0;2.4;0.6;1.7;0.1;0.0
192;Mannen en vrouwen;15 tot 20 jaar;Marokkanen, 1e generatie;2001;9.1;0.2;0.1;0.2;0.0;0.0;2.5;0.6;1.7;0.1;0.0
193;Mannen en vrouwen;15 tot 20 jaar;Marokkanen, 1e generatie;2002;8.7;0.3;0.1;0.2;0.0;0.0;2.9;0.7;2.0;0.2;0.0
194;Mannen en vrouwen;15 tot 20 jaar;Marokkanen, 1e generatie;2003;8.2;0.2;0.1;0.2;0.0;0.0;3.0;0.7;2.1;0.2;0.0
195;Mannen en vrouwen;15 tot 20 jaar;Marokkanen, 2e generatie;1999;16.4;0.3;0.1;0.2;0.0;0.0;1.7;0.6;1.0;0.2;0.0
196;Mannen en vrouwen;15 tot 20 jaar;Marokkanen, 2e generatie;2000;17.5;0.3;0.1;0.1;0.0;0.0;1.4;0.6;0.8;0.0;0.0
197;Mannen en vrouwen;15 tot 20 jaar;Marokkanen, 2e generatie;2001;18.5;0.3;0.1;0.1;0.0;0.0;1.4;0.6;0.7;0.1;0.0
198;Mannen en vrouwen;15 tot 20 jaar;Marokkanen, 2e generatie;2002;19.5;0.3;0.1;0.1;0.0;0.0;1.4;0.7;0.6;0.1;0.0
199;Mannen en vrouwen;15 tot 20 jaar;Marokkanen, 2e generatie;2003;20.7;0.3;0.1;0.1;0.0;0.0;1.4;0.6;0.6;0.1;0.0
200;Mannen en vrouwen;15 tot 20 jaar;Turken;1999;27.5;0.7;0.2;0.4;0.1;0.0;2.4;0.7;1.5;0.2;0.0
201;Mannen en vrouwen;15 tot 20 jaar;Turken;2000;27.6;0.5;0.2;0.3;0.0;0.0;1.9;0.7;1.0;0.2;0.0
202;Mannen en vrouwen;15 tot 20 jaar;Turken;2001;27.7;0.4;0.2;0.2;0.0;0.0;1.6;0.7;0.8;0.1;0.0
203;Mannen en vrouwen;15 tot 20 jaar;Turken;2002;28.8;0.5;0.2;0.2;0.0;0.0;1.6;0.7;0.8;0.1;0.0
204;Mannen en vrouwen;15 tot 20 jaar;Turken;2003;30.3;0.5;0.2;0.2;0.1;0.0;1.7;0.7;0.8;0.2;0.0
205;Mannen en vrouwen;15 tot 20 jaar;Turken, 1e generatie;1999;7.1;0.2;0.0;0.2;0.0;0.0;3.3;0.6;2.4;0.3;0.0
206;Mannen en vrouwen;15 tot 20 jaar;Turken, 1e generatie;2000;7.2;0.2;0.0;0.1;0.0;0.0;2.5;0.6;1.6;0.2;0.0
207;Mannen en vrouwen;15 tot 20 jaar;Turken, 1e generatie;2001;7.4;0.2;0.0;0.1;0.0;0.0;2.0;0.6;1.3;0.1;0.0
208;Mannen en vrouwen;15 tot 20 jaar;Turken, 1e generatie;2002;7.7;0.2;0.0;0.1;0.0;0.0;2.1;0.6;1.3;0.2;0.0
209;Mannen en vrouwen;15 tot 20 jaar;Turken, 1e generatie;2003;7.7;0.2;0.0;0.1;0.0;0.0;2.0;0.6;1.3;0.2;0.0
210;Mannen en vrouwen;15 tot 20 jaar;Turken, 2e generatie;1999;20.4;0.4;0.2;0.2;0.0;0.0;2.1;0.8;1.2;0.2;0.0
211;Mannen en vrouwen;15 tot 20 jaar;Turken, 2e generatie;2000;20.4;0.4;0.2;0.2;0.0;0.0;1.7;0.8;0.8;0.2;0.0
212;Mannen en vrouwen;15 tot 20 jaar;Turken, 2e generatie;2001;20.3;0.3;0.1;0.1;0.0;0.0;1.4;0.7;0.6;0.1;0.0
213;Mannen en vrouwen;15 tot 20 jaar;Turken, 2e generatie;2002;21.2;0.3;0.2;0.1;0.0;0.0;1.4;0.7;0.6;0.1;0.0
214;Mannen en vrouwen;15 tot 20 jaar;Turken, 2e generatie;2003;22.6;0.4;0.2;0.1;0.0;0.0;1.6;0.8;0.6;0.2;0.0
215;Mannen en vrouwen;15 tot 20 jaar;Surinamers;1999;26.9;0.6;0.2;0.4;0.0;0.0;2.4;0.7;1.6;0.1;0.0
216;Mannen en vrouwen;15 tot 20 jaar;Surinamers;2000;28.0;0.5;0.2;0.4;0.0;0.0;2.0;0.6;1.3;0.1;0.0
217;Mannen en vrouwen;15 tot 20 jaar;Surinamers;2001;29.0;0.5;0.2;0.3;0.0;0.0;1.8;0.7;1.1;0.1;0.0
218;Mannen en vrouwen;15 tot 20 jaar;Surinamers;2002;29.5;0.6;0.2;0.4;0.0;0.0;2.0;0.8;1.2;0.1;0.0
219;Mannen en vrouwen;15 tot 20 jaar;Surinamers;2003;29.8;0.7;0.2;0.4;0.1;0.0;2.3;0.8;1.3;0.2;0.0
220;Mannen en vrouwen;15 tot 20 jaar;Surinamers, 1e generatie;1999;6.5;0.2;0.0;0.1;0.0;0.0;2.6;0.7;1.8;0.1;0.0
221;Mannen en vrouwen;15 tot 20 jaar;Surinamers, 1e generatie;2000;6.6;0.1;0.0;0.1;0.0;0.0;2.2;0.6;1.6;0.1;0.0
222;Mannen en vrouwen;15 tot 20 jaar;Surinamers, 1e generatie;2001;6.8;0.1;0.0;0.1;0.0;0.0;2.2;0.7;1.4;0.1;0.0
223;Mannen en vrouwen;15 tot 20 jaar;Surinamers, 1e generatie;2002;6.8;0.1;0.0;0.1;0.0;0.0;2.1;0.7;1.3;0.1;0.0
224;Mannen en vrouwen;15 tot 20 jaar;Surinamers, 1e generatie;2003;6.5;0.2;0.1;0.1;0.0;0.0;2.5;0.8;1.5;0.2;0.0
225;Mannen en vrouwen;15 tot 20 jaar;Surinamers, 2e generatie;1999;20.5;0.5;0.1;0.3;0.0;0.0;2.3;0.7;1.6;0.1;0.0
226;Mannen en vrouwen;15 tot 20 jaar;Surinamers, 2e generatie;2000;21.3;0.4;0.1;0.3;0.0;0.0;1.9;0.6;1.2;0.1;0.0
227;Mannen en vrouwen;15 tot 20 jaar;Surinamers, 2e generatie;2001;22.2;0.4;0.1;0.2;0.0;0.0;1.7;0.6;1.0;0.1;0.0
228;Mannen en vrouwen;15 tot 20 jaar;Surinamers, 2e generatie;2002;22.7;0.5;0.2;0.3;0.0;0.0;2.0;0.8;1.2;0.1;0.0
229;Mannen en vrouwen;15 tot 20 jaar;Surinamers, 2e generatie;2003;23.3;0.5;0.2;0.3;0.1;0.0;2.3;0.8;1.2;0.2;0.0
230;Mannen en vrouwen;15 tot 20 jaar;Antillianen en Arubanen;1999;10.4;0.5;0.1;0.4;0.0;0.0;4.5;0.7;3.7;0.1;0.0
231;Mannen en vrouwen;15 tot 20 jaar;Antillianen en Arubanen;2000;11.4;0.5;0.1;0.4;0.0;0.0;4.1;0.7;3.3;0.1;0.0
232;Mannen en vrouwen;15 tot 20 jaar;Antillianen en Arubanen;2001;12.0;0.4;0.1;0.4;0.0;0.0;3.7;0.7;2.9;0.1;0.0
233;Mannen en vrouwen;15 tot 20 jaar;Antillianen en Arubanen;2002;12.3;0.4;0.1;0.3;0.0;0.0;3.2;0.6;2.5;0.1;0.0
234;Mannen en vrouwen;15 tot 20 jaar;Antillianen en Arubanen;2003;12.3;0.5;0.1;0.3;0.0;0.0;3.7;0.8;2.7;0.1;0.0
235;Mannen en vrouwen;15 tot 20 jaar;Antillianen, 1e generatie;1999;5.5;0.4;0.0;0.3;0.0;0.0;6.9;0.8;6.0;0.1;0.0
236;Mannen en vrouwen;15 tot 20 jaar;Antillianen, 1e generatie;2000;6.3;0.4;0.0;0.3;0.0;0.0;6.1;0.7;5.3;0.1;0.0
237;Mannen en vrouwen;15 tot 20 jaar;Antillianen, 1e generatie;2001;6.7;0.4;0.0;0.3;0.0;0.0;5.3;0.7;4.5;0.1;0.0
238;Mannen en vrouwen;15 tot 20 jaar;Antillianen, 1e generatie;2002;6.8;0.3;0.0;0.3;0.0;0.0;4.6;0.7;3.9;0.1;0.0
239;Mannen en vrouwen;15 tot 20 jaar;Antillianen, 1e generatie;2003;6.5;0.3;0.1;0.3;0.0;0.0;5.3;1.0;4.2;0.1;0.0
240;Mannen en vrouwen;15 tot 20 jaar;Antillianen, 2e generatie;1999;4.9;0.1;0.0;0.1;0.0;0.0;1.9;0.7;1.1;0.1;0.0
241;Mannen en vrouwen;15 tot 20 jaar;Antillianen, 2e generatie;2000;5.1;0.1;0.0;0.0;0.0;0.0;1.6;0.6;0.9;0.0;0.0
242;Mannen en vrouwen;15 tot 20 jaar;Antillianen, 2e generatie;2001;5.3;0.1;0.0;0.1;0.0;0.0;1.7;0.7;0.9;0.1;0.0
243;Mannen en vrouwen;15 tot 20 jaar;Antillianen, 2e generatie;2002;5.6;0.1;0.0;0.0;0.0;0.0;1.4;0.5;0.8;0.1;0.0
244;Mannen en vrouwen;15 tot 20 jaar;Antillianen, 2e generatie;2003;5.8;0.1;0.0;0.1;0.0;0.0;1.9;0.7;1.1;0.1;0.0
245;Mannen en vrouwen;15 tot 20 jaar;Overige niet-westerse allochtonen;1999;39.4;1.6;0.1;1.5;0.0;0.0;4.1;0.3;3.7;0.1;0.0
246;Mannen en vrouwen;15 tot 20 jaar;Overige niet-westerse allochtonen;2000;44.4;1.9;0.2;1.7;0.0;0.0;4.3;0.4;3.9;0.0;0.0
247;Mannen en vrouwen;15 tot 20 jaar;Overige niet-westerse allochtonen;2001;49.5;1.8;0.2;1.6;0.0;0.0;3.6;0.3;3.3;0.0;0.0
248;Mannen en vrouwen;15 tot 20 jaar;Overige niet-westerse allochtonen;2002;52.8;2.3;0.2;2.0;0.0;0.0;4.3;0.4;3.9;0.1;0.0
249;Mannen en vrouwen;15 tot 20 jaar;Overige niet-westerse allochtonen;2003;52.2;2.0;0.2;1.7;0.1;0.0;3.8;0.5;3.2;0.1;0.0
250;Mannen en vrouwen;15 tot 20 jaar;Overige niet-westerse allocht, 1e gen.;1999;25.9;1.5;0.1;1.4;0.0;0.0;5.7;0.3;5.3;0.1;0.0
251;Mannen en vrouwen;15 tot 20 jaar;Overige niet-westerse allocht, 1e gen.;2000;30.0;1.7;0.1;1.6;0.0;0.0;5.8;0.3;5.5;0.0;0.0
252;Mannen en vrouwen;15 tot 20 jaar;Overige niet-westerse allocht, 1e gen.;2001;34.4;1.6;0.1;1.6;0.0;0.0;4.8;0.2;4.5;0.0;0.0
253;Mannen en vrouwen;15 tot 20 jaar;Overige niet-westerse allocht, 1e gen.;2002;36.6;2.1;0.1;1.9;0.0;0.0;5.7;0.3;5.3;0.1;0.0
254;Mannen en vrouwen;15 tot 20 jaar;Overige niet-westerse allocht, 1e gen.;2003;34.8;1.8;0.1;1.6;0.0;0.0;5.1;0.4;4.6;0.1;0.0
255;Mannen en vrouwen;15 tot 20 jaar;Overige niet-westerse allocht, 2e gen.;1999;13.4;0.1;0.1;0.1;0.0;0.0;1.1;0.4;0.6;0.1;0.0
256;Mannen en vrouwen;15 tot 20 jaar;Overige niet-westerse allocht, 2e gen.;2000;14.3;0.2;0.1;0.1;0.0;0.0;1.1;0.5;0.6;0.0;0.0
257;Mannen en vrouwen;15 tot 20 jaar;Overige niet-westerse allocht, 2e gen.;2001;15.2;0.2;0.1;0.1;0.0;0.0;1.1;0.5;0.5;0.0;0.0
258;Mannen en vrouwen;15 tot 20 jaar;Overige niet-westerse allocht, 2e gen.;2002;16.2;0.2;0.1;0.1;0.0;0.0;1.2;0.6;0.6;0.1;0.0
259;Mannen en vrouwen;15 tot 20 jaar;Overige niet-westerse allocht, 2e gen.;2003;17.3;0.2;0.1;0.1;0.0;0.0;1.2;0.6;0.5;0.1;0.0
260;Mannen en vrouwen;20 tot 25 jaar;Totaal herkomstgroeperingen;1999;955.9;56.3;22.1;26.8;8.4;0.0;5.9;2.3;2.8;0.9;0.0
261;Mannen en vrouwen;20 tot 25 jaar;Totaal herkomstgroeperingen;2000;962.7;52.6;23.7;23.4;6.4;0.0;5.5;2.5;2.4;0.7;0.0
262;Mannen en vrouwen;20 tot 25 jaar;Totaal herkomstgroeperingen;2001;970.4;53.0;24.8;23.2;5.9;0.0;5.5;2.6;2.4;0.6;0.0
263;Mannen en vrouwen;20 tot 25 jaar;Totaal herkomstgroeperingen;2002;972.8;58.5;25.4;25.0;9.1;0.0;6.0;2.6;2.6;0.9;0.0
264;Mannen en vrouwen;20 tot 25 jaar;Totaal herkomstgroeperingen;2003;968.9;69.3;25.3;29.6;15.6;0.0;7.2;2.6;3.1;1.6;0.0
265;Mannen en vrouwen;20 tot 25 jaar;Autochtonen;1999;752.6;34.6;17.9;11.2;6.1;0.0;4.6;2.4;1.5;0.8;0.0
266;Mannen en vrouwen;20 tot 25 jaar;Autochtonen;2000;748.7;32.4;19.1;9.3;4.5;0.0;4.3;2.6;1.2;0.6;0.0
267;Mannen en vrouwen;20 tot 25 jaar;Autochtonen;2001;743.1;32.0;19.7;8.8;4.0;0.0;4.3;2.7;1.2;0.5;0.0
268;Mannen en vrouwen;20 tot 25 jaar;Autochtonen;2002;735.9;35.2;20.2;9.5;6.2;0.0;4.8;2.7;1.3;0.8;0.0
269;Mannen en vrouwen;20 tot 25 jaar;Autochtonen;2003;726.5;41.9;20.1;11.8;10.7;0.0;5.8;2.8;1.6;1.5;0.0
270;Mannen en vrouwen;20 tot 25 jaar;Allochtonen;1999;203.3;21.7;4.1;15.6;2.3;0.0;10.7;2.0;7.7;1.1;0.0
271;Mannen en vrouwen;20 tot 25 jaar;Allochtonen;2000;214.0;20.3;4.6;14.1;1.8;0.0;9.5;2.2;6.6;0.9;0.0
272;Mannen en vrouwen;20 tot 25 jaar;Allochtonen;2001;227.2;21.0;5.0;14.4;1.9;0.0;9.2;2.2;6.3;0.8;0.0
273;Mannen en vrouwen;20 tot 25 jaar;Allochtonen;2002;237.0;23.3;5.2;15.6;2.9;0.0;9.8;2.2;6.6;1.2;0.0
274;Mannen en vrouwen;20 tot 25 jaar;Allochtonen;2003;242.3;27.4;5.2;17.8;4.9;0.0;11.3;2.1;7.4;2.0;0.0
275;Mannen en vrouwen;20 tot 25 jaar;Allochtonen, 1e generatie;1999;107.6;13.7;1.7;10.9;1.3;0.0;12.8;1.6;10.1;1.2;0.0
276;Mannen en vrouwen;20 tot 25 jaar;Allochtonen, 1e generatie;2000;110.6;12.4;1.8;9.7;1.0;0.0;11.2;1.6;8.7;0.9;0.0
277;Mannen en vrouwen;20 tot 25 jaar;Allochtonen, 1e generatie;2001;116.0;12.5;1.9;9.8;0.9;0.0;10.8;1.6;8.4;0.8;0.0
278;Mannen en vrouwen;20 tot 25 jaar;Allochtonen, 1e generatie;2002;119.8;13.4;1.8;10.5;1.3;0.0;11.2;1.5;8.8;1.1;0.0
279;Mannen en vrouwen;20 tot 25 jaar;Allochtonen, 1e generatie;2003;120.8;15.2;1.7;11.5;2.2;0.0;12.5;1.4;9.5;1.8;0.0
280;Mannen en vrouwen;20 tot 25 jaar;Allochtonen, 2e generatie;1999;95.7;8.0;2.4;4.7;1.0;0.0;8.3;2.5;5.0;1.0;0.0
281;Mannen en vrouwen;20 tot 25 jaar;Allochtonen, 2e generatie;2000;103.4;7.9;2.8;4.4;0.8;0.0;7.6;2.7;4.2;0.8;0.0
282;Mannen en vrouwen;20 tot 25 jaar;Allochtonen, 2e generatie;2001;111.2;8.5;3.1;4.6;1.0;0.0;7.6;2.8;4.1;0.9;0.0
283;Mannen en vrouwen;20 tot 25 jaar;Allochtonen, 2e generatie;2002;117.1;9.9;3.4;5.1;1.6;0.0;8.4;2.9;4.3;1.3;0.0
284;Mannen en vrouwen;20 tot 25 jaar;Allochtonen, 2e generatie;2003;121.5;12.3;3.5;6.3;2.7;0.0;10.1;2.9;5.2;2.2;0.0
285;Mannen en vrouwen;20 tot 25 jaar;Westerse allochtonen;1999;79.4;4.6;1.5;2.5;0.6;0.0;5.7;1.9;3.1;0.8;0.0
286;Mannen en vrouwen;20 tot 25 jaar;Westerse allochtonen;2000;81.7;4.2;1.6;2.1;0.5;0.0;5.1;2.0;2.6;0.6;0.0
287;Mannen en vrouwen;20 tot 25 jaar;Westerse allochtonen;2001;83.4;4.2;1.7;2.1;0.4;0.0;5.0;2.1;2.5;0.5;0.0
288;Mannen en vrouwen;20 tot 25 jaar;Westerse allochtonen;2002;83.8;4.7;1.8;2.2;0.7;0.0;5.6;2.1;2.7;0.9;0.0
289;Mannen en vrouwen;20 tot 25 jaar;Westerse allochtonen;2003;82.2;5.5;1.8;2.6;1.3;0.0;6.7;2.2;3.1;1.5;0.0
290;Mannen en vrouwen;20 tot 25 jaar;Westerse allochtonen, 1e generatie;1999;27.3;1.5;0.3;1.0;0.2;0.0;5.4;1.1;3.7;0.7;0.0
291;Mannen en vrouwen;20 tot 25 jaar;Westerse allochtonen, 1e generatie;2000;29.3;1.3;0.3;0.9;0.1;0.0;4.5;1.0;3.0;0.5;0.0
292;Mannen en vrouwen;20 tot 25 jaar;Westerse allochtonen, 1e generatie;2001;30.9;1.3;0.3;0.9;0.1;0.0;4.2;1.1;2.8;0.4;0.0
293;Mannen en vrouwen;20 tot 25 jaar;Westerse allochtonen, 1e generatie;2002;31.6;1.4;0.3;0.9;0.2;0.0;4.3;1.0;2.8;0.5;0.0
294;Mannen en vrouwen;20 tot 25 jaar;Westerse allochtonen, 1e generatie;2003;30.9;1.7;0.3;1.0;0.4;0.0;5.4;1.0;3.3;1.2;0.0
295;Mannen en vrouwen;20 tot 25 jaar;Westerse allochtonen, 2e generatie;1999;52.1;3.1;1.2;1.5;0.5;0.0;5.9;2.3;2.8;0.9;0.0
296;Mannen en vrouwen;20 tot 25 jaar;Westerse allochtonen, 2e generatie;2000;52.5;2.9;1.3;1.2;0.3;0.0;5.4;2.5;2.4;0.6;0.0
297;Mannen en vrouwen;20 tot 25 jaar;Westerse allochtonen, 2e generatie;2001;52.5;2.9;1.4;1.2;0.3;0.0;5.5;2.6;2.3;0.6;0.0
298;Mannen en vrouwen;20 tot 25 jaar;Westerse allochtonen, 2e generatie;2002;52.2;3.3;1.5;1.3;0.6;0.0;6.3;2.8;2.6;1.1;0.0
299;Mannen en vrouwen;20 tot 25 jaar;Westerse allochtonen, 2e generatie;2003;51.2;3.8;1.4;1.6;0.9;0.0;7.5;2.8;3.0;1.8;0.0
300;Mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtonen;1999;123.9;17.1;2.7;13.1;1.7;0.0;13.8;2.1;10.6;1.3;0.0
301;Mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtonen;2000;132.2;16.1;3.0;11.9;1.4;0.0;12.2;2.3;9.0;1.0;0.0
302;Mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtonen;2001;143.9;16.8;3.3;12.3;1.5;0.0;11.7;2.3;8.6;1.0;0.0
303;Mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtonen;2002;153.1;18.6;3.4;13.3;2.2;0.0;12.2;2.2;8.7;1.4;0.0
304;Mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtonen;2003;160.1;21.9;3.4;15.3;3.6;0.0;13.7;2.1;9.5;2.2;0.0
305;Mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtonen, 1e generatie;1999;80.3;12.3;1.5;9.8;1.1;0.0;15.3;1.8;12.3;1.4;0.0
306;Mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtonen, 1e generatie;2000;81.3;11.1;1.5;8.8;0.9;0.0;13.6;1.9;10.8;1.1;0.0
307;Mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtonen, 1e generatie;2001;85.2;11.2;1.6;8.9;0.8;0.0;13.1;1.8;10.5;1.0;0.0
308;Mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtonen, 1e generatie;2002;88.2;12.1;1.5;9.6;1.2;0.0;13.7;1.7;10.9;1.3;0.0
309;Mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtonen, 1e generatie;2003;89.9;13.5;1.3;10.5;1.8;0.0;15.0;1.5;11.7;2.0;0.0
310;Mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtonen, 2e generatie;1999;43.6;4.9;1.2;3.3;0.5;0.0;11.2;2.7;7.5;1.2;0.0
311;Mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtonen, 2e generatie;2000;50.9;5.0;1.5;3.2;0.5;0.0;9.9;2.9;6.2;0.9;0.0
312;Mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtonen, 2e generatie;2001;58.7;5.6;1.7;3.4;0.6;0.0;9.6;3.0;5.7;1.1;0.0
313;Mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtonen, 2e generatie;2002;64.9;6.5;1.9;3.7;1.0;0.0;10.1;2.9;5.8;1.5;0.0
314;Mannen en vrouwen;20 tot 25 jaar;Niet-westerse allochtonen, 2e generatie;2003;70.3;8.4;2.1;4.7;1.8;0.0;12.0;2.9;6.8;2.6;0.0
315;Mannen en vrouwen;20 tot 25 jaar;Marokkanen;1999;26.8;3.7;0.7;2.6;0.4;0.0;13.7;2.6;9.9;1.5;0.0
316;Mannen en vrouwen;20 tot 25 jaar;Marokkanen;2000;27.6;3.3;0.8;2.2;0.3;0.0;11.9;2.9;8.0;1.2;0.0
317;Mannen en vrouwen;20 tot 25 jaar;Marokkanen;2001;28.9;3.4;0.9;2.2;0.4;0.0;11.8;3.1;7.7;1.2;0.0
318;Mannen en vrouwen;20 tot 25 jaar;Marokkanen;2002;29.5;3.7;0.9;2.3;0.6;0.0;12.5;2.9;7.9;2.0;0.0
319;Mannen en vrouwen;20 tot 25 jaar;Marokkanen;2003;30.1;4.4;0.8;2.8;0.9;0.0;14.6;2.6;9.2;3.1;0.0
320;Mannen en vrouwen;20 tot 25 jaar;Marokkanen, 1e generatie;1999;18.6;2.7;0.5;1.9;0.3;0.0;14.4;2.7;10.4;1.6;0.0
321;Mannen en vrouwen;20 tot 25 jaar;Marokkanen, 1e generatie;2000;17.8;2.2;0.5;1.5;0.2;0.0;12.5;2.9;8.5;1.3;0.0
322;Mannen en vrouwen;20 tot 25 jaar;Marokkanen, 1e generatie;2001;17.3;2.1;0.5;1.4;0.2;0.0;12.3;3.0;8.3;1.3;0.0
