ID;Geslacht;Persoonskenmerken;Beroepsniveau;BedrijfstakkenSBI2008;Perioden;BanenVanWerknemers_1;BrutoUurloon_2
212;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsniveau 2;F Bouwnijverheid;2010;35.4;12.6
213;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsniveau 2;G-N Commerciële dienstverlening;2010;542.8;9.7
214;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsniveau 2;G-I Handel, vervoer en horeca;2010;377.1;9.2
215;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsniveau 2;G Handel;2010;244.6;9.2
216;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsniveau 2;H Vervoer en opslag;2010;27.4;11.3
217;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsniveau 2;I Horeca;2010;105.0;8.5
218;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsniveau 2;J Informatie en communicatie;2010;8.8;9.9
219;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsniveau 2;K Financiële dienstverlening;2010;6.6;12.0
220;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsniveau 2;L Verhuur en handel van onroerend goed;2010;4.7;10.2
221;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsniveau 2;M-N Zakelijke dienstverlening;2010;145.6;10.6
222;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsniveau 2;M Specialistische zakelijke diensten;2010;27.2;10.2
223;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsniveau 2;N Verhuur en overige zakelijke diensten;2010;118.5;10.7
224;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsniveau 2;O-U Niet-commerciële dienstverlening;2010;182.2;11.1
225;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsniveau 2;O-Q Overheid en zorg;2010;140.5;11.6
226;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsniveau 2;O Openbaar bestuur en overheidsdiensten;2010;16.0;11.7
227;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsniveau 2;P Onderwijs;2010;19.6;11.7
228;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsniveau 2;Q Gezondheids- en welzijnszorg;2010;104.9;11.6
229;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsniveau 2;R-U Cultuur, recreatie, overige diensten;2010;41.7;9.3
230;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsniveau 2;R Cultuur, sport en recreatie;2010;17.8;9.2
231;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsniveau 2;S Overige dienstverlening;2010;23.8;9.4
232;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsniveau 3;A-U Alle economische activiteiten;2010;114.3;13.4
233;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsniveau 3;A-F Landbouw en nijverheid;2010;8.5;14.5
234;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsniveau 3;A Landbouw, bosbouw en visserij;2010;0.0;0.0
235;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsniveau 3;B-F Nijverheid en energie;2010;7.6;14.6
236;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsniveau 3;B-E Nijverheid (geen bouw) en energie;2010;4.8;14.8
237;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsniveau 3;B Delfstoffenwinning;2010;0.0;0.0
238;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsniveau 3;C Industrie;2010;4.4;14.5
239;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsniveau 3;D Energievoorziening;2010;0.0;0.0
240;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsniveau 3;E Waterbedrijven en afvalbeheer;2010;0.0;0.0
241;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsniveau 3;F Bouwnijverheid;2010;2.8;14.3
242;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsniveau 3;G-N Commerciële dienstverlening;2010;50.1;12.7
243;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsniveau 3;G-I Handel, vervoer en horeca;2010;21.0;12.0
244;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsniveau 3;G Handel;2010;12.9;11.9
245;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsniveau 3;H Vervoer en opslag;2010;0.0;0.0
246;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsniveau 3;I Horeca;2010;5.9;10.4
247;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsniveau 3;J Informatie en communicatie;2010;0.0;0.0
248;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsniveau 3;K Financiële dienstverlening;2010;0.0;0.0
249;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsniveau 3;L Verhuur en handel van onroerend goed;2010;0.0;0.0
250;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsniveau 3;M-N Zakelijke dienstverlening;2010;24.2;12.9
251;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsniveau 3;M Specialistische zakelijke diensten;2010;10.2;12.8
252;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsniveau 3;N Verhuur en overige zakelijke diensten;2010;14.0;13.0
253;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsniveau 3;O-U Niet-commerciële dienstverlening;2010;55.8;13.9
254;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsniveau 3;O-Q Overheid en zorg;2010;47.9;14.0
255;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsniveau 3;O Openbaar bestuur en overheidsdiensten;2010;0.0;0.0
256;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsniveau 3;P Onderwijs;2010;2.5;13.9
257;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsniveau 3;Q Gezondheids- en welzijnszorg;2010;43.3;14.2
258;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsniveau 3;R-U Cultuur, recreatie, overige diensten;2010;7.8;12.8
259;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsniveau 3;R Cultuur, sport en recreatie;2010;6.1;13.2
260;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsniveau 3;S Overige dienstverlening;2010;0.0;0.0
261;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsniveau 4;A-U Alle economische activiteiten;2010;63.3;14.5
262;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsniveau 4;A-F Landbouw en nijverheid;2010;3.0;13.0
263;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsniveau 4;A Landbouw, bosbouw en visserij;2010;0.0;0.0
264;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsniveau 4;B-F Nijverheid en energie;2010;2.6;13.0
265;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsniveau 4;B-E Nijverheid (geen bouw) en energie;2010;0.0;0.0
266;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsniveau 4;B Delfstoffenwinning;2010;0.0;0.0
267;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsniveau 4;C Industrie;2010;0.0;0.0
268;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsniveau 4;D Energievoorziening;2010;0.0;0.0
269;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsniveau 4;E Waterbedrijven en afvalbeheer;2010;0.0;0.0
270;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsniveau 4;F Bouwnijverheid;2010;0.0;0.0
271;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsniveau 4;G-N Commerciële dienstverlening;2010;31.1;13.2
272;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsniveau 4;G-I Handel, vervoer en horeca;2010;8.5;12.2
273;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsniveau 4;G Handel;2010;5.3;12.7
274;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsniveau 4;H Vervoer en opslag;2010;0.0;0.0
275;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsniveau 4;I Horeca;2010;2.6;9.1
276;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsniveau 4;J Informatie en communicatie;2010;5.8;13.0
277;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsniveau 4;K Financiële dienstverlening;2010;0.0;0.0
278;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsniveau 4;L Verhuur en handel van onroerend goed;2010;0.0;0.0
279;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsniveau 4;M-N Zakelijke dienstverlening;2010;15.8;13.7
280;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsniveau 4;M Specialistische zakelijke diensten;2010;6.7;13.1
281;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsniveau 4;N Verhuur en overige zakelijke diensten;2010;9.1;14.4
282;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsniveau 4;O-U Niet-commerciële dienstverlening;2010;29.3;16.0
283;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsniveau 4;O-Q Overheid en zorg;2010;25.8;16.2
284;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsniveau 4;O Openbaar bestuur en overheidsdiensten;2010;0.0;0.0
285;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsniveau 4;P Onderwijs;2010;13.9;16.2
286;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsniveau 4;Q Gezondheids- en welzijnszorg;2010;9.4;17.3
287;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsniveau 4;R-U Cultuur, recreatie, overige diensten;2010;3.5;13.5
288;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsniveau 4;R Cultuur, sport en recreatie;2010;0.0;0.0
289;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsniveau 4;S Overige dienstverlening;2010;0.0;0.0
290;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Totaal;A-U Alle economische activiteiten;2010;1564.2;18.0
291;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Totaal;A-F Landbouw en nijverheid;2010;229.0;18.0
292;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Totaal;A Landbouw, bosbouw en visserij;2010;12.3;15.2
293;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Totaal;B-F Nijverheid en energie;2010;216.7;18.1
294;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Totaal;B-E Nijverheid (geen bouw) en energie;2010;135.3;18.0
295;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Totaal;B Delfstoffenwinning;2010;0.0;0.0
296;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Totaal;C Industrie;2010;123.0;17.8
297;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Totaal;D Energievoorziening;2010;4.8;20.9
298;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Totaal;E Waterbedrijven en afvalbeheer;2010;6.1;17.8
299;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Totaal;F Bouwnijverheid;2010;81.4;18.3
300;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Totaal;G-N Commerciële dienstverlening;2010;800.9;17.3
301;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Totaal;G-I Handel, vervoer en horeca;2010;355.7;15.7
302;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Totaal;G Handel;2010;236.7;15.6
303;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Totaal;H Vervoer en opslag;2010;65.3;17.4
304;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Totaal;I Horeca;2010;53.7;13.9
305;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Totaal;J Informatie en communicatie;2010;63.3;19.9
306;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Totaal;K Financiële dienstverlening;2010;58.0;21.3
307;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Totaal;L Verhuur en handel van onroerend goed;2010;14.6;19.8
308;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Totaal;M-N Zakelijke dienstverlening;2010;309.2;17.6
309;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Totaal;M Specialistische zakelijke diensten;2010;135.1;19.9
310;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Totaal;N Verhuur en overige zakelijke diensten;2010;174.1;15.4
311;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Totaal;O-U Niet-commerciële dienstverlening;2010;534.3;19.0
312;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Totaal;O-Q Overheid en zorg;2010;476.8;19.3
313;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Totaal;O Openbaar bestuur en overheidsdiensten;2010;92.9;19.6
314;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Totaal;P Onderwijs;2010;110.4;19.9
315;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Totaal;Q Gezondheids- en welzijnszorg;2010;273.5;18.9
316;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Totaal;R-U Cultuur, recreatie, overige diensten;2010;57.5;17.1
317;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Totaal;R Cultuur, sport en recreatie;2010;27.9;17.2
318;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Totaal;S Overige dienstverlening;2010;29.7;17.0
319;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Beroepsniveau 1;A-U Alle economische activiteiten;2010;93.7;13.1
320;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Beroepsniveau 1;A-F Landbouw en nijverheid;2010;11.3;13.2
321;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Beroepsniveau 1;A Landbouw, bosbouw en visserij;2010;0.0;0.0
322;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Beroepsniveau 1;B-F Nijverheid en energie;2010;10.7;13.2
323;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Beroepsniveau 1;B-E Nijverheid (geen bouw) en energie;2010;9.3;12.7
324;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Beroepsniveau 1;B Delfstoffenwinning;2010;0.0;0.0
325;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Beroepsniveau 1;C Industrie;2010;8.5;12.5
326;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Beroepsniveau 1;D Energievoorziening;2010;0.0;0.0
327;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Beroepsniveau 1;E Waterbedrijven en afvalbeheer;2010;0.0;0.0
328;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Beroepsniveau 1;F Bouwnijverheid;2010;0.0;0.0
329;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Beroepsniveau 1;G-N Commerciële dienstverlening;2010;64.0;12.5
330;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Beroepsniveau 1;G-I Handel, vervoer en horeca;2010;30.8;12.4
331;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Beroepsniveau 1;G Handel;2010;21.3;12.3
332;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Beroepsniveau 1;H Vervoer en opslag;2010;5.1;13.3
333;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Beroepsniveau 1;I Horeca;2010;4.4;11.5
334;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Beroepsniveau 1;J Informatie en communicatie;2010;0.0;0.0
335;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Beroepsniveau 1;K Financiële dienstverlening;2010;0.0;0.0
336;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Beroepsniveau 1;L Verhuur en handel van onroerend goed;2010;0.0;0.0
337;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Beroepsniveau 1;M-N Zakelijke dienstverlening;2010;31.9;12.5
338;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Beroepsniveau 1;M Specialistische zakelijke diensten;2010;0.0;0.0
339;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Beroepsniveau 1;N Verhuur en overige zakelijke diensten;2010;30.1;12.4
340;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Beroepsniveau 1;O-U Niet-commerciële dienstverlening;2010;18.4;15.1
341;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Beroepsniveau 1;O-Q Overheid en zorg;2010;16.8;15.4
342;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Beroepsniveau 1;O Openbaar bestuur en overheidsdiensten;2010;6.7;17.4
343;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Beroepsniveau 1;P Onderwijs;2010;0.0;0.0
344;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Beroepsniveau 1;Q Gezondheids- en welzijnszorg;2010;8.9;12.6
345;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Beroepsniveau 1;R-U Cultuur, recreatie, overige diensten;2010;0.0;0.0
346;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Beroepsniveau 1;R Cultuur, sport en recreatie;2010;0.0;0.0
347;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Beroepsniveau 1;S Overige dienstverlening;2010;0.0;0.0
348;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Beroepsniveau 2;A-U Alle economische activiteiten;2010;683.2;15.4
349;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Beroepsniveau 2;A-F Landbouw en nijverheid;2010;136.6;16.5
350;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Beroepsniveau 2;A Landbouw, bosbouw en visserij;2010;9.8;14.9
351;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Beroepsniveau 2;B-F Nijverheid en energie;2010;126.8;16.6
352;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Beroepsniveau 2;B-E Nijverheid (geen bouw) en energie;2010;70.0;16.0
353;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Beroepsniveau 2;B Delfstoffenwinning;2010;0.0;0.0
354;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Beroepsniveau 2;C Industrie;2010;64.8;15.9
355;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Beroepsniveau 2;D Energievoorziening;2010;0.0;0.0
356;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Beroepsniveau 2;E Waterbedrijven en afvalbeheer;2010;2.8;15.9
357;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Beroepsniveau 2;F Bouwnijverheid;2010;56.8;17.4
358;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Beroepsniveau 2;G-N Commerciële dienstverlening;2010;383.0;14.7
359;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Beroepsniveau 2;G-I Handel, vervoer en horeca;2010;226.3;14.4
360;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Beroepsniveau 2;G Handel;2010;145.7;14.2
361;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Beroepsniveau 2;H Vervoer en opslag;2010;44.8;15.8
362;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Beroepsniveau 2;I Horeca;2010;35.8;13.1
363;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Beroepsniveau 2;J Informatie en communicatie;2010;10.7;15.8
364;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Beroepsniveau 2;K Financiële dienstverlening;2010;20.1;17.3
365;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Beroepsniveau 2;L Verhuur en handel van onroerend goed;2010;6.5;17.5
366;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Beroepsniveau 2;M-N Zakelijke dienstverlening;2010;119.3;14.5
367;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Beroepsniveau 2;M Specialistische zakelijke diensten;2010;31.6;15.8
368;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Beroepsniveau 2;N Verhuur en overige zakelijke diensten;2010;87.7;14.0
369;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Beroepsniveau 2;O-U Niet-commerciële dienstverlening;2010;163.6;16.2
370;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Beroepsniveau 2;O-Q Overheid en zorg;2010;137.9;16.5
371;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Beroepsniveau 2;O Openbaar bestuur en overheidsdiensten;2010;35.8;17.1
372;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Beroepsniveau 2;P Onderwijs;2010;12.8;15.5
373;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Beroepsniveau 2;Q Gezondheids- en welzijnszorg;2010;89.4;16.3
374;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Beroepsniveau 2;R-U Cultuur, recreatie, overige diensten;2010;25.7;14.6
375;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Beroepsniveau 2;R Cultuur, sport en recreatie;2010;10.4;15.3
376;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Beroepsniveau 2;S Overige dienstverlening;2010;15.3;14.1
377;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Beroepsniveau 3;A-U Alle economische activiteiten;2010;332.4;18.9
378;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Beroepsniveau 3;A-F Landbouw en nijverheid;2010;46.4;19.8
379;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Beroepsniveau 3;A Landbouw, bosbouw en visserij;2010;0.0;0.0
380;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Beroepsniveau 3;B-F Nijverheid en energie;2010;45.5;19.9
381;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Beroepsniveau 3;B-E Nijverheid (geen bouw) en energie;2010;29.5;19.9
382;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Beroepsniveau 3;B Delfstoffenwinning;2010;0.0;0.0
383;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Beroepsniveau 3;C Industrie;2010;26.9;19.7
384;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Beroepsniveau 3;D Energievoorziening;2010;0.0;0.0
385;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Beroepsniveau 3;E Waterbedrijven en afvalbeheer;2010;0.0;0.0
386;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Beroepsniveau 3;F Bouwnijverheid;2010;15.9;19.8
387;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Beroepsniveau 3;G-N Commerciële dienstverlening;2010;156.7;18.8
388;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Beroepsniveau 3;G-I Handel, vervoer en horeca;2010;61.2;18.5
389;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Beroepsniveau 3;G Handel;2010;42.8;17.7
390;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Beroepsniveau 3;H Vervoer en opslag;2010;8.8;24.1
391;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Beroepsniveau 3;I Horeca;2010;9.6;16.7
392;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Beroepsniveau 3;J Informatie en communicatie;2010;9.0;20.2
393;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Beroepsniveau 3;K Financiële dienstverlening;2010;14.7;20.4
394;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Beroepsniveau 3;L Verhuur en handel van onroerend goed;2010;5.4;21.1
395;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Beroepsniveau 3;M-N Zakelijke dienstverlening;2010;66.4;18.4
396;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Beroepsniveau 3;M Specialistische zakelijke diensten;2010;38.9;19.1
397;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Beroepsniveau 3;N Verhuur en overige zakelijke diensten;2010;27.5;17.3
398;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Beroepsniveau 3;O-U Niet-commerciële dienstverlening;2010;129.3;18.5
399;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Beroepsniveau 3;O-Q Overheid en zorg;2010;116.5;18.5
400;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Beroepsniveau 3;O Openbaar bestuur en overheidsdiensten;2010;17.3;19.2
401;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Beroepsniveau 3;P Onderwijs;2010;4.9;19.3
402;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Beroepsniveau 3;Q Gezondheids- en welzijnszorg;2010;94.2;18.3
403;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Beroepsniveau 3;R-U Cultuur, recreatie, overige diensten;2010;12.8;18.1
404;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Beroepsniveau 3;R Cultuur, sport en recreatie;2010;8.8;18.0
405;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Beroepsniveau 3;S Overige dienstverlening;2010;4.1;18.4
406;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Beroepsniveau 4;A-U Alle economische activiteiten;2010;454.9;21.7
