ID;Characteristics;CaribbeanNetherlands;Periods;Households_1;PersonsWithIncomePerHousehold_2;DisposableIncomeMean_3;DisposableIncomeMedian_4;EquivalisedIncomeMean_5;EquivalisedIncomeMedian_6
1189;Disposable income: 4th 25%-group;Saba;2012;150.0;2.0;63.4;53.5;;
1190;Disposable income: 4th 25%-group;Saba;2013;150.0;2.0;62.6;53.1;;
1191;Disposable income: 4th 25%-group;Saba;2014;150.0;1.9;61.7;54.1;;
1192;Disposable income: 4th 25%-group;Saba;2015;150.0;2.0;64.9;56.3;;
1193;Disposable income: 4th 25%-group;Saba;2016;200.0;2.0;64.8;58.6;41.8;38.0
1194;Disposable income: 4th 25%-group;Saba;2017;200.0;2.0;66.8;60.3;43.5;38.6
1195;Disposable income: 4th 25%-group;Saba;2018;200.0;2.1;69.8;64.7;44.6;40.2
1196;Disposable income: 4th 25%-group;Saba;2019;200.0;2.0;74.0;65.4;48.7;43.9
1197;Disposable income: 4th 25%-group;Saba;2020;200.0;2.0;73.9;66.2;48.1;44.8
1198;Disposable income: 4th 25%-group;Saba;2021;200.0;2.1;73.5;63.9;48.3;42.1
1199;Disposable income: 4th 25%-group;Saba;2022;200.0;2.1;77.6;68.7;50.6;45.2
1200;Equivalised income: 1st 25%-group;Caribbean Netherlands;2011;;;;;;
1201;Equivalised income: 1st 25%-group;Caribbean Netherlands;2012;;;;;;
1202;Equivalised income: 1st 25%-group;Caribbean Netherlands;2013;;;;;;
1203;Equivalised income: 1st 25%-group;Caribbean Netherlands;2014;;;;;;
1204;Equivalised income: 1st 25%-group;Caribbean Netherlands;2015;;;;;;
1205;Equivalised income: 1st 25%-group;Caribbean Netherlands;2016;2300.0;1.3;9.1;8.6;6.4;7.1
1206;Equivalised income: 1st 25%-group;Caribbean Netherlands;2017;2450.0;1.3;9.2;8.5;6.5;7.1
1207;Equivalised income: 1st 25%-group;Caribbean Netherlands;2018;2550.0;1.3;9.2;8.3;6.6;7.2
1208;Equivalised income: 1st 25%-group;Caribbean Netherlands;2019;2650.0;1.3;9.5;8.8;6.9;7.5
1209;Equivalised income: 1st 25%-group;Caribbean Netherlands;2020;2750.0;1.3;10.7;10.4;7.7;8.6
1210;Equivalised income: 1st 25%-group;Caribbean Netherlands;2021;2850.0;1.2;10.1;9.6;7.4;8.1
1211;Equivalised income: 1st 25%-group;Caribbean Netherlands;2022;3000.0;1.2;10.3;9.7;7.5;8.3
1212;Equivalised income: 1st 25%-group;Bonaire;2011;1450.0;1.3;;;5.4;6.2
1213;Equivalised income: 1st 25%-group;Bonaire;2012;1550.0;1.2;;;5.5;6.0
1214;Equivalised income: 1st 25%-group;Bonaire;2013;1650.0;1.3;;;5.5;6.2
1215;Equivalised income: 1st 25%-group;Bonaire;2014;1700.0;1.3;;;5.8;6.4
1216;Equivalised income: 1st 25%-group;Bonaire;2015;1750.0;1.3;;;6.0;6.5
1217;Equivalised income: 1st 25%-group;Bonaire;2016;1850.0;1.3;9.3;8.5;6.4;7.2
1218;Equivalised income: 1st 25%-group;Bonaire;2017;1950.0;1.3;9.1;8.2;6.4;7.0
1219;Equivalised income: 1st 25%-group;Bonaire;2018;2050.0;1.3;9.1;7.9;6.5;7.0
1220;Equivalised income: 1st 25%-group;Bonaire;2019;2100.0;1.3;9.6;8.6;6.9;7.5
1221;Equivalised income: 1st 25%-group;Bonaire;2020;2200.0;1.3;10.6;10.1;7.6;8.5
1222;Equivalised income: 1st 25%-group;Bonaire;2021;2300.0;1.3;9.8;9.0;7.2;7.8
1223;Equivalised income: 1st 25%-group;Bonaire;2022;2450.0;1.2;10.0;9.7;7.2;8.0
1224;Equivalised income: 1st 25%-group;St. Eustatius;2011;250.0;1.1;;;4.8;5.0
1225;Equivalised income: 1st 25%-group;St. Eustatius;2012;250.0;1.2;;;5.1;5.4
1226;Equivalised income: 1st 25%-group;St. Eustatius;2013;250.0;1.1;;;5.0;5.4
1227;Equivalised income: 1st 25%-group;St. Eustatius;2014;250.0;1.2;;;5.5;5.6
1228;Equivalised income: 1st 25%-group;St. Eustatius;2015;300.0;1.2;;;5.6;6.0
1229;Equivalised income: 1st 25%-group;St. Eustatius;2016;300.0;1.2;7.7;8.1;5.6;6.4
1230;Equivalised income: 1st 25%-group;St. Eustatius;2017;300.0;1.2;9.2;9.0;6.5;7.2
1231;Equivalised income: 1st 25%-group;St. Eustatius;2018;300.0;1.2;8.8;9.0;6.4;7.2
1232;Equivalised income: 1st 25%-group;St. Eustatius;2019;350.0;1.2;8.7;8.5;6.4;7.3
1233;Equivalised income: 1st 25%-group;St. Eustatius;2020;300.0;1.2;10.7;10.7;7.6;8.2
1234;Equivalised income: 1st 25%-group;St. Eustatius;2021;350.0;1.2;10.3;10.5;7.5;8.1
1235;Equivalised income: 1st 25%-group;St. Eustatius;2022;350.0;1.2;11.4;11.3;8.2;9.2
1236;Equivalised income: 1st 25%-group;Saba;2011;150.0;1.1;;;5.0;5.7
1237;Equivalised income: 1st 25%-group;Saba;2012;150.0;1.2;;;6.5;7.4
1238;Equivalised income: 1st 25%-group;Saba;2013;150.0;1.2;;;6.2;7.2
1239;Equivalised income: 1st 25%-group;Saba;2014;150.0;1.1;;;6.7;7.7
1240;Equivalised income: 1st 25%-group;Saba;2015;150.0;1.2;;;6.6;7.7
1241;Equivalised income: 1st 25%-group;Saba;2016;200.0;1.2;10.1;9.9;7.3;8.0
1242;Equivalised income: 1st 25%-group;Saba;2017;200.0;1.2;10.6;10.4;7.4;7.9
1243;Equivalised income: 1st 25%-group;Saba;2018;200.0;1.2;10.3;10.3;7.6;8.8
1244;Equivalised income: 1st 25%-group;Saba;2019;200.0;1.1;10.2;10.8;7.8;9.3
1245;Equivalised income: 1st 25%-group;Saba;2020;200.0;1.1;11.7;11.5;9.0;10.2
1246;Equivalised income: 1st 25%-group;Saba;2021;200.0;1.2;12.5;12.9;9.7;11.2
1247;Equivalised income: 1st 25%-group;Saba;2022;200.0;1.3;12.5;13.0;9.5;11.3
1248;Equivalised income: 2nd 25%-group;Caribbean Netherlands;2011;;;;;;
1249;Equivalised income: 2nd 25%-group;Caribbean Netherlands;2012;;;;;;
1250;Equivalised income: 2nd 25%-group;Caribbean Netherlands;2013;;;;;;
1251;Equivalised income: 2nd 25%-group;Caribbean Netherlands;2014;;;;;;
1252;Equivalised income: 2nd 25%-group;Caribbean Netherlands;2015;;;;;;
1253;Equivalised income: 2nd 25%-group;Caribbean Netherlands;2016;2300.0;1.6;21.0;19.3;14.1;14.1
1254;Equivalised income: 2nd 25%-group;Caribbean Netherlands;2017;2450.0;1.6;21.2;19.5;14.6;14.4
1255;Equivalised income: 2nd 25%-group;Caribbean Netherlands;2018;2550.0;1.6;21.5;19.9;14.9;14.8
1256;Equivalised income: 2nd 25%-group;Caribbean Netherlands;2019;2650.0;1.5;21.8;19.7;15.4;15.2
1257;Equivalised income: 2nd 25%-group;Caribbean Netherlands;2020;2750.0;1.5;22.1;19.1;15.8;15.6
1258;Equivalised income: 2nd 25%-group;Caribbean Netherlands;2021;2850.0;1.5;22.2;19.6;15.8;15.6
1259;Equivalised income: 2nd 25%-group;Caribbean Netherlands;2022;3000.0;1.5;22.3;19.6;16.2;16.0
1260;Equivalised income: 2nd 25%-group;Bonaire;2011;1450.0;1.6;;;12.1;12.1
1261;Equivalised income: 2nd 25%-group;Bonaire;2012;1550.0;1.6;;;12.5;12.5
1262;Equivalised income: 2nd 25%-group;Bonaire;2013;1650.0;1.6;;;12.9;12.9
1263;Equivalised income: 2nd 25%-group;Bonaire;2014;1700.0;1.6;;;13.2;13.3
1264;Equivalised income: 2nd 25%-group;Bonaire;2015;1750.0;1.6;;;13.5;13.5
1265;Equivalised income: 2nd 25%-group;Bonaire;2016;1850.0;1.6;21.0;19.5;14.1;14.1
1266;Equivalised income: 2nd 25%-group;Bonaire;2017;1950.0;1.6;20.9;19.2;14.3;14.2
1267;Equivalised income: 2nd 25%-group;Bonaire;2018;2050.0;1.6;21.1;19.7;14.6;14.6
1268;Equivalised income: 2nd 25%-group;Bonaire;2019;2150.0;1.6;21.5;19.1;15.1;15.0
1269;Equivalised income: 2nd 25%-group;Bonaire;2020;2200.0;1.5;21.5;18.4;15.5;15.4
1270;Equivalised income: 2nd 25%-group;Bonaire;2021;2300.0;1.6;21.8;18.9;15.5;15.4
1271;Equivalised income: 2nd 25%-group;Bonaire;2022;2450.0;1.5;21.8;19.2;15.8;15.7
1272;Equivalised income: 2nd 25%-group;St. Eustatius;2011;250.0;1.5;;;12.3;12.4
1273;Equivalised income: 2nd 25%-group;St. Eustatius;2012;250.0;1.5;;;13.3;13.2
1274;Equivalised income: 2nd 25%-group;St. Eustatius;2013;250.0;1.4;;;13.7;13.8
1275;Equivalised income: 2nd 25%-group;St. Eustatius;2014;250.0;1.4;;;14.2;14.1
1276;Equivalised income: 2nd 25%-group;St. Eustatius;2015;300.0;1.5;;;14.1;13.8
1277;Equivalised income: 2nd 25%-group;St. Eustatius;2016;300.0;1.4;20.6;18.5;13.8;13.6
1278;Equivalised income: 2nd 25%-group;St. Eustatius;2017;300.0;1.4;23.0;20.5;15.8;15.8
1279;Equivalised income: 2nd 25%-group;St. Eustatius;2018;300.0;1.4;22.6;20.7;15.6;15.6
1280;Equivalised income: 2nd 25%-group;St. Eustatius;2019;350.0;1.4;22.8;20.7;16.0;15.9
1281;Equivalised income: 2nd 25%-group;St. Eustatius;2020;300.0;1.5;23.6;21.5;16.7;16.7
1282;Equivalised income: 2nd 25%-group;St. Eustatius;2021;350.0;1.4;22.7;20.1;16.2;16.1
1283;Equivalised income: 2nd 25%-group;St. Eustatius;2022;350.0;1.4;23.3;20.6;17.1;16.9
1284;Equivalised income: 2nd 25%-group;Saba;2011;150.0;1.6;;;12.1;12.3
1285;Equivalised income: 2nd 25%-group;Saba;2012;150.0;1.5;;;13.9;14.1
1286;Equivalised income: 2nd 25%-group;Saba;2013;150.0;1.5;;;14.0;14.0
1287;Equivalised income: 2nd 25%-group;Saba;2014;150.0;1.5;;;14.5;14.7
1288;Equivalised income: 2nd 25%-group;Saba;2015;150.0;1.5;;;14.2;14.4
1289;Equivalised income: 2nd 25%-group;Saba;2016;200.0;1.5;21.5;19.5;14.8;14.8
1290;Equivalised income: 2nd 25%-group;Saba;2017;200.0;1.4;21.4;19.5;15.3;15.3
1291;Equivalised income: 2nd 25%-group;Saba;2018;200.0;1.5;23.6;21.0;16.2;16.1
1292;Equivalised income: 2nd 25%-group;Saba;2019;200.0;1.5;23.2;20.6;16.9;17.0
1293;Equivalised income: 2nd 25%-group;Saba;2020;200.0;1.5;25.4;23.0;17.9;18.3
1294;Equivalised income: 2nd 25%-group;Saba;2021;200.0;1.5;26.0;22.9;18.4;18.7
1295;Equivalised income: 2nd 25%-group;Saba;2022;200.0;1.5;26.6;23.7;19.3;19.3
1296;Equivalised income: 3rd 25%-group;Caribbean Netherlands;2011;;;;;;
1297;Equivalised income: 3rd 25%-group;Caribbean Netherlands;2012;;;;;;
1298;Equivalised income: 3rd 25%-group;Caribbean Netherlands;2013;;;;;;
1299;Equivalised income: 3rd 25%-group;Caribbean Netherlands;2014;;;;;;
1300;Equivalised income: 3rd 25%-group;Caribbean Netherlands;2015;;;;;;
1301;Equivalised income: 3rd 25%-group;Caribbean Netherlands;2016;2300.0;1.9;34.3;32.7;22.3;21.9
1302;Equivalised income: 3rd 25%-group;Caribbean Netherlands;2017;2450.0;1.9;35.4;34.1;23.0;22.5
1303;Equivalised income: 3rd 25%-group;Caribbean Netherlands;2018;2550.0;1.8;35.3;33.8;23.1;22.7
1304;Equivalised income: 3rd 25%-group;Caribbean Netherlands;2019;2650.0;1.8;36.7;35.6;24.0;23.6
1305;Equivalised income: 3rd 25%-group;Caribbean Netherlands;2020;2750.0;1.8;36.5;35.1;24.0;23.6
1306;Equivalised income: 3rd 25%-group;Caribbean Netherlands;2021;2850.0;1.8;37.3;35.8;24.4;24.1
1307;Equivalised income: 3rd 25%-group;Caribbean Netherlands;2022;3000.0;1.8;38.1;36.9;25.2;24.7
1308;Equivalised income: 3rd 25%-group;Bonaire;2011;1450.0;2.0;;;19.1;18.9
1309;Equivalised income: 3rd 25%-group;Bonaire;2012;1550.0;2.0;;;19.7;19.6
1310;Equivalised income: 3rd 25%-group;Bonaire;2013;1650.0;1.9;;;20.2;19.9
1311;Equivalised income: 3rd 25%-group;Bonaire;2014;1700.0;1.9;;;20.8;20.5
1312;Equivalised income: 3rd 25%-group;Bonaire;2015;1750.0;1.9;;;21.2;20.9
1313;Equivalised income: 3rd 25%-group;Bonaire;2016;1850.0;1.9;34.1;32.5;21.8;21.5
1314;Equivalised income: 3rd 25%-group;Bonaire;2017;1950.0;1.9;34.4;33.4;22.2;22.0
1315;Equivalised income: 3rd 25%-group;Bonaire;2018;2050.0;1.9;34.4;33.5;22.4;22.2
1316;Equivalised income: 3rd 25%-group;Bonaire;2019;2150.0;1.9;35.7;34.9;23.2;23.0
1317;Equivalised income: 3rd 25%-group;Bonaire;2020;2200.0;1.9;35.5;34.4;23.2;22.9
1318;Equivalised income: 3rd 25%-group;Bonaire;2021;2300.0;1.9;36.6;35.3;23.8;23.5
1319;Equivalised income: 3rd 25%-group;Bonaire;2022;2450.0;1.9;37.3;36.5;24.5;24.2
1320;Equivalised income: 3rd 25%-group;St. Eustatius;2011;250.0;1.8;;;20.8;20.4
1321;Equivalised income: 3rd 25%-group;St. Eustatius;2012;250.0;1.8;;;23.3;23.2
1322;Equivalised income: 3rd 25%-group;St. Eustatius;2013;250.0;1.7;;;23.7;23.4
1323;Equivalised income: 3rd 25%-group;St. Eustatius;2014;250.0;1.7;;;24.0;23.6
1324;Equivalised income: 3rd 25%-group;St. Eustatius;2015;300.0;1.7;;;26.3;26.1
1325;Equivalised income: 3rd 25%-group;St. Eustatius;2016;300.0;1.6;36.4;33.4;24.7;24.4
1326;Equivalised income: 3rd 25%-group;St. Eustatius;2017;300.0;1.7;41.3;37.4;27.6;27.6
1327;Equivalised income: 3rd 25%-group;St. Eustatius;2018;300.0;1.7;40.0;37.1;26.8;26.7
1328;Equivalised income: 3rd 25%-group;St. Eustatius;2019;350.0;1.6;42.2;39.2;28.6;28.6
1329;Equivalised income: 3rd 25%-group;St. Eustatius;2020;350.0;1.7;41.9;39.5;27.8;27.2
1330;Equivalised income: 3rd 25%-group;St. Eustatius;2021;350.0;1.6;39.6;38.8;26.7;26.1
1331;Equivalised income: 3rd 25%-group;St. Eustatius;2022;350.0;1.6;40.7;38.0;27.7;27.0
1332;Equivalised income: 3rd 25%-group;Saba;2011;150.0;1.8;;;19.2;18.9
1333;Equivalised income: 3rd 25%-group;Saba;2012;150.0;1.7;;;20.7;20.4
1334;Equivalised income: 3rd 25%-group;Saba;2013;150.0;1.7;;;21.0;20.5
1335;Equivalised income: 3rd 25%-group;Saba;2014;150.0;1.7;;;22.2;21.8
1336;Equivalised income: 3rd 25%-group;Saba;2015;150.0;1.8;;;22.5;22.4
1337;Equivalised income: 3rd 25%-group;Saba;2016;200.0;1.7;33.4;32.0;23.1;23.1
1338;Equivalised income: 3rd 25%-group;Saba;2017;200.0;1.8;35.0;34.2;23.5;23.1
1339;Equivalised income: 3rd 25%-group;Saba;2018;200.0;1.7;36.5;34.7;25.0;24.6
1340;Equivalised income: 3rd 25%-group;Saba;2019;200.0;1.7;37.6;36.8;25.6;25.0
1341;Equivalised income: 3rd 25%-group;Saba;2020;200.0;1.7;39.0;39.2;26.8;26.6
1342;Equivalised income: 3rd 25%-group;Saba;2021;200.0;1.8;41.4;40.3;27.8;27.8
1343;Equivalised income: 3rd 25%-group;Saba;2022;200.0;1.8;43.6;42.5;29.3;29.0
1344;Equivalised income: 4th 25%-group;Caribbean Netherlands;2011;;;;;;
1345;Equivalised income: 4th 25%-group;Caribbean Netherlands;2012;;;;;;
1346;Equivalised income: 4th 25%-group;Caribbean Netherlands;2013;;;;;;
1347;Equivalised income: 4th 25%-group;Caribbean Netherlands;2014;;;;;;
1348;Equivalised income: 4th 25%-group;Caribbean Netherlands;2015;;;;;;
1349;Equivalised income: 4th 25%-group;Caribbean Netherlands;2016;2300.0;2.0;68.4;59.2;45.6;37.8
1350;Equivalised income: 4th 25%-group;Caribbean Netherlands;2017;2450.0;2.0;69.8;59.9;47.0;38.9
1351;Equivalised income: 4th 25%-group;Caribbean Netherlands;2018;2550.0;2.0;70.8;61.6;47.5;39.2
1352;Equivalised income: 4th 25%-group;Caribbean Netherlands;2019;2650.0;2.0;73.4;63.1;49.4;41.3
1353;Equivalised income: 4th 25%-group;Caribbean Netherlands;2020;2750.0;2.0;72.7;62.8;48.9;40.7
1354;Equivalised income: 4th 25%-group;Caribbean Netherlands;2021;2850.0;1.9;74.2;63.5;49.9;41.5
1355;Equivalised income: 4th 25%-group;Caribbean Netherlands;2022;3000.0;1.9;76.1;65.5;51.3;43.1
1356;Equivalised income: 4th 25%-group;Bonaire;2011;1450.0;2.1;;;39.4;32.6
1357;Equivalised income: 4th 25%-group;Bonaire;2012;1550.0;2.0;;;40.7;33.8
1358;Equivalised income: 4th 25%-group;Bonaire;2013;1650.0;2.0;;;40.8;34.4
1359;Equivalised income: 4th 25%-group;Bonaire;2014;1700.0;2.0;;;42.7;35.6
1360;Equivalised income: 4th 25%-group;Bonaire;2015;1750.0;2.1;;;43.5;35.9
1361;Equivalised income: 4th 25%-group;Bonaire;2016;1850.0;2.1;68.1;58.7;44.8;36.8
1362;Equivalised income: 4th 25%-group;Bonaire;2017;1950.0;2.0;69.7;59.2;46.1;37.4
1363;Equivalised income: 4th 25%-group;Bonaire;2018;2050.0;2.0;69.9;60.2;46.2;37.6
1364;Equivalised income: 4th 25%-group;Bonaire;2019;2100.0;2.0;72.2;61.7;48.0;39.4
1365;Equivalised income: 4th 25%-group;Bonaire;2020;2200.0;2.0;71.6;61.4;47.6;39.2
1366;Equivalised income: 4th 25%-group;Bonaire;2021;2300.0;2.0;73.9;62.9;49.1;40.5
1367;Equivalised income: 4th 25%-group;Bonaire;2022;2450.0;2.0;75.9;64.4;50.6;41.8
1368;Equivalised income: 4th 25%-group;St. Eustatius;2011;250.0;1.8;;;44.1;38.2
1369;Equivalised income: 4th 25%-group;St. Eustatius;2012;250.0;1.8;;;45.9;40.5
1370;Equivalised income: 4th 25%-group;St. Eustatius;2013;250.0;1.8;;;46.6;41.9
1371;Equivalised income: 4th 25%-group;St. Eustatius;2014;250.0;1.8;;;48.1;42.0
1372;Equivalised income: 4th 25%-group;St. Eustatius;2015;300.0;1.7;;;53.6;46.4
1373;Equivalised income: 4th 25%-group;St. Eustatius;2016;300.0;1.7;73.8;64.0;51.5;45.5
1374;Equivalised income: 4th 25%-group;St. Eustatius;2017;300.0;1.6;74.3;64.1;53.7;45.5
1375;Equivalised income: 4th 25%-group;St. Eustatius;2018;300.0;1.8;79.1;69.9;56.5;47.7
1376;Equivalised income: 4th 25%-group;St. Eustatius;2019;350.0;1.8;82.1;74.0;58.1;49.4
1377;Equivalised income: 4th 25%-group;St. Eustatius;2020;300.0;1.9;81.7;71.5;56.4;48.6
1378;Equivalised income: 4th 25%-group;St. Eustatius;2021;350.0;1.8;79.0;70.2;55.1;46.9
1379;Equivalised income: 4th 25%-group;St. Eustatius;2022;350.0;1.8;78.9;72.4;55.5;48.4
1380;Equivalised income: 4th 25%-group;Saba;2011;150.0;1.8;;;41.4;33.7
1381;Equivalised income: 4th 25%-group;Saba;2012;150.0;1.7;;;43.1;36.1
1382;Equivalised income: 4th 25%-group;Saba;2013;150.0;1.8;;;42.8;36.2
1383;Equivalised income: 4th 25%-group;Saba;2014;150.0;1.7;;;41.8;39.1
1384;Equivalised income: 4th 25%-group;Saba;2015;150.0;1.7;;;44.0;40.8
1385;Equivalised income: 4th 25%-group;Saba;2016;200.0;1.8;62.1;57.4;43.4;39.3
1386;Equivalised income: 4th 25%-group;Saba;2017;200.0;1.7;63.7;58.5;45.1;40.5
1387;Equivalised income: 4th 25%-group;Saba;2018;200.0;1.8;66.1;61.8;46.8;43.1
1388;Equivalised income: 4th 25%-group;Saba;2019;200.0;1.8;70.9;64.1;50.3;45.8
1389;Equivalised income: 4th 25%-group;Saba;2020;200.0;1.7;70.4;63.5;50.7;48.0
1390;Equivalised income: 4th 25%-group;Saba;2021;200.0;1.7;69.3;61.5;50.9;46.3
1391;Equivalised income: 4th 25%-group;Saba;2022;200.0;1.7;73.1;66.0;53.6;49.5
